csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
28057.556640625	n/a	787226484.64188	n/a	22361.56640625	n/a	500039652.1411285	n/a	21666.892578125	n/a	n/a	469454233.9920082	n/a	n/a	n/a	-0.032128264100000005	-0.007793083599999999	-0.0207020001	-0.0486987354	0.062263449900000004	-0.0316997263	0.1169291891	-0.0662637338	0.0046249237	-0.1539334302	0.09291114939999999	-0.0027436228999999997	-0.0035757471000000002	0.0290544122	-0.0277763398	0.037659401099999996	-0.053584683	0.0603967398	-0.047031983799999996	0.1353617782	-0.0040860416	0.0042669718	-0.1463469097	0.10579815039999999	-0.012570653400000001	0.0674808071	0.1217078847	0.1216831682	0.1216419777	-0.0738937	n/a	n/a	0.005460278899690001	0.0636766	n/a	n/a	0.00405470938756	0.0413201	n/a	n/a	0.0017073506640099998	0.00681617	n/a	n/a	4.64601734689e-05	0.00333423	n/a	1.11170896929e-05	n/a	-0.00349022	n/a	n/a	1.21816356484e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28172.95703125	115.400390625	793715507.8846588	13317.250156402588	22383.3046875	21.73828125	501012328.7334595	472.5528717041016	21702.244140625	35.3515625	1249.7329711914062	470987400.73929214	0.634931	19.507883	0.2016051	-0.0438022409	-0.009097646800000001	-1.33922e-05	-0.0347663151	0.0538039546	-0.0404085385	0.1093049084	-0.0358929132	0.0088520777	-0.14161742970000002	0.1342747656	-0.027555338399999997	-0.0194251709	0.040991207	-0.0106638094	0.013108052	-0.0411256983	0.0461305101	-0.0491886975	0.1204964751	0.024804212599999997	-0.010662525400000001	-0.1408451753	0.13258352810000001	0.031574591400000004	0.0213421548	0.1216419777	0.12141962949999999	0.12104935019999999	-0.07605059999999997	-0.002156899999999961	4.652217609999833e-06	0.005783693760359995	0.0113468	-0.0523298	0.0027384079680399997	0.00012874987024	0.097977	0.0566569	0.00321000431761	0.009599492529	0.00589693	-0.00091924	8.450021775999998e-07	3.47737834249e-05	0.00281747	-0.0005167600000000002	7.938137200899997e-06	2.6704089760000025e-07	-0.00311699	0.00037323	1.393006329e-07	9.7156266601e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28085.072265625	-87.884765625	788771284.1653786	7723.732028961182	22394.10546875	10.80078125	501495959.74549866	116.65687561035156	21624.244140625	-78.0	6084.0	467607934.6533546	0.716753	22.021828	0.1370246	-0.00792994	0.0041673412	-0.010535973	-0.0327573314	0.0594262245	-0.0180777564	0.0937291291	-0.0360516331	0.0017668223	-0.0940590597	0.0872559807	0.013157403600000001	-0.0177557034	0.0089113674	0.0009427688	-0.0067458	-0.035642474	0.0581809449	-0.0319270299	0.1104166365	0.0181257041	-0.0021072911	-0.08245003940000001	0.0877662752	-0.0292947596	-0.0542603262	0.1215101995	0.120893123	0.1198669825	-0.0917081	-0.015657500000000033	0.00024515730625000097	0.00841037560561	0.0405797	0.0292329	0.0008545624424099999	0.0016467120520899995	0.07299079999999998	-0.024986200000000014	0.0006243101904400008	0.005327656884639998	0.006762300000000001	0.0008653700000000008	7.488652369000012e-07	4.572870129000001e-05	0.0026722	-0.00014527000000000032	7.140652839999997e-06	2.1103372900000085e-08	-0.00344931	-0.00033232000000000015	1.1043658240000005e-07	1.18977394761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28090.650390625	5.578125	789084639.3683205	31.115478515625	22397.85546875	3.75	501663929.59901434	14.0625	21652.240234375	27.99609375	783.7812652587891	468819507.1670876	0.8716359999999999	26.780508	0.0675549	-0.0189940348	-0.000466043	-0.0134917546	-0.0222961674	0.0519716326	-0.037693868	0.0781911585	-0.0160946454	0.0097011109	-0.047629824800000005	0.0646531512	0.022424175299999998	-0.0210549168	0.010794010900000001	0.008090274	-0.0009206733	-0.0248733481	0.0474422132	-0.0464278935	0.08686725810000001	0.0275145848	-0.0149925719	-0.0382683688	0.06431416940000001	-0.0429836617	-0.032325075	0.1213126213	0.12010478890000001	0.1181006348	-0.0951418	-0.003433699999999998	1.1790295689999985e-05	0.00905196210724	0.0220272	-0.0185525	0.00034419525624999984	0.00048519753983999994	0.08891799999999997	0.015927199999999992	0.0002536756998399996	0.007906410723999995	0.00696811	0.00020580999999999895	4.235775609999958e-08	4.85545569721e-05	0.00255111	-0.00012108999999999949	6.5081622321000016e-06	1.4662788099999872e-08	-0.00318338	0.00026593000000000016	7.071876490000008e-08	1.01339082244e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28065.09375	-25.556640625	787649487.1962892	653.1418800354004	22370.95703125	-26.8984375	500459718.4940338	723.5259399414062	21670.375	18.134765625	328.86972427368164	469605152.640625	0.7677649999999999	23.589151	0.12101960000000002	-0.053504500499999996	-0.0081835764	-0.0588634533	-0.021066272	0.0423889155	-0.049215115499999997	0.0861025918	0.007925897099999999	0.007448680799999999	-0.0658569199	0.06862446679999999	-0.038038714	-0.0420873116	0.043517648	-0.0360381178	-0.0272313423	-0.0271474862	0.0352205903	-0.056632729000000014	0.0763450612	0.0438419336	-0.0043427462	-0.0670276113	0.059935010999999996	0.0439156846	-0.0025472791	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0972535	-0.002111699999999994	4.459276889999975e-06	0.00945824326225	0.0680941	0.046066900000000015	0.0021221592756100007	0.004636806454810001	0.102395	0.013477000000000029	0.00018162952900000083	0.010484736025	0.00630415	-0.0006639599999999999	4.408428815999999e-07	3.97423072225e-05	0.00297063	0.0004195200000000001	8.824642596900001e-06	1.7599703040000005e-07	-0.00307958	0.0001037999999999998	1.077443999999996e-08	9.4838129764e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27973.16796875	-91.92578125	782498126.207901	8450.349258422852	22396.0078125	25.05078125	501581165.937561	627.5416412353517	21683.005859375	12.630859375	159.53860855102542	470152743.09769064	0.566996	17.420631	0.1084163	-0.0063270777	0.0054887687	-0.0061957628	-0.0320818385	0.045457863200000004	-0.012900749	0.067098063	-0.0343564751	0.0118669322	-0.1039835065	0.0732143455	0.021336797999999997	-0.0105749513	-0.0034517659999999998	0.0187476859	0.0013248959	-0.0364937024	0.043894379299999994	-0.0204086852	0.0788623383	-0.0006838114	-0.0059879723999999995	-0.1084026925	0.07849664440000001	-0.0290230629	-0.0348879826	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0973827	-0.00012920000000000986	1.6692640000002548e-08	0.00948339025929	0.0231333	-0.04496080000000001	0.0020214735366400013	0.0005351495688900001	0.0586467	-0.0437483	0.0019139137528900003	0.00343943542089	0.00648817	0.00018402	3.3863360400000006e-08	4.20963499489e-05	0.0028965	-7.413000000000038e-05	8.389712249999999e-06	5.495256900000056e-09	-0.00321299	-0.00013341000000000004	1.779822810000001e-08	1.0323304740100004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28091.72265625	118.5546875	789144881.7956697	14055.213928222656	22399.099609375	3.091796875	501719663.31070334	9.559207916259766	21739.65625	56.650390625	3209.266757965088	472612653.86816406	0.58619	18.010345	0.10315530000000002	-0.0163458957	0.0013490128	-0.0123777243	-0.030553244500000007	0.0512343107	-0.0042584934000000005	0.0664991078	-0.0415515869	0.016262664	-0.08458501380000001	0.08013641070000001	0.0467696231	-0.011509209199999999	0.0130169003	-0.005556408499999999	-0.0118457308	-0.035279540299999995	0.0502461187	-0.0083829964	0.0810346399	-0.0019917434	-0.0160573845	-0.0896997065	0.0897151999	-0.054567736500000005	-0.0594807007	0.120326335	0.1161887065	0.1093977275	-0.101031	-0.0036482999999999928	1.331009288999995e-05	0.010207262961	-0.0125774	-0.0357107	0.0012752540944899998	0.00015819099076000006	0.0329534	-0.025693299999999995	0.0006601456648899997	0.00108592657156	0.00721926	0.0007310900000000003	5.344925881000003e-07	5.21177149476e-05	0.00288338	-1.3119999999999713e-05	8.3138802244e-06	1.7213439999999244e-10	-0.00319514	1.7850000000000244e-05	3.1862250000000874e-10	1.02089196196e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28178.873046875	87.150390625	794048886.1918982	7595.190586090088	22431.53515625	32.435546875	503173769.4660797	1052.0647010803225	21787.294921875	47.638671875	2269.443058013916	474686220.01276016	0.6581	20.219742	0.1532402	-0.0598359396	-0.0078973774	-0.0606537995	-0.024878305899999998	0.0572550488	-0.0180676304	0.1007775288	-0.0243758341	0.0477749454	-0.030097481000000002	0.055294396399999994	0.1026371556	-0.0306653467	0.0433501415	-0.0814425746	-0.0036097347999999997	-0.029521498700000006	0.0568774129	-0.019097469	0.10130601560000001	0.0224590327	-0.05645409110000001	-0.0360134939	0.0556653466	-0.10073462890000001	0.014902170400000001	0.1198669825	0.1143757435	0.10540925529999999	-0.0969839	0.004047099999999998	1.6379018409999982e-05	0.00940587685921	0.0722156	0.08479300000000001	0.007189852849000001	0.005215092883360001	0.0341685	0.0012150999999999967	1.4764680099999917e-06	0.0011674863922499998	0.00659294	-0.0006263199999999997	3.922767423999996e-07	4.34668578436e-05	0.00308056	0.00019717999999999992	9.4898499136e-06	3.887995239999997e-08	-0.00363534	-0.0004402	1.9377604e-07	1.32156969156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28140.880859375	-37.9921875	791909175.5415382	1443.4063110351562	22402.4921875	-29.04296875	501871656.21099854	843.4940338134766	21789.501953125	2.20703125	4.8709869384765625	474782395.3652382	0.6038859999999999	18.554045	0.05591219999999999	-0.019815903200000002	-0.0030361464	-0.012033709699999999	-0.034256212200000004	0.0352263361	-0.0142543754	0.0791911133	-0.037506404	0.016944161699999998	-0.1070194658	0.11933987689999999	0.06226646070000001	-0.0048916105999999996	0.0204280963	-0.0234740165	0.0045421678	-0.0403787217	0.0364797346	-0.0257093379	0.08664065130000001	0.014507999799999999	-0.0146640185	-0.1020456642	0.11906838939999999	-0.0536322645	-0.0044497963	0.11934271980000001	0.112315068	0.1009072399	-0.104656	-0.007672100000000001	5.8861118410000024e-05	0.010952878336	0.0578741	-0.014341500000000009	0.0002056786222500002	0.00334941145081	0.0541636	0.0199951	0.0003998040240100001	0.00293369556496	0.00667346	8.051999999999972e-05	6.4834703999999564e-09	4.45350683716e-05	0.00298924	-9.131999999999976e-05	8.935555777600001e-06	8.339342399999958e-09	-0.00374157	-0.00010623000000000013	1.1284812900000025e-08	1.39993460649e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28310.51171875	169.630859375	801485073.7774812	28774.628452301025	22404.16015625	1.66796875	501946392.3069	2.7821197509765625	21894.599609375	105.09765625	11045.517349243164	479373492.05484384	0.704002	21.630053	0.31715840999999995	-0.038496766	-0.012696602900000001	-0.0501373942	-0.034657414	0.022413420400000002	-0.0162438663	0.074851616	-0.017479711999999998	0.049700548600000005	-0.0238662578	0.0705541672	0.0651211186	-0.0062134513	0.036986617799999996	-0.0649754153	-0.0388358703	-0.039744333199999995	0.0201582451	-0.0178355746	0.0680870384	0.0146128892	-0.0572517712	-0.028963916	0.0751487436	-0.039852542000000005	0.0095040122	0.11875383099999999	0.1100111431	0.0959136145	-0.059837199999999986	0.044818800000000006	0.0020087248334400005	0.003580490503839999	0.00283349	-0.05504061	0.0030294687491721	8.028665580100003e-06	0.0752776	0.021113999999999997	0.000445800996	0.005666717061760001	0.00456071	-0.00211275	4.4637125625e-06	2.08000757041e-05	0.00370641	0.0007171699999999996	1.37374750881e-05	5.143328088999993e-07	-0.00264779	0.00109378	1.1963546884e-06	7.0107918841e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
