csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
38030.703125	n/a	n/a	1446334380.1818848	23681.439453125	n/a	n/a	560810574.5720253	23813.46875	n/a	567081293.9072267	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.00771681	n/a	5.95491565761e-05	n/a	-0.0047546	n/a	2.260622116e-05	n/a	7.0722899999999985e-06	n/a	5.001728584409999e-11	n/a	0.000221851	n/a	4.921786620099999e-08	n/a	0.00011888600000000005	n/a	n/a	1.4133880996000012e-08	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37952.671875	-78.03125	6088.8759765625	1440405302.451416	23640.84765625	-40.591796875	1647.6939735412598	558889677.9060211	23821.26171875	7.79296875	567452509.8731843	60.73036193847656	1.30004	22.058798	0.03083236817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-3.39249e-07	-0.007717149249	1.1508988400099999e-13	5.955439253134126e-05	-2.33071e-07	0.0047543669290000005	5.432209104099999e-14	2.2604004895568897e-05	-1.64702e-07	-7.236991999999998e-06	2.7126748804e-14	5.237405320806399e-11	5.77902e-05	-0.00016406080000000003	3.33970721604e-09	2.6915946096640004e-08	-8.412549999999999e-05	-0.00020301150000000005	4.121366913225002e-08	7.077099750249999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37794.66015625	-158.01171875	24967.7032623291	1428436336.3264313	23611.669921875	-29.177734375	851.3401832580566	557510956.4995767	23819.09375	-2.16796875	567349227.0712892	4.7000885009765625	1.218376	20.673128	0.045108638626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.00704e-07	1.139953e-06	6.41126895616e-13	1.2994928422090005e-12	0.00936577	0.009366003071	8.771764769290002e-05	8.772201352598144e-05	6.7959e-06	6.960602e-06	4.618425681e-11	4.8449980202404006e-11	-0.00045874	-0.0005165301999999999	2.104423876e-07	2.6680344751204004e-07	0.000114035	0.0001981605	3.926758376025e-08	1.3003981225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37737.08203125	-57.578125	3315.240478515625	1424087360.2332914	23603.7109375	-7.958984375	63.34543228149414	557135170.0210571	23837.244140625	18.150390625	568214208.2197609	329.4366798400879	1.209098	20.515699	0.07341844605399997	-0.1280177859	-0.029890352599999996	0.15718367130000002	-0.0206514631	-0.19248939920000002	-0.19644504289999998	0.0713132857	-0.1638303498	0.0350172574	-0.0042357948	0.1581619976	-0.227488583	0.1286507497	-0.010802733	0.0586222562	-0.1431430291	0.0526172739	0.0632459711	-0.010239257199999999	0.0342518754	-0.1488676203	0.0587931582	-0.0026133566	0.0520640849	-0.0034201629	0.14440652910000001	-0.1028755075	0.0113234954	-0.0045271414	0.0337500094	-0.0201541351	0.034526262599999996	-0.0471383934	0.1716533273	0.0679483918	-0.0099041598	-0.0476740689	0.0366968991	-0.0724646618	0.009189472800000001	0.029877857200000007	0.1687800898	-0.0646210005	0.0234938773	0.035810563999999996	-0.0177610646	-0.0457869776	-0.055533313	0.0788851158	0.0282249292	0.0459947433	-0.17168052649999999	-0.029815743	0.0744946923	0.2005794982	-0.1197223508	-0.0399865904	0.0365322555	-0.1543739462	0.1204301392	-0.1147261317	0.205955511	-0.2222788245	-0.0104573672	0.0658791693	-0.0729518999	0.1332556224	-0.1324171434	0.08827788939999999	-0.17964603350000002	0.1992653834	-0.17799237920000002	0.1012678482	0.0271638612	-0.1094800025	0.11235370830000001	-0.2234091037	0.0714780203	-0.0296606204	0.1246871897	-0.1534979155	0.057208477800000004	0.0671209546	-0.0265582817	0.07698736980000001	-0.0269394463	0.033262549	-0.022871470699999997	0.0439635175	-0.12470031869999999	0.037906681	-0.0597358075	0.0381110043	-0.0705371588	0.099660711	-0.06441573980000001	-0.1161320602	0.0772527984	-0.041884087599999995	0.0350078967	-0.0675103851	-0.0658669221	0.0761925826	0.0295949438	-0.035953502400000004	-0.0068581439000000004	-0.045124908899999996	0.1561712855	-0.111773409	0.08060619179999999	0.0190875873	0.0407643694	-0.0941416443	-0.0481737854	-0.0037706333000000003	-0.0056736106	0.10809926560000001	0.0836790358	0.09765611199999999	-0.267291292	0.11214895779999999	0.1121325392	0.1121051767	0.0	0.0	0.0	-0.0179962	-0.017997000704	0.00032386321444	0.00032389203433977646	7.2705499999999985e-06	-0.00935849945	5.2860897302499995e-11	8.758151195565029e-05	-0.0225795	-0.0225862959	0.00050983382025	0.0005101407624823566	-0.000635096	-0.00017635600000000002	4.0334692921599997e-07	3.1101438736000006e-08	0.000407212	0.00029317699999999993	8.595275332899996e-08	1.6582161294399994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37745.3046875	8.22265625	67.61207580566406	1424708025.9522095	23674.501953125	70.791015625	5011.367893218994	560482042.7285193	23851.173828125	13.9296875	568878492.979435	194.03619384765625	1.298411	22.031157	0.055606579450000006	-0.0032289943	0.1281543146	0.244687713	0.0592812993	0.0033476453000000003	-0.1506699923	-0.050047838	-0.2677253651	-0.0994610068	-0.0037405183	0.0683131671	-0.0692361207	0.0323105921	0.0387637043	-0.0194536582	-0.08972812710000001	-0.0345272495	-0.010302476999999999	-0.026015782400000003	-0.1315961484	-0.0118249996	0.0086407268	-0.1369043142	0.028879475800000002	-0.0694900457	0.1118438076	-0.1564515493	0.0549514245	-0.0723065254	-0.0436588724	-0.0029924546999999997	0.1239643299	-0.0007333227	0.0039094644	-0.007703714499999998	-0.0378100459	-0.014386188000000001	-0.0253262097	0.1028861996	0.059473887300000014	0.04884590230000002	-0.11990781439999999	-0.0639412094	-0.0483012062	0.0230441819	-0.0485016419	-0.0238528679	0.060812734199999996	0.028964069500000002	0.1335825617	-0.0766238621	-0.017425943500000003	0.007160484599999998	0.0488060277	-0.0137088843	0.0807317467	-0.11463156109999999	0.1617156431	-0.1791947768	0.17422798239999998	-0.076029015	0.0963173882	-0.0239235442	0.1059887657	-0.0627720186	-0.18333717670000002	0.1277042634	0.0065646259	0.0806287101	0.0172242325	0.1175856633	-0.1887526609	0.2477686748	0.0203062663	-0.0344594148	0.0368214693	-0.0622962982	0.0748405112	0.0184895668	-0.0547561867	0.0119466807	0.0727391463	-0.1631506342	-0.0323638714	0.0611454918	0.0706622616	-0.0417266837	0.0009436635	-0.045255322800000004	-0.0348216532	0.0477086662	0.157704039	0.032785646	-0.042818276399999994	-0.011785023200000001	-0.0077554812	-0.0672622967	0.0418210411	-0.0023723944	-0.0341281789	-0.0862711664	0.0177012006	0.0639928139	0.0703665793	0.049609176799999995	-0.13196684960000002	0.0361959269	-0.0084666887	0.0916104785	0.0577988172	0.0178139558	0.0574766182	-0.0020440999	0.0077484699	-0.0472783098	-0.0010445049	-0.0288818362	-0.0209265956	0.12141300470000001	0.0820480698	0.1121051767	0.1119574576	0.1117114032	0.0	0.0	0.0	-0.018005599999999997	-9.399999999996215e-06	0.00032420163135999985	8.835999999992887e-11	0.0184143	0.01840702945	0.00033908644449000004	0.0003388187331731673	-0.0275274	-0.0049479000000000025	0.00075775775076	2.4481714410000008e-05	-0.000397463	0.00023763299999999998	1.5797683636900006e-07	5.6469442689e-08	-0.0	-0.000407212	1.6582161294399994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37752.96484375	7.66015625	58.67799377441406	1425286354.4934235	23702.34765625	27.845703125	775.3831825256348	561801284.4177399	23899.365234375	48.19140625	571179658.6060524	2322.411636352539	1.206813	20.476942	0.07906312499999997	-0.1204950498	0.0761326046	0.0266224113	0.1092831731	-0.0410177683	-0.055732545099999996	-0.0820029594	-0.2055677999	0.09596432769999999	-0.056134381500000004	0.0162001505	-0.0286459442	0.0235089219	0.102690874	0.0457307389	-0.0021132927	-0.0895919493	-0.0435549775	-0.1181853242	-0.021392224300000002	0.046997468099999995	-0.0641116048	0.0155446544	-0.10764350810000001	-0.037133221200000004	0.10546200689999999	0.0501594125	-0.0155599762	0.14429348990000002	0.0538298008	-0.0475125872	0.2106248961	0.060033149699999996	-0.0263346004	-0.0268448142	-0.1519027827	0.0886722763	0.13656358119999998	0.18821988539999998	0.0424926156	0.0831665816	-0.0872371792	-0.0555948242	0.0264818535	-0.056055918200000006	0.0901909707	-0.04400121059999999	-0.144484886	-0.0225076486	-0.0399494013	0.0887677202	0.1238808451	-0.043230446299999996	-0.0660706682	-0.170553674	-0.0224091905	-0.17465597030000002	-0.0155036306	-0.12288011089999999	-0.0339369972	-0.0908433517	0.127062771	-0.050880653	0.1687230117	0.0416069367	-0.1657912513	-0.0379317589	0.0161892379	0.0282550933	-0.022217880699999998	0.0229715863	-0.12083506390000001	0.1636370952	-0.049040985999999995	-0.0075396974	-0.09283494560000001	-0.0678752197	-0.1110178295	0.1521873036	-0.021711765299999998	0.0082985403	0.0737592062	-0.0600848937	0.0677732527	0.1269426942	-0.019019130500000002	-0.0849201659	-0.0886563304	0.045747804100000004	0.079611643	0.04605593	0.0340810152	-0.12813751869999998	-0.1454004116	0.1854657995	-0.0746424786	0.048952244699999994	0.016970408200000002	0.14472469429999998	0.048742507000000004	-0.025540225299999997	0.0072110870999999984	0.021196717799999997	-0.1503696351	-0.0779865709	-0.0259455161	-0.0346406778	-0.1124866407	0.093223258	-0.0022076386	0.0669605825	-0.0813102231	-0.062984075	-0.0759771393	0.0639771817	0.0150546946	-0.1577064219	0.09013336429999999	-0.0843956047	-0.031478576	0.1120176316	0.1116075676	0.11092523929999999	0.0	0.0	0.0	-0.013313299999999998	0.004692299999999997	0.00017724395688999996	2.2017679289999978e-05	-0.0119288	-0.030343099999999998	0.00014229626944	0.00092070371761	-0.0416473	-0.014119899999999998	0.0017344975972899998	0.00019937157600999992	-3.34875e-05	0.0003639755	1.12141265625e-09	1.3247816460025e-07	-1.5868699999999996e-24	-1.5868699999999996e-24	2.518156396899999e-48	2.518156396899999e-48	-0.000234181	-0.000234181	5.484074076099999e-08	5.484074076099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37853.88671875	100.921875	10185.224853515623	1432916739.7159574	23733.9296875	31.58203125	997.4246978759766	563299418.4111937	23985.986328125	86.62109375	575327540.1329994	7503.213882446289	1.204049	20.430038	0.098258375	-0.0153655644	0.00015964889999999998	-0.0427516789	0.1129463859	-0.0861722867	0.0973891013	-0.10766931019999999	-0.11894541119999999	0.1070058142	0.0156750896	0.1296247919	-0.0254464499	0.0150384729	0.1426157534	0.025633113500000002	-0.0170289567	-0.0954317643	-0.0047626902	-0.0035505894	-0.0800352847	-0.07136580719999999	-0.09802828720000001	0.017042828500000003	-0.0188385369	-0.0577280683	0.0653737076	0.024802711	-0.1143271324	-0.0073557316	0.0085122015	0.057390599800000004	0.0405541972	-0.1275774372	0.0678583562	-0.0609109371	0.0990924052	0.0743616074	0.0054033943	-0.0169810785	0.08414375630000001	-0.09648377080000001	-0.1313257033	0.051319944400000005	-0.060235217	0.035571415	0.12111360189999999	-0.017587246799999998	0.1161102051	-0.09471851029999999	0.0938446558	0.049219428499999995	-0.0900443914	0.0472840134	0.0057443976	-0.0347618985	0.0418138414	-0.1059406965	-0.1152116679	-0.0666958677	-0.006725360600000001	-0.1166816027	0.059621201900000004	-0.0751256783	-0.0033650645000000002	0.0553043167	-0.1253218301	-0.0852257456	-0.022856535299999998	-0.027835418900000002	-0.0922416219	-0.11426587949999999	-0.0576887961	0.09003907039999999	-0.0692699906	-0.09786122789999999	-0.0333059821	-0.1737215859	0.011765115100000001	0.20550200059999998	-0.11239494539999999	0.0064155895999999995	0.0619705799	0.012446407900000001	-0.0512122297	0.10201503390000001	-0.0331436542	-0.020693179	0.0434502921	0.0322804135	0.0325053642	0.0614724268	-0.0588780999	0.1400443652	0.0249374643	-0.1281944873	0.0680361639	-0.0135471562	0.0720304789	0.0482427749	-0.0074338765000000005	-0.0530351185	0.0369459811	0.0909243949	-0.0018147802999999999	-0.0123874496	0.0744827453	0.0584032117	-0.0047050733	0.0117288764	-0.0494618596	-0.0592507063	0.0915907379	-0.1088112125	-0.0736956254	-0.0275401209	-0.0436321037	-0.08468196970000001	-0.0882654562	-0.1115663964	0.0395006642	0.1118863567	0.11108341570000001	0.1097494464	0.0	0.0	0.0	-0.0122364	0.001076899999999999	0.00014972948496	1.1597136099999972e-06	-0.055053	-0.043124199999999994	0.003030832809	0.00185969662564	-0.0708873	-0.02924	0.0050250093012899994	0.0008549776000000001	0.000242655	0.0002761425	5.8881449025e-08	7.625468030625001e-08	0.000189113	0.000189113	3.5763726769000004e-08	3.5763726769000004e-08	-0.000203091	3.108999999999997e-05	4.1245954281e-08	9.665880999999982e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38100.23828125	246.3515625	60689.092346191406	1451628157.088028	23741.474609375	7.544921875	56.92584609985352	563657616.6275978	24010.94140625	24.955078125	576525307.2143707	622.7559242248535	1.25617	21.314415	0.0444314	0.16845090149999994	-0.037112699	-0.0494120126	0.1714160156	-0.16783211550000002	0.11916396550000001	-0.1559521883	-0.1693842454	-0.0590360406	-0.0298870254	0.09371536609999999	-0.012907851699999999	-0.0290398513	0.05646307530000001	0.060161635899999996	0.051525575700000006	-0.0443844701	0.007789038299999999	-0.16872245	0.0236426354	0.0073394945	-0.1106446909	0.0084386011	-0.008581844	0.021700819700000002	-0.0771804494	0.0720921693	-0.1433947015	0.0272290236	0.1137560886	-0.0155576072	-0.0234185135	-0.0084315803	-0.020793893	-0.0842339741	-0.0023238275	-0.021048636000000003	-0.015446245400000001	0.0307105406	0.0588396352	0.0226316293	0.067921497	0.1367789931	0.0857249487	0.1494915137	-0.0320627461	-0.0188856235	-0.0313134983	0.0502264688	0.0930449431	-0.1452089148	-0.0729607159	0.026536038199999997	0.0499822142	-0.07937030070000001	0.2061699026	-0.072776117	-0.09902716310000001	-0.0406942583	-0.0805596416	-0.02633308	0.1360429126	-0.0001776909	0.0459995074	0.2956277173	-0.09303509189999999	-0.1284531432	-0.050453732599999995	-0.061084543	-0.1696874289	-0.1372974277	-0.0686251416	0.1888466647	-0.0379174912	-0.0331717734	0.0385576284	-0.017788961000000002	-0.0833007735	0.09011490609999999	0.0038981822999999997	-0.052371109000000006	-0.0451729784	0.021853700099999998	0.045546858899999994	0.0760890065	0.0925225883	-0.1143219268	-0.037260203	-0.1151849591	0.0219198642	0.0492384769	-0.1163271815	0.0013903034	-0.049538537699999996	-0.035099225	0.08577400519999999	0.0337091988	0.0509041828	0.009633824000000001	0.076025231	0.10330829470000001	-0.08571127619999999	-0.1226839252	0.070524849	-0.011543168500000001	0.0375085013	-0.0366232098	0.0508668174	0.12393409039999999	-0.0834265296	-0.0450898389	0.1210896933	0.0486954865	-0.0410404314	0.1087258037	0.06870639349999999	0.046177772	0.09985615630000001	-0.0490079113	0.1375493893	0.1117114032	0.11038582029999999	0.1081881546	0.0	0.0	0.0	-0.0102547	0.0019816999999999994	0.00010515887209	3.9271348899999985e-06	-0.0378005	0.017252499999999997	0.0014288778002499998	0.0002976487562499999	-0.0559934	0.014893900000000003	0.00313526084356	0.00022182825721000005	0.000320296	7.764099999999997e-05	1.0258952761599998e-07	6.028124880999998e-09	0.000140191	-4.892199999999999e-05	2.393362083999999e-09	1.9653516481000004e-08	-0.000123588	7.9503e-05	1.5273993743999998e-08	6.320727009e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37868.88671875	-231.3515625	53523.545471191406	1434052581.31752	23692.439453125	-49.03515625	2404.446548461914	561331687.239994	23982.857421875	-28.083984375	575177450.1179848	788.7101783752441	1.229339	20.859152	0.07964120000000001	-0.0005955064	0.065923003	-0.18582018760000002	0.0541333185	-0.08669250740000001	0.0127473117	-0.06991843589999999	-0.0715411974	0.1099319924	-0.09067011609999999	0.1108280218	0.0343096319	0.0340214154	-0.1285713564	0.0394130041	0.0809160513	0.06877129309999999	0.1858736323	0.070247226	-0.0499722634	-0.0593905718	-0.0881691025	0.0456026612	0.0779321066	-0.0262218229	-0.0430011771	-0.0959251606	0.0189362252	-0.0431352452	0.0408730653	0.0632771063	0.0445180726	0.22970466420000002	0.0207115201	0.0184789505	0.1574563312	-0.0446594701	0.020692264199999998	-0.0940433298	0.029720528599999997	-0.0440609746	-0.015458414299999999	0.13954527279999998	0.2140570557	0.0194914014	0.08284392110000001	0.0889937665	-0.0456527123	-0.018219003600000002	0.020191195500000002	0.0438356414	-0.0141014174	0.051981869800000004	-0.19727862920000008	-0.041389503	-0.0167409466	-0.1229728767	-0.1338378694	0.1074473534	0.0009661007	-0.0425965258	0.007548206	-0.038960493	0.1539318092	0.1512420125	-0.032433227200000005	0.0506344217	-0.017896111699999998	-0.0149722746	-0.0858591825	0.00016369020000000001	-0.0164683974	0.09441940509999999	-0.1073575148	-0.0018890887	-0.0131649124	0.0008506346000000001	-0.012846929299999999	-0.0178986982	0.1358063243	0.020687214199999998	-0.1326676365	0.0625647585	-0.1371796639	0.0327900154	0.0196503476	0.0914089532	0.0550268092	-0.0756313221	0.0450080936	0.10191108859999999	0.0997919805	-0.0018968231	0.11179514189999999	-0.0706524983	0.0389753967	-0.012799494	0.1472946793	0.0470894246	0.0006572616	0.1099601284	-0.0611425543	0.1567057515	0.0598183696	-0.0020920269	0.13129174300000002	0.0458445903	0.0657998485	0.042894496799999994	-0.0279762416	0.0989195267	-0.1631427503	0.0368001769	-0.1244728728	-0.0534418892	-0.09346361019999999	0.0704994367	0.010339624399999999	-0.10821061470000001	-0.0381146301	0.1114928394	0.10951587039999999	0.106246848	0.0	0.0	0.0	-0.0115108	-0.0012560999999999994	0.00013249851664	1.5777872099999987e-06	-0.016440200000000002	0.0213603	0.0002702801760400001	0.00045626241609	-0.0907832	-0.0347898	0.008241589402239999	0.0012103301840399995	0.000611145	0.00029084900000000003	3.73498211025e-07	8.459314080100003e-08	-0.0	-0.000140191	1.9653516481000004e-08	0.0	-0.000137248	-1.366e-05	1.8837013504e-08	1.8659560000000003e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37940.11328125	71.2265625	5073.223205566406	1439452195.7940824	23702.25	9.810546875	96.24682998657228	561796655.0625	24026.345703125	43.48828125	577265287.8460733	1891.2306060791016	1.353581	22.96726	0.09454752	0.0665870565	-0.0386176297	-0.1480917836	0.013695346	-0.106899891	0.072257712	-0.0496838511	-0.0173538011	0.0112604822	-0.0667394888	0.0928788295	-0.0512465164	0.17796965210000001	-0.081301354	0.10560829570000001	0.0678359989	-0.0716079567	-0.0317163917	0.0357258146	0.0973729991	0.034024911899999996	-0.058599745	0.0678517989	0.0735034614	-0.0589939265	-0.0166739427	0.08945481849999999	-0.033252933900000003	-0.1267513425	-0.0936359981	-0.0078347574	-0.019848994	0.0608935079	-0.05851720320000001	0.0331911206	-0.006903069699999999	0.0173112117	0.0474645934	-0.2064013291	-0.0517389865	-0.0147078352	0.0217438615	0.0269305533	-0.011735375900000001	-0.0309262482	0.031610871	-0.1745395644	-0.0299260252	-0.0889024668	-0.249224248	0.0082504008	0.023545838399999998	-0.003585148	-0.050783675099999995	-0.0953339085	0.044625895199999994	-0.0056070765000000005	-0.12332538929999999	0.0827514288	0.0128636538	-0.094740134	0.162299602	0.047188243600000006	-0.040240959300000004	0.1195247062	0.056500990999999987	0.1913246432	-0.0016396245999999999	0.0328750554	-0.106171301	-0.0576252579	0.012675883899999999	0.0593554575	-0.0086593335	0.0298032827	-0.039053514500000004	-0.1500404832	-0.0485991764	0.0075871065	0.1628392821	0.056075767400000004	-0.0683594384	0.0374866327	0.041751847	-0.0248254633	-0.0666299719	0.028364158900000002	0.0436699306	0.056615570999999996	-0.052778345	0.13879465970000002	0.0100275138	0.1003662456	-0.0018783112	-0.08608951720000001	-0.0210196012	0.126430428	-0.0811038324	-0.1296037947	-0.0612660189	0.0220422989	0.052054548799999996	-0.0822011699	-0.1763522882	0.0285192063	0.11546019589999999	0.0090521311	-0.0752017269	-0.0304041901	-0.010200045999999999	0.015762117	-0.1089999314	0.1549438663	-0.0755110086	0.0433065551	-0.0366743254	0.0190719349	-0.1747153646	0.0253482505	-0.13653024630000002	0.11123075060000001	0.10847492460000001	0.10393234550000001	0.0	0.0	0.0	-0.00648111	0.00502969	4.20047868321e-05	2.52977814961e-05	-0.037823	-0.0213828	0.0014305793290000002	0.00045722413583999995	-0.0512173	0.0395659	0.0026232118192900003	0.0015654604428099995	0.000137662	-0.000473483	1.8950826244000003e-08	2.2418615128900003e-07	7.25066e-05	7.25066e-05	5.2572070435599996e-09	5.2572070435599996e-09	-0.000111855	2.5392999999999992e-05	1.2511541025e-08	6.448044489999996e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
