csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
32717.865234375	n/a	n/a	1070458705.4947244	21181.74609375	n/a	448666367.5800934	n/a	21017.00390625	n/a	441714453.19532776	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00209236	n/a	n/a	4.3779703696000015e-06	0.0123245	n/a	0.00015189330025	n/a	-0.00939879	n/a	8.833725346410001e-05	n/a	-0.000408379	n/a	1.6677340764100002e-07	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32566.90234375	-150.962890625	22789.794345855717	1060603128.2673492	21173.107421875	-8.638671875	448300477.8982582	74.62665176391602	21066.818359375	49.814453125	443810835.7868996	2481.4797401428227	1.2667959999999998	24.80673	0.08107033999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00230897	-0.0002166099999999999	4.691989209999995e-08	5.3313424609e-06	-0.0126235	-0.024948	0.00015935275224999998	0.0006224027039999999	0.008341589999999998	0.01774038	6.958212372809996e-05	0.0003147210825444	0.000354928	0.000763307	1.2597388518399998e-07	5.826375762489999e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32811.484375	244.58203125	59820.37001037598	1076593506.8908694	21166.623046875	-6.484375	448025931.2084999	42.047119140625	21182.556640625	115.73828125	448700705.83328635	13395.349746704102	1.660912	32.524418	0.17095422	-0.1356444608	0.19685091850000005	0.0048542463	0.0417478118	-0.1004280237	-0.0769428749	0.053285211900000004	-0.0306124756	0.17890590739999998	-0.0255237327	0.0904077324	0.061604134299999995	-0.051995539199999996	0.1098145724	-0.22069829149999998	0.1024679551	-0.0633146528	0.0678534988	-0.214952437	0.1510612012	0.0162573174	-0.025079905099999997	0.0824394517	-0.2558808473	0.1627792681	-0.0748118617	0.1463380115	-0.0464950399	0.1164914699	-0.11450546240000001	0.0372579274	-0.0074930205	0.0158100044	-0.0287031205	0.0125582053	0.021902747	-0.0972298554	0.0835339095	-0.082875352	-0.03662132	0.0825470571	-0.0859871059	-0.06339608690000001	0.0202605448	0.0577979536	0.1035127136	-0.1932338376	0.1346742024	0.0006949644	-0.0979424082	-0.154931949	0.17249519230000002	-0.0068823771	0.045176765099999995	-0.0824506436	0.1207430282	-0.0901643278	0.0616724249	-0.1003586008	0.0319050553	-0.1219231598	0.1081277324	0.0204683941	-0.0045741602	0.2558652036	-0.1127821683	0.1173965322	-0.1096399958	0.024234770299999996	-0.0187542116	0.0557908293	-0.0213798973	0.10543640189999999	-0.0341333234	0.1087814606	-0.006898886999999999	0.028335769500000007	-0.0273353367	0.1354064305	-0.1052548109	0.0627984892	-0.0089359244	0.0019152226	-0.0011074427	0.2226786912	0.0955834259	-0.013296456699999999	0.0047489335	0.0839469517	-0.057685761900000014	0.09643192689999999	-0.16795691489999998	0.036487228999999996	0.0827362884	0.1801021215	-0.0946976481	-0.1166238479	0.23640604850000002	-0.09401836429999999	-0.0146271566	-0.09230175189999999	-0.0263178915	0.0820887389	0.0728763343	-0.15932511789999998	0.111798011	0.11178184769999999	0.1117549107	0.1117172025	0.0	0.0	-0.00970688	-0.007397909999999999	5.472907236809998e-05	9.422351933439997e-05	-0.0686372	-0.05601369999999999	0.004711065223839999	0.0031375345876900004	0.0944729	0.08613131	0.00892512883441	0.0074186025623161015	0.00048683	0.00013190199999999998	2.370034489e-07	1.7398137603999996e-08	-0.0	0.0	0.0	0.0	-0.000296324	-0.000296324	8.7807912976e-08	8.7807912976e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32522.271484375	-289.212890625	83644.09610366821	1057698142.5033913	21158.486328125	-8.13671875	447681543.69745255	66.20619201660156	21226.857421875	44.30078125	450579476.0086098	1962.5592193603518	1.24307	24.342131	0.27843149452999993	-0.0492463587	0.12196207630000001	-0.0198281415	0.0023453126	-0.0372292746	0.0107320363	-0.1396807401	-0.0351748693	0.17267018609999998	0.0921633437	0.0430335616	0.006050865999999999	-0.0538570857	-0.0295546741	-0.1472188643	-0.021987378300000002	0.0515816749	-0.08773728189999999	0.1394477327	0.1266526141	-0.1296774912	0.1414851953	-0.1477912751	0.07792295	-0.1672989654	0.0481850743	0.1149046161	-0.1656702531	-0.0019261997	0.0064161288	0.032919960299999995	-0.021242599900000003	0.0090429631	0.004531171	-0.010605946599999999	-0.032218434	0.0304401585	-0.037183279799999996	0.0552239458	-0.0139631422	0.1039342508	0.0183844396	0.1101049806	-0.0698210039	-0.089446157	-0.003934514	0.10096716830000001	-0.0016854092000000002	0.1653609301	-0.0199953827	-0.1425020617	-0.0101577966	-0.059898746399999994	0.0354714579	-0.1245688027	-0.0853390634	-0.0445435321	-0.0100917097	-0.0004616398	0.0441952263	-0.1949937136	0.047294185700000005	0.1227119688	-0.0885471311	0.08521387009999999	-0.007813599499999999	-0.0911412909	0.0917835437	0.08872884699999999	0.1070632549	0.0960718166	-0.0056720493999999995	0.08553064619999999	0.1501530727	0.0823267479	-0.0986119737	-0.000371203	0.083311132	0.018907585	0.1658098723	-0.047792738	0.0036227063	-0.1255571757	-0.0386671684	-0.1261052057	-0.0421042197	0.1308866993	0.0355407494	0.0758493381	0.0099788418	-0.0482104521	0.0343318493	-0.0610725626	0.0634549828	-0.014505623999999996	0.0196922585	0.025922673900000002	-0.0033646766	0.056440300199999995	0.0085911611	0.054175111	-0.039848020299999995	-0.018365201299999998	0.18686178969999998	0.0118881815	0.1117549107	0.11160948820000001	0.1113672575	0.11102842880000001	0.0	0.0	-1.1604700000000002e-06	0.00970571953	9.42009915950234e-05	1.3466906209000005e-12	0.0636227	0.1322599	0.00404784795529	0.017492681148009996	0.0223762	-0.0720967	0.0005006943264399999	0.0051979341508900006	6.14155e-05	-0.0004254145	3.77186364025e-09	1.8097749681025e-07	0.000345976	0.000345976	1.1969939257600002e-07	1.1969939257600002e-07	0.00021966900000000005	0.0005159930000000001	2.6624877604899995e-07	4.825446956100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32611.548828125	89.27734375	7970.444107055664	1063513116.9691813	21198.193359375	39.70703125	449363401.7014504	1576.6483306884766	21255.095703125	28.23828125	451779093.3490029	797.4005279541016	1.1340059999999998	22.206411	0.12343336542999996	0.0159460602	0.1157252641	-0.0322284198	0.10801957449999999	-0.011565943600000001	0.14340040210000002	-0.06316312360000001	0.037805325699999996	0.043576721500000005	0.1671626229	-0.028436552200000006	0.09704129869999999	-0.10067632369999999	0.1103498978	-0.0480062203	-0.0554422229	0.0943756791	0.0036792017	-0.0515189476	0.0376644479	0.021776039599999998	0.0234471435	-0.0575480606	-0.1564333625	-0.20875398309999998	-0.08689944880000001	-0.1080529925	-0.0813887674	-0.1124675339	0.0593492567	-0.0722485017	-0.0435870053	0.2244626631	0.1089940164	-0.0760977365	-0.0643975021	0.1743490136	-0.0061510401000000004	-0.036694349	0.0530961134	-0.0270025871	-0.06296570559999999	-0.0576566912	-0.0337758743	-0.0834073654	-0.0334664629	-0.0837203998	0.0273620552	-0.0329885142	0.023591504300000003	-0.0739740141	-0.0440090807	-0.0762706495	0.1402461055	0.0108629217	-0.0328179533	-0.0164735703	-0.1336142618	-0.0326293057	0.051226524800000006	-0.029701766	0.080950372	0.0100698326	-0.15286477240000002	0.0534936485	-0.1807141552	0.1014879791	-0.0564333044	-0.034579678100000004	0.1139206025	0.0652050802	0.12553135529999998	0.1033196943	0.1356618319	-0.18772195949999998	0.0521420539	0.0659391937	-0.12312085029999999	0.0779588596	0.0275311846	-0.1343682434	0.064891287	-0.11581396529999999	-0.0172065336	0.10264182880000004	-0.05782434650000001	0.0921561875	-0.13123818269999998	-0.1541449561	-0.0562980709	0.0755090888	-0.053443781100000004	-0.0893514405	0.053310179400000005	0.0079559972	-0.1139928723	0.05533867	0.09853592300000001	0.038683302	-0.0389633704	0.04789247519999999	-0.005570534100000001	-0.032494812000000005	0.0100704635	0.10596600839999999	0.11166872679999999	0.111265035	0.1105932959	0.1096551279	0.0	0.0	-5.102090000000001e-05	-4.9860429999999997e-05	2.4860624797849e-09	2.603132236810001e-09	-0.0319563	-0.095579	0.00102120510969	0.009135345241	0.00323707	-0.01913913	1.04786221849e-05	0.00036630629715689983	0.000118226	5.68105e-05	1.3977387075999999e-08	3.2274329102500007e-09	0.000322371	-2.3605e-05	5.571960250000001e-10	1.03923061641e-07	0.00012677700000000004	-9.2892e-05	8.628923663999997e-09	1.6072407729000012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32736.93359375	125.384765625	15721.339450836182	1071706821.1215973	21172.478515625	-25.71484375	448273846.49460214	661.2531890869142	21276.31640625	21.220703125	452681639.8188629	450.3182411193848	1.0756370000000002	21.063417	0.1275770509	-0.0757254443	0.0361722119	-0.0450071101	-0.1089161112	-0.0444532016	0.007979194	0.0029199019000000002	-0.0621140936	0.049393672400000005	0.0027180921999999997	0.0661050942	-0.0234896227	-0.0802009417	0.082539653	-0.0483096198	-0.0223198526	0.20387028559999998	-0.0189131307	0.0192198848	0.11738676640000001	-0.0604067561	0.035505745400000004	0.0201451008	0.0477204857	-0.0878792801	0.0001142447	-0.0774882799	0.237063739	0.0443042415	0.09290262490000001	-0.0160609597	-0.1083432229	0.11067769359999999	-0.129749266	-0.15107636300000002	-0.0678599664	-0.10039659869999999	0.0215672514	0.10145145119999999	0.0175129218	-0.0682296782	-0.1575322191	0.0468173458	0.0566316047	0.0235989109	-0.015796458899999997	0.1400385185	0.0370164599	-0.13124378050000002	-0.0645424198	-0.006744908000000001	-0.0026702758	-0.0105378959	-0.0706732061	-0.0596089469	-0.036918402999999995	-0.0400455387	-0.0081478561	-0.0196335056	-0.013147551799999999	-0.1094736301	0.0817406826	0.09532049810000001	0.006560030400000001	0.038732968	-0.0183536585	0.0157749821	0.1128778916	0.058293396399999996	0.09402142599999999	0.0044718927000000006	-0.0577655475	0.1155203971	0.040676726	0.0019346820999999999	0.0310645098	-0.09469872900000001	-0.1042331757	-0.0948995131	0.0504749526	-0.1367475459	-0.0340452856	0.09897834650000001	0.07715010559999999	0.0829052091	-0.1260337015	-0.1967104613	0.0125194955	-0.036149025	-0.0683963302	-0.1436025031	-0.0170382787	-0.08558509439999999	-0.0051975647	0.1901012689	0.020561575	0.0456139954	-0.0691349168	-0.09682379869999999	0.0054893031000000005	0.1238303359	-0.0039769199	0.0157259214	0.0617541662	0.0098148739	0.1115394925	0.1107490191	0.1094357105	0.1076057667	0.0	0.0	0.00728407	0.0073350909	5.380355851126281e-05	5.30576757649e-05	0.0513659	0.0833222	0.00263845568281	0.006942589012840001	0.0102475	0.00701043	0.00010501125625000001	4.91461287849e-05	0.000193981	7.5755e-05	3.7628628361e-08	5.738820025e-09	-0.000142274	-0.000464645	2.15894976025e-07	2.0241891076e-08	6.89904e-05	-5.778660000000003e-05	3.339291139560004e-09	4.7596752921599995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32732.12109375	-4.8125	23.16015625	1071391751.2959137	21188.939453125	16.4609375	448971155.1481972	270.96246337890625	21300.365234375	24.048828125	453705559.1177712	578.346134185791	1.025247	20.076658	0.028793400000000007	-0.0257640907	0.0097752486	0.0041000667	0.14651748609999998	-0.0172417302	0.0737373372	0.0003735711	0.0458845879	0.0430357721	0.08642689320000001	0.0231750725	0.0864435016	-0.0756886909	0.0575648608	0.0080674518	-0.1664305823	0.12272459529999999	0.0797129551	-0.17044393019999998	0.041817975099999995	-0.060506620899999995	0.0681690192	-0.0182415281	0.0076088425	-0.0386305052	0.0201734662	-0.13740641550000002	0.0201608444	-0.0728393385	-0.045746444500000004	0.0739259633	0.0492027085	-0.0783939357	-0.015614793100000001	0.0180288299	0.0100731028	0.0104773356	-0.0204455346	-0.0056199014	-0.046370595300000005	-0.1404914847	-0.1110056673	-0.06941660200000001	-0.0166653933	-0.0572108251	-0.0028587814	-0.030403275	-0.09955555220000001	0.0093230229	-0.0286606087	-0.0219662716	-0.0582570813	-0.0370203681	0.10441929929999999	0.020723729399999998	0.0629770841	-0.0168851898	-0.06453969179999999	-0.0672899568	0.0289089096	-0.0237101012	0.0897593772	0.0493255042	-0.10202068630000001	-0.0720149002	-0.13101316699999999	0.1442266836	0.0843229702	0.0515538309	0.0384331105	0.0188339047	-0.0198413861	-0.0124581765	0.060396269	0.041822562599999995	0.09422991289999999	-0.0618562787	-0.023129861499999998	-0.0387413574	-0.0755374537	0.0652940539	-0.0300526365	0.054613587000000005	0.0228173041	-0.0188005241	0.11734169	-0.0558394079	0.0255090445	-0.0079819638	-0.0316908059	0.0653505301	0.0258875966	-0.1534253949	0.0511928417	0.025011937999999997	0.050470739900000006	0.1028178713	-0.10770698880000001	0.022553411800000003	-0.0630064177	-0.1612210086	-0.08534567289999999	-0.0792340214	-0.026923172999999998	0.0046435745	0.1113672575	0.1100622363	0.1078985167	0.1048929802	0.0	0.0	0.00926121	0.0019771400000000005	3.909082579600002e-06	8.577001066410003e-05	0.0390526	-0.0123133	0.0015251055667600002	0.00015161735688999994	0.0139432	0.0036957000000000014	0.00019441282624000004	1.365819849000001e-05	0.00015945100000000002	-3.452999999999998e-05	2.5424621401000005e-08	1.1923208999999987e-09	-1.09014e-05	0.00013137259999999998	1.7258760030759994e-08	1.1884052196e-10	0.000119233	5.0242599999999985e-05	2.524318854759999e-09	1.4216508288999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32902.6640625	170.54296875	29084.90419006348	1082585302.409729	21216.83984375	27.900390625	450154292.9553375	778.4317970275879	21327.615234375	27.25	454867171.58554465	742.5625	1.05146	20.589975	0.098465145	-0.05951758980000001	-0.0405610712	0.06290333349999999	-0.0689356173	-0.0488349262	0.0461570554	0.1350501194	-0.0948056487	0.0265348852	-0.0187965703	0.1067546594	-0.0038588896	-0.0461199	0.0789833018	0.0429460602	0.0615363795	0.0317923692	0.032404522000000005	0.0786550597	0.0526174527	0.18637273329999998	0.054870669000000004	0.0130264399	0.031331433799999996	0.0620937119	0.1241763023	0.1243247718	0.0319468264	0.10981130210000001	0.0298678643	0.0491840634	-0.1989849975	-0.0868809521	0.1785488939	0.010575913300000002	0.16163040380000002	-0.032961246	-0.0315581683	0.17771498030000002	-0.0229849381	-0.1116760461	-0.0828910642	0.0904658274	-0.1177260093	0.038798511	-0.046052786500000005	0.0366469932	-0.0703930059	0.0822212272	-0.07126057820000001	-0.019067151299999998	-0.005322844300000001	-0.0086048838	-0.12904681140000002	-0.044186881100000006	0.0596424213	-0.0295362609	-0.0550052875	-0.061862239900000004	-0.059903556399999995	-0.0038385947999999997	0.0831243231	0.063618018	0.14471547070000002	0.0628691786	0.0341606285	0.0188797754	-0.1593219612	-0.0037498763	0.1060266066	-0.029229735899999998	0.0041054342	-0.0140237669	-0.0832400308	0.090915426	0.0941966463	-0.0340591114	0.0749991641	-0.0572363952	0.0110969004	-0.0712761291	-0.0064480477	0.0038561426	-0.044917629699999996	-0.0807762514	-0.1880883734	-0.046681993399999996	0.089704579	-0.0290526423	0.12958511609999998	0.0328122989	0.0436885213	-0.04827796400000001	0.046263316799999996	-0.081597358	0.0676159445	-0.0450846839	-0.1338116581	-0.16669361189999998	0.1179229449	-0.189101732	0.1706209818	-0.18744769530000002	0.10588221310000001	-0.0985521259	0.1111520884	0.10920574539999996	0.1059870468	0.1015334935	0.0	0.0	0.00217442	-0.007086790000000002	5.022259250410001e-05	4.728102336399998e-06	0.0725515	0.033498900000000005	0.0052637201522499994	0.0011221763012100004	0.0161965	0.002253299999999998	0.00026232661224999995	5.077360889999992e-06	-0.000459921	-0.000619372	2.1152732624100001e-07	3.8362167438400003e-07	1.26697e-05	2.35711e-05	5.555967552100001e-10	1.6052129809e-10	0.000588813	0.00046958	2.205053764e-07	3.46700748969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32746.884765625	-155.779296875	24267.189334869385	1072358461.8531227	21195.208984375	-21.630859375	449236883.89133066	467.8940773010254	21312.0234375	-15.591796875	454202343.0005493	243.10412979125977	1.142872	22.380026	0.05093467000000002	0.012866288600000001	-0.055829698	-0.0649811416	0.1223525368	-0.0231102778	0.038314874900000004	-0.0108508319	0.0745155012	-0.0177678838	0.0951983875	0.0447606029	0.0657850579	-0.0705851246	-0.029855254700000007	0.0073870148	-0.0794186959	0.049091181799999994	0.05735413480000001	-0.0371250187	0.1187775376	0.1063280392	0.1297692798	-0.0165529859	-0.0320444156	0.045500449299999995	-0.0040048301000000005	0.0085719551	0.0075506420999999985	-0.1250386998	0.0324076634	-0.0675408472	-0.0917539912	-0.0161258426	-0.1301202333	-0.0126052156	0.028294923599999997	0.010996783999999999	-0.13668857210000002	-0.049484981500000004	0.0619265155	0.0298823704	0.008509924200000001	0.057720059299999994	0.0504987046	-0.0466067938	-0.1082444578	0.0215705737	-0.0370539446	0.0154107825	-0.0043370588	0.060872905899999996	-0.0555238571	-0.0563803143	0.1164925417	-0.0102275647	0.0201033917	-0.0245466329	-0.021999950299999998	-0.035872469	0.0349818055	0.0343066577	0.048883698499999996	0.08239320259999999	-0.0804752521	-0.0450278361	-0.0402559735	0.11419530630000001	-0.0154895065	-0.0024585604	0.12921114890000002	0.0393696698	0.0197897738	0.10509576970000001	-0.016158478700000003	-0.031357503599999996	0.0797667785	-0.0890741903	0.0724861512	0.1399759492	-0.1441814416	-0.12012369869999999	-0.020635951399999998	-0.0188060655	-0.015553589199999999	-0.0422573376	-0.054857263200000006	0.025865375299999997	-0.0365579596	-0.0749058553	0.0047483497	-0.114822634	0.1579791694	0.2182619122	-0.0322815655	-0.0769608042	0.08519826400000001	0.0294048913	-0.1420472065	0.0550699516	0.0092323298	0.010817678999999998	0.0348211759	0.0833780084	-0.07621604480000001	0.0315830961	0.11089406800000001	0.10818086730000001	0.1037079311	0.09754801910000001	0.0	0.0	0.0207358	0.01856138	0.00034452482750439993	0.00042997340164	0.0698195	-0.0027319999999999983	0.004874762580250001	7.463823999999991e-06	0.00338515	-0.01281135	1.14592405225e-05	0.00016413068882249998	-0.000737656	-0.0002777350000000001	5.441363743360001e-07	7.713673022500005e-08	-3.83641e-05	-5.10338e-05	2.6044487424400002e-09	1.4718041688100002e-09	0.000596643	7.830000000000011e-06	6.130890000000019e-11	3.5598286944899996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32698.10546875	-48.779296875	2379.419803619385	1069166101.2454988	21189.625	-5.583984375	449000207.640625	31.18088150024414	21289.24609375	-22.77734375	453231999.2402496	518.8073883056642	1.0872480000000002	21.290779	0.084350645	0.050433989299999996	0.0603489942	0.0863581552	-0.0230324215	0.017240813799999997	0.1412382339	-0.0446809647	0.0721349742	0.0163977456	-0.006822399399999999	-0.0677956322	0.0200868986	-0.0634975388	0.06872141179999999	-0.0783963489	0.1191620836	-0.0006512336	0.0376351798	0.0571315441	-0.0945178694	0.0728224715	0.08005855419999999	0.0534964305	-0.009963952199999999	0.050860893600000005	-0.0382509569	-0.09966845880000001	-0.0141505816	-0.0083338615	0.063933941	0.0980880383	-0.0604541292	0.0475189242	-0.0502189919	0.0641712481	0.0005926337	-0.0460999099	0.0697328406	-0.1541175606	0.015443668700000001	0.0222289257	0.1580152847	-0.1304284925	0.0250878854	-0.0762314805	-0.0115231274	-0.050820492300000006	0.046382723099999995	0.0865531313	0.0681102609	-0.054051184	0.0365866427	-0.0465199713	-0.0286752656	0.1369192293	-0.0986187234	0.0165962529	-0.12415041789999999	-0.0109101261	0.1323945084	0.025731112	-0.0095280833	-0.021187186400000002	-0.0006048247	0.1141263644	-0.0305158156	-0.0161738053	-0.1017007009	-0.0252673568	0.0696558417	-0.089426853	0.017793093500000003	0.0735535329	-0.0563363419	-0.0060801142	0.0103153861	-0.060871081500000014	-0.007263719799999999	-0.0266803458	-0.0410174846	-0.0762043919	-0.1564964914	0.0734038776	-0.056663406799999996	-0.0579907824	0.09171369130000001	0.0628632029	-0.0094312326	0.11781667929999999	0.0356439788	-0.0184639857	0.1407415163	0.1110437217	-0.1154689558	-0.1723462248	0.0245590578	-0.116718825	0.06667053860000001	0.1315963433	-0.039126213300000004	-0.0546947727	0.017156243	0.04510169730000002	-0.0784811284	0.013115048700000001	0.1105932959	0.10698918210000001	0.10106907550000001	0.09296112869999999	0.0	0.0	0.0257469	0.005011100000000001	2.511112321000001e-05	0.00066290285961	0.0437336	-0.0260859	0.0019126277689600004	0.0006804741788100001	-0.013819299999999998	-0.017204449999999996	0.00019097305248999994	0.00029599309980249985	-0.000985174	-0.00024751799999999985	9.705678102759995e-07	6.126516032399992e-08	-0.000458154	-0.0004197899	1.7622356014201e-07	2.0990508771600002e-07	0.000650319	5.367600000000001e-05	2.8811129760000005e-09	4.22914801761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
