name	intensity-avg	volume
Left-wm-bankssts	98.7602	2590.9
Left-wm-caudalanteriorcingulate	102.09100000000001	2819.0
Left-wm-caudalmiddlefrontal	97.3489	5893.1
Left-wm-cuneus	94.18	2224.7
Left-wm-entorhinal	80.5836	737.7
Left-wm-fusiform	91.4344	5288.7
Left-wm-inferiorparietal	97.7446	11802.7
Left-wm-inferiortemporal	89.9704	5637.8
Left-wm-isthmuscingulate	102.1856	3367.2
Left-wm-lateraloccipital	94.5304	9429.1
Left-wm-lateralorbitofrontal	95.0562	5813.7
Left-wm-lingual	90.179	4982.8
Left-wm-medialorbitofrontal	92.2831	3287.3
Left-wm-middletemporal	88.6066	5124.7
Left-wm-parahippocampal	89.4524	1184.6
Left-wm-paracentral	96.016	3223.8
Left-wm-parsopercularis	95.9357	3197.6
Left-wm-parsorbitalis	86.0264	737.8
Left-wm-parstriangularis	94.7393	2649.4
Left-wm-pericalcarine	92.4901	3150.5
Left-wm-postcentral	92.1807	5739.9
Left-wm-posteriorcingulate	100.8799	4452.1
Left-wm-precentral	95.9124	10951.6
Left-wm-precuneus	98.3323	8908.2
Left-wm-rostralanteriorcingulate	102.4728	2923.6
Left-wm-rostralmiddlefrontal	96.0345	12485.8
Left-wm-superiorfrontal	94.35799999999999	15487.4
Left-wm-superiorparietal	95.4902	10833.8
Left-wm-superiortemporal	93.6551	6721.3
Left-wm-supramarginal	98.755	8336.4
Left-wm-frontalpole	81.0769	245.9
Left-wm-temporalpole	75.0565	618.0
Left-wm-transversetemporal	96.8801	567.3
Left-wm-insula	94.7015	8734.1
Right-wm-bankssts	98.5247	2768.7
Right-wm-caudalanteriorcingulate	101.8579	2492.0
Right-wm-caudalmiddlefrontal	95.7541	5610.8
Right-wm-cuneus	93.691	2505.6
Right-wm-entorhinal	76.085	574.6
Right-wm-fusiform	89.2615	5726.5
Right-wm-inferiorparietal	95.7648	12373.5
Right-wm-inferiortemporal	86.45700000000001	5037.8
Right-wm-isthmuscingulate	101.7458	3058.1
Right-wm-lateraloccipital	94.6009	8920.9
Right-wm-lateralorbitofrontal	95.9386	6758.0
Right-wm-lingual	89.3437	4295.8
Right-wm-medialorbitofrontal	95.2963	3721.1
Right-wm-middletemporal	87.7938	5133.6
Right-wm-parahippocampal	87.1441	1351.3
Right-wm-paracentral	95.9253	4398.6
Right-wm-parsopercularis	96.9103	2724.3
Right-wm-parsorbitalis	86.3381	662.4
Right-wm-parstriangularis	94.3754	2719.6
Right-wm-pericalcarine	87.5854	3249.2
Right-wm-postcentral	91.8505	6793.8
Right-wm-posteriorcingulate	99.4303	4322.9
Right-wm-precentral	95.2207	11154.6
Right-wm-precuneus	97.1345	8836.3
Right-wm-rostralanteriorcingulate	101.7986	1745.0
Right-wm-rostralmiddlefrontal	95.1838	11096.8
Right-wm-superiorfrontal	93.4642	17725.9
Right-wm-superiorparietal	94.6935	10573.8
Right-wm-superiortemporal	89.5609	5545.5
Right-wm-supramarginal	96.4415	7370.6
Right-wm-frontalpole	86.7188	405.3
Right-wm-temporalpole	72.6215	506.7
Right-wm-transversetemporal	97.7505	540.3
Right-wm-insula	92.6849	8858.2
Left-UnsegmentedWhiteMatter	100.9225	24786.0
Right-UnsegmentedWhiteMatter	100.4067	24765.6
