name	intensity-avg	volume
Left-wm-bankssts	96.53399999999999	2722.6
Left-wm-caudalanteriorcingulate	102.1019	3004.0
Left-wm-caudalmiddlefrontal	96.8535	6364.3
Left-wm-cuneus	93.3087	2846.6
Left-wm-entorhinal	82.0981	926.1
Left-wm-fusiform	91.3725	7472.7
Left-wm-inferiorparietal	98.9787	10921.9
Left-wm-inferiortemporal	89.7304	6562.1
Left-wm-isthmuscingulate	99.8394	3785.8
Left-wm-lateraloccipital	93.2643	11554.3
Left-wm-lateralorbitofrontal	92.9022	6642.7
Left-wm-lingual	87.9087	6177.4
Left-wm-medialorbitofrontal	93.5021	3412.2
Left-wm-middletemporal	88.8811	5649.8
Left-wm-parahippocampal	88.8248	1639.3
Left-wm-paracentral	94.6958	4541.2
Left-wm-parsopercularis	96.7593	3831.6
Left-wm-parsorbitalis	88.0684	1212.1
Left-wm-parstriangularis	95.6578	3153.5
Left-wm-pericalcarine	88.5137	3002.2
Left-wm-postcentral	92.8682	7334.9
Left-wm-posteriorcingulate	99.5193	4619.1
Left-wm-precentral	96.0862	12845.2
Left-wm-precuneus	98.0526	9616.5
Left-wm-rostralanteriorcingulate	98.0513	2477.0
Left-wm-rostralmiddlefrontal	96.0785	13900.4
Left-wm-superiorfrontal	95.4644	19077.7
Left-wm-superiorparietal	97.6986	14531.7
Left-wm-superiortemporal	93.6975	9885.9
Left-wm-supramarginal	98.133	8969.1
Left-wm-frontalpole	89.0144	272.9
Left-wm-temporalpole	83.4069	648.2
Left-wm-transversetemporal	92.8058	721.0
Left-wm-insula	91.6805	10119.9
Right-wm-bankssts	99.1658	3476.6
Right-wm-caudalanteriorcingulate	100.7456	2461.8
Right-wm-caudalmiddlefrontal	96.0529	6828.8
Right-wm-cuneus	94.244	2873.7
Right-wm-entorhinal	79.925	842.1
Right-wm-fusiform	91.3578	6922.4
Right-wm-inferiorparietal	97.2256	11733.9
Right-wm-inferiortemporal	88.1199	7204.8
Right-wm-isthmuscingulate	99.9747	3016.1
Right-wm-lateraloccipital	94.4855	11073.5
Right-wm-lateralorbitofrontal	95.5997	6545.7
Right-wm-lingual	88.8771	5702.9
Right-wm-medialorbitofrontal	92.0862	3470.6
Right-wm-middletemporal	91.0012	7373.7
Right-wm-parahippocampal	87.6558	1619.3
Right-wm-paracentral	94.7611	5382.2
Right-wm-parsopercularis	97.1693	3782.8
Right-wm-parsorbitalis	90.17399999999999	1318.0
Right-wm-parstriangularis	93.3503	3570.2
Right-wm-pericalcarine	89.1968	3449.9
Right-wm-postcentral	92.1298	7177.5
Right-wm-posteriorcingulate	99.0408	4258.8
Right-wm-precentral	94.4266	13746.5
Right-wm-precuneus	97.7771	9768.9
Right-wm-rostralanteriorcingulate	101.86	2338.3
Right-wm-rostralmiddlefrontal	94.5651	13018.0
Right-wm-superiorfrontal	95.3294	19539.7
Right-wm-superiorparietal	97.4187	12780.1
Right-wm-superiortemporal	91.8195	6764.2
Right-wm-supramarginal	98.2328	7896.0
Right-wm-frontalpole	92.1693	466.6
Right-wm-temporalpole	79.3993	610.1
Right-wm-transversetemporal	94.4167	438.7
Right-wm-insula	90.764	9610.8
Left-UnsegmentedWhiteMatter	99.5073	33364.0
Right-UnsegmentedWhiteMatter	99.1725	34263.6
