csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
34526.3359375	n/a	1192067873.269104	n/a	22856.865234375	n/a	n/a	522436288.34238046	23780.8828125	n/a	565530387.3418579	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-1.55864e-06	n/a	2.4293586496e-12	n/a	3.01191e-06	n/a	n/a	9.071601848099998e-12	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	-0.000177304	n/a	n/a	3.1436708416e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34235.0078125	-291.328125	1172035759.921936	84872.07641601562	22834.345703125	-22.51953125	507.12928771972656	521407343.6898232	23761.865234375	-19.017578125	564626239.4165993	361.6682777404785	1.259531	21.995871	0.008869770549999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.55864e-06	0.0	2.4293586496e-12	0.0	-3.01191e-06	9.071601848099998e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.000177304	3.1436708416e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34219.90625	-15.1015625	1171001983.758789	228.05718994140625	22835.3203125	0.974609375	0.9498634338378906	521451853.7744751	23824.08984375	62.224609375	567587256.8830719	3871.902011871338	1.187729	20.741959	0.005410355800999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.468200000000002e-06	7.468200000000002e-06	5.577401124000001e-11	5.577401124000001e-11	-8.37601e-07	-8.37601e-07	7.015754352009999e-13	7.015754352009999e-13	-0.000108041	-0.000108041	1.1672857681e-08	1.1672857681e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34257.4765625	37.5703125	1173574700.4302368	1411.5283813476562	22853.4609375	18.140625	329.082275390625	522280676.8218384	23897.291015625	73.201171875	571080517.8854713	5358.411563873291	0.869836	15.190413	0.045526735599	-0.148567367	-0.0777684679	-0.0859468349	0.0116895144	-0.1420186501	0.10625893939999999	-0.044711970700000006	0.10314899710000001	-0.0201442655	0.014153220400000001	-0.23861217920000002	0.0271080886	-0.033360475	-0.172611087	0.1608165019	-0.1736505087	0.0749582989	-0.0273663489	0.0798916933	-0.0857041843	0.0448328816	-0.060193242	0.08455063759999999	-0.0728686158	0.0915561706	-0.0715426474	0.0049592206	0.0612323827	-0.025388409100000002	0.0421021066	0.14215970220000002	-0.034512094	-0.0132812473	0.0572375233	0.0381262972	-0.0799217978	-0.0597418701	0.0579471237	0.0271340908	0.1327569323	-0.063522516	-0.0104193359	-0.013320051999999999	0.0621154413	0.014304183400000003	-0.07111936860000001	-0.06418619610000001	0.1743576936	-0.0465231242	0.0169729013	-0.1584171457	0.1345464134	-0.05940836190000001	0.0138424233	-0.156126295	0.0816626604	-0.0504902592	-0.06513506179999999	0.047596287	-0.0300500321	0.1363367876	-0.0291007123	0.09110046710000001	-0.1261483489	0.0239000733	-0.2358011512	0.199141865	-0.1084254911	0.0444197099	-0.1631660511	0.0640103846	-0.1820840743	0.11199191539999999	-0.0168377129	0.030757625499999997	-0.1229147082	0.023668465099999998	-0.013495591299999998	-0.0614917942	0.012323743600000001	0.0129166901	0.07551620490000001	-0.0364283984	-0.0455556429	0.0978850387	-0.0196359325	-0.0034440824	-0.0535965421	-0.031052012799999997	0.10914127189999999	-0.079855503	-0.0344622367	-0.0192837462	0.08672561029999999	0.0505089521	0.1230827756	0.1230566308	0.1230130602	0.0	0.0	0.0	-0.00748952	-0.00748952	5.60929098304e-05	5.60929098304e-05	-0.00858191	-0.0085893782	7.377741786263522e-05	7.36491792481e-05	-0.0246155	-0.024614662399	0.0006059228402500001	0.0006058816050167442	-0.000106633	1.408000000000011e-06	1.9824640000000306e-12	1.1370596689e-08	9.52555e-05	9.52555e-05	9.073610280249998e-09	9.073610280249998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34328.94921875	71.47265625	1178476754.4635162	5108.340591430664	22890.134765625	36.673828125	1344.969669342041	523958269.58847433	23999.05859375	101.767578125	575954813.3862457	10356.63995742798	0.993136	17.343674	0.06582677049999999	-0.1029122355	-0.0464761075	-0.1248689742	-0.1505635924	-0.0831547071	0.17300827579999994	0.0552467845	0.015023419599999999	-0.06779419769999999	-0.0944825398	-0.12839711199999998	0.047478832199999994	-0.0793164558	-0.00993739	0.0898110233	-0.1723328797	-0.0492145908	0.1750339548	-0.0422367754	-0.114027431	0.0036862128	-0.11786125869999999	0.0086262748	0.0012330383	0.0215948251	-0.063948243	0.0974312936	-0.0262957899	0.1099773632	-0.0021599342	-0.0204840274	-0.14466339820000002	0.0770466662	0.1170923203	-0.059651864699999994	0.061961679400000004	0.1006640713	-0.0088654246	-0.044223186799999994	-0.0300451162	-0.1142543551	-0.061153624000000004	-0.0809740973	0.0440279008	-0.0254882969	-0.1273132299	-0.052840221799999997	0.12294192539999999	-0.0988210984	0.054015276200000004	-0.1702531779	0.10319693740000001	-0.06460799730000001	-0.1532197221	-0.0987555826	0.14941417810000002	0.0288366762	0.0310023057	0.0833736235	0.13394350970000002	0.1000816509	0.0164760147	0.1463002674	0.029807636499999998	0.0246685267	-0.0974821253	0.0053274927	-0.0155007705	-0.0823202972	-0.132376646	0.0085051029	-0.1419476732	0.0441395749	0.0266362354	0.0199873143	0.0372025055	0.0843482451	-0.015210601399999999	-0.1005049006	-0.0246374696	0.0669781465	0.0511444068	0.1370721516	-0.0206651859	-0.01455769	0.0531084109	-0.0447805899	0.0164063223	0.0589593816	0.0528364319	-0.1075445632	-0.0207684842	-0.016112746	-0.0857978499	0.1721146986	0.1230130602	0.12277786800000001	0.12238621390000001	0.0	0.0	0.0	1.68855e-05	0.0075064055	2.8512011025e-10	5.634612353043026e-05	-0.0170578	-0.008475890000000002	7.184071129210002e-05	0.00029096854084000013	-0.0496668	-0.02505130000000001	0.0024667910222400005	0.0006275676316900003	-0.00053957	-0.000432937	1.87434445969e-07	2.9113578489999993e-07	0.000158182	6.292650000000002e-05	2.5021545124000003e-08	3.959744402250002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34383.890625	54.94140625	1182251934.5119631	3018.558120727539	22900.0625	9.927734375	98.55990982055664	524412862.5039063	24014.37890625	15.3203125	576690394.2529451	234.71197509765625	1.065988	18.615932	0.09436015790000002	-0.0672037307	-0.035122637000000005	-0.1296921299	0.060269709500000004	0.0285837206	-0.0293798792	-0.0027938417	-0.0065820159	0.0059766012	-0.06959297440000001	-0.1068426807	0.0998289612	-0.0796093727	-0.0727827787	0.1147372136	-0.1616601993	-0.1382619891	-0.0159687916	0.0187820244	-0.019125848100000002	-0.0150671314	-0.0655077783	0.2402723484	0.0812043241	-0.028473457999999997	0.0545843561	0.055167187300000003	0.12982596529999998	-0.09608858	0.029869985	0.11064907119999999	-0.1737421792	-0.011842546200000002	0.1034037561	-0.0336645729	0.07276760780000001	0.0152990637	0.0377482566	0.0418003459	-0.1100955822	0.17921373559999998	-0.1080258557	0.1813994073	-0.050087598	0.018642676	0.17910054239999998	-0.026126407400000003	0.09427627710000001	-0.0667551224	0.015277929499999999	-0.0998187358	0.1948428904	-0.0129205276	0.0571119183	0.0438802792	-0.021963273199999998	0.013285773600000002	0.0321748945	0.11126301050000001	0.0342540023	-0.0099270348	0.0301450231	0.1334071491	-0.044582388	0.09804236720000001	-0.136809022	0.0180182223	-0.04958414059999999	0.1204488058	-0.0728811514	-0.053037554	-0.09724524679999999	0.0943581078	-0.012129489299999999	0.1586865137	0.13738042849999998	-0.0647862454	-0.1165455941	0.2163630563	-0.0067817463	0.1264177093	0.143520865	-0.0463287032	-0.0653265353	-0.044547770800000004	-0.17941900859999999	0.0570841923	0.057376928499999987	0.1874718612	-0.0241254831	0.0705945179	-0.1008937236	0.0546758082	-0.0404062807	-0.1568155769	0.12287366890000001	0.12222097380000001	0.1211357154	0.0	0.0	0.0	2.90434e-05	1.21579e-05	8.4351908356e-10	1.4781453241000004e-10	-0.051467	-0.0344092	0.0011839930446400002	0.0026488520890000002	-0.0246272	0.0250396	0.0006064989798400001	0.0006269815681600001	-0.0006888860000000001	-0.00014931600000000014	2.2295267856000046e-08	4.745639209960001e-07	0.000428209	0.00027002700000000005	1.8336294768100003e-07	7.291458072900003e-08	0.000278641	0.000278641	7.7640806881e-08	7.7640806881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34425.5859375	41.6953125	1185120967.1401978	1738.4990844726562	22899.326171875	-0.736328125	0.5421791076660156	524379139.12591934	24108.388671875	94.009765625	581214404.3541907	8837.836032867432	1.29241	22.570065	0.09737021454	-0.0344296352	-0.1245479981	0.020091813700000002	-0.0861534375	-0.0421976558	0.035318961499999996	0.0146396706	0.1353718301	-0.1279564992	-0.047925463	-0.0499882739	0.1365403168	0.1118663325	0.0463164313	0.10417371880000001	-0.058791922	0.0751111894	0.0650062318	0.0645050865	-0.0652687302	-0.0715618978	0.016580626499999997	-0.142577351	-0.0487544105	0.1759201889	-0.006891856899999999	-0.1334259941	0.055792301600000004	-0.2454871918	0.0644224994	-0.0666711511	0.0173501819	-0.10008505460000001	-0.0238023945	-0.09559649419999999	0.0006585136	-0.041009865699999995	-0.0342921328	-0.1194188086	0.054124711299999996	0.0679208256	0.19393105440000002	-0.0388672973	-0.0079424087	-0.0720296071	0.010608866399999998	-0.1287862648	0.024902514700000003	0.0854982705	0.0931575481	-0.0288637339	0.0167795718	0.0632282181	-0.09609072210000001	-0.0401445311	0.029699296099999998	-0.0126111925	-0.10561534	-0.0171988349	0.0219652075	0.1502053779	0.2153104391	0.0067326298	0.025270728399999998	-0.0101105694	-0.0643240722	0.0817092472	-0.0575576375	-0.0263768426	-0.0891840944	-0.1565871129	0.0788387208	0.0232299816	-0.0292203396	-0.1291257452	-0.17538549120000002	-0.0521550446	0.0127150992	-0.0303819229	0.0106129711	0.0590620372	-0.1669943649	-0.0372415241	0.0356603198	-0.0437562159	-0.11181812449999999	0.139231886	0.1019381717	-0.0482124945	0.17681477280000002	0.0969808685	0.1935185495	0.06026487570000001	0.0271902002	-0.02656826	0.1226646807	0.12138720970000001	0.11926793710000001	0.0	0.0	0.0	5.93886e-06	-2.3104539999999998e-05	3.5270058099599996e-11	5.338197686116001e-10	-0.020978	0.030489	0.000929579121	0.000440076484	-0.00394192	0.02068528	1.5538733286399998e-05	0.0004278808086784	-0.00021940900000000005	0.0004694770000000001	2.2040865352900004e-07	4.814030928100001e-08	1.34934e-05	-0.0004147156000000001	1.8207184356e-10	1.7198902888336006e-07	0.000317905	3.926400000000001e-05	1.5416616960000008e-09	1.01063589025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34445.34765625	19.76171875	1186481975.1599276	390.5255279541016	22867.05859375	-32.267578125	1041.1965980529783	522902368.7299957	24179.67578125	71.287109375	584656720.8863678	5081.851963043213	1.3106	22.88773	0.12077088886000002	0.0770699296	-0.1524298716	-0.0274926008	0.076651149	-0.0482854712	0.0267728589	0.06996842	0.0597234152	-0.060393359800000004	-0.014204738799999997	-0.028571466099999998	0.1833262341	-0.06470689889999999	0.12031602710000001	0.0571880039	-0.060615201699999996	0.0286818067	-0.10296082449999999	0.1183896457	0.1552321374	0.06783095559999999	0.0123819223	-0.1058102502	0.0026664243	-0.0820662583	-0.0532779656	-0.0049106868	-0.1067969603	-0.1402524616	-0.0904840368	0.0045268803	0.1594579548	-0.0672948254	0.047943905999999994	-0.0942693979	-0.0377450228	-0.1359996483	0.2133206748	0.1690063047	-0.19225936710000002	-0.1207340735	-0.0758609272	-0.1197469146	-0.0217133823	-0.0534877907	0.0541046373	-0.17095385489999998	-0.0425967566	-0.025889294700000003	-0.0009743702000000001	-0.0171375123	0.0977066216	-0.08511377310000001	0.07167057980000001	-0.0271783484	0.0377289713	0.045351875800000004	-0.0599729866	0.042624965199999997	0.0128334903	0.015411923000000001	0.1388404147	0.15451926359999998	0.0792027035	-0.0124696909	-0.054322042	0.063393979	0.0950009081	0.0820093778	-0.0045989577000000005	0.0355950243	0.18799177760000002	-0.0616999237	-0.0957585191	0.0740891589	-0.085841755	0.0148858149	-0.047068655	-0.0707669884	0.0865951533	0.10689924949999999	-0.0397558697	-0.05995043780000001	-0.0777610707	0.051877882800000004	0.1341093579	0.1106965124	-0.0461603825	-0.0887384087	-0.3426633396	-0.006802395300000001	0.0139137349	-0.1307101662	-0.0299745585	-0.0635020858	0.12238621390000001	0.12027846460000001	0.1167923968	0.0	0.0	0.0	-0.0162755	-0.016281438859999997	0.00026489190024999994	0.00026508525135191804	0.0352506	0.0562286	0.0031616554579600004	0.0012426048003599999	-0.0246241	-0.02068218	0.00060634630081	0.00042775256955240014	-0.000409379	-0.00018997	3.60886009e-08	1.6759116564100002e-07	-0.000194939	-0.0002084324	3.800121372100001e-08	4.3444065369760003e-08	0.000471076	0.00015317099999999996	2.346135524099999e-08	2.2191259777600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34512.00390625	66.65625	1191078413.6250153	4443.0556640625	22887.859375	20.80078125	432.6725006103516	523854106.7697754	24217.794921875	38.119140625	586501590.8779945	1453.0688819885254	1.306872	22.822609	0.1290814	0.0866398553	-0.0789157702	0.0121033042	0.0284211383	-0.052527842000000005	0.0136603822	0.1155965456	0.0923048013	0.09411906789999999	-0.0885400664	-0.046272392	0.0629032373	0.09878368789999999	0.1089887347	-0.0337346519	0.0293165367	0.0847820151	-0.0710255955	0.138113725	-0.11931056849999999	0.0467566635	0.0500281993	0.0667240222	0.0404061721	0.1036170382	-0.041793275	0.0154625535	-0.0367086935	-0.16481371390000002	0.0821841142	-0.0371311645	0.0573984404	0.021000013999999997	-0.12228873380000001	0.0005614743	0.0819704203	0.1259842062	0.0870803469	0.0163193886	-0.0043854954	-0.055526325	0.0870316902	0.16697956320000001	0.0055085656	0.21483802579999997	-0.005733771899999999	-0.09275357880000001	-0.0902921916	0.036258020499999995	-0.06894001599999999	-0.0133486573	0.08910817119999999	0.0728637738	0.0245080124	-0.0546769322	0.0214562461	0.11771200400000001	-0.13137680640000002	0.10161230380000001	-0.0190360865	0.101635793	0.0970235895	-0.055338394000000006	0.0546232574	0.0367616651	0.09065146630000001	0.0542755676	-0.09120592820000001	0.06835846179999999	-0.0008504528999999999	0.0584112027	0.12510078560000001	0.08585154789999999	-0.0836261611	0.0342714462	0.0022775099	-0.0848566305	0.0684545334	-0.10892620119999999	0.1152611133	0.1108349556	0.0319260923	-0.0394742622	0.12229001869999999	0.0830918531	0.032225111	0.0067894942	0.1191904889	0.066337156	0.0879700015	-0.0841484144	0.024041837799999997	-0.0330020428	-0.0072791603	-0.2224755479	0.1220384262	0.1188972501	0.1137217091	0.0	0.0	0.0	0.00332915	0.01960465	1.10832397225e-05	0.00038434230162249984	-0.0410487	-0.07629929999999999	0.005821583180489998	0.0016849957716899993	-0.0194672	0.005156899999999999	0.00037897187584	2.659361760999999e-05	-0.000409379	0.0	0.0	1.6759116564100002e-07	0.00017658099999999998	0.00037152	3.1180849560999994e-08	1.3802711039999998e-07	0.000282185	-0.00018889099999999995	3.567980988099998e-08	7.9628374225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34476.8671875	-35.13671875	1188654371.0645142	1234.5890045166016	22888.1484375	0.2890625	0.08355712890625	523867338.8970337	24300.484375	82.689453125	590513540.8596191	6837.545658111572	1.487329	25.974041	0.19555046	0.11821540650000001	-0.1631251602	0.011276345600000001	0.010573425800000001	-0.0687773251	0.039433538500000004	0.1796838664	-0.041147178900000005	-0.0540500009	0.1012982748	-0.046944462	0.0481711425	-0.0030798425	0.18105930609999998	0.1087209953	0.1423278309	0.0691420301	-0.1188523848	-0.0187069565	0.1826479422	0.1583156743	-0.0649082346	-0.15458117	0.026834589500000002	-0.2659015885	0.0907243837	0.1074700659	0.0115745217	0.0919584061	0.0388931084	0.142674893	0.039654331800000005	0.0945907919	-0.0818011132	0.0825330444	-0.005518118000000001	0.12367257599999999	-0.0400170178	0.0403434246	0.0067169330000000005	0.062229261699999996	-0.0164689542	-0.0267980304	0.006085586800000001	0.0709600313	-0.0817200407	-0.2022485509	-0.1219607769	-0.0733136864	-0.0190247499	-0.0525714403	-0.0584386395	-0.0792021159	0.0066482579	-0.058122315599999995	0.0356471004	0.1323902341	0.011050854399999999	-0.0330542814	-0.152342943	0.058852763499999995	0.0447526113	0.05132217360000002	0.1654433414	-0.1487512047	-0.0911842057	-0.0205936963	0.2890789177	0.1711514148	0.0562400534	0.0360457269	0.0651813034	-0.1698848467	0.110223927	0.04370466889999999	0.0283563111	-0.0495635566	-0.0363659816	-0.0544185704	-0.05710769690000001	-0.2321816916	0.0636752	-0.1470655669	-0.0312651417	-0.029469968	-0.0089046896	-0.0643546547	0.1218313345	-5.02463e-05	-0.0748230558	-0.06485804099999999	-0.08427143529999999	0.1094621526	0.1129692735	0.10709261699999999	0.1216215147	0.11724669509999999	0.1100715217	0.0	0.0	0.0	-0.035224599999999995	-0.03855375	0.0012407724451599994	0.0014863916390625	-0.01867	0.022378699999999998	0.0005008062136899997	0.0003485689	-0.0776163	-0.0581491	0.00602429002569	0.00338131783081	-0.000409379	0.0	0.0	1.6759116564100002e-07	-0.00114719	-0.001323771	1.3160448961e-06	1.752369660441e-06	7.657779999999997e-05	-0.00020560720000000005	4.2274320691840015e-08	5.8641594528399956e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
