onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0192	0.5	incongruent	male	female	1.2407	left	correct
6.5358	0.5	congruent	male	male	0.484	left	correct
11.0523	0.5	congruent	female	female	0.4134	left	incorrect
16.5689	0.5	congruent	female	female	0.4676	right	correct
21.5854	0.5	incongruent	male	female	0.371	left	correct
26.602	0.5	incongruent	female	male	0.3912	right	correct
31.1185	0.5	incongruent	male	female	0.4696	left	correct
36.1351	0.5	congruent	female	female	0.4188	right	correct
40.6517	0.5	congruent	female	female	0.4521	right	correct
47.1682	0.5	congruent	male	male	0.4444	left	correct
53.6847	0.5	incongruent	male	female	0.4227	left	correct
59.2012	0.5	incongruent	male	female	0.5651	left	correct
64.7178	0.5	incongruent	female	male	0.4323	right	correct
69.2344	0.5	congruent	female	female	0.4696	right	correct
75.2509	0.5	incongruent	male	female	0.3679	left	correct
79.7674	0.5	congruent	male	male	0.5572	left	correct
84.78399999999998	0.5	congruent	female	female	0.6005	right	correct
89.3006	0.5	incongruent	female	male	0.3968	right	correct
94.3171	0.5	incongruent	female	male	0.5651	right	correct
98.8337	0.5	incongruent	female	male	0.6154	right	correct
104.3502	0.5	incongruent	female	male	0.4028	right	correct
109.8668	0.5	congruent	female	female	0.489	right	correct
114.8833	0.5	congruent	male	male	0.4433	left	correct
119.3999	0.5	incongruent	female	male	0.4376	right	correct
123.9164	0.5	incongruent	male	female	0.4109	left	correct
128.433	0.5	incongruent	female	male	0.4712	right	correct
133.9495	0.5	incongruent	male	female	0.4246	left	correct
139.9661	0.5	incongruent	male	female	0.4448	left	correct
144.4826	0.5	congruent	male	male	0.4632	left	correct
150.4992	0.5	incongruent	male	female	0.4454	left	correct
155.0157	0.5	incongruent	male	female	0.4378	left	correct
159.5323	0.5	congruent	female	female	0.425	right	correct
166.0488	0.5	congruent	male	male	0.4313	left	correct
171.0654	0.5	incongruent	male	female	0.5036	left	correct
176.0819	0.5	congruent	female	female	0.5069	right	correct
181.5985	0.5	incongruent	male	female	0.5332	left	correct
187.115	0.5	congruent	male	male	0.3885	left	correct
191.6316	0.5	incongruent	male	female	0.4627	left	correct
196.1481	0.5	congruent	male	male	0.4181	left	correct
200.6647	0.5	incongruent	female	male	0.5084	right	correct
205.1813	0.5	congruent	female	female	0.5077	right	correct
209.6978	0.5	congruent	female	female	0.375	right	correct
214.2144	0.5	congruent	male	male	0.3363	left	correct
218.731	0.5	congruent	female	female	0.3566	left	incorrect
223.2475	0.5	congruent	female	female	0.629	right	correct
227.7641	0.5	congruent	male	male	0.4132	left	correct
232.2806	0.5	incongruent	female	male	0.4336	right	correct
236.7972	0.5	congruent	male	male	0.4429	left	correct
241.8138	0.5	congruent	male	male	0.4831	left	correct
246.8303	0.5	congruent	male	male	0.4265	left	correct
252.8468	0.5	incongruent	male	female	0.4148	left	correct
257.3634	0.5	congruent	female	female	0.5041	right	correct
261.88	0.5	congruent	male	male	0.4033	left	correct
266.8965	0.5	congruent	female	female	0.6617	right	correct
272.4131	0.5	congruent	male	male	0.4939	left	correct
277.4296	0.5	incongruent	female	male	0.4043	right	correct
281.9462	0.5	incongruent	female	male	0.7235	right	correct
286.9627	0.5	incongruent	female	male	0.4809	right	correct
292.4793	0.5	congruent	male	male	0.4441	left	correct
298.9958	0.5	incongruent	male	female	0.5124	left	correct
304.0123	0.5	congruent	male	male	0.5798	right	incorrect
309.0289	0.5	incongruent	female	male	0.401	right	correct
313.5455	0.5	congruent	male	male	0.4593	left	correct
318.062	0.5	incongruent	female	male	0.4287	right	correct
323.5786	0.5	incongruent	female	male	0.4289	right	correct
328.5951	0.5	congruent	female	female	0.4513	right	correct
333.1117	0.5	incongruent	female	male	0.5355	right	correct
337.6282	0.5	congruent	female	female	0.3899	right	correct
342.1448	0.5	incongruent	male	female	0.3522	left	correct
346.6614	0.5	congruent	female	female	0.5534	right	correct
351.1779	0.5	incongruent	male	female	0.5248	left	correct
356.1945	0.5	incongruent	male	female	0.4541	left	correct
360.7111	0.5	congruent	female	female	0.5013	right	correct
365.2276	0.5	congruent	male	male	0.4917	left	correct
371.2442	0.5	incongruent	male	female	0.5249	left	correct
375.7607	0.5	congruent	male	male	0.4423	left	correct
380.7773	0.5	congruent	male	male	0.3455	left	correct
385.7938	0.5	incongruent	female	male	0.4489	right	correct
390.8104	0.5	congruent	female	female	0.4651	right	correct
395.3269	0.5	congruent	male	male	0.4485	left	correct
399.8435	0.5	incongruent	female	male	0.3257	left	incorrect
406.36	0.5	incongruent	female	male	0.4921	right	correct
410.8766	0.5	incongruent	female	male	0.5054	right	correct
415.8931	0.5	congruent	female	female	0.4717	right	correct
420.4097	0.5	incongruent	male	female	0.379	left	correct
426.4262	0.5	congruent	female	female	0.4953	right	correct
430.9428	0.5	incongruent	female	male	0.5996	right	correct
435.4594	0.5	congruent	male	male	0.4008	left	correct
439.9759	0.5	incongruent	female	male	0.5262	right	correct
444.4925	0.5	congruent	male	male	0.3375	left	correct
449.509	0.5	incongruent	male	female	0.7178	left	correct
454.0256	0.5	incongruent	female	male	0.4731	right	correct
458.5422	0.5	congruent	female	female	0.4614	right	correct
465.0587	0.5	incongruent	male	female	0.5227	left	correct
469.5752	0.5	congruent	female	female	0.454	right	correct
474.5918	0.5	incongruent	male	female	0.4523	left	correct
