onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0241	0.5	incongruent	male	female	0.8838	right	incorrect
6.0406	0.5	incongruent	female	male	0.6341	left	incorrect
10.5571	0.5	congruent	male	male	0.5934	right	incorrect
15.0736	0.5	congruent	female	female	0.5127	left	incorrect
19.5901	0.5	congruent	male	male	0.408	right	incorrect
24.1066	0.5	congruent	male	male	0.5803	right	incorrect
28.6231	0.5	incongruent	female	male	0.6447	left	incorrect
33.1396	0.5	congruent	male	male	0.527	right	incorrect
37.6562	0.5	congruent	female	female	0.4112	left	incorrect
42.1727	0.5	incongruent	female	male	0.4895	left	incorrect
46.6892	0.5	incongruent	female	male	0.5258	left	incorrect
51.7057	0.5	congruent	male	male	0.5281	right	incorrect
58.2221	0.5	congruent	female	female	0.5594	left	incorrect
63.7386	0.5	congruent	male	male	0.5067	right	incorrect
68.2551	0.5	congruent	female	female	0.498	left	incorrect
72.7716	0.5	congruent	female	female	n/a	n/a	miss
77.2881	0.5	incongruent	female	male	0.5207	left	incorrect
82.8046	0.5	incongruent	female	male	0.4549	left	incorrect
87.3211	0.5	congruent	male	male	0.4083	right	incorrect
91.8376	0.5	congruent	male	male	0.4575	right	incorrect
96.8541	0.5	incongruent	female	male	0.4069	left	incorrect
101.3706	0.5	congruent	male	male	0.4632	left	correct
105.8872	0.5	congruent	male	male	0.5204	right	incorrect
111.9036	0.5	congruent	male	male	0.4327	right	incorrect
117.4201	0.5	congruent	female	female	0.482	left	incorrect
122.4366	0.5	congruent	male	male	0.3343	right	incorrect
126.9531	0.5	incongruent	female	male	0.4096	left	incorrect
131.4696	0.5	congruent	female	female	0.4359	left	incorrect
136.4861	0.5	incongruent	female	male	0.4462	left	incorrect
141.0026	0.5	incongruent	male	female	0.6255	right	incorrect
145.5191	0.5	incongruent	male	female	1.3678	right	incorrect
150.0357	0.5	incongruent	male	female	0.4961	right	incorrect
154.5522	0.5	incongruent	male	female	0.3094	right	incorrect
161.0686	0.5	congruent	female	female	0.4647	left	incorrect
167.0851	0.5	incongruent	male	female	0.464	right	incorrect
172.6015	0.5	congruent	male	male	0.4323	right	incorrect
177.618	0.5	congruent	female	female	0.3796	left	incorrect
182.1346	0.5	congruent	male	male	0.5738	right	incorrect
187.651	0.5	incongruent	female	male	0.5032	left	incorrect
192.1675	0.5	congruent	female	female	0.4705	left	incorrect
198.68400000000003	0.5	incongruent	female	male	0.4498	left	incorrect
204.2005	0.5	incongruent	female	male	0.601	left	incorrect
208.717	0.5	congruent	female	female	0.3974	left	incorrect
213.7335	0.5	incongruent	female	male	0.4746	left	incorrect
218.75	0.5	congruent	male	male	0.334	right	incorrect
224.2664	0.5	congruent	female	female	0.3943	left	incorrect
229.2829	0.5	incongruent	male	female	0.4106	right	incorrect
233.7995	0.5	incongruent	male	female	0.4638	right	incorrect
238.316	0.5	incongruent	male	female	0.4612	right	incorrect
244.3324	0.5	congruent	male	male	0.4505	right	incorrect
249.3489	0.5	incongruent	male	female	0.4408	right	incorrect
253.8654	0.5	congruent	female	female	0.3421	right	correct
258.8819	0.5	incongruent	male	female	0.4624	right	incorrect
264.8984	0.5	congruent	male	male	0.4717	right	incorrect
269.4149	0.5	incongruent	male	female	0.45	right	incorrect
273.9314	0.5	congruent	female	female	0.3563	left	incorrect
278.4479	0.5	incongruent	female	male	0.3806	left	incorrect
282.9644	0.5	congruent	female	female	0.5889	left	incorrect
287.481	0.5	incongruent	male	female	0.5791	right	incorrect
293.9974	0.5	incongruent	female	male	0.4324	left	incorrect
298.5139	0.5	incongruent	female	male	0.4328	left	incorrect
305.0303	0.5	congruent	female	female	0.4681	left	incorrect
310.0468	0.5	incongruent	male	female	0.5104	right	incorrect
316.5633	0.5	congruent	female	female	0.4216	left	incorrect
321.0798	0.5	congruent	female	female	0.6129	left	incorrect
325.5963	0.5	incongruent	female	male	0.5072	right	correct
330.6128	0.5	congruent	female	female	0.5106	left	incorrect
336.6293	0.5	congruent	female	female	0.5618	left	incorrect
341.1458	0.5	congruent	female	female	0.4921	left	incorrect
346.6623	0.5	incongruent	female	male	0.5364	left	incorrect
351.6788	0.5	incongruent	male	female	0.3917	right	incorrect
356.1953	0.5	incongruent	female	male	0.478	left	incorrect
360.7118	0.5	incongruent	male	female	0.4363	right	incorrect
365.7283	0.5	incongruent	male	female	0.4966	right	incorrect
371.7447	0.5	congruent	female	female	0.4129	left	incorrect
376.7612	0.5	congruent	male	male	0.4383	right	incorrect
381.2777	0.5	incongruent	female	male	0.4866	left	incorrect
385.7942	0.5	congruent	male	male	0.6669	right	incorrect
390.8107	0.5	incongruent	male	female	0.5022	right	incorrect
396.3272	0.5	congruent	male	male	0.4615	right	incorrect
401.8437	0.5	incongruent	male	female	0.4567	right	incorrect
406.8602	0.5	congruent	male	male	0.381	right	incorrect
411.3767	0.5	congruent	female	female	0.6253	left	incorrect
416.3932	0.5	congruent	male	male	0.4566	right	incorrect
420.9097	0.5	incongruent	female	male	0.48	left	incorrect
425.4262	0.5	congruent	male	male	0.4852	right	incorrect
430.4427	0.5	incongruent	female	male	0.3566	left	incorrect
435.4592	0.5	incongruent	male	female	0.4828	right	incorrect
440.4757	0.5	incongruent	male	female	0.4242	right	incorrect
444.9922	0.5	congruent	male	male	0.5114	right	incorrect
450.0087	0.5	incongruent	male	female	0.4607	right	incorrect
455.0252	0.5	incongruent	male	female	0.467	right	incorrect
459.5417	0.5	congruent	female	female	0.5893	left	incorrect
464.0582	0.5	incongruent	female	male	0.4167	left	incorrect
469.5747	0.5	incongruent	female	male	0.4319	left	incorrect
