csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
41791.97265625	n/a	n/a	1746568978.5007474	24003.541015625	n/a	576169981.2887918	n/a	25471.306640625	n/a	648787461.9807472	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	n/a	0.0	n/a	-0.0338497	n/a	n/a	0.0011458021900899993	-0.0199334	n/a	n/a	0.00039734043555999995	-0.000201656	n/a	4.0665142335999983e-08	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41608.26953125	-183.703125	33746.838134765625	1731248093.385147	24074.791015625	71.25	579595562.4460182	5076.5625	25469.4296875	-1.876953125	648691848.6065062	3.5229530334472656	0.94554	19.014149	0.12842347500000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0368689	0.07071859999999999	0.00500112038596	0.00135931578721	0.0231224	0.043055800000000005	0.0018538019136400004	0.0005346453817600001	9.13255e-05	0.00029298149999999995	8.340346950249998e-09	8.583815934224996e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41784.11328125	175.84375	30921.0244140625	1745912122.7003324	24077.419921875	2.62890625	579722150.0943031	6.911148071289063	25538.765625	69.3359375	652228549.6486816	4807.472229003906	1.019352	20.498463	0.15971775499999996	-0.017504336000000002	0.0180896926	-0.0164040804	-0.036999694900000005	-0.011408357	0.031415555299999995	-0.0347264208	0.0040252474	-0.0225992645	0.0550990586	0.0007329435000000001	-0.036105720699999996	0.0095254713	-0.00042529510000000016	0.027582615699999997	-0.034969386	0.0206148218	0.0288930013	-0.10544976369999999	0.0119613174	-0.046057290599999995	0.011812370400000001	-0.0642675987	0.023838186	-0.0327512266	0.0165974257	-0.06371942309999999	0.0340519059	-0.0709655245	0.0348099058	0.0078653866	-0.0377822906	0.061536288	0.0147909024	-0.007571734799999999	0.0663033906	-0.054048190999999995	0.03538877	-0.0354782681	0.0947364028	-0.030224955699999997	0.0571191462	-0.0226579873	0.0976603442	-0.0319298159	-0.029908212799999997	0.0217997165	-0.0033694884	0.0397579026	-0.04594739690000001	-0.0358913326	-0.0144065165	0.0270128525	-0.044275007400000004	0.0215013059	-0.0571894728	-0.0024186785000000002	0.0346572883	-0.0023156858	0.0082200174	-0.0467450017	0.0282694976	-0.0098095486	0.0797957686	-0.0394136448	0.011107801799999999	-0.0236338382	0.0625804774	-0.0334497573	0.0149237517	-0.058553065	0.0816686067	-0.0541367533	0.012931308400000001	0.0843390997	-0.0263028292	0.0671278648	0.040863297	0.056489315199999994	-0.009411661600000001	0.059544366200000004	-0.0668343589	0.02657505	-0.013166561100000002	0.0142466611	-0.0850585301	0.0642196798	-0.0655914933	0.013932731499999998	-0.0123399716	0.0302051777	-0.0719144031	0.0982687232	-0.1306453968	0.0237448243	-0.0288223025	0.0907199469	0.09071426070000001	0.0907047839	0.090691517	0.0906744606	0.0906536152	0.0	0.0	-0.00548743	-0.00548743	3.01118880049e-05	3.01118880049e-05	0.043197	0.006328099999999996	4.004484960999995e-05	0.001865980809	0.118479	0.0953566	0.00909288116356	0.014037273441000002	0.000586599	0.0004952735	3.4409838680100003e-07	2.4529583980225e-07	-0.000555639	-0.000555639	3.08734698321e-07	3.08734698321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41834.42578125	50.3125	2531.34765625	1750119180.446915	24085.123046875	7.703125	580093152.1831093	59.338134765625	25587.775390625	49.009765625	654734249.4410744	2401.957126617432	0.965674	19.419037	0.09764657000000004	-0.0419509194	-0.0060720916	0.0562911165	-0.0293991752	0.0073519558999999984	-0.0054385802	0.0859374551	0.044343803099999995	0.0019387487	-0.023299675699999998	-0.0487053286	0.018397503500000002	-0.0068331081000000005	-0.1163022653	-0.0139390781	-0.0204996789	0.0034274919	0.015138093799999999	0.011195073600000001	-0.0006862836999999999	-0.0979188201	-0.0188526425	-0.0218044003	0.0870341976	0.0887584335	0.0628395716	-0.0593892603	-0.0108166545	-0.0870649293	-0.006201790699999999	0.0384370762	-0.0864716886	-0.049051160999999996	-0.1138007262	0.1300318707	0.06270207400000001	0.051682735099999995	-0.0523050949	0.0023162761	-0.0441741654	0.1338148407	0.13536257470000002	0.025946619100000002	-0.06458081809999999	0.0200526522	-0.0471126025	0.0059647215	0.0675062686	0.0405588821	-0.0223026922	-0.0298798978	0.0061363730000000005	-0.0047320604999999995	0.08863078560000001	0.0072717078	0.0269113298	0.0162961056	0.0232249242	-0.0175789857	-0.111848238	0.0237203576	-0.0056349569	-0.014875369099999999	-0.041410579700000005	-0.0039144707	-0.025752635299999996	0.0002963991	-0.0127818175	-0.1586552165	0.1320080961	0.0329013562	0.0288674581	-0.08156283480000001	0.026085044900000003	0.0297331429	0.0431075808	0.0465529312	0.012432928999999999	0.062727405	-0.0073918225	-0.025704130899999997	0.0166586466	-0.0111466073	0.0652963567	-0.0363132066	0.0345940769	0.1094351875	-0.0811610682	-0.0550917026	0.1209096744	0.0516879453	-0.0386330237	-0.0557643038	0.0706207494	-0.0743884024	-0.0966001634	0.0907047839	0.0906536152	0.0905683553	0.0904490364	0.0902957033	0.09010841369999999	0.0	0.0	-0.0202767	-0.014789269999999997	0.00041114456288999986	0.0002187225071329	0.029223500000000006	-0.013973499999999995	0.0001952587022499999	0.0008540129522500001	0.118554	7.499999999999174e-05	5.624999999998761e-09	0.014055050916	-0.0006899539999999999	-0.001276553	4.760365221159998e-07	1.6295875618089996e-06	-0.000456016	9.962300000000002e-05	2.07950592256e-07	9.924742129000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41754.46875	-79.95703125	6393.126846313477	1743435660.5947266	24119.603515625	34.48046875	581755273.7509499	1188.9027252197266	25631.376953125	43.6015625	656967484.5131874	1901.0962524414065	1.015513	20.42127	0.14629795999999998	0.0065112864	-0.0013653097000000001	-0.0013650995000000002	-0.016444795800000002	0.0273363548	0.06530915429999999	-0.0438065639	-0.012243528600000001	-0.09213441300000001	0.029565588599999998	0.0062271175	0.0851525834	0.034151461699999996	-0.0354223633	-0.026207472599999997	-0.0369702394	-0.0315658854	-0.0345073524	-0.022891047999999997	-0.040340276800000005	-0.0482144975	-0.1552425986	0.053471085099999996	-0.11267059800000001	-0.047282664800000006	-8.51379e-05	0.0198495964	-0.060196890499999996	-0.0483851133	0.0490083236	0.0309467606	0.0043803945	-0.0271423848	-0.0358524608	-0.0517351637	0.08158892150000001	-0.044559102	0.0360016306	-0.0602067818	-0.09320771439999999	0.0264843973	-0.031150047799999997	-0.1090113	0.0404989497	0.0475747317	0.0058228556	0.005900951800000001	0.0431205366	0.017071936200000002	-0.0373430404	-0.0209189326	0.030217867599999997	0.069376522	-0.08440485730000001	0.0756864963	-0.0027582111	0.0105769818	-0.0280833362	-0.010407198199999999	-0.0565056082	0.0375584904	0.0898439385	-0.0007650166000000001	0.0490294175	-0.0071113161999999995	-0.09414359609999999	0.0199598138	-0.0032128114	0.0940187409	-0.0628004311	0.0489585379	0.025138155699999998	0.0023273801	0.0115685722	-0.027646989700000003	0.0321724401	0.1135296246	-0.0365977877	0.0389537992	-0.042666971399999996	-0.0139667818	0.10786621369999999	-0.009350030799999999	-0.1297017359	-0.1047059886	0.0806412485	-0.0096874925	-0.0278733808	0.0247970347	-0.026705444300000002	-0.0166607128	0.0269759396	-0.050381548	-0.0017488069	-0.1299107591	0.032753128799999996	0.0906744606	0.0905323647	0.0902957033	0.0899647235	0.0895397709	0.08902128960000001	0.0	0.0	-0.00689439	0.013382309999999998	4.75326134721e-05	0.00017908622093609994	-0.0206653	-0.049888800000000004	0.0024888923654400002	0.00042705462408999985	0.050735	-0.06781899999999999	0.004599416760999999	0.002574040225	-0.000894487	-0.00020453300000000007	8.001069931689999e-07	4.183374808900004e-08	-0.00055564	-9.962400000000003e-05	3.087358096000001e-07	9.924941376000009e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41714.86328125	-39.60546875	1568.5931549072266	1740129818.5733795	24070.3984375	-49.205078125	579384080.9400023	2421.139713287353	25608.5625	-22.814453125	655798473.3164062	520.4992713928224	0.816667	16.422609	0.054550629	-0.0160575384	0.0048697518	0.0213302229	-0.0126492423	0.0076261903	0.0247947509	0.0056287635	0.0388028931	-0.0304178188	-0.0040683421	-0.006274639100000001	0.0014313659	-0.0070630086	0.0727566853	0.0294668972	-0.0104023357	-0.0236696485	-0.08486817880000001	0.0241852312	0.0221111271	-0.030963346699999998	-0.0167346473	0.1223376118	-0.11120894460000001	-0.0647714177	0.019703670700000002	-0.0868098259	-0.033418009900000004	-0.028274598999999997	-0.0355881389	-0.009897620400000001	0.0650100928	0.0391079757	0.0473900451	0.0065328821999999995	0.1638935351	0.1023616569	-0.0581182983	0.0252410125	0.06460000269999999	0.0314470529	-0.0231667438	-0.0170851552	-0.06817678370000001	0.09563532720000001	-0.0134814329	-0.0027075324	0.0432356154	0.0138187832	-0.0001730759	-0.0141990626	0.0027076914	0.0281211681	-0.0096566266	0.0051881809000000004	0.0049464102	0.0303008097	-0.012074012299999999	0.005361516899999999	0.0309157073	-0.051147063099999994	0.06885442559999999	0.025513002000000003	-0.026164000099999998	0.0161337369	0.016205711100000002	0.0766449738	-0.07143492530000001	0.1321545965	0.0084410245	-0.022812207999999997	0.0263406278	0.028042532599999996	0.0689911726	-0.0499088654	0.07195133349999999	0.11674690609999999	0.0789297418	0.0387929755	0.049538932599999995	-0.0496926864	-0.0160485392	-0.018307828600000003	0.0085152287	0.0710392994	-0.0756388132	-0.0722853307	0.0757886567	-0.033763525600000004	0.0331955626	-0.015114641399999997	-0.0198792071	-0.1067406696	-0.0389744064	-0.0737762507	-0.047559795599999996	0.0906289818	0.09035059039999999	0.08988723800000001	0.0892398731	0.088409821	0.087398781	0.0	0.0	-0.0116439	-0.004749509999999999	0.00013558040720999996	2.2557845240099986e-05	-0.0009319310000000002	0.019733369	0.0003894058520901609	8.684953887610005e-07	0.0679483	0.017213299999999997	0.00029629769688999997	0.004616971472890001	-0.0006373980000000001	0.00025708899999999995	4.0627621040400007e-07	6.609475392099997e-08	-0.00055564	0.0	3.087358096000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41568.55078125	-146.3125	21407.34765625	1727944414.05336	24018.009765625	-52.388671875	576864793.1016579	2744.572940826416	25567.0234375	-41.5390625	653672687.4536742	1725.4937133789062	0.8275620000000001	16.641691	0.090944891	0.0168378506	0.0261351354	-0.0237813968	0.0004280748	-0.0204379615	0.031886479700000005	-0.0715334363	0.0584030611	0.0205167672	0.046445937	0.0495452653	-0.0414573138	0.0091983939	0.0802091685	-0.0360711755	0.0413517753	0.0451601653	-0.0525427391	-0.0332818941	0.008519256999999999	0.0681568172	-0.029737674500000002	0.0452309509	-0.062619045	-0.06565846410000001	-0.0233789126	-0.038208286099999995	0.0596450713	0.1284336662	-0.001865522	-0.0320380445	0.0673262466	0.0555816354	0.10562048380000001	0.00416496	-0.0128007725	-0.048266272400000004	0.049606048300000004	0.1144260149	-0.0199559741	-0.0458757678	0.0630254801	0.06805173169999999	0.0057469927	0.1923279303	0.014835401399999996	-0.0055386261	0.0119378227	-0.0312253298	-0.028517466800000002	0.00021927009999999999	-0.021134554700000002	0.0287490342	-0.0599286727	-0.0649286284	-0.079714324	0.0487341652	-0.0168408354	-0.0326358967	0.052153701399999995	0.021644859500000002	0.026520321200000002	0.041934814300000005	0.0397569376	-0.0592912725	0.0532765017	0.0453737299	-0.0744015192	0.0984531834	-0.0731739017	-0.023169312799999998	-0.044215484299999996	0.13178876109999998	0.026586316800000002	-0.044460829199999996	-0.0737587584	-0.0152955244	0.0159010942	-0.023937058100000002	0.028281002599999997	0.038055702000000004	0.051468325499999995	0.008848159100000001	-0.026041999399999998	0.2041816808	-0.0444399498	-0.10069383359999999	-0.023929462000000002	-0.0191898951	-0.0708090164	-0.0783656323	-0.035262879	0.13826145380000002	0.0799637437	0.0998666536	0.0656966923	0.0905683553	0.09010841369999999	0.0893435737	0.0882764233	0.08691057349999999	0.0852506458	0.0	0.0	-0.008547539999999998	0.003096360000000001	7.306044005159996e-05	9.587445249600007e-06	0.0622632	0.063195131	0.0039936245821071605	0.00387670607424	0.052929	-0.015019300000000006	0.0002255793724900002	0.002801479041	-0.000444716	0.00019268200000000006	1.97772320656e-07	3.7126353124000026e-08	-0.00055564	0.0	3.087358096000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41697.3984375	128.84765625	16601.718521118164	1738673036.4556274	24068.62890625	50.619140625	579298897.4267732	2562.297397613525	25573.345703125	6.322265625	653996010.4515419	39.97104263305664	0.7536579999999999	15.15554	0.0553541	0.0029029127000000004	0.025041316	-0.038388192599999996	-0.028508023900000002	-0.0071942939	0.0174006671	0.0443391967	-0.0215173716	0.0048745458	-0.0002609325	0.0228550192	-0.030877815299999996	0.023822005499999997	0.0522941457	0.0634867575	0.0910486459	0.0419993809	-0.056439297199999995	0.010097107099999999	-0.013021900500000001	0.065327995	0.048931557599999995	-0.016983871299999998	-0.0585605478	-0.054866116500000006	-0.038346329500000005	-0.0138422845	0.01504195	-0.0270288385	0.0661399562	0.1095568593	-0.0850399542	-0.0035158828000000004	0.066570856	0.0523939905	-0.0344120353	0.0291498051	0.0315848966	-0.0386453242	-0.0263722929	0.0486884976	-0.0269925472	0.0017090401	-0.0540908426	0.0011130505	-0.00246254	-0.009938615	-0.0585780681	0.0084650799	0.008382246	-0.0311108327	-0.0094289923	0.0170642329	0.0345572625	0.013097486799999999	-0.0014201849	0.0079981511	0.0125670302	-0.0037680491	0.0195294755	-0.0014477088	-0.0030439665	-0.0510660247	-0.056899574400000014	-0.0445128072	0.0666778176	-0.0234602584	-0.0959903876	0.0859494315	-0.0562303392	-0.0267411436	0.0364566587	-0.031915551699999996	-0.07825730269999999	0.1247420678	-0.005061562800000001	0.025820967	-0.0161734391	-0.08435270800000001	0.0304183271	-0.0403750089	0.0375530212	-0.0170622992	0.031854287	-0.0245940827	0.0190972927	-0.0402217984	-0.0252129696	-0.0409898815	0.0446568601	-0.0450425535	-0.0815629149	-0.010317613599999999	-0.1211245376	0.10160983650000001	0.0028672219	0.09049259119999999	0.0898059965	0.0886655282	0.0870769501	0.0850482909	0.0825898032	0.0	0.0	-0.00804574	0.0005017999999999983	6.473393214759997e-05	2.5180323999999843e-07	0.0583563	-0.003906899999999998	1.5263867609999984e-05	0.0034054577496900004	0.10022	0.047291000000000014	0.0022364386810000006	0.0100440484	-0.000371628	7.308799999999996e-05	1.3810737038400006e-07	5.341855743999994e-09	-0.00055564	0.0	3.087358096000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41571.62890625	-125.76953125	15817.974990844728	1728200329.9189606	24044.765625	-23.86328125	578150753.9611816	569.4561920166017	25559.2265625	-14.119140625	653274062.4732057	199.3501319885254	0.837744	16.846458	0.07081826000000001	0.0249326948	0.0118688847	-0.0455389612	-0.0036442659	-0.0122165552	0.0364253132	-0.0197483431	0.0019615761	0.0564138707	0.017743483	-0.0415146242	-0.0330298698	-0.0501204311	0.0009838509	0.0133262137	0.0081025841	0.040358029	-0.017407206499999998	0.1065574252	-0.0138466915	0.1169253673	0.007507784399999998	-0.0189214741	-0.0379623361	-0.0581222608	0.07680719820000001	0.11482105890000001	0.024462377400000002	-0.0516311312	0.0252906275	-0.012983893600000001	-0.0277292965	0.024035215	-0.035735551000000004	-0.1081918051	0.0201863024	-0.015468138400000001	0.0023524702	0.0112095804	0.0442156462	-0.041156033	0.0664190707	0.1113218666	-0.0383772202	0.0370439228	0.0234597822	-0.0068966845	-0.0018488981	-0.0489586071	-0.0595303597	-0.005366907099999999	-0.0120555174	0.0326824331	9.53071e-05	-0.0404933373	-0.030164071400000006	-0.0322555677	0.032813797	0.028567295	-0.04713486730000002	-0.024266491400000003	-0.0775280044	0.0401773084	-0.079387065	0.0369177789	-0.0787596208	-0.07834674009999999	0.0010134121	0.1483553773	0.0496646928	-0.0076670188	-0.0580953438	-0.0314487293	-0.0770598123	0.0095853512	-0.007439881	0.027443464	-0.0609769905	0.0719506912	0.008550647199999999	-0.000470066	-0.052411482300000006	-0.017329638	-0.1089010669	0.0817431678	-0.0916366514	0.0373789286	0.1021920256	-0.0080927521	0.0577008739	-0.0481044634	-0.06743893570000001	0.1106523709	0.018932315800000002	0.0437509208	-0.035923336	0.09040170210000001	0.089443541	0.0878541213	0.08564466050000001	0.0828307522	0.0794322558	0.0	0.0	-0.010914900000000002	-0.0028691600000000025	0.00011913504201000004	8.232079105600014e-06	0.0293067	-0.0290496	0.00084387926016	0.0008588826648900001	0.08104360000000001	-0.0191764	0.0003677343169599999	0.0065680651009600004	-0.000139332	0.00023229600000000005	1.9413406224000004e-08	5.396143161600001e-08	-0.00055564	0.0	3.087358096000001e-07	0.0	0.000162166	0.000162166	2.6297811556e-08	2.6297811556e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41740.5	168.87109375	28517.44630432129	1742269340.25	24061.51171875	16.74609375	578956346.1915437	280.431655883789	25573.205078125	13.978515625	653988817.9678383	195.39889907836914	0.77856	15.656294	0.052142226999999985	0.0189306504	0.0057309672	-0.06559391269999999	-0.006230684100000001	-0.005720443299999999	0.054277828	-0.140434421	-0.054646263099999995	-0.0263414691	0.0909134202	0.026940563799999998	-0.07674367259999999	-0.037507506600000004	0.0812946654	0.0380241748	-0.0047275149	0.049920594400000004	-0.0417782671	-0.07473327490000001	-0.0570999375	0.031008370099999998	0.07089755589999999	-0.013592869399999999	0.032845869300000004	0.0527726766	-0.0028238457	-0.012888216499999999	0.0001345102	0.0365428322	0.021038944599999998	-0.1240719152	0.0165039493	-0.0955678661	-0.0405720272	-0.0390033504	-0.0099877327	-0.0449711668	0.1857403177	-0.12474628230000001	-0.04413491	-0.1038358291	-0.0490431833	-0.059590946799999996	0.0551625142	-0.0699902435	0.014326501200000001	-0.0055672525	-0.0702770938	0.0260395687	-0.028266935400000002	-0.0069202012	-0.0023426512	0.048854891	-0.1463194289	0.0090898917	-0.09853743949999999	-0.0574746234	0.0249756662	0.0557213945	0.0508391068	-0.09961014720000001	-0.0484241301	0.0091429836	0.0519732391	-0.08148502860000001	0.044455126	-0.014126363999999999	-0.0137728455	-0.0439771988	0.021273313399999997	-0.0126850984	-0.0108091503	0.0799771783	0.0007295402	-0.048174317800000005	-0.0196965916	-0.0512443285	0.0413441984	-0.050442922599999995	-0.0882951058	0.14397468730000001	-0.0041305595	-0.0360904938	-0.1575354898	-0.1222099197	-0.0837755595	-0.00041819110000000003	0.01851864	-0.0354017273	-0.069432693	0.0254511407	0.0448778663	0.0678716809	-0.0100740309	-0.0774967821	-0.038652017000000004	0.0902957033	0.08902128960000001	0.08691057349999999	0.08398338400000001	0.0802672203	0.07579699349999999	0.0	0.0	-0.0103375	0.0005774000000000022	0.00010686390625	3.333907600000025e-07	-0.000163627	-0.029470327	0.0008685001734869291	2.6773795129000004e-08	0.0679465	-0.0130971	0.00017153402840999998	0.00461672686225	-0.000264315	-0.00012498299999999998	6.9862419225e-08	1.5620750288999996e-08	-0.00055564	0.0	3.087358096000001e-07	0.0	0.000217131	5.4965e-05	3.021151225e-09	4.7145871161e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
