csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
40956.01171875	n/a	n/a	1677394895.9063873	23621.02734375	n/a	557952932.7741852	n/a	25084.869140625	n/a	629250659.8022804	n/a	n/a	n/a	n/a	-0.0318943821	-0.0230259758	-0.0152369099	0.0514428174	-0.049892220300000005	0.0301066758	-0.0176955115	0.0561079585	-0.0396433195	0.0756757948	-0.12260970310000001	0.0658723345	-0.0415559919	0.0723085547	-0.011086226299999998	0.015165418600000001	-0.0178309779	0.055717387699999996	-0.0192267576	0.0036015308	0.1720128813	-0.16341007230000001	-0.0627068596	0.0208773819	-0.0557695391	0.1090480727	-0.0685032933	-0.0032442802	0.039997350699999996	0.0380755479	-0.0157654691	0.0459979496	-0.07010153400000001	0.0341771059	-0.0074520411	0.0261328717	-0.0759065846	0.0715594823	-0.0443733996	0.0403367989	-0.0036229414000000003	0.1351744385	-0.0220756616	0.0377728967	-0.1305582011	0.0891570644	-0.1343418107	0.0824546685	0.1365985601	0.022914165	-0.088927344	0.0065507816000000005	-0.12465352980000001	0.013241972	-0.1372228714	0.030235019100000007	-0.0417180766	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.0246312	n/a	0.0006066960134400001	n/a	-3.70335e-05	n/a	n/a	1.3714801222499995e-09	0.0145191	n/a	n/a	0.00021080426480999997	0.00246543	n/a	6.078345084899998e-06	n/a	0.00157592	n/a	2.4835238464e-06	n/a	-0.000952838	n/a	n/a	9.07900254244e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40674.46484375	-281.546875	79268.64282226562	1654412090.3254547	23642.955078125	21.927734375	558989324.8262367	480.82553482055664	24984.33984375	-100.529296875	624217237.4279938	10106.139530181883	0.8957299999999999	22.454714000000006	0.08974973349999997	-0.0308057117	-0.038482282400000005	-0.0026927140999999997	0.0674937382	-0.040218533199999996	-0.0087165488	-0.011148219099999999	0.1154983175	0.0071777978	0.0091340415	-0.1041613401	0.0789882878	0.0087394492	0.0831227183	-0.0204221549	0.1258926866	0.0934428798	0.114273068	-0.011126403200000001	0.0285384479	0.0289489569	-0.0067874691000000004	0.0252139477	0.031010012000000007	0.0603513029	-0.0934030381	-0.0410333086	0.0220193671	0.04240076809999999	0.00048438940000000003	-0.0023435861	0.0722333479	-0.0716374367	0.0085481114	0.0393782933	0.09906689070000001	-0.059395003499999995	0.11842589210000001	-0.0094622792	0.049875980099999995	0.002595636	0.0086584035	0.0974406768	0.052803388	-0.1166478531	0.0078843344	0.0743243174	-0.018341884	0.0448396767	-0.0310095924	-0.0416881865	0.119501409	0.0373319469	-0.0428072038	-0.1629521995	-0.045742541	0.0236098269	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.0246215	9.700000000001372e-06	0.0006062182622500001	9.409000000002666e-11	0.0350484	0.0350854335	0.0012309876438829225	0.00122839034256	0.0348714	0.0203523	0.00041421611528999984	0.0012160145379599998	0.00270682	0.00024139000000000015	7.3268745124e-06	5.826913210000008e-08	0.0013263000000000005	-0.00024961999999999944	1.759071690000001e-06	6.231014439999973e-08	-0.000757802	0.000195036	3.8039041295999995e-08	5.74263871204e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40656.3515625	-18.11328125	328.0909576416016	1652938922.3735962	23617.7578125	-25.197265625	557798484.0899048	634.9021949768066	25034.193359375	49.853515625	626710837.1545753	2485.373020172119	1.110872	27.848038	0.35323255	0.10802231820000001	0.045718013099999996	0.0046191945	-0.008369494	-0.128132946	-0.0799957239	-0.037250828300000004	0.1674848758	-0.0015528602	0.1084965665	-0.054995801600000005	-0.1305506749	-0.1147923375	0.04971380190000002	0.026330604	0.0311067018	0.0487902178	-0.0076302354	-0.114179405	0.0183896123	0.013690045900000001	0.01839487	0.07791884519999999	0.0226200041	-0.09147609460000004	0.0455725625	0.0338900926	-0.1169288824	0.0076639642000000015	-0.0415098648	0.0043319378	-0.0019393214999999999	-0.1622126456	0.0232737335	0.1355094999	0.0328494599	-0.1276541098	0.0143825445	-0.1514123023	-0.1213978374	0.0240010359	-0.0634969433	0.021224375499999996	0.023524422799999996	-0.16021266720000002	-0.0049781354	0.059305655	0.0285350535	-0.0305637338	-0.09946164869999999	-0.0335315446	0.022977693900000002	-0.0143150835	0.0696644664	0.16906617399999999	-0.0014454893	-0.0995979293	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.013097200000000002	0.0115243	0.00017153664784000006	0.00013280949049	-0.0572461	-0.0922945	0.00851827473025	0.00327711596521	-0.119687	-0.15455839999999998	0.02388829901056	0.014324977968999997	0.00382126	0.00111444	1.46020279876e-05	1.2419765136e-06	0.00117157	-0.0001547300000000005	1.3725762649e-06	2.3941372900000156e-08	-0.000129865	0.0006279370000000001	3.943048759690001e-07	1.6864918225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40505.75	-150.6015625	22680.830627441406	1640715783.0625	23611.111328125	-6.646484375	557484578.1491127	44.17575454711914	25007.755859375	-26.4375	625387853.1221046	698.94140625	1.261286	31.618702000000006	0.32447815	-0.0268652182	-0.0178463436	0.0206024093	0.0211676832	-0.032528849900000004	-0.0559473391	0.0152577051	0.11016392470000001	-0.0918854259	0.0516388701	-0.0671795226	0.0039887067	-0.1363674721	0.0791048199	-0.1376073635	-0.0671443259	0.0858803759	0.0243161413	0.0934184691	0.1559441934	0.0513011617	0.0069974322	0.0774565292	-0.0169381456	0.029614015499999997	-0.0795287813	-0.028745640899999998	0.023233948900000002	0.004078116	-0.0180224236	0.0215842223	0.02550643	-0.0754687278	-0.041972408499999996	0.0515837146	0.0019982639	-0.0765802688	0.1557557722	-0.1617126332	0.033841515499999995	0.0352109773	0.0080281513	-0.055655326399999996	0.0254574188	-0.057435000300000004	-0.1833053467	0.046320901100000006	0.0567186527	0.05822908280000001	0.09962883300000001	0.0025306421	-0.10036580199999999	-0.0193500679	0.1327968437	-0.0567034206	-0.1542721866	-0.0852209893	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.0180516	-0.004954399999999996	0.00032586026255999987	2.454607935999996e-05	0.107477	0.1647231	0.027133699673610002	0.011551305529	-0.0978265	0.02186049999999999	0.0004778814602499996	0.00957002410225	0.00576949	0.0019482300000000004	3.32870148601e-05	3.7956001329000015e-06	0.000735318	-0.000436252	5.40692561124e-07	1.9031580750400005e-07	-0.000404186	-0.000274321	7.5252011041e-08	1.63366322596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40433.18359375	-72.56640625	5265.883316040039	1634842335.5258944	23595.615234375	-15.49609375	556753058.2886696	240.12892150878903	24987.544921875	-20.2109375	624377401.2227211	408.4819946289063	1.809645	45.365307	0.3917571500000001	0.0706381799	-0.0172255429	-0.035519138900000004	-0.0061312735	-0.0344825598	-0.035454499199999996	-0.1080331125	-0.0079295512	-0.0484420324	0.12627265740000002	-0.0288879333	0.0331294789	0.174544406	0.0751448469	0.008628212	0.09153481529999999	0.2280503671	-0.1439545653	-0.06821001759999999	0.0156101192	0.0161688955	-0.0866672817	-0.0600478148	-0.2382780904	-0.2707297733	-0.15909093289999998	0.0649007258	-0.0676033727	0.0197919297	0.0038829332	-0.0323513598	-0.0014685538	-0.060970083099999996	0.10587766779999999	0.051916352	-0.0859765129	-0.09879196009999999	-0.0459927514	0.1191456048	0.0573442109	-0.0417733137	-0.08492419699999999	0.1747577432	-0.2344436939	-0.1781957715	-0.06095489320000001	-0.0374213635	0.0316674885	0.1538636432	0.13249591300000002	0.1621463111	0.0031273358	-0.0783499282	-0.2002544633	0.0401249376	-0.027817425299999997	0.0870202417	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.013399800000000005	0.004651799999999992	0.00017955464004000018	2.163924323999993e-05	-0.0329717	-0.1404487	0.019725837331689998	0.0010871330008900002	-0.08469899999999997	0.013127500000000028	0.0001723312562500007	0.007173920600999996	0.00158411	-0.004185380000000001	2.5094044921e-06	1.7517405744400008e-05	0.00118612	0.0004508019999999999	1.4068806543999998e-06	2.0322244320399998e-07	-0.000369785	3.4400999999999985e-05	1.1834288009999986e-09	1.3674094622500002e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40738.6171875	305.43359375	93289.68019104004	1659634930.3496704	23663.4140625	67.798828125	559957165.0933229	4596.681095123291	24972.609375	-14.935546875	623631218.9963379	223.07056045532227	1.385923	34.743187	0.24977407	-0.07651083480000001	-0.050018257	-0.0008041199	0.0859517959	-0.0286343134	-0.0071876081	-0.032967221	0.1455367707	-0.07902226650000001	0.1129695074	-0.0471746049	0.028308837799999997	0.0105510332	0.0754133689	-0.05479806	0.07429208009999999	-0.0557318054	-0.07525064719999999	-0.0729315457	0.14168557269999998	-0.106404471	-0.026009192999999996	-0.0268068381	-0.0410401757	-0.018430695	0.0306579521	-0.0802128507	0.0398512014	0.0498885906	0.0066415921	-0.0020117918	0.0958445411	-0.067139035	0.0408881902	0.0723007536	0.0098015724	-0.1288549401	0.0806634431	-0.0290969643	0.0781604803	-0.013011499199999998	0.0338053112	0.0137554254	-0.0948975369	-0.0636423347	0.058400261399999986	0.045426685599999996	0.0939652978	-0.0929860249	0.053642122300000004	-0.0075414429000000005	-0.0178203199	-0.0016248285	0.0016346767	0.0165912469	0.0217891433	0.1382646598	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.00990048	0.003499320000000005	9.80195042304e-05	1.2245240462400038e-05	0.0272602	0.06023190000000001	0.0036278817776100006	0.0007431185040400001	0.0273677	0.11206669999999996	0.012558945248889992	0.0007489910032900001	0.0005783990000000001	-0.0010057109999999998	3.345454032010001e-07	1.011454615521e-06	0.000733837	-0.000452283	5.38516742569e-07	2.0455991208899997e-07	-0.000391314	-2.1529000000000007e-05	4.634978410000002e-10	1.5312664659600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40225.3359375	-513.28125	263457.6416015625	1618077651.284729	23548.076171875	-115.337890625	554511891.3964272	13302.829013824463	24850.697265625	-121.912109375	617557154.5877419	14862.562412261963	1.120375	28.08626	0.1086751	0.0094153814	-0.0403851202	-0.0531907226	0.0192503277	0.0038999721000000003	-0.007876352	-0.023565967400000002	-0.10659658429999999	0.0264392923	-0.041800151699999996	-0.0765726695	0.0083121822	0.0494010083	-0.000270726	-0.03624722	0.0898810096	0.0330547076	0.06306055690000001	-0.0351891644	-0.036357051200000004	-0.0879983463	-0.024769457	-0.0749688439	-0.0769123766	0.0519615996	0.055130175499999996	0.0398568964	0.0214341395	0.0435510126	-0.0318698502	-0.0504364741	0.021670307000000003	0.0008094946000000001	0.0248244634	-0.0472044904	-0.0181934502	0.0659807829	-0.0485992779	-0.0206438504	0.09071262449999999	-0.0238292653	0.0074475614	0.1199410317	-0.028428198300000002	-0.0657404367	0.0277890363	0.0159732989	-0.0279524188	-0.0390454244	-0.0404812848	0.054214922699999994	0.0598493918	-0.0628826029	0.0032218244	0.056324971200000004	-0.038076868199999996	0.0016952210999999998	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.00333963	0.00656085	1.11531285369e-05	4.30447527225e-05	0.07217919999999999	0.04491899999999999	0.0020177165609999988	0.005209836912639997	0.0527237	0.025356	0.0006429267359999997	0.00277978854169	0.000303067	-0.00027533200000000004	9.1849606489e-08	7.580771022400003e-08	0.0008819589999999998	0.00014812199999999974	7.778516776809996e-07	2.194012688399993e-08	-0.000604645	-0.000213331	4.5510115561e-08	3.65595576025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40403.44140625	178.10546875	31721.557998657227	1632438077.468277	23535.169921875	-12.90625	553904223.2515297	166.5712890625	24875.759765625	25.0625	618803423.9170876	628.12890625	0.769304	19.285389	0.0765568629	-0.022907841499999998	-0.0534669646	-0.0552949121	0.027719425899999997	0.031110884900000007	0.0007666982000000001	0.0203011705	-0.0463485957	0.0166274843	-0.046312843799999996	-0.0092488706	0.0132713097	0.0354758224	0.0313876559	-0.0343199286	0.0588718184	0.0799736992	0.0419680294	-0.020179291499999998	-0.014948571899999999	-0.0417892898	0.10210682689999999	-0.046211887400000005	-0.0281496051	-0.1265800313	-0.08203684309999999	0.006370149300000001	0.0363248125	0.0483399006	-0.0391073038	-0.052993905300000005	0.024200992299999998	0.0457037351	-0.023233153500000003	-0.0173747977	0.002739703	0.050835478899999995	-0.0113859892	-0.0011386909	0.0800024165	-0.07262026889999999	-0.0372756288	0.09009513470000001	-0.0039907469	-0.0957517855	-0.0643795413	0.074664589	0.045606491900000004	0.0202152482	-0.1784495622	0.0214176269	0.1252126773	0.0172252488	0.0806736527	0.1482749868	0.0265373852	-0.029056995099999997	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-9.44171e-05	0.0032452129	8.914588772409998e-09	1.0531406766326413e-05	0.0642406	-0.00793859999999999	6.302136995999984e-05	0.004126854688359999	0.0585385	0.005814800000000002	3.3811899040000024e-05	0.00342675598225	-0.000366424	-0.000669491	1.34266547776e-07	4.48218199081e-07	0.0007140089999999999	-0.00016794999999999983	5.09808852081e-07	2.8207202499999946e-08	-0.000250921	0.00035372400000000003	1.25120668176e-07	6.2961348241e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40513.61328125	110.171875	12137.842041015625	1641352861.1026766	23573.58203125	38.412109375	555713769.7840729	1475.490146636963	24955.787109375	80.02734375	622791310.2484474	6404.375747680664	0.8873809999999999	22.245424	0.13008434289999998	-0.0626825655	-0.0458557038	-0.0100788778	0.0380419132	0.035305832599999996	0.010931073000000001	0.014465442299999999	0.026332685699999997	-0.013279397	-0.0125621803	-0.0472062297	0.0659190707	-0.022735480699999998	0.0319302713	0.0195956935	-0.0373390149	-0.0823573174	0.0864769312	0.1092796001	0.0572022689	-0.033684553	-0.0639355737	-0.0964129026	0.0670621054	0.1171420808	-0.1067498199	-0.0316727837	0.0714697192	0.0230366995	0.0055508726	-0.0104677465	0.0336002374	0.0229888202	-0.0187035393	-0.0031268140000000003	0.023238589100000002	-0.0275709211	0.0656103492	-0.006249441999999999	0.028058404300000003	-0.058604217300000004	0.12224515779999999	-0.0170339769	0.0900585761	0.0872436533	-0.113825033	0.0037834976	0.0161453693	-0.08063532009999999	0.0637724767	-0.0634152674	0.178150924	0.0104867897	-0.0358495858	0.0232341073	-0.1196074669	0.0002074582	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.00276386	-0.0026694428999999996	7.6389220996e-06	7.125925396360409e-06	0.036803	-0.027437599999999996	0.0007528218937599999	0.0013544608089999994	0.0371047	-0.021433800000000003	0.0004594077824400001	0.00137675876209	0.000760991	0.001127415	5.791073020810001e-07	1.2710645822250002e-06	0.00101077	0.00029676100000000015	1.0216559929e-06	8.806709112100006e-08	-0.000397615	-0.000146694	2.1519129636000003e-08	1.5809768822499998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40472.2265625	-41.38671875	1712.8604888916016	1638001122.9263306	23556.294921875	-17.287109375	554899030.4463539	298.8441505432129	24943.205078125	-12.58203125	622163479.5694008	158.30751037597656	0.960525	24.07905	0.06917117	0.013479713	-0.033017015499999997	-0.026461946400000002	0.0169882645	-0.0225750033	0.0045722926	-0.0225630569	-0.0841317011	-0.0296307894	0.0378042698	-0.1108785855	0.0065012171	-0.054262621399999995	-0.0081466173	0.0405468575	-0.029918485800000002	0.022139661	0.026421444	-0.0156538876	-0.13819831789999998	-0.0590747967	0.0386529493	-0.0015565582999999999	-0.0405329035	0.0659558956	0.0670983891	0.012775323799999998	0.0044830221	0.023683170899999998	0.0079994671	-0.0264018039	0.010601349599999999	-0.04915068400000002	0.0204696083	-0.0553729714	-0.0595364772	-0.0062345988	0.0031217871	-0.0703102583	0.0053949772	-0.005713085400000001	0.0276976123	-0.031043150699999997	-0.0625809555	0.0025540316	0.0633506421	0.0183899772	-0.0939179415	-0.0023654267999999997	-0.07384412309999999	0.091577423	0.006290829	0.078268344	0.014554156799999999	0.120432681	0.1337691041	0.0859778953	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.00404708	-0.0012832199999999998	1.63788565264e-05	1.6466535683999996e-06	0.0562037	0.0194007	0.00037638716049000003	0.0031588558936899995	0.0472797	0.010174999999999995	0.00010353062499999994	0.0022353700320899995	0.000564882	-0.00019610900000000008	3.19091673924e-07	3.845873988100003e-08	0.000609003	-0.000401767	3.7088465400900003e-07	1.6141672228900006e-07	-0.000229246	0.00016836900000000003	2.8348120161e-08	5.255372851599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
