onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0196	0.5	congruent	male	male	0.6493	left	correct
6.5362	0.5	congruent	male	male	0.7385	left	correct
11.0527	0.5	incongruent	female	male	0.5149	right	correct
16.0693	0.5	congruent	male	male	0.4221	left	correct
21.0858	0.5	congruent	female	female	0.3495	right	correct
25.6023	0.5	incongruent	female	male	0.5008	right	correct
31.1189	0.5	congruent	female	female	0.5711	right	correct
36.1354	0.5	congruent	male	male	0.3204	left	correct
42.1519	0.5	incongruent	female	male	0.5407	right	correct
46.6685	0.5	incongruent	male	female	0.401	left	correct
52.185	0.5	incongruent	male	female	0.4973	left	correct
56.7015	0.5	incongruent	male	female	0.4526	left	correct
61.2181	0.5	congruent	male	male	0.4319	left	correct
65.7346	0.5	congruent	female	female	0.6342	right	correct
71.2511	0.5	incongruent	female	male	0.4976	right	correct
76.2677	0.5	congruent	male	male	0.5268	left	correct
82.7842	0.5	incongruent	male	female	0.5471	left	correct
89.3007	0.5	congruent	female	female	0.5484	right	correct
94.8172	0.5	incongruent	female	male	0.5327	right	correct
99.3337	0.5	congruent	male	male	0.5710000000000001	left	correct
103.8503	0.5	incongruent	male	female	0.3013	right	incorrect
108.3668	0.5	incongruent	female	male	0.5706	right	correct
113.3834	0.5	congruent	male	male	0.4049	left	correct
117.8999	0.5	incongruent	female	male	0.5122	right	correct
122.9165	0.5	congruent	female	female	0.4765	right	correct
127.433	0.5	incongruent	female	male	0.5178	right	correct
131.9496	0.5	incongruent	male	female	0.4991	left	correct
137.9661	0.5	congruent	male	male	0.4494	left	correct
142.4826	0.5	congruent	female	female	0.4607	right	correct
147.9991	0.5	incongruent	male	female	0.459	left	correct
152.5157	0.5	incongruent	female	male	0.6583	right	correct
158.5322	0.5	incongruent	male	female	0.4956	left	correct
163.5487	0.5	congruent	male	male	0.393	left	correct
169.0653	0.5	congruent	female	female	0.4472	right	correct
173.5818	0.5	congruent	female	female	0.4645	right	correct
178.5983	0.5	congruent	male	male	0.5599	left	correct
184.1149	0.5	congruent	female	female	0.4751	right	correct
188.6314	0.5	congruent	male	male	0.5025	left	correct
193.148	0.5	incongruent	female	male	0.6267	right	correct
197.6645	0.5	incongruent	male	female	0.537	left	correct
202.1811	0.5	incongruent	male	female	0.4493	left	correct
207.1976	0.5	congruent	female	female	0.5507	right	correct
211.7141	0.5	incongruent	female	male	0.513	right	correct
216.2307	0.5	congruent	male	male	0.3893	left	correct
221.2472	0.5	congruent	female	female	0.4336	left	incorrect
226.2638	0.5	congruent	female	female	0.5119	right	correct
230.7803	0.5	incongruent	female	male	0.5632	right	correct
236.2968	0.5	incongruent	female	male	0.5305	right	correct
240.8134	0.5	congruent	male	male	0.5978	left	correct
245.3299	0.5	incongruent	male	female	0.6111	left	correct
249.8465	0.5	congruent	female	female	0.4543	right	correct
254.363	0.5	incongruent	female	male	0.6147	right	correct
258.8796	0.5	incongruent	male	female	0.569	left	correct
263.3961	0.5	incongruent	female	male	0.4863	right	correct
267.9127	0.5	incongruent	female	male	0.5586	right	correct
272.4292	0.5	congruent	female	female	0.441	right	correct
277.4458	0.5	incongruent	male	female	0.5072	left	correct
282.4623	0.5	incongruent	male	female	0.5325	left	correct
287.9788	0.5	incongruent	male	female	0.4768	left	correct
292.4954	0.5	congruent	female	female	0.4641	right	correct
299.0119	0.5	incongruent	female	male	0.5464	right	correct
305.0284	0.5	incongruent	female	male	0.4907	right	correct
310.0449	0.5	incongruent	male	female	0.619	left	correct
314.5615	0.5	congruent	female	female	0.5633	right	correct
319.078	0.5	congruent	male	male	0.4697	left	correct
323.5946	0.5	congruent	female	female	0.5219	right	correct
328.1111	0.5	incongruent	male	female	0.4163	left	correct
332.6277	0.5	incongruent	male	female	0.5215	left	correct
337.1442	0.5	congruent	male	male	0.5019	left	correct
342.1607	0.5	congruent	male	male	0.4702	left	correct
346.6773	0.5	incongruent	male	female	0.4475	left	correct
351.1938	0.5	congruent	female	female	0.5458	right	correct
357.7103	0.5	congruent	male	male	0.5141	left	correct
362.2269	0.5	congruent	male	male	0.4193	left	correct
367.2434	0.5	congruent	female	female	0.3837	right	correct
373.7599	0.5	congruent	female	female	0.4909	right	correct
379.2764	0.5	incongruent	female	male	0.4643	right	correct
384.293	0.5	congruent	female	female	0.4885	right	correct
389.3095	0.5	incongruent	male	female	0.5399	left	correct
394.326	0.5	congruent	male	male	0.4502	left	correct
400.3426	0.5	incongruent	female	male	0.5244	right	correct
405.3591	0.5	incongruent	female	male	0.4838	right	correct
410.3756	0.5	incongruent	male	female	0.5121	left	correct
415.3922	0.5	incongruent	female	male	0.5083	right	correct
419.9087	0.5	congruent	male	male	0.4967	left	correct
425.9252	0.5	congruent	female	female	0.449	right	correct
431.4417	0.5	incongruent	male	female	0.6553	left	correct
435.9583	0.5	incongruent	female	male	0.5495	right	correct
440.4748	0.5	congruent	male	male	0.5739	left	correct
444.9914	0.5	congruent	male	male	1.0541	left	correct
449.5079	0.5	incongruent	male	female	0.5535	left	correct
454.5245	0.5	incongruent	female	male	0.6808	right	correct
459.041	0.5	incongruent	male	female	0.7341	left	correct
463.5576	0.5	congruent	male	male	0.4423	left	correct
468.5741	0.5	congruent	female	female	0.4307	right	correct
475.0906	0.5	congruent	female	female	0.7240000000000001	right	correct
