csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
36794.2578125	n/a	n/a	1353817407.9727173	24370.23828125	n/a	n/a	593908513.8849031	24849.044921875	n/a	617475033.5293617	n/a	n/a	n/a	n/a	-0.057629680499999995	0.0323728305	0.0130501855	-0.0314529625	0.0561825937	-0.0216848415	0.0115538352	-0.0697419307	0.0312355938	-9.531299999999999e-05	0.0053993986	-0.0398745202	0.0500704342	-0.0830790878	0.1246264331	-0.1433907566	0.1239766055	-0.06204239650000001	0.0189104696	-0.0242162326	0.1480676222	-0.0050376729999999995	0.062204341399999995	-0.0437370465	0.0726332898	-0.0880408299	0.21677560640000001	-0.10362735640000001	0.0771589515	-0.0465067327	-0.0234755245	0.0909738164	-0.0258761765	-0.020125350400000002	0.1274910486	0.00505881	0.04218805230000002	-0.059909858499999996	0.0137024774	0.1269789151	0.0030088701	-0.0919396898	-0.0402192431	0.0215775193	0.06437317940000001	0.0180411834	-0.0528878012	0.036683269	-0.0264792676	0.0059418917	-0.1213444918	0.0580794884	0.0548996364	-0.0638378292	0.023299929	-0.0375408458	0.0595134429	-0.0342401041	0.0107104199	-0.0165512275	0.0332757916	6.24213e-05	-0.1013273558	0.1068941897	-0.1836766004	0.061612780599999986	-0.1305304264	0.1135883811	-0.04424564	0.1117349867	-0.0471790347	0.0504230403	-0.0633538382	0.1105071026	-0.1260396174	0.051495802699999996	-0.11370269849999999	0.0366893863	0.0004220612	-0.1275761927	0.0044126812	0.039775510800000004	0.1615029376	-0.0801968243	0.0127662205	0.0195262051	0.037354959900000005	0.1047047116	-0.0821491627	0.0590031898	0.0669153751	-0.038747946400000004	-0.0239301988	-0.0312789406	0.1087452341	0.1217078847	0.1216831682	0.1216419777	-0.0178215	n/a	0.00031760586225	n/a	0.0284981	n/a	0.00081214170361	n/a	-7.411560000000002e-06	n/a	5.493122163360001e-11	n/a	-0.000416232	n/a	1.7324907782399998e-07	n/a	-0.0	n/a	n/a	0.0	-0.000533233	n/a	n/a	2.8433743228900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37098.71875	304.4609375	92696.4624633789	1376314932.8916016	24361.396484375	-8.841796875	78.17737197875977	593477638.6689186	24716.619140625	-132.42578125	610911261.7427101	17536.587539672848	1.6843130000000002	28.693783000000003	0.1907600024	-0.29436578350000003	0.0184739451	-0.1024099429	0.21902608640000001	-0.0437479807	-0.1688861412	-0.0483745117	0.0190018311	0.00031812619999999997	-0.0451379717	-0.0166321681	-0.15445492289999999	-0.2335964166	0.006754125400000001	0.0355705845	0.0391191685	0.1356715804	-0.0935490716	0.040011414700000004	-0.0764871147	-0.052500350700000004	0.0900962241	0.0838911404	0.0084695436	0.031383922	0.049326645499999995	-0.10641484849999999	-0.058672412699999996	-0.0769233948	0.027289423700000003	0.0997223278	0.1434897305	-0.1006019118	0.0641335553	-0.1626952318	0.10121962960000001	-0.1411209468	0.0633334633	0.1161663473	-0.1610229713	0.130511191	-0.020990457200000003	-0.1152428777	0.0744062399	-0.0275679701	0.0023479021	-0.2884470407	0.0792231079	-0.084271827	-0.09275229300000001	0.0337988087	0.2815990028	-0.0169222183	0.18319702359999998	0.1831902133	0.06820229400000001	0.0099941261	0.0217410715	0.0043212093	0.0138096204	-0.0475681011	0.2097416348	0.0030313114	-0.0023922692000000003	0.0619214644	0.1367496857	-0.0924806313	0.1802498392	-0.023260384199999998	-0.0596514493	0.029873393300000002	0.0062606687	-0.0472331639	-0.0515451797	0.0161758716	0.0629716484	0.2184085134	0.10515603529999999	-0.1432222796	0.1248887459	-0.1333227464	0.1432855315	-0.12113192619999999	0.0647369778	0.1297729302	-0.0784217692	-0.011492363500000002	-0.040654939	-0.015941393999999998	0.145460176	0.0003079172	-0.0407728941	-0.0541053883	-0.0315519304	-0.024148508	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0372648	-0.0194433	0.00138866531904	0.00037804191489	7.68604e-06	-0.028490413960000002	5.907521088159999e-11	0.0008117036876121628	-0.100303	-0.10029558844	0.010060691809	0.010059205060525862	-0.000692829	-0.00027659699999999995	4.800120232409999e-07	7.650590040899996e-08	-1.2004899999999998e-22	-1.2004899999999998e-22	1.4411762400999994e-44	1.4411762400999994e-44	-0.00110725	-0.0005740169999999999	3.294955162889999e-07	1.2260025625e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36049.53125	-1049.1875	1100794.41015625	1299568703.3447266	24344.9375	-16.458984375	270.89816665649414	592675981.8789062	24674.357421875	-42.26171875	608823914.1824379	1786.0528717041016	2.056786	35.039196000000004	0.09441388604000002	0.0394550959	-0.2120531827	0.2263784871	0.1102457465	-0.16293155869999998	-0.0587589351	0.0063134309999999996	0.07360331519999999	-0.026628794	-0.1708932252	0.0760906143	0.1778660131	-0.1149847673	-0.0481318084	0.1125337168	-0.0290753922	0.1489946059	0.2801009721	0.0743778351	-0.0931678941	-0.1066207806	0.0779274541	-0.0274466283	0.1500169412	0.0552740683	-0.0355272538	-0.045304022199999995	0.1575381714	-0.010860449099999999	-0.2935053843	-0.1548264497	-0.08806707609999999	-0.1522243207	-0.0170239729	-0.0747293051	-0.09471702900000001	0.0306887274	-0.0329547545	0.0245628958	0.1641463741	-0.0512840253	-0.024288339300000003	0.025474879	0.039531274	0.1243616752	0.0136441935	-0.0169358929	-0.19767296539999998	0.30773253710000004	-0.1265276837	0.0208766858	0.0934099075	-0.11954871519999999	0.1449151808	0.09948508	0.0101379842	-0.053398653	0.1016648229	0.0924418433	0.0074872452	-0.1228788647	-0.021437689700000002	-0.018840410800000002	0.19179523440000001	0.1493143861	-0.2146559646	-0.11499411609999999	0.1260854055	-0.0654717211	0.06146284530000001	0.1538092412	0.06678276080000001	0.098727847	0.0279757969	0.1252521468	0.118388041	0.1441407915	0.038347478500000004	0.1984483691	-0.0926369952	-0.0430616195	-0.2917085769	0.011745856200000002	-0.0102494661	0.0011839363000000001	-0.0610138243	0.11216079820000001	0.061487772999999996	0.039087878300000004	0.0261632523	-0.0201043903	-0.028749455099999998	0.044656623799999996	-0.0692129754	0.0388945491	0.1215101995	0.120893123	0.1198669825	-0.0392776	-0.002012800000000002	0.0015427298617600002	4.0513638400000085e-06	-0.0338548	-0.03386248604	0.0011461474830399998	0.0011466679608091947	-0.0908551	0.009447899999999995	0.008254649196010001	8.926281440999992e-05	-0.00095515	-0.00026232100000000004	9.123115225e-07	6.881230704100003e-08	0.000293703	0.000293703	8.626145220899999e-08	8.626145220899999e-08	-0.00153304	-0.00042579000000000016	1.8129712410000006e-07	2.3502116416e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36485.9296875	436.3984375	190443.5962524414	1331223065.1611938	24375.5234375	30.5859375	935.4995727539062	594166142.8521117	24767.39453125	93.037109375	613423831.8665924	8655.903720855713	1.7621080000000002	30.019085	0.1633815	0.0537647232	0.052512119	-0.0071695983999999985	0.0389064425	0.0267027101	0.1872254955	0.1374049736	0.0279759401	0.1329285183	0.087321306	0.1650404479	-0.0068931984	0.0782454608	0.0282957259	0.2571198613	-0.2157008281	0.039669225	-0.0449539278	0.0754967321	0.10166547390000001	-0.09262342300000001	0.026698649900000003	-0.0202143365	0.0472622843	0.0746882502	0.027210870800000002	0.0535297601	0.1204667296	0.026817110800000002	0.19948381510000002	-0.0292893681	-0.1187809915	0.0763876205	-0.0679350327	-0.0444851891	0.0695948561	0.1097299647	0.0313200718	0.0500859633	0.19416275600000002	-0.0009120506	-0.0584154234	-0.0693525116	-0.0511466151	-0.042483516900000004	-0.08563180349999999	0.057286475999999996	0.023423915099999998	-0.0197418207	-0.0008804014999999998	0.1355899321	-0.22564536570000002	0.02368391	0.046249621399999996	-0.1559495921	-0.1392170215	-0.0907544542	-0.0413514763	-0.0158038567	0.2319576073	0.0092555755	0.0021340101	-0.1276623743	0.20151720050000002	-0.2122632566	0.0026391084000000004	0.0818246512	-0.0048599815	-0.114010505	-0.129615789	0.0532116376	0.154128128	0.040036573799999996	-0.0276997825	-0.009239379300000001	-0.0595317749	-0.079828709	-0.162676845	-0.07088892299999999	-0.0349823182	0.0327088373	-0.0025414138	0.10728339869999999	0.1148814901	-0.1087949841	0.013970001299999998	0.0126096569	0.11430702890000001	0.08832315310000001	-0.0141523849	-0.1054015692	0.10840336	0.0563493338	-0.1004326626	-0.10660173419999999	0.1213126213	0.12010478890000001	0.1181006348	-0.037162400000000005	0.0021151999999999976	0.0013810439737600006	4.47407103999999e-06	-0.051074199999999986	-0.017219399999999996	0.0026085739056399995	0.00029650773635999983	-0.0159322	0.07492290000000001	0.00025383499684	0.005613440944410002	-0.00156434	-0.00060919	2.4471596356e-06	3.711124561e-07	0.0006493030000000001	0.00035560000000000013	1.2645136000000006e-07	4.215943858090001e-07	-0.00111535	0.00041769000000000013	1.7446493610000007e-07	1.2440056225e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36576.01171875	90.08203125	8114.772354125977	1337804633.2501373	24402.302734375	26.779296875	717.1307411193848	595472378.7400856	24659.06640625	-108.328125	608069556.0278473	11734.982666015625	1.5669959999999998	26.695173	0.20598585	-0.15284160460000001	-0.1085025933	-0.023151559199999998	0.1436335132	0.1030040616	-0.0833110925	-0.08060105440000001	0.0037953526000000003	0.11055209460000001	0.17439510079999998	0.1794356133	0.16903971559999995	-0.0330550166	0.041377613	0.06283339	-0.2018817945	0.0629848348	0.09656776199999999	-0.1542566678	0.1386587568	0.0612729135	0.0208564984	-0.10273519449999999	-0.015223023300000001	0.0906124384	0.0989071144	0.0265077129	0.012990668899999998	0.18650413710000002	0.0370627704	0.1701266561	-0.06196769940000001	0.1331806277	0.116824455	-0.1231948983	-0.0925445603	-0.0212050177	-0.056654567999999995	0.0077924435	-0.1167049955	-0.0621716247	-0.0318378659	0.0857795105	-0.1161997494	-0.0116573274	0.0698525999	-0.173209685	-0.0675223519	-0.0246452887	-0.10602958900000001	0.0399267714	-0.1085355091	0.1094001402	0.10263886	0.1082624025	0.0670053733	0.0332270892	-0.1243489915	-0.08932744599999999	0.2392286095	-0.22107544510000002	-0.1098565132	0.0018092817999999999	-0.0596311835	-0.06798285	-0.1784766313	0.1168118298	0.0709684547	-0.19606768460000001	0.0948408314	0.0203611351	0.1207367275	-0.0133611274	-0.0882358677	0.114323581	0.093728695	-0.09163918039999999	-0.0712293771	0.029920163	0.043397729	0.057636072300000014	0.11890898529999999	-0.0362865254	0.0230893081	-0.0649933484	0.0364441527	-0.1302852666	0.056615004800000014	-0.0923124076	-0.08432608859999999	-0.0392486692	-0.0148234531	-0.0014479898	-0.0153861437	-0.0161308803	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0288369	0.008325500000000003	0.0008315668016100001	6.931395025000006e-05	0.0764144	0.12748859999999998	0.005839160527359999	0.016253343129959994	-0.0381446	-0.022212399999999997	0.0014550105091599994	0.0004933907137599997	-0.00173594	-0.00017160000000000005	3.013487683600001e-06	2.9446560000000017e-08	0.00120883	0.0005595269999999999	3.130704637289999e-07	1.4612699688999996e-06	-0.00134341	-0.00022806	5.2011363599999985e-08	1.8047504281e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36339.82421875	-236.1875	55784.53515625	1320582824.249649	24368.373046875	-33.9296875	1151.2236938476562	593817604.951664	24598.296875	-60.76953125	605076209.1506348	3692.935928344727	1.128348	19.222422	0.2193963	-0.1036303579	-0.17727048539999998	0.0353080654	0.189693561	-0.032497395400000004	0.0148455055	-0.1331455293	0.1123291223	0.1031942285	0.0362636902	0.05218846269999999	0.0407280587	0.1434963491	0.08425756599999999	0.0526437368	0.12069884869999999	0.1517912578	0.1116450514	0.0716721723	0.127095461	0.0610783081	0.1659437076	-0.0684601963	-0.0312815305	-0.038045463599999996	-0.0648926333	-0.0459899218	-0.0557248379	-0.0605286284	-0.0016240917999999999	0.0948265731	-0.038544634	-0.09268509609999999	-0.059328790599999986	0.08542626119999999	0.0240320329	0.1096992521	0.0383672834	-0.0133639111	-0.030741306800000007	0.0743656377	0.0377893412	0.0690716428	0.0583126745	-0.08613740800000001	0.12358173199999999	-0.1293269524	-0.1504460678	0.0568709289	-0.1097866859	-0.0038423956	-0.1122478295	-0.0082167581	0.2077235647	-0.024519927900000002	0.1450493941	-0.035566231499999997	-0.12189542169999999	-0.0063183319	0.1166461544	0.1148380287	-0.16424960060000002	-0.0757521756	0.0294727624	0.13062535039999998	0.0514446035	-0.0131513551	-0.00747057	-0.2013432618	-0.024006699300000003	0.09932426189999999	-0.1008583057	-0.036338831	0.0349331455	-0.1040151016	-0.06052601	0.08295083860000001	-0.0313390931	0.0195218243	0.0549935775	0.1387249216	0.09471318570000001	0.0555732274	-0.0715290323	0.0242498188	-0.036855488	0.0550316629	-0.08051460469999999	0.0622959252	0.0689535195	-0.036005874300000004	0.0956325521	0.0121506025	0.053354469800000005	-0.0403951914	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0206626	0.008174300000000006	0.0004269430387599999	6.68191804900001e-05	-0.0392548	-0.1156692	0.0015409393230399998	0.01337936382864	-0.049831400000000005	-0.011686800000000013	0.0024831684259600004	0.00013658129424000027	-0.0010032900000000002	0.0007326499999999997	1.0065908241000005e-06	5.367760224999998e-07	0.0007487369999999998	-0.0004600930000000002	2.1168556864900017e-07	5.606070951689997e-07	-0.000858833	0.0004845769999999999	2.3481486892899995e-07	7.37594121889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36403.37890625	63.5546875	4039.1983032226562	1325205995.7920074	24322.7421875	-45.630859375	2082.1753273010254	591595787.5195923	24673.53515625	75.23828125	608783337.1067048	5660.798965454102	1.296561	22.088076	0.10017335	0.08841801839999999	-0.0816042648	0.0140619503	-0.0039565679	-0.1316587916	0.0574099431	-0.09862749009999999	0.18727599600000008	0.0415056112	0.12231910619999999	-0.0503890293	-0.1462467271	0.030931575099999997	0.0424826933	-0.0075109103000000005	0.013853943300000001	-0.05932461980000001	-0.0765805976	0.011415236399999999	-0.0083247435	-0.1054145237	0.022964519	-0.0644541332	-0.008785235	0.2063900053	-0.050104981500000007	0.0275196215	-0.164348474	-0.1067595458	-0.1020666715	-0.0116809698	-0.1120937506	-0.1196266362	-0.029233157200000002	-0.0543896609	0.07832003929999999	-0.1043071106	0.1574777325	0.006570699100000001	0.0183608035	0.10688414519999999	-0.0460219101	0.0003288515	0.0915470878	-0.07001324889999999	0.0537111245	0.07055611839999999	-0.0922409941	0.033834853	-0.1886705064	0.07885399809999999	-0.020324227900000002	-0.12631732029999998	0.0298895573	-0.09422774560000001	0.1588764778	-0.10880976210000001	-0.0885836924	-0.0823818054	0.029973795600000002	0.0802564687	0.1298510899	-0.0156654951	-0.044354327	-0.064185404	0.07348771379999999	0.0561689811	0.007428740899999999	0.096291208	0.0414221958	0.0594397105	0.021275607000000002	-0.0736011004	-0.196003788	-0.1513304193	-0.006878637900000001	0.127087589	0.0420030775	0.11979216529999999	-0.0240861092	-0.0709338154	0.014252032	-0.1020860503	-0.1560343844	-0.15342174150000001	-0.1333381251	0.09561202390000001	0.0407335608	0.09177798699999999	0.1342572383	0.0602879283	-0.1009891607	-0.0385548351	0.0919323731	-0.0631568164	0.120326335	0.1161887065	0.1093977275	-0.019740200000000003	0.0009223999999999934	0.00038967549604000017	8.508217599999877e-07	-0.0465312	-0.007276399999999995	0.0021651525734399995	5.2945996959999936e-05	-0.0455908	0.004240600000000004	0.00207852104464	1.7982688360000035e-05	-0.000147462	0.0008558280000000003	2.1745041444e-08	7.324415655840005e-07	0.000345984	-0.0004027529999999997	1.6220997900899978e-07	1.19704928256e-07	-0.000362735	0.000496098	2.4611322560400005e-07	1.31576680225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36702.203125	298.82421875	89295.91371154785	1347051714.2287598	24355.220703125	32.478515625	1054.8539772033694	593176775.4979286	24797.1328125	123.59765625	614897795.7207643	15276.380630493164	1.2439460000000002	21.191738	0.14636063550000006	0.1250592029	0.10223821460000004	0.0168875477	-0.1248805544	-0.041596438799999996	0.0956438219	0.06598489	0.04884620480000002	0.08124431650000001	-0.0149130554	-0.0151116168	-0.0847824563	-0.0504753071	0.014857251299999999	-0.11678701179999999	0.1831243557	-0.0911631993	-0.04563411	-0.15747433060000002	0.0765712623	0.0229512107	0.07758294519999999	-0.0861059497	0.1057623385	-0.0629551251	-0.1178072498	0.0697374489	0.1309792853	-0.059101727300000004	-0.0028027105	-0.0582163954	0.0067454474	-0.1541871158	0.0711510075	-0.031988685499999996	-0.08660653119999999	-0.14590558650000002	-0.0488220556	-0.0803450119	0.0226826535	-0.1573124752	0.020477341399999998	-0.0499219799	0.0341048889	0.048014447099999996	-0.1359195223	0.14074247880000001	0.0968690929	0.0015597693	-0.1123068726	0.0292262667	0.022663552400000002	-0.056507879500000004	-0.09899410019999999	-0.12042361039999999	-0.0666508963	-0.0986764291	-0.028287137200000007	0.0566000944	0.0340469897	0.0834431126	0.077367897	0.1520748022	-0.1784069875	0.1276256655	0.09463559140000001	0.1510679098	-0.0203344102	-0.033509363	0.1847805822	-0.026569298300000002	0.0178235445	0.0663102276	0.1282051728	0.0317050183	0.0553067979	-0.0103478253	-0.039049774100000004	0.0217461032	-0.0621885454	-0.0490269028	-0.1329348752	-0.1136245227	-0.0126906181	0.0234092556	-0.1063567927	0.1076388027	-0.10484820140000001	0.0010507369000000001	-0.1626764755	0.0559688505	0.0539771234	0.0134655378	-0.10098690980000001	-0.0180459239	0.1198669825	0.1143757435	0.10540925529999999	-0.0193685	0.00037170000000000264	0.00037513879225	1.3816089000000192e-07	0.0421273	0.0886585	0.00177470940529	0.00786032962225	-0.0334413	0.0121495	0.00111832054569	0.00014761035025	0.000162713	0.000310175	2.6475520368999998e-08	9.6208530625e-08	0.000125107	-0.000220877	4.878664912900001e-08	1.5651761449000003e-08	9.83171e-06	0.00037256671000000005	1.3880595340022412e-07	9.666252152409999e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36367.88671875	-334.31640625	111767.45948791504	1322623184.3878324	24381.703125	26.482421875	701.3186683654785	594467447.2756348	24805.314453125	8.181640625	615303625.118412	66.93924331665039	1.047328	17.842176000000006	0.09611574449999999	0.08827519660000001	0.030113107799999997	0.043600834500000005	-0.0358740198	0.0337898566	0.045388816	0.0722586554	0.0216365271	-0.0006410366	-0.0367141867	0.0229114931	0.011791190900000002	-0.0778915416	-0.20413469399999998	-0.056813777999999995	0.0290919296	-0.1359858665	-0.0288756567	0.0051371219000000004	-0.0778007164	-0.0634305125	-0.0450704449	0.0413621581	0.11803367949999999	0.0447704919	0.2229223923	-0.043685198200000004	-0.0092258573	-0.0399079195	0.0180095266	-0.09762055039999999	-0.1671084437	0.0346291569	-0.0083092612	0.07774705030000001	0.014709458600000001	0.0027326763	0.0622367167	0.0080113315	-0.0496252014	0.0270539973	-0.07268739980000001	-0.0218178899	-0.0662666625	0.1032830711	0.0435144999	0.0958765666	-0.008469759	0.052496763499999995	0.055105602000000004	0.081468208	-0.0753841244	0.0417242821	-0.0347413526	-0.0377053895	-0.056435384400000004	-0.0107141257	0.0089852333	0.0616602443	-0.0242159589	-0.012031117	0.0409969101	0.20289619879999998	0.0669375647	-0.005312119499999999	-0.0644603413	-0.0575441137	-0.0719213779	0.2049126354	-0.04741571309999999	-0.0210996985	0.094734433	0.0876807413	-0.022425370099999998	0.1380620487	-0.1823602869	0.09628530710000001	0.06206326440000001	0.056148967599999995	-0.016607486299999998	-0.035315125499999996	-0.015657274	-0.0291572054	0.041819342200000005	-0.1158675222	0.0554632694	-0.0336877443	0.0033737769	-0.0255432159	0.0217663886	0.0314496325	0.0687943575	-0.12317663779999999	-0.024764119900000003	0.0026919418	0.11934271980000001	0.112315068	0.1009072399	-0.012154	0.0072144999999999996	0.000147719716	5.204901025000001e-05	-0.00288168	-0.04500898	8.304079622400001e-06	0.0020258082806404	-0.0443705	-0.0109292	0.00196874127025	0.00011944741264	0.000464052	0.000301339	2.1534425870399995e-07	9.0805192921e-08	0.000253287	0.00012817999999999998	1.6430112399999998e-08	6.415430436899999e-08	0.000239574	0.00022974229	5.2781519814444114e-08	5.739570147600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36524.140625	156.25390625	24415.28321838379	1334012848.3947756	24379.43359375	-2.26953125	5.1507720947265625	594356782.352066	24811.359375	6.044921875	615603554.0354004	36.54108047485352	0.851643	14.508498	0.09883128	0.0555711997	0.0514514659	0.0031726764000000003	-0.061091524400000013	0.0760955239	0.1001101449	0.0907736658	-0.0291294648	-0.062143983099999994	-0.0683793152	-0.0492089453	-0.0212082558	0.0123470717	0.005532255600000001	-0.019814866299999997	0.0924794481	-0.1207491307	-0.1210567156	-0.12735720150000002	0.12304736179999999	0.0624306351	0.0161470378	-0.020438086299999998	0.0008271706	0.0377696461	0.0059189872	0.026777105099999997	0.033116500699999996	-0.0567199396	0.0441258395	0.0472647263	-0.10028116390000001	-0.0599996504	0.012512776100000001	-0.009381958900000001	0.1132990969	-0.0613260556	-0.0257619586	0.06862721299999999	0.11020301960000001	0.0258117335	-0.10611317960000001	0.1097382426	0.066104488	-0.07280997089999999	0.0568433003	0.0674503016	0.0343965262	-0.0186931214	0.0725000845	0.0345134421	-0.14506606460000002	0.0588626417	-0.058329889800000014	-0.0905993952	-0.0901434014	-0.019573161699999998	0.08212390509999999	0.0235470597	-0.078020177	-0.0053793116000000005	-0.0002213797	0.0862917101	-0.0677642279	0.0173361794	0.1783181601	0.1381941552	-0.0669317718	-0.0132592361	0.0529894484	-0.109682785	0.007738185600000002	-0.0094390463	-0.0518295028	0.029812997799999998	-0.0943025546	-0.0612187026	-0.09391744099999999	0.0231901563	-0.0351301613	-0.0727555627	0.0400808004	0.0798094751	-0.0022888488	-0.0759395992	-0.15238091310000001	0.0072721581	0.129336975	0.042637725700000004	0.0547549245	0.056862174400000014	0.0219565619	-0.0346100927	-0.0749191221	-0.1600280226	0.11875383099999999	0.1100111431	0.0959136145	-0.0117079	0.00044610000000000136	0.00013707492240999994	1.990052100000012e-07	0.0551896	0.05807128	0.00304589194816	0.0033722735608383994	-0.0235489	0.0208216	0.00055455069121	0.00043353902656	0.000230312	-0.00023373999999999994	5.3043617344000014e-08	5.4634387599999976e-08	0.000345984	9.269700000000004e-05	8.592733809000007e-09	1.19704928256e-07	0.000176165	-6.340900000000003e-05	4.020701281000004e-09	3.1034107225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
