csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
44146.66796875	n/a	1948928292.7430575	n/a	23893.4765625	n/a	n/a	570898222.2427367	25211.513671875	n/a	635620421.62714	n/a	n/a	n/a	n/a	-0.101226366	-0.0033903987	-0.0354746296	-0.07157007309999999	0.3312721414	-0.25086807780000003	0.3517220957	-0.14019766779999998	0.19572358539999998	0.1136178284	-0.0982488826	0.2238746334	-0.09173277769999999	0.038698082	-0.1406826425	0.04252524110000002	-0.0342386552	0.0886344068	-0.1072565226	0.1352370235	0.0518914988	-0.0264519566	0.0749002683	-0.029890347799999998	0.0017850557999999999	-0.1751197221	0.1227421178	-0.011102198700000001	0.0256476104	-0.046373852699999996	0.0283288469	-0.1806807486	-0.049075195	0.07110910299999999	-0.085505422	-0.0962216643	0.46992032170000003	-0.0656553059	0.09480632859999999	-0.2159289866	0.1263362017	-0.0871524293	0.2796205645	-0.1162950858	0.0017768691	-0.1642756735	0.0550457808	-0.0027117372999999998	0.12049953990000001	-0.08655122720000001	0.1789769218	-0.2095039879	-0.13714815060000002	0.0555111992	-0.037993162000000004	0.20035100420000002	-0.0038660273	0.1361840016	-0.056945950999999995	0.0568470845	-0.0309446906	0.0405865474	0.057504262	-0.06423056719999999	0.0178418089	-0.2429859111	0.05822487110000001	-0.0154299426	0.1434120059	-0.1002098163	0.1302618234	-0.0429573779	0.113617279	-0.0840236309	0.0271725425	-0.0537847399	0.0085640542	0.0206452174	-0.052442101500000005	-0.0777218666	0.1062035476	-0.0064141225	-0.0007207965	0.0801736913	0.0125768575	-0.0675351859	-0.10035386439999999	0.0132666711	0.08355348879999999	-0.1243885424	-0.12454871220000001	0.0250512182	0.1620246333	0.1217078847	0.1216831682	0.1216419777	-0.00712232	n/a	n/a	5.0727442182399987e-05	1.33491e-05	n/a	1.7819847081000004e-10	n/a	-0.00952351	n/a	9.069724272010003e-05	n/a	-0.0007579539999999999	n/a	n/a	5.744942661159999e-07	0.00106723	n/a	n/a	1.1389798729e-06	-0.0005034169999999999	n/a	2.534286758889999e-07	n/a	0.0	0.0	0.0	0.0	0.0
43854.5859375	-292.08203125	1923224707.7495728	85311.91297912598	23820.060546875	-73.416015625	5389.911350250244	567395284.4567909	25125.37109375	-86.142578125	631284272.5986482	7420.5437660217285	1.007308	15.345119	0.04371945216	-0.0151958058	0.0026749598	-0.0483452063	0.08167743969999999	0.1099467972	-0.0446403796	0.164473445	-0.0392026597	0.0753306088	0.080363965	-0.0561479825	0.0672587663	0.0001033606	0.0898072449	-0.0723142573	0.0210367004	0.170570592	0.1298768834	-0.0854370617	0.011901368600000002	-0.0126397512	0.0022130224	0.0408529983	-0.0072518383999999984	-0.0390468843	-0.0754371903	-0.12273673789999999	-0.0364410123	0.0369086021	0.0803351783	0.0984303772	-0.0344172632	-0.1859717795	-0.0436879043	0.0738017184	-0.0184878405	0.1777703045	0.0051972693	-0.0159083882	-0.0866334652	0.054212076799999995	-0.0387393161	0.08644370230000001	-0.14521535970000002	-0.1043459634	-0.0586498837	0.07550814780000001	0.0052115999	0.0953203189	0.0078889987	0.0947037125	-0.0205717292	0.0402615039	-0.001550932	-0.0646888005	0.0760666362	0.0420505759	0.0497821149	-0.09641525210000004	0.0784545479	-0.09830063650000001	-0.0926607035	0.11782408220000001	0.14525513	0.0052811572999999995	0.0014447281	-0.0256580644	-0.0364492367	0.1574728475	-0.0838258332	-0.0645150115	-0.11018746119999999	-0.148335998	-0.0364444249	0.0780379748	-0.21946036670000002	-0.0998384241	0.0830196594	0.1602188611	0.0273325	0.06796910610000001	-0.1178838842	0.045958594400000004	-0.0555017959	0.0197762196	0.0166632486	0.058779948	-0.0541476216	0.1133976898	0.005338890400000001	-0.10191308789999999	0.0815283592	0.085911659	0.1216419777	0.12141962949999999	0.12104935019999999	-0.00755407	-0.0004317500000000007	1.864080625000006e-07	5.7063973564900015e-05	4.28444e-06	-9.06466e-06	1.8356426113600003e-11	8.216806091560002e-11	-2.49725e-05	0.0094985375	6.236257562499999e-10	9.022221463890628e-05	-0.000239202	0.0005187519999999999	2.691036375039999e-07	5.721759680400001e-08	0.00091038	-0.00015684999999999996	2.4601922499999978e-08	8.287917444e-07	-0.0005034169999999999	0.0	2.534286758889999e-07	0.0	0.0	0.0	0.0	0.0	0.0
43784.73828125	-69.84765625	1917103306.3575594	4878.695083618164	23850.939453125	30.87890625	953.5068511962892	568867312.7966348	25104.49609375	-20.875	630235724.121109	435.765625	0.9260020000000002	14.106532	0.06772052974000001	-0.0384236596	-0.0629424693	-0.0305477827	-0.023335917799999998	0.0290161956	-0.0437551558	-0.0037064469	-0.05539186980000002	0.0568737562	0.1142404434	-0.0772000657	-0.0348957098	-0.022244582599999996	0.0436541637	-0.0588852496	0.0438321432	0.15446204460000001	-0.0377640396	-0.0758313692	-0.0360923589	0.061195557699999986	-0.1291734108	0.0367470343	-0.0628952257	0.0240341112	0.1731244052	-0.0521571531	-0.0737724104	-0.0045455544	0.057565298099999995	0.1494540945	-0.0566202846	-0.035841813199999996	0.027905525	-0.0286518206	-0.0414258607	0.0267557025	0.046113963200000004	0.09284969859999999	-0.0107903845	-0.0001676889	-0.074241944	0.0340215688	-0.1121632459	-0.0476469809	-0.0325388775	0.0392586215	-0.05019049019999999	0.1497134499	0.029121509	0.020164425700000002	0.0071314549	-0.0359148102	-0.004181889	-0.0375278037	0.07448251019999999	0.04278335230000002	0.0725131275	0.0556498072	0.19136960530000002	0.0270263799	0.0220501435	-0.121485049	0.08928775380000001	0.20130130149999997	-0.0608178037	0.0151029198	0.1287182744	0.1075997348	0.0352902576	-0.0508159996	0.0189027597	-0.10626031050000001	0.1128335108	-0.07523428559999999	-0.0699318761	0.12996204050000001	0.12233618140000001	0.08586957	-0.036839153	0.0439278316	-0.0019631307000000002	0.058032042	-0.08699899900000001	-0.0440254707	-0.0090179687	-0.01088184	-0.0019145456	0.0034908609999999996	0.0669857798	-0.0952914848	0.19046766350000002	-0.2699599505	0.1215101995	0.120893123	0.1198669825	-0.00645143	0.0011026400000000002	1.2158149696000003e-06	4.16209490449e-05	-2.15778e-05	-2.586224e-05	4.6560145284e-10	6.688554578176e-10	-0.0318134	-0.0317884275	0.0010120924195599998	0.0010105041229227564	0.000208613	0.000447815	2.00538274225e-07	4.3519383769e-08	0.000988347	7.796699999999987e-05	6.078853088999977e-09	9.768297924089998e-07	-0.000673707	-0.00017029000000000002	4.53881121849e-07	2.8998684100000007e-08	0.0	0.0	0.0	0.0	0.0
43736.515625	-48.22265625	1912882799.0158687	2325.424575805664	23838.115234375	-12.82421875	164.46058654785156	568255737.9273415	25103.423828125	-1.072265625	630181887.894474	1.1497535705566406	1.067224	16.25787	0.12052538779999998	0.026093508900000003	-0.0424248416	-0.0015680821	-0.0103546626	-0.07220052190000001	0.039388544500000004	0.1296230236	-0.0404453702	0.0040937277	0.0485827942	0.0150967983	0.0233777017	-0.0212478609	-0.09480987910000001	-0.0663966703	0.013791955500000001	0.011172495	0.014787834299999999	0.0064848147	0.0905085305	0.0674058043	0.014332141599999999	-0.0737861994	-0.0295776383	-0.017964714399999998	0.1219366674	0.036060842200000005	0.0473467837	-0.0172900325	-0.0284873109	0.0203592991	0.1101872862	0.027090799	0.059980303099999986	-0.0241911819	0.0625378842	0.025728477200000002	0.024363188199999997	-0.09027350710000001	0.0208814781	0.0692648218	-0.054321134199999996	0.1161450782	0.05053312980000002	0.0038795235	-0.0499762133	0.0337329183	-0.0309543467	0.025840320899999998	-0.0285122491	-0.10217574480000001	0.0185782152	-0.0810295198	-0.1308235469	-0.0620957262	0.041251514700000005	-0.0407643288	0.0393137047	0.0524947935	0.059566197599999995	-0.0628963746	0.023755717599999997	0.12083674369999994	-0.144633741	0.09095366460000001	-0.08321993650000001	-0.040418258	-0.011451930700000001	-0.0358197902	0.116881723	-0.0510677554	-0.060347658	-0.0588634726	0.0682627306	0.1317321499	0.029509049300000006	-0.1128429231	-0.0251350667	0.1607659269	-0.0235397194	-0.0011332815	0.050031506100000005	-0.0404601706	0.0789306652	-0.0142697444	-0.101145118	0.0222808149	-0.11338175119999999	-0.0626401914	-0.10527799380000001	-0.08106006589999999	-0.065696209	0.0274896709	0.1213126213	0.12010478890000001	0.1181006348	-0.017377700000000003	-0.010926270000000002	0.00011938337611290005	0.0003019844572900001	0.0203975	0.0204190778	0.00041605800625	0.00041693873820245267	-0.00798001	0.02383339	6.368055960009997e-05	0.0005680304788921	-0.000474093	-0.000682706	4.660874824360001e-07	2.2476417264900003e-07	0.000787657	-0.0002006899999999999	4.027647609999996e-08	6.20403549649e-07	-0.00025017	0.00042353699999999987	6.258502890000002e-08	1.793835903689999e-07	0.0	0.0	0.0	0.0	0.0
43663.0859375	-73.4296875	1906465073.5855105	5391.919006347656	23802.4375	-35.677734375	1272.9007301330564	566556030.9414062	25067.41796875	-36.005859375	628375443.6200104	1296.4219093322756	1.00106	15.249947	0.072757189	0.08844920740000001	-0.0133386357	0.0129487689	0.06831654059999999	0.0251840602	0.1257154955	-0.059969015199999996	0.0495136743	0.0056007635	0.09291802619999999	0.0460486941	-0.0517987793	0.0273287949	0.0690862625	0.0156920897	0.0700908757	-0.0040999836999999996	0.0650967684	-0.0555365842	-0.022201195400000002	0.0190429565	-0.0006137687	-0.1449871962	0.11254784279999999	-0.0535785704	-0.036104839300000004	-0.10513107320000001	0.0247724686	0.1161705824	-0.013605825	0.2266349587	0.0541750379	-0.1158386102	-0.0291698271	0.06366096	0.1067690096	-0.0199522715	0.026107120299999998	0.0080481921	0.08881374800000001	-0.0897293726	-0.029595860699999997	-0.0323747808	-0.031124669700000007	-0.11124900970000001	-0.044473482300000006	-0.0077331201	0.0576324121	-0.0094054371	0.0212758744	0.0240532827	-0.0040309166	0.0827723668	0.0567879333	-0.0962176071	-0.014439668999999999	0.0322091481	0.1020291827	-0.0081415437	-0.011244861399999998	-0.104423507	0.0568216442	-0.08217641839999999	0.0501188787	0.0334125014	0.0361308171	-0.0070444923	-0.17371646170000002	-0.034713802200000005	-0.1520380621	-0.0769095853	-0.0231816908	-0.0312632813	0.11506911210000001	0.0200915442	-0.0111116603	-0.0530978389	0.0711185061	-0.023258274300000003	-0.0876624119	-0.0739124675	0.1440146247	-0.0720717155	0.0430340644	-0.0720341654	-0.0769338911	0.0330583807	-0.0057044463	0.0617006619	-0.127421778	-0.033311763599999995	0.039183575299999995	-0.0822410843	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0166467	0.0007310000000000026	5.343610000000036e-07	0.00027711262089	0.014607399999999996	-0.005790100000000001	0.00021337613475999996	3.352525801000001e-05	0.00859285	0.016572860000000002	7.383707112250001e-05	0.00027465968857960004	-3.34842e-06	0.00047074458	2.216004595993764e-07	1.1211916496399997e-11	0.00105693	0.000269273	7.2507948529e-08	1.1171010249e-06	-0.0005034169999999999	-0.0002532469999999999	2.534286758889999e-07	6.413404300899994e-08	0.0	0.0	0.0	0.0	0.0
43698.82421875	35.73828125	1909587238.1012113	1277.2247467041016	23846.861328125	44.423828125	1973.476505279541	568672795.2028236	25049.671875	-17.74609375	627486061.045166	314.92384338378906	0.984632	14.999684	0.05206380347799999	-0.0105990835	-0.14190356029999998	0.0138740475	-0.08256583599999999	-0.0211728959	0.0349333242	-0.0390881725	0.0404757168	0.029422747000000006	0.0695674366	0.0369755822	-0.0531617917	-0.0202711375	0.0779288826	-0.0778026146	0.0329254155	0.10911592279999999	-0.011727655	-0.044840593	-0.1619568537	0.1076259066	-0.0379019737	-0.0510479908	0.0556001255	0.0265626803	0.0754099646	-0.0288550315	-0.11098219349999999	0.019718216	0.04737979639999999	-0.02049548	-0.0184338864	0.0596668854	0.1789388324	-0.08946842449999999	0.052049883899999996	-0.0325542576	0.0980947424	0.013527888100000001	0.0510798633	-0.045207548300000004	0.0082597101	0.0024902215	-0.0489470404	-0.0617637271	-0.0713242817	0.0393939044	0.0566255196	0.0910416459	0.049770528200000004	0.0806064019	0.0127125468	-0.06750917	0.01813586	-0.0700852176	0.0548471192	0.031201533599999998	0.11072621880000001	0.100620316	0.1307195924	-0.1012580463	0.05894711690000001	-0.060515222300000004	0.0519308743	0.10318337960000001	0.0944332602	-0.0303633953	-0.0354317117	0.050163193499999995	-0.0180617517	-0.021624398700000002	-0.0183138056	-0.0133682192	0.0448640536	0.0867799477	-0.0484493287	0.1187280832	-0.1465619516	0.0955145026	-0.0569697475	-0.0250614367	-0.049995753600000005	-0.0062289742	0.0380276633	-0.0795156442	-0.0478216479	-0.043049662	-0.0465767294	-0.027923311	0.1045885926	0.0684704358	-0.0679998203	-0.006757365699999999	0.1207205288	0.11775003070000001	0.11285322490000001	-0.019730200000000003	-0.0030835000000000033	9.507972250000017e-06	0.00038928079204000014	3.55522e-07	-0.014607044478	1.26395892484e-13	0.00021336574838227025	-0.0176532	-0.02624605	0.00031163547024000004	0.0006888551406025	-3.80556e-05	-3.4707180000000004e-05	1.2045883435524005e-09	1.44822869136e-09	0.00106727	1.033999999999996e-05	1.0691559999999914e-10	1.1390652528999998e-06	-0.000620914	-0.00011749700000000004	3.85534195396e-07	1.380554500900001e-08	0.0	0.0	0.0	0.0	0.0
43706.671875	7.84765625	1910273166.388916	61.58570861816406	23835.87890625	-10.982421875	120.61359024047852	568149123.2334138	25118.076171875	68.404296875	630917750.5761148	4679.147830963135	1.285402	19.581556	0.133640834478	0.1137987108	0.0583329719	-0.0448236426	0.08934175550000001	-0.0899131439	0.0707181804	0.14628784820000001	0.0138387771	-0.0085527757	-0.1289647313	0.0374449327	0.0420850406	0.0709021326	-0.0626852618	-0.036484067599999996	0.0940181935	0.0459256417	-0.11505790699999999	-0.0194346441	-0.0634796483	-0.0573709475	-0.0028587858000000002	-0.0995939233	0.026099653599999998	0.1166562407	0.0067395232999999995	-0.1369164443	0.15103778910000001	0.0114863649	-0.0755813727	0.065190211	-0.0774654369	-0.0518475302	0.0238053777	0.10562033	0.08672137699999999	-0.0323170661	0.0004842693	-0.1205444601	-0.0793456355	0.1117745716	0.08815061560000001	0.0158165099	0.031224457999999997	0.0021730699	-0.0224973677	-0.08976578060000001	-0.007100287600000001	0.0969768528	0.17418487030000002	-0.0018797739999999999	-0.0256410969	0.06887724469999999	-0.14701976279999998	0.07688371719999999	0.08105778429999999	-0.056735832699999995	-0.1289665459	0.0337636281	-0.0060679134	-0.0520267527	0.00016156649999999999	0.009770186	0.0946793216	0.0579760936	-0.059812415599999995	-0.049934997	-0.0411458937	0.04326731650000002	-0.0663027888	0.031041012200000002	0.2266562093	-0.1493668458	-0.030533625	-0.0080013794	-0.043360829299999994	-0.0745804768	-0.13074372880000001	-0.0501272049	-0.13518761710000002	0.0270044114	0.0032575218	-0.019058161	-0.055455526399999996	-0.0025305347	-0.0277304803	0.0922237483	0.0302465329	-0.1134636434	-0.0822455901	0.13527111	0.0349054306	-0.0407861309	0.120326335	0.1161887065	0.1093977275	-0.017698699999999998	0.002031500000000005	4.126992250000022e-06	0.00031324398168999985	0.08047179999999997	0.08047144447799996	0.006475710595239995	0.006475653376375829	0.00347342	0.02112662	1.20646464964e-05	0.0004463340726244001	-0.000399136	-0.00036108040000000003	1.3037905526415998e-07	1.5930954649599998e-07	0.000945622	-0.00012164799999999993	1.4798235903999981e-08	8.942009668840002e-07	-0.0005034169999999999	0.00011749700000000004	2.534286758889999e-07	1.380554500900001e-08	0.0	0.0	0.0	0.0	0.0
43750.60546875	43.93359375	1914115478.8822172	1930.160659790039	23899.20703125	63.328125	4010.451416015625	571172096.7225494	25185.951171875	67.875	634332136.4320718	4607.015625	1.110218	16.912844	0.10803347	-0.0118510068	0.0496737872	-0.0691650834	-0.0473848385	0.0227504504	0.0431142375	-0.1406839908	-0.1051722725	0.0385167336	-0.14166418279999998	-0.0891579933	-0.0411587136	0.0351099645	0.0404837548	-0.025935200099999996	0.0019093317999999998	0.0005581622	0.022898346	0.0228376873	0.012700702099999999	0.038636985299999996	0.023810520800000002	-0.0574030268	0.0787078366	0.0220883046	0.0661687892	-0.055967321699999996	0.032129159500000004	0.1584076427	0.1124996543	-0.00454543	-0.00043479330000000004	0.022395216699999998	0.1082626658	-0.0203674893	0.022746562400000003	-0.0907118791	-0.0677696184	0.1171787326	-0.0765503295	0.09077540810000001	-0.0183332465	-0.1136766992	0.0030854053000000004	-0.0620793711	-0.002050615	0.026095420299999998	0.0239095534	0.0073126171	0.0013925784	-0.043200155	-0.0218215502	-0.0071894864	0.0828220314	0.0984896541	0.1568944539	-0.051112811699999997	-0.0187668967	0.06627085440000001	-0.008624950400000001	0.031036004199999998	5.29799e-05	-0.0844236859	-0.0692904172	-0.0689799034	0.08061933389999999	-0.0719650798	-0.0988550454	0.1641784775	-0.047605508399999996	-0.0020183535000000002	-0.0929548085	0.071702585	0.0671661845	-0.0089225769	0.0527307768	-0.014365218400000001	-0.0044502158	-0.0770256425	-0.0198718308	-0.0234541587	-0.058529295099999996	0.12111697769999999	-0.015683171200000002	0.145112685	-0.0403887128	0.20320319760000002	0.1078323171	0.0835681122	0.1616199738	0.12004244539999999	0.0825707472	0.0730959356	0.1198669825	0.1143757435	0.10540925529999999	-0.0176704	2.829999999999847e-05	8.008899999999133e-10	0.00031224303616	0.0236158	-0.056855999999999976	0.00055770600964	0.0032326047359999967	-0.0142594	-0.01773282	0.00020333048836000003	0.0003144529051524	0.000108903	0.0005080390000000001	2.5810362552099994e-07	1.1859863409e-08	0.00110591	0.00016028800000000008	2.5692242944000022e-08	1.2230369281000002e-06	-0.0005034169999999999	0.0	2.534286758889999e-07	0.0	0.0	0.0	0.0	0.0	0.0
43779.78125	29.17578125	1916669246.297852	851.2262115478516	23887.880859375	-11.326171875	128.28216934204102	570630851.9516945	25195.453125	9.501953125	634810858.1740723	90.28711318969728	1.0502049999999998	15.998608	0.10599018	-0.09849714039999999	-0.0122659027	-0.0160574901	-0.0815055224	-0.034957838399999996	0.002122122	0.0594084116	-0.078536583	-0.0125605541	-0.15074893779999998	-0.0881596652	-0.121718262	0.007382935	-0.0585770041	-0.0394657168	-0.006170780799999999	-0.0768078967	0.0144417329	0.0301711233	0.0862945068	-0.0074237858	-0.0655108715	-0.056141060300000004	-0.0027811147999999997	0.0650748916	0.0467855879	0.0008114019	-0.0652458276	0.08741226869999999	-0.0577310589	-0.010821153200000001	0.1146106569	0.2569835289	-0.0704392864	-0.0776990977	-0.0122364196	0.012491295500000001	-0.0110493728	-0.041841889300000004	-0.0480418143	0.15801895859999998	-0.0974046915	-0.1003327256	0.08919849640000001	0.0038403609000000004	-0.0287845208	0.027759568999999998	-0.0148185985	-0.0839037193	0.020670113400000002	-0.09549954990000001	-0.039499199900000004	-0.152177566	-0.0345808719	0.08699837	0.1456224813	-0.0487914444	-0.023553002000000003	0.015515666599999997	-0.0380800521	0.0063138853000000005	0.042597425700000004	-0.0972020584	-0.00042738620000000015	0.0882713929	0.08564733220000001	0.0254540202	0.031147937599999998	-0.0389874485	0.107076	0.028253928900000006	-0.048164167300000005	0.0250277186	0.0658116374	-0.018601188	0.103243156	0.0687394699	0.11156029769999999	0.0435971229	-0.0748703692	-0.0566540413	-0.19839006899999997	0.1270864461	0.0113977157	0.1222695349	-0.0242281354	0.20400768100000002	-0.12536361599999998	-0.12323085199999999	-0.032552083100000004	0.0418714818	-0.1072336085	0.0354790169	0.11934271980000001	0.112315068	0.1009072399	-0.017693599999999997	-2.319999999999753e-05	5.382399999998853e-10	0.00031306348095999983	0.00402953	-0.01958627	1.62371120209e-05	0.0003836219725129	-0.0264849	-0.0122255	0.0007014499280099999	0.00014946285024999996	-0.000403871	-0.000512774	2.62937175076e-07	1.6311178464100001e-07	0.0007005189999999999	-0.00040539100000000017	1.6434186288100017e-07	4.90726869361e-07	6.15222e-05	0.0005649391999999999	3.78498109284e-09	3.1915629969663995e-07	0.0	0.0	0.0	0.0	0.0
43754.25	-25.53125	1914434393.0625	651.8447265625	23839.748046875	-48.1328125	2316.767639160156	568333586.9384804	25156.0546875	-39.3984375	632827087.4404907	1552.2368774414062	1.032618	15.730689000000002	0.103134237	-0.010625701000000001	0.0481025504	-0.0022605461	0.08781703630000001	0.029392508900000006	0.032842189300000005	0.0073192180000000015	-0.023155929	-0.0175536616	-0.088884954	-0.0239363888	-0.0277347424	0.0091482439	0.11341547699999999	-0.09068374679999999	-0.020832159	0.0052697049	0.1428773307	0.042434960599999995	0.012728741100000001	0.11343378970000001	-0.012608143200000001	0.0040638142	-0.050272930599999995	-0.075451954	0.024362887799999997	-0.1590153099	0.0068518553	0.0329122622	-0.0484741004	-0.029131318	0.0340173659	0.027583892999999998	-0.0110055726	0.092004236	0.013831883100000001	0.022882043300000002	-0.005931520500000001	-0.0318831521	-0.019734311299999998	0.0707476465	0.0045064236	-0.09042899019999999	-0.027738718399999997	-0.10003428980000001	-0.0227495426	0.1276725696	0.0321277232	-0.0429905901	0.0012879385000000001	0.014329011200000004	-0.0375542851	0.0641249401	0.050889993200000004	0.051403748099999994	0.039510897999999996	-0.0096817422	-0.058344187900000004	-0.0168443788	0.048016541100000004	-0.0919989347	0.030177341400000002	0.1022543608	0.055511407	-0.074626796	0.073364137	-0.0080758805	-0.027175422299999998	-0.0594343189	-0.0047885252	0.1073925407	-0.0431627066	0.0212148469	-0.029909038	-0.0997275173	0.04222034349999999	0.0013095404	0.0460073466	-0.153434757	0.0119037902	-0.0844180206	-0.0664778065	0.0649510653	-0.0021487731	-0.2142353296	0.0008828772	-0.1150915832	0.1067428662	0.0019673612	-0.0322535006	-0.0038913024	-0.0314873014	-0.0845014628	0.11875383099999999	0.1100111431	0.0959136145	-0.0057296000000000005	0.011963999999999995	0.0001431372959999999	3.282831616000001e-05	0.0449081	0.04087857	0.00201673744561	0.0016710574852449006	-0.0120445	0.0144404	0.00014506998025000002	0.00020852515216	5.77114e-06	0.00040964214	1.6780668286377956e-07	3.33060568996e-11	0.0007027260000000001	2.207000000000164e-06	4.870849000000722e-12	4.938238310760001e-07	-0.000243654	-0.0003051762	5.936727171600001e-08	9.313251304644001e-08	0.0	0.0	0.0	0.0	0.0
