csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
37196.359375	n/a	n/a	1383569150.7541506	25652.541015625	n/a	n/a	658052860.5583229	25034.138671875	n/a	626708099.0426674	n/a	n/a	n/a	n/a	-0.11911502630000001	-0.0086924428	0.1518494332	-0.0809590607	-0.0640188937	-0.005340452	0.1004216533	-0.09975225759999999	0.1041091795	-0.1432668302	0.1078491602	-0.1789935714	0.1962921084	-0.026092223799999998	0.1610481776	-0.1180564335	0.1572228604	-0.0483269594	0.0382645291	-0.144216503	0.0359069974	-0.0331566756	0.12767271689999998	-0.0858522167	0.0879562698	-0.045455854000000004	0.038693489500000004	-0.0771012149	0.17396931559999998	-0.1174979067	-0.0644306032	0.11195876	-0.2433904198	0.018169948999999998	-0.0774152157	-0.053434145700000005	-0.0148504258	0.10290367	-0.05741722110000001	0.12185395869999999	-0.1276585644	0.11645298300000001	-0.2731954146	0.0191587722	-0.0217181265	0.1175912884	-0.0214929398	0.0005967327	-0.1638047895	0.094705839	-0.12806615289999998	0.018082043	0.1703584972	0.0628123706	-0.07185590230000001	0.0133139304	-0.0448767739	0.1123824086	-0.0448146901	0.020325453	-0.0958099033	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.114596	n/a	n/a	0.013132243216	0.00558606	n/a	n/a	3.12040663236e-05	0.529467	n/a	0.28033530408900004	n/a	0.009320330000000005	n/a	8.68685513089001e-05	n/a	0.0020305	n/a	4.122930250000002e-06	n/a	-0.000762396	n/a	n/a	5.81247660816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36746.90234375	-449.45703125	202011.62294006348	1350334831.8610992	25628.173828125	-24.3671875	593.7598266601562	656803293.7645912	24917.951171875	-116.1875	620904290.6039468	13499.53515625	1.183451	25.893074	0.13270773999999996	-0.10891714279999999	-0.012891471000000002	0.12162214789999999	-0.0660984942	-0.0875942693	0.0001408107	0.053787003099999994	-0.0637625001	0.11561968539999999	-0.0413196332	0.0989599349	-0.2133034643	0.0030399946	-0.097349289	-0.0351219152	0.0462514767	0.0089883908	-0.1476857811	-0.0804835485	-0.1390126981	-0.043743677300000006	0.1250992487	0.0576059962	0.0793265552	-0.0649468149	-0.0314166104	0.045621938499999994	-0.0146754472	0.0950997044	-0.1026801247	-0.0242611808	-0.0571927636	-0.1154375383	-0.0651825691	-0.0637632342	-0.074421291	-0.0113856206	0.0595916439	-0.0500123367	0.1259428268	-0.015732688999999998	0.0015972999999999998	-0.18196870280000002	-0.1753092438	0.0361995642	-0.0907420377	-0.0595845767	-0.0829024032	-0.0688502258	-0.027260254900000003	-0.2351945599	-0.0830390376	0.0188255783	-0.0090321427	-0.010832178500000001	0.040843948	-0.0515461828	0.031008828399999997	0.06205972410000001	-0.009164590600000001	0.026059901400000002	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.102943	0.011652999999999995	0.00013579240899999991	0.010597261249	0.034320800000000005	0.028734740000000005	0.0008256852828676003	0.0011779173126400006	0.48792	-0.041547000000000056	0.2380659264	0.0017261532090000044	0.00879674	-0.0005235900000000043	7.738263462760001e-05	2.741464881000045e-07	0.00153863	-0.0004918700000000002	2.3673822769e-06	2.419360969000002e-07	-0.000762396	0.0	0.0	5.81247660816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36751.1484375	4.24609375	18.029312133789066	1350646911.4751587	25681.861328125	53.6875	2882.34765625	659558001.2770424	24975.384765625	57.43359375	623769844.1910133	3298.617691040039	1.126218	24.640865	0.3289499000000001	-0.0701704562	0.0177557698	0.0618912649	-0.0399067804	-0.0411169875	0.026197098999999998	0.081553637	-0.057145804	0.0315284137	-0.1123950727	0.1650336731	-0.0680665746	0.0795630383	-0.0081216863	0.0217075988	-0.050067144	0.0401128737	0.0538157541	-0.0397233544	0.0811902238	-0.0137561508	0.043062915800000004	-0.0055792968	0.061673520499999995	0.0977017198	0.1293882934	-0.0921925592	0.06809721519999999	0.07492380480000001	-0.058475802599999994	-0.0022922516	-0.0371005471	-0.0582352848	-0.0634740705	-0.039213090299999996	-0.021656995499999998	-0.04730867230000002	0.0868094855	-0.051327602300000004	0.0485752974	-0.1035030113	0.14667372369999998	-0.09987444890000001	-0.0016142058	-0.0010791677	0.100420712	0.0069575509	-0.0559921305	-0.0134342028	0.027638498100000002	-0.011399093600000002	-0.0475526895	0.0616991514	-0.0631116458	0.0031539687	0.0057229793	0.1456775113	-0.0251616637	-0.0177160401	0.12077859810000001	-0.0155417357	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.113762	-0.01081899999999998	0.00011705076099999959	0.012941792643999998	0.0366275	0.002306699999999995	5.320864889999976e-06	0.0013415737562499999	0.36483	-0.12308999999999992	0.13310092890000005	0.015151148099999982	0.00628341	-0.002513330000000001	3.94812412281e-05	6.316827688900005e-06	0.00221742	0.0006787899999999999	4.916951456399998e-06	4.607558640999998e-07	-0.00142496	-0.0006625639999999999	4.389910540960001e-07	2.0305110016000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36813.52734375	62.37890625	3891.127944946289	1355235795.489029	25655.25390625	-26.607421875	707.9548988342285	658192052.9941559	24932.4375	-42.947265625	621626439.6914062	1844.4676246643066	0.87223	19.083769	0.0352198	-0.062292306900000004	-0.0058204630000000005	0.0652179363	-0.0485802454	-0.04858195059999999	0.0078477332	0.0534492186	-0.0532606535	0.0483517683	-0.09435762800000001	0.0790702853	-0.09048032140000001	0.0539869636	-0.1346524768	0.1362051749	-0.11571995869999999	0.0424617192	-0.057283068300000003	0.0759964969	-0.0487024668	0.0526407595	-0.10966435710000001	0.1130203217	6.17489e-05	0.0594980517	-0.1423872263	0.08264775690000001	0.0525542339	-0.0213082193	-0.047103640999999995	-0.027069367	0.0499613323	-0.1208156308	0.0626166646	-0.042951271299999996	-0.05022192650000002	-0.018602689199999998	0.0559961608	-0.030545750099999998	0.05406455860000002	-0.0807566282	0.1006394634	-0.11569392419999999	-0.0744284987	-0.0537057121	0.0863167936	-0.09005038929999999	-0.008097840600000001	-0.11429643699999999	0.1121054287	-0.0072534317	-0.0164831899	0.1114744691	-0.0757907894	0.0192012885	-0.0709615004	-0.0683069503	0.013641668000000001	-0.1006541699	-0.094892802	0.0218140309	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.111131	0.0026309999999999945	6.922160999999971e-06	0.012350099160999998	0.0353707	-0.0012568000000000026	1.5795462400000058e-06	0.0012510864184899998	0.367606	0.0027759999999999447	0.135134171236	7.706175999999695e-06	0.00626478	-1.8629999999999515e-05	3.92474684484e-05	3.470768999999819e-10	0.00262999	0.0004125700000000001	6.9168474001e-06	1.702140049000001e-07	-0.0012850400000000005	0.00013991999999999954	1.9577606399999876e-08	1.6513278016000014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36919.0859375	105.55859375	11142.616714477539	1363018906.4605105	25686.021484375	30.767578125	946.6438636779784	659771699.6957741	24933.12890625	0.69140625	621660917.0556793	0.4780426025390625	1.017855	22.269951	0.2168914	-0.013642386000000001	0.0401070844	0.0199009258	-0.030595486600000006	-0.0015726209	0.024224938999999997	0.0647041288	-0.0642637441	-0.012186293899999999	-0.0942565231	0.1001640822	-0.0342452928	0.054685576500000006	0.0345336734	0.1405966359	-0.17160551079999994	0.1102394811	0.01582221	-0.10836091269999999	-0.005240869699999999	0.025966200099999996	0.0575988613	-0.0539760974	0.1537573576	0.0645052254	-0.0632411625	0.045278027199999994	0.0001237629	-0.044267939900000004	-0.0157181115	0.0045219969	0.08114857889999999	-0.0959753307	0.04324436190000002	-0.0324881806	0.0046914482	-0.0427622515	0.0685795912	-0.0677568674	-0.013724206200000002	-0.085466145	0.1056970332	-0.0821825383	0.060977486799999994	0.0063184538	0.1869459732	-0.0446097909	-0.10238453759999999	-0.020980935099999997	0.0290652092	-0.0559056307	0.0266680755	-0.0789469748	-0.0467305588	-0.052552029900000005	-0.12528743779999998	0.009806583	0.0182509022	-0.0545642682	-0.035156091800000004	0.0389235314	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.102881	0.008249999999999993	6.806249999999989e-05	0.010584500160999998	0.0186078	-0.016762899999999997	0.0002809948164099999	0.00034625022084000003	0.243624	-0.123982	0.059352653375999986	0.015371536324000004	0.00520002	-0.0010647600000000003	2.70402080004e-05	1.1337138576000009e-06	0.00249463	-0.00013536000000000017	6.2231788369e-06	1.832232960000005e-08	-0.00144285	-0.00015780999999999955	2.4903996099999857e-08	2.0818161225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36637.21875	-281.8671875	79449.11138916017	1342285797.7353516	25645.044921875	-40.9765625	1679.0786743164062	657668329.0449867	24847.5078125	-85.62109375	617398644.4922485	7330.971694946289	1.094503	23.946951	0.16851513799999998	-0.022575232799999997	0.0236231156	0.0122823926	-0.024787442200000002	-0.0145673648	0.0028242926	0.0582291346	-0.0039704844	-0.022858522200000002	-0.0277000914	0.05344852519999999	-0.09384932539999999	0.0364862609	-0.0008614781	0.0250373383	-0.010818629299999999	-0.0171171056	-0.1061559864	-0.09565393359999999	-0.046099914900000004	-0.1400311383	0.0859583532	-0.052159854299999996	0.0395031729	0.1243848822	-0.026938595899999997	0.0142546582	0.051160081100000004	-0.1449678533	-0.0113647376	0.0183894258	-0.0257386262	-0.0070683685	0.0197598199	-0.0246718848	-0.006815173000000001	-0.0174037899	0.0716949608	-0.0091831007	-0.0359410662	-0.0297009204	0.0015317686	-0.10850429439999999	-0.0199460396	0.041377523	-0.0238358253	-0.0065430746	-0.0868471176	0.062089818399999996	0.023544186499999998	-0.0678259759	-0.0389879621	-0.044948649400000006	0.0333616352	-0.1707361502	-0.0577736705	0.035953228	-0.0567233065	-0.0313481096	-0.10074171650000001	-0.0063505981	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.0936225	0.009258500000000005	8.571982225000006e-05	0.00876517250625	-0.0007238379999999998	-0.019331638	0.0003737122277630441	5.239414502439997e-07	0.264618	0.020993999999999985	0.07002268592399997	0.0004407480359999993	0.0041942	-0.0010058199999999993	1.7591313640000007e-05	1.0116738723999985e-06	0.0012046	-0.00129003	1.4510611599999997e-06	1.6641774009e-06	-0.00136008	8.277000000000002e-05	6.8508729000000046e-09	1.8498176064e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36573.0390625	-64.1796875	4119.032287597656	1337587186.2671509	25591.22265625	-53.822265625	2896.836277008057	654910677.0417633	24867.828125	20.3203125	618408875.654541	412.91510009765625	1.0116120000000002	22.133368	0.07579949099999997	-0.054955671500000004	-0.0255457196	-0.0035645088	-0.0257407587	-0.054464398399999996	-0.013964060300000001	-0.0078294878	0.008937212	0.017377896299999997	0.055856385599999996	0.0514554618	-0.029168974700000006	-0.0110690847	-0.0512066128	-0.10479253640000001	0.0463661659	-0.0203946448	-0.0576882606	-0.1124661447	0.0225576703	-0.0481690476	0.19845527489999998	-0.1482398923	-0.0423822839	0.0047005046000000005	0.1140168047	-0.0419473	0.01736338	-0.0168458716	-0.038054274	-0.019013583799999997	-0.12208842380000001	0.0760851787	-0.0787952002	-0.0252192576	-0.0632640937	0.0069057637	-0.0005053864	-0.0047258808	0.0147687202	0.052286848	-0.0020558021	-0.0195770907	-0.0696813166	-0.0037744215	-0.07768111559999999	0.028164939700000002	-0.1391280991	0.025477460299999997	-0.042144129599999997	0.0248895707	-0.028940547900000002	0.011796378	0.071249596	-0.15024706289999998	-0.047037703	-0.0256330425	0.049754808600000006	0.16713236310000001	0.046308290999999994	0.20399109780000002	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.07084630000000001	0.022776199999999986	0.0005187552864399992	0.005019198223690002	-0.0008041289999999999	-8.029100000000013e-05	6.446644681000021e-09	6.466234486409998e-07	0.268406	0.003788000000000013	0.07204178083599999	1.4348944000000105e-05	0.00374939	-0.0004448100000000003	1.40579253721e-05	1.9785593610000031e-07	0.00068572	-0.0005188799999999999	4.702119184e-07	2.692364543999999e-07	-0.00134067	1.9410000000000087e-05	3.7674810000000334e-10	1.7973960488999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36537.55078125	-35.48828125	1259.4181060791016	1334992617.0924225	25638.935546875	47.712890625	2276.519931793213	657355015.9768106	24956.03515625	88.20703125	622803690.7199861	7780.480361938477	0.7499289999999998	16.407913	0.09744242099999996	-0.0473872422	-0.006616855	0.0041665195	-0.019139366799999998	-0.043390367	0.0056568714	0.0163682792	0.0002988428	-0.000562152	0.0187328707	0.0759055111	0.013746569299999999	0.007677009100000002	0.08284413339999999	-0.0899921707	0.0017599956	-0.039906006	-0.1192784683	-0.1310014197	0.026238000600000002	0.1013432618	0.0821354384	-0.06751787769999999	0.0468353718	-0.1060569817	0.196128025	-0.1654340392	0.0291790756	-0.0880910599	-0.044031531	-0.0007628269000000001	-0.1006389893	0.05637172820000001	-0.0467911417	-0.0207367421	-0.0403028929	-0.0268610315	0.0208937193	-0.016022431299999997	0.0116288452	0.007241573	0.042074126600000004	-0.0293309532	0.047249954299999994	0.058280893099999995	-0.0674096629	-0.0237149332	-0.2027563748	0.006897521899999999	-0.1495823977	-0.039099715099999995	-0.0655683361	-0.1763612056	0.0181820523	0.0057981746	0.119900188	0.1188642557	-0.0557751858	0.1125721158	0.0191633203	-0.1346800093	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.06553300000000001	0.005313300000000007	2.8231156890000074e-05	0.004294574089000001	-0.0550549	-0.054250771	0.0029431461540944405	0.00303104201401	0.245317	-0.023088999999999967	0.060180430489	0.0005331019209999986	0.00374939	0.0	1.40579253721e-05	0.0	0.000445563	-0.000240157	1.98526386969e-07	5.7675384649000014e-08	-0.0012850400000000005	5.562999999999944e-05	3.094696899999937e-09	1.6513278016000014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36648.32421875	110.7734375	12270.754455566406	1343099668.0426178	25582.775390625	-56.16015625	3153.963150024414	654478396.6871681	25039.44921875	83.4140625	626974017.17836	6957.905822753906	0.7998309999999998	17.499748	0.2111567	-0.0258066398	-0.0052675388	-0.00113695	-0.0183967724	-0.047287591399999995	-0.0092639862	-0.0133958368	0.0441208714	0.0756580192	0.09210479210000001	0.043446095700000006	0.0281523062	-0.024497316499999998	-0.1181494479	-0.08251436549999999	0.0403233574	-0.050086635	-0.0230130872	0.032248402	0.0492824117	0.1343046232	-0.0019312482999999999	0.053425343	0.0369873981	0.012234661	0.17731831539999998	0.0008029886999999999	0.037548073700000004	-0.028075010299999998	-0.024321434500000003	0.008885432	-0.048038662	0.030932177400000007	-0.0016683537	-0.016847188	-0.0621667654	0.0113294704	-0.0169990436	0.06022694	0.0556862367	0.1014593416	0.049995748300000004	0.0139292948	-0.0897160423	-0.0532544654	-0.0844658043	0.02458691	-0.011488938	-0.032219914	-0.1388661166	-0.0031050088	0.0066069549	0.06249304610000001	-0.069784147	0.11462169960000004	-0.0381478126	0.085189523	-0.1514299344	0.108518424	0.0468670099	-0.1220718343	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.07208309999999997	-0.0065500999999999615	4.2903810009999496e-05	0.005195973305609995	0.025445500000000003	0.08050039999999999	0.00648031440016	0.0006474734702500003	0.214379	-0.030938000000000018	0.045958355641	0.0009571598440000011	0.00237861	-0.0013707799999999998	5.6577855321000014e-06	1.8790378083999995e-06	0.000938147	0.0004925839999999999	8.801197936089998e-07	2.426389970559999e-07	-0.0012850400000000005	0.0	0.0	1.6513278016000014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36645.65234375	-2.671875	7.138916015625	1342903835.69899	25585.41015625	2.634765625	6.9419898986816415	654613212.8635406	25085.912109375	46.462890625	629302986.3592873	2158.800205230713	0.692152	15.143805	0.10507249999999996	-0.050889338799999996	-0.0556363937	-0.009505921899999999	-0.0176067174	-0.0549457692	-0.007864336	-0.0189814616	0.021369674900000003	0.0742498405	0.0715627898	0.0123759766	0.0725692967	0.0403784378	-0.0510011083	-0.1994204802	0.083873113	-0.053969038600000005	-0.0051739462	-0.0037521284999999997	0.0190857187	0.1642468626	-0.0072789976	0.1061003532	-0.2017078659	-0.1349568433	0.0242512681	-0.1511290579	-0.011168512700000001	-0.028198077599999996	-0.0494316719	-0.0440475692	-0.0470516743	0.045747584800000005	-0.0161630568	-0.0133513578	-0.0570084878	0.0012894895	-0.0163218485	0.039029069799999996	0.060330263499999995	0.0924985954	0.0409454491	0.0198393223	-0.008125955899999999	-0.0479790634	-0.18623789100000002	0.1032192198	-0.0167527523	-0.0010197917	-0.1301159955	0.0798160219	0.163944733	0.0790613512	0.1331496034	0.0798674938	0.1341523631	0.0194616167	-0.0396856878	0.0027876682	-0.0239445623	0.1609235591	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.0608956	0.011187499999999968	0.0001251601562499993	0.00370827409936	0.0536012	0.028155699999999995	0.0007927434424899997	0.0028730886414399994	0.198267	-0.016111999999999987	0.039309803289	0.00025959654399999963	0.00218138	-0.00019723000000000006	4.7584187044e-06	3.889967290000003e-08	0.000445563	-0.0004925839999999999	1.98526386969e-07	2.426389970559999e-07	-0.0009825080000000002	0.00030253200000000027	9.152561102400019e-08	9.653219700640005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
