csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45
34308.18359375	-78.515625	1177051461.502457	6164.703369140625	21608.263671875	24.525390625	601.4947853088379	466917058.91327286	21845.837890625	8.1953125	67.16314697265625	477240633.14346695	1.1248280000000002	34.546474	0.49651664	-0.0385798713	-0.0269080904	0.056678312599999996	-0.0405429468	-0.029303492200000007	0.0191604041	-0.0140882985	0.0665482342	-0.057596078099999996	0.1179512251	-0.1067970607	-0.09709353039999999	0.0290216073	-0.08517458259999999	-0.0089770028	-0.0086406114	-0.08674122150000001	-0.0565511792	0.005426647099999999	0.01634383	0.033387554900000005	-0.046486662699999994	0.0563414511	0.2122418065	0.1089657447	-0.0741470838	0.015131665800000001	0.09558324	-0.025690480800000002	-0.08148103849999999	0.0183931741	0.0179619843	-0.08624652320000001	-0.004767277	-0.0130982074	-0.034292276000000003	-0.0037311203	0.028613286	0.06389624320000001	-0.0780731293	0.09997110470000001	-0.0803110738	-0.0202619977	0.021818726099999998	-0.07156442730000001	-0.0898241883	0.0386271292	0.0167783001	0.0296441563	0.048760530700000006	-0.11363237220000001	-0.054749276799999996	-0.1307048364	0.010952726000000001	0.0753211155	-0.1125892926	0.05928103110000001	-0.076200155	0.022358262200000003	-0.0586320946	0.1780881977	0.0822640518	0.0353474844	-0.0241075061	-0.07501110700000001	-0.09930684570000001	0.00918146	-0.00824464	6.797408872959999e-05	8.429920773160003e-05	0.276197	-0.21725000000000005	0.07628478280899999	0.047197562500000026	0.460115	0.12184599999999995	0.014846447715999987	0.211705813225	-0.00816594	0.0013376800000000008	6.66825760836e-05	1.789387782400002e-06	0.00247205	0.00132553	1.7570297808999997e-06	6.1110312025e-06	-0.00136286	0.0003203099999999995	1.8573873796e-06	1.0259849609999963e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34023.5625	-284.62109375	1157602805.1914062	81009.16700744629	21632.375	24.111328125	581.356143951416	467959648.140625	21962.380859375	116.54296875	13582.263565063477	482346173.01224136	1.023311	31.42861	0.43176774	-0.037336372	-0.0072202665	0.0259406548	-0.0094848383	-0.0052225048	0.020866284	-0.0449767723	0.036213807	-0.0451450618	0.1042918382	-0.08803382259999999	0.1377620146	-0.1101699814	-0.08569303869999999	-0.0649633208	0.0716763246	-0.0633456929	0.02593394	0.11936923279999999	-0.16915199399999994	-0.0779363307	0.0296057461	-0.04248604809999999	0.09435135480000001	0.11233134859999999	-0.1369380623	0.0684428044	-0.0040871453	-0.038765461699999997	0.0268746554	-0.0558024774	-0.052850883099999996	0.1702648753	0.0090076141	-0.047982137800000005	-0.0103758521	-0.026107046499999998	0.044902038600000006	0.051003054299999996	-0.0945289161	0.12236416789999999	0.0124893522	0.1542571835	0.059040488899999986	-0.0358244714	-0.0040034996	-0.0044709927	-0.0059265352	0.09978487	-0.09529198960000004	-0.05963335860000001	-0.0023251719	-0.17930388989999999	0.021491055	0.050231535300000005	0.0151872475	-0.0922663881	-0.072144316	0.029285266299999998	-0.11579117259999999	0.19288728489999998	0.081360845	0.0323917418	-0.028652455299999997	-0.0790155012	-0.09992290359999999	0.0273302	0.018148740000000003	0.0003293767635876001	0.0007469398320400001	0.500644	0.22444699999999998	0.250644414736	0.050376455809000006	0.335673	-0.12444199999999996	0.015485811363999985	0.112676362929	-0.00715796	0.0010079800000000003	5.12363913616e-05	1.0160236804000007e-06	0.00255791	8.58600000000001e-05	7.371939600000018e-09	6.5429035681000014e-06	-0.0011621	0.00020076000000000013	1.3504764099999998e-06	4.0304577600000047e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34113.51171875	89.94921875	1163731681.7852936	8090.861953735352	21606.921875	-25.453125	647.861572265625	466859072.9123535	21914.033203125	-48.34765625	2337.495864868164	480224851.22766495	0.968555	29.746901	0.2175575	0.04951775059999999	0.017621572	0.004401025	-0.0422543918	-0.027767513799999997	0.0072117993	-0.053698634	0.042824243899999996	-0.0124820223	0.1120655883	0.0078696822	0.0990859258	0.006176743199999999	-0.0013246585	-0.0153543236	0.060212184	0.0552283379	-0.014500911699999999	0.05987434320000001	0.007593492399999999	-0.0415948108	-0.0151857891	0.0058623313	0.0770844016	0.1208527632	-0.10978030189999999	0.1164669729	0.0135782641	0.0112295894	0.014361548	0.0107435403	-0.0052138770000000004	-0.0081157504	-0.044760603899999994	-0.0808369767	-0.0324853369	-0.0305738602	0.044833315199999994	0.0488666641	-0.0417695627	0.0887745026	0.06328050889999999	0.0364834943	0.0579502072	0.0416067812	0.0765235663	0.0011777973	0.0408123679	0.0831226696	-0.0015779274	-0.0752607973	-0.09120532529999999	-0.0781949071	0.00748345	-0.063509181	-0.10254255820000001	-0.10167679449999999	-0.07796501980000001	0.0022300672	-0.0578913175	0.0418316044	0.08043756349999999	0.0294040325	-0.0331337888	-0.0827080574	-0.09992290359999999	0.0267962	-0.0005340000000000032	2.8515600000000343e-07	0.0007180363344399999	0.5237109999999999	0.02306699999999995	0.2742732115209999	0.0005320864889999977	0.168375	-0.167298	0.027988620803999997	0.028350140625	-0.00682437	0.00033358999999999993	4.65720258969e-05	1.1128228809999996e-07	0.00247205	-8.58600000000001e-05	7.371939600000018e-09	6.1110312025e-06	-0.00104838	0.00011371999999999988	1.0991006244e-06	1.2932238399999971e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34076.58984375	-36.921875	1161213975.3791654	1363.224853515625	21614.525390625	7.603515625	57.81344985961914	467187707.86197287	21855.240234375	-58.79296875	3456.613174438477	477651525.70224386	1.297799	39.858856	0.2671505	0.2196545309	0.1095166964	-0.08526634539999997	-0.0241230162	-0.0256890715	-0.0350560995	-0.0839910391	0.0420174554	-0.0251117949	0.09369370640000001	0.0043184076	0.19235358379999998	0.0415309953	-0.0057460665	0.0579109562	-0.0625873212	0.09224171699999999	0.2140952582	0.08697427449999999	0.046102242	-0.0724840373	-0.0647137513	-0.0211152431	0.008966099200000001	0.011990702399999999	0.0556746123	0.0495239224	0.0235695504	0.13073792369999998	0.173542487	0.085553528	-0.09244970029999999	-0.046090524400000006	0.0750979697	-0.0723178565	-0.0173711955	-0.0662626867	0.0482338838	0.0484520626	-0.0637771266	0.0832348326	0.0750689898	0.061653024	0.10925974390000001	0.08806374980000001	0.1278224485	-0.08877679039999999	-0.1535050062	0.1446182559	-0.023906689100000003	-0.0576520458	0.0169436419	0.0131166278	-0.0007454508999999999	-0.0641879121	0.0091897362	0.0187560308	0.0963220963	-0.111022996	0.1177838135	-0.023892221800000002	0.0794944353	0.026387305	-0.0375415571	-0.08607420269999999	-0.09930684570000001	0.0136035	-0.013192700000000002	0.00017404733329	0.00018505521225000002	0.468123	-0.05558799999999997	0.219139143129	0.0030900257439999967	0.0398862	-0.1284888	0.01650937172544	0.0015909089504399993	-0.00651174	0.0003126299999999995	4.24027578276e-05	9.773751689999971e-08	0.00165036	-0.0008216899999999999	6.751744560999999e-07	2.7236881296e-06	-0.00131168	-0.00026329999999999995	1.7205044224e-06	6.932688999999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34251.19140625	174.6015625	1173144112.747574	30485.705627441406	21601.224609375	-13.30078125	176.91078186035156	466612904.6246682	21757.755859375	-97.484375	9503.203369140623	473399940.0361672	1.051593	32.29723	0.2472839000000001	0.1129667099	0.019164608700000002	0.0762418321	-0.08207709980000001	-0.0554286866	-0.0117152728	-0.053527724699999994	0.0698627913	-0.0424033006	0.1432868146	-0.0097202846	-0.0052297877	0.0903617877	-0.0491092465	0.0236944772	-0.0154523959	0.03740693	-0.0326817375	-0.0056191842	0.1282387276	-0.051173956799999996	0.012910912	0.0652463609	0.0135643469	0.0234635217	0.0051873241	-0.11547435310000001	-0.0163873447	0.0562595672	-0.0110338784	0.07163872269999999	-0.0272942049	-0.1591086426	0.07138341849999999	-0.047033947300000004	-0.0613032393	-0.0403098681	0.0289754943	0.0668267108	-0.052403176600000004	0.11610521310000001	0.022665852099999998	-0.0345871015	0.0735906579	-0.0156990834	0.0082512638	-0.0154749023	0.0409525534	-0.030044751600000006	-0.0389366468	-0.07791807740000001	-0.0493467176	0.07685872690000001	-0.0337049435	-0.0459814013	0.0099822676	-0.0215432144	-0.046461454900000004	0.0559509082	-0.041104069	-0.0094782108	0.0785316931	0.0233445364	-0.0418659738	-0.08910065240000001	-0.09807852800000001	-0.0216321	-0.0352356	0.00124154750736	0.0004679477504100001	0.4585	-0.009622999999999935	0.21022225000000005	9.26021289999988e-05	0.202131	0.16224480000000002	0.02632337512704001	0.040856941161	-0.00635688	0.0001548600000000006	4.04099233344e-05	2.3981619600000186e-08	0.00150731	-0.00014305000000000006	2.0463302500000008e-08	2.2719834361e-06	-0.00181738	-0.0005057	3.3028700644e-06	2.5573249e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33920.03515625	-331.15625	1150568785.001236	109664.4619140625	21548.765625	-52.458984375	2751.945041656494	464349299.9611816	21721.42578125	-36.330078125	1319.8745765686035	471820337.9703522	0.8957429999999998	27.510645	0.1681155000000001	0.0303057771	-0.0045242115999999995	0.0568999491	-0.0721629592	-0.061134523600000004	0.0379994511	-0.0374572975	0.027059006099999998	-0.0458126851	0.1008674904	-0.0052934575	0.0391835208	0.15645493130000002	0.0098835911	-0.031792736099999996	0.0633549784	-0.0510838867	0.0180096897	-0.035684982999999997	0.04572681519999999	0.004957930300000001	0.028758117000000007	-0.024770497599999997	0.0579358968	-0.054905360300000004	0.0635570386	0.0186759687	0.0053798885999999995	-0.0108086417	0.0074253613	-0.030804129399999998	-0.0263647571	-0.0002126052	0.0829252848	-0.1834080104	-0.0655939689	0.006279044	0.042171095	0.0253442241	-0.0688503639	0.08697470480000001	0.0407772495	-0.1355579267	0.1042649519	-0.0145110899	-0.0080631039	0.0637060493	-0.0039795577000000006	-0.0319411242	0.0102979805	-0.0676576442	0.024322445800000002	0.0313530325	-0.1538359737	0.0524380321	-0.0362585849	0.1325523915	0.0237271821	0.0797057625	-0.008391729300000001	0.061138582000000004	0.0775495743	0.0202787295	-0.0460974375	-0.0917754626	-0.0962455236	-0.0282791	-0.006646999999999997	4.418260899999996e-05	0.0007997074968099999	0.382862	-0.07563800000000004	0.146583311044	0.005721107044000006	0.274272	0.07214099999999997	0.005204323880999994	0.07522512998399998	-0.00650822	-0.00015134000000000068	4.23569275684e-05	2.2903795600000204e-08	0.00138486	-0.00012245000000000008	1.4994002500000014e-08	1.9178372196e-06	-0.00181738	0.0	3.3028700644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34007.71875	87.68359375	1156524934.5791016	7688.412612915039	21588.119140625	39.353515625	1548.6991920471191	466046888.02981955	21747.6953125	26.26953125	690.0882720947266	472962251.4053345	0.839929	25.79644	0.1317257	0.011729448799999998	-0.023423521200000002	0.1247895775	-0.0682616963	-0.030057732	0.0219554471	-0.021404327999999997	0.031601254	-0.06639873889999999	0.107968417	-0.058163608099999986	0.021540820099999997	0.07034658440000001	-0.091143976	-0.0865791509	0.1184529852	-0.0264874529	0.0068462306	0.0550827673	-0.0358980707	0.005723464300000001	0.083401627	0.1501099733	0.0887969598	0.093115175	0.003838551	0.0502721328	-0.0242365083	-0.0157200937	-0.0521178535	-0.021674085099999997	-0.0706647413	0.06052737110000001	0.10186819710000004	-0.0761694222	-0.0336401209	-0.00013878260000000002	0.0278949748	0.0360058573	-0.0909207908	0.1080089908	-0.0205180367	-0.0227569215	0.10406451380000001	-0.0976752108	0.0079043203	0.05314378769999999	0.031924832599999994	0.0908943797	0.0789602171	-0.1060575884	-0.1566113557	-0.1074789004	0.0968001556	-0.043628023200000005	0.058448663399999996	-0.0399854862	-0.0311910602	-0.0309316888	-0.042750228499999994	-0.036789313	0.0765483213	0.01719291	-0.050226553300000004	-0.0940880769	-0.0938191336	-0.0107274	0.017551699999999996	0.00030806217288999985	0.00011507711076	0.373297	-0.00956499999999999	0.139350650209	9.148922499999981e-05	0.300451	0.026179000000000063	0.0006853400410000032	0.090270803401	-0.00540623	0.0011019900000000006	2.92273228129e-05	1.2143819601000013e-06	0.00130004	-8.481999999999999e-05	7.194432399999999e-09	1.6901040015999995e-06	-0.00143559	0.00038178999999999985	2.0609186481e-06	1.4576360409999992e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33967.2734375	-40.4453125	1153775664.777893	1635.8233032226562	21626.37890625	38.259765625	1463.8096656799316	467700264.59669495	21846.248046875	98.552734375	9712.641452789308	477258553.72558975	1.32964	40.836769	0.36162932	0.0097943473	-0.0072830226	0.0497260511	-0.0430604946	0.016500379	-0.000750125	0.0203836604	0.022380859399999998	-0.0182312655	0.050675852	-0.050819162599999995	0.014567875800000001	0.0189526119	-0.0029566245000000003	-0.1332828286	0.0570231954	-0.0277877652	-0.0182538021	-0.0314546984	-0.0272178938	-0.0400000919	0.0194388051	-0.052304762000000005	0.0763520118	-0.0081596053	0.1193424018	0.0104255951	-0.049698291799999995	-0.0158674568	-0.0033253801	-0.0265862561	-0.05695346990000001	0.0366901601	0.053525502999999995	-0.051988686299999996	0.0233594635	0.0041677953	-0.021317214700000003	0.029418882200000007	-0.040152537	0.0546969076	-0.026136076299999998	-0.0470520388	0.0310853733	-0.0873912832	0.051569364400000005	0.055944109699999994	0.0473101904	-0.0677210556	-0.044608250300000006	-0.0565473539	0.0163695513	-0.0791600876	-0.041071711600000005	0.0139832531	0.04828018480000002	0.0569677824	0.09590072949999999	-0.0418075865	-0.0703770113	-0.0187668	0.0755281812	0.0140901232	-0.0542441537	-0.0960293686	-0.0908143174	0.007381269999999999	0.01810867	0.0003279239291689	5.4483146812899985e-05	0.447314	0.07401700000000005	0.20008981459600006	0.005478516289000008	0.335256	0.034804999999999975	0.0012113880249999985	0.112396585536	-0.0020716	0.00333463	4.291526559999998e-06	1.11197572369e-05	0.0007089469999999999	-0.000591093	3.4939093464899996e-07	5.026058488089999e-07	-0.00220384	-0.0007682499999999997	4.8569107456e-06	5.902080624999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34216.984375	249.7109375	1170802019.718994	62355.552307128906	21661.69921875	35.3203125	1247.5244750976562	469229213.0435944	21839.56640625	-6.681640625	44.64432144165039	476966660.81300354	1.663502	51.090557	0.80474812	-0.133711725	-0.0103852179	0.006118243000000001	0.0637320749	0.0612806042	-0.0027469218	0.0522836441	-0.021592177200000003	-0.005622481899999999	-0.0495087224	-0.09423133439999999	-0.1243787422	-0.1232291818	0.0388452064	-0.0015257357	-0.0770110181	-0.0503315575	-0.0068726362	-0.0861475853	-0.0519124183	-0.0375729796	-0.0820571663	-0.0118567426	-0.0390771788	-0.11948959460000001	-0.0701426042	0.016386422299999998	-0.1294219814	-0.09261616980000001	-0.0680650984	-0.0081528591	0.0666189764	-0.0095805509	0.0114833854	0.0709143698	0.0611126063	0.0231077812	-0.039366346600000005	-0.0190822148	0.0040097706	-0.036306998199999996	-0.1507515324	0.0405995813	-0.1366905975	-0.0144189366	-0.0756471421	-0.0375059865	-0.051670883499999994	-0.1153122095	-0.0449714747	0.047455117699999994	0.08933197359999999	0.0144948822	0.1334175981	0.0802174573	-0.10132697439999999	-0.1101001824	0.03554533	0.0941794268	-0.055526024800000004	-0.0871037273	0.0744894057	0.010973431100000002	-0.058141318399999996	-0.09759167619999999	-0.0872496007	0.006231899999999999	-0.0011493699999999994	1.3210513968999986e-06	3.883657760999999e-05	0.61639	0.16907599999999995	0.3799366321	0.028586693775999983	0.491673	0.15641699999999994	0.02446627788899999	0.241742338929	0.00511782	0.00718942	2.6192081552400005e-05	5.16877599364e-05	0.000316472	-0.0003924749999999999	1.5403662562499994e-07	1.00154526784e-07	-0.00418406	-0.00198022	1.7506358083599998e-05	3.9212712484e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33984.25390625	-232.73046875	1154929513.5644686	54163.47108459473	21622.48828125	-39.2109375	1537.4976196289062	467531999.47279364	21764.787109375	-74.779296875	5591.943241119385	473705957.91641617	1.169141	35.907425	0.4792094000000001	-0.0711481773	-0.027318091200000002	0.0411360198	0.0081867641	0.032396599	-0.0003821369	0.0336301996	-0.029660586200000002	-0.0329477935	-0.0315869318	-0.086078468	0.036478072400000006	-0.1599695626	-0.05741911	0.0439949351	-0.025122158399999997	-0.0090643348	-0.045719851	-0.049898062800000004	-0.07297564690000001	-0.051557949299999996	-0.0030093184999999997	-0.0350467557	-0.0336574511	-0.1103819693	0.0051019249	-0.0460349863	-0.0809388765	-0.0513314132	-0.0466564573	-0.053194602300000005	-0.024483828	0.015962921799999998	0.0699321725	-0.0063136398	0.0360715356	0.0095873248	-0.0254264971	-0.0375932723	-0.0365672823	-0.0167721607	-0.0833472054	0.17505967239999998	-0.0182886953	0.012409543	-0.0629954635	-0.04479756360000002	0.011447565900000001	-0.09071858029999999	-0.0852154087	0.0185475779	0.0640998552	0.0557268848	0.0625888584	0.0789175795	0.0179457251	-0.0548664991	0.0826448806	0.103837224	0.025255984900000004	-0.0399192911	0.0734322509	0.0078459096	-0.06190939490000001	-0.09876883410000001	-0.08314696120000001	-0.0131781	-0.01941	0.00037674809999999997	0.00017366231961000002	0.718515	0.10212500000000002	0.516263805225	0.010429515625000005	0.4203939999999999	-0.07127900000000004	0.0050806958410000045	0.17673111523599996	0.00136156	-0.00375626	1.8538456336e-06	1.4109489187600006e-05	0.00117426	0.0008577880000000003	7.358002529440003e-07	1.3788865476000003e-06	-0.00529792	-0.0011138600000000004	2.80679563264e-05	1.2406840996000007e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34045.10546875	60.8515625	1159069206.3783114	3702.9126586914062	21560.724609375	-61.763671875	3814.751163482666	464864845.6813088	21772.4609375	7.673828125	58.88763809204102	474040055.2749634	0.8133329999999999	24.979631	0.21276255	-0.033565637999999995	-0.0293824244	0.0341944436	-0.0291001343	-0.0116435127	0.025047035099999997	0.027578568799999998	-0.044080033899999996	-0.0405123968	-0.0047552822	-0.030197875899999997	0.027097905099999996	-0.0457921632	-0.0647547246	0.0479089492	-0.0188614959	0.0156463672	-0.0506727703	-0.013111917399999999	0.0131566928	-0.09690166119999999	-0.0123399625	0.023314717000000002	0.017083483400000002	-0.1064714741	-0.0444237149	0.0248461229	-0.0355319879	-0.0356503936	-0.031275409500000004	-0.0175008834	0.0055090090000000005	-0.013145548200000001	0.10187905230000001	-0.0018560688	-0.015097144299999999	0.034793144399999996	-0.0061128327	-0.0547574091	-0.0311914912	0.0046300918	-0.0169679945	0.0794388477	0.0418487657	-0.0011006707	-0.036600893599999997	-0.0190196175	0.0717081963	-0.0488930408	-0.0563957353	-0.0339280495	0.0198409386	0.0898605407	0.0478850593	0.0378677875	-0.030135517799999997	-0.0041969178	-0.0475938046	-0.0043746183	-0.0078022169999999984	-0.17830283670000002	0.0723569779	0.0047106451	-0.0655400171	-0.0995561965	-0.0785316931	-0.0123758	0.0008023000000000006	6.436852900000009e-07	0.00015316042563999998	0.664756	-0.053759	0.44190053953599995	0.0028900300809999997	0.407761	-0.012632999999999894	0.00015959268899999734	0.16626903312100005	-0.00017481900000000002	-0.001536379	3.0561682761000007e-08	2.360460431641e-06	0.0006689939999999999	-0.0005052660000000002	2.552937307560002e-07	4.4755297203599995e-07	-0.004428199999999999	0.0008697200000000009	1.9608955239999994e-05	7.564128784000016e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34109.3515625	64.24609375	1163447864.0142212	4127.560562133789	21575.1953125	14.470703125	209.4012489318848	465489052.772522	21769.75390625	-2.70703125	7.328018188476562	473922185.13868713	0.8390499999999999	25.769451	0.3820025	-0.08456470869999999	-0.049083397300000005	0.0972638842	0.038563712	-0.0207860658	0.0295025002	0.0523909425	-0.0097855787	-0.0765805469	0.0051202953	-0.0639072408	-0.0774874605	-0.0248539298	-0.0716814214	-0.050565767000000005	-0.0220129331	-0.0049462837	-0.0677421836	-0.0727621975	-0.0652416366	0.009469963100000001	0.0275788112	-0.0620395541	0.0318718575	-0.1161204327	0.019549667	0.0450678107	0.024902597599999996	-0.0553506879	-0.11902013	-0.0521242861	-0.0193916798	-0.0180212102	0.020513046599999998	0.0161034609	-0.0258175843	0.0464913639	-0.0248687719	-0.0257052788	-0.0624674705	0.010239664	-0.0827727741	0.0240939346	-0.008609937600000001	-0.1075733545	-0.0654394918	-0.0039929363	0.0487283666	-0.0807810276	0.032050321	-0.0007925538	0.0756867557	0.0369033692	-0.10813913630000001	0.0973549284	0.0193883881	-0.0072154646	-0.0133969129	-0.008517643100000001	0.0318659224	-0.027718893799999998	0.07126385190000001	0.0015707317000000001	-0.06902512400000001	-0.099950656	-0.0734322509	-0.0121113	0.00026449999999999906	6.996024999999953e-08	0.00014668358769	0.487175	-0.177581	0.237339480625	0.031535011561	0.531483	0.123722	0.015307133284	0.28247417928900004	-0.0004628530000000001	-0.00028803400000000005	2.1423289960900003e-07	8.296358515600003e-08	0.00112227	0.0004532760000000002	2.0545913217600012e-07	1.2594899529000002e-06	-0.00356081	0.0008673899999999991	1.2679367856100004e-05	7.523654120999985e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
