csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45
33923.1015625	n/a	1150776819.61969	n/a	21608.5390625	n/a	n/a	466928960.4155884	21954.724609375	n/a	n/a	482009932.67349625	n/a	n/a	n/a	-0.1303633701	-0.1227923177	0.10735899439999999	0.0301954018	-0.0439362367	0.0802565181	0.035440883	0.0336656684	-0.0515453081	0.0375940645	-0.1184969448	0.0015500465	-0.11923723779999999	0.0405083179	-0.0069909657	0.1082617058	-0.0899130908	-0.1366705093	0.0305717554	-0.16143682380000002	0.0345067659	-0.0689737608	0.1105659225	-0.0955667842	0.1276299018	-0.1662288407	0.1387271799	-0.1497246833	-0.09335267289999999	-0.11384409949999999	-0.157402128	-0.031624527799999996	0.08235240719999999	-0.08292319990000001	0.02379273	-0.0561653938	0.0600697883	0.0081632409	0.0359325992	-0.0815487149	0.0427000036	-0.08910011529999999	0.06356157330000001	-0.0434401184	0.0308692071	-0.081343668	0.07066246179999999	0.11063303039999996	-0.035543224500000005	0.08623368390000001	-0.0002805054	0.0045722762	-0.1916875883	0.07302595769999999	-0.1639030877	0.0193451169	-0.2633109572	0.0119433821	0.039848275600000004	-0.0407407921	0.0872137842	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	-0.034428	n/a	n/a	0.001185287184	0.0121456	n/a	0.00014751559936000003	n/a	0.32669000000000004	n/a	n/a	0.10672635610000003	-0.00991146	n/a	9.82370393316e-05	n/a	0.00321205	n/a	n/a	1.03172652025e-05	-0.00243884	n/a	5.9479405456e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34080.00390625	156.90234375	1161446666.2500153	24618.345474243164	21604.869140625	-3.669921875	13.468326568603516	466770370.58353037	21918.36328125	-36.361328125	1322.146183013916	480414648.92884827	1.111934	34.150452	0.4193345	0.0093941653	-0.0114029608	0.0246823891	0.0199353792	-0.080812282	0.0783077596	-0.0153109927	0.0812425734	-0.0235092948	0.0495209622	-0.0361200966	-0.011945063700000001	-0.0633465616	0.0815768491	0.0345788017	-0.0016491912	-0.015460940500000001	-0.0347746717	0.0067649741000000005	-0.023134526800000003	-0.0344458326	-0.08016600139999999	-0.0053644661	-0.1453633878	0.0522672825	-0.1458352328	0.09678611570000001	-0.0982482358	-0.009562827099999999	-0.0250597565	-0.0315599648	-0.0543088683	-0.0666306376	-0.088984652	-0.0103072557	-0.0916456018	0.0373085003	0.052581461100000004	0.0865730989	-0.0419953301	0.032649237000000005	-0.0410212225	0.0140306409	-0.0670610374	0.0442863887	0.0025221294	0.0079041078	0.0202295398	-0.026268665	0.0052572396	0.03356413	0.042161436399999995	-0.04244325559999999	0.0189696016	-0.1824852196	-0.1132763208	-0.1402489852	0.0776094215	0.0659615704	0.0593093629	0.1953207855	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	-0.049100800000000014	-0.01467280000000001	0.0002152910598400002	0.0024108885606400005	0.0628253	0.050679699999999994	0.00394701832009	0.00256843199209	0.189894	-0.13679600000000006	0.01871314561600001	0.036059731236	-0.0134073	-0.0034958399999999983	0.00017975569328999996	1.2220897305599987e-05	0.00248043	-0.0007316200000000001	5.352678244000001e-07	6.1525329849000015e-06	-0.00232258	0.00011625999999999995	5.394377856399998e-06	1.3516387599999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33877.3203125	-202.68359375	1147672831.555725	41080.63917541504	21552.46875	-52.400390625	2745.800937652588	464508909.21972656	21758.228515625	-160.134765625	25643.14316177368	473420508.13815683	0.997527	30.636721	0.41417	0.0076162834	-0.0014852294	0.029247406299999997	0.0275507163	-0.0914126534	0.0985389705	-0.0270698102	0.030427572799999997	-0.0657717132	0.017187607	-0.0216287541	0.045098038	-0.1227299622	-0.041669325699999996	0.12097789910000001	-0.0962676964	-0.0706745344	-0.0433927741	-0.023381221299999998	0.042887630999999996	0.029565025099999996	-0.046346915999999995	0.0138969131	0.0204359842	-0.0618496526	-0.06435500799999999	0.07134317700000001	0.0927547894	-0.0232451105	0.0067116788	-0.0378056089	-0.044363316900000005	-0.1348616487	0.0356509133	-0.0596702041	-0.10331289710000001	0.0491291251	0.075078447	0.0167735395	-0.067746417	0.0095118265	-0.007626044599999999	0.1463583795	-0.0364811438	0.0393818929	-0.1257312873	0.051507069800000006	-0.029927633199999998	-0.0026911153	-0.006965169100000001	0.0254740941	0.025990466	0.0660544711	0.1365543438	-0.0202463578	-0.0767161535	-0.0213878086	-0.0681931241	-0.1690257472	-0.0093421337	-0.0421350923	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	-0.0494341	-0.00033329999999999466	1.110888899999965e-07	0.0024437302428100003	0.0157641	-0.0470612	0.00024850684881	0.00221475654544	0.272785	0.08289099999999999	0.006870917880999999	0.074411656225	-0.0184704	-0.0050631000000000035	0.0003411556761600001	2.5634981610000026e-05	0.00232403	-0.00015640000000000012	2.446096000000004e-08	5.4011154409e-06	-0.00278077	-0.0004581900000000002	7.732681792900001e-06	2.0993807610000023e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34038.7578125	161.4375	1158637033.4180298	26062.06640625	21545.72265625	-6.74609375	45.50978088378906	464218164.78004456	21726.990234375	-31.23828125	975.8302154541016	472062104.6446267	0.936348	28.757725	0.34367739	0.0417373523	0.0086023147	0.0564919327	0.0203089446	-0.10348718720000001	0.08095601940000001	-0.041195284	0.0578793326	-0.0516530896	0.030991536299999997	0.030509751	-0.051082185999999995	-0.0047021828	0.024088933700000002	0.14705487779999998	-0.0769169525	-0.052653971699999996	-0.0402816358	-0.0010774822000000001	0.0887768451	-0.0173920482	-0.0954414861	-0.0340332463	0.0437169401	-0.08740071070000001	-0.0099448043	-0.1224187383	0.0223125591	0.0171817998	-0.0265119264	0.0061629745	-0.0428669155	-0.1921500111	0.0641265575	-0.0471062215	-0.1138308282	0.0335989062	0.0849014773	0.0373889179	-0.0394357266	0.0126115946	-0.0012502430999999999	-0.0229281054	-0.05906567030000001	0.0768865939	-0.1091355394	0.0235831689	0.0105491208	0.0018301945999999998	-0.032461415800000004	-0.0123489144	0.0938491463	0.0987916142	-0.0327526331	0.1077851833	-0.0605005264	0.038046342000000004	0.0873388825	0.0358663901	-0.0577003492	0.062471781399999995	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	-0.0576659	-0.008231799999999997	6.776253123999995e-05	0.00332535602281	0.00197351	-0.01379059	3.8947417201e-06	0.0001901803725481	0.18236	-0.090425	0.008176680625000002	0.033255169599999995	-0.0145975	0.0038729000000000025	0.00021308700625000002	1.4999354410000015e-05	0.00176629	-0.0005577399999999999	3.110739075999999e-07	3.1197803641e-06	-0.00297473	-0.00019396	8.8490185729e-06	3.7620481599999983e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33887.48828125	-151.26953125	1148361862.011856	22882.471084594727	21543.615234375	-2.107421875	4.4412269592285165	464127357.36679465	21645.330078125	-81.66015625	6668.381118774414	468520314.1909828	0.932443	28.637796	0.06484421000000004	0.025619424100000003	0.0218668066	0.0792532213	0.017672358500000002	-0.10062898070000001	0.09551821070000001	-0.0286011092	0.0694420134	-0.0413258086	0.013543228999999999	0.0102776157	-0.053198389400000004	0.0528957207	0.0411359524	0.09552266949999999	0.019705088500000002	-0.0587000858	-0.007454508100000002	-0.1233463374	0.05337495019999999	-0.0251939067	-0.058371997099999996	0.0639424324	0.054840692	-0.1816473108	0.0550227971	-0.048869783300000004	0.0728944463	-0.0179864979	-0.0295234092	-0.0269901538	-0.0650441851	-0.09467097740000001	0.0837025119	-0.1173970628	-0.11450195199999999	0.047505999199999996	0.0755185543	0.07250192559999999	-0.0347367023	-0.0011377730000000001	-0.0164531433	-0.07730686219999999	-0.0147754107	0.0632310871	-0.08879991289999999	0.0703113893	-0.0189086412	-0.1020789232	0.075655445	-0.1111852224	0.1153323381	0.1279083495	0.031948722400000004	0.062117338200000004	-0.0116259114	0.09950735570000001	0.010758021299999998	0.0263790333	-0.05963341480000001	-0.0228543972	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	-0.0545139	0.003151999999999995	9.93510399999997e-06	0.0029717652932100005	-0.033660199999999994	-0.035633709999999985	0.0011330090640399994	0.0012697612883640994	0.182346	-1.3999999999986246e-05	1.959999999996149e-10	0.033250063716000006	-0.0146011	-3.599999999999437e-06	0.00021319212121	1.2959999999995946e-11	0.00143787	-0.0003284200000000001	1.0785969640000004e-07	2.0674701369e-06	-0.0031636	-0.00018886999999999984	1.000836496e-05	3.567187689999993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33808.04296875	-79.4453125	1142983769.3768466	6311.557678222656	21558.478515625	14.86328125	220.9171295166016	464767995.90866464	21655.533203125	10.203125	104.103759765625	468962118.3116493	0.785119	24.113104	0.07315870000000001	0.059196599100000004	0.043213055	0.0737767971	0.0424261272	-0.08785020519999999	0.0838960352	-0.0529769258	0.0664395709	-0.0617745103	0.0033865326	0.0194904689	0.059368854900000004	-0.0417839729	0.0236300943	0.11013861050000001	-0.0227356649	-0.0977977592	0.0628003772	0.0198305579	0.0092163752	-0.0041616729	0.0368847247	-0.0691417084	0.0234344254	-0.1875346047	0.1009556076	-0.025963315600000002	0.06922859769999999	-0.000186243	0.0280888657	-0.0311138909	-0.1367595523	-0.0682143482	0.1286791561	-0.10580025679999999	-0.09518431289999996	0.015584573899999999	0.0869395682	0.050897560999999994	-0.0709134816	-0.0066407992	0.0383446633	0.0415831024	-0.0417367284	0.09728565289999999	-0.09190494710000001	0.0296875337	-0.0682789322	0.05252647059999999	-0.071958364	0.0220390704	0.0675582356	0.1078758072	0.0379521757	0.1319231333	0.1222058597	0.0765302719	0.0359331788	-0.0666904096	0.006391826800000001	0.010326854	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	-0.0538447	0.0006692000000000017	4.478286400000023e-07	0.00289925171809	-0.0556717	-0.022011500000000003	0.00309933818089	0.0004845061322500001	0.200278	0.017931999999999976	0.0003215566239999992	0.04011127728399999	-0.014529	7.210000000000029e-05	0.00021109184099999995	5.198410000000042e-09	0.00112543	-0.00031244	9.761875359999997e-08	1.2665926848999998e-06	-0.00289722	0.0002663800000000001	8.393883728399999e-06	7.095830440000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33897.0625	89.01953125	1149010846.1289062	7924.476943969727	21544.568359375	-13.91015625	193.4924468994141	464168425.79178244	21658.845703125	3.3125	10.97265625	469105597.1917763	0.8028689999999999	24.658255	0.180269	0.0174428994	0.0247851325	0.0970411864	0.009061625	-0.0716165367	0.0882425353	-0.0114144122	0.040964017799999995	-0.0943993225	0.037092587	0.0139761665	0.061123516600000004	-0.0738487829	-0.0538541497	0.1352284611	0.0286836725	-0.0796444944	0.0096890902	0.0027132809999999997	0.0169395072	-0.023614455299999997	0.0359774306	0.0223873367	0.0265395425	-0.0811985096	0.028448857200000007	0.06042325780000001	0.0783652049	-0.0328150849	-0.021734541200000002	-0.019628061699999998	-0.0853489351	-0.0418250476	0.07878883769999999	-0.1088607224	-0.0857557432	0.053858898200000005	0.06393653839999999	0.0283248337	-0.09134243410000001	0.01816621	0.047092663300000004	0.0933947901	0.007163629300000002	0.07502925839999999	-0.1402694944	0.047430246399999994	0.0007823617	0.053604737300000004	-0.0265650032	-0.04507633849999999	0.0292129205	0.058899548600000004	0.0095852056	-0.0330436791	0.0717791237	0.029192381	-0.025325322200000003	-0.09627334189999999	-0.023354586099999998	-0.138089115	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	-0.0496801	0.0041646000000000035	1.7343893160000034e-05	0.00246811233601	0.0239857	0.07965739999999999	0.0005753138044899999	0.006345301374759998	0.223143	0.022865	0.0005228082249999998	0.04979279844899999	-0.0131555	0.001373499999999998	0.00017306718024999999	1.8865022499999943e-06	0.00112543	0.0	0.0	1.2665926848999998e-06	-0.00299536	-9.814000000000003e-05	8.9721815296e-06	9.631459600000006e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33960.72265625	63.66015625	1153330683.334732	4052.615493774414	21542.47265625	-2.095703125	4.3919715881347665	464078128.1452789	21706.57421875	47.728515625	2278.011203765869	471175364.3141022	0.8307469999999999	25.514458	0.1834623	0.0056218466	-0.011522698100000001	0.1462321318	-0.004251556599999999	-0.07160508480000001	0.0843301308	-0.017834138500000003	0.028821267299999998	-0.0872398033	0.0206235081	0.0154794087	0.015005463200000001	-0.0503338586	-0.0251466121	0.0962229652	0.0943186218	-0.0864932703	0.0038582828999999996	-0.026836398900000002	0.0389849306	-0.0180141704	0.0010361692	0.0116435032	0.006514805899999999	-0.10965070619999999	0.018357839299999998	0.0114345014	0.08693563789999999	-0.028520528399999998	-0.0836490619	-0.0358223113	-0.0972093848	-0.0144761299	0.0871814281	-0.074581095	-0.08244204549999999	0.0448138395	0.0687148944	0.0102175402	-0.0761394856	0.0110022008	0.0329801791	0.0370475799	-0.012671368899999999	0.070695788	-0.1040747582	0.1091131878	-0.011362706100000002	0.0167784092	-0.0047983126	-0.0368234171	0.0658147179	0.10726417	0.0017907141000000001	0.0390738024	0.039951148	0.0310144503	-0.0184353645	0.000936897	-0.0601978754	-0.026324643199999997	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	-0.05789119999999999	-0.008211099999999992	6.742216320999987e-05	0.003351391037439999	-0.055039	-0.07902469999999999	0.003029291521	0.0062449032100900005	0.178478	-0.04466499999999998	0.0019949622249999985	0.031854396484	-0.0128167	0.0003388000000000002	0.00016426779888999998	1.1478544000000017e-07	0.00167371	0.00054828	3.0061095839999995e-07	2.8013051641e-06	-0.00285121	0.00014415	8.129398464099999e-06	2.0779222500000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33919.4375	-41.28515625	1150528240.3164062	1704.464126586914	21533.232421875	-9.240234375	85.38193130493164	463680098.5344887	21731.34765625	24.7734375	613.7232055664062	472251470.9568024	0.8880530000000001	27.274462	0.1795837	-0.0052192569	-0.0162576372	0.1084993555	0.020786571599999998	-0.0759645224	0.0923817934	-0.0300022023	0.0336377836	-0.08758576230000001	0.011273955300000001	0.0676635572	0.0720922926	-0.0031501271	-0.0501537317	-0.0099198602	0.1091713816	0.0046946078	0.0355213942	-0.0061652621	-0.0656151809	-0.0411447164	-0.0617003956	0.020031751299999997	0.0082115964	0.0776663539	0.032896693500000004	-0.225328275	-0.0340052176	-0.019540116899999998	-0.042670126600000004	-0.041401917	-0.1267466038	0.080373028	0.0798372609	-0.0769476659	-0.08613764480000001	0.0510774962	0.0848791749	0.0176521014	-0.07594247	0.010422502	0.1123553708	0.0356108612	0.0257033983	0.0160779635	0.021697943900000002	0.019907954	0.001353808	-0.0374560986	-0.0097362998	-0.08940895609999999	0.015125993400000001	-0.027212629900000004	-0.0975481129	0.0267628138	0.0409486959	-0.0562665628	-0.0470986339	0.0978399799	0.0702563854	-0.0178243348	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	-0.0529403	0.004950899999999986	2.4511410809999875e-05	0.0028026753640900005	-0.0169697	0.03806930000000001	0.00028797071809000003	0.00144927160249	0.153829	-0.024649000000000004	0.0006075732010000003	0.023663361241000002	-0.012304700000000002	0.0005119999999999987	0.00015140564209000006	2.621439999999985e-07	0.00270201	0.0010283	1.0574008899999999e-06	7.3008580401e-06	-0.00215322	0.0006979899999999999	4.6363563684e-06	4.871900400999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33888.94921875	-30.48828125	1148460879.1510162	929.5352935791016	21557.08203125	23.849609375	568.8038673400879	464707785.7020416	21842.6953125	111.34765625	12398.300552368164	477103338.5147095	0.7604529999999999	23.355526	0.24084560000000005	-0.0042651253	-0.0197922065	0.1342483153	0.0259875021	-0.0860751449	0.0822333401	-0.0378242498	0.063193363	-0.070449999	0.0363542798	0.059757709400000004	-0.0295895774	-0.008079919599999999	0.0490120717	-0.0300337796	0.07136770419999999	0.0075303411	-0.0191157524	-0.1376565977	-0.1175403183	0.013959473799999999	-0.0411275693	-0.0242447285	0.029498925	-0.0457144561	0.044660909299999996	-0.094598549	0.0580033073	-0.034847599	-0.0791129272	-0.0491102996	-0.12127462189999999	0.0175658267	-0.08140872219999999	-0.0710242024	-0.0965342241	0.028685847	0.0784992859	0.0607076194	-0.06193159400000001	0.0291561343	0.0560686763	-0.0493165153	-0.0543530447	-0.007427276	-0.023980542599999998	0.0109100253	0.013667881599999999	-0.1456385282	0.1062528909	-0.031553259	0.041139667799999995	0.0304411146	-0.060539662	0.080110475	-0.0011858564999999998	-0.0357250965	-0.12135862720000001	0.1117947919	0.0338147592	-0.0324542892	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	-0.0697801	-0.0168398	0.00028357886403999985	0.004869262356009999	-0.113272	-0.09630230000000001	0.012830545984	0.009274132985289998	0.182174	0.028345000000000013	0.0008034390250000005	0.033187366276000003	-0.0135957	-0.001290999999999997	0.00018484305849	1.6666809999999926e-06	0.00264432	-5.769e-05	3.3281361e-09	6.9924282624e-06	-0.0027917	-0.0006384799999999999	7.79358889e-06	4.0765671039999984e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
