csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
30224.15625	n/a	913499621.0244141	n/a	20035.732421875	n/a	n/a	401430573.68097305	20808.732421875	n/a	n/a	433003345.0051918	n/a	n/a	n/a	-0.124011612	0.1181587428	-0.14799903039999998	0.08668549960000001	0.1030485095	-0.0012456699000000001	0.18644715260000005	0.019256731000000003	-0.1228734855	0.1373643802	-0.1284268935	0.1129730781	-0.0310761227	0.0815072123	0.0465618013	-0.027289053799999997	0.0595157667	-0.005210352	0.0404454143	-0.1194925505	0.0442961501	-0.0321336868	0.2090897279	-0.0703003987	0.0150610705	-0.11804340199999999	0.0294140635	-0.0869225704	0.0288584933	0.09871780279999999	-0.0333963124	0.1819813229	0.0735996541	-0.156784203	0.018572509299999998	0.039544046400000005	-0.024487219700000003	-0.058514013	0.0648415257	0.0633377328	0.0122383156	0.0345166172	-0.0732775216	-0.1847245933	0.08678932789999999	0.054167059299999994	-0.0064397893	-0.0117379563	-0.14659264689999998	0.0568706609	-0.0529432766	0.0874650192	-0.1239290499	0.1161092342	-0.0437822035	-0.0681068267	0.1157282326	-0.1694681199	0.013577383200000001	-0.0883105545	0.20027612179999998	-0.10951487730000001	0.06396294450000001	-0.0712751333	0.0467191541	-0.0307369322	0.0382016175	-0.07475756730000001	0.0495396802	-0.0678853572	0.0623324133	-0.1648387996	0.0090541078	-0.0165253628	0.1310444015	-0.10616148689999999	0.0058455966	-0.012946207900000001	-0.0067771251	0.0779760562	-0.07944499690000001	0.1604872502	-0.0135332821	-0.0140349546	0.1703748293	0.0365529948	-0.0299387858	0.0175169756	0.00824433	0.0545946053	-0.0154681382	-0.015252091200000003	-0.0776475212	0.1442361786	0.049000008899999996	0.0317386968	-0.08396565800000001	-0.0891265391	0.0843780477	0.1217078847	0.1216831682	0.1216419777	-0.055831500000000006	n/a	0.0031171563922500005	n/a	-0.0474123	n/a	0.0022479261912900003	n/a	-0.0903736	n/a	0.008167387576960002	n/a	0.00114105	n/a	1.3019951025e-06	n/a	0.0012356200000000006	n/a	1.5267567844000014e-06	n/a	-2.1175799999999998e-22	n/a	4.484145056399999e-44	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30088.806640625	-135.349609375	905336285.0569193	18319.516757965088	20055.609375	19.876953125	395.09326553344727	402227467.4025879	20787.328125	-21.404296875	458.1439247131348	432113010.576416	0.974716	15.812557	0.0907624	0.0652503735	0.10116300939999999	-0.017878221	0.034764208399999996	0.1388202355	-0.1511721282	0.1617655402	0.0008826673	0.034572438500000004	-0.011731686000000002	-0.0114787204	0.1499532148	-0.1006084621	-0.0023048079	0.0084656332	-0.09997633449999999	-0.0550991208	-0.086893756	-0.0004981979	0.016268323600000002	0.1006115268	0.0230419721	-0.0627235281	0.032315141299999996	-0.0967638271	-0.0319285589	-0.04440481809999999	0.0955899124	0.024086389700000002	0.0722727618	-0.0204375877	-0.0666754389	0.0597922019	-0.174115715	-0.011375000500000001	-0.1460553621	0.0235716323	0.0643584403	-0.17676082280000002	-0.006747389300000001	0.0254600227	-0.0578333929	0.0633427507	-0.09575015740000001	0.0109288646	0.0358146543	0.0445030418	0.026525456200000002	0.0390859088	0.0944790281	-0.0151543245	-0.060334562599999995	-0.144736031	0.1126831583	-0.1438436936	-0.1340842199	-0.0226401196	-0.23808816019999998	-0.0306639668	0.0293982019	-0.0038775972999999997	-0.0709565645	0.11361033640000001	-0.001070838	-0.1354313092	-0.0723516961	0.0373400148	-0.0739808233	0.0358649046	0.011835536200000002	-0.050778537900000004	0.0415374659	-0.1010559332	0.0304944984	-0.0789736742	0.0397233403	-0.0774991986	0.0400025331	-0.0637854578	-0.0658795251	0.0313052677	0.1461079673	0.023764549500000003	0.0568335424	0.0996764818	0.007691100699999998	0.0105534598	0.0696468465	-0.1420162649	-0.1462704711	-0.0810309236	0.09760941039999999	-0.0801123395	-0.0653958349	0.1475440716	-0.0106504772	-0.0699170049	0.0801052295	0.0332467681	0.1216419777	0.12141962949999999	0.12104935019999999	-0.055828	3.5000000000104384e-06	0.0031167655839999995	1.2250000000073074e-11	0.017898400000000002	0.0653107	0.00032035272256000004	0.004265487534489999	-0.07055640000000002	0.019817199999999997	0.0049782055809600035	0.0003927214158399997	0.00106656	-7.448999999999997e-05	1.1375502336e-06	5.548760099999996e-09	0.00127375	3.812999999999928e-05	1.6224390625e-06	1.4538968999999454e-09	0.0	2.1175799999999998e-22	0.0	4.484145056399999e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30135.427734375	46.62109375	908144004.7337381	2173.526382446289	20078.048828125	22.439453125	503.52905654907227	403128044.7445717	20785.02734375	-2.30078125	5.2935943603515625	432017361.6804352	1.126168	18.269527	0.07682116499999997	-0.1213075475	0.1293058737	-0.1301643898	0.0496621682	0.2786833963	-0.13983243720000002	0.1087252868	-0.0008996786999999998	-0.1084738271	0.1518940414	-0.1529356322	0.0382424775	-0.0204016344	-0.0293724834	0.0115557678	0.006344325400000001	-0.12737099289999998	-0.05959613900000001	0.0524864654	-0.0792982307	0.17855501510000002	0.0919712026	-0.039458631800000005	0.0522567507	0.0519667888	0.0100100417	-0.0436259864	-0.1626887741	-0.027590555299999996	-0.0387034297	0.04874919690000002	0.000576303	-0.0299723454	0.0940499157	0.1489934291	-0.0054528331	0.0488727438	-0.0325487555	0.021160887599999997	0.0487638339	0.0260935073	0.044872824699999994	-0.0194301762	0.1058531745	-0.0176574916	-0.0807396485	0.0362476682	0.0631986677	-0.1586080912	0.0691802513	-0.08435283140000001	0.12137743289999996	-0.0437365361	0.11864759289999999	0.0132906906	-0.2668544611	-0.0040553242	-0.19694463199999998	0.0038833898	-0.033296414100000005	0.184193265	-0.0560408284	-0.0579760526	-0.0485988317	-0.0332808931	0.0368032426	0.1117108337	-0.0610668979	-0.0048524984	-0.039111937299999996	-0.1844553955	-0.0653803086	-0.1344065743	0.16913307730000002	-0.0616965502	-0.0719893449	0.09964627150000001	-0.0778166423	0.08393564949999999	-0.0009142652	-0.046170688200000004	-0.0752100112	0.0961507347	-0.039110840699999996	-0.0439124458	-0.061081976100000004	-0.1250384961	-0.0087679414	0.0741657195	0.041754458700000004	0.0796223378	0.0352386756	0.0063979084	-0.0552012736	-0.0946393256	-0.0138504008	0.0660175705	-0.115886338	0.0294774956	0.1215101995	0.120893123	0.1198669825	-0.0558078	2.0199999999998e-05	0.0031145105408399995	4.080399999999191e-10	-0.0218711	-0.0397695	0.0004783450152099999	0.0015816131302500002	-0.0933747	-0.02281829999999997	0.008718834600089998	0.0005206748148899987	0.00112385	5.728999999999999e-05	1.2630388225e-06	3.282144099999999e-09	0.00144962	0.00017587000000000004	2.1013981444e-06	3.0930256900000024e-08	-5.11033e-05	-5.11033e-05	2.61154727089e-09	2.61154727089e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30153.919921875	18.4921875	909258886.65485	341.96099853515625	20065.36328125	-12.685546875	160.9230995178223	402618803.60853577	20794.0546875	9.02734375	81.49293518066406	432392710.34674066	1.198222	19.43844	0.11942661500000006	0.0463115851	0.07033818480000001	-0.0374193785	0.0115382252	-0.0068016317000000005	-0.014045433000000001	0.0664936233	-0.06344683150000001	-0.07623850459999999	0.0720078314	0.0184387277	0.1895160124	-0.0068629233	-0.0327738688	0.0851598065	-0.0684913915	0.09369898800000001	-0.1329255423	-0.0416252312	-0.0796167188	-0.0165632241	0.0661694354	-0.146097784	-0.0673288752	-0.030012498500000002	-0.09736055769999999	-0.0495548062	0.0330459763	-0.172959925	0.040364214100000004	0.061788543	0.11467805789999999	-0.1556886426	0.093649445	0.060006826299999996	0.10506203300000001	-0.0385864219	-0.057266053399999996	-0.030716424500000002	-0.047629089299999997	-0.2000313971	-0.012742475500000001	0.0489268453	-0.061637352699999995	-0.0823584328	-0.0823466474	-0.1514675653	-0.09341313679999999	0.017674514199999998	0.060671076	-0.0032104875	-0.010708660900000002	-0.06631863019999999	0.12793302380000002	-0.14465384539999998	0.0006064375	0.0112081475	-0.0587506425	-0.051816103200000005	-0.0601375367	0.13129543289999998	-0.1527376707	0.08899635730000001	0.0479806816	0.0188293899	-0.035818355	-0.048276273200000004	-0.17576065670000002	0.0435467796	0.16009937470000002	-0.07822001070000001	0.1079393004	-0.0846436923	-0.023269530400000002	-0.032209447999999995	-0.0308802807	-0.0672476251	0.015540900500000001	-0.0121399947	0.19420886739999998	-0.0756260481	-0.1835195161	0.0402819124	-0.024220611099999997	0.0328274064	0.128846723	0.0709249421	-0.1292390176	0.055781135999999995	-0.1756811764	0.09235951710000001	-0.0498579729	-0.06885184400000001	0.20299447129999998	-0.09070279839999999	0.0416935134	0.21085086879999998	0.0001518966	-0.0874663875	0.1213126213	0.12010478890000001	0.1181006348	-0.0400821	0.015725700000000002	0.0016065747404099993	0.0002472976404900001	0.0195352	0.041406299999999986	0.00038162403904	0.0017144816796899995	-0.07927449999999997	0.01410020000000002	0.0062844463502499965	0.0001988156400400006	0.000342405	-0.000781445	1.17241184025e-07	6.106562880249999e-07	0.00131828	-0.00013133999999999995	1.7378621584e-06	1.7250195599999992e-08	5.29396e-23	5.11033e-05	2.80260124816e-45	2.61154727089e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30030.3203125	-123.599609375	901820138.07135	15276.863437652588	20063.103515625	-2.259765625	5.1065406799316415	402528122.6786842	20782.921875	-11.1328125	123.93951416015624	431929841.6623535	1.070276	17.362806	0.13654980000000005	0.0236835375	0.11920563470000001	-0.0209686265	0.0595127875	-0.0197561042	-0.0201618626	0.0145429982	-0.1356501578	-0.1398325924	0.0923894375	0.0551189635	0.18630145210000001	0.0822501169	-0.0490872588	0.0836217833	0.0403728388	0.0777195157	-0.0156762064	0.0758657229	0.0231388631	0.0163719388	-0.027420189100000002	-0.0760281344	0.083875583	-0.070872294	0.0481429983	-0.07379657889999999	0.0469576266	0.0730863749	-0.1298549388	0.0063335951000000005	0.0295975887	-0.0124564694	0.10941325810000001	-0.0091153288	-0.1333868496	0.0502306541	-0.009724744799999999	0.0128869396	0.027964652200000002	0.08682958310000001	0.10137236869999999	0.047695515599999995	-0.0355809621	-0.0082154689	-0.0926545142	-0.001442248	0.0435680991	-0.010902407	0.075349633	-0.057027060199999986	-0.0032598137	-0.0745830445	0.1116603434	0.039927001499999996	0.0143515355	-0.0406458868	-0.0042577456	-0.1127082812	-0.1203187102	0.17270656690000002	-0.09267032689999999	0.1303086566	0.1354020193	0.066572404	0.04521045480000002	-0.04326178309999999	-0.0050891056	0.0386665514	0.0446272022	0.0266194196	0.0221540479	-0.0124822082	0.0401335221	-0.1738024043	0.0857593035	-0.015009153	-0.10565454	-0.021368262599999997	-0.06594188200000001	0.030697018399999998	-0.07671833389999999	0.0317748009	0.0088102478	-0.10398104949999999	-0.0585443982	0.035023612	-0.0768998909	0.0102171779	0.09897490519999999	-0.0107606514	-0.0484932661	-0.0127293387	-0.0771193332	-0.0974436316	-0.12310268640000001	-0.0084803459	-0.0655582829	0.0376647961	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0368176	0.003264499999999997	0.00135553566976	1.0656960249999976e-05	-0.041911	-0.06144620000000001	0.0017565319210000006	0.003775635494440001	-0.07916829999999997	0.00010620000000000074	0.006267619724889996	1.1278440000000157e-08	0.00123303	0.0008906249999999998	1.5203629809e-06	7.932128906249998e-07	0.00101563	-0.00030265	1.0315042969e-06	9.15970225e-08	0.000241383	0.000241383	5.8265752688999986e-08	5.8265752688999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30149.53125	119.2109375	908994234.5947266	14211.247619628906	20045.78515625	-17.318359375	299.9255714416504	401833502.5305328	20794.640625	11.71875	137.3291015625	432417078.7229004	0.975488	15.825082	0.0484417	-0.10394095789999999	0.1215528755	-0.114957671	0.0600565032	-0.012906241899999999	0.0447623871	0.0678628689	-0.0300500419	-0.19401927940000002	0.06910996230000001	-0.0830881729	0.12831678529999999	0.041956997	0.0075337575	0.0485336609	0.008147972600000001	-0.042981847999999996	0.0070596041	0.1281451142	0.0580464992	0.00048664	-0.08703408609999999	0.0047646594	0.1271182762	0.12196681050000001	0.14284468820000001	-0.026251710299999998	0.08778053849999999	0.1123807938	-0.0409159521	-0.1158836601	-0.0917412093	0.026274355	0.02186765	-0.10070245789999999	0.1464261529	0.0380308988	0.048485863600000005	0.0766344642	-0.1626495385	-0.0407780249	-0.0354742464	0.027376062599999997	0.0826206602	-0.015062615	-0.1096107458	0.0936879907	-0.1073108249	-0.1400287314	0.0885912867	-0.0492402992	0.10195040179999999	0.0041592001000000005	0.1599399447	0.0733284765	0.0390654384	0.060236998300000004	-0.039822147599999996	-0.0136401335	-0.13301959300000002	0.12149432619999999	-0.1325801636	0.07644293049999999	0.0055435318	0.0331504654	0.0337797385	0.1204781389	0.0796683999	0.0152911081	-0.0030939821999999995	0.0247942258	-0.09800269689999999	0.034745239500000004	-0.0449608558	-0.067202111	0.1582508168	0.131363037	0.0091354661	0.0167704989	-0.1062091415	0.1763629852	0.0317221492	0.0078229632	0.0610922558	-0.1336640649	-0.1039170699	0.0508149942	-0.0470209211	0.0997293302	0.0046785571	-0.0301306815	-0.0482153221	0.0693070093	-0.013407424	0.0640974691	-0.0248897489	0.06652444440000001	-0.077974371	-0.0675874281	0.1207205288	0.11775003070000001	0.11285322490000001	-0.050301	-0.0134834	0.002530190601	0.00018180207556000002	-0.0388758	0.003035200000000002	0.0015113278256400002	9.212439040000013e-06	-0.0792076	-3.930000000003375e-05	0.00627384389776	1.5444900000026529e-09	0.0008367369999999999	-0.000396293	7.00128807169e-07	1.5704814184900002e-07	0.00101563	0.0	1.0315042969e-06	0.0	0.0	-0.000241383	0.0	5.8265752688999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30062.658203125	-86.873046875	903763418.2379187	7546.926273345947	20059.439453125	13.654296875	186.4398231506348	402381111.1735878	20823.732421875	29.091796875	846.3326454162598	433627831.97784805	1.158955	18.801422	0.10490787	0.1476965438	0.07107158969999999	-0.0096796646	-0.0252719245	-0.0995879481	0.0060642097999999995	0.0471366762	-0.1651499575	0.014156876499999999	-0.3195635543	0.0251361383	0.10659137619999999	-0.0216856536	0.1048563742	-0.1248323897	-0.0243202172	0.034504759100000004	-0.08956399220000001	-0.0306941448	-0.0217745942	-0.0052079167	0.0040204828	-0.12038020960000001	-0.0148068698	0.024145278	0.015070826	-0.1371285287	0.0687886939	0.0733517789	0.0038720896	0.0241031455	0.08615693460000001	0.0600665432	-0.0503094254	0.0251162948	0.0345301913	-0.0385282982	0.0969199667	-0.0034783002	-0.0123544832	0.0157636962	-0.11799333039999994	-0.0718459737	-0.037877428500000004	0.033943762	-0.14639634740000002	0.0616116904	0.0569471241	0.1333217664	0.1251963613	0.0355761498	-0.0446127461	-0.0888261213	0.0862993615	-0.0394197025	0.086486812	-0.0086378603	-0.0196674399	-0.21470965809999998	-0.0987630396	-0.278943245	-0.0791704533	0.1014823309	-0.0795265842	0.0450986083	-0.113182234	-0.0218514304	0.0189994907	0.0167165633	0.0613219883	-0.0137399571	0.1463855118	-0.0901158051	-0.022975502400000004	-0.0499383986	0.050379764800000004	0.0426230665	-0.0248652504	-0.0329253494	-0.0038583811999999998	0.0737606333	0.0778659471	0.05345561309999999	-0.012628525600000001	0.0403666758	-0.1678646468	0.0744933182	0.028411122900000002	0.0508011017	0.048707858799999997	-0.09045336039999999	0.0209548396	0.0114207363	0.034518240299999996	-0.103044661	-0.0304540035	-0.15246941890000001	0.004804108499999999	0.019619539199999998	0.120326335	0.1161887065	0.1093977275	-0.0396061	0.0106949	0.0015686431572099998	0.00011438088601000001	-0.00344033	0.035435470000000004	1.18358705089e-05	0.0012556725341209005	-0.0412797	0.037927900000000014	0.0017040136320899994	0.0014385255984100005	0.0008367369999999999	0.0	7.00128807169e-07	0.0	0.0005986380000000001	-0.00041699199999999987	3.583674550440001e-07	1.7388232806399995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30212.568359375	149.91015625	912799286.8699074	22473.054946899414	20068.369140625	8.9296875	79.73931884765625	402739439.9643898	20928.21484375	104.482421875	10916.57648086548	437990176.5461578	1.222953	19.839636	0.034296770000000004	0.08655625689999999	-0.07730625320000001	-0.1014034085	-0.19909431	-0.1254114979	0.060787514	-0.0344018543	-0.0851020392	-0.0054865877	-0.0816122351	-0.00871481	0.0504996687	-0.0780498721	0.017431148100000002	-0.025791578	0.0287182277	0.1133027914	0.0073283888	-0.0905935697	0.026449330099999998	0.0068680172	0.044153731200000004	-0.1027639959	0.0087191411	-0.0267828214	0.1216175682	0.119744351	-0.0013755547	0.027905716299999998	0.14543144119999998	0.1849156503	-0.06286827910000001	-0.0019966076000000003	-0.1477356799	-0.0276799834	0.0574528868	0.082209132	-0.059245944	0.1650616575	0.11371149289999999	0.1431559291	0.1050413382	0.09048304970000001	0.004517185	0.0156142539	0.0073830902	0.045960459800000006	-0.0412664566	0.1156200901	0.0308561323	0.1424475298	0.0904386685	0.0551792408	0.1327652966	-0.0127115971	0.1165417115	0.008366168299999999	0.0747338754	-0.0797088996	-0.0397785591	-0.0726440085	-0.0815872182	0.0441595293	-0.0142245878	-0.0483748191	-0.0283990127	-0.1391119203	-0.013843914099999998	0.0002459868	-0.013723536100000001	0.0180879747	0.12787005380000002	0.0509002576	0.001373661	-0.0081689147	-0.07485925980000001	0.07928784309999999	0.08316585900000001	-0.0751982717	-0.0680617639	-0.22889186329999997	0.0016630246	-0.0491769779	0.0525143937	0.1536501425	0.063214632	-0.10292672580000001	0.0004478674	-0.0486283075	0.1302948711	-0.0157447399	-0.1210087287	0.21115275390000002	-0.0641871849	0.0780957699	0.06619602990000001	0.0794143263	0.176768197	-0.023970772	0.1198669825	0.1143757435	0.10540925529999999	-0.0309683	0.0086378	0.00095903560489	7.461158883999996e-05	-0.024703	-0.02126267	0.000610238209	0.0004521011355288999	-0.0428709	-0.001591200000000008	0.00183791406681	2.531917440000025e-06	0.0008367369999999999	0.0	7.00128807169e-07	0.0	0.00065474	5.6101999999999925e-05	4.286844676e-07	3.1474344039999922e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30269.736328125	57.16796875	916256937.3742104	3268.176651000977	20097.392578125	29.0234375	842.3599243164062	403905188.4392738	20871.369140625	-56.845703125	3231.4339637756348	435614049.8042336	1.737868	28.192965	0.053760400000000014	-0.1585864987	-0.15957099560000002	0.0367666289	0.0570338688	-0.008730293	0.019683498400000003	-0.1339079726	0.0631784712	-0.15118047310000002	-0.0166261132	-0.0685588446	-0.0038984889	0.007859607900000001	0.1393102201	0.0055493668	0.08643276039999999	-0.031420124199999996	-0.07631796099999999	0.0411967729	-0.0206533734	-0.0839822181	-0.037228892400000005	-0.1112074267	0.0386504165	-0.0587582868	0.059311126	-0.0411688227	-0.1000144187	-0.0143191037	-0.0097509764	-0.0054307044999999995	0.06711421669999999	-0.0216452163	0.0184451242	-0.051408854500000004	0.0416016406	0.0059683341	-0.18423128589999999	-0.0274599504	-0.16821341210000001	0.1176223027	0.023697822799999997	0.1455434161	-0.0689950086	0.0098234642	0.1497996943	-0.017456591599999998	-0.20414845329999998	-0.12091353519999999	-0.1969591303	-0.0134681107	0.0221014802	0.0521238038	0.023073690299999998	0.016667233	-0.0081742313	-0.0485121653	0.0946736324	0.08868142	-0.1556188216	0.0086770367	-0.036026884700000004	0.025936470299999997	-0.1562413996	0.0122936978	0.0929720958	-0.042324854599999996	0.05733682740000001	-0.0282513881	0.1218591716	-0.0668414874	0.046164411600000003	-0.010143087299999999	-0.09124596619999999	-0.1176627727	0.0235889701	0.04597270269999999	-0.0441179094	0.1043641066	0.021084317999999998	-0.0536638489	0.039446247000000004	-0.013626268200000001	-0.06328787450000001	-0.011239021399999998	0.1424699022	0.0922864128	-0.1047235278	0.0480478748	-0.0546237229	0.0201547971	-0.0306872893	-0.1633050265	-0.0496750943	0.2494678975	-0.0205917589	0.051739590300000006	0.0028082227	-0.011635927800000001	0.11934271980000001	0.112315068	0.1009072399	-0.0404795	-0.0095112	0.00163858992025	9.046292544e-05	-0.0247287	-2.5700000000000032e-05	0.0006115086036900001	6.604900000000014e-10	-0.0425665	0.00030440000000000333	0.00181190692225	9.265936000000199e-08	0.0008367369999999999	0.0	7.00128807169e-07	0.0	0.00101564	0.0003609	1.0315246095999998e-06	1.3024880999999996e-07	-0.000517482	-0.000517482	2.67787620324e-07	2.67787620324e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29969.375	-300.361328125	898163437.890625	90216.92743301393	20045.697265625	-51.6953125	2672.405334472656	401829978.86508566	20794.357421875	-77.01171875	5930.804824829102	432405300.5886879	1.536303	24.923042	0.09098110000000001	-0.021622556	0.0863156531	0.08719238359999999	-0.0194831044	-0.002430856	-0.0029453684999999996	0.0941057509	-0.0413127108	-0.0813202443	-0.008410128000000001	0.0064086957	-0.0324374752	0.0765533227	-0.0439808041	0.0670335331	-0.06316840480000001	-0.059121718	0.1737796877	0.0135132658	-0.001637576	-0.11266556230000001	0.071211515	0.0987766386	0.0312660229	0.0329002258	-0.1136361268	-0.22590399449999998	-0.1770790111	0.1247775786	0.0574445896	0.0705498941	-0.1145933108	-0.023076641000000002	-0.0216283754	-0.07463988349999999	-0.046039156799999995	-0.060949689400000014	-0.0194405898	-0.0745489721	0.033678237400000005	-0.0193448146	0.1343022843	0.0725015213	0.1097963707	0.1528037393	0.1078992878	0.0728035987	0.07187770190000001	-0.0280224479	0.0874761974	-0.0260908809	-0.0982567058	0.0430581349	-0.1254457443	0.0356928912	0.0185633732	0.027793478700000002	-0.08108531690000001	-0.0405789724	-0.05746151980000001	0.031986026800000004	0.0281928097	-0.0968532293	0.0604364522	0.0532214888	0.046592300499999996	0.0872160801	0.021458878100000002	-0.0877809834	0.030979813399999997	0.1301401321	0.0299601723	0.0710927712	0.18822665260000002	0.042223683399999996	0.0492805177	-0.0615235383	-0.10363449029999999	0.0880858041	0.1753136977	-0.12805620410000002	0.11387848240000001	0.0350224396	0.113287615	-0.1073940727	0.0020898176999999997	0.0016391876	-0.0008116509	-0.07465361870000001	0.0327519899	0.1163996824	0.0025260506	-0.013986138300000001	-0.1487416774	0.0267446186	-0.0462400949	0.0114190991	0.085723875	0.1070222726	0.11875383099999999	0.1100111431	0.0959136145	-0.0365768	0.0039027000000000024	0.0013378622982400002	1.5231067290000016e-05	-0.0122337	0.012495000000000001	0.00014966341569	0.00015612502499999994	-0.0619767	-0.0194102	0.0038411113428899993	0.0003767558640399998	0.000269405	-0.0005673319999999999	7.257905402500001e-08	3.218655982239999e-07	0.00115998	0.00014433999999999996	1.3455536003999998e-06	2.0834035599999988e-08	-0.00012569	0.000391792	1.57979761e-08	1.5350097126399994e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
