csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
37626.30078125	n/a	n/a	1415738510.4810946	23382.9609375	n/a	546762862.2046509	n/a	24089.560546875	n/a	580306927.3415565	n/a	n/a	n/a	n/a	-0.19533441440000002	-0.0518184689	-0.1084848395	-0.0110828282	-0.0055384702	-0.1789635051	0.09786092630000001	-0.1714875483	0.0646907318	-0.0400067158	0.0350285737	-0.07364443	0.1565225719	-0.1943892744	0.0096068638	-0.0223182512	0.2333122867	-0.0850613559	0.1497178902	-0.06735647269999999	0.0723829543	-0.063916503	0.0478869161	-0.1578976558	0.060206217699999995	-0.1045111144	0.1895139366	-0.0130554604	0.032673374	-0.1488661036	0.15483529199999999	-0.1601518954	0.1221680173	-0.009719914100000001	0.08419654730000001	-0.0013275986	-0.1277260677	0.0136172447	-0.01691291	0.1366578582	-0.0723208754	-0.0412016735	-0.2431042059	-0.1016025133	0.10384840349999999	0.0156395228	-0.14775037929999998	0.1482172633	-0.012611555200000001	-0.0086767745	-0.1281606615	0.0030142838000000003	-0.0312798113	0.1216730359	-0.1662188306	0.0627548942	-0.0965923198	0.025012010699999997	-0.1885081691	0.1393460416	-0.0522750596	0.0777106516	-0.10672945980000001	0.0409527513	0.043574370599999995	-0.0109156157	0.1072653697	-0.11204833789999999	0.0384932465	-0.0564455378	0.0988755617	-0.1111440947	0.0283350892	-0.089411164	0.0671748587	-0.19806450539999998	0.0374266183	-0.1323001879	0.0273436015	-0.0906599144	0.0125767069	-0.056272347	-0.014220027199999999	0.07727942139999999	0.053830169000000004	-0.0411656289	-0.05182044139999999	0.1207842101	-0.1436786099	-0.0398075604	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.0788587	n/a	n/a	0.0062186945656899995	0.058103	n/a	0.003375958609	n/a	-0.294703	n/a	n/a	0.086849858209	-0.00200848	n/a	4.0339919104e-06	n/a	0.00188047	n/a	3.5361674209e-06	n/a	-0.00123411	n/a	n/a	1.5230274921e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37177.82421875	-448.4765625	201131.2271118164	1382190613.640274	23375.73828125	-7.22265625	546425140.1934967	52.16676330566406	24013.16796875	-76.392578125	576632235.895401	5835.8259925842285	1.693688	31.999756	0.15072939999999999	-0.0794818784	0.063272503	-0.13694349960000002	-0.052098695599999995	0.0377614471	-0.19951191100000001	0.12688211230000002	0.0059365471999999996	0.0961065672	0.0330308291	0.0942894243	0.053802400800000004	0.2540238971	-0.1706813537	0.0435932694	0.0261819919	0.10040166880000001	-0.028063964900000002	0.0280979798	-0.10310137890000001	-0.1032874085	0.0960079785	-0.10555918759999999	-0.1300396228	-0.1418125961	-0.08482553470000001	0.0663225444	0.1082838626	0.1058913167	-0.06869474639999999	-0.0913198831	0.1219862534	-0.1070525798	-0.0305346508	0.05703007280000001	-0.1296636143	-0.0873739097	0.0007369408	-0.1666387714	0.0640871235	-0.058457435700000004	-0.0386665863	-0.1699156934	0.0662974029	0.0573505325	-0.1058600756	-0.20772438629999998	0.10958845769999999	-0.0665818287	-0.0490277316	-0.1503264804	-0.055489600099999994	-0.007745440500000002	0.2107605263	-0.1034774877	-0.0644004175	-0.047383994000000006	0.16312503720000002	-0.2070342872	0.0439518202	-0.1354517221	-0.019656376399999998	-0.0041456886	0.0096821136	-0.0828658884	-0.0198675141	-0.0325536161	-0.035202601800000004	0.23263109780000002	-0.0114109251	0.0574217454	-0.011993625	-0.0005634482	0.2074973039	-0.0939719081	0.0300158672	-0.031595178	-0.0274500849	-0.008371505999999999	-0.0114976976	-0.0875458199	0.1003009772	0.1310076354	0.0379635937	0.0002804487	0.0021468969	-0.1342251168	0.0450333773	0.146805943	-0.053759069400000005	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.08596160000000001	-0.007102900000000009	5.045118841000013e-05	0.007389396674560002	0.032877	-0.025226	0.001080897129	0.0006363510760000001	-0.233147	0.06155599999999999	0.0037891411359999997	0.054357523609	-0.00124295	0.0007655299999999999	1.5449247025e-06	5.860361808999999e-07	0.00156389	-0.00031657999999999985	2.4457519321000004e-06	1.0022289639999992e-07	-0.00128889	-5.477999999999993e-05	3.0008483999999925e-09	1.6612374321e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37072.0234375	-105.80078125	11193.805313110352	1374334921.7505493	23363.8671875	-11.87109375	545870289.9551392	140.92286682128906	23953.1640625	-60.00390625	573754068.6050415	3600.468765258789	1.742853	32.928646	0.03211099999999999	-0.007994691600000001	0.0211021152	-0.0798151083	-0.1026422818	0.0097660359	-0.18192215829999997	0.0764828108	0.024405708199999997	-0.0082348186	0.0369319496	0.1141488999	0.026359985099999997	0.11953552740000001	-0.14214061779999998	-0.0430148463	-0.09168227529999999	0.07079559070000001	0.0027736970000000003	0.0251241192	-0.010520000500000001	0.007385815899999999	-0.004735500300000001	-0.072621399	-0.0189909986	-0.010848305800000001	0.030009914300000006	-0.013437051499999998	0.0336805549	-0.1631016223	0.0072769109	0.0623729038	0.1343819861	-0.0033188409000000003	-0.0095183358	0.075797522	0.07116844559999999	0.021052087400000002	0.0419151276	-0.0291855035	-0.1740465182	0.0020260866	0.061364376100000013	-0.0748254655	0.0472353384	0.0964932234	-0.1371693451	-0.08155907009999999	0.0818966488	0.050492740300000005	-0.020654659	-0.174977222	-0.0400402384	-0.0101341257	0.1330284425	-0.048792745400000004	0.0147346885	0.039935074300000005	0.13249691289999999	-0.1470331945	0.0180934999	-0.0157554508	0.0703026991	0.0162730328	-0.0536403106	-0.012824423400000002	-0.0783244541	-0.0333199259	-0.0956328918	-0.0045227296999999994	-0.0026111795	-0.11941731189999999	-0.001992285	0.0892853708	-0.0738884435	-0.0751242363	0.0195912345	-0.0684457396	-0.1075835239	-0.10730784199999999	0.0678519179	-0.0197177961	0.1489106793	0.030253416	0.0127211346	0.0029754792999999997	0.0397489641	-0.0643737864	0.0639665273	-0.1001176159	0.017334751399999997	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.0812948	0.0046668000000000135	2.177902224000012e-05	0.006608844507039999	0.0328753	-1.6999999999933737e-06	0.0010807853500900003	2.8899999999774702e-12	-0.227433	0.005713999999999997	3.2649795999999955e-05	0.051725769489000005	-0.00139196	-0.00014900999999999998	1.9375526416e-06	2.22039801e-08	0.00179467	0.0002307799999999999	3.2208404089e-06	5.325940839999994e-08	-0.00123411	5.477999999999993e-05	3.0008483999999925e-09	1.5230274921e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37079.71484375	7.69140625	59.15773010253906	1374905252.893814	23378.328125	14.4609375	546546225.920166	209.11871337890625	23934.337890625	-18.826171875	572852530.2626076	354.424747467041	1.281091	24.204342	0.036714100000000006	0.0186762122	-0.0314550898	0.0036098916	-0.1162275384	0.0028565155999999998	-0.141315682	0.0827799518	-0.024386952799999997	-0.060842662199999994	0.005878415600000001	0.1426460817	-0.030997869100000002	0.09794570789999996	-0.0941404828	-0.023667865099999998	0.0435083343	0.1243511269	0.0418717791	-0.028246836600000002	0.0763797378	-0.1192208068	-0.044452544100000005	0.0471751949	0.0014583537	-0.09603690570000001	0.050942006500000005	-0.028513643300000002	0.056651967000000004	0.0240635617	-0.0099544378	0.11876978029999999	-0.1389136348	0.1141817115	-0.0045122143	-0.10948415980000001	0.2545836331	0.1154157317	-0.0759557946	0.0627954741	-0.0795337561	0.0375784546	0.0664854004	-0.028066447400000003	-0.0027307217	0.0949877759	-0.1912512644	-0.037375602	0.1275848453	-0.0180877911	-0.0126204209	-0.15045517279999998	-0.05671905	0.0044952655	0.0683513171	-0.08527375359999999	0.1309251712	-0.0143040483	0.04448538639999999	-0.1228688226	0.0111862878	-0.09183282300000001	0.0802265625	0.0588323413	-0.08614085490000001	-0.0941582685	0.0811557396	-0.0899436558	-0.0226676671	-0.014481945900000001	0.061318297199999997	0.050780242999999996	-0.017720384	0.0406929548	0.033714943399999996	-0.0187402538	-0.1613399032	0.0593736287	-0.0425210582	-0.1645426377	-0.0676291713	0.1176493167	-0.1079838402	-0.2091776845	-0.0281040805	0.0054378854	-0.0642429757	-0.0100895654	-0.121263169	0.0116319067	0.086500151	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.0859942	-0.004699400000000006	2.208436036000006e-05	0.007395002433640002	0.0150201	-0.0178552	0.00022560340401	0.0003188081670400001	-0.234163	-0.006730000000000014	4.529290000000018e-05	0.054832310569	-0.0014062	-1.424e-05	1.97739844e-06	2.027776e-10	0.00166032	-0.00013434999999999988	2.7566625024e-06	1.8049922499999967e-08	-0.00123411	0.0	0.0	1.5230274921e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37197.30859375	117.59375	13828.2900390625	1383639766.6186676	23366.560546875	-11.767578125	545996151.7907753	138.47589492797852	23919.337890625	-15.0	572134725.1258888	225.0	1.2978	24.520037	0.13226629999999998	-0.10518773529999999	0.053961521500000005	0.0279611344	-0.0371728431	-0.0057535482	-0.11563741179999999	0.0610298091	-0.0922472209	0.0268871689	0.0159193995	0.0749765105	-0.0666786117	0.006632578199999999	-0.17087162460000002	-0.0934573805	-0.0046576464	0.0674937694	0.0571510476	0.0641631632	0.0010974665	0.0448297457	-0.0693532066	0.0274312059	0.11984475380000001	0.0855881108	0.22541566079999997	-0.05946896860000001	-0.0130084308	-0.0502388572	0.12627291699999998	-0.0267279054	-0.053460977300000004	0.10229733390000001	0.002192609	-0.0807463989	-0.0714837389	-0.0705167141	0.1000270786	0.1349670772	0.006099194699999999	0.1234734566	0.0185894255	-0.1277765437	-0.0392482167	-0.0027510289000000003	-0.0592368808	0.0308703671	0.0626057673	0.1090641619	-0.0018990974	-0.098937872	-0.0125862226	-0.047405432000000004	0.11109218050000001	-0.0765665586	0.12242101150000001	0.0037417984000000003	-0.0279529632	-0.16883330859999998	-0.0422851173	-0.0919014334	0.0346099967	-0.019084773200000002	-0.1374743117	0.1319213201	0.0260069411	0.0569616115	-0.1257815616	-0.159188755	0.0369525022	-0.038636567999999996	0.0210514354	0.0242556306	-0.009351942299999999	0.1635977679	0.0311635216	0.0023955021	0.10364287050000001	0.09452410300000001	0.0168113433	0.1600712332	-0.07924101559999999	0.0414349077	-0.011908092700000001	-0.006717481500000001	-0.026104204300000003	0.0731523198	-0.0616309032	-0.029512009300000006	0.0789405833	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.0825154	0.003478800000000004	1.2102049440000027e-05	0.006808791237160001	0.07673109999999997	0.061710999999999974	0.005887661707209995	0.003808247520999996	-0.206438	0.027725	0.000768675625	0.042616647844	-0.00159639	-0.00019019	2.5484610321e-06	3.6172236100000005e-08	0.002	0.00033968	4e-06	1.1538250239999998e-07	-0.00149127	-0.00025716	6.613126559999999e-08	2.2238862129e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36910.05078125	-287.2578125	82517.05084228517	1362351848.6744535	23338.96484375	-27.595703125	544707279.9777986	761.5228309631348	23906.513671875	-12.82421875	571521395.9435463	164.46058654785156	1.63129	30.820831	0.16254845000000004	-0.0003189183	0.12318454429999999	-0.0403307054	-0.06744342190000001	0.0204352997	-0.1420961771	0.0552737539	0.0711033187	0.0726155327	0.0305846848	0.0657249858	0.0469587041	0.009134889200000001	-0.096561682	-0.0864921643	-0.0276006634	-0.0456449624	-0.0053441905	-0.0979703183	-0.1308293996	-0.0799534904	0.0582843621	-0.064325639	-0.0034973396	0.0673352463	0.012553203	-0.1388885309	0.0024973477	-0.1171861441	0.0962547948	-0.1392110033	0.0525854975	-0.1723213159	-0.0391076457	-0.128629365	0.050662906699999996	-0.050717175999999996	-0.051327467300000006	0.0403582159	-0.0026969799	0.0008530342999999999	0.08055364129999999	-0.0907974834	0.1282326422	0.0056962348999999995	-0.08682456470000001	-0.0087741908	0.032620823	0.007432968199999998	-0.0225058582	-0.1201820725	-0.0286398502	-0.0056003999	0.1588401199	0.0315620244	-0.028595441200000002	0.0974203919	0.0332086977	-0.1028594077	-0.0818812166	-0.07144863629999999	-0.002409596	-0.0774402972	0.061066996	-0.0663643585	-0.06523126559999999	-0.0340289827	-0.0220125332	0.0883978109	0.022340979700000003	-0.0363504824	0.0380935856	0.0671700158	-0.014733922	-0.0308222185	0.215619883	-0.0103910858	0.1531577344	-0.0005576781	0.13449090689999998	-0.015488868400000001	-0.1049632977	-0.12356515679999999	-0.054731663099999994	0.030449672999999997	0.10801010529999999	0.1794722604	-0.0204332861	0.081245136	-0.0407211984	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.0687015	0.013813900000000004	0.00019082383321000009	0.0047198961022500005	0.08179910000000001	0.0050680000000000456	0.006691092760810003	2.5684624000000448e-05	-0.163953	0.042485000000000016	0.001804975225000002	0.026880586209	-0.000333849	0.001262541	1.1145515480099999e-07	1.5940097766809999e-06	0.00149607	-0.0005039300000000001	2.2382254449e-06	2.539454449000001e-07	-0.00123411	0.00025716	6.613126559999999e-08	1.5230274921e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37023.234375	113.18359375	12810.525894165039	1370719883.5861814	23347.98828125	9.0234375	545128556.7813873	81.42242431640625	23945.9375	39.423828125	573407922.7539062	1554.238224029541	1.6775830000000005	31.695469	0.10394934999999997	0.081544089	-0.0031659282	-0.0150794295	-0.08036977370000001	0.0094409024	-0.0506424529	-0.0396553132	0.043844828899999994	-0.0042993989	0.079246487	0.106777427	-0.0112799172	-0.014249582	-0.1001236177	-0.0205935545	-0.0084336776	-0.0292145848	-0.022140634399999998	-0.0249855769	0.0219367393	0.027017386400000003	-0.0745612235	0.016498519099999998	0.1162304668	0.0585120171	-0.026338100899999998	-0.1107868788	-0.13262356150000001	0.09048073820000001	0.1744373291	-0.13346241949999998	-0.0303886227	-0.0097394076	-0.1277409567	0.025026823700000003	0.058539046500000004	-0.0690936073	0.2525989414	-0.044894315	-0.0092990425	0.068435705	-0.0547403542	0.0281666236	0.0562919483	0.0571889958	-0.0802550501	0.0191910205	-0.0022731920000000003	0.0456054716	-0.0112130142	-0.042909769800000004	0.0365760458	-0.0270753755	0.0709691171	0.09020586970000001	0.07239072099999999	0.0338032674	0.069009422	-0.1049553902	-0.0381475057	0.0242496519	-0.013212133000000001	-0.0664916029	0.0051150563	-0.0461770221	0.0852026925	0.0905687346	0.08243688980000001	-0.08036907160000001	-0.0787592206	-0.0350441852	0.0087557911	-0.127957177	-0.050631651500000006	0.1201262192	-0.0194323809	-0.09001737550000001	0.1331480271	-0.013342801100000001	0.0681541796	0.17869772120000002	-0.12200546	0.1959289564	-0.105887193	-0.0209370349	0.0688991608	0.0324431497	-0.0246048656	0.2482938052	-0.0246433133	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.044806300000000014	0.02389519999999999	0.0005709805830399995	0.0020076045196900007	0.0566807	-0.025118400000000013	0.0032127017524899997	0.0006309340185600006	-0.156845	0.007107999999999976	5.0523663999999655e-05	0.024600354025000003	-0.000480597	-0.00014674799999999998	2.3097347640900002e-07	2.1534975503999995e-08	0.000986796	-0.0005092739999999999	9.737663456160002e-07	2.593600070759998e-07	-0.0009335770000000002	0.00030053299999999985	9.032008408899993e-08	8.715660149290004e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37229.70703125	206.47265625	42630.95777893066	1386051085.6327055	23362.775390625	14.787109375	545819273.9527931	218.6586036682129	23947.044921875	1.107421875	573460960.4902992	1.2263832092285156	1.366739	25.822527	0.08204875000000003	-0.0975955609	-0.0040014853000000005	0.10518255060000001	0.022206955499999997	0.0014435726000000002	-0.0091145052	-0.0234185795	-0.115600881	0.0085876697	0.0048396887	0.054931806500000006	-0.0642500018	-0.0921484157	-0.0781518855	-0.0640026113	0.0294054338	-0.12872278369999998	0.0396177753	-0.10219663650000001	0.1822216466	0.0737615118	-0.1090789565	-0.0179464087	0.09811052880000001	0.0617484362	0.0344896202	-0.0008632137	-0.084782963	0.1062649338	-0.11278876859999999	-0.0780586259	-0.012989766399999998	0.1052474506	0.0940718592	-0.047010663499999994	-0.143375858	0.0242822028	-0.101582819	0.11020270800000001	-0.0729769763	0.053973204000000004	0.042026851500000004	-0.0494255088	-0.0965982457	-0.02504526	-0.047691806600000004	0.11681845310000001	0.0187757682	0.09832364460000001	-0.0082844983	0.0043552407000000005	0.0464987296	-0.0372743453	0.0214064237	-0.0258569833	0.1075218942	-0.015457206999999999	-0.1296365443	-0.0888061009	-0.1402555307	0.1655282794	-0.0266629471	0.13049912449999998	-0.0087737233	0.0020117927	-0.0164899099	0.038322758	0.0580827853	-0.2162543623	-0.06139194730000001	0.0710886572	0.0482065158	-0.0428659822	0.0657642302	0.10411709820000001	0.11314663890000001	0.0802433779	-0.10082064439999999	0.018136558400000002	0.0768507122	-0.0503331829	0.070746715	-0.07831923219999999	0.0221262148	-0.0702697567	0.0638078284	0.0754800291	-0.026434670499999997	-0.0702387713	-0.0122879221	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.0408971	0.003909200000000009	1.5281844640000067e-05	0.0016725727884099998	0.08180039999999998	0.02511969999999998	0.006691305440159997	0.000630999328089999	-0.134405	0.022440000000000012	0.0005035536000000005	0.018064704025	-0.00013983	0.000340767	1.95524289e-08	1.1612214828899995e-07	0.0008293699999999997	-0.0001574260000000003	6.878545968999997e-07	2.4782945476000104e-08	-0.000820173	0.00011340400000000022	1.286046721600005e-08	6.72683749929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37055.38671875	-174.3203125	30387.571350097656	1373101684.8761141	23348.626953125	-14.1484375	545158380.5961952	200.17828369140625	23985.376953125	38.33203125	575298307.5834999	1469.3446197509766	1.338659	25.291994	0.09851010000000003	0.0266210791	0.0518139676	-0.022727416	0.0412621591	0.0365737936	-0.023458729900000003	-0.0021209714000000003	0.0993326178	-0.0034355453999999996	-0.048418220199999994	-0.033760373999999996	-0.0129798092	-0.054260116799999994	-0.0382216185	-0.1581279666	0.0030816486	-0.16800117309999998	-0.0826614705	-0.1584985428	0.09894112990000001	0.0363045612	0.014710163200000001	-0.0265622415	-0.0105590402	0.13256735990000001	0.0015203242999999999	-0.074179998	-0.1383111692	0.0726230177	-0.0993333631	-0.0308458921	0.1194326032	-0.0334353107	-0.1574383669	0.0485521013	0.1026120574	0.1124539824	-0.15122034410000001	0.0717005137	0.0148380699	-0.0953008945	-0.162540186	0.0170110551	0.08244326469999999	-0.0376692043	0.0743982203	0.0291148111	-0.0608304467	-0.0044814626000000005	-0.0338059056	-0.041900105	-0.028235302400000002	0.0621574234	0.0096113582	0.0453463005	-0.0448392269	-0.0190484419	-0.0239706467	-0.0019497857000000001	-0.2114981043	0.1865303751	0.0270813012	0.0363060855	0.1430173838	-0.0256934033	-0.1200201139	0.0137324404	0.09714562369999999	-0.1462487907	0.0349986694	0.09585641199999999	0.054751254000000006	-0.1006461811	0.025338157400000002	-0.016694028700000002	0.0870194197	-0.1026468894	-0.0702526316	-0.0512027754	0.0095451024	-0.14358620060000002	-0.0993762797	-0.0313686702	-0.0553903175	-0.17242287039999998	-0.054090169	-0.08451561560000001	-0.0046237156	-0.129090616	0.011233717800000001	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.0321404	0.008756700000000001	7.667979488999999e-05	0.00103300531216	0.08178879999999998	-1.16000000000005e-05	0.0066894078054399965	1.3456000000001158e-10	-0.0804936	0.053911400000000005	0.00290643904996	0.00647921964096	0.000235972	0.00037580199999999995	5.5682784784000005e-08	1.4122714320399998e-07	0.000669071	-0.00016029899999999968	4.47656003041e-07	2.5695769400999902e-08	-0.000639666	0.000180507	3.2582777049e-08	4.09172591556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36979.69140625	-75.6953125	5729.780334472656	1367497576.50148	23346.564453125	-2.0625	545062071.7639198	4.25390625	23994.705078125	9.328125	575745871.7861978	87.013916015625	1.336032	25.242369	0.1042417	0.0691238835	-0.0277696464	-0.039316604500000005	-0.0430771013	0.0080139218	-0.0057116665	-0.0298034186	0.0907769159	-0.0627473024	0.0124890869	0.0613311608	-0.044328402	-0.0127679927	0.0191143982	-0.0202289356	0.0104963744	-0.1523965789	0.0605977475	0.0024317214	0.0732319789	-0.0014408017999999999	0.022446298599999998	0.0927050393	0.0293970952	0.038143449100000004	-0.023411413500000002	-0.0870338602	-0.0815496489	0.0238600756	-0.0504212888	0.0009786906	0.063246039	0.0029436018	0.0226714943	0.052471827699999994	-0.0432075003	0.15786332220000002	0.0320261303	-0.0395693616	-0.0408183534	-0.0150951629	0.0677401992	0.07157942269999999	0.0524246478	0.059488241	-0.026213846800000003	0.04467639599999999	0.025953340800000002	0.0061278327	-0.0051713046	-0.028925128900000006	-0.0031858734000000002	0.0421602796	-0.0157777195	0.0836255508	0.0400793486	-0.0443748245	0.045162531900000004	0.0128039849	-0.08968190220000001	0.0909323006	-0.0638484978	0.005865631600000001	-0.060070260099999995	-0.005158642	-0.018556277700000002	-0.048473055300000005	0.08544616710000001	-0.089829095	0.0487153104	0.0153814067	0.12417927150000001	-0.0920266011	-0.092149736	-0.0627569509	-0.0082097191	-0.039475622599999996	0.0069846182	0.0212783422	0.0075949673	-0.0584815149	0.1604389349	0.0010712649	-0.0827207667	0.04894577940000002	-0.0783125924	-0.0350155431	0.0104541392	-0.0567999536	-0.0015491537	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.0310281	0.0011122999999999999	1.2372112900000003e-06	0.0009627429896100001	0.027398500000000003	-0.054390299999999975	0.0007506778022500001	0.002958304734089997	-0.104177	-0.023683399999999997	0.0005609034355599997	0.010852847328999998	0.000336885	0.00010091299999999996	1.13491503225e-07	1.0183433568999996e-08	0.000402868	-0.000266203	1.62302625424e-07	7.0864037209e-08	-0.000505668	0.00013399799999999995	1.7955464003999994e-08	2.5570012622399995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
