csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
29152.548828125	n/a	849871103.1762122	n/a	21106.740234375	n/a	445494483.3213844	n/a	20863.875	n/a	435301280.015625	n/a	n/a	n/a	n/a	-0.0209329511	-0.061097775	-0.0411348584	0.20532750670000002	-0.0952658486	0.0918113905	-0.0969030278	0.1143409758	-0.022227865099999997	0.0482400675	-0.143138403	0.0040270147	-0.0913383282	0.0028532332000000002	-0.0376167492	0.0972923631	-0.1381939875	0.2160364745	-0.048685722800000004	0.0499252855	-0.22438827690000002	0.040254800099999995	-0.0954910319	0.0487613323	-0.15268942470000002	0.0408212621	-0.1349342753	0.1262626491	-0.0448540813	-0.1301244466	0.0760044484	0.0922051557	-0.11848461630000001	0.1032687864	0.0067863931	0.08145538690000001	-0.1160049231	0.0130782406	0.156261146	-0.062248911799999994	-0.0429885863	-0.0313975843	0.1180651474	0.0323046493	-0.037199645	-0.0455077791	-0.0755128963	0.0601085881	0.0803342956	-0.0433987574	-0.0214751447	0.0315192004	-0.1175999597	0.150587848	-0.015120426200000004	0.1844674078	-0.0178227398	0.09114379550000001	-0.0870818158	0.1691273384	0.0065630477000000005	-0.0696710527	0.1408139082	-8.87791e-05	0.0694731467	-0.0237427587	0.0797300491	-0.1910324218	0.12070893880000001	-0.0475581529	0.125471365	-0.18806364879999998	0.07079222519999999	-0.0739770386	0.0786026571	-0.18068724530000002	0.029551088399999998	-0.093670919	0.0759900343	-0.10025282449999999	0.0530277046	0.1868400192	-0.0638193212	0.1467783899	0.047633929000000005	-0.0473961572	-0.0415176754	0.0452872115	0.0547698396	-0.0986242919	0.06291802269999999	0.040295042999999996	0.0031636284999999997	-0.08217431809999999	-0.0106377921	-0.019625738400000002	0.0460283079	0.1556181199	0.08591361939999999	-0.12627023869999998	-0.09644466380000001	0.1217078847	0.1216831682	0.1216419777	-0.0177142	n/a	n/a	0.00031379288164	0.021736900000000003	n/a	n/a	0.00047249282161000017	-0.0379606	n/a	0.0014410071523599998	n/a	-0.000528796	n/a	n/a	2.79625209616e-07	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29421.84375	269.294921875	865644889.6494142	72519.75494766235	21098.6875	-8.052734375	445154614.22265625	64.84653091430664	20904.7265625	40.8515625	437007592.65289307	1668.8501586914062	1.395393	25.583672	0.199238802	0.04495622639999999	0.1253103264	-0.0105834175	0.0945604204	-0.11562693060000001	-0.0103543348	-0.06418539200000001	-0.035979104399999996	-0.0118702379	-0.0595676505	-0.1187941325	0.091604455	-0.0277951342	-0.0366568287	0.1222807209	-0.0698548951	0.138855187	-0.0445356367	-0.0058648398	-0.0041949921	-0.1304524833	-0.0190881351	0.0999793817	-0.10358709630000001	-0.21262736370000002	0.0870461999	0.046277386	0.1852869039	-0.0338239215	0.1033640881	-0.046238891799999994	0.054199550199999995	-0.09974708630000001	-0.0071613354000000014	0.0549504589	0.1913535393	0.1078889295	-0.0251210233	-0.1735726346	0.0058981165	-0.0875029917	0.0735915088	0.059224033899999994	-0.21179427050000002	-0.010632775	-0.0520768556	0.0303896204	-0.2628406553	-0.1379688064	0.0921672523	0.1051100023	0.08307593490000001	-0.1911105476	-0.058264319400000014	-0.0320361786	0.147926683	0.0811955574	0.0806624934	-0.0426211562	-0.0295039783	0.1174658606	0.043489757999999996	0.13191161699999998	0.11098642210000001	0.0355873527	-0.0053916059	-0.025706835	0.041792136800000004	-0.18106210679999998	-0.0683690179	-0.0785916685	0.015716650800000002	0.0546426218	0.054739676699999996	-0.023724568199999997	0.0911030393	-0.011957933799999999	-0.1878812422	0.0200102152	-0.2042542899	0.19199479949999998	0.0663265199	-0.0756291514	0.0180024896	-0.0642764032	-0.024088815099999997	-0.1077739335	-0.08797124529999999	0.060547995	0.09228542070000001	0.0188781016	0.102955775	0.1130478146	-0.12195612859999999	-0.1782578321	-0.037395149700000005	-0.1104126943	-0.1090974602	0.1143711481	-0.014746882099999999	-0.1009671849	0.1216419777	0.12141962949999999	0.12104935019999999	-0.000344258	0.017369942	0.00030171488508336404	1.1851357056400001e-07	-0.0379678	-0.05970470000000001	0.003564651202090001	0.0014415538368400002	0.00266981	0.04063041	7.127885436099998e-06	0.0016508302167680998	-0.001438	-0.0009092039999999999	8.266519136160002e-07	2.0678440000000003e-06	0.000352195	0.000352195	1.2404131802500005e-07	1.2404131802500005e-07	0.000369276	0.000369276	1.3636476417599998e-07	1.3636476417599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29232.58203125	-189.26171875	854543852.2137604	35819.9981842041	21076.25390625	-22.43359375	444208478.7207184	503.2661285400391	20874.025390625	-30.701171875	435724936.0084572	942.561954498291	1.092766	20.035181	0.187124622	0.0751030649	0.0673576222	0.11392276720000001	0.0781677409	-0.0266333346	-0.0826664722	-0.0466005612	-0.14380620759999999	-0.0205961185	-0.0853119973	-0.0329528242	0.0069904555	-0.0847396839	0.0090846588	-0.051244917599999995	0.0215980736	0.0616122088	-0.0037585995000000002	-0.0135865029	0.0273612779	-0.0540620505	0.1339565182	-0.032252132200000005	-0.2463743574	0.0943347696	0.0756134966	-0.0675559526	-0.04313597809999999	-0.0003075234	-0.1150601281	-0.012839033799999998	0.0183444262	0.1364926104	0.06466669259999999	-0.0099406546	0.1153128458	0.043172972000000004	0.1922995037	-0.045113573600000005	0.0459715554	0.024546483100000002	0.0122017775	0.059589315999999996	0.0958724997	0.08584620220000001	0.1215320847	-0.0081795071	-0.0226829151	-0.06563499219999999	0.10907601189999999	-0.0047461102000000005	-0.0688463192	-0.0785403965	0.0171217168	0.0245278025	-0.010857727900000001	0.0892708701	-0.010850778200000001	-0.0421976201	-0.0707159958	0.056382207999999996	0.1056320685	0.014115031299999999	-0.0450190237	0.047900069	-0.0084238555	0.058012913799999996	-0.0598813362	0.0286497162	-0.09149748810000001	-0.042727808799999996	-0.0423315196	0.0452989188	0.1416344574	0.1161177018	0.11345951119999999	0.1508609111	-0.0307582559	0.0705793904	0.0649894056	-0.0094648357	0.08913439029999999	-0.0688497178	0.011472005	0.0078787937	0.1201690034	0.0367719654	0.1528253233	-0.0028618793	0.1828073968	-0.0311982814	0.152568266	-0.1733971831	-0.0632986004	-0.08892377720000001	-0.032157222	-0.1275729758	0.0237214369	-0.0954676649	-0.0804978788	-0.0971988674	0.1215101995	0.120893123	0.1198669825	-0.00795647	-0.007612211999999999	5.794577153294399e-05	6.33054148609e-05	0.027385900000000005	0.06535370000000001	0.004271106103690002	0.0007499875188100003	0.026856	0.024186190000000003	0.0007212447360000001	0.0005849717867161001	-9.84346e-05	0.0013395654000000002	1.7944354608771602e-06	9.689370477159997e-09	0.000442804	9.0609e-05	1.9607538241600003e-07	8.209990881000003e-09	0.0	-0.000369276	1.3636476417599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29106.45703125	-126.125	847185840.9120027	15907.515625	21059.70703125	-16.546875	443511260.2420807	273.799072265625	20879.837890625	5.8125	435967630.33877945	33.78515625	0.9003219999999998	16.50684	0.09947590999999996	0.001447827	0.0252682581	0.0329174633	0.0886566565	0.0357069644	-0.0293100489	-0.0406298765	0.0038828467	0.023972047200000002	-0.0014664691	-0.0633730041	0.0472823613	-0.10973456949999999	-0.0222991548	0.0558438912	0.0629352746	-0.0704662478	0.0354814854	0.2934368037	-0.1068334107	0.0334750905	-0.0422397528	0.09952826470000001	-0.09443961960000001	0.1363362277	0.09478431849999999	-0.0100952771	0.0878893599	-0.0616179251	-0.0665078519	0.0296001187	-0.0157708342	0.13893295390000002	-0.0190965128	0.1462821892	0.0060864774	-0.0633525121	0.0045096311	0.0103750963	-0.021290495	-0.0192868818	0.0768989073	-0.049488631500000005	0.12190320939999999	0.0208330546	0.0296852996	0.1057104144	0.11840580699999999	-0.0416862213	-0.002995785	0.00010992780000000001	-0.0153606155	-0.016400364599999998	0.020037574	0.0183890422	-0.060939274400000014	0.0262694197	-0.051399668600000004	-0.0474353301	0.0260730235	-0.0060829754	-0.0126590829	0.1115705399	0.0266154592	0.0191866786	-0.0774946938	-0.0741867741	-0.1421156232	-0.0479004665	0.031208370099999997	-0.1110070094	-0.1996676496	-0.0277809148	-0.0298490169	-0.1517550862	0.028934463100000002	0.1930464486	0.083368255	-0.0483766169	0.045533351	-0.1094964517	-0.1696423248	-0.0595721265	0.05169392019999999	-0.0604504649	0.0213152163	-0.1570347549	0.0518360865	0.1327914563	0.0352508744	-0.0596513384	0.0825967183	-0.0420341074	0.0187937622	0.08822885960000001	0.18514157899999997	-0.0256099015	-0.0048849622	-0.10333277099999999	-0.0089457428	-0.0619075787	0.1213126213	0.12010478890000001	0.1181006348	-0.00806531	-0.00010883999999999894	1.1846145599999767e-08	6.504922539609997e-05	-0.00633515	-0.03372105	0.0011371092131025	4.013412552250001e-05	0.0355413	0.008685299999999995	0.0012631840056899998	7.543443608999994e-05	-0.00115587	-0.0010574354	1.1181696251731598e-06	1.3360354569e-06	0.000361025	-8.177900000000002e-05	1.30339050625e-07	6.687804841000005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29032.119140625	-74.337890625	842863941.7954445	5526.121982574463	21041.091796875	-18.615234375	442727544.0045204	346.52695083618164	20823.802734375	-56.03515625	433630760.32016367	3139.938735961914	0.956834	17.542963	0.09133011	0.0713617162	-0.0078774653	-0.027750371	0.0796033594	0.0630373902	-0.1015235625	-0.1685648475	-0.0906773184	-0.0581770361	-0.0402657051	-0.0299932104	-0.116131386	-0.0446362863	0.06161887200000001	0.1341051861	0.0417606139	-0.0526389383	0.0348958274	0.025958147200000004	-0.0395145783	0.095462589	-0.0252384639	0.151538049	0.0208395294	0.08615887130000001	0.0892014545	-0.0139582305	0.1060680888	0.0030347929	-0.0884105677	-0.0326793613	0.1281032336	0.0614015357	0.10684902289999999	0.0667624106	-0.033250379	0.056553708700000004	0.076894427	0.1897014334	0.0645913197	-0.0609711985	-0.051855835499999996	0.0473427129	-0.042503006399999994	0.0774575039	-0.0208894218	0.1225957371	0.0771754792	0.1141577228	0.0519527986	-0.0429399755	0.07940207610000001	-8.43236e-05	-0.0177608166	0.055543263600000004	-0.036621719	0.0714867098	-0.0976350007	-0.1185937654	0.0139960417	0.0487067243	0.158741727	0.025169720299999997	-0.1359929537	-0.0051105974	-0.0663070206	0.0511711179	0.022376593599999998	-0.0714155967	0.1269344774	-0.0714137098	-0.16314408960000001	-0.1396195808	0.0297807939	-0.0572539804	-0.022358701800000002	0.17355455890000002	0.0346067271	-0.0079538115	0.0365570088	0.0977612851	-0.0197025999	-0.027801315400000002	-0.062324062	0.08720590439999999	0.056657395199999995	-0.17635117109999998	0.0345958414	0.0668566313	-0.11599115480000001	0.149649891	0.0764341301	0.0228098249	0.09214100900000001	0.0019383637	-0.0501451556	0.10091511619999999	0.0812599869	0.0443478491	0.059807962699999995	0.047837450499999996	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0188984	-0.01083309	0.0001173558389481	0.00035714952256	0.042037300000000014	0.04837245	0.0023398939190025004	0.0017671345912900003	0.0528779	0.017336599999999997	0.00279607230841	0.00030055769956	-0.00134732	-0.0001914499999999999	3.665310249999997e-08	1.8152711824e-06	0.000395225	3.420000000000002e-05	1.5620280062500002e-07	1.1696400000000014e-09	-7.010939999999999e-05	-7.010939999999999e-05	4.9153279683599975e-09	4.9153279683599975e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28973.556640625	-58.5625	839466984.407505	3429.56640625	21043.935546875	2.84375	442847223.3010292	8.0869140625	20788.46484375	-35.337890625	432160270.5598297	1248.7665138244631	0.8550879999999998	15.677513	0.03426857999999998	0.0514019661	-0.0379601131	-0.0942298628	0.0008935595	0.057946552400000004	-0.0999784172	-0.09940244960000001	0.0474419836	-0.049424955300000004	0.024713553500000002	-0.104047475	-0.0739384183	0.0472706193	-0.0083723275	0.1014361509	-0.0900850577	-0.0353098336	0.0518902956	0.0288284119	-0.1290133357	0.0220209999	0.0158253528	0.1062611093	-0.1693415557	0.0174710828	-0.1201104524	0.0770478897	-0.1043536885	0.1823057214	-0.0515165668	0.0299839018	0.0770021935	-0.035008836	0.0012371392999999998	-0.14017830650000002	-0.1049018034	-0.0039538171000000006	0.0531272814	0.0351211943	0.0915453081	-0.1252160218	-0.010173231999999999	-0.171979569	-0.0741123895	0.16532118310000002	0.0027273469	-0.1306982159	-0.0083946166	0.10504781449999999	0.0093710003	-0.0527416918	0.1260326189	0.0396570273	0.011199114	0.0277099914	-0.09051647560000001	0.0519084964	-0.0968628644	-0.0545291863	0.0899979943	-0.0071714640000000015	0.030040989700000006	0.0710576538	-0.0845291302	-0.0599590551	-0.0404062621	0.0367627767	0.14252045359999999	0.063331415	0.0245606129	-0.0781125666	-0.030435908199999997	-0.0560274889	-0.09873439980000001	0.0684396534	0.2085576764	0.2462985677	0.0345828418	0.023735938300000002	0.09451801859999999	0.013055263400000001	0.0526093093	-0.0332320407	-0.0689909925	0.19707731609999998	-0.038932478199999995	-0.0071061463	-0.1433415061	-0.0875313604	-0.02813008	0.064175151	-0.0700140135	-0.1029939599	0.09788966789999999	-0.0147458327	-0.0805670127	-0.0738493917	-0.0467761261	0.089745586	0.0456858413	0.0731372037	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0188457	5.269999999999928e-05	2.7772899999999235e-09	0.00035516040849000005	0.044978	0.0029406999999999905	8.647716489999945e-06	0.002023020484	0.0438238	-0.009054099999999995	0.00192052544644	8.197672680999991e-05	-0.00133529	1.2029999999999895e-05	1.4472089999999754e-10	1.7829993841e-06	-0.0	-0.000395225	0.0	1.5620280062500002e-07	-0.000107276	-3.716660000000002e-05	1.381356155560001e-09	1.1508140176000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28926.701171875	-46.85546875	836754040.6869545	2195.4349517822266	21036.05859375	-7.876953125	442515761.1596832	62.04639053344727	20795.236328125	6.771484375	432441853.9425697	45.85300064086914	1.030934	18.901537	0.11036535	0.0616093422	-0.0486991176	0.051018118099999996	0.0008884522	0.0659753082	-0.08028609889999999	-0.0085077722	0.0038669036	0.0050928662	0.0050198701	0.0384259318	-0.0250971613	-0.026611406	-0.1314246345	-0.028273561800000006	-0.08209210509999999	-0.0315168429	0.0752931779	-0.09177353099999999	0.0194695333	0.0012283313000000001	-0.0451268094	-0.053990308099999995	0.0026740499	0.14330403949999998	0.0865903703	0.07056711110000001	0.1146859026	0.14535164960000002	0.002838172	-0.1323963035	-0.0533731862	-0.1034013883	-0.0715250933	0.0872445057	-0.1372027293	0.013592564199999999	0.04634781650000002	0.1204457599	0.1626664128	0.100975416	-0.046259051399999994	0.017419590800000002	0.0401044562	-0.12409951050000001	0.2250933393	0.1058851288	0.0954664869	0.0420917357	0.0262292306	-0.0898999191	-0.0509321767	0.0499415828	0.1094208589	-0.030222168900000002	-0.0271370004	0.0446031105	-0.0877838172	-0.0138416041	0.052839983	-0.0324896271	0.0008561839	0.022975467599999997	0.0048140157	-0.0635665813	-0.1671575953	0.0707926359	-0.0079535835	0.0602575412	-0.0396202815	0.045812259400000006	-0.0830339721	0.1182814792	0.10377357300000001	0.1182686671	0.0272903386	-0.0327758694	0.037735578900000004	-0.1884380695	0.0106541621	0.0731004802	-0.125363342	-0.0368850245	0.0768158897	-0.042789157800000005	-0.0152081986	0.0106911806	-0.0023198059	-0.1480721747	0.0454986554	-0.0665914575	-0.08672974619999999	0.0403514658	0.1621435282	0.055081056100000005	-0.0194448266	-0.0080103776	-0.0413323725	-0.0610408349	-0.047630327800000004	-0.053991436100000005	0.120326335	0.1161887065	0.1093977275	-0.0101444	0.008701299999999999	7.571262169e-05	0.00010290885136	0.0594749	0.014496900000000009	0.0002101601096100002	0.003537263730010001	0.0182191	-0.025604700000000005	0.00033193560480999993	0.0006556006620900003	-0.000211317	0.001123973	1.2633153047290005e-06	4.465487448900001e-08	-0.0	0.0	0.0	0.0	0.0	0.000107276	1.1508140176000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29156.755859375	230.0546875	850116412.2431984	52925.159240722656	21047.736328125	11.677734375	443007204.53827286	136.36948013305664	20859.08984375	63.853515625	435101629.1096344	4077.271457672119	0.919283	16.854479	0.01479987	0.1319260554	0.0702440044	0.16788678899999998	0.0659760824	0.0252530925	-0.1290567084	-0.0228847825	0.0409160197	0.004232481	-0.0316124013	0.13631164169999999	0.1086351704	-0.0866672873	-0.19315406429999998	0.021013574900000002	0.168026132	-0.1079638777	-0.075407225	-0.033435570899999996	-0.0371546273	0.1832323523	0.0221941209	-0.0582939866	-0.046105384299999996	-0.0785779737	0.0387254815	-0.0258815768	-0.07752921269999999	-0.0019957139	-0.06460497400000001	-0.0052179916	0.021554347400000003	0.0162200654	0.0350496003	-0.1184303993	0.1548680026	0.012483087	-0.1583954631	0.0512297699	-0.0074326224	-0.022967962400000003	0.0964574902	-0.09156124210000001	-0.0390235496	-0.1807340225	-0.0205665189	0.0435662446	0.012885121000000001	-0.1874574104	0.154796348	-0.0347071131	-0.11879523550000001	-0.0315699827	0.0193300727	0.039669943	0.011981510400000001	0.1016372893	-0.0691008776	0.018605968	0.0201758678	0.0407000272	0.0003344831	-0.0549066497	0.1405938236	-0.0618818412	-0.1172362768	0.0307200407	-0.1366467549	-0.008349658499999999	0.11775988529999999	0.0426173361	0.1067116766	-0.1104372451	0.0756188959	-0.0647585358	0.09205062480000001	-0.0556575449	-0.20046917120000002	0.038962759300000004	0.045602479	-0.1160796483	-0.0912540539	-0.0315568952	0.028122335699999997	0.11781459890000001	-0.00023224830000000002	0.0107581928	0.083458703	-0.0284671273	0.014344706100000004	0.0198111751	-0.1084078087	-0.07652332349999999	-0.1293189887	0.0170676838	0.11668315259999999	0.0255696731	-0.1062431432	-0.10044157279999999	-0.0585759077	0.08406466050000001	0.1198669825	0.1143757435	0.10540925529999999	-0.00869463	0.0014497699999999993	2.1018330528999987e-06	7.559659083690001e-05	0.06582660000000001	0.00635170000000001	4.034409289000011e-05	0.0043331412675600015	0.0219737	0.0037546	0.00048284349169	1.4097021160000004e-05	-0.000146441	6.487600000000001e-05	4.208895376000001e-09	2.1444966481e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29133.06640625	-23.689453125	848735558.2309723	561.1901893615724	21078.732421875	30.99609375	444312960.5130043	960.7578277587892	20886.3828125	27.29296875	436240986.99029535	744.9061431884766	0.943917	17.306133	0.08182979399999997	0.0314194524	0.08569985720000001	0.0579461983	0.0645724392	-0.0583081372	-0.024324370699999997	-0.076597857	-0.013931221399999999	-0.017193233500000002	-0.1161933552	0.0577215208	0.0628029715	-0.0744503287	0.06658828259999999	0.0168680271	0.0305762491	-0.1527760057	0.0054417616	-0.0869646439	-0.12116147949999999	0.0152898867	-0.0679296691	0.0826013053	0.165894589	0.1552314978	0.0191621793	-0.0071572068	-0.0640913049	0.0354123777	0.048088983099999996	0.0392746421	0.0459934426	0.0787572611	0.0249609647	-0.0965713457	-0.0241557907	-0.035639229	-0.1881906105	-0.1155850691	-0.0725515699	0.017791181399999998	-0.0704333632	-0.0115495742	-0.08465861470000001	-0.008217280300000001	-0.0642078511	-0.10618589630000001	-0.0797424028	-0.018013734099999998	0.0674263872	0.028995719700000002	-0.0300807702	0.0589742397	0.0008463815	0.0862990602	-0.0485754658	0.0497627809	0.0329081748	-0.0266017257	0.0027663484	0.11436607619999999	0.0564375187	-0.0762260937	0.0646436428	-0.012143266399999998	0.0199806886	0.0238986019	-0.0078788514	-0.0339150981	0.025701520800000002	0.14219318	-0.14767667199999998	-0.1298208332	-0.012503125300000001	-0.10768802470000001	-0.047291241	0.04441321610000002	0.0439027373	0.0082620132	0.0581478054	-0.0310928302	-0.0008722560000000001	0.1218416288	-0.0839062468	0.0822735883	0.0934387068	0.0140046988	-0.0525428731	-0.1008323929	-0.1312243083	-0.1501300394	0.042577605	0.061784747	-0.07442123120000001	-0.027498656899999998	0.0010987853999999998	0.1000195349	0.0012230202	0.059202124400000014	0.0225597716	0.0380800073	0.11934271980000001	0.112315068	0.1009072399	-0.0188531	-0.010158469999999998	0.00010319451274089997	0.00035543937960999983	0.0420457	-0.02378090000000001	0.0005655312048100005	0.0017678408884899996	-0.000110174	-0.022083874	1.2138310276e-08	0.00048769749084787595	0.00029973900000000004	0.00044618	1.990765924e-07	8.984346812100002e-08	6.995100000000001e-05	6.995100000000001e-05	4.893142401000001e-09	4.893142401000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29060.15625	-72.91015625	844492681.2744142	5315.890884399414	21050.794921875	-27.9375	443135966.8428383	780.50390625	20864.33203125	-22.05078125	435320351.1102448	486.2369537353516	0.869576	15.943129999999998	0.108044466	-0.012341773	-0.0005388255999999999	-0.1078516506	-0.0523348703	0.0399314437	0.0003192924	-0.020924080600000002	-0.0855282141	-0.0739393464	0.0173245244	-0.0226035419	-0.0077247622	0.1177482002	0.0537585707	-0.1103655085	0.025593875099999996	-0.0756442351	-0.06305806629999999	-0.1766712957	-0.0010599631	-0.0716597548	-0.064002635	0.1357511115	-0.0336550962	0.0575657208	-0.18566288949999998	0.0050206599	0.0061036712	0.0649614062	0.1448980343	0.1310624681	-0.09421645070000001	0.047779661900000006	0.0061298953	-0.0398971666	0.0358444825	-0.1563100045	-0.058619119299999994	0.021316528300000002	0.0815989574	0.1069383998	-0.10679608869999999	0.0470305062	-0.0842392943	-0.0750518686	-0.0110828396	-0.0131095855	0.093711395	-0.0654223134	-0.023670662599999996	0.0041742996000000004	0.0788786274	0.0934934128	-0.021335248799999998	0.0466148593	-0.1208410999	-0.0001985809	-0.02719691	-0.023224833599999998	-0.0271398714	-0.0641408929	0.09938495630000001	0.0022523091	-0.0605114417	-0.0806244985	0.1079154733	0.010824606799999999	0.012036688200000001	0.08709842050000001	-0.0696706864	0.161967295	-0.009868504699999999	-0.013743888000000001	0.021102963500000002	-0.0551687991	0.047014120199999995	-0.0519260872	0.055515692	-0.0198499416	-0.0178470065	0.161992509	0.0030744710999999997	0.1458372768	-0.0673672267	0.029600820099999998	0.07867614769999999	0.0120367576	-0.0503840592	-0.0585243125	0.0341481325	-0.1738392585	-0.23724225079999997	-0.0684962925	0.020705513000000002	-0.010910426899999999	0.132449903	-0.06477321280000001	0.09788570619999999	0.05765216860000001	-0.0240085817	0.1128547399	0.11875383099999999	0.1100111431	0.0959136145	0.00623988	0.02509298	0.0006296576452803999	3.89361024144e-05	0.0750326	0.032986900000000006	0.0010881355716100005	0.005629891062760001	-0.0245066	-0.024396425999999995	0.0006005734435599997	0.0005951856015734757	5.24708e-05	-0.00024726820000000005	6.114156273124003e-08	2.75318485264e-09	-0.0	-6.995100000000001e-05	0.0	4.893142401000001e-09	-0.000194144	-0.000194144	3.7691892736000013e-08	3.7691892736000013e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
