onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0185	0.5	incongruent	female	male	2.1574	right	correct
6.5351	0.5	incongruent	male	female	0.5827	left	correct
11.5516	0.5	congruent	male	male	0.485	left	correct
16.0682	0.5	congruent	male	male	0.3573	left	correct
21.0847	0.5	congruent	female	female	0.4237	right	correct
25.6013	0.5	incongruent	female	male	0.2379	right	correct
31.1178	0.5	congruent	male	male	0.5903	left	correct
35.6344	0.5	congruent	male	male	0.4795	left	correct
40.151	0.5	congruent	female	female	0.3438	left	incorrect
44.6675	0.5	incongruent	female	male	0.5552	right	correct
49.1841	0.5	incongruent	male	female	0.3074	left	correct
53.7007	0.5	incongruent	male	female	0.4107	right	incorrect
59.2172	0.5	incongruent	female	male	0.58	right	correct
63.7338	0.5	incongruent	male	female	0.6553	left	correct
68.7503	0.5	incongruent	female	male	0.4447	left	incorrect
73.2669	0.5	incongruent	female	male	0.5769	right	correct
78.2835	0.5	incongruent	male	female	0.3252	left	correct
83.3	0.5	congruent	female	female	0.4585	right	correct
87.8166	0.5	incongruent	female	male	0.4818	right	correct
92.3331	0.5	incongruent	male	female	0.4092	right	incorrect
97.3497	0.5	congruent	male	male	0.9144	left	correct
102.8662	0.5	congruent	female	female	0.5008	right	correct
107.3828	0.5	incongruent	male	female	0.5	left	correct
111.8994	0.5	incongruent	male	female	0.5263	right	incorrect
117.9159	0.5	congruent	male	male	0.4556	left	correct
123.4324	0.5	incongruent	female	male	0.561	right	correct
129.94899999999998	0.5	congruent	male	male	0.4131	left	correct
134.9655	0.5	congruent	male	male	0.4895	left	correct
139.9821	0.5	incongruent	male	female	0.4997	left	correct
144.4986	0.5	incongruent	female	male	0.7741	right	correct
149.0152	0.5	incongruent	female	male	0.5424	left	incorrect
154.0318	0.5	congruent	male	male	0.4907	left	correct
158.5483	0.5	congruent	male	male	0.506	left	correct
163.5649	0.5	congruent	male	male	0.6353	left	correct
168.5814	0.5	congruent	female	female	0.5706	right	correct
175.09799999999996	0.5	congruent	male	male	0.5088	left	correct
179.6145	0.5	congruent	male	male	0.5312	left	correct
185.1311	0.5	congruent	female	female	0.4834	left	incorrect
191.6476	0.5	incongruent	male	female	0.6827	left	correct
196.1642	0.5	congruent	male	male	0.552	left	correct
200.6807	0.5	congruent	female	female	0.5924	right	correct
206.6973	0.5	congruent	female	female	0.5616	right	correct
211.7138	0.5	incongruent	female	male	0.5389	right	correct
216.2304	0.5	incongruent	female	male	0.6142	right	correct
220.7469	0.5	congruent	female	female	0.5696	right	correct
225.2635	0.5	incongruent	male	female	0.5269	right	incorrect
231.28	0.5	congruent	male	male	0.4522	left	correct
235.7966	0.5	incongruent	female	male	0.6664	right	correct
240.3132	0.5	incongruent	male	female	0.9287	left	correct
244.8297	0.5	congruent	male	male	0.5361	left	correct
249.3463	0.5	congruent	female	female	0.5524	right	correct
254.3629	0.5	incongruent	male	female	0.4886	left	correct
259.3794	0.5	congruent	male	male	0.6709	left	correct
264.896	0.5	congruent	female	female	0.6462	right	correct
269.9125	0.5	incongruent	female	male	0.4216	right	correct
274.9291	0.5	incongruent	male	female	0.6678	right	incorrect
279.9456	0.5	congruent	male	male	0.6982	left	correct
284.4622	0.5	congruent	female	female	0.5904	right	correct
288.9788	0.5	incongruent	female	male	1.4997	right	correct
293.4953	0.5	congruent	male	male	0.647	left	correct
298.0119	0.5	incongruent	male	female	0.6403	left	correct
304.0284	0.5	incongruent	female	male	0.8976	left	incorrect
308.545	0.5	incongruent	female	male	0.8929	right	correct
314.5615	0.5	incongruent	male	female	1.1352	right	incorrect
321.0781	0.5	incongruent	female	male	1.2044	right	correct
325.5946	0.5	congruent	female	female	0.6128	right	correct
331.1112	0.5	incongruent	male	female	0.8101	left	correct
336.1277	0.5	incongruent	female	male	0.9444	right	correct
340.6443	0.5	incongruent	female	male	0.5687	right	correct
345.6608	0.5	incongruent	male	female	1.131	left	correct
350.1774	0.5	incongruent	male	female	0.8703	left	correct
354.694	0.5	congruent	male	male	0.7806	left	correct
361.2105	0.5	incongruent	female	male	0.7849	right	correct
366.727	0.5	congruent	female	female	0.5082	right	correct
371.2436	0.5	congruent	female	female	0.9884	right	correct
376.2602	0.5	incongruent	male	female	0.8077	left	correct
380.7767	0.5	congruent	female	female	0.5191	right	correct
386.2933	0.5	incongruent	male	female	0.6254	left	correct
390.8098	0.5	congruent	female	female	0.9437	right	correct
396.8264	0.5	congruent	male	male	0.6049	left	correct
401.3429	0.5	congruent	female	female	0.6233	right	correct
406.3595	0.5	congruent	female	female	0.5356	right	correct
410.8761	0.5	incongruent	male	female	0.7718	left	correct
415.8926	0.5	incongruent	male	female	0.5941	left	correct
421.4092	0.5	incongruent	female	male	1.0884	left	incorrect
425.9257	0.5	congruent	female	female	0.5278	right	correct
430.4423	0.5	congruent	female	female	0.5021	right	correct
436.9588	0.5	congruent	male	male	0.5874	left	correct
441.4754	0.5	congruent	male	male	2.1086	left	correct
445.9919	0.5	congruent	male	male	0.5770000000000001	left	correct
451.0085	0.5	incongruent	female	male	0.3053	right	correct
455.5251	0.5	congruent	female	female	0.7085	left	incorrect
460.0416	0.5	congruent	female	female	0.6679	left	incorrect
465.0582	0.5	congruent	female	female	0.7011	right	correct
469.5747	0.5	incongruent	male	female	0.6175	left	correct
475.0913	0.5	incongruent	female	male	0.7197	left	incorrect
