csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
34215.96875	n/a	n/a	1170732517.5009766	22800.365234375	n/a	519856654.82089615	n/a	22932.943359375	n/a	n/a	525919891.12430185	n/a	n/a	n/a	-0.0527297687	0.1382790992	-0.047324192800000005	0.1243566542	-0.110599611	0.0612494795	-0.020054881299999997	-0.050590508	0.032093629500000005	-0.0551620203	0.0822339582	-0.1178012206	0.067924876	0.033081310499999995	-0.1130501983	0.164291076	-0.0127634372	0.0558205024	-0.0858796343	0.1692506148	-0.0221648197	0.292271785	-0.015485648000000001	0.0400493771	-0.0669685091	0.046584235700000004	-0.0665527022	-0.0014131819	0.037609988399999995	0.1270837849	-0.061757440199999986	0.19057501170000002	-0.011877883	-0.00093324	-0.1116284566	0.06158019400000001	0.0266233102	0.0784007357	-0.0248977211	-0.144665107	0.0314116034	0.0376983269	0.044060949800000006	-0.0341556289	-0.1183244441	-0.0517150084	0.1056966733	-0.0859390966	0.0313047799	-0.1297285768	0.046874223300000004	-0.0599096647	0.0816100453	-0.0446869679	0.0177920775	-0.0442487009	0.08271953580000001	-0.0325545467	-0.0374072362	0.052704706	-0.0137523255	0.1993934219	-0.0053492696	0.0802422658	-0.022839301	0.1519862891	-0.0575748941	0.0533204885	-0.0807809686	0.0820899695	-0.17584543260000002	0.0779275415	-0.0462631763	-0.0056717004	0.2089277736	-0.0287256729	-0.019374891	0.1091244874	0.11225206199999999	-0.1299081552	-0.1992982875	0.0252694469	0.0010889358	-0.049241019000000004	-0.10290000099999999	0.0876566223	0.027297244100000003	-0.1540142893	0.0441528775	0.0629201883	0.0354966925	0.060448537699999985	0.1217078847	0.1216831682	0.1216419777	0.026086	n/a	n/a	0.0006804793959999999	0.0147977	n/a	n/a	0.00021897192529	-0.0406571	n/a	n/a	0.0016529997804099995	-0.000982604	n/a	n/a	9.65510620816e-07	0.000503786	n/a	2.53800333796e-07	n/a	-1.0587899999999999e-22	n/a	1.1210362640999998e-44	n/a	0.0	0.0	0.0
34055.7890625	-160.1796875	25657.532287597656	1159796768.6694946	22785.482421875	-14.8828125	519178209.1975746	221.49810791015625	22953.109375	20.166015625	406.6681861877442	526845229.9807129	1.16111	24.578657	0.043543	-0.0520978312	-0.052998696799999995	-0.021790794300000003	-0.0908236064	-0.0409875175	-0.1141360204	-0.0832762042	-0.1185160975	0.1144210851	-0.1263953545	0.0821045622	-0.0194212809	-0.0738128393	-0.0756248848	-0.0368747178	0.10734600279999999	0.2114280455	0.0992712725	-0.0779543016	0.0030308794	-0.0147957452	-0.0009609325	0.09272473619999999	-0.0830199529	-0.05841832440000001	-0.1499925182	-0.016547304199999998	-0.0195243355	0.18993178149999998	0.0593126108	0.026517176	0.0027374024	-0.0420328337	0.0795228618	-0.0073295952000000004	0.0017975678	0.029533600099999998	0.05910334900000001	0.1343348675	0.011702561299999999	0.08546076050000001	-0.0570188198	-0.0124269065	0.0052155831	-0.0406915198	-0.0287929963	0.0547746488	0.1000425499	0.16902620920000005	0.08818523880000001	0.0110525552	0.09347944150000001	-0.0113148108	0.0565508023	-0.1683387368	0.11771926560000001	0.0736902314	0.0004144782	0.010248704300000001	-0.1153047154	0.07701683919999999	0.136019207	-0.0226130499	0.1063969459	0.0441975661	0.0557807104	0.1473295276	-0.1243746117	-0.0402316303	-0.0662846448	0.0272262929	0.029839087599999998	0.10126569	-0.1013656024	-0.04764153769999999	0.0862285391	-0.0394356124	-0.011327409699999999	-0.0762050807	0.0638692491	0.0188468621	-0.0112012906	-0.1306178593	-0.030318093799999998	0.1272527508	0.0489712771	-0.1232997	-0.1223861521	0.014074360800000001	0.2080747642	-0.15191043210000002	-0.0030775021000000002	0.1216419777	0.12141962949999999	0.12104935019999999	0.0182411	-0.007844900000000005	6.154245601000008e-05	0.00033273772920999983	0.016182299999999997	0.0013845999999999965	1.9171171599999896e-06	0.0002618668332899999	-0.0212004	0.019456699999999997	0.0003785631748899997	0.0004494569601600001	-0.00106895	-8.634599999999995e-05	7.455631715999992e-09	1.1426541024999998e-06	0.000292996	-0.00021079	8.584665601600001e-08	4.443242409999999e-08	0.0	1.0587899999999999e-22	0.0	1.1210362640999998e-44	0.0	0.0	0.0
34156.875	101.0859375	10218.366760253906	1166692109.765625	22844.80078125	59.318359375	521884922.7350006	3518.6677589416504	22961.115234375	8.005859375	64.09378433227539	527212812.80624765	1.059294	22.423393	0.07180489000000001	0.0774559822	-0.09145281289999999	0.0747663332	-0.1481922	-0.06868641730000001	-0.0479514025	0.048980107300000006	0.1035840295	0.1173514802	-0.1299126156	0.1182540314	-0.1963785207	0.0013007695	0.024974088199999998	-0.0698777626	-0.0844929518	-0.0319135614	0.0810509745	-0.0882304669	-0.0398343728	0.130203567	-0.0935237205	0.019418684199999998	-0.0641730394	0.0206833462	0.0033070659999999996	0.0804763537	-0.042890202	-0.0559526929	0.0706881568	-0.07398952290000001	0.016381772	-0.0282681268	0.11647347570000001	0.0007474082	-0.0068529451000000005	0.0875480174	0.0022857939000000002	0.0868160826	0.051812248600000006	-0.0964086591	0.0034074106	0.1252328791	-0.0153727096	-0.060207778899999995	0.08493240349999999	-0.0772049434	0.044540400599999995	0.0538020494	-0.06998038349999999	-0.08609578	0.1284737582	0.059617696	0.095460055	0.0598111518	0.0495221215	-0.0439777525	-0.09120770980000001	0.039294389900000004	0.0876316744	0.1353762908	0.1124313063	0.039517028100000004	-0.0385842458	0.0077018204	-0.0042046137	0.046711566100000004	0.034166667000000005	0.0770730875	0.1166025017	0.0881486953	0.0379346719	0.0499973182	-0.103727006	-0.12075869869999999	0.0256169525	0.08657087849999999	0.1041080699	-0.0845911518	-0.2117338471	0.1539685599	-0.0108603506	-0.0670828836	0.0114895845	-0.11777501619999999	0.006657490699999999	0.0574154346	-0.1205730324	-0.0589490342	0.0842802303	0.2199142915	-0.0525691129	0.1215101995	0.120893123	0.1198669825	0.0185599	0.0003188000000000045	1.0163344000000287e-07	0.00034446988801000003	0.00452016	-0.011662139999999998	0.00013600550937959994	2.04318464256e-05	0.0190305	0.0402309	0.00161852531481	0.00036215993025000016	-0.0009057650000000002	0.00016318499999999972	2.6629344224999906e-08	8.204102352250005e-07	0.0005216719999999999	0.0002286759999999999	2.72141675584e-07	5.229271297599997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33968.44140625	-188.43359375	35507.21925354004	1153855011.5698395	22775.541015625	-69.259765625	518725268.5544167	4796.915134429933	22982.716796875	21.6015625	466.6275024414063	528205271.36536026	1.085617	22.980589	0.122019405	-0.0801481588	0.012528375100000001	-0.0795342686	0.0005442029	0.0481355327	0.0878983889	0.020832535200000002	0.0596149757	-0.07465898309999999	-0.1610881126	0.009908923100000001	-0.0001301965	-0.0305224467	0.0455047485	-0.047390718	-0.0040693119	0.0641373246	0.030373352599999997	-0.0768727231	-0.056731615599999986	0.1008673177	-0.098915429	-0.041350427200000005	-0.1394987261	0.036485612599999995	0.1221090209	-0.0492244791	-0.0199732837	0.0111056818	-0.1514709734	-0.05630726940000001	0.12021483710000001	-0.0614384495	-0.0870519075	-0.10377493730000001	-0.0930946644	-0.0872116173	0.022340043100000002	-0.0152439442	-0.0477562477	0.0011087491	-0.111163223	-0.0615740508	-0.0070237621999999994	0.035640763799999996	-0.0847158616	-0.08977659140000001	-0.052660226	0.0102277616	0.0262233832	0.06904643519999999	-0.0127511137	-0.0106058708	0.0090809272	0.18554712140000001	0.1018526121	0.035090974	-0.0278243074	0.0567444462	-0.0748610279	0.0303212354	-0.0057867865	0.0337753539	0.0900471035	-0.0690700277	-0.051573934	0.0825004613	0.1659526495	0.0271676173	0.0844155041	-0.0814117037	0.010432387	-0.0525164172	0.0102396454	-0.1113698427	0.0884996497	-0.0161507429	0.0430336553	0.065013851	0.1616847703	0.1585594061	-0.0472772022	-0.0194901992	0.0659993559	-0.13616500550000002	0.0392815498	-0.0131095001	0.0377018602	0.0040677173999999995	0.0460597358	0.0651571945	-0.065347161	0.1213126213	0.12010478890000001	0.1181006348	0.00898032	-0.00957958	9.17683529764e-05	8.06461473024e-05	-0.021473500000000003	-0.02599366	0.0006756703601956001	0.0004611112022500001	-0.0393901	-0.0584206	0.0034129665043600003	0.0015515799780100007	-0.000781777	0.00012398800000000022	1.5373024144000054e-08	6.11175277729e-07	8.514870000000001e-05	-0.00043652329999999985	7.250301111690003e-09	1.9055259144288994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34218.65234375	250.2109375	62605.513244628906	1170916168.2224276	22777.36328125	1.822265625	518808278.04603577	3.3206520080566406	23026.248046875	43.53125	1894.9697265625	530208099.1162148	1.039057	21.995012	0.132320065	0.047602340599999994	0.0784280465	0.033064244300000004	-0.0343790192	-0.0044666784	0.006442760200000001	-0.1466294821	-0.07111928769999999	0.1226408559	0.023172741099999998	0.0855195608	-0.10335026630000001	0.1132621543	-0.1416282683	-0.0301177984	-0.025046559500000003	0.0453147578	-0.16780909100000002	0.1687382368	-0.0301474523	0.0540834374	-0.09949148039999996	0.0525735989	0.0706322346	-0.0392826847	-0.0226491159	0.07750634990000001	0.0658546854	0.0788145707	0.0629381161	-0.0079792491	-0.0174389593	0.0333373763	0.0177938575	0.0539843405	-0.0739819826	0.0724600696	0.0675573372	-0.11994923910000001	0.0374241109	-0.011166062	-0.0497365154	-0.0282209405	0.0422353098	0.07991392509999999	0.042883789699999994	0.1425078803	-0.0389503691	0.0329323753	-0.043666121399999994	-0.0029629311	0.030568190800000002	-0.0601825481	0.0517901334	-0.0788901634	-0.1283140551	0.111617583	-0.1072845459	-0.030804643	-0.0291015236	0.1407065036	-0.0176136658	-0.037702592	0.1058938892	0.0580727637	-0.07278615440000001	-0.12015675519999999	-0.1379663045	0.0048880308	0.038778734599999996	0.0045828414	-0.0823089633	-0.08282024639999999	0.029531800299999997	-0.1557615159	-0.0703078176	-0.0844546393	-0.0629539522	-0.0204384314	-0.11018144810000001	0.0152798337	-0.0074048411	-0.0188835264	-0.0528806921	-0.0011253895	-0.0737084437	0.0419567664	0.0557647747	-0.046656553899999995	0.042127848600000004	-0.0657241444	-0.1397409561	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0207956	0.011815279999999996	0.00013960084147839993	0.00043245697935999984	0.0245974	0.046070900000000005	0.0021225278268100006	0.00060503208676	0.00452087	0.043910970000000014	0.0019281732863409007	2.04382655569e-05	-0.0013558	-0.0005740229999999999	3.295024045289999e-07	1.83819364e-06	0.000121584	3.643529999999998e-05	1.4782669055999998e-08	1.3275310860899985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33860.046875	-358.60546875	128597.88221740724	1146502774.3771973	22772.951171875	-4.412109375	518607305.0766029	19.46670913696289	22899.513671875	-126.734375	16061.601806640625	524387726.4083901	1.1993410000000002	25.387922	0.123186518	-0.0813983191	-0.1084290651	-0.058426077300000004	-0.1692976372	6.72679e-05	-0.0880862463	0.0809797694	-0.16163139769999998	0.0579285247	-0.0682642642	-0.0643583777	0.019632105900000002	-0.0031601705	-0.19052193899999997	-0.1839579926	-0.22078128870000002	-0.047775611600000004	-0.0178374571	-0.0761948045	0.0023781713	-0.049846637	0.0316784907	-0.12091377699999999	-0.0869984185	0.0308627341	0.0862530701	0.008942776	-0.0502621313	-0.1345814232	-0.0328530679	0.049136680499999995	-0.025059030899999998	0.1016230832	0.0202288616	0.0246579812	0.12482692960000001	-0.1486466584	-0.0553619104	0.0891589556	-0.1260565264	0.0336016393	-0.11571451560000001	-0.09279453539999999	-0.0795840288	0.0136324251	-0.08288526809999999	-0.053197292199999996	0.0908269533	0.1515143912	-0.0731764281	0.0340524108	0.1487391209	-0.044072164299999994	-0.045851523	-0.10183000119999999	0.09805911279999999	-0.1007215452	-0.0192854156	0.25171594469999997	-0.0783255158	-0.027677329	0.047645663899999996	-0.0094405788	-0.155970798	0.037057477799999995	-0.16936482390000002	-0.1017792152	0.1849338997	0.0528499971	-0.0852714795	0.048776578	0.09216580939999999	-0.0873698986	-0.044462038200000005	-0.0051033654	-0.1275002076	-0.03290399	0.1389956974	-0.0707092327	0.0253096596	-0.1280879167	-0.1280138433	0.0723654164	-0.0301792731	-0.04883903059999999	0.10603536429999999	0.0806321259	0.1982034826	-0.0861518374	0.0830070852	-0.0774662799	0.133469754	0.1207205288	0.11775003070000001	0.11285322490000001	1.0837e-05	-0.020784763	0.0004320063729661689	1.17440569e-10	0.08047380000000001	0.055876400000000014	0.003122172076960001	0.0064760324864400025	-0.0250696	-0.02959047	0.0008755959148209001	0.0006284848441599999	-0.00148955	-0.0001337500000000002	1.7889062500000047e-08	2.2187592025e-06	-8.33637e-05	-0.0002049477	6.949506477689999e-09	4.2003559735290004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33853.73828125	-6.30859375	39.79835510253906	1146075595.6153715	22778.166015625	5.21484375	518844847.03537375	27.194595336914066	22955.45703125	55.943359375	3129.6594581604004	526953007.51356506	1.123268	23.777607	0.124613998	-0.0094415721	-0.0655183586	-0.0316778717	-0.12028852710000001	0.09789003449999999	0.0445160724	0.0653651517	-0.0017502603	0.0277649519	-0.0788096851	0.0251694383	0.08050180059999999	0.0163881569	0.0216167721	-0.0042317765	0.0491070701	-0.1094967535	0.0179732722	-0.067508242	-0.031146162	-0.129501686	0.0747469851	-0.0978745817	0.013453690800000001	-0.0446209254	0.034930884	-0.0003117301	-0.0136360527	0.0236942801	-0.0847037932	0.0020896992	-0.147882654	-0.0257476331	0.0723120535	-0.07364328980000001	0.0456015087	0.0708255827	-0.025392835099999997	-0.0385748892	-0.2808464079	-0.072091951	0.20526231920000002	0.0356246946	-0.1214677059	0.0358665631	-0.0141651333	-0.14689320220000002	-0.0265738632	0.17256713199999998	-0.018499535600000002	0.0241523525	0.062039852300000004	-0.10849710380000001	-0.045935047699999995	0.0482064623	0.0654219287	-0.006079000699999999	0.0513831075	-0.051127277199999994	0.0328188305	-0.0711161725	0.17182787859999998	0.0110559189	-0.09370580199999999	0.0812390551	0.048916885800000004	-0.0806973666	-0.0268450691	-0.073947685	-0.147790089	0.0018049771	-0.0563435711	0.0807356001	-0.0553800618	0.17434095170000002	0.1153410222	-0.043655635899999996	0.09940074439999999	0.0064888613	0.10989414380000001	-0.1726709287	-0.0483222931	-0.0365592774	-0.1237774281	0.026232499500000003	-0.0075781906000000005	-0.058474269	0.059628628899999994	-0.023651445099999998	-0.0456110488	0.0326641945	0.0245543705	0.120326335	0.1161887065	0.1093977275	0.00690827	0.0068974330000000006	4.7574581989489006e-05	4.77241943929e-05	0.0054087	-0.07506510000000001	0.005634769238010003	2.9254035690000002e-05	-0.0350241	-0.009954499999999995	9.909207024999987e-05	0.0012266875808099994	-0.000910694	0.0005788560000000001	3.3507426873600013e-07	8.29363561636e-07	-0.000158447	-7.508329999999999e-05	2.5105451809000004e-08	5.637501938890001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34122.3359375	268.59765625	72144.70094299316	1164333809.831604	22803.53125	25.365234375	520001037.46972656	643.3951148986816	23015.79296875	60.3359375	3640.425354003906	529726725.98036194	1.1232879999999998	23.778025	0.1152741	0.07405340519999999	0.0962109968	0.0558056674	-0.0337316825	0.0282753569	0.1017213719	-0.0406164406	-0.0272400221	0.0621598279	0.1963036523	0.0600305342	0.0124277096	0.0382792091	0.0041642555	-0.0406876346	0.012614485200000001	0.0053019979	-0.0170370001	0.0412315284	0.0342629299	-0.2063401936	0.028792323300000002	0.0465509895	-0.0827959014	-0.185755612	0.1036706072	0.048163855	0.0073449415	-0.06391526730000001	0.013558066399999999	-0.0846969445	0.035446580299999995	0.0833204885	0.0382374782	0.0314744145	-0.020125244	-0.0281566681	0.187069453	-0.1026429806	0.2225992005	0.1668075777	-0.0829500808	-0.0085460812	-0.045879464800000005	0.0817214455	0.0786411758	-0.011158772800000001	-0.1012615445	0.026883297999999996	-0.0019091558	-0.0377953611	0.0241492527	-0.0643527293	-0.020652593	-0.005765253299999999	-0.1547074648	-0.024672910099999997	0.0523332958	-0.013743211000000002	0.033699013300000004	0.0051653008000000005	-0.0222862162	0.145807774	0.08781430929999999	0.3063232868	-0.028267511000000002	0.09938553630000001	-0.0637932881	-0.022527443900000003	-0.0087022466	0.0411019956	-0.0642568511	0.0102908927	0.12982488949999998	0.09039533949999999	-0.1515807719	-0.0677809471	-0.137199346	0.1535176781	-0.0955823401	-0.0228315164	0.054609133	0.121923332	0.0475699245	0.0077531529	-0.0477293998	0.0468538692	0.0109190377	0.0178030208	0.1301443802	-0.0354972668	-0.012530474199999999	0.1198669825	0.1143757435	0.10540925529999999	0.0135268	0.00661853	4.38049393609e-05	0.00018297431824	0.044448900000000006	0.0390402	0.0015241372160400006	0.0019757047112100006	0.0153065	0.0503306	0.0025331692963599995	0.00023428894225	-0.00110734	-0.00019664600000000008	3.8669649316000026e-08	1.2262018756000002e-06	3.06024e-05	0.0001890494	9.365068857599999e-10	3.573967564036e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34174.890625	52.5546875	2761.9951782226562	1167923149.2307131	22762.291015625	-41.240234375	518121892.28000265	1700.7569313049316	22999.8515625	-15.94140625	254.12843322753903	528993171.8970337	1.001333	21.196461	0.08451032499999997	-0.0638481229	-0.027905955899999998	-0.0627662299	0.2099887329	-0.0250594369	-0.0976194948	0.023843217000000003	-0.1534947991	-0.050563393899999996	-0.006660949100000001	0.0237949978	-0.0512450896	0.12052980619999999	0.09070791019999999	0.1033091299	0.1452924128	-0.024367915	-0.1538600857	-0.0576180441	-0.051815146900000005	-0.1320860902	-0.017735084499999998	-0.0790267773	0.020980377799999998	0.10008517480000001	0.054590907599999995	0.0951008698	0.0726919129	-0.010518516799999999	-0.0658491746	0.046598195300000006	0.0171155531	0.0708181968	0.061034017	0.0422729119	-0.0750525937	0.09101157300000001	-0.020510566	0.011903800800000001	0.0249877432	-0.0840828748	-0.07134191299999999	0.0958118652	0.0700847448	0.08393928460000001	-0.0674587585	0.07332083240000001	0.0725330018	-0.0802016743	-0.058644504800000004	0.0861072424	-0.16234762390000002	0.105486001	-0.0849172198	-0.1272252321	0.0395374167	0.0256900862	-0.14714526	0.0035205728000000007	0.0819237127	-0.0019656475	0.0496633578	-0.123521528	0.06027519360000001	0.0504488097	0.11486450109999999	-0.0407863014	-0.16217712980000001	-0.0103859524	-0.051531090999999994	0.048528836500000005	-0.0352062541	-0.0153860321	0.1567536507	0.0027926978	0.0013997414999999999	0.0326693361	0.0704325577	-0.0082980889	-0.0110691503	0.08285264349999999	-0.1428031353	0.08473952480000001	0.0031571768	0.0834913343	0.0172496359	-0.034143935699999996	-0.058943177199999995	0.0901835108	-0.0908336433	-0.0078395615	-0.06876837599999999	0.11934271980000001	0.112315068	0.1009072399	0.00362747	-0.00989933	9.799673444890004e-05	1.31585386009e-05	0.00542982	-0.039019080000000005	0.0015224886040464006	2.94829452324e-05	-0.0141874	-0.0294939	0.0008698901372099997	0.00020128231876	-0.00117835	-7.101000000000004e-05	5.042420100000006e-09	1.3885087225000002e-06	8.15527e-05	5.095030000000001e-05	6.65084287729e-09	2.5959330700900005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34151.05859375	-23.83203125	567.9657135009767	1166294803.0737455	22792.876953125	30.5859375	519515239.8002968	935.4995727539062	23066.0625	66.2109375	4383.888244628906	532043239.2539063	1.124437	23.80234	0.028806639999999994	0.0325444404	-0.09700613050000001	0.009752269899999999	-0.0374776319	0.1025375389	-0.0896722301	0.0489519276	-0.0076659147	0.031322412200000004	0.1442949894	-0.0057251389	-0.12490941289999999	-0.0607279012	0.043272888899999994	-0.1666635553	-0.08461540570000001	0.0836393315	-0.0464217424	0.079064254	-0.0868812779	0.0536844938	0.11172421960000001	0.0904746025	-0.027652162200000004	-0.1045254643	0.044871924199999996	-0.0406918396	0.1136517126	-0.045116681799999996	0.0256773183	0.07258046110000001	-0.08554919289999999	0.0387318064	-0.1755124484	-0.1205486231	0.043519921399999995	0.1763245834	-0.1278563365	0.055217545800000004	0.0383805805	-0.1062153235	0.10532458089999999	-0.0092781223	0.0841009776	0.0298513207	0.0420405265	-0.0528895278	0.0967610278	-0.0744680022	0.01768199	0.0019953963	-0.0045470456	-0.0872340036	0.0648938046	-0.073452469	0.055194031799999994	-0.1172945592	0.0538153057	0.0225876547	0.0291697837	0.0930790813	-0.0768587711	0.022454469100000003	-0.1547385194	-0.002420202	-0.1660274022	-0.0473832442	0.0308472471	-0.1869775596	0.1543036889	-0.0014307360000000002	-0.008373028900000001	-0.0020418428	-0.0411178952	-0.0371688083	-0.0198013539	0.036615684100000004	-0.0734351263	-0.0539690753	-0.1657913738	-0.0592634304	-0.1433355036	0.09969725609999999	0.048502135700000004	0.2292786695	-0.1618016004	0.11604536369999999	-0.10511398220000001	0.017364981499999998	-0.041588205	0.052703303099999994	0.11403921539999999	0.11875383099999999	0.1100111431	0.0959136145	0.00601233	0.00238486	5.6875572196e-06	3.61481120289e-05	0.021251	0.015821179999999997	0.0002503097365923999	0.000451605001	-0.0121023	0.0020850999999999995	4.3476420099999985e-06	0.00014646566529	-0.00134866	-0.0001703099999999999	2.9005496099999972e-08	1.8188837956e-06	8.15527e-05	0.0	6.65084287729e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
