csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
34088.91015625	n/a	n/a	1162053795.6408846	22383.412109375	n/a	501017137.6581153	n/a	22556.140625	n/a	n/a	508779479.8947754	n/a	n/a	n/a	-0.0475468865	0.1719756728	-0.043893916100000006	-0.0319926438	-0.1403876841	0.1899158818	-0.074630394	0.0279210496	-0.0632695559	0.0753595933	-0.0307095764	0.0757560228	-0.1184929429	0.041577733900000004	-0.1408463314	0.035823213799999996	-0.006866252	0.0470156597	-0.2182969927	0.14793599300000002	-0.1275613817	0.0983299741	-0.1342417465	0.0204991149	-0.0763449288	0.08529829039999999	-0.0353350948	0.0703616041	-0.1281191383	0.0006458389	0.0341969056	-0.0671087984	0.08347904	-0.1381878583	0.015897935800000002	-0.1367788741	-0.0075107027	0.0318097632	0.1654296917	-0.0160327169	-0.0060100332	-0.0379438583	0.2142093173	-0.0208180623	-0.11111445730000001	0.1067530418	-0.0294475683	-0.07713494900000001	-0.008076227	0.0673517462	0.016968106200000003	0.0211905075	0.1299815232	-0.116948009	0.0447004516	-0.0294792164	0.18051919989999998	-0.0052278342	-0.0669366512	0.0682223531	-0.18111193920000002	-0.12169208779999999	0.0286241971	-0.10980702140000001	0.0500694642	0.0361866809	-0.0862731674	0.0269703169	-0.0812887479	0.0948021216	-0.0219832047	-4.88171e-05	0.020311773	-0.0183290054	0.12488354199999999	-0.10043356960000001	0.0730789857	-0.11018135789999996	0.1563047031	-0.1053068268	0.0162936111	-0.16920750280000002	0.0076459663	-0.0886775732	0.0212859494	-0.045648928	0.1052412275	-0.0969112164	0.0325800427	-0.1551473727	-0.0252464014	0.0639061345	-0.0086565516	-0.021512611	-0.1270560177	0.064112331	-0.0113097777	-0.0969633068	0.0321913018	0.0457753181	-0.0021905974	-0.041384581499999996	-0.0811769734	0.032427708199999995	0.0670839724	-0.0660617544	-0.0294529247	-0.045723385199999994	0.0824592257	0.0481618211	-0.0595362184	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.00688668	n/a	n/a	4.74263614224e-05	-0.016766299999999998	n/a	n/a	0.00028110881568999994	0.093975	n/a	n/a	0.008831300625	-0.000107679	n/a	n/a	1.1594767041e-08	-0.0006507980000000001	n/a	4.235380368040001e-07	n/a	0.00030942700000000003	n/a	9.574506832900002e-08	n/a	0.0	0.0	0.0	0.0
33721.92578125	-366.984375	134677.53149414062	1137168278.3961337	22332.435546875	-50.9765625	498737677.4553262	2598.6099243164067	22496.794921875	-59.345703125	3521.9124794006348	506105781.7569008	1.372744	24.388641	0.02737117	-0.09868481529999999	-0.0235947981	-0.0979365734	0.0197257544	-0.14102436880000002	-0.031374291299999996	-0.0674805036	-0.10506734029999999	-0.14863615630000002	0.1854266062	-0.1204475976	-0.11718422449999999	-0.10317256849999999	-0.041194013700000004	0.0840409698	-0.0094285005	0.1306715151	-0.027948699599999998	-0.18387945239999998	-0.0272354569	-0.0328826629	0.0669025116	0.0625628551	-0.0003654838	-0.1016042593	-0.050312312000000005	0.027278348900000002	0.1016884958	0.10245074009999999	-0.0387199149	-0.033150074	-0.045333423399999996	0.0307684263	-0.0640381808	-0.0095333871	0.0631121009	-0.1593264888	-0.0082053927	0.0325373503	-0.1398578942	0.027228097200000002	0.021079358500000003	-0.0459566329	-0.045383831	-0.0927778086	-0.0019920624	0.0296495366	0.1546120737	0.1447533423	0.0027658145000000003	-0.1281569126	0.040161196	-0.0253319077	0.0111543328	-0.1407187362	-0.06804989980000001	0.1014392841	0.1384892856	0.1362816058	0.1201544825	0.0760022643	0.0214091008	-0.0644112622	-0.0490121203	0.1154047191	-0.1498069259	-0.0758558543	-0.12141200619999999	0.0242403294	0.189140657	0.0588292613	0.0698141872	0.11369985460000001	-0.0747249159	0.0054434340000000005	0.0172374839	-0.08027915599999999	-0.0173156024	-0.0172706652	-0.0541500091	0.030155551800000006	-0.1600338962	0.031100562400000007	-0.0134715534	-0.08303935259999999	-0.0529729168	0.0554362509	-0.1190347917	-0.0372932525	0.1049397257	-0.0035012640999999996	0.014462855	-0.0245502781	0.0698837105	0.07652743320000001	-0.07870449	-0.07603282559999999	-0.085580487	-0.09003567300000001	-0.0034743940999999996	-0.1245125871	-0.019259259299999998	0.0198235585	-0.1333381264	-0.0720195445	0.0083281892	0.0902384409	-0.0248107482	0.023597797	-0.018278711200000002	0.0119492179	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.00652381	0.0003628700000000004	1.3167463690000027e-07	4.25600969161e-05	-0.0286651	-0.011898800000000005	0.00014158144144000009	0.0008216879580100001	0.093986	1.0999999999997123e-05	1.2099999999993672e-10	0.008833368196	0.0	0.000107679	1.1594767041e-08	0.0	-0.000540519	0.00011027900000000002	2.9216078936100004e-07	1.2161457841000004e-08	0.000225415	-8.401200000000004e-05	5.0811922225e-08	7.058016144000005e-09	0.0	0.0	0.0	0.0
33673.9140625	-48.01171875	2305.1251373291016	1133932488.2886353	22322.51171875	-9.923828125	498294529.43373114	98.48236465454102	22398.541015625	-98.25390625	9653.830093383787	501694639.62863535	1.410483	25.059128	0.03378300999999999	-0.0630246646	-0.047531377699999995	-0.025902096	0.035265851099999995	-0.1081083459	0.0078940602	0.014219338400000003	0.0610586762	-0.2459493284	0.0470809578	-0.0572758309	0.0628434666	0.09096263660000001	0.0046814735	0.047737559900000004	-0.09622430400000001	-0.007491021	0.049812767	-0.0386501159	0.0283028111	-0.0408008932	0.0818577061	-0.0984620449	-0.0441788283	0.0797979541	-0.0011056403999999999	-0.0857404633	0.0116145201	0.0678181827	-0.1522066544	-0.1325462472	0.08713253720000001	0.0574719574	-0.056162421500000004	-0.22190488239999998	0.0343054638	-0.031123690699999998	-0.0769160245	-0.0088999548	-0.008475625799999999	0.0038929633000000003	0.0186738913	-0.1580211051	0.007160712	-0.0718603828	-0.0734968467	-0.0722374397	-0.1014950398	-0.1072752376	-0.0347012573	0.0080035854	-0.0753000198	-0.0477747468	-0.0337938412	0.12460606140000001	-0.0708576957	0.0053945054	0.0529399908	0.1743314793	0.10102013550000001	-0.1436097677	-0.008638753	-0.0740198825	-0.11193066939999999	0.0955187592	0.15159166640000002	-0.024000717799999998	-0.0320139949	-0.0756319336	0.10269690710000001	-0.1374896699	0.0610190295	-0.0826772822	0.019487874199999998	0.0397856377	-0.0044755302	-0.0403327077	0.013233628999999998	-0.0716525534	-0.0656050145	-0.0229488136	-0.1457143638	-0.1043404842	-0.0757447088	0.0509131913	0.0183977949	-0.0906462341	0.0943035466	-0.0108327282	0.0981558901	0.1252995163	0.13037510119999998	-0.0563097351	-0.0578087556	-0.084179932	-0.016948826299999997	-0.0045449575	-0.11249658439999999	0.0676276104	-0.1454139006	0.0405789172	-0.0709605179	0.0382549321	0.06943426400000001	-0.1340027745	0.0872685747	-0.0593943612	-0.0615950694	0.0190796868	0.0632649492	-0.0007989496000000001	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.007838319999999998	-0.0013145099999999981	1.7279365400999946e-06	6.143926042239996e-05	-0.026562	0.002103100000000004	4.4230296100000156e-06	0.0007055398439999999	0.0939616	-2.4399999999993868e-05	5.953599999997009e-10	0.008828782274560002	-0.000352569	-0.000352569	1.24304899761e-07	1.24304899761e-07	-0.000650911	-0.00011039199999999996	4.23685129921e-07	1.218639366399999e-08	0.000369274	0.000143859	1.36363287076e-07	2.0695411881e-08	0.0	0.0	0.0	0.0
33566.4453125	-107.46875	11549.5322265625	1126706250.9170532	22293.6875	-28.82421875	497008502.34765625	830.8355865478516	22377.359375	-21.181640625	448.6618995666504	500746212.5979004	1.326417	23.565582	0.036793120000000006	-0.08402092929999999	-0.04645363	0.025206822	0.036087915	-0.020875518899999997	-0.056014064100000004	-0.1293966758	-0.0890117936	-0.3103382764	0.0381531954	-0.0995556122	-0.0289013003	-0.0052844802	0.0282168871	0.0792588053	-0.09334553779999999	0.0739550004	-0.04330742519999999	-0.0070829868000000015	-0.0754302987	-0.09541302369999999	-0.0830677047	-0.11142956960000001	0.028119199100000002	0.24402233129999998	0.0468195331	0.0031705743	-0.0542626321	0.0813456762	-0.0552309321	0.1610682971	-0.0496786816	-0.1226964228	-0.0652575351	-0.033742854700000005	0.010808835800000001	0.0553482266	0.052986911	-0.2059271875	0.052742057300000006	-0.025028263999999998	-0.0011428789	0.1011113385	0.013171495	-0.0231941842	-0.05947001530000001	0.0161469835	0.008087720500000001	-0.05360858860000002	-0.0070388388	0.0084441475	-0.0035507227000000008	-0.11609282509999999	0.0437046626	-0.0232446461	-0.06398378730000001	0.0433834992	0.061341716500000004	0.3528908761	0.17124874350000002	0.0084955178	0.0660245917	-0.0681263809	0.083775205	0.1484428173	0.07443765150000001	-0.0269032521	-0.0902232	0.020016387	0.1864664242	-0.0725415138	0.12350945880000001	-0.014986866399999996	0.0616647191	-0.1062665089	-0.0594614437	0.0270444375	-0.12208734140000001	0.042626674100000005	-0.016789024099999997	-0.20177612600000008	0.10967400039999999	0.016893540800000002	-0.20981017440000002	0.0048426812	0.20960506809999999	-0.0034511907	0.0279814296	-0.023040025	-0.0363762148	-0.0407554168	0.064416155	-9.996e-05	0.0195280005	0.0141129849	0.0658906103	0.0370147285	0.0916586248	-0.0393314933	-0.0812097602	0.0284188044	0.0355005985	-0.0013627041	0.10777183789999999	-0.038285975699999995	-0.0399401052	0.0125673439	-0.024212311299999997	-0.18765598449999998	-0.16057191310000002	-0.04960972	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.00891509	-0.001076770000000003	1.1594336329000065e-06	7.947882970810001e-05	-0.0429963	-0.016434300000000002	0.0002700862164900001	0.00184868181369	0.0906	-0.0033616000000000067	1.130035456000004e-05	0.00820836	-0.000420934	-6.836500000000003e-05	4.673773225000004e-09	1.7718543235600005e-07	-0.000538883	0.00011202800000000002	2.90394887689e-07	1.2550272784000003e-08	0.000231258	-0.000138016	5.3480262563999995e-08	1.9048416256e-08	0.0	0.0	0.0	0.0
33425.78125	-140.6640625	19786.378479003903	1117282852.1728516	22301.22265625	7.53515625	497344531.9636383	56.77857971191406	22312.263671875	-65.095703125	4237.450565338135	497837110.16327286	1.396201	24.805386	0.10769841	-0.0205724286	0.0427530813	-0.0033622789	0.007425720500000002	-0.025350605800000002	-0.0213565962	-0.14614185	0.0142332809	-0.2497347405	0.0014351197	-0.0960037883	0.0644101231	-0.0036596312	-0.0708979557	-0.1606407243	0.10688033539999996	-0.0610938133	-0.062464485800000004	0.2794261547	-0.0171533142	-0.043763062900000003	0.0025030780999999998	0.0013645032999999999	0.1693021955	0.042507827699999993	0.0231191935	-0.0062117952	-0.0086694578	-0.0882471126	0.0387215099	0.0050269407	-0.0621691709	0.0450393033	0.0798592182	0.0988383981	0.0922331867	0.023252867000000003	0.1443606227	0.0261899627	0.1246044074	0.0395178949	0.0085794212	0.004159372	-0.15464138970000002	0.0313931458	0.0057051108	0.1614176951	-0.09802597689999999	0.0655323117	-0.0380468452	0.0722517637	0.0382772793	0.0222973003	0.0543573838	0.0704889246	-0.0232435225	0.0894008712	0.0107607294	0.3504780586	-0.1886440967	-0.0631290642	0.0101303257	-0.11931355210000001	0.068506351	0.0329066527	0.0804653518	0.0372757347	0.015459566899999999	-0.0695585479	0.2091802072	0.012201108899999999	0.0180732191	0.0762870277	0.022381724199999998	0.0363909072	0.0063116302	0.1346102403	0.0070507154	0.21371504940000002	0.0658905434	0.1367523065	0.0066596769	-0.0329811265	-0.060053007699999994	0.075095137	0.0826717077	-0.109039922	0.0850672699	0.0340434916	-0.1308161083	-0.1608970899	-0.14035654039999998	0.0413296997	-0.080984727	0.1001552593	-0.0360295287	-0.1235049526	-0.029486135	-0.0334157162	0.064870548	0.037594992	0.032841752200000005	0.0851292695	0.18577728829999998	0.0115426981	-0.0790850872	-0.0645441709	0.117728174	0.0801580628	-0.0756715292	-0.0986596087	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.0169983	-0.00808321	6.533828390410001e-05	0.00028894220289000003	0.0386523	0.08164860000000002	0.006666493881960001	0.00149400029529	0.0939588	0.003358800000000009	1.128153744000006e-05	0.008828256097440002	-0.000420934	0.0	0.0	1.7718543235600005e-07	-0.000671226	-0.00013234300000000004	4.50544343076e-07	1.751466964900001e-08	0.000391071	0.000159813	1.5293652704100001e-07	2.5540194969e-08	0.0	0.0	0.0	0.0
33501.703125	75.921875	5764.131103515625	1122364112.2756348	22312.552734375	11.330078125	497850009.52426535	128.37067031860352	22357.833984375	45.5703125	2076.653381347656	499872740.47287375	1.055087	18.745031	0.08578364	-0.061576718499999995	-0.1079507807	-0.0760055855	0.0347253983	-0.0955487949	-0.00021675029999999998	0.026018681000000002	-0.0944268836	-0.1674396686	-0.061680825099999996	0.0563833559	0.0397631305	0.0398306484	-0.09338499130000001	0.040577371699999996	0.112401505	-0.1298744452	0.0818573195	0.18182388010000008	-0.0406632095	-0.1529872543	-0.0760593172	0.12122022730000001	-0.0439244246	0.0318872703	0.04877588769999999	0.07056159599999999	-0.0356885881	-0.1885701518	0.0025004089000000003	0.0420429725	0.024110107599999996	-0.0554797447	0.1660485116	0.06720168879999999	0.0192774275	0.0066262856	-0.0112962353	0.06985161990000001	-0.1258999451	-0.012742998500000002	-0.07140413179999999	-0.0682507436	0.0869068467	0.0644107391	-0.035972597099999996	-0.1379289759	0.2147325212	0.09583231199999999	-0.10410812130000001	-0.0102038173	0.022583338199999997	0.0275753665	0.0262368572	0.0158286247	-0.06548789320000001	-0.0239619595	0.1469819787	0.23465014920000002	-0.1925953765	0.0110752073	0.009451665	0.011972425600000001	-0.0389550204	0.1665608646	0.059898530599999986	0.045470517099999996	0.0049479892	-0.00038582279999999997	0.09053974769999999	0.0013968784	-0.06484024740000001	-0.07977479559999999	-0.1487137463	0.0616046003	-0.0379107428	0.0530383026	-0.137234589	0.017037065900000002	0.1150493742	0.0848795867	0.0721916417	0.1569854144	0.0882297641	0.1320622863	0.055886468200000004	-0.1138797191	0.0652544409	0.047495741699999997	0.030523937400000006	-0.063180616	-0.1776002879	-0.0659435114	0.0033266504999999997	-0.0333326853	-0.0380343618	-0.0621496688	0.042393739900000005	-0.0647217053	0.079765006	-0.0207270182	0.10790556289999999	0.16863507170000006	-0.13015898380000002	0.10822058220000001	0.08825693779999999	0.0755952734	0.0564750177	-0.08535165970000001	0.0987645252	0.0585040312	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.017006	-7.699999999999374e-06	5.928999999999035e-11	0.000289204036	-0.00923699	-0.04788929	0.0022933840967041	8.532198426010001e-05	0.0697059	-0.024252900000000008	0.0005882031584100004	0.00485891249481	-0.000420934	0.0	0.0	1.7718543235600005e-07	-0.0006348780000000001	3.634799999999996e-05	4.030700748840001e-07	1.321177103999997e-09	0.000154744	-0.00023632700000000002	2.3945705536000004e-08	5.585045092899999e-08	0.0	0.0	0.0	0.0
33604.08203125	102.37890625	10481.440444946287	1129234329.1629794	22295.763671875	-16.7890625	497101077.712101	281.87261962890625	22476.455078125	118.62109375	14070.963882446289	505191032.8789711	1.230577	21.862858	0.04014924	0.0371093727	-0.1443242403	-0.0030908763	-0.020757394	0.051570327	-0.168122315	0.1004352434	-0.0811758152	-0.0732510191	-0.1525893735	0.1212085401	0.044446975199999995	-0.0226453028	-0.0829095019	-0.10706611949999999	0.0405062459	-0.10961558140000001	0.0914661516	0.051495490899999996	-0.1438835004	-0.0246594431	0.1210699501	0.059850511900000014	-0.1559236806	0.0059471611	0.0539763269	-0.11521255550000001	0.0631625053	0.022917891699999998	-0.0676370117	0.10961976789999996	0.0097981311	-0.08714639130000001	-0.026457426699999998	-0.0339115895	0.059673570499999995	-0.11216738009999999	0.0015073633	0.031381048700000004	-0.08820623890000001	0.0374953256	0.073723803	0.15046973	0.003931717800000001	-0.024229660400000002	-0.0862546293	-0.0217697444	0.0247904846	0.026575030899999998	0.09562292439999999	-0.0455577037	-0.1829227351	-0.0028821777000000003	-0.0315436272	-0.0882548537	0.0351102045	-0.1400109472	0.0882161309	0.1065133068	-0.2280900098	0.054037290999999994	0.0524838175	-0.09276313380000001	0.1440747469	0.0704590012	0.10708708789999999	0.0032780768	0.0041449776	-0.08198738259999999	-0.0747547809	-0.057997609699999994	-0.1306716452	-0.0071763877	-0.052488794400000004	0.0263248168	0.1394940492	-0.0808953831	-0.1545503616	-0.0660325246	0.081175459	-0.0057827421	0.0254998267	0.0626340294	0.07558900980000001	0.0298018112	-0.0052761021	0.041675303399999995	0.1253296449	0.0671739771	0.0071428648	0.0456911694	0.0555518434	0.1084362778	-0.0149891092	-0.05499252	-0.11840859349999999	0.0190911432	-0.11841304890000001	-0.06425372559999999	0.0016992110999999998	-0.020493313	-0.0567259587	-0.07157506870000001	-0.0543016208	0.039232672	-0.1025211241	-0.1422777528	0.1334195021	0.0558627082	0.0179827397	0.0200850984	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.017026200000000002	-2.0200000000001467e-05	4.080400000000592e-10	0.0002898914864400001	0.005603	0.01483999	0.00022022530320010004	3.1393609e-05	0.0618722	-0.007833700000000006	6.13668556900001e-05	0.00382816913284	-0.000526526	-0.000105592	1.1149670464e-08	2.7722962867600003e-07	-0.00062769	7.1880000000000945e-06	3.939947361e-07	5.1667344000001356e-11	0.000391071	0.00023632700000000002	1.5293652704100001e-07	5.585045092899999e-08	0.0	0.0	0.0	0.0
33748.7265625	144.64453125	20922.04042053223	1138976544.590393	22289.306640625	-6.45703125	496813190.51980966	41.69325256347656	22555.74609375	79.291015625	6287.065158843994	508761681.8457184	1.185033	21.053707	0.1007476	0.1079399167	-0.088349191	0.09903971869999999	-0.034901500099999996	0.1241664881	-0.1365544328	0.0803250197	-0.0179332209	-0.022203158799999997	-0.1509117945	0.1147836114	0.011243468400000001	-0.0989027016	0.0418492106	-0.037593954900000004	-0.028831352299999998	-0.0689209576	-0.1207595188	0.0455655293	0.10435546650000001	-0.100090107	0.102308775	-0.07487293519999999	-0.16396256480000002	-0.11339532150000001	-0.0413056126	-0.08497794970000001	0.1648092528	-0.0648322614	0.0007867684	-0.1186486386	-0.031229699399999998	-0.0708033919	-0.05782029070000001	-0.09843521640000001	-0.0298299338	-0.05877612910000001	-0.010678529099999999	0.0653936101	-0.021436736499999998	0.0157552084	-0.0068590913	-0.0739347087	0.0418510025	0.0898390625	0.0777197465	0.10087515279999999	0.043313843	-0.0427836246	0.13215341949999998	0.0995249017	0.0302297292	-0.1169052711	0.179318901	-0.14175131859999998	0.09359263289999999	-0.1599413507	-0.0434084345	0.0037995409999999996	-0.20127420399999998	0.0358931173	0.0657931054	-0.0657044141	0.1275152219	-0.0098974646	0.08529337470000001	0.0479883176	0.010555390500000001	-0.0763829045	-0.0324010965	-0.0423041021	0.032838316	-0.0414383511	-0.1303553443	0.1213718473	0.0878365866	0.0155182928	0.0928141316	0.032550945299999995	0.0069581773999999996	0.0020895935	0.023116563399999998	-0.032328672200000005	0.0240701404	-0.025830070099999998	-0.04311964099999999	0.15444188550000001	-0.000291213	0.0115906136	0.1143169986	0.09668147619999999	0.07695436280000001	0.0378761216	-0.047941005700000004	-0.0497278269	-0.0940679154	0.0886493314	0.051395469900000004	-0.010800573300000001	-0.0206408582	-0.09324553039999996	-0.0998956426	-0.0919084986	0.0247934912	-0.1295899491	0.013018933600000001	-0.11261661419999999	-0.0652880004	0.053577800700000004	-0.0043467502	0.1068513766	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.017037799999999995	-1.159999999999356e-05	1.345599999998506e-10	0.0002902866288399998	0.0531875	0.0475845	0.00226428464025	0.00282891015625	0.0273613	-0.034510900000000004	0.00119100221881	0.0007486407376900001	-0.000309259	0.00021726700000000005	4.7204949289000023e-08	9.5641129081e-08	-0.000472145	0.000155545	2.22920901025e-07	2.4194247025e-08	0.000391071	0.0	1.5293652704100001e-07	0.0	0.0	0.0	0.0	0.0
33727.12890625	-21.59765625	466.45875549316406	1137519224.2588046	22337.115234375	47.80859375	498946716.99374765	2285.661636352539	22628.814453125	73.068359375	5338.9851417541495	512063243.5539589	1.156488	20.546566	0.08819980000000001	0.06423129129999999	-0.0078626709	0.1518078835	-0.0050462108	0.21840081460000002	0.10827532109999999	0.06707135	-0.0540065608	0.0934191683	-0.10406996339999999	0.0394145182	-0.0001564886	-0.0402821923	-0.0958536148	0.0844747484	0.0012646901	-0.0188774624	0.0281697623	0.0232684233	-0.0185190756	-0.018125761	-0.0862670647	-0.059467829000000014	-0.1267261232	0.0931441922	-0.0594223648	0.0015562466	0.03152994	-0.0149607477	0.0650462334	-0.0332023012	0.0282893732	-0.1299137785	-0.0675221184	0.1269873055	-0.0552217234	0.0063574854000000005	-0.0456068513	0.0435508685	-0.0640067829	-0.2045833867	0.009749652	-0.0461652217	0.0039189676	-0.0262978933	-0.0999943218	0.0178688875	0.0017045185	0.0184584941	0.09902567720000001	-0.09078303019999999	0.0049010108	0.0445011998	-0.051870190499999996	-0.1157681077	0.0360063973	-0.1198646253	-0.1404682089	-0.0623405179	-0.08030562299999999	0.1027714894	-0.0385744848	0.17968861100000005	0.123786436	-0.0949808775	-0.0550748902	0.017581499	0.0699325298	0.083488335	-0.0863564156	0.060228415300000004	0.0683389076	-0.07184041070000001	-0.044743365599999994	-0.028801276299999998	0.0498991295	-0.0775092546	-0.035799617	-0.0655107277	-0.0058775018000000005	-0.0820781849	0.029604607	0.0884328801	0.0618430334	0.16482395519999998	0.048489003600000004	-0.13266807630000002	-0.1527878276	0.0010338661999999999	-0.0291231721	-0.024973563100000002	-0.0179655642	-0.040042031400000004	0.1480890976	-0.0312877987	-0.08627929289999997	-0.054736952400000004	-0.0009638501	0.0446182751	-0.033779535299999996	-0.0963552269	0.0759375383	-0.0660454643	0.0126463741	0.0368256197	-0.091599382	0.0123343841	0.0332676894	-0.0159964397	-0.0379943406	0.22335478379999998	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.0124085	0.004629299999999996	2.143041848999996e-05	0.00015397087224999998	0.0291277	-0.0240598	0.00057887397604	0.00084842290729	-0.013950799999999998	-0.0413121	0.00170668960641	0.00019462482063999992	-0.000247549	6.170999999999998e-05	3.8081240999999975e-09	6.128050740100001e-08	-0.000577173	-0.00010502800000000008	3.3312867192900013e-07	1.1030880784000014e-08	0.000193837	-0.00019723400000000002	3.7572782569000005e-08	3.8901250755999986e-08	0.0	0.0	0.0	0.0
33804.03515625	76.90625	5914.5712890625	1142712792.844986	22367.70703125	30.591796875	500314317.8358307	935.8580360412598	22680.86328125	52.048828125	2709.080509185791	514421559.1827545	1.127608	20.033472	0.09152112	0.11001282849999999	0.1304331374	0.0681104347	-0.0670215503	0.11532019630000001	0.1269183891	-0.0332134438	-0.0080233158	0.12299292810000001	0.028428807200000007	0.0125066369	-0.2427163119	0.0489265505	-0.1808477098	-0.0624332073	0.0698610316	0.0676791748	-0.0647126426	0.0857154638	-0.0034941464	-0.09180750210000001	0.060375499400000004	-0.0441053099	-0.0424210675	0.024431148599999997	-0.1644863105	-0.0154403389	-0.2596964597	-0.1578074123	-0.08789981919999999	-0.0187868341	0.1000465982	0.0058040977	0.051444150099999995	-0.0117025423	0.1470229478	-0.0379191211	-0.0558283905	-0.0404640956	0.06373922259999999	0.050540563600000005	0.0193746321	0.06557290360000001	-0.0711564205	0.08537905470000001	0.0590199359	-0.0784645174	-0.1260050835	-0.0020992885999999997	0.053323260899999995	0.006935675600000001	-0.0044361312	-0.0373287558	-0.0712105775	0.0125731112	0.0795001784	0.031465853599999996	-0.1637533973	-0.0704732394	-0.1643440633	0.1297462095	-0.1136930333	0.10305621400000001	0.0308113916	-0.102823239	-0.0957505682	-0.0813496641	0.0025228014	0.1909132601	0.045000405099999995	0.027062700800000002	0.0902622001	0.0821859214	-0.0746282831	-0.054129503200000005	-0.0365807023	0.0089268977	0.08309146719999999	0.09605847890000001	-0.0191991373	-0.0632482452	0.0392369066	0.0563780337	0.1461213466	0.0762423418	-0.06467536480000001	-0.1235989058	0.19137302829999997	0.1380069048	0.0696123174	-0.0412400214	-0.0536748683	0.15308984039999998	-0.074449069	-0.037141990699999995	0.0337519619	0.025949108999999998	0.13660824230000002	0.0618969917	-0.0831049681	0.0453570069	0.11063639089999999	-0.0534047679	0.0618303866	-0.046208128	0.031740787	0.0371728174	-0.0969614666	0.10438666	0.08877195880000001	0.07677352900000001	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.0170266	-0.004618100000000001	2.132684761e-05	0.00028990510756	-0.0213496	-0.0504773	0.00254795781529	0.00045580542015999983	-0.00266473	0.011286069999999995	0.00012737537604489996	7.1007859729000015e-06	-0.000607198	-0.000359649	1.2934740320099995e-07	3.68689411204e-07	-0.000472145	0.00010502800000000008	2.22920901025e-07	1.1030880784000014e-08	0.000231953	3.8115999999999985e-05	5.3802194209e-08	1.452829455999999e-09	0.0	0.0	0.0	0.0
