csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
32382.83984375	n/a	n/a	1048648316.3459623	21889.435546875	n/a	n/a	479147388.5607948	21903.783203125	n/a	n/a	479775718.6095009	n/a	n/a	n/a	-0.0538670671	-0.10214802740000001	-0.0429158116	0.1183686974	-0.0616236753	0.1376443582	-0.07579846929999999	0.0657170768	-0.0391625572	-0.0512817154	0.1189055014	-0.0361759809	0.0370763187	-0.1669397805	0.1326285597	-0.0252440352	0.0061768126000000005	-0.014444239199999999	0.0112494	0.0651941018	-0.0846533108	0.0434646175	-0.009360526999999999	-0.0277121613	-0.1264510933	0.07491610230000001	-0.1291105169	0.07640258650000001	-0.0845308692	0.009427716899999999	-0.028615617599999997	0.1060338104	-0.021832545699999997	0.1814415252	-0.0782668518	0.0542310409	-0.055706605	0.0604835433	-0.028895360800000002	0.027573244700000003	-0.0663094672	0.0283596252	-0.08008006849999999	0.1217078847	0.1216831682	0.1216419777	0.0825655	n/a	n/a	0.006817061790249999	-0.0594697	n/a	0.0035366452180899998	n/a	0.101102	n/a	0.010221614404	n/a	0.0250785	n/a	n/a	0.00062893116225	-0.00290117	n/a	8.416787368899999e-06	n/a	0.00127985	n/a	1.6380160225e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32859.90625	477.06640625	227592.35597229004	1079773438.758789	21924.849609375	35.4140625	1254.1558227539062	480699030.39371115	21863.5625	-40.220703125	1617.7049598693848	478015365.1914063	2.078017	62.36401400000001	0.90536483	0.1314606987	-0.0749519166	-0.0115748981	0.0559595982	-0.15488203109999998	-0.0765858993	-0.11326431470000001	0.016447122800000002	-0.144519189	-0.023693664500000003	-0.093229445	-0.0064645566	-0.138493612	0.044504438	0.0286791017	-0.0208281726	-0.0439398624	-0.10124252289999999	0.184002739	-0.1379237046	-0.11150215640000001	-0.14756264619999998	-0.0788965472	-0.0074180875	-0.07079587849999999	0.1444206334	0.0728779724	0.1142477746	-0.0610202267	0.131690513	-0.010381809799999999	-0.037552678799999996	0.0649151069	-0.0441153718	0.0823550839	-0.0153118329	-0.1085997489	-0.1111930585	-0.038105055	0.2250771425	0.2298104063	0.047801033	0.0482451953	0.1216419777	0.12141962949999999	0.12104935019999999	0.0498965	-0.032669000000000004	0.0010672635610000003	0.00248966071225	-0.0907924	-0.031322699999999995	0.008243259897760001	0.0009811115352899996	-0.00403163	-0.10513363	1.6254040456899994e-05	0.011053080156976898	0.010992	-0.0140865	0.00019842948225	0.000120824064	-0.00296706	-6.589000000000029e-05	8.8034450436e-06	4.341492100000039e-09	0.00185225	0.0005724	3.4308300625e-06	3.2764175999999997e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32256.02734375	-603.87890625	364669.73341369635	1040451300.0007477	21912.228515625	-12.62109375	159.29200744628906	480145758.52096933	21825.767578125	-37.794921875	1428.4561195373535	476364130.3743324	1.447725	43.44813900000001	0.6157998299999999	-0.064692737	-0.056104284299999994	-0.0157579939	0.1002250167	-0.0103598238	0.0654959578	-0.0603200971	0.1114515051	-0.019801891000000002	-0.0144123447	0.031925717799999996	-0.11251056720000001	0.0033883553	-0.0334015273	0.0719942213	-0.0522692224	0.1085833484	-0.012225173700000001	0.0571564124	0.0653107019	-0.0389840108	0.0150737701	-0.0362852667	-0.0035973458000000008	-0.1060345733	0.0207746874	-0.0687986654	0.066352222	-0.11876939060000001	-0.0286739181	-0.0068994088	0.046455583700000004	0.1006626494	0.038680116	-0.0570028458	-0.028347684300000002	-0.041583308900000004	0.0518777581	-0.059186305099999996	0.077842891	-0.0446248651	0.06350216480000001	0.0173652097	0.1215101995	0.120893123	0.1198669825	0.053610800000000014	0.00371430000000001	1.379602449000008e-05	0.0028741178766400013	-0.06988899999999999	0.020903400000000003	0.004884472320999999	0.00043695213156000014	0.22597	0.23000163	0.051062440899999985	0.052900749802656896	0.0169618	0.005969799999999999	3.5638512039999986e-05	0.00028770265924	-0.00176296	0.0012040999999999998	3.1080279616000007e-06	1.44985681e-06	0.00180254	-4.9709999999999895e-05	3.2491504516e-06	2.4710840999999903e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32301.490234375	45.462890625	2066.874423980713	1043386271.3614236	21931.466796875	19.23828125	370.1114654541016	480989235.8624307	21860.404296875	34.63671875	1199.7022857666016	477877276.02283096	1.326503	39.810097	0.6109501	0.17611915670000006	-0.1389512975	-0.0453432955	0.0783977372	-0.22469808440000005	-0.0926016727	-0.069531708	0.0821181785	-0.054726705599999995	-0.1621562848	-0.0722395053	0.10449211060000001	-0.0512954516	0.11496996699999999	0.2289483829	0.0115418328	0.015151737299999999	-0.0086599502	-0.017053128600000002	-0.1660172358	-0.1712735245	0.0120666708	-0.10597839380000001	-0.036201506	-0.09426897810000001	0.20784372969999998	0.0940179369	0.0838438348	-0.10604768869999999	0.0474167328	-0.18263623140000002	-0.08312844559999999	-0.0458461514	-0.094652932	0.0831215163	0.051134218499999995	-0.2119760157	0.0025831812	-0.14350704390000002	-0.0744910751	-0.0521324579	0.113122026	0.074299424	0.1213126213	0.12010478890000001	0.1181006348	0.0709666	0.017355799999999998	0.00030122379363999984	0.005036258315560001	-0.07215829999999998	-0.002269299999999988	0.005206820258889997	5.149722489999947e-06	-0.16364899999999996	-0.389619	0.026780995200999986	0.15180296516099995	0.0134561	-0.0035056999999999987	1.2289932489999993e-05	0.00018106662721	-0.001967	-0.00020403999999999995	3.869089e-06	4.163232159999998e-08	0.00147816	-0.00032438	2.1849569856e-06	1.0522238439999997e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32414.16796875	112.677734375	12696.271823883057	1050678285.1063383	21921.36328125	-10.103515625	102.08102798461914	480546168.10853577	21763.142578125	-97.26171875	9459.841934204102	473634374.8757973	1.251005	37.544304	0.5861864999999999	-0.0231449235	-0.0786775496	-0.0375179715	0.0936337425	-0.060684269699999994	0.0371215683	-0.111313988	0.0994353017	-0.07744550830000001	0.1201030381	-0.0100913024	0.0042317579999999995	0.0993433239	-0.10353734939999999	0.07773114980000001	-0.1200001083	0.021989744500000002	0.0652866555	0.0769381592	0.0243826125	-0.062098054800000003	-0.0281537036	-0.0078594544	-0.0275485821	-0.1019951593	0.0696380344	-0.0394361202	0.1076791411	-0.1086734025	0.021295763	0.1437359847	-0.0414663878	-0.0527970156	0.0909427797	-0.09964055570000001	-0.0831336046	-0.0346572868	-0.0632926307	-0.08317955169999999	0.036687637200000005	-0.1069488301	0.0997184634	0.0861152151	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.051985800000000006	-0.0189808	0.00036027076863999995	0.0027025234016400004	-0.08947460000000003	-0.017316300000000034	0.008005704045160003	0.0002998542456900012	0.08808239999999999	0.25173139999999994	0.007758509189759999	0.06336869774595998	0.0179365	0.004480400000000001	2.0073984160000005e-05	0.0003217180322500001	-0.00149962	0.0004673800000000001	2.2488601444e-06	2.184440644000001e-07	0.00249354	0.0010153799999999998	6.217741731599999e-06	1.0309965443999996e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32196.353515625	-217.814453125	47443.13599014282	1036605179.7030984	21862.66796875	-58.6953125	3445.1397094726562	477976250.71180725	21775.94921875	12.806640625	164.01004409790042	474191964.37757874	1.008399	30.263393	0.18857360000000006	-0.0124656752	-0.0471200686	0.0045820365	0.08402596279999999	-0.0731285938	0.059728107999999995	-0.036870390499999996	-0.0058674224	0.011894947099999999	-0.011794794499999999	-0.012824456599999999	-0.0976800609	0.015912133999999998	-0.07246575450000001	0.1320981794	-0.046493370199999995	-0.023503143799999997	-0.033843386499999996	0.0706714621	0.0186655889	-0.0504746117	0.0797023749	-0.0532492446	0.013108847	-0.0890578306	0.069742666	-0.0500182126	0.0410063958	0.0057755748	0.0075912272	-0.005953884699999999	-0.0158315799	0.0738301592	0.07135205559999999	-0.0717159642	0.0210603794	-0.1236939922	-0.0160429603	-0.0217609478	0.043705345	-0.1098264946	0.0669314177	0.0686656628	0.1207205288	0.11775003070000001	0.11285322490000001	0.061028999999999986	0.009043199999999987	8.177946623999978e-05	0.003724538840999999	-0.0675687	0.02190590000000002	0.004565529219689999	0.00047986845481000085	0.0876464	-0.000435999999999992	0.00768189143296	1.9009599999999297e-07	0.0155319	-0.002404600000000001	5.782101160000008e-06	0.00024123991761	-0.00194136	-0.0004417400000000002	3.7688786496e-06	1.951342276000001e-07	0.00219611	-0.00029743	4.822899132099999e-06	8.84646049e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32890.09765625	693.744140625	481280.9326515198	1081758523.8376617	21875.078125	12.41015625	154.01197814941406	478519042.9748535	21859.8828125	83.93359375	7044.848159790039	477854476.5762329	1.6439279999999998	49.336433	0.8044793999999998	-0.2381591137	9.39921e-05	0.010839238000000001	0.15517129400000002	0.1805658445	0.0233069891	0.0547445149	0.07311353940000001	-0.10553531320000001	0.09478236529999999	0.1260557327	0.0563723564	0.0009967837	-0.11177786460000001	-0.2115379028	-0.2209874094	0.0175672352	-0.1399604317	0.0226406819	0.22599969579999998	0.062230807199999995	-0.15760103220000002	0.0835755603	0.023426224	-0.15064628130000002	-0.1652260304	-0.031469222000000005	-0.0682683068	-0.0853486173	-0.005909151600000001	0.1049329422	0.1017716099	-0.0876617928	0.028312314100000006	-0.11539710789999999	-0.18352306170000002	0.0178554017	0.0775180971	0.1010280209	0.1353846769	0.0975896493	0.0154737677	-0.1139852357	0.120326335	0.1161887065	0.1093977275	0.060657400000000014	-0.0003715999999999857	1.3808655999998947e-07	0.003679320174760001	0.0103305	0.0778992	0.00010671923025000002	0.00606828536064	0.621347	0.5337006	0.386072094409	0.28483633044035994	0.0120439	-0.003488	1.2166144e-05	0.00014505552721	-0.00220023	-0.00025887	4.8410120529000005e-06	6.70136769e-08	0.00209282	-0.00010328999999999979	4.3798955524000005e-06	1.066882409999996e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32070.48828125	-819.609375	671759.5275878906	1028516218.5977936	21846.19921875	-28.87890625	833.9912261962891	477256420.3053131	21926.69921875	66.81640625	4464.432144165039	480780138.6295319	1.449916	43.513897	0.28341505	-0.16914944350000002	-0.0133320095	0.0563319028	0.1131396813	0.0708167218	0.1188575033	0.17159453579999998	0.005544792099999999	0.0219441077	-0.0365964434	0.1021294506	0.0053209028	0.0036954708	-0.1259593611	-0.0384221348	-0.0451134016	-0.139137801	-0.0997899766	-0.088914034	0.1550055592	-0.0346572882	0.1219382546	-0.0238688055	0.0693229779	-0.0959179528	-0.0718013226	-0.12131570189999999	-0.1640977025	-0.0159538651	-0.0237826526	-0.025282854599999998	0.081806256	-0.0425037363	0.1361504793	-0.0764742283	-0.0001577328	-0.0083945392	0.0303762654	0.1597649175	-0.0270800863	0.0256473617	0.0350114749	-0.018161504499999998	0.1198669825	0.1143757435	0.10540925529999999	0.0625875	0.0019300999999999969	3.7252860099999886e-06	0.003917195156250001	0.00959505	-0.0007354500000000003	9.20649845025e-05	5.408867025000005e-07	0.464446	-0.15690099999999996	0.215710086916	0.024617923800999985	0.011399	-0.0006449000000000003	4.1589601000000036e-07	0.00012993720099999998	-0.0013442	0.00085603	1.80687364e-06	7.327873609e-07	0.00111678	-0.00097604	1.2471975683999998e-06	9.526540816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32315.96875	245.48046875	60260.66053771973	1044321836.2509766	21896.89453125	50.6953125	2570.014709472656	479473990.11268616	21829.634765625	-97.064453125	9421.508060455322	476532954.0005837	1.907954	57.260201	0.39324765	-0.0138533598	0.002876265	0.0300521801	0.0621023988	0.022814462	-0.0366349542	0.015876357	0.0838144062	-0.0532392092	-0.0228395509	-0.05210802269999999	-0.07092086610000001	0.0870035573	0.1046062301	-0.0406714194	0.0649843602	-0.1690638251	0.0388740599	0.0716649967	-0.006840811800000001	-0.0526846169	0.0211926788	-0.09057723449999999	0.0331187866	-0.057617727599999995	-0.045993445599999995	0.0421468971	-0.0012394223	-0.1035403114	0.0347310511	0.0299464825	-0.06122142360000001	0.025105757200000002	-0.0388348808	-0.0701898405	0.100912566	0.05172187	-0.1269973995	0.0675878803	0.0829881574	0.10387515970000001	0.0767700169	-0.10312770480000001	0.11934271980000001	0.112315068	0.1009072399	0.06265230000000001	6.480000000000373e-05	4.199040000000485e-09	0.0039253106952900005	0.0557063	0.04611125	0.0031031918596899997	0.0021262473765625	0.304761	-0.15968500000000002	0.09287926712099999	0.025499299225000008	0.00824479	-0.0031542099999999997	9.949040724099996e-06	6.79765621441e-05	-0.0014855999999999995	-0.00014139999999999943	2.2070073599999985e-06	1.9993959999999842e-08	0.000664658	-0.0004521219999999999	4.4177025696400004e-07	2.0441430288399988e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32009.28515625	-306.68359375	94054.82667541504	1024594336.2141266	21852.78515625	-44.109375	1945.636962890625	477544219.08522034	21845.265625	15.630859375	244.3237648010254	477215630.2268066	1.560277	46.825966	0.629499	-0.16981577190000002	-0.0384973905	0.020101561	0.1416112192	0.10948147970000001	0.06743358320000001	0.08658287210000001	0.0992552885	0.066625089	-0.0187081991	0.0330729504	0.0272802777	0.1221096751	-0.032210195899999995	-0.045847525099999994	-0.0627366444	-0.0079950836	0.0062487578	-0.017224488700000002	0.1610437686	-0.0491790559	0.0526966542	-0.0365523911	0.0320237013	-0.1318499746	-0.11456494380000001	-0.0827134056	-0.0875291028	-0.0652190356	-0.0905878743	-0.0094457892	-0.0032176331	-0.0773872047	0.0430196533	-0.1432129924	-0.015901486	0.056954522800000004	0.0426967737	0.0268520092	0.039395461	-0.0169895252	-0.006008503199999999	-0.0020379453	0.11875383099999999	0.1100111431	0.0959136145	0.0481559	-0.01449640000000001	0.00021014561296000018	0.00231899070481	0.0884748	0.032768500000000006	0.00782779023504	0.0010737745922500003	0.543112	0.23835100000000006	0.294970644544	0.056811199201000015	0.0142835	0.006038710000000001	3.646601846410001e-05	0.00020401837225000004	-0.00170932	-0.00022372000000000058	2.9217748624e-06	5.005063840000027e-08	0.00127989	0.0006152320000000001	1.6381184121000004e-06	3.785104138240001e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
