csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
32810.9765625	n/a	n/a	1076560182.9849243	22950.86328125	n/a	n/a	526742125.3546295	22322.708984375	n/a	498303336.40109634	n/a	n/a	n/a	n/a	-0.08991052220000001	-0.0288534586	0.068685447	-0.042382462999999995	-0.0697070659	0.1392372342	-0.2157260776	0.036811794700000004	0.0348273963	-0.0046580653999999996	0.1064252355	-0.1303867044	0.0673972988	-0.021378594100000002	0.0038882071000000003	-0.0199789907	0.0475250446	-0.1046703316	0.0028821491999999997	-0.0977929266	0.0681001017	-0.0211703448	0.0546649191	-0.209520662	0.1357020863	-0.2642918082	0.0911945435	-0.0286474465	0.09564083720000001	-0.0946370899	0.2479412516	-0.0341172136	-0.12725090349999998	0.052281613899999996	0.0276843125	-0.1102404994	-0.0373411429	-0.055470478899999995	0.0932145517	0.1169059484	-0.0688590894	-0.0768046626	0.0597521121	0.09954931689999999	0.0261623429	-0.0493163622	-0.0736947644	-0.0834703349	0.024363775	-0.08543686939999999	0.032038622	-0.14502521210000002	0.037201191	-0.1358769906	-0.07206063480000001	0.022229936699999998	-0.1539304952	0.1616841487	-0.08805146779999999	0.0225107375	-0.0850058103	0.11502715640000001	-0.0400132098	0.1127566217	-0.0640386934	0.0291082904	0.0057874595	-0.0408261908	0.0346828847	-0.010774721999999999	0.0195464046	-0.0311220561	0.0776519563	-0.070738548	0.0701848992	-0.0284904931	0.3226922338	-0.1492574395	0.09421748029999999	-0.0045629812	-0.2007415968	0.06853905490000001	-0.058711186299999996	0.1370399291	0.1104377674	-0.18807008320000002	-0.012021376799999999	0.0309636254	0.0129371296	-0.020217452099999998	-0.0016533792999999998	-0.024491469100000003	-0.057126851900000004	0.0299237696	0.0277923832	0.19188321149999998	-0.0249163695	-0.0940530224	0.0196111061	0.1217078847	0.1216831682	0.1216419777	-0.053947400000000006	n/a	n/a	0.002910321966760001	-0.027017900000000004	n/a	n/a	0.0007299669204100002	-0.0223195	n/a	n/a	0.00049816008025	0.00358015	n/a	1.2817474022499996e-05	n/a	-0.000524129	n/a	n/a	2.74711208641e-07	-0.00010712400000000004	n/a	1.1475551376000009e-08	n/a	0.0	0.0	0.0	0.0	0.0
32822.71484375	11.73828125	137.78724670410156	1077330609.7141266	22943.90625	-6.95703125	48.40028381347656	526422834.00878906	22339.97265625	17.263671875	499074378.2819977	298.034366607666	1.071339	17.771946	0.1189345	-0.0266842781	0.0685405372	-0.0047536678	-0.055331288099999994	-0.1590284476	0.0738182923	-0.0787900349	0.12882619650000002	-0.0226775808	0.0831809232	0.048364193099999994	-0.0792432003	0.078634448	-0.0777823163	0.026667172200000002	0.0072124439000000005	-0.0794884492	0.0104869492	-0.1014324343	0.1483083542	0.0192427002	0.1076987281	0.010830521200000002	-0.0173226324	0.0866485603	-0.1405306797	-0.0621260083	0.1620246162	-0.0489329937	0.0542083473	0.0353648901	0.1176144252	0.0785380093	-0.0813907474	0.2503156477	-0.0394934516	-0.0017493839	0.005727594	-0.062239700499999995	-0.054070720700000005	-0.064366277	-0.1111691726	-0.016311221299999998	0.0570302497	0.0315870307	-0.0810474968	-0.0253029131	-0.025908084900000003	-0.0767079808	-0.0048739303999999995	0.0117471852	-0.1724184027	0.041237649	-0.0854198106	-0.039959484100000005	0.1373717995	-0.1100140133	0.033315268700000004	-0.12849027789999998	0.0186402492	-0.1250067925	-0.0391553969	-0.0099691195	0.0869788252	0.0424776662	0.040361087999999996	-0.0124111787	0.0946777839	0.1270858607	0.1546212873	0.0398452966	0.0098306807	-0.12342382539999999	-0.1256319605	-0.0163304357	-0.0073853397	0.09017344109999999	-0.1506823213	0.0287050731	0.0712622814	0.0731879734	0.0012461456	-0.0371661066	0.0423207334	-0.0755365026	0.2031293489	0.0362005368	-0.1529809755	-0.005245976899999999	-0.0090519761	-0.09477637550000001	-0.0625737835	0.0164130773	0.08804626939999999	-0.054308177400000004	0.1457068794	-0.0065805888	-0.0105219563	-0.052835377999999995	0.1216419777	0.12141962949999999	0.12104935019999999	-0.053921	2.640000000000281e-05	6.969600000001483e-10	0.0029074742410000005	0.0186523	0.045670200000000015	0.0020857671680400013	0.00034790829529000004	-0.0206796	0.0016398999999999995	2.6892720099999993e-06	0.00042764585616000004	0.0024164	-0.00116375	5.83898896e-06	1.3543140624999996e-06	-0.000524129	0.0	0.0	2.74711208641e-07	-0.000375334	-0.00026820999999999995	1.4087561155599999e-07	7.193660409999998e-08	0.0	0.0	0.0	0.0	0.0
32792.6796875	-30.03515625	902.1106109619141	1075359841.086975	22926.1796875	-17.7265625	314.23101806640625	525609715.0635376	22307.53125	-32.44140625	497625950.46972656	1052.444839477539	1.062271	17.621525	0.1159941	0.0975782559	0.0871467391	0.039845523199999996	-0.177178589	-0.1037379556	0.1813597734	-0.133937782	0.0577522297	-0.0097593242	0.15292976949999998	-0.067298111	-0.0567718454	0.1123016684	-0.026738040600000002	0.0811161684	-0.0136150489	0.07215754070000001	-0.0724369539	0.09541524550000001	0.09838931890000001	0.0178782569	-0.1347990983	0.0059755305	0.028752953199999997	0.0040650132	-0.0332880319	-0.0356051429	-0.1073739384	-0.062273685999999995	0.1137849312	0.0104216299	-0.0175221758	-0.0071613864	-0.15833408470000002	0.0113587872	0.0976169329	-0.0427062842	-0.16585654460000002	0.0018641456	-0.057308273300000004	0.1107526702	0.0520120121	-0.021556082200000003	-0.034395677400000005	-0.08507561949999999	0.0202409687	0.1255535194	0.0696876553	-0.06702574730000001	-0.0702740709	-0.09537713519999999	-0.18255797769999998	-0.0109698874	-0.1677347343	-0.079468341	0.0611182821	-0.18021276170000008	0.13868897619999998	-0.07161943679999999	-0.11562247640000001	-0.104125985	-0.0458938532	-0.0394125734	0.0828595089	0.088363933	0.06419620320000001	0.09727569929999999	-0.042227626799999994	-0.055844418	0.0732370935	-0.049831077599999996	0.008900616	-0.0136930167	0.1516829642	-0.059344764	0.0201160219	-0.0156408127	0.1613113125	-0.0995705135	-0.1162564105	-0.044175242	0.0459627076	-0.025983520299999997	0.0775134375	0.07480794660000001	0.1218693997	-0.0354219561	0.0696843346	0.0889528595	0.111878014	-0.1642850095	0.1773348383	-0.0779882847	-0.0797291484	0.024841676400000002	-0.0117143212	-0.11082072400000001	-0.0880911992	-0.0315912656	0.1215101995	0.120893123	0.1198669825	-0.0539732	-5.21999999999953e-05	2.7248399999995093e-09	0.00291310631824	-0.0204833	-0.0391356	0.00153159518736	0.00041956557889	-0.029903	-0.009223399999999994	8.507110755999993e-05	0.0008941894089999998	0.003177	0.0007606000000000003	1.0093329e-05	5.785123600000002e-07	-0.0007398529999999997	-0.00021572399999999968	4.653684417599988e-08	5.473824616089996e-07	4.2351599999999996e-22	0.000375334	1.7936580225599997e-43	1.4087561155599999e-07	0.0	0.0	0.0	0.0	0.0
32738.32421875	-54.35546875	2954.5169830322266	1071797872.6519928	22917.8046875	-8.375	70.140625	525225771.694397	22280.388671875	-27.142578125	496415719.3698158	736.7195472717285	1.066392	17.689875	0.093523265	0.1131199873	0.10378577	0.16490709050000002	-0.0005181483000000001	-0.0885559067	0.1250318417	-0.0795255617	0.0824448013	-0.14992310179999999	0.1526448481	-0.0618982787	-0.021037987999999997	0.09462008289999999	-0.0334738676	0.0562868813	-0.007205251	0.0497563992	-0.0933452674	-0.0547537439	0.020397421000000002	-0.0945783695	0.0178141625	0.0846147547	-0.0165702376	0.10187220429999999	-0.0178434365	-0.0157536278	-0.09738705380000001	-0.15910187679999999	0.1639071603	-0.1107818053	0.09958624220000001	-0.0102048495	0.010704652700000001	0.025406015299999998	0.07615924190000001	0.1422020108	-0.0224927001	-0.0509452336	0.073764265	-0.008808158299999999	0.0871499075	-0.0402606938	0.0215302684	0.08712601619999999	0.0126854516	-0.19283635899999998	0.1324079192	-0.1464542783	-0.1054391027	0.0645718855	-0.12998854599999998	-0.014313268200000001	-0.067306855	-0.0286944258	0.062431339	-0.093233645	0.0912513098	-0.0734743305	-0.0463789809	-0.1350132882	-0.11985821449999999	-0.0168091477	0.0478074811	0.05642351070000001	0.09913174109999999	0.09700308140000001	-0.0492483521	-0.0298267107	-0.034342255099999996	0.02767335	0.1389159268	-0.0099788046	-0.1173785134	-0.0975764836	-0.058028223899999995	0.0394476802	0.14739570789999998	-0.10759598320000001	-0.0667139906	-0.0180290047	-0.0928601505	-0.10036659460000001	-0.1688423768	-0.0337151842	0.10563637630000001	-0.088636459	-0.015378419499999999	0.0369086394	0.055314342300000006	0.1235582568	-0.0460549975	-0.0766250716	0.1255605969	-0.0218292118	0.1202544732	0.22281298309999997	0.13359706699999999	-0.1291001487	0.1213126213	0.12010478890000001	0.1181006348	-0.053958500000000006	1.4699999999992495e-05	2.1608999999977943e-10	0.002911519722250001	0.00568209	0.02616539	0.0006846276338521	3.22861467681e-05	-0.0199121	0.009990899999999995	9.981808280999994e-05	0.00039649172640999987	0.00219233	-0.00098467	4.8063108289e-06	9.695750089e-07	-0.000652593	8.72599999999997e-05	7.614307599999949e-09	4.25877623649e-07	-7.511549999999997e-05	-7.511549999999997e-05	5.642338340249995e-09	5.642338340249995e-09	0.0	0.0	0.0	0.0	0.0
32706.712890625	-31.611328125	999.276065826416	1069729068.1097755	22923.662109375	5.857421875	34.30939102172852	525494284.50479513	22281.302734375	0.9140625	496456451.54086685	0.83551025390625	1.204161	19.975271	0.13793446499999998	0.0515063424	0.015404228999999997	0.1508101611	-0.048799793099999995	-0.1512787158	0.1510992021	-0.13815228470000002	-0.0475284512	-0.1396931864	0.1330847614	-0.0154192678	-0.09296473949999999	-0.026415079900000003	-0.041569785299999995	0.1301042209	-0.0638344172	0.0038717828	0.0753943687	-0.0704103803	-0.0195396833	0.1960377484	-0.0323716255	-0.0370518856	0.12070163880000001	0.1605751648	0.1076443583	0.0180199911	0.0714825016	0.0483908817	-0.16375471130000002	-0.0402450477	-0.051826738899999995	-0.0814964653	0.0614932045	0.068060349	0.10049432050000001	0.054728543399999996	0.0634004319	-0.0336898813	0.0563821345	-0.039240572	0.0530077287	-0.0026199896	0.0078598145	-0.015057458000000001	-0.0138544877	0.1030211767	0.0393986573	-0.0619597976	-0.13147815710000002	0.0664694537	-0.1365727941	-0.126389473	-0.047325239299999995	-0.1591115937	0.11081705509999999	-0.133279402	0.1960940973	0.055548027300000004	-0.0177845725	-0.18821773760000002	-0.0608541695	-0.0286947605	0.030031101	0.1248562232	-0.0029779194	-0.0001970393	0.1079953455	-0.0481541727	0.0156697024	-0.026418439	-0.2401788308	0.0077149123	-0.1045792893	-0.1729539872	0.08720835789999999	-0.06799887610000001	-0.0774854197	0.11352782210000001	0.0318992289	0.066900947	0.0867131483	-0.004628971	-0.127220088	-0.0750263071	-0.0809030152	-0.0451853505	0.0586379546	0.0697017267	0.0231011652	-0.051461649500000005	-0.0585569737	-0.0297660779	-0.0519077638	0.0361968497	0.0364688998	-0.013638223799999998	-0.029730222400000002	-0.022084148300000002	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0539654	-6.899999999990248e-06	4.7609999999865406e-11	0.00291226439716	-0.0796059	-0.08528799	0.007274041238240099	0.006337099314809999	-0.0294411	-0.009529000000000004	9.080184100000004e-05	0.00086677836921	0.00292802	0.0007356899999999997	8.5733011204e-06	5.412397760999996e-07	-0.000601187	5.140600000000004e-05	2.6425768360000045e-09	3.61425808969e-07	0.0	7.511549999999997e-05	0.0	5.642338340249995e-09	0.0	0.0	0.0	0.0	0.0
32808.546875	101.833984375	10370.160373687744	1076400748.0490725	22935.685546875	12.0234375	144.56304931640625	526045671.5051308	22337.615234375	56.3125	498969054.35898215	3171.09765625	1.215936	20.170591	0.19579325	0.025538840400000002	0.0384915767	0.12373825390000001	0.19624561780000002	0.0025460819	0.0934046002	-0.19288454160000001	0.0635628169	-0.11996255869999999	0.1137891578	0.02809594	0.0799492505	-0.1455311547	0.0482512036	-0.0328625621	-0.00118124	0.0686200483	-0.0309403972	-0.0337242556	-0.10403401289999999	0.0411590163	0.0261136018	0.0777083073	-0.0345285882	-0.0573736235	0.1994029758	-0.0509296655	-0.0304000495	0.018321423899999998	0.1087276922	0.047187433099999995	-0.0341016744	-0.004294035999999999	-0.0362119121	-0.1241155261	-0.07277062620000001	0.0331190152	0.1367650317	0.005436746	-0.06961106660000001	0.0091826713	-0.0218282318	0.0280968031	-0.0184867708	0.0603713129	-0.0183762723	-0.09391322140000001	0.024598183	-0.1184761839	0.0144541522	0.2204313166	-0.1490954415	-0.0847725215	-0.0019563942000000003	-0.0769011085	-0.0418950556	-0.074250462	0.1765954984	-0.07776489269999999	-0.0480091114	-0.0976942069	-0.08596527050000001	0.024027065099999998	-0.1105931283	-0.0080119565	-0.0370742246	0.034938356600000005	-0.0757692763	-0.1100980687	-0.103362736	0.0394720566	-0.0450212454	0.1799452178	-0.0725722543	0.06276396620000001	-0.0433579933	-0.126202703	0.050364931200000004	-0.026494485499999998	0.0264654816	0.0324281629	-0.0918888103	-0.103428937	0.12309242640000001	-0.11389849	-0.0249524941	0.030691815499999997	0.016100046200000002	-0.1587629844	0.0091203959	0.0747503135	0.0043424273	0.0883275318	0.0407315391	-0.0081788559	-0.0421889936	0.11058112210000001	-0.023507238399999998	0.10027663810000001	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0539528	1.259999999999456e-05	1.587599999998629e-10	0.00291090462784	0.0397856	0.11939149999999997	0.014254330272249998	0.0015828939673599998	-0.0202042	0.009236900000000004	8.532032161000005e-05	0.00040820969764	0.00204003	-0.00088799	4.1617224009e-06	7.885262400999998e-07	-0.000331743	0.00026944400000000003	7.260006913599997e-08	1.10053418049e-07	-0.000185611	-0.000185611	3.4451443321e-08	3.4451443321e-08	0.0	0.0	0.0	0.0	0.0
32866.99609375	58.44921875	3416.311172485352	1080239432.2265778	22968.1015625	32.416015625	1050.798069000244	527533689.3853149	22334.87109375	-2.744140625	498846466.7744293	7.5303077697753915	1.175685	19.502892000000006	0.13762860000000002	0.0814429111	-0.0120371907	0.0206733605	0.14605764470000002	-0.11912891269999999	0.1475769963	0.040478012	0.047013403499999995	-0.024192201200000003	0.041995644900000004	0.0925184357	0.0109983996	-0.11498378699999999	-0.11175019550000001	0.0720728379	-0.1727197847	-0.064573453	-0.0069809436	-0.0152133989	-0.115195119	-0.0026146570000000003	-0.0394860586	0.006658203299999999	0.0893019676	0.0318101739	0.0087105667	0.034988214	0.09371376349999999	0.06883310349999999	0.0228921446	-0.0724245817	-0.079525773	0.1015315016	-0.0380579912	0.0090977565	0.19699197899999998	-0.1482116492	0.0572506782	0.056496245599999995	-0.066517772	-0.0299280643	-0.0816680479	-0.0507354287	-0.07929935610000001	-0.11283071369999999	-0.0040123424	0.046616595499999997	0.056925699800000014	0.0213775027	0.0362228578	0.11509029050000001	-0.09674253640000001	-0.0821275384	0.0776785249	-0.048346705999999996	0.0935950515	-0.1705284725	-0.0258568832	-0.029593238799999998	0.0402278256	-0.0483834007	-0.0695117597	0.0255481184	0.06503150690000001	0.1091334508	-0.17725340109999999	0.013980155400000001	-0.013309963700000002	-0.0093299518	-0.13164305099999998	-0.08502813460000001	-0.0102306958	0.0050139874	-0.031326556	-0.0418654254	0.0804519917	-0.0428063117	-0.1325609281	-0.04928248019999999	-0.0415984795	0.0550353804	0.031504149700000005	0.0767413433	0.0677518012	-0.1608966316	-0.0469154208	-0.0316465635	0.0341566627	0.0647998369	0.055678293600000005	-0.20842585030000002	-0.0292236879	0.05053174059999999	0.057737928499999994	0.0126440598	-0.14654744220000002	-0.07942297799999999	-0.023689686	0.0987615575	0.120326335	0.1161887065	0.1093977275	-0.053973300000000016	-2.0500000000006624e-05	4.2025000000027165e-10	0.002913117112890001	-0.0511469	-0.0909325	0.00826871955625	0.0026160053796100004	-0.0418578	-0.0216536	0.0004688783929600001	0.0017520754208399999	0.00233921	0.00029918	5.4719034241e-06	8.95086724e-08	-0.000316094	1.5649000000000012e-05	2.448912010000004e-10	9.9915416836e-08	0.0	0.000185611	0.0	3.4451443321e-08	0.0	0.0	0.0	0.0	0.0
33032.3203125	165.32421875	27332.09730529785	1091134185.2276	22931.513671875	-36.587890625	1338.6737403869631	525854319.2833901	22345.236328125	10.365234375	499309586.5597572	107.43808364868164	1.14131	18.932659	0.07985582299999999	0.019153610800000002	-0.1242067962	-0.11263632050000001	0.1086815719	-0.006791042299999999	0.0719703024	-0.0192173146	-0.0366359503	-0.037031867999999996	-0.056823702300000015	0.14992519070000002	-0.0360552265	-0.08910602880000001	-0.0806366005	-0.1130397042	-0.0460214593	0.1437299464	0.03880307	0.054727613700000004	-0.014623304699999999	-0.0666331686	-0.0816468933	-0.0053684658	-0.11186749359999999	-0.129960692	0.1312162533	-0.1522525468	-0.0176559894	-0.14104358150000001	0.0489757107	-0.0605159681	-0.042947548499999995	-0.0225072945	0.1024982817	-0.0417352049	0.0185922238	-0.072156809	-0.0560912309	-0.055496026100000005	0.0649348374	0.0391621242	0.0801413395	0.015441441	-0.0043884629	-0.0015298953	-0.006052876	0.1470909011	-0.0141222983	0.1102502706	0.1410230243	0.1164585523	-0.0560278397	0.035614598	0.0155043071	-0.0709170398	-0.0079223615	-0.0554114886	-0.0036048368	0.045158118	0.07570737	-0.0687534412	-0.0326645415	0.0284572124	0.0244143385	-0.1252217309	-0.0943894518	-0.039464012	0.0057240157	-0.1230903852	-0.13107570359999998	0.0669873475	0.0561391454	0.1259820955	0.17410932329999998	0.06553982280000001	-0.1251636885	-0.0673244913	0.1521807281	0.0920084303	0.0383281788	0.0457683595	-0.0806931669	0.030730982900000002	-0.0506294007	-0.0105854112	-0.0246666602	0.0749761537	-0.0725158541	0.1832661371	0.0605046016	-0.0036295712	0.0942945664	0.0293571218	-0.0626112131	-0.020789441999999998	-0.012415839599999999	-0.0285522385	0.0800083967	-0.0347957721	0.1198669825	0.1143757435	0.10540925529999999	-0.048795	0.005178300000000011	2.681479089000011e-05	0.0023809520250000003	-0.000438727	0.050708172999999995	0.002571318808997929	1.92481380529e-07	-0.044082	-0.002224199999999996	4.947065639999981e-06	0.001943222724	0.00233921	0.0	5.4719034241e-06	0.0	-0.000325141	-9.046999999999983e-06	8.184820899999968e-11	1.0571666988099998e-07	-0.000425856	-0.000425856	1.8135333273599999e-07	1.8135333273599999e-07	0.0	0.0	0.0	0.0	0.0
32860.1796875	-172.140625	29632.394775390625	1079791409.0947876	22870.0390625	-61.474609375	3779.127597808838	523038686.7202759	22339.8203125	-5.416015625	499067571.5947876	29.33322525024414	0.914614	15.172103	0.07512509299999999	-0.08587792949999999	-0.0277908358	-0.0975533844	0.08974558699999999	-0.0686980787	-0.0850687426	-0.11522246300000001	0.0133922575	-0.017179462	0.020656883600000002	0.055208060999999996	0.0201916408	-0.10646188279999999	-0.16562025	-0.0392818942	0.0546304928	0.1570884113	0.1082561708	0.026220382799999997	-0.006713505799999999	-0.0674829543	-0.006872989499999999	0.0357384627	-0.0090637712	-0.2056552221	0.0460234813	0.0673365109	-0.011254891299999998	-0.13111999789999998	-0.0538138836	0.0420566393	-0.041192769	-0.044375398200000006	0.08441818400000001	-0.0396496944	-0.184804023	-0.0388998018	0.0231900055	-0.0915115392	-0.0481660731	-0.0075553578000000015	0.1326058719	0.048997926799999994	-0.05967447980000001	0.0047454812	0.0112559428	-0.0132178807	-0.1061465427	0.0177034454	0.1040053477	0.0771875846	-0.1199580661	-0.0300449229	-0.0124928108	0.0581356375	0.0667019747	0.07533195349999999	0.1081285158	-0.035615245	-0.028481060099999997	-0.0273441727	-0.1094567793	0.0968665013	0.0823218021	-0.0492780864	-0.0205357361	-0.1471459021	0.0317627546	-0.1208247114	-0.0517000116	0.1271125197	0.0294005298	0.116505846	0.1068434392	0.11330992890000001	0.0663747007	-0.0379848785	0.06597710030000001	0.017362603100000002	0.2554535236	-0.0028422596999999996	-0.028251806600000002	0.0135150009	0.0246273981	0.0461706602	-0.0406477133	-0.001004937	-0.11194386460000001	0.026117485099999997	-0.0907571908	0.0403752081	0.0141983875	-0.0196014095	-0.13087903380000002	0.0340472113	-0.0048316112	0.0486496749	-0.025063973599999997	0.0011369355000000001	0.11934271980000001	0.112315068	0.1009072399	-0.0391906	0.0096044	9.224449935999997e-05	0.00153590312836	-0.00639307	-0.005954343000000001	3.5454200561649e-05	4.08713440249e-05	-0.0335302	0.010551799999999998	0.00011134048323999999	0.0011242743120399995	0.00192332	-0.00041588999999999987	3.6991598224e-06	1.7296449209999994e-07	-0.000186596	0.000138545	1.9194717025e-08	3.4818067215999985e-08	0.0	0.000425856	0.0	1.8135333273599999e-07	0.0	0.0	0.0	0.0	0.0
32852.97265625	-7.20703125	51.94129943847656	1079317812.3523102	22890.859375	20.8203125	433.48541259765625	523991442.9260254	22377.107421875	37.287109375	500734936.5701332	1390.328525543213	0.906464	15.036915	0.072876705	-0.06826103730000001	0.0062954412	-0.1422321137	0.06279693	-0.16777412309999998	-0.1039010142	-0.0195036083	-0.053537739400000006	-0.0377727006	-0.08001163809999999	0.0665934755	-0.0994436959	-0.0794371191	-0.1509559933	-0.0180148836	0.0345629921	-0.080799688	-0.0077579037	0.050318191799999995	-0.0352466431	-0.09144670880000001	-0.0477371646	-0.0825799282	0.0853152908	-0.1461119247	-0.0554831087	0.10810516949999999	-0.0571675378	0.042587128499999995	-0.0148650562	-0.0508199724	0.074755472	-0.0871841941	-0.0575589395	-0.0052020454	-0.0097553029	0.0523335914	0.17829440079999995	0.0401352578	0.0141823411	0.0248599786	0.0397822744	0.0314881622	-0.2184528812	0.1018752101	0.0932287842	-0.049199531500000004	-0.0784633863	0.0222426201	0.13944991869999998	0.007592801800000002	0.0170138741	-0.1153796087	-0.04219725480000002	-0.0177217936	0.1767820807	0.10270163	0.039846055	0.0449934201	0.0906426988	-0.1020918795	-0.0045832369	0.06316239400000001	0.1218002923	-0.0317300406	-0.0694853019	-0.1436193872	-0.0773595265	0.1168164346	-0.06336266530000001	0.0091805269	0.0431359149	0.0264722096	0.1448105669	0.0629207826	0.1436390747	0.0087409476	0.0359527181	-0.0423419502	-0.0445329603	0.0111236358	0.036667062400000006	-0.0821425799	0.0542108683	0.0252138238	0.0140434652	-0.0999434028	0.0100649841	-0.029070368399999998	-0.104412141	0.0729640795	-0.09428812800000001	0.1595303672	0.068023335	0.0688586497	-0.1211330956	0.039528515699999996	0.1628770021	0.0169833164	0.11875383099999999	0.1100111431	0.0959136145	-0.0365059	0.002684699999999998	7.207614089999989e-06	0.0013326807348099999	-0.0443404	-0.03794733	0.0014399998541289002	0.00196607107216	-0.0299423	0.0035878999999999946	1.287302640999996e-05	0.00089654132929	0.00226405	0.00034073	5.1259224025e-06	1.1609693290000002e-07	-8.610549999999997e-05	0.00010049049999999999	1.009834059025e-08	7.414157130249995e-09	-0.00013191500000000005	-0.00013191500000000005	1.7401567225000016e-08	1.7401567225000016e-08	0.0	0.0	0.0	0.0	0.0
