csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
32180.259765625	n/a	n/a	1035569118.5831033	20388.435546875	n/a	415688304.04907614	n/a	20175.94140625	n/a	407068611.6284332	n/a	n/a	n/a	n/a	-0.059272146399999996	-0.0703545616	0.1556771075	-0.1407508156	0.0077289125	-0.033538792799999995	0.0764723071	0.0979764707	-0.1623242516	0.03234146	-0.20721259	0.09310859619999999	-0.0789379961	-0.0004005662	0.10705784289999999	-0.0821953008	0.179912045	-0.14053054210000002	0.010939883999999999	-0.1001044759	0.046516612	-0.1023697375	0.2060606743	-0.1512855218	0.0157484232	-0.0348348904	0.0788158592	0.0026488025	-0.1458520374	0.0685890482	0.055672893499999994	-0.06928307639999999	0.013023583	0.057291734500000004	0.1013346968	-0.020162498	0.1377846194	0.010287123399999999	0.0500255242	-0.1278210401	0.0133103814	0.056003958799999996	0.054675478	-0.0284430672	-0.09685353039999996	-0.0806385889	-0.0256569577	0.16074310990000001	-0.1003947883	0.187765442	-0.1137693438	0.0322545312	-0.21343965210000002	0.3146258178	-0.14082043630000002	-0.043433075300000006	0.044358137	-0.040873111000000004	0.0841477149	-0.2054611819	0.09331191779999999	-0.07025068	0.0070950165000000015	-0.0306449515	-0.0152344847	0.10933468560000001	-0.0227435048	0.09909549710000001	-0.12676253380000002	0.037704701	-0.0458015908	0.0274957018	-0.29492391219999997	0.0616059428	-0.1380787204	0.0591569692	-0.013486638300000001	0.0442707455	-0.0043074897	-0.0643871553	0.0786904392	-0.0377344835	-0.0164475179	0.07330363	0.0476869321	0.0344238923	-0.0536634868	-0.097705507	0.0703477808	-0.0050398154	-0.0203249514	-0.0506886539	-0.0392881654	0.12119167480000001	0.0399984746	-0.0376801169	-0.1210355385	-0.031453720899999996	0.1217078847	0.1216831682	0.1216419777	-7.35512e-05	n/a	5.40977902144e-09	n/a	-0.07413919999999999	n/a	0.00549662097664	n/a	-0.0425789	n/a	0.00181296272521	n/a	0.0018276	n/a	3.34012176e-06	n/a	1.0587899999999999e-22	n/a	n/a	1.1210362640999998e-44	0.000435292	n/a	1.89479125264e-07	n/a	0.0	0.0	0.0	0.0
32186.3828125	6.123046875	37.49170303344727	1035963238.5527953	20405.439453125	17.00390625	416381959.2751503	289.13282775878906	20166.369140625	-9.572265625	406682444.3159523	91.62826919555664	1.141763	18.807619	0.04901119260000001	-0.1489037378	-0.049971269699999994	0.0689219711	0.0626167978	0.0345833906	-0.054952058600000006	0.0936731086	0.1486153916	-0.1443956592	0.12617571589999999	-0.0404179017	-0.027320961499999998	-0.0250959204	0.0259255732	0.0991446693	-0.16140912710000002	0.0192500084	-0.0446809106	0.1463010677	-0.0476124241	0.0403474082	-0.11655347199999999	0.0144126053	0.0919097186	-0.057630794900000004	0.0049186074	0.035974601	-0.14830988	-0.1052789551	0.027434481200000003	-0.1263152581	0.1047977873	0.06614681389999999	-0.0853507609	-0.0116356025	-0.08541033349999999	0.0571231265	-0.1499594202	0.045991024000000005	-0.0421206987	-0.0200364863	0.0760843259	-0.1022068162	0.0879104091	-0.1364961248	-0.1271348412	-0.08635622039999999	0.0542326031	-0.1501510998	0.0185804994	-0.0445070123	-0.1569211726	0.039429247599999995	0.1399836495	0.0563001946	-0.0793626296	0.0286954827	-0.024363197799999996	0.1491474751	-0.1596315089	0.1321725699	0.045151261500000005	-0.0482030275	0.0284999551	0.0245928323	0.0274363734	0.2276179247	0.0416258927	-0.08358898969999999	0.169641684	-0.0818690271	0.08064932309999999	-0.08525927369999999	-0.12308813710000001	-0.0138066731	0.0892794359	0.055645634699999995	-0.0010845987	0.116615694	-0.0078576801	-0.0766519593	-0.1274244444	0.0765737058	0.1319550727	-0.043489124299999994	0.0711686455	0.0822898588	0.049828483099999994	-0.0208535218	-0.0863565493	0.055948794100000004	-0.0577113633	-0.010241295	-0.0248553834	0.05644703650000001	-0.09930434029999999	-0.0524865646	-0.0510754625	0.1216419777	0.12141962949999999	0.12104935019999999	-7.71938e-05	-3.642600000000005e-06	5.958882758440001e-09	1.3268534760000036e-11	-0.0692855	0.0048536999999999894	0.00480048051025	2.355840368999989e-05	-0.026004400000000004	0.016574499999999992	0.0006762288193600003	0.00027471405024999976	0.00216619	0.00033859000000000016	4.692379116100002e-06	1.1464318810000012e-07	-0.000205359	-0.000205359	4.2172318881000005e-08	4.2172318881000005e-08	0.00044293	7.638000000000024e-06	1.961869849e-07	5.833904400000037e-11	0.0	0.0	0.0	0.0
32088.796875	-97.5859375	9523.015197753906	1029690884.8850098	20389.62109375	-15.818359375	415736648.34669495	250.2204933166504	20189.6875	23.318359375	407623481.34765625	543.7458839416504	1.215449	20.0214	0.057805051800000014	-0.0386161307	0.1446103165	0.0795352122	0.0190440721	0.0636978052	0.089868578	-0.1237538764	0.1240624734	-0.0644694233	0.1280697266	-0.0333864418	-0.0484522786	-0.0443407239	-0.0178067921	-0.040476720099999995	-0.1319317663	-0.0462127214	0.049852386900000004	0.0977363319	0.0509161183	-0.10615853869999999	-0.1692055784	-0.0560367851	-0.052548515700000006	0.11256277769999999	-0.0035309384	0.1568899598	0.0504173764	-0.0336978603	0.025560965499999998	-0.0267868739	0.0280639781	-0.2011991466	-0.1691336863	0.12011779980000001	-0.08487486960000001	0.08436682289999999	0.09884248009999999	-0.1029152927	0.1943607095	0.09993035199999999	0.0625793766	-0.1056022172	0.1254587656	0.019173315700000002	-0.0624798209	0.1711286181	0.08026159669999999	-0.086775298	-0.010994638000000001	0.08207614690000001	-0.0067833405	-0.0948809042	0.0720374018	0.0238343167	-0.0839994255	0.1047132408	0.1206925775	0.0912410589	-0.027939956600000003	0.090318855	0.0217907379	-0.0478171686	0.0589437233	0.0072453578	-0.1226973316	0.1275446536	-0.0327429267	0.012488283999999999	-0.005062087	-0.043505342	-0.10047328259999999	0.0330319294	0.08103649339999999	0.0919144043	0.07708426139999999	0.1286089856	-0.06365971549999999	-0.008914486800000001	0.0264802635	0.0763669251	-0.048829207	0.1224226572	0.0359548201	-0.1794109425	0.0704907282	-0.14623731869999998	-0.025170394300000003	0.05166358730000002	0.0703626338	-0.2529123688	-0.10005359359999999	0.0033514099	-0.0108831291	-0.0417788067	0.0370221671	-0.0766934271	0.20146266829999998	0.1215101995	0.120893123	0.1198669825	-6.8527e-05	8.666800000000003e-06	4.695949729e-09	7.511342224000004e-11	-0.0778723	-0.008586800000000006	0.006064095107290001	7.373313424000009e-05	-0.0458679	-0.0198635	0.0021038642504100005	0.00039455863225	0.00176935	-0.00039684000000000014	3.1305994225e-06	1.5748198560000006e-07	-7.194430000000001e-05	0.00013341470000000002	1.7799482176090005e-08	5.175982302490001e-09	0.000386263	-5.6666999999999984e-05	1.49199105169e-07	3.211148888999999e-09	0.0	0.0	0.0	0.0
31995.83984375	-92.95703125	8641.009658813477	1023733767.3069	20392.978515625	3.357421875	415873572.7387428	11.272281646728516	20184.185546875	-5.501953125	407401346.1906776	30.271488189697266	1.1380860000000002	18.747044	0.080899958	0.0673605404	0.0704480349	0.1604806604	-0.0055646679000000004	0.0305018296	0.0781065058	-0.1232556823	-0.0837854493	-0.1353368335	0.10727703779999999	0.09524315800000001	-0.1124144581	-0.0250961642	0.1053363055	0.15124217980000002	0.1220471005	0.0471239242	-0.0869231483	-0.026406655	0.0045190833	-0.0893299159	-0.1694813408	0.0272307269	0.0667209663	0.11284522890000001	-0.0603174784	-0.1399468354	-0.0101333812	0.1058820272	-0.009926565200000001	-0.050412913600000005	0.038060559	-0.10943292980000001	0.0323450412	-0.0251837348	0.0264654028	0.0047986799	0.025064198500000003	-0.0194642975	-0.026622244700000002	0.0330909301	-0.0847057295	0.0376773761	0.0506102605	-0.0493545561	0.008656031	0.08429852130000001	0.1820275342	0.0124818142	0.03584488	0.0294124775	0.0828469755	0.0309644549	0.0339162388	-0.0045762508	-0.0112194099	0.0670179556	0.1465537294	-0.0908504692	-0.0503691023	0.0838077021	-0.120537761	-0.0161957351	-0.0439478013	-0.1582561805	0.1294234896	0.0890000076	-0.109815265	0.17096845440000005	0.055139195300000006	0.015719308	0.0197449715	-0.0557605849	-0.0516944045	0.08224750530000001	0.11544140509999999	0.15793685529999998	0.052095788399999995	-0.0570770833	0.1370117537	0.0425339533	-0.039433335	0.10398511740000001	0.0103682708	-0.061171301399999996	-0.023379295699999997	-0.0131403948	0.013002700800000001	0.0634013029	0.12313927289999999	-0.0138484625	0.0075488478	-0.028516291699999998	0.0527501917	0.0151580729	0.0156138726	0.0949719284	-0.0415811689	0.1213126213	0.12010478890000001	0.1181006348	-0.00347232	-0.003403793	1.20570061824e-05	1.1585806786849001e-05	-0.122814	-0.044941699999999994	0.015083278596	0.00201975639889	-0.0395019	0.006366000000000004	0.00156040010361	4.052595600000005e-05	0.00209399	0.00032463999999999995	4.3847941201e-06	1.0539112959999997e-07	1.12357e-22	7.194430000000001e-05	5.175982302490001e-09	1.2624095449000003e-44	0.000259078	-0.00012718500000000004	6.712141008400001e-08	1.617602422500001e-08	0.0	0.0	0.0	0.0
32081.400390625	85.560546875	7320.607181549072	1029216251.0235939	20376.947265625	-16.03125	415219979.86606216	257.0009765625	20185.958984375	1.7734375	407472940.11886984	3.14508056640625	1.248406	20.564289	0.08196554	-0.0444554126	-0.0373583225	0.087768359	-0.0700866012	0.05254943769999999	0.0724363671	0.0351350792	0.006257217	-0.07425377450000001	0.093815755	0.0810466851	0.09810965199999999	0.0015377719	0.1544526161	0.005792804699999999	-0.0773482452	-0.0165376671	0.038097763199999995	-0.016955705	-0.1099148519	0.0862379298	0.114631631	0.059711132	-0.09974171720000001	-0.0008881636	-0.07328099269999999	-0.0284982144	0.0433266386	0.08409701480000001	0.1457826322	0.0595469233	-0.045811827699999995	0.1285251858	-0.1840667704	-0.1465635733	0.01988496	0.0183839916	0.0165483047	-0.0421724315	0.1210734074	0.042663679100000004	-0.036781362799999995	-0.0591144209	-0.0410358315	0.0760282735	-0.09144426779999999	-0.0362298823	0.0856391756	0.0010198486	0.0681497573	0.04719851519999999	0.0799549417	0.0230108209	0.152917421	-0.0726895402	-0.0321728355	0.0872515758	0.044360440599999995	-0.051583500899999996	-0.1004524497	0.158546357	-0.058175287199999995	0.08950656789999999	-0.0720970425	-0.0147228594	-0.0361119322	-0.1400142569	0.1026240158	0.051847815400000004	-0.0355999759	-0.0491563712	0.1075430514	-0.1077494065	0.11770415220000001	-0.0065666974	-0.0449296393	0.007758129200000002	0.054127592599999996	0.122643306	0.155776379	-0.130789257	0.0103852224	0.0474300743	-0.1208500278	-0.0902942086	0.0069620256	0.0366309551	0.0030572671000000003	-0.22108995399999998	-0.1636594685	0.018760730700000002	0.0042477578999999994	-0.1405669749	-0.0479057207	-0.0301482164	0.19666452329999998	0.1205060508	0.0392724558	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.00530796	-0.0018356399999999997	2.8174439361599994e-05	3.369574209599998e-06	-0.0810362	0.0417778	0.00656686571044	0.0017453845728400007	-0.0248004	0.0147015	0.00061505984016	0.00021613410225	0.00180483	-0.00028915999999999984	3.257411328900001e-06	8.361350559999996e-08	-9.604519999999999e-23	-2.084022e-22	4.343147696484e-44	9.224680443039997e-45	0.00044293	0.00018385200000000006	1.961869849e-07	3.380155790400002e-08	0.0	0.0	0.0	0.0
32056.537109375	-24.86328125	618.1827545166017	1027621571.4447364	20367.6484375	-9.298828125	414841102.8735962	86.46820449829102	20175.2890625	-10.669921875	407042288.7554321	113.84723281860352	1.1854360000000002	19.527023	0.04815929000000002	-0.0600990264	-0.07260556230000001	0.1153709208	0.025171144	0.0218422678	0.07508449980000001	0.12107398949999999	0.1342722002	-0.1643155332	0.0482768504	0.0536354273	-0.0748811975	-0.0964642249	0.07190650650000001	0.0165922119	0.1088455253	0.1304786114	-0.017266871899999998	-0.030633437599999997	0.1582772501	-0.0546488556	0.0982140493	-0.021806941	0.0057263287	0.0767284435	0.0215605552	0.0207038802	-0.0574958595	0.17570183760000002	-0.0200364582	-0.0345146239	0.101151459	-0.11876668130000001	-0.0141806078	-0.026354898199999997	0.1203989093	-0.0451559019	-0.1823250082	0.0790692046	-0.0674566769	0.008638852800000001	-0.0202949448	-0.0736021227	-0.034295433	0.0843472076	-0.051481565	-0.0759810596	0.06428306519999999	-0.11601861150000001	-0.065965719	0.039827679500000004	0.013301124899999999	-0.0629717522	-0.0168094938	0.022354055299999998	-0.013565001200000001	0.11947483789999999	-0.0401314693	0.14121149789999998	-0.0653259388	0.1435742298	-0.1109601499	0.0263835154	-0.037214838	-0.2455132954	0.064985258	0.024120593399999998	-0.0942468607	0.0404049596	-0.12607768390000001	0.027320118799999998	-0.035111006	0.1121633304	-0.1067765814	0.039029791099999996	-0.0161828532	-0.0311660753	-0.06564471870000001	-0.0699302005	0.10877463609999999	0.0627676499	-0.023904977799999998	-0.0093467832	-0.0679778382	0.0096735129	0.0856681595	0.1758454637	-0.1409060175	-0.0046646824	0.0175286949	-0.014657993999999999	0.0423659262	-0.022865875	-0.0584921336	-0.0008872869	0.0074940665	-0.069252498	-0.062162651299999996	0.1207205288	0.11775003070000001	0.11285322490000001	-0.00114067	0.00416729	1.3011280489000005e-06	1.7366305944099993e-05	-0.0780788	0.002957399999999999	0.00609629900944	8.746214759999993e-06	-0.0156183	0.0091821	0.00024393129489	8.431096040999999e-05	0.0011677800000000006	-0.0006370499999999995	1.3637101284000014e-06	4.058327024999993e-07	-9.604519999999999e-23	0.0	0.0	9.224680443039997e-45	0.00044293	0.0	1.961869849e-07	0.0	0.0	0.0	0.0	0.0
32121.193359375	64.65625	4180.4306640625	1031771062.8303566	20380.53125	12.8828125	415366054.03222656	165.96685791015625	20194.55078125	19.26171875	407819881.256485	371.0138092041016	1.078796	17.770395	0.023299119999999986	-0.049864552699999995	0.12891396	0.0507761535	-0.0098536884	0.04209558769999999	0.06021574690000001	-0.0083630731	0.1826630753	-0.1254097089	0.0319614129	-0.1161717466	-0.0292125702	-0.012535856699999999	0.0115791015	0.015082638	0.0330974011	0.09850805050000001	-0.0640703012	0.0424576532	0.0372987295	0.007956521	0.0806835187	-0.0474191997	-0.0213298869	-0.1637740817	-0.0429416579	-0.1227278862	-0.028840717400000007	0.0312685634	0.0227758244	-0.0175544934	-0.048914638200000006	0.14842459460000001	-0.028951111	0.055405038600000005	-0.0590800247	-0.0590733347	0.014364061899999999	-0.0818519887	0.0511493578	0.1354506881	0.0192264155	0.1308189461	0.0820398921	-0.0246359638	-0.0470055537	0.10618979349999999	0.019449365	-0.1500569619	0.0104421559	-0.0034902089	-0.0896914336	0.0240708235	0.1051168974	-0.0067751708	-0.0509591016	0.1042815688	0.054711357300000006	0.1786155659	-0.1197908918	0.0104273596	0.022320883599999997	-0.0243824746	-0.0267034794	-0.049582002800000004	0.0580121589	-0.0173076694	-0.06300906190000001	-0.028790297200000002	0.0086533787	0.034290662799999996	0.1190107624	-0.0091122389	-0.0507697008	-0.0780868973	0.0060275951	-0.1356216473	0.01982153	-0.085421204	-0.1128309076	-0.099026771	0.0205477973	0.0719039457	-0.17228699179999998	-0.06921304660000001	-0.0169521331	-0.1179360358	0.0203049384	0.0298540968	-0.1094256509	0.0435689671	0.0852634631	0.0225122288	-0.1303071377	0.053792443200000005	-0.20230748140000002	-0.04338873099999999	0.042468668	0.120326335	0.1161887065	0.1093977275	-0.00661809	-0.00547742	4.37991152481e-05	3.00021298564e-05	-0.07808619999999998	-7.3999999999768695e-06	0.006097454630439997	5.475999999965767e-11	-0.010971	0.0046473	0.00012036284100000001	2.1597397289999998e-05	0.00143112	0.00026333999999999933	2.0481044544e-06	6.934795559999963e-08	9.604519999999999e-23	1.9209039999999998e-22	3.6898721772159986e-44	9.224680443039997e-45	0.00044293	0.0	1.961869849e-07	0.0	0.0	0.0	0.0	0.0
32089.517578125	-31.67578125	1003.3551177978516	1029737138.3967934	20366.724609375	-13.806640625	414803471.3141213	190.6233253479004	20244.07421875	49.5234375	409822540.9742584	2452.5708618164067	1.275693	21.013765	0.05820614499999999	0.0885101294	0.10262223599999999	-0.0290956278	0.08866012039999999	-0.0661896379	0.1423911037	-0.12595036029999998	0.0080301379	-0.07114982610000001	0.0744840058	0.0473102246	-0.049547159	-0.1414801295	0.0842076347	-0.1058325376	-0.0943085685	-0.0050468139000000006	-0.0077402133999999985	0.09095157710000001	0.1081895407	-0.0747988587	0.0536257911	-0.1336118603	-0.0566469035	0.0637527004	-0.0555167653	-0.1596559566	0.1780135676	-0.0792509371	-0.0219129206	-0.0235165281	-0.0457891825	0.0128196172	0.0309151388	-0.014672812700000001	-0.0877104642	0.0586633207	-0.0070839158999999995	-0.0174165965	-0.0690431761	-0.06432662809999999	0.0052476893	0.041354503199999997	-0.0694690905	0.112867655	0.07014467049999999	0.1301866057	0.010556874099999999	-0.0151779631	-0.0803774016	0.10981394039999999	-0.0040251782	0.0796935488	0.1107473442	0.0899622583	0.0675015029	0.105106911	0.1228285488	0.016390518	0.0073668851	0.046541384500000005	-0.04659853519999999	-0.0975808382	-0.0944755209	-0.13211084550000002	-0.0375207249	0.0515664847	0.0565657269	-0.029197287000000002	-0.0186161314	0.0389079898	0.021121479	0.2323441401	0.0586704715	-0.1394616334	0.0564457445	-0.028799154700000006	0.06483829049999999	0.0041885908	-0.09696480140000001	-0.12395985849999999	-0.0153362275	-0.1718736856	0.0311585846	-0.0638809079	-0.0019040321	-0.035492003700000004	-0.0052425555	0.0821762862	-0.018276676999999998	-0.08836485320000001	0.044618495099999995	0.09071491529999999	0.0586225379	-0.15510296	-0.12460900359999999	0.1722281776	0.09093495230000001	0.1198669825	0.1143757435	0.10540925529999999	0.00336547	0.00998356	1.1326388320900004e-05	9.96714702736e-05	-0.0620841	0.016002099999999974	0.0038544354728100006	0.0002560672044099993	-0.00949175	0.0014792499999999994	9.00933180625e-05	2.1881805624999994e-06	0.0011677800000000006	-0.00026333999999999933	1.3637101284000014e-06	6.934795559999963e-08	-7.13427e-05	-7.13427e-05	5.0897808432899994e-09	5.0897808432899994e-09	0.000162788	-0.00028014200000000004	2.6499932944e-08	7.847954016400003e-08	0.0	0.0	0.0	0.0
32050.8359375	-38.681640625	1496.2693214416504	1027256084.2925416	20366.310546875	-0.4140625	414786605.2917519	0.17144775390625	20265.486328125	21.412109375	410689936.1154213	458.4784278869629	1.21104	19.948774	0.03391664499999999	0.0960389326	-0.0233152233	-0.012600201200000001	-0.0037406365	-0.1424416836	0.055655775	0.01552562	-0.1582564102	0.0922383416	0.0273056889	0.013042111799999999	0.0017304198999999998	-0.1764769689	-0.0036301261	-0.0267810598	-0.1290114593	-0.1197938798	0.1087234183	0.1120877021	0.0558265627	-0.1216739558	-0.04949038099999999	-0.043594443600000005	-0.15727471199999998	-0.1065796997	0.0353161236	-0.0226322788	-0.1275338318	-0.024742963	-0.08672860539999999	-0.0491353625	0.0332638831	0.1396139905	0.0463422264	-0.082737747	-0.0451063962	0.0558024811	0.1161522266	0.061669058799999996	-0.0796094391	-0.0756110774	0.0571058408	0.08458875269999999	-0.0412754612	0.006317885600000001	0.09745541099999999	0.0088841461	0.0042505464	0.0543381966	-0.1120225933	0.0259931723	0.07310081639999999	-0.0299134311	-0.0476289808	0.0043621209000000005	0.1716284722	0.0007258125	-0.0172760439	-0.1122323133	0.0378975583	0.0071734877	0.0787536916	-0.09970544529999999	-0.09295172880000001	0.0088451591	-0.1566548719	0.0532005711	0.0473514379	-0.0343074803	0.0896961142	-0.23856504690000002	-0.024501523100000002	0.13342017960000002	-0.0271437829	-0.1252429262	0.1315116271	0.0657683591	0.015992436000000002	0.050795105300000004	-0.018571508400000002	-0.0183405111	0.1615939456	0.0022000063	0.017454135	0.0523582779	-0.05467077099999999	-0.035927787200000005	0.0733521063	0.0213345583	0.12296665289999999	-0.0155289466	0.1088606539	0.2607600216	0.1148938347	0.115694798	0.05219281519999999	-0.0030217567	0.0945149888	0.11934271980000001	0.112315068	0.1009072399	-0.00276984	-0.00613531	7.6720136256e-06	3.76420287961e-05	-0.07158780000000001	-0.009503700000000006	0.005124813108840001	9.032031369000008e-05	-0.01186	-0.002368249999999999	0.00014065959999999994	5.608608062499995e-06	0.00104749	-0.00012029000000000053	1.0972353001000003e-06	1.446968410000013e-08	-0.000149853	-7.85103e-05	6.16386720609e-09	2.2455921609e-08	4.340060000000001e-05	-0.0001193874	1.8836120803600006e-09	1.4253351278759995e-08	0.0	0.0	0.0	0.0
32053.154296875	2.318359375	5.3747901916503915	1027404700.3792764	20359.169921875	-7.140625	414495799.9077797	50.988525390625	20299.5390625	34.052734375	412071286.1499634	1159.5887184143064	1.05736	17.417288	0.03726084	0.1232399534	-0.053731764800000005	-0.0031286464000000003	-0.028927215099999997	-0.1354156801	0.0874752889	0.0208429279	-0.12061287289999999	0.10444758960000004	0.0706933812	-0.0366827307	0.096310714	-0.135238448	0.0040448261	-0.10702475869999999	0.08267487030000001	-0.0494327422	0.0495332993	-0.1355331777	0.028334263	-0.1502214691	0.0250118965	0.028534402900000002	0.0209342475	-0.0901356024	0.014605836200000001	0.0416135352	-0.0835643891	-0.0325450579	0.0691408239	-0.0569817466	-0.0314938535	-0.0474963364	0.0086517817	0.0784116954	-0.0516424976	-0.0710406041	0.0769060874	0.062057253300000004	-0.0579308804	0.027495074799999998	0.0603400605	0.0215662015	-0.1562908989	-0.1067361765	0.1492922381	-0.0237815228	-0.0003985288	0.024123244199999998	-0.1354823817	-0.06800701519999999	0.0085789327	-0.0033628657000000003	-0.0666190092	-0.0359334339	0.1493373468	0.0323829697	-0.0575437272	-0.11223073089999999	0.06380153150000001	0.030602634	0.1261317034	-0.0857818719	-0.1815762903	-0.080750421	-0.0336813066	-0.1251276218	-0.0317766282	-0.09169358539999999	-0.0750466228	-0.0173816296	-0.1790172996	0.0137862602	-0.0165179861	0.026826087000000002	0.044582392400000004	-0.060108173200000004	0.0520234938	0.1033111628	-0.0439960474	0.0442788488	0.13337492410000001	0.057241411900000004	0.0852444608	0.08870285929999999	0.0010118451	0.0197537126	-0.011031579599999999	-0.0335730637	-0.1483627967	0.1252742062	-0.10893177119999999	-0.023394505	-0.0252227646	-0.066633026	-0.1783989381	0.15876239849999998	0.020035556	0.11875383099999999	0.1100111431	0.0959136145	-0.00502251	-0.00225267	2.52256067001e-05	5.0745221289e-06	-0.084493	-0.012905199999999992	0.007139067049	0.00016654418703999978	-0.00900944	0.0028505599999999985	8.117000911360001e-05	8.125692313599992e-06	0.000891356	-0.00015613400000000005	7.945155187360002e-07	2.4377825956000016e-08	-0.0	0.000149853	2.2455921609e-08	0.0	-3.56606e-05	-7.906120000000001e-05	1.2716783923600002e-09	6.2506733454400016e-09	0.0	0.0	0.0	0.0
