name	intensity-avg	volume
Left-wm-bankssts	98.4587	3324.7
Left-wm-caudalanteriorcingulate	100.772	2905.7
Left-wm-caudalmiddlefrontal	98.1354	6894.5
Left-wm-cuneus	91.5978	2163.1
Left-wm-entorhinal	84.9724	998.8
Left-wm-fusiform	92.7559	8118.4
Left-wm-inferiorparietal	99.8225	11965.8
Left-wm-inferiortemporal	90.353	6771.8
Left-wm-isthmuscingulate	99.7947	3733.3
Left-wm-lateraloccipital	92.6393	8581.9
Left-wm-lateralorbitofrontal	93.9547	6962.0
Left-wm-lingual	88.9164	4337.3
Left-wm-medialorbitofrontal	95.6017	3907.1
Left-wm-middletemporal	92.4728	6393.1
Left-wm-parahippocampal	89.04	1585.8
Left-wm-paracentral	95.4173	4566.7
Left-wm-parsopercularis	98.4703	4240.0
Left-wm-parsorbitalis	88.509	999.4
Left-wm-parstriangularis	97.1689	3431.9
Left-wm-pericalcarine	86.8886	2394.5
Left-wm-postcentral	92.4593	7439.1
Left-wm-posteriorcingulate	100.6168	5032.0
Left-wm-precentral	94.6649	13893.2
Left-wm-precuneus	99.824	12210.4
Left-wm-rostralanteriorcingulate	96.9533	2365.6
Left-wm-rostralmiddlefrontal	97.0031	13514.4
Left-wm-superiorfrontal	94.5953	20258.5
Left-wm-superiorparietal	99.7097	16766.6
Left-wm-superiortemporal	93.645	6846.4
Left-wm-supramarginal	98.9399	9922.6
Left-wm-frontalpole	90.3663	345.9
Left-wm-temporalpole	78.4066	638.5
Left-wm-transversetemporal	98.7973	890.7
Left-wm-insula	91.1167	9852.0
Right-wm-bankssts	99.0766	3401.8
Right-wm-caudalanteriorcingulate	102.9402	2686.7
Right-wm-caudalmiddlefrontal	95.7357	6811.3
Right-wm-cuneus	95.6721	2434.1
Right-wm-entorhinal	82.3305	755.8
Right-wm-fusiform	92.0371	7802.4
Right-wm-inferiorparietal	96.5317	9934.3
Right-wm-inferiortemporal	88.9989	6612.2
Right-wm-isthmuscingulate	99.9484	3432.8
Right-wm-lateraloccipital	92.8317	10386.4
Right-wm-lateralorbitofrontal	96.3708	7149.7
Right-wm-lingual	89.47399999999999	4765.7
Right-wm-medialorbitofrontal	96.5402	3853.0
Right-wm-middletemporal	89.5985	6788.3
Right-wm-parahippocampal	89.5115	1653.7
Right-wm-paracentral	95.0452	5384.1
Right-wm-parsopercularis	95.0051	3115.6
Right-wm-parsorbitalis	88.34	1417.3
Right-wm-parstriangularis	93.1746	2927.6
Right-wm-pericalcarine	90.0635	2596.4
Right-wm-postcentral	90.8279	8281.5
Right-wm-posteriorcingulate	98.641	4509.0
Right-wm-precentral	93.9213	15135.0
Right-wm-precuneus	98.8367	13572.8
Right-wm-rostralanteriorcingulate	100.9612	2165.8
Right-wm-rostralmiddlefrontal	94.9451	11974.2
Right-wm-superiorfrontal	95.277	22777.5
Right-wm-superiorparietal	98.154	13769.1
Right-wm-superiortemporal	91.1251	6416.0
Right-wm-supramarginal	97.9565	9726.5
Right-wm-frontalpole	91.8673	497.7
Right-wm-temporalpole	78.6984	726.1
Right-wm-transversetemporal	95.9614	540.3
Right-wm-insula	89.5057	9635.2
Left-UnsegmentedWhiteMatter	100.5238	33455.4
Right-UnsegmentedWhiteMatter	99.6588	32476.6
