bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-0001_T1w	0.3235133826695759	3.9765919367065856	0.7412436563866853	1378.4818115234375	3.550156872689943	3.4884502079278352	3.7215	3.4405204101419935	0.21724607358003659	0.416249887460923	0.36650403895904043	1.3849272727966309	0.2620308518409731	0.0	9.965911746190808e-05	31.343455760888794	17.041175613932175	24.69584269926926	240	240	220	2.760074369608404	7.619311548407385	9.88646886994437	19.28002069181732	21.698727618803304	43.3079985808262	45.159011854053965	70.47030936253238	0.9999999403953552	1.0	0.9999998807907104	4.070525816180647	9.296525955200195	14.981006622314453	12.297977447509766	264880.0	0.0	43.24833412170409	14.12623405456543	9.795048070487528	107.34286499023438	292.52301025390625	307.90960693359375	6172.0	94.17900924682618	447.6562271118164	111.54940795898438	0.2917379679698402	76.98039245605469	614.9771118164062	614.5498046875	17621.0	483.62103271484375	749.5285034179688	80.65457916259766	0.8125263544267924	47.714290618896484	998.7572021484375	999.9888305664062	169793.0	911.701123046875	1080.8724853515623	51.866432189941406	0.20151202380657196	0.49869465827941895	0.5699587464332581	0.7255529347861636
sub-0002_T1w	0.3256272440978976	3.8451923950670555	0.7679825230418353	1772.011962890625	3.586926666666667	3.59583	3.71593	3.44902	0.20715112674373418	0.41186844084628776	0.38098043240997803	1.6920541524887085	0.47326782345771834	3.0444048188579133e-05	0.0003889601243737055	25.99807270318387	13.795485113761826	19.147566477960268	240	240	220	3.2545310815979223	7.770930015486776	10.539354094352746	20.59260118597354	24.90101256931449	45.613766838809795	47.50586805816405	72.00282476636784	1.0	1.0	1.0	2.45602050340215	9.09860610961914	10.254422187805176	6.160788536071777	68874.0	0.0	24.960281467437746	9.010205268859863	6.924123032923038	85.12834167480469	339.8381652832031	345.8280029296875	4782.0	138.28013763427734	491.55874328613277	106.24935913085938	0.3685795601273787	75.70356750488281	637.0741577148438	633.489013671875	16158.0	509.5362854003906	780.9858917236328	81.51783752441406	1.0235521262363445	43.63690948486328	998.0986328125	999.983154296875	222314.0	915.1621154785156	1073.6521423339843	48.560203552246094	0.19799891114234924	0.4988124668598175	0.5596912503242493	0.6939181513426227
sub-0003_T1w	0.33816982565030823	3.826665918832344	0.7576016117387874	1501.34130859375	3.830873407426084	3.67061	4.0928	3.7292102222782506	0.22055505043451493	0.4021426303473554	0.3773023192181296	1.9016082286834717	0.42832357883453387	2.6353635672281245e-05	0.00012384088459481426	26.65947965802825	15.078777038761542	20.683293342217816	240	240	220	2.4298699849587395	8.24146345271015	10.684899097980937	21.383363856273917	22.737382021487214	47.00983486574383	47.43743116641891	72.5650766120257	1.0	1.0	0.9999999403953552	22.61739485523515	9.028084754943848	9.286770820617676	6.08935022354126	91467.0	0.0	24.906569480895996	10.194818496704102	-0.5849580003245545	149.45411682128906	298.4522705078125	313.33172607421875	9782.0	85.27470779418945	477.76949462890616	128.9434051513672	0.17039351778299983	76.8237533569336	651.2559814453125	647.8174438476562	25355.0	527.1439453125	786.5865173339844	78.60311126708984	1.0131946534595606	42.26719665527344	998.0733642578125	999.9805908203125	219687.0	918.2151733398438	1070.4997802734374	46.764312744140625	0.21872428059577942	0.506617546081543	0.5813080668449402	0.8627207731124076
sub-0004_T1w	0.32027188529219924	3.990438662853069	0.7647647592285286	1012.6671752929688	3.4970166666666667	3.47651	3.71893	3.29561	0.2003814786140764	0.4315903749925688	0.3680281463933548	1.8530492782592773	0.37631109356880144	0.00020689655172413793	0.00022244221401483376	29.694433486482335	14.957397810253907	22.154158881707883	240	240	220	2.2632225511747843	7.320025918591682	10.175134010013524	20.942153560274104	25.061854217827733	52.03905353008407	53.98636532705117	84.85818823324169	1.0	1.0	1.0	10.079678445738573	7.7201924324035645	10.335198402404785	10.30374526977539	62957.0	0.0	26.886422729492185	9.755169868469238	0.9869407559555894	148.177734375	279.06427001953125	295.3313903808594	6158.0	78.34043922424317	469.6846328735351	130.48094177246094	-0.022059220751910136	81.60479736328125	615.301513671875	613.2333984375	20406.0	478.20800018310547	757.8115386962891	83.772705078125	1.0512986491281184	42.258419036865234	997.6885986328125	999.9773559570312	184841.0	914.859619140625	1071.4232177734375	47.74937057495117	0.22123675048351288	0.5225180387496948	0.5737266540527344	0.6839316930908445
sub-0005_T1w	0.32892724941368084	3.796833429293044	0.7880717633531765	532.1028442382812	3.5927600679252585	3.61788	3.74161	3.418790203775776	0.1986805901713844	0.4349844659862987	0.3663349438423169	0.6736992001533508	0.273378586769104	0.0	0.00021848845335428724	27.320606537630294	13.750667337398083	20.326168396189885	240	240	220	1.828044726649994	6.939710000944669	9.411188197196994	19.465809863996316	17.917863649039496	33.35575000123757	35.303888957020575	54.638053220784656	1.0	1.0	0.9999999403953552	1.635068609287912	11.99040412902832	12.904857635498047	8.087404251098633	49250.0	0.0	38.95345668792724	12.130353927612305	38.5763243801615	150.89849853515625	311.5699157714844	327.9354248046875	5956.0	73.50970840454102	500.1005630493164	179.3762969970703	0.37386793290872466	82.75918579101562	613.9981079101562	610.48193359375	20330.0	477.2144012451172	768.7460723876952	87.96720886230469	1.191741034084874	45.36189270019531	996.1992797851562	999.9938354492188	203536.0	904.4627685546875	1072.4154968261719	51.371681213378906	0.19762681424617767	0.504991352558136	0.5555776953697205	0.6071728842579923
sub-0006_T1w	0.3612495500963977	3.476999870613598	0.7683014927424096	216.1649932861328	3.8014831834483327	3.7719795503449975	4.01174	3.62073	0.21393933612770033	0.39848149989502474	0.38757916397727493	1.9024930000305176	0.5476133823394775	0.0	2.881592255669687e-05	25.695715676728334	14.250213707160132	18.88170186231128	240	240	220	2.5687776391815027	7.029551572395988	9.934255765052102	20.204438083578815	21.591929895438092	42.89397019254473	43.91975644388699	67.27336924367812	1.0000001192092896	1.0	1.0	5.005765478403513	9.73831558227539	16.33794403076172	12.956064224243164	123355.0	0.0	39.94457817077635	13.667078971862793	-0.27125753450810564	133.21481323242188	312.2203369140625	320.95458984375	8221.0	92.37859344482422	493.490478515625	124.93688201904297	0.33963921253769636	85.2587661743164	645.5782470703125	637.60009765625	13448.0	510.57215423583983	809.6481811523436	90.6994400024414	0.8116614517005982	45.65413284301758	998.705810546875	999.9891967773438	240544.0	915.8195861816407	1076.8764587402343	49.493438720703125	0.20446383953094482	0.49464279413223267	0.5718520879745483	0.6982534280394043
sub-0007_T1w	0.34526887720720717	3.8315440157302136	0.770050868537806	490.4335632324219	3.738656666666666	3.59479	4.02487	3.59631	0.20698481698860255	0.4352745705794589	0.35774061243193855	1.4077425003051758	0.43069972395896916	0.0	0.00020355174852460341	28.483500922153898	14.67475164464608	21.705997587870435	240	240	220	1.7547787161701685	7.505615148618492	9.046858852414855	17.880182692455904	13.069822071239704	36.38313895440072	36.17903725689373	59.08415074504076	1.0	1.0	1.0	1.8340993259155347	11.088136672973633	18.285364151000977	14.80708122253418	73298.0	0.0	44.227774429321286	14.027256965637207	-0.5944290649913415	152.27542114257812	236.78453063964844	221.205810546875	8318.0	64.17146606445313	440.43434906005854	126.051513671875	-0.08195732086838481	82.30921936035156	618.5814208984375	615.7820434570312	20124.0	487.92481689453126	759.8710662841797	82.04080963134766	1.0435458827478028	50.34757614135742	996.9794311523438	999.9950561523438	186749.0	899.9846557617187	1082.5696533203125	55.92741394042969	0.2234935760498047	0.5245020389556885	0.5676172971725464	0.7504856131313927
sub-0008_T1w	0.3048730814456514	4.119146628568893	0.7776076899290817	872.65771484375	3.500289732110135	3.4729295859945313	3.7592	3.2687396103358735	0.1925819911582023	0.43908085525833696	0.36833715358346075	2.1546883583068848	0.5537221491336819	0.0	0.0003180308313393615	27.092398921832885	13.252075072918004	19.59652793441654	240	240	220	2.2512808752722706	7.505280187539407	10.021050472191307	20.306590353762246	22.648578264015935	44.98027279894618	47.2411027604511	74.09445721839118	1.0000001192092896	1.0	1.0000001192092896	745.9904191617908	8.841866493225098	10.588652610778809	5.963747978210449	89923.0	0.0	29.182523918151855	11.506264686584473	13.236312087001004	129.432373046875	296.69287109375	305.6702575683594	6154.0	95.2970802307129	471.65295257568357	135.76512145996094	0.4250120486788549	75.66655731201172	611.088134765625	607.0637817382812	24245.0	485.5528259277344	752.6752929687499	80.88322448730469	1.121256555045882	44.127685546875	996.6699829101562	999.9953002929688	215969.0	910.1151489257812	1070.5604980468747	49.2447509765625	0.215293750166893	0.5180282592773438	0.5640793442726135	0.6760065830765963
sub-0009_T1w	0.3182581489034462	4.011420677795347	0.7398926088918277	1501.63720703125	3.527083474922586	3.45483	3.717620221587433	3.408800203180325	0.22646892817474076	0.43746222785139727	0.33606884397386194	1.6818089485168457	0.3183799386024473	0.0	0.00016483729612272607	31.28369796044223	17.108601778905854	27.460612789115647	240	240	220	2.1508502462449	7.422053900090446	9.715303532356797	19.573006450735047	18.964614876426676	46.61723330340861	47.37006852316142	76.52835738964896	1.0	0.9999999403953552	0.9999999403953552	21.881594536736593	8.560651779174805	13.724807739257812	11.436203956604004	140890.0	0.0	34.89453773498535	12.150615692138672	-0.8529516570989566	146.420166015625	247.7188720703125	247.8101806640625	6506.0	79.74536323547363	424.73094940185547	115.20613098144531	0.23980044936554856	79.34012603759766	610.543701171875	609.1463012695312	16815.0	477.3627166748047	748.5248596191407	82.07003021240234	1.1147566468551302	45.05042266845703	998.176025390625	999.9942626953125	138468.0	911.5092346191407	1078.17998046875	51.090293884277344	0.2177315354347229	0.5114181637763977	0.5487775802612305	0.7234724372602381
sub-0010_T1w	0.33606318975148947	3.7878010137360785	0.7412511270898997	1837.608642578125	3.4728498676383652	3.48543	3.60213	3.330989602915096	0.20811793015775837	0.43296855262737105	0.3589135172148706	1.7623265981674194	0.37029844522476196	0.0	0.00011725358212177419	32.17291435468116	16.89475856654747	25.402350003524	240	240	220	2.596922039130149	7.175026280352227	10.125452885551484	20.604410337172077	24.012381198292474	51.7854753405168	53.039156507837596	83.31961298470351	1.0	1.0	1.0000001192092896	475.7950042435757	7.8628034591674805	11.157526969909668	10.53931999206543	135396.0	0.0	27.40199899673462	11.17891788482666	17.556565539769263	107.85702514648438	278.4316711425781	288.19134521484375	7322.0	106.00424575805664	442.44549560546875	110.96662139892578	0.22691212543612238	83.14662170410156	624.4198608398438	621.5179443359375	19491.0	487.94691467285156	775.2904968261719	86.62017059326172	0.8357747395700468	44.04180908203125	997.5773315429688	999.9837646484375	165320.0	913.4843261718751	1072.6587951660156	48.53236389160156	0.22828778624534607	0.5241132974624634	0.5709317326545715	0.7692020975761485
