csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
31903.23828125	n/a	n/a	1017816612.8302156	21256.41796875	n/a	451835304.8621979	n/a	21688.9375	n/a	470410009.8789063	n/a	n/a	n/a	n/a	-0.0404170342	0.0832174683	-0.0034951799	0.20887453379999998	0.0098364166	-0.0095630851	0.0178396335	-0.129324183	0.061120966799999996	-0.0026499653000000003	0.0514888335	-0.0844736166	0.0545027904	0.1609827339	-0.0753643171	0.11019195289999999	-0.0725355203	0.0862800266	-0.027512396499999998	0.050307284699999996	-0.0731204563	0.080453907	-0.1123848601	0.1652466161	-0.10081525300000001	0.1268698918	-0.0943276531	0.0844052448	0.0302942856	-0.0095897298	-0.1301523198	0.0200816834	0.057288587099999996	0.1073698434	-0.1149686191	0.0626042782	0.0027671535	0.09817989949999999	-0.054452164500000004	-0.07703293309999999	-0.0207511087	0.0619970702	-0.04226017309999999	-0.0355765365	-0.0094874393	-0.0331447727	0.0923211756	0.0251918248	-0.05678730780000001	-0.0602462897	0.1981302755	0.13937081810000002	-0.06642786860000001	0.12123667619999999	-0.0147137001	0.1376100008	-0.19533304420000008	0.0342931742	-0.0918896169	0.0224278744	-0.1360932035	0.0870642709	-0.017040511499999998	0.024896176800000003	-0.1454828692	0.0496297664	-0.0168173484	0.051140724400000004	-0.11197270849999999	0.013539966200000001	-0.018394601599999998	0.1998816991	-0.0411099571	0.0922042572	-0.1060164866	0.039604285499999996	-0.1450854584	0.018910183100000002	-0.0787169442	0.1389213268	-0.0168053162	0.00147579	0.037458368900000004	-0.0238409691	0.1641441931	-0.2336972932	-0.0260308185	0.0811835583	0.0003822305	-0.07984264940000001	0.0494722833	0.056281131799999995	-0.1096979811	0.031650184399999996	0.01736875	0.00073039	0.0377639711	-0.08996604710000003	-0.0715819604	0.050412164599999996	0.0128125997	0.004804683	-0.1116323177	-0.0370492802	0.1020616167	0.0110916266	0.02070066	-0.08260537280000001	-0.0239616581	0.1217078847	0.1216831682	0.1216419777	-0.020828	n/a	0.000433805584	n/a	-0.0251654	n/a	n/a	0.0006332973571599999	-0.0234395	n/a	0.0005494101602500001	n/a	-0.00119228	n/a	1.4215315984e-06	n/a	0.0007861939999999999	n/a	n/a	6.18101005636e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0
31952.927734375	49.689453125	2469.0417518615727	1020989590.7981912	21245.271484375	-11.146484375	451361560.44479746	124.24411392211914	21652.509765625	-36.427734375	468831179.15048605	1326.9798316955564	1.234012	21.649649	0.14104249	-0.0784917757	0.0972097273	0.1234152785	-0.1200141518	0.007122551400000001	-0.1184856069	-0.0774505088	-0.1396811282	-0.12440550480000001	0.14590394939999998	-0.045861653200000005	-0.054392454900000005	0.1211930405	0.007945538	-0.032912902200000003	0.0150830554	-0.0145407685	0.0913781509	-0.09357101599999999	-0.006992728399999999	-0.1162857683	0.0204335931	-0.1144833404	0.0606991234	-0.0993823981	0.0148486398	0.0985867376	-0.09288707119999999	-0.010487701299999999	0.0375108759	0.0964861082	-0.17733658579999995	0.061335252199999996	-0.0499542033	-0.022181854900000002	0.048961621399999995	-0.12329844449999999	0.030497969700000002	0.0099975377	-0.0081525372	-0.1159274645	0.047537291100000004	-0.1206794738	-0.1153807791	-0.0945989641	-0.0144520479	-0.0880384251	0.1156874329	-0.0241160175	-0.07780942980000001	-0.1354001974	0.0499264684	-0.0599885915	-0.23881473809999998	-0.0139539229	-0.0481293007	-0.1504487983	-0.053636293099999996	-0.1980605163	-0.020756908799999998	-0.0882369922	0.11929709890000001	-0.0037020310999999998	0.0932188042	-0.1152009526	0.08796964380000001	-0.132596957	-0.0471723188	0.0156033242	0.15071574470000001	-0.016127866799999998	0.0264796931	-0.0900449549	-0.0360993298	-0.0700980089	0.0455510786	-0.0015300854000000002	0.0009156336999999999	0.0707464745	0.08648880210000001	-0.1944119881	0.0049366723	-0.1393761531	0.0927915952	0.023731509700000004	-0.12381402470000001	0.0056638708	-0.1691822006	-0.0541585154	0.020865454	0.029199142	0.0462894304	0.0012211273	0.0626773632	-0.0919940466	-0.0353122577	-0.056219854699999995	0.0036908125	-0.0110798364	-0.00020862689999999999	-0.0675614326	-0.12429962259999999	-0.0967498922	-0.2015178829	-0.0289621247	0.0012032268	0.0708842943	0.1213047645	0.1326904065	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0270251	-0.006197099999999997	0.0007303560300099997	3.840404840999996e-05	-0.00715381	0.01801159	0.0003244173743281001	5.11769975161e-05	0.0281834	0.051622900000000006	0.0007943040355600001	0.00266492380441	-0.00175442	-0.00056214	3.0779895364e-06	3.160013796e-07	0.0013167500000000006	0.0005305560000000007	2.8148966913600075e-07	1.733830562500002e-06	0.000211522	0.000211522	4.474155648400001e-08	4.474155648400001e-08	0.0	0.0	0.0
31809.857421875	-143.0703125	20469.114318847656	1011867029.200016	21258.64453125	13.373046875	451929967.30604553	178.83838272094727	21642.083984375	-10.42578125	468379799.18674093	108.69691467285156	1.062779	18.645514	0.07746724	-0.08936980970000001	-0.030938824500000007	0.14679085220000002	0.0179600383	0.036715548199999996	-0.0808060042	-0.05819730190000001	-0.0024218779	0.054626013	0.1528017712	-0.054067428099999995	-0.09931372849999999	0.1545801608	0.1333717578	0.0164722764	0.17917691370000002	0.1312556676	-0.024602116	-0.0691373549	-0.0332593345	0.19757821109999998	0.0699216925	-0.1017360333	-0.1279370075	0.029965049100000002	0.0410876743	0.0139179522	0.09641853560000001	0.023111413799999998	0.0283139563	-0.056171723	-0.0600809981	-0.0007557839	-0.0311024658	-0.1210870948	-0.0104704453	-0.0686609232	-0.0311312522	-0.0423168454	-0.059845898499999994	-0.0442037691	0.0740643334	-0.0072569103000000015	-0.0277266543	0.06414177830000001	-0.1283554203	-0.1176959432	0.0118468477	0.0994389976	0.1889787209	-0.0081490247	-0.0296100224	-0.0548739262	-0.0074989368999999985	-0.1310090803	0.0110732359	-0.1388147797	0.0961544785	-0.0548072987	0.0715314766	0.0417333172	0.2842985306	-0.0307805433	0.0816548466	-0.060027167199999995	0.025973675	-0.08433767310000001	0.07828140559999999	0.0336250642	0.1332532565	-0.1507473774	0.1525305776	-0.09567396859999999	0.0065504503	0.0091062222	-0.2169466809	-0.0385879264	-0.0256019246	0.069442417	-0.013682224	0.0268853379	0.0551399812	0.0227452535	0.0165376166	-0.026444445499999997	-0.048989778399999996	0.10202363869999999	0.1207881451	0.0212025996	0.1302692012	0.0074164987	-0.0474724784	0.044100697300000005	-0.0439555342	-0.0945307545	0.004810939	-0.0921746955	0.0624995004	-0.08766767019999999	-0.0610249884	0.1297904091	-0.0014812377999999999	0.1061246951	-0.12328499550000001	-0.0269282434	0.0033080524	0.0185876832	0.0322535287	-0.0718442258	0.1215101995	0.120893123	0.1198669825	-0.0269895	3.5599999999996745e-05	0.00072843311025	1.2673599999997682e-09	-0.0113906	-0.004236790000000001	1.7950389504100007e-05	0.00012974576836	0.0194252	-0.0087582	0.00037733839504	7.670606723999999e-05	-0.00118314	0.00057128	1.3998202596e-06	3.263608384e-07	0.0008108189999999997	-0.0005059310000000009	2.559661767610009e-07	6.574274507609996e-07	0.0	-0.000211522	0.0	4.474155648400001e-08	0.0	0.0	0.0
31848.00390625	38.146484375	1455.1542701721191	1014295352.8125153	21256.1953125	-2.44921875	451825839.163147	5.9986724853515625	21713.041015625	70.95703125	471456150.14621353	5034.9002838134775	1.282879	22.506964	0.08600569999999999	0.0749907595	-0.0771280765	0.17388338190000002	-0.04453167190000002	-0.0491843642	-0.0332496093	0.162532707	0.09437847710000001	0.0053403969	0.0864024607	-0.0633130843	-0.1296709975	0.19616830329999999	-0.0071727595	-0.1043041884	-0.0475277505	0.10394956179999999	-0.0033326593	-0.19800799800000002	-0.0281384227	-0.14001727630000002	0.0716813902	-0.0433026455	-0.1476857423	-0.0237062065	-0.0041114941999999995	-0.13640717019999998	0.0257256208	-0.0356168683	0.025661957599999997	-0.0221687799	0.014636401299999999	-0.0624222817	0.061975830999999995	0.0764497101	-0.1369921193	0.07330513940000001	-0.1117969032	-0.054645850999999995	0.0067568006000000005	0.1608605294	-0.1068257833	-0.0826867128	-0.0394882987	0.0676094388	0.0097542613	0.0753767466	-0.1338377868	-0.0141567701	-0.046983725999999996	0.0029879360999999997	0.0809939322	0.1329275599	-0.023826408599999998	-0.1873950216	0.0097107561	-0.0035541033	0.09999596359999999	-0.1433219709	0.0715470485	-0.0038826213	0.06748946230000001	0.0357184654	0.0086099695	-0.051934308	-0.18316171850000001	0.0161666174	0.0445865475	3.81372e-05	0.18529706329999998	-0.2184260874	-0.022051957999999997	0.0313066864	-0.0648803825	-0.0486477584	-0.0542145276	-0.1894329512	0.0654951329	0.0558961523	0.168909012	0.028861840299999997	0.0201624321	0.1453223354	0.0181651244	0.0753960476	0.0467970095	-0.0493179891	-0.0065029638	-0.0020774878	-0.0480600475	0.0329155802	-0.050670241100000006	0.0221370658	0.0032564933	0.2911574901	0.0227440208	-0.0510189807	-0.01036168	-0.0179832156	-0.033582610299999996	0.026208654900000003	-0.0479360409	0.065817915	0.1355778706	-0.0136557659	0.1441543678	0.017370231200000003	0.1340891629	-0.17337139850000002	0.1213126213	0.12010478890000001	0.1181006348	-0.0270425	-5.3000000000000956e-05	0.0007312968062499999	2.8090000000001023e-09	-0.0430862	-0.0316956	0.00100461105936	0.00185642063044	0.00724215	-0.01218305	5.24487366225e-05	0.00014842670730250002	-0.0015226599999999995	-0.00033951999999999935	2.3184934755999984e-06	1.1527383039999962e-07	0.00131278	0.0005019610000000002	2.519648455210002e-07	1.7233913283999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31750.513671875	-97.490234375	9504.345798492432	1008095118.4279213	21280.662109375	24.466796875	452866579.81338876	598.6241493225098	21698.119140625	-14.921875	470808374.24075705	222.662353515625	1.208888	21.208868	0.0759112	0.0947385174	-0.0586453967	0.1100431917	-0.0040979436	0.1370543082	-0.08634299050000001	0.0467183556	0.142766921	-0.0237148415	0.0421100106	0.0366205448	0.036605127700000004	-0.0846895734	0.0970894308	0.2325128631	-0.034208830600000004	0.0225588179	-0.0641475446	0.0085707773	0.028457991800000002	-0.0918086466	0.2027233731	0.07545437349999999	-0.18696129600000005	-0.0142519749	-0.0958721119	0.09925866369999999	0.074122692	-0.008142772900000001	0.047693392599999995	-0.1400958702	-0.136875376	-0.0983966597	-0.1659649858	-0.1313195491	-0.09118357070000001	-0.018925561100000002	-0.08748084560000001	0.0638592247	-0.007955615400000001	0.0538999166	0.0233983993	0.0662342996	0.053575136100000004	0.12006316449999999	-0.0462340694	0.035697144300000004	0.1084096947	0.0661505372	-0.0760787812	0.09645871519999999	-0.015711407099999998	0.1268939198	0.00025628580000000003	-0.0858518914	-0.0045841082	-0.0388608169	-0.0475135505	-0.027183294900000002	0.1117045009	0.0526929046	0.0598554342	-0.1540864491	0.0851667222	0.0938864526	-0.0748976505	-0.045748484400000004	0.013269088	0.105359447	-0.12591085189999998	0.0180956612	0.068602187	0.020063609099999997	-0.1282974703	0.000882577	-0.0592572413	-0.12190851119999999	-0.17823044780000002	0.18008848660000001	-0.0308210629	0.1431596083	-0.09952772119999999	0.0405754237	0.013522596100000001	-0.13894390369999998	0.0367789045	0.0635280699	-0.0346671936	-0.0061374187	-0.0989381808	-0.1176898985	-0.1452912307	-0.1575645865	-0.1384172176	-0.0307005462	-0.0702044431	-0.0997092355	-0.12069730529999999	-0.0287217361	-0.118282607	0.0983923851	0.1082657897	-0.0543802483	0.0336854908	-0.0329762174	0.0800751417	0.0463228196	-0.0200771995	-0.0424329292	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.016232399999999998	0.010810100000000005	0.0002634908097599999	0.00011685826201000008	-0.0699745	-0.0268883	0.0007229806768899997	0.004896430650249999	0.0273197	0.02007755	0.0007463660080900001	0.0004031080140025	-0.00171318	-0.00019052000000000045	2.9349857124e-06	3.6297870400000176e-08	0.00131278	0.0	0.0	1.7233913283999996e-06	-0.000172185	-0.000172185	2.9647674225e-08	2.9647674225e-08	0.0	0.0	0.0
31757.45703125	6.943359375	48.21023941040039	1008536077.0916901	21305.8046875	25.142578125	453937313.381897	632.1492347717285	21707.57421875	9.455078125	471218778.4625397	89.39850234985352	1.197518	21.00939	0.048321	-0.0042147945	0.0197316148	-0.0176435507	0.1451038782	0.1348380667	-0.0606722304	-0.0551621197	0.12430778320000001	0.1460552722	-0.1736470727	-0.041480600699999995	-0.0136215275	0.1825822822	0.1219513614	0.0672668557	-0.09740341779999999	-0.00011792479999999999	0.056163035599999994	-0.0709586334	-0.012474958999999999	0.027706847200000002	-0.028390174	0.08996442630000001	-0.052895659299999995	0.037753397200000004	-0.060534570999999995	0.004878992	0.024491540899999997	-0.0298992639	-0.1456364655	0.09302636199999999	0.14346242	0.1270294241	-0.0061144988	-0.0109193255	0.0064898093000000006	-0.0675429926	-0.12986820300000002	0.0733999383	-0.0002873436	0.1600489532	0.0290752206	0.0178174524	-0.0686086316	0.1534636945	0.0988117465	-0.0577143693	0.0284735029	-0.1420568042	-0.037907180299999996	0.1295325266	-0.0601043819	-0.0114350856	0.12516632460000002	-0.0113926793	0.1096143918	0.0005383096	-0.0442539407	-0.1503366904	0.20290962199999998	-0.0637292757	0.06259609740000001	-0.12878962060000002	0.09345430449999999	0.14961949800000002	-0.0504357849	0.17364797640000001	0.021835176	-0.0832734098	0.1018945511	0.0701639163	0.1347362205	0.077007084	-0.0788643688	-0.0006634544	0.0353351769	-0.0154430085	0.1142968642	0.0677948232	0.1715711486	0.1188284486	-0.0066983725	-0.0752588899	0.0614128839	-0.160286392	0.1230727166	-0.10746301970000001	-0.043398569500000005	0.0079403432	0.1906441166	0.0029032963	0.0603054039	0.0935953442	-0.1117808508	-0.011978945800000002	-0.0448963838	0.11132554019999999	0.0272583346	-0.0321632649	0.1189493935	0.0855360574	0.0850354834	-0.1000762761	-0.039987338	0.0682567449	-0.12327852689999999	-0.060743913	0.0343507328	-0.1364031721	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0223498	-0.006117400000000002	0.00049951356004	3.742258276000003e-05	-0.0834795	-0.013505000000000005	0.00018238502500000009	0.00696882692025	0.0234391	-0.0038806000000000014	0.0005493914088099998	1.5059056360000011e-05	-0.00154526	0.00016792	2.3878284676e-06	2.81971264e-08	0.00131278	0.0	0.0	1.7233913283999996e-06	0.000156255	0.00032844	2.4415625025e-08	1.078728336e-07	0.0	0.0	0.0
31643.44140625	-114.015625	12999.562744140625	1001307384.030777	21279.626953125	-26.177734375	452822523.264164	685.2737770080566	21695.31640625	-12.2578125	470686753.9673004	150.25396728515625	1.2746940000000002	22.363369	0.13251496999999998	0.1724031423	0.083325518	0.0195184752	-0.0988325402	0.044823222	-0.12067257519999999	0.08482100390000001	0.0933256923	-0.0998953805	-0.2334811267	-0.0715747338	0.017796036799999998	0.0637832274	0.0025169443	0.0341485694	0.1012722953	-0.09642588220000001	0.0156920547	0.0907227206	0.0305221094	-0.1226031999	-0.047077823399999996	0.097733327	-0.07223821400000001	0.0514544907	-0.0381000777	0.0831813971	0.11263485359999999	-0.07973781519999999	-0.0129496567	0.0429356228	0.12152147349999999	0.1220588055	-0.1114311428	0.0457708622	0.0885919381	-0.1590972937	-0.0063278756	0.0721767904	-0.1016908173	0.0880209972	-0.0478089096	-0.07851555589999999	0.0455971825	-0.0830338949	-0.048348264	0.22127651280000002	-0.057969869800000004	0.1394038634	0.0321074391	-0.1646387012	0.13188462410000001	0.1834403386	-0.08590321039999999	0.0777272978	0.01701943	-0.034824845099999995	0.0392085144	0.0398321877	-0.0667143684	-0.0376145998	0.1907270293	-0.0326748234	0.0925059577	0.120732359	-0.1628024605	0.0634242672	-0.149539131	-0.1126048878	0.059078643499999986	0.1164720615	0.0621277326	0.0666198271	0.2480516771	-0.0568823951	0.1035305106	-0.09345542119999999	-0.0942296947	0.1607871919	-0.0436193606	0.0114227025	-0.0052640377	0.006500296	-0.0455147808	-0.1335013638	0.025693212599999998	0.012366373100000001	-0.046598978799999996	-0.0993365074	0.0562612891	0.0097949211	-0.0076164918000000015	0.0283481069	0.0732181577	-0.0214510896	-0.12249340619999999	0.0107281167	0.09954771109999999	0.0084074887	0.09995624130000001	-0.1929560977	0.0174222598	0.1299127109	0.0903773869	-0.144874518	0.074796654	0.1203137291	0.034337514900000005	-0.043640002000000004	0.120326335	0.1161887065	0.1093977275	-0.0206209	0.0017288999999999985	0.0004252215168100001	2.989095209999994e-06	-0.00544848	0.07803101999999999	0.006088840082240399	2.9685934310400007e-05	0.0415214	0.018082300000000003	0.00172402665796	0.00032696957329000014	-0.00198334	-0.0004380800000000002	3.933637555600002e-06	1.9191408640000017e-07	0.00121366	-9.911999999999984e-05	9.82477439999997e-09	1.4729705956e-06	0.0	-0.000156255	0.0	2.4415625025e-08	0.0	0.0	0.0
31858.359375	214.91796875	46189.73329162598	1014955062.0666504	21259.484375	-20.142578125	451965675.89086914	405.7234535217285	21762.01171875	66.6953125	473585154.0470123	4448.264709472656	1.1843340000000002	20.778093	0.12717872	0.0401862991	0.1617053858	0.1022409154	-0.1099457541	0.07818171230000001	-0.0990659111	-0.0787832364	-0.1164495976	-0.1071772412	-0.0871210906	-0.10493795869999999	-0.0332145802	-0.1459208829	-0.0525146346	-0.0131577156	0.0288130198	-0.0057309049	0.0183597315	0.1920113041	-0.0397121708	-0.0238521192	0.0739237258	-0.0972512768	0.02300719	-0.0740281017	-0.0281136011	-0.07150510709999999	-0.1001030817	-0.0020511835	0.0556543487	0.1546498477	0.09036582300000001	0.0932045125	-0.0032979599	-0.0011872157000000002	-0.15259613730000002	0.055302865599999994	-0.0485795316	-0.0503853943	-0.0643824133	-0.0736995895	0.0308422445	0.169818556	0.025125399500000003	0.1425220657	-0.0114889099	-0.0038652240000000004	-0.1040333911	0.0694561297	-0.096872355	0.0667483761	-0.10834546869999999	0.0371308182	-0.19866817579999999	0.0823993183	0.1151020908	0.1666346064	0.0338120402	-0.11177443529999999	-0.013906025800000001	0.0823196162	0.0755541877	-0.0795097618	0.1106220418	-0.022831318	0.1229077116	0.0044091728000000005	-0.20200558940000002	-0.0235239335	-0.0352938322	0.0653627311	-0.0351862678	-0.0743601221	0.1324444303	0.0689393043	-0.0519376991	0.06363837	-0.0667898983	-0.0259324891	-0.0047862986	-0.0728015777	0.0044856251000000005	-0.11048874539999999	0.0673296152	0.1198772964	0.011846743500000001	0.031084964	0.0578839582	0.0356684952	-0.050126069100000004	-0.0692276373	0.07207658900000001	0.031291829	-0.007277958599999999	-0.0265435912	0.11353921269999999	0.010294641	-0.0152940277	-0.0056549449	-0.047849885999999994	0.0354499703	0.25607958350000004	-0.0273175876	0.0154112826	-0.09419062	0.050522104000000005	-0.1250284456	-0.0779804071	-0.0680992272	0.1198669825	0.1143757435	0.10540925529999999	-0.0150363	0.0055846	0.00022609031769	3.118775716000001e-05	-0.08897519999999999	-0.08352671999999997	0.006976712953958398	0.007916586215039998	0.017691499999999995	-0.023829900000000005	0.00031298917224999986	0.0005678641340100003	-0.0017227	0.0002606400000000001	2.9676952899999996e-06	6.793320960000008e-08	0.00123777	2.410999999999993e-05	5.812920999999966e-10	1.5320745729e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31979.189453125	120.830078125	14599.907779693604	1022668558.0788614	21266.443359375	6.958984375	452261613.157505	48.42746353149414	21820.07421875	58.0625	476115638.9117584	3371.25390625	1.26056	22.115408	0.17007293	-0.1121823643	-0.0085796907	0.1889893171	0.10165085730000001	0.0196282953	-0.1120491895	-0.0181149023	0.0262921017	0.0497291512	0.07196839990000001	-0.0955556493	0.1282659837	-0.0981259962	0.0413799054	-0.13330872529999999	0.0279976593	0.0700312444	0.1602218667	0.1903895512	-0.0006946496000000001	0.0409498031	0.1382429985	0.047214934800000004	0.1076708953	-0.0694306242	-0.097888133	0.026557442599999998	0.0422143522	0.0976874579	-0.0339801602	-0.0275318913	0.025402537599999997	0.0473974995	0.10359931019999999	0.2010849645	0.0615090034	-0.1085936652	0.0340159083	-0.041006227	0.0987792016	0.0441476362	-0.0770037141	0.06507960559999999	0.0600191296	-0.0619198066	0.1590947884	-0.0224547919	-0.0017475448999999998	0.0616192084	0.0238842204	-0.1373223432	-0.061990639800000004	-0.0795724867	-0.0149533886	-0.1742692034	0.1925526779	0.1094555819	0.0855630663	0.0835728879	0.0295008349	-0.0618282875	-0.0080929066	-0.0034296428000000004	0.1078451948	-0.0045617404	0.0142332199	-0.006656626	0.034727225800000004	0.132355314	0.0045842415999999995	0.07022843150000001	-0.002228265	-0.06771301589999999	0.1355937834	0.0947076144	0.0220632871	0.1149725361	0.034446476499999996	-0.0847636771	0.0093470486	0.11808001380000001	-0.186875063	0.020190404	-0.0706524036	0.1318987194	-0.1401266062	0.0750329594	-0.1407327792	-0.0184971505	-0.0226447669	0.0184390824	-0.10148963150000001	0.10664017210000001	-0.0730646413	0.0024120043	-0.0005177534	0.0832251338	0.1725594826	0.0804573114	0.1097662664	-0.0543988428	-0.07462102150000001	0.0244474589	0.12993226730000002	-0.043656014400000005	0.0804783775	-0.0794382042	0.0453774371	0.08947881939999999	0.11934271980000001	0.112315068	0.1009072399	-0.011675	0.003361300000000001	0.000136305625	1.1298337690000008e-05	0.010064	0.0990392	0.00980876313664	0.00010128409600000001	0.00260267	-0.015088829999999998	6.7738911289e-06	0.0002276727907688999	-0.00244369	-0.0007209900000000001	5.971620816100001e-06	5.198265801000002e-07	0.000907088	-0.00033068199999999995	1.09350585124e-07	8.228086397439999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31771.365234375	-207.82421875	43190.90589904785	1009419648.8560524	21249.630859375	-16.8125	451546811.65970236	282.66015625	21757.3671875	-62.70703125	473383026.93170166	3932.171768188477	1.319757	23.153965	0.05991822899999999	0.0483540216	-0.0812619687	0.0786265672	0.0179112703	-0.025866389500000003	-0.061934036799999995	0.125387709	-0.0433815184	0.0025733069	-0.013068892700000001	-0.22686581460000002	0.0731742957	-0.16365059029999998	-0.153371783	0.0146308468	0.0111866269	0.08494667060000001	-0.1145123972	0.005728733000000001	-0.026648612400000004	0.07821911969999999	-0.1250183681	-0.0611008132	-0.1629608824	-0.0189433878	0.0500229976	-0.029867661099999998	-0.0626566655	0.154268525	0.0059814316	-0.0506682278	-0.0187220845	-0.0735309169	-0.0861651512	-0.08724602029999999	0.028178730699999998	0.0100607771	-0.0502064376	0.11280514330000001	0.1919751273	-0.0245998698	-0.013237996100000001	-0.18174218050000002	-0.0622668385	-0.208705483	0.082326576	0.0813614928	-0.1284453569	0.013242046200000001	-0.0441034687	-0.0156555149	0.0137114553	0.0706805549	-0.0440450271	-0.0585191359	0.0263158567	0.1855873186	-0.1174756107	0.0571652003	-0.17913676679999999	-0.0370593592	-0.0965888097	0.0397117998	0.043679383200000005	-0.1113855111	-0.0744865024	0.1228762639	-0.1887061901	0.161476268	-0.0555484033	-0.008277601400000001	-0.1970351631	-0.0364169232	-0.0006492199	0.0828317334	-0.1330837622	0.0381303489	-0.125666692	-0.047610917999999995	-0.053209893	-0.015705781499999998	0.0648608431	-0.0168821935	-0.0922494782	-0.112578377	0.0257793187	-0.020673978200000002	0.046003303899999994	0.0467118947	0.105726105	-0.10647607349999999	-0.10357786779999999	-0.08983528380000001	0.0455654782	0.0594574347	0.08522464789999999	-0.1414928833	0.012121378300000001	-0.063577244	0.0732524492	-0.1361228651	-0.170966382	-0.0200015802	-0.093102884	-0.062934215	-0.0746542997	-0.0703203742	0.1526321988	0.027399955099999998	0.11875383099999999	0.1100111431	0.0959136145	-0.00958891	0.0020860899999999988	9.19471949881e-05	4.351771488099994e-06	-0.024986900000000003	-0.0350509	0.00122856559081	0.0006243451716100003	-0.0008609689999999997	-0.003463639	7.412676189609995e-07	1.1996795122320998e-05	-0.00238102	6.266999999999991e-05	5.669256240400002e-06	3.9275288999999885e-09	0.00123077	0.00032368199999999994	1.0477003712399997e-07	1.5147947929e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
