lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0133	953.0	1160.0	1088.0	924.0	653.0	1765.0	1127.0	1252.0	464.0	183.0	1133.0	1148.0	245.0	825.0	3000.0	5692.0	509.0	508.0	1432.0	964.0	1313.0	1818.0	944.0	1818.0	2183.0	2104.0	3010.0	1594.0	1726.0	2437.0	743.0	650.0	315.0	1262.0	556.0	615.0	2004.0	1836.0	222.0	384.0	663.0	1369.0	1121.0	1531.0	2059.0	898.0	338.0	798.0	1137.0	798.0	297.0	1806.0	1198.0	1951.0	308.0	2787.0	392.0	838.0	618.0	756.0	1674.0	305.0	617.0	1130.0	1738.0	989.0	2828.0	1193.0	1159.0	554.0	974.0	1524.0	4285.0	247.0	93440.5	1267941.0	1387763.249643
sub-0134	779.0	1024.0	1071.0	892.0	601.0	1791.0	998.0	777.0	322.0	184.0	1464.0	984.0	260.0	789.0	3546.0	5141.0	476.0	558.0	1572.0	1208.0	1350.0	2057.0	705.0	1617.0	1880.0	1909.0	2002.0	1312.0	1582.0	1706.0	617.0	422.0	287.0	1455.0	408.0	511.0	1716.0	1967.0	206.0	208.0	726.0	1393.0	991.0	1623.0	2020.0	819.0	308.0	1090.0	1150.0	469.0	353.0	1694.0	1171.0	2070.0	218.0	2108.0	792.0	1148.0	583.0	799.0	1601.0	282.0	595.0	1039.0	1759.0	703.0	1768.0	964.0	943.0	394.0	721.0	1049.0	4853.0	311.0	86859.3	1148514.0	1328781.652489
sub-0135	752.0	1020.0	864.0	969.0	593.0	1484.0	828.0	850.0	352.0	161.0	1460.0	973.0	319.0	597.0	2797.0	4752.0	454.0	393.0	1469.0	896.0	1175.0	1970.0	896.0	1646.0	1915.0	2082.0	1809.0	1302.0	1412.0	1731.0	606.0	421.0	318.0	1702.0	438.0	725.0	1239.0	2041.0	186.0	260.0	814.0	1570.0	1138.0	1503.0	1828.0	662.0	352.0	915.0	986.0	649.0	419.0	1508.0	917.0	1971.0	240.0	2138.0	650.0	1004.0	584.0	504.0	1271.0	177.0	538.0	1101.0	1287.0	754.0	1879.0	1037.0	809.0	395.0	960.0	820.0	4866.0	290.0	82390.6	1087460.0	1211561.579842
sub-0136	785.0	887.0	796.0	1097.0	548.0	1512.0	847.0	884.0	517.0	157.0	1309.0	986.0	228.0	710.0	2832.0	4464.0	457.0	419.0	1280.0	903.0	1458.0	1862.0	620.0	1643.0	1890.0	2104.0	1752.0	1268.0	1358.0	1661.0	696.0	359.0	313.0	1372.0	464.0	625.0	1470.0	1906.0	180.0	201.0	738.0	1221.0	1185.0	1289.0	1993.0	642.0	314.0	982.0	1065.0	545.0	368.0	1192.0	862.0	1724.0	462.0	1936.0	490.0	864.0	588.0	868.0	1283.0	280.0	420.0	992.0	1160.0	809.0	1693.0	1160.0	776.0	373.0	761.0	1075.0	3858.0	277.0	79064.9	1016367.0	1270118.732709
sub-0137	1024.0	1224.0	1128.0	1324.0	577.0	1780.0	982.0	1092.0	428.0	275.0	1324.0	941.0	389.0	731.0	3505.0	6499.0	513.0	562.0	2095.0	951.0	1601.0	2086.0	844.0	1952.0	2374.0	2575.0	2282.0	1454.0	1730.0	2281.0	757.0	362.0	330.0	1522.0	683.0	633.0	2260.0	2261.0	212.0	172.0	814.0	1408.0	1097.0	1920.0	2044.0	753.0	455.0	918.0	1316.0	711.0	374.0	1363.0	1186.0	2718.0	80.0	2423.0	872.0	1098.0	550.0	612.0	1931.0	297.0	547.0	1288.0	1538.0	764.0	1739.0	1272.0	731.0	535.0	959.0	1247.0	4921.0	339.0	96531.2	1214336.0	1528498.946679
sub-0138	985.0	809.0	1164.0	1238.0	553.0	1596.0	767.0	1035.0	371.0	189.0	1612.0	989.0	310.0	715.0	3472.0	5277.0	534.0	454.0	1418.0	1137.0	1058.0	2324.0	1313.0	1690.0	1736.0	2219.0	1787.0	1940.0	1749.0	1848.0	731.0	502.0	378.0	1537.0	575.0	826.0	2015.0	1902.0	243.0	187.0	837.0	1545.0	1208.0	1618.0	2419.0	752.0	379.0	887.0	1269.0	877.0	395.0	1522.0	1004.0	1985.0	91.0	1752.0	913.0	997.0	514.0	741.0	1419.0	219.0	466.0	1191.0	1779.0	909.0	1439.0	1445.0	986.0	528.0	706.0	1351.0	4190.0	369.0	89891.0	1156408.0	1332201.738154
sub-0139	889.0	945.0	874.0	943.0	625.0	1460.0	730.0	799.0	360.0	223.0	1677.0	1084.0	329.0	880.0	2839.0	4764.0	362.0	526.0	1129.0	993.0	1168.0	2357.0	872.0	1500.0	1721.0	1442.0	1904.0	1214.0	1328.0	1751.0	600.0	347.0	299.0	1197.0	407.0	566.0	1495.0	1562.0	327.0	220.0	571.0	1340.0	1015.0	2505.0	2090.0	705.0	312.0	1022.0	1158.0	656.0	323.0	1477.0	918.0	2061.0	196.0	1921.0	523.0	1037.0	497.0	513.0	1317.0	211.0	380.0	982.0	1808.0	622.0	1688.0	1015.0	754.0	463.0	743.0	1115.0	4212.0	213.0	81067.6	1079355.0	1273293.645814
sub-0140	986.0	1212.0	1031.0	954.0	506.0	1665.0	950.0	1010.0	495.0	215.0	1556.0	790.0	255.0	766.0	3680.0	4930.0	425.0	508.0	1414.0	1050.0	1213.0	2091.0	686.0	1608.0	1804.0	1953.0	2352.0	1603.0	1737.0	2076.0	813.0	421.0	309.0	1322.0	514.0	667.0	2030.0	1958.0	244.0	274.0	722.0	1550.0	1226.0	1956.0	2154.0	858.0	325.0	975.0	1107.0	601.0	388.0	1354.0	1177.0	2005.0	216.0	2479.0	793.0	918.0	710.0	823.0	1488.0	240.0	502.0	1072.0	1689.0	865.0	2315.0	1321.0	864.0	516.0	750.0	1554.0	4259.0	273.0	90116.9	1146479.0	1309036.588567
sub-0141	873.0	1070.0	842.0	1132.0	633.0	1585.0	796.0	779.0	441.0	214.0	1485.0	873.0	276.0	783.0	3459.0	5281.0	494.0	565.0	1780.0	1101.0	983.0	2121.0	1016.0	1842.0	1967.0	2043.0	2190.0	1500.0	1763.0	1743.0	694.0	275.0	357.0	1416.0	570.0	879.0	2472.0	2137.0	259.0	253.0	859.0	1414.0	1277.0	2033.0	2002.0	652.0	460.0	987.0	1189.0	955.0	418.0	1706.0	1082.0	2329.0	227.0	2271.0	648.0	1106.0	653.0	701.0	1412.0	289.0	622.0	1061.0	1475.0	880.0	1685.0	1451.0	1169.0	646.0	889.0	1484.0	4231.0	267.0	91470.8	1269841.0	1568906.612169
sub-0142	1023.0	1132.0	1046.0	883.0	637.0	1815.0	756.0	926.0	397.0	199.0	1476.0	1017.0	292.0	857.0	3420.0	4762.0	523.0	467.0	1424.0	1051.0	1062.0	2357.0	1063.0	1645.0	1825.0	1983.0	2264.0	1733.0	1730.0	2018.0	712.0	246.0	292.0	1253.0	387.0	481.0	1829.0	1805.0	288.0	315.0	668.0	1360.0	1245.0	1820.0	2235.0	728.0	330.0	1052.0	1136.0	813.0	327.0	1718.0	1023.0	2326.0	373.0	2156.0	706.0	908.0	521.0	668.0	1161.0	211.0	500.0	1110.0	1604.0	722.0	1897.0	1248.0	907.0	522.0	813.0	1445.0	4404.0	353.0	88401.6	1107974.0	1419047.042238
sub-0143	786.0	1192.0	825.0	1073.0	542.0	1367.0	916.0	1136.0	334.0	234.0	1544.0	1059.0	367.0	692.0	2832.0	4637.0	414.0	519.0	1647.0	1005.0	1397.0	2582.0	964.0	1647.0	1471.0	1925.0	1544.0	1455.0	1578.0	1602.0	586.0	681.0	277.0	1389.0	420.0	637.0	1796.0	1857.0	213.0	365.0	741.0	1521.0	1207.0	1904.0	2028.0	696.0	423.0	1084.0	1256.0	763.0	417.0	1725.0	855.0	1765.0	178.0	1894.0	840.0	949.0	603.0	797.0	1433.0	378.0	481.0	1056.0	1660.0	960.0	1975.0	1221.0	1008.0	496.0	609.0	1286.0	4097.0	255.0	86066.1	1159677.0	1261795.146594
sub-0144	787.0	1118.0	962.0	974.0	660.0	1806.0	933.0	969.0	438.0	167.0	1709.0	862.0	264.0	1023.0	2864.0	4972.0	480.0	542.0	1447.0	1096.0	1374.0	2289.0	1089.0	1862.0	1931.0	2005.0	1946.0	1277.0	1684.0	1895.0	706.0	269.0	395.0	1411.0	638.0	876.0	2043.0	1928.0	275.0	290.0	958.0	1383.0	1285.0	1758.0	1946.0	674.0	407.0	950.0	1206.0	797.0	390.0	1402.0	1047.0	2279.0	167.0	2285.0	508.0	1160.0	439.0	733.0	1675.0	254.0	369.0	1226.0	1632.0	1014.0	1802.0	1223.0	1091.0	589.0	741.0	1520.0	4672.0	381.0	90219.1	1196989.0	1377598.763074
sub-0145	868.0	1239.0	1006.0	858.0	456.0	1449.0	883.0	777.0	381.0	214.0	1261.0	929.0	380.0	966.0	2636.0	4846.0	419.0	472.0	1586.0	768.0	1222.0	2025.0	770.0	1701.0	1651.0	1758.0	2085.0	1182.0	1388.0	1512.0	643.0	433.0	272.0	1239.0	436.0	735.0	1503.0	1695.0	212.0	342.0	754.0	1394.0	958.0	1664.0	1793.0	747.0	378.0	1030.0	1211.0	494.0	327.0	1690.0	1113.0	1806.0	104.0	1767.0	813.0	811.0	577.0	592.0	1462.0	314.0	441.0	1111.0	1375.0	646.0	1272.0	926.0	927.0	450.0	551.0	1272.0	3806.0	288.0	80058.7	1038528.0	1181004.283169
sub-0146	1028.0	1136.0	1043.0	1247.0	628.0	1876.0	811.0	1088.0	550.0	326.0	2017.0	1149.0	265.0	1155.0	4045.0	5509.0	599.0	597.0	2052.0	1436.0	1639.0	2530.0	842.0	1862.0	2127.0	2697.0	2649.0	1771.0	1587.0	2303.0	809.0	782.0	319.0	1592.0	653.0	711.0	2810.0	2531.0	233.0	400.0	785.0	1695.0	1448.0	2466.0	2233.0	870.0	373.0	1101.0	1494.0	941.0	372.0	2119.0	1354.0	2186.0	410.0	2527.0	1052.0	1360.0	787.0	909.0	1751.0	428.0	554.0	1064.0	1996.0	910.0	2407.0	1136.0	875.0	733.0	1093.0	1882.0	4633.0	271.0	105618.0	1309750.0	1713343.66495
sub-0147	891.0	1071.0	921.0	994.0	446.0	1668.0	903.0	1016.0	407.0	236.0	1439.0	962.0	265.0	854.0	2807.0	4910.0	367.0	452.0	1412.0	880.0	1293.0	2027.0	1102.0	1681.0	1519.0	1755.0	1668.0	1357.0	1737.0	1897.0	709.0	666.0	314.0	1234.0	571.0	731.0	1814.0	1517.0	199.0	282.0	775.0	1524.0	1157.0	1576.0	2128.0	800.0	366.0	1004.0	1093.0	857.0	308.0	1881.0	894.0	1997.0	68.0	2114.0	892.0	655.0	490.0	616.0	1347.0	243.0	547.0	1143.0	1587.0	1018.0	1574.0	1437.0	1040.0	488.0	647.0	1018.0	3086.0	361.0	83701.5	1108780.0	1526747.497947
sub-0148	937.0	1321.0	1024.0	1124.0	570.0	1663.0	970.0	1094.0	497.0	232.0	1849.0	1070.0	411.0	949.0	3091.0	5064.0	509.0	597.0	1987.0	1075.0	1239.0	2491.0	906.0	1878.0	1949.0	2199.0	2419.0	1779.0	1952.0	1627.0	785.0	468.0	422.0	1584.0	658.0	739.0	2163.0	2221.0	195.0	272.0	845.0	1543.0	1256.0	2257.0	2316.0	988.0	377.0	950.0	1100.0	918.0	369.0	2150.0	1446.0	1996.0	295.0	2158.0	838.0	876.0	562.0	623.0	1501.0	295.0	482.0	1027.0	1968.0	920.0	2268.0	1235.0	981.0	475.0	639.0	1400.0	4505.0	378.0	95920.4	1270800.0	1649087.282336
sub-0149	1128.0	1117.0	1161.0	1149.0	669.0	1779.0	833.0	1026.0	508.0	215.0	2051.0	948.0	292.0	832.0	4039.0	5946.0	398.0	563.0	1753.0	1269.0	1197.0	2403.0	1185.0	1875.0	1654.0	2486.0	2417.0	1645.0	2074.0	1816.0	692.0	204.0	447.0	1553.0	594.0	1041.0	1858.0	1977.0	273.0	323.0	945.0	1764.0	1223.0	2225.0	2186.0	805.0	307.0	983.0	1254.0	807.0	418.0	1859.0	1346.0	2468.0	323.0	2044.0	1154.0	990.0	413.0	711.0	1542.0	247.0	631.0	1184.0	2033.0	1072.0	2964.0	1317.0	1388.0	437.0	722.0	1175.0	4659.0	342.0	99328.5	1327923.0	1564750.661083
sub-0150	1092.0	1024.0	960.0	963.0	556.0	1958.0	1045.0	1105.0	546.0	213.0	1465.0	949.0	324.0	707.0	3586.0	5688.0	456.0	578.0	1363.0	978.0	1231.0	1883.0	886.0	1829.0	2210.0	1963.0	1914.0	1416.0	1696.0	1586.0	685.0	538.0	237.0	1547.0	501.0	624.0	1866.0	2346.0	242.0	256.0	724.0	1408.0	1210.0	1899.0	2106.0	674.0	506.0	995.0	1141.0	864.0	335.0	1277.0	1185.0	3201.0	295.0	1788.0	781.0	1029.0	353.0	818.0	1360.0	323.0	567.0	1117.0	1521.0	1028.0	1884.0	1001.0	1058.0	640.0	713.0	1150.0	4899.0	209.0	91066.0	1194002.0	1438480.083057
sub-0151	980.0	1220.0	1057.0	1040.0	597.0	2209.0	1258.0	1040.0	515.0	283.0	1629.0	1034.0	262.0	730.0	3253.0	5512.0	526.0	579.0	1653.0	1061.0	1370.0	2271.0	1309.0	2002.0	2038.0	1525.0	1947.0	1406.0	1957.0	1634.0	810.0	305.0	373.0	1240.0	607.0	386.0	2260.0	1828.0	241.0	230.0	603.0	1630.0	1204.0	2617.0	2386.0	846.0	524.0	982.0	1141.0	1009.0	479.0	1867.0	1036.0	2267.0	110.0	2365.0	883.0	817.0	613.0	714.0	1184.0	285.0	621.0	1285.0	1461.0	1115.0	1849.0	1590.0	1001.0	436.0	586.0	1440.0	4717.0	249.0	94093.7	1246749.0	1676268.454142
sub-0152	973.0	1228.0	1004.0	1264.0	496.0	1559.0	847.0	1021.0	396.0	237.0	1420.0	1108.0	420.0	946.0	2927.0	5144.0	536.0	558.0	1888.0	844.0	1324.0	2229.0	1255.0	2158.0	2247.0	1760.0	1896.0	1723.0	1711.0	1788.0	643.0	548.0	333.0	1451.0	773.0	503.0	1876.0	2223.0	251.0	313.0	561.0	1505.0	1123.0	1970.0	2326.0	697.0	474.0	1007.0	1286.0	793.0	427.0	1948.0	1018.0	1771.0	93.0	2345.0	982.0	990.0	761.0	782.0	1608.0	376.0	552.0	1371.0	1886.0	811.0	2142.0	1414.0	733.0	579.0	688.0	1345.0	5569.0	215.0	93971.5	1251317.0	1394407.333189
sub-0153	839.0	1262.0	1057.0	1360.0	507.0	1598.0	939.0	1036.0	406.0	186.0	1819.0	917.0	384.0	756.0	3747.0	6041.0	444.0	536.0	1482.0	1381.0	1230.0	1895.0	694.0	1696.0	1467.0	2381.0	2335.0	1258.0	1744.0	1874.0	605.0	592.0	390.0	1565.0	405.0	718.0	1730.0	2096.0	268.0	232.0	788.0	1669.0	1132.0	1819.0	1993.0	745.0	361.0	990.0	1193.0	715.0	464.0	1419.0	1205.0	2110.0	86.0	2593.0	605.0	909.0	594.0	830.0	1593.0	213.0	408.0	952.0	2328.0	856.0	2211.0	1544.0	858.0	629.0	658.0	1015.0	3964.0	319.0	91640.9	1225167.0	1611229.257359
sub-0154	1037.0	1319.0	983.0	1162.0	495.0	1670.0	963.0	990.0	507.0	209.0	1342.0	987.0	392.0	1201.0	3480.0	5355.0	541.0	546.0	1518.0	1120.0	1772.0	1841.0	966.0	2183.0	1709.0	2223.0	2425.0	1435.0	1840.0	2487.0	761.0	626.0	442.0	1735.0	579.0	790.0	1850.0	1759.0	313.0	311.0	913.0	1746.0	1410.0	1869.0	2208.0	781.0	577.0	1039.0	1342.0	773.0	365.0	1954.0	1440.0	2849.0	202.0	2394.0	1118.0	629.0	639.0	932.0	1808.0	263.0	513.0	1209.0	1343.0	970.0	2049.0	1042.0	998.0	563.0	1155.0	999.0	3971.0	426.0	96354.2	1246900.0	1409137.408525
sub-0155	719.0	1478.0	826.0	874.0	380.0	1420.0	996.0	922.0	382.0	145.0	1229.0	982.0	294.0	713.0	2481.0	4218.0	411.0	380.0	1440.0	937.0	1295.0	1987.0	848.0	1507.0	1697.0	1613.0	1783.0	1265.0	1658.0	1754.0	548.0	89.0	368.0	1169.0	426.0	565.0	1608.0	1413.0	230.0	195.0	687.0	1286.0	943.0	1409.0	1937.0	695.0	321.0	793.0	989.0	706.0	341.0	1659.0	1007.0	1813.0	121.0	2258.0	598.0	759.0	657.0	817.0	1371.0	263.0	361.0	996.0	1359.0	726.0	1867.0	1260.0	785.0	496.0	795.0	993.0	3934.0	227.0	78473.4	994286.0	1049766.083289
sub-0156	1061.0	1365.0	1118.0	1416.0	564.0	1789.0	1090.0	1205.0	516.0	239.0	1579.0	923.0	270.0	875.0	3698.0	5394.0	541.0	721.0	1921.0	1103.0	1772.0	2427.0	1062.0	1910.0	2226.0	2835.0	2213.0	1637.0	1781.0	2419.0	772.0	702.0	326.0	1472.0	624.0	896.0	1734.0	2041.0	282.0	217.0	835.0	1477.0	1215.0	2318.0	2084.0	992.0	467.0	914.0	1444.0	719.0	498.0	1552.0	1164.0	2359.0	126.0	2335.0	826.0	1243.0	620.0	745.0	1448.0	269.0	441.0	1216.0	1774.0	1201.0	2639.0	1190.0	984.0	504.0	847.0	1451.0	5017.0	272.0	99920.5	1264599.0	1432755.508625
sub-0157	980.0	1137.0	1004.0	993.0	528.0	1772.0	1184.0	950.0	437.0	265.0	1531.0	1089.0	382.0	1018.0	3299.0	5945.0	496.0	546.0	1326.0	1041.0	1072.0	2232.0	1066.0	1917.0	1697.0	1647.0	2221.0	1374.0	1832.0	2123.0	758.0	581.0	312.0	1298.0	577.0	720.0	1768.0	1751.0	255.0	295.0	711.0	1403.0	1213.0	1713.0	2007.0	721.0	400.0	972.0	1314.0	787.0	344.0	1995.0	1224.0	2336.0	148.0	2321.0	656.0	887.0	503.0	668.0	1173.0	219.0	540.0	1108.0	1468.0	950.0	1988.0	1335.0	906.0	530.0	907.0	1127.0	3497.0	251.0	89740.8	1177199.0	1729902.861085
sub-0158	1173.0	1303.0	1109.0	990.0	628.0	2068.0	1171.0	1052.0	491.0	245.0	1421.0	1245.0	301.0	1119.0	3868.0	6419.0	488.0	533.0	1797.0	950.0	1342.0	2559.0	1260.0	2124.0	2683.0	2238.0	2803.0	1713.0	1737.0	2472.0	869.0	496.0	345.0	1367.0	595.0	633.0	2406.0	2703.0	226.0	261.0	671.0	1633.0	1408.0	1918.0	1932.0	867.0	385.0	1076.0	1351.0	827.0	541.0	1929.0	1285.0	2386.0	381.0	2481.0	966.0	1079.0	707.0	951.0	1698.0	302.0	649.0	1353.0	1538.0	1051.0	2431.0	1264.0	966.0	641.0	1038.0	1416.0	5244.0	288.0	103853.0	1343961.0	1603684.471626
sub-0159	820.0	1135.0	931.0	1334.0	623.0	1700.0	959.0	835.0	433.0	205.0	1261.0	774.0	323.0	699.0	3049.0	4559.0	488.0	476.0	1817.0	859.0	1219.0	2040.0	826.0	1822.0	1749.0	1904.0	1755.0	1815.0	1630.0	1954.0	844.0	126.0	289.0	1484.0	551.0	789.0	1946.0	1841.0	261.0	157.0	797.0	1618.0	1290.0	1957.0	2110.0	721.0	361.0	1020.0	1241.0	683.0	334.0	1435.0	1086.0	2016.0	289.0	1646.0	1148.0	821.0	611.0	857.0	1368.0	307.0	509.0	1093.0	1411.0	946.0	1999.0	1305.0	692.0	575.0	858.0	1213.0	4296.0	271.0	87166.7	1111586.0	1219311.015304
sub-0160	917.0	1293.0	901.0	856.0	544.0	1417.0	903.0	974.0	382.0	212.0	1739.0	889.0	364.0	765.0	3190.0	5328.0	478.0	548.0	1746.0	1081.0	1121.0	2188.0	1143.0	1848.0	1787.0	1595.0	1711.0	1251.0	1797.0	1638.0	755.0	394.0	352.0	1337.0	507.0	528.0	1792.0	1628.0	163.0	287.0	695.0	1469.0	1185.0	2018.0	1945.0	616.0	417.0	913.0	1098.0	907.0	345.0	1530.0	972.0	1855.0	131.0	2192.0	1023.0	1129.0	567.0	573.0	1496.0	374.0	496.0	1194.0	1603.0	729.0	1687.0	1000.0	1139.0	585.0	528.0	1225.0	4176.0	358.0	86519.8	1120869.0	1253010.735341
sub-0161	887.0	1266.0	1131.0	1380.0	544.0	1588.0	1068.0	1208.0	560.0	218.0	1640.0	1105.0	287.0	752.0	3699.0	5184.0	507.0	549.0	1707.0	1245.0	1422.0	2272.0	734.0	1819.0	2014.0	1947.0	2660.0	1421.0	1827.0	2208.0	699.0	632.0	322.0	1545.0	632.0	696.0	2619.0	2200.0	238.0	247.0	872.0	1516.0	1173.0	1785.0	2234.0	855.0	446.0	1158.0	1206.0	754.0	497.0	1947.0	1168.0	2337.0	121.0	3053.0	575.0	1189.0	567.0	947.0	1704.0	380.0	613.0	1104.0	1860.0	1191.0	2199.0	1408.0	1027.0	663.0	905.0	1657.0	4586.0	323.0	98695.1	1264910.0	1678825.014059
sub-0162	1173.0	1392.0	1070.0	1227.0	949.0	1854.0	1005.0	997.0	487.0	223.0	1732.0	722.0	318.0	856.0	4333.0	5741.0	525.0	532.0	2319.0	1076.0	1597.0	2528.0	919.0	2091.0	2329.0	2054.0	2610.0	1831.0	1933.0	2019.0	774.0	558.0	299.0	1890.0	626.0	772.0	2352.0	2073.0	289.0	254.0	740.0	1668.0	1329.0	2150.0	2171.0	821.0	360.0	941.0	1257.0	775.0	412.0	1711.0	1726.0	2377.0	171.0	2841.0	1111.0	1037.0	641.0	945.0	1491.0	330.0	584.0	1317.0	1536.0	1015.0	2322.0	1285.0	1082.0	475.0	856.0	1483.0	5431.0	192.0	102911.0	1348454.0	1593923.271011
sub-0163	903.0	1162.0	955.0	1187.0	481.0	1729.0	1002.0	923.0	478.0	201.0	1323.0	657.0	207.0	652.0	3314.0	5318.0	589.0	589.0	1536.0	957.0	1618.0	2210.0	917.0	1683.0	1664.0	2298.0	2295.0	1551.0	1478.0	1893.0	729.0	421.0	352.0	1658.0	601.0	632.0	2175.0	1826.0	175.0	125.0	743.0	1321.0	1384.0	1695.0	2206.0	801.0	350.0	1162.0	1140.0	880.0	270.0	1189.0	1103.0	1992.0	215.0	2051.0	804.0	842.0	382.0	843.0	1489.0	317.0	493.0	1108.0	1757.0	908.0	2532.0	1006.0	940.0	484.0	857.0	1662.0	4329.0	289.0	90008.9	1184842.0	1344675.479312
sub-0164	857.0	1378.0	1032.0	1249.0	528.0	1725.0	902.0	1089.0	582.0	224.0	1715.0	861.0	307.0	857.0	3400.0	5691.0	650.0	514.0	1754.0	952.0	1571.0	2423.0	1052.0	1769.0	1609.0	2492.0	2292.0	1782.0	1697.0	2037.0	587.0	332.0	388.0	1480.0	508.0	821.0	1734.0	2250.0	219.0	193.0	932.0	1392.0	1334.0	2343.0	2131.0	815.0	378.0	1060.0	1194.0	728.0	418.0	1376.0	934.0	2219.0	308.0	2371.0	779.0	749.0	502.0	516.0	1841.0	346.0	492.0	1138.0	1846.0	948.0	2619.0	1234.0	1109.0	489.0	777.0	1403.0	4782.0	344.0	95344.6	1243836.0	1385993.169429
sub-0165	851.0	1267.0	1060.0	928.0	454.0	1469.0	723.0	873.0	354.0	196.0	1506.0	796.0	310.0	752.0	3433.0	4450.0	370.0	443.0	1765.0	1074.0	1012.0	1801.0	997.0	1570.0	1959.0	1683.0	2047.0	1349.0	1435.0	1737.0	696.0	308.0	311.0	1219.0	409.0	575.0	1651.0	1692.0	245.0	366.0	636.0	1417.0	1094.0	1521.0	1893.0	744.0	360.0	975.0	1123.0	895.0	420.0	1382.0	1078.0	1909.0	129.0	2359.0	1064.0	977.0	417.0	872.0	1240.0	308.0	424.0	981.0	1399.0	714.0	1900.0	975.0	678.0	392.0	797.0	1121.0	5136.0	242.0	83706.1	1084384.0	1267159.926204
sub-0166	796.0	925.0	893.0	1278.0	613.0	1570.0	818.0	862.0	371.0	244.0	1332.0	1115.0	312.0	836.0	3416.0	5496.0	397.0	474.0	1440.0	1274.0	1188.0	1868.0	1012.0	1557.0	1725.0	2253.0	2277.0	1378.0	1914.0	1683.0	610.0	785.0	259.0	1264.0	328.0	615.0	2039.0	1763.0	275.0	282.0	756.0	1306.0	1272.0	1395.0	2003.0	755.0	365.0	891.0	1292.0	726.0	451.0	1547.0	889.0	1861.0	149.0	1926.0	513.0	1393.0	348.0	587.0	2047.0	241.0	532.0	927.0	1843.0	834.0	2045.0	1224.0	1142.0	528.0	728.0	1366.0	4063.0	239.0	87722.0	1162848.0	1340410.07163
sub-0167	950.0	1290.0	1173.0	1367.0	506.0	1497.0	780.0	976.0	478.0	257.0	1666.0	914.0	306.0	977.0	3392.0	5360.0	590.0	623.0	1900.0	1374.0	1471.0	2072.0	1218.0	1635.0	1572.0	2844.0	2120.0	1510.0	1929.0	2439.0	623.0	605.0	292.0	1483.0	518.0	942.0	1848.0	1897.0	256.0	270.0	944.0	1761.0	1341.0	2099.0	2159.0	889.0	382.0	949.0	1350.0	969.0	290.0	1608.0	1036.0	2430.0	195.0	2721.0	1020.0	1220.0	730.0	640.0	1277.0	249.0	445.0	1037.0	1560.0	763.0	2039.0	1496.0	1131.0	564.0	1206.0	1071.0	4607.0	385.0	96483.0	1231796.0	1553483.641544
