csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
31411.833984375	n/a	n/a	986703314.2619363	18823.2421875	n/a	354314446.44927984	n/a	19997.71484375	n/a	n/a	399908598.9719391	n/a	n/a	n/a	-0.0061807302	-0.05804145650000001	0.0057883455	0.0006801158	-0.0323167256	0.042414748700000005	-0.0176440674	0.1502797915	-0.0935439142	0.0091396859	-0.0707156575	0.0511311838	-0.2029185534	0.0927011816	-0.1070721559	0.0218161198	-0.0483592024	0.039565120499999995	0.0149752772	-0.17818382440000002	0.160921939	-0.0306183165	0.1687817589	-0.1063788933	0.0357251275	-0.0519054318	0.02921013	-0.0730831768	0.1384475345	-0.0708579695	0.0929096006	-0.12160727660000001	-0.016315444199999998	0.030676696899999998	0.0583357459	-0.0349287011	-0.016590540600000002	0.0938496527	-0.0827530908	-0.000641264	-0.0256660491	0.0042447919	0.011589885800000001	0.005776163000000001	-0.0027936745	-0.0713482318	0.0369516107	-0.053122361900000005	0.024045925200000002	-0.0040167933	0.1587262656	-0.0429584058	0.025081692200000002	-0.0688428237	0.0191470286	-0.1226518004	0.0197465015	-0.048063541900000006	0.0408605484	-0.064798664	0.0352717957	0.046254835700000003	-0.0737472229	0.1188092517	-0.11083034789999999	0.13831774900000002	-0.1050848563	0.0209231499	-0.09333452390000001	0.1651320383	-0.0010023306	0.17739072879999998	-0.1324212005	0.04336503059999999	0.0338560621	-0.1476868536	0.0905198906	0.0252033113	-0.1262924956	0.0631502535	0.0448834572	-0.0854337561	-0.09859256179999999	0.052458158600000006	0.0305575145	-0.10195959210000001	-0.0397653505	0.0009079182	0.024686871099999997	0.0306468594	0.0006766602	0.022538629100000002	-0.0632700932	-0.0145425554	0.1242578242	0.1217078847	0.1216831682	0.1216419777	0.0134269	n/a	n/a	0.00018028164361000003	0.0117353	n/a	n/a	0.00013771726608999998	-0.0276674	n/a	n/a	0.0007654850227600003	-0.000436203	n/a	1.9027305720900003e-07	n/a	-0.00025	n/a	6.25e-08	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31320.38671875	-91.447265625	8362.602390289307	980966624.2120514	18807.259765625	-15.982421875	353713019.89169693	255.4378089904785	19967.26171875	-30.453125	927.392822265625	398691540.5450592	1.250522	24.05759	0.12609573	0.0648903047	-0.06782085019999999	-0.0329198422	0.043685081699999996	-0.022459503399999997	0.1254974127	0.0419143416	0.0510237749	0.0080607298	0.040153453	-0.04981414730000002	-0.1090855666	-0.0817474991	0.12280792789999999	-0.0313240963	-0.1639665243	0.015160808999999999	0.1284810498	-0.0663550447	-0.0712766251	-0.07482580400000001	-0.0264237615	-0.0066365930000000005	-0.0971862324	0.0387356851	-0.0792492233	-0.029940386099999997	-0.2266114828	0.1425785254	-0.1681741689	-0.08675384859999999	0.0278376018	-0.07618998269999999	-0.069680695	0.0504748567	0.17724552429999998	-0.027728581699999998	-0.0017414446	0.0555027949	-0.0336850111	-0.08289862519999999	0.0137202319	-0.08722279390000001	0.0279688724	0.0666268754	-0.010597141899999999	0.072071167	-0.1003514898	0.010573415	-0.031904309	0.0726122325	0.10543174710000001	0.0104376251	0.0142620042	-0.031217435699999997	-0.0525315726	-0.1238909919	-0.0529502975	0.10619749210000001	0.0240084671	0.1319126985	0.0702301946	-0.0297168745	0.0630921317	-0.1100458235	0.0618099175	-0.1081841696	-0.1170409441	-0.0484664496	-0.1742459468	-0.0770404383	-0.052310373	-0.0283793634	0.0907079607	0.0877690425	-0.1166234998	-0.0325809263	-0.019401378700000003	0.0292504385	0.054472445999999994	0.053523339100000004	-0.21782604600000002	-0.036471835699999997	0.0147376243	-0.14356787699999998	0.0100155993	0.1678324616	0.0725070493	0.013450208200000001	0.0079813405	-0.1464580009	0.0369664667	-0.058169216600000004	0.051192651299999996	0.1022341693	0.1216419777	0.12141962949999999	0.12104935019999999	0.00777732	-0.00564958	3.1917754176400014e-05	6.04867063824e-05	-0.0461668	-0.0579021	0.00335265318441	0.00213137342224	-0.0645781	-0.03691069999999999	0.0013623997744899993	0.0041703309996100005	-0.00069887	-0.000262667	4.884192768999999e-07	6.899395288899998e-08	-0.0	0.00025	0.0	6.25e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31206.33203125	-114.0546875	13008.471740722656	973835158.8446198	18788.32421875	-18.935546875	353001126.9488678	358.55493545532227	19906.95703125	-60.3046875	3636.6553344726562	396286938.2440338	1.171224	22.532053	0.04573398	0.027950135299999998	-0.0484539836	0.00094868	0.041951328200000006	0.00666909	0.0559023229	0.0344774897	0.0771707509	0.0540238544	0.0092132167	0.044093548899999994	-0.0501099632	0.0491985479	0.0221044619	0.0652648126	-0.012194687	0.0601922698	-0.1054360775	0.0961768833	-0.009866756800000001	0.17645662269999998	0.0313980059	-0.0317417822	-0.1259126456	0.1299224691	0.0419291431	0.10246478810000001	-0.025131154	-0.021061436200000002	0.0337316118	-0.027821167200000003	0.0866159349	0.0875718992	-0.123029598	-0.0223268777	0.12498777369999994	0.0576237684	-0.0203688746	0.1626414937	-0.1252500764	0.0888979333	-0.1843384272	-0.025212228	0.14600769630000002	0.0376083435	0.0202240268	0.0375591867	-0.0352546989	0.0732168918	-0.0476308867	0.0771996748	0.0705378436	0.0494898209	0.0715876396	0.038588186499999996	0.049141535300000004	-0.0584323324	-0.0783327338	-0.0076578888	0.0375502689	0.0067596316000000005	-0.0071726977	-0.0068911534	0.0955118355	0.0440812433	0.0943399274	0.0784657973	-0.032038230699999996	-0.0826216319	0.0950445342	-0.061170079	-0.0051510176	0.0744219497	0.0039938825	0.037282143999999996	0.0078954474	-0.0792036638	0.08061185480000001	0.0697355241	-0.0555860609	-0.0196350928	0.24687642329999998	0.032392447000000005	-0.1597085328	-0.11547718189999999	-0.011378390300000001	0.10646446039999999	0.07771502799999999	0.0166451252	-0.25511166539999997	0.0973296811	0.0401788516	0.10482702640000001	-0.175047588	0.0792084911	0.1215101995	0.120893123	0.1198669825	0.0103511	0.0025737800000000003	6.6243434884000025e-06	0.00010714527120999999	-0.0461769	-1.0099999999999e-05	1.0200999999997978e-10	0.00213230609361	-0.0361978	0.0283803	0.0008054414280899997	0.00131028072484	-0.000557654	0.000141216	3.10977983716e-07	1.9941958656e-08	-0.00015418	-0.00015418	2.37714724e-08	2.37714724e-08	2.64698e-23	2.64698e-23	7.0065031204e-46	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31293.509765625	87.177734375	7599.957370758057	979283753.4512672	18810.185546875	21.861328125	353823080.30786514	477.917667388916	19903.712890625	-3.244140625	10.52444839477539	396157786.83243185	0.985957	18.967865	0.04341604	-0.0003075078	-0.0393275325	0.012760229199999999	0.0140582901	-0.012349099399999999	0.0228956371	-0.007875192	0.049896912800000005	-0.0022569907	-0.0176073665	0.1440611174	-0.012471629299999999	0.0055645569999999995	0.0919652637	0.0491922888	0.0762459094	-0.08950524119999999	-0.0348066803	0.1164606234	-0.0922620929	0.09193343300000001	-0.0559551032	-0.2130874228	0.016467163400000002	0.0293844378	-0.0712993073	0.0627987909	0.09809829449999999	-0.0076129332999999985	-0.1502498206	0.014033120500000001	0.0451931306	0.0270292826	-0.086851016	0.0089149056	-0.0843890907	0.0429452558	0.0340613473	0.0371927194	-0.1130289414	-0.10648533880000001	0.002478719	-0.0982518845	0.1645064908	0.0049613164000000005	-0.0209997947	0.0128940032	-0.0431561699	0.0703033045	-0.0253801316	0.050670743	0.011501813100000001	0.0079552288	-0.0006649653	-0.0414073169	-0.0050024738	-0.1707087243	0.0455797312	-0.1121333409	0.011904110700000001	-0.10331344529999999	-0.0390552084	0.0977756769	0.0055252103000000006	0.028444141699999998	0.1284547937	0.07127777469999999	0.0566325103	-0.0875155627	0.0612262415	0.0089363997	-0.027470506000000002	-0.2176302375	0.0657753383	0.030722668300000002	0.17759666149999995	-0.008687776999999999	-0.051388101500000005	0.0562580903	-0.0380191158	0.0653763563	0.08456982730000001	0.2091194314	0.045159186399999995	-0.020133198300000002	-0.0874495427	0.027656394900000002	0.0110316982	-0.0763132982	0.0314908019	-0.0973919391	0.071715925	-0.2646907264	0.11880693070000001	-0.0558271884	0.1213126213	0.12010478890000001	0.1181006348	0.0233078	0.012956700000000002	0.00016787607488999998	0.00054325354084	-0.0415509	0.004625999999999997	2.1399875999999986e-05	0.00172647729081	-0.0208338	0.015364000000000003	0.0002360524960000001	0.00043404722244	-0.000436203	0.00012145099999999995	1.9027305720900003e-07	1.4750345400999993e-08	-6.62442e-05	8.793579999999999e-05	4.38829403364e-09	7.732704921639998e-09	0.0	-2.64698e-23	0.0	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31309.68359375	16.173828125	261.592716217041	980296286.740738	18855.552734375	45.3671875	355531868.91879654	2058.181701660156	19989.71484375	86.001953125	7396.335941314697	399588699.5344391	1.223914	23.545696	0.12552334699999998	-0.0419553249	-0.0264629122	0.0423923691	-0.0344710294	0.0004176206	-0.030312867200000006	-0.0869292973	-0.0803617665	-0.0367986605	-0.10449541150000001	0.1423842866	-0.0223455755	-0.12354252140000001	0.2066324761	0.0384389527	0.09868420060000001	0.15496611710000002	0.0007733357	0.0221954846	-0.07368026400000001	-0.0428448292	0.10385470039999999	0.0541287888	0.04332064730000002	-0.0813509559	0.14458090869999998	-0.07174351849999999	-0.052122785899999996	-0.1257800077	-0.0177917574	0.0943933498	0.0081478821	-0.046964932300000005	-0.0786803091	-0.039379986	0.0014926842	-0.0569503013	-0.033009137	-0.047114915	-0.2008215329	0.052187196500000005	0.2028202522	-0.1420228593	0.2042068504	-0.0380403672	-0.0284980501	0.0131701759	0.0649930511	-0.013516258400000002	0.0344734675	-0.0613418443	-0.06282831009999999	-0.14112919359999998	-0.0731279893	-0.0410672097	-0.21173348620000002	-0.1344668652	-0.028580241099999997	-0.12045995970000001	-0.0836173379	-0.0306642285	0.0759082278	-0.1435492965	0.0423846071	0.1258003496	-0.0362461038	-0.0921411256	0.0245440182	-0.0097698824	0.056396170999999995	-0.0046331763	-0.1527516228	0.11757441910000001	-0.044443919000000005	0.0662742613	-0.0350264297	0.0646568741	0.0262214168	-0.0036731011	-0.1272169082	-0.0610202729	0.0804378641	-0.0202559417	0.0528721022	-0.1956050944	0.0093686772	-0.15880110320000002	-0.029630618900000006	-0.1898984628	-0.030875684	-0.1532129707	-0.06111849730000001	-0.0727605508	-0.012065698100000001	-0.0141846677	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0169987	-0.006309100000000002	3.980474281000002e-05	0.00028895580168999995	-0.0007721629999999998	0.040778737	0.0016629053913151694	5.962356985689996e-07	-0.0499001	-0.0290663	0.0008448497956899997	0.0024900199800100002	-0.00109848	-0.000662277	1.2066583104e-06	4.3861082472899997e-07	0.000258863	0.0003251072	6.7010052769e-08	1.0569469149184e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31395.82421875	86.140625	7420.207275390625	985697778.374649	18855.404296875	-0.1484375	355526271.1986122	0.02203369140625	19979.55859375	-10.15625	103.1494140625	399182761.6010895	1.167668	22.463629	0.094535737	-0.0350052632	-0.08230474900000001	0.1067656341	-0.0063557974	-0.0136825497	0.052543507	-0.0666066944	0.0799419524	-0.0003838366	-0.09180241730000001	-0.016611349299999998	-0.0228654155	0.04282778190000002	0.1064330431	-0.0037915807	0.11246803050000001	0.013028638700000001	0.0746470479	-0.2081092936	0.0249565664	0.02108766	0.0873206651	0.0964828195	0.2148133081	0.0240143591	-0.21563769789999998	0.0208707051	-0.09740552820000001	0.044189760099999996	0.0344285709	0.1127125365	0.1400584021	-0.1051916746	0.1901117395	0.0673223947	-0.0334047744	0.1141152046	-0.0644364065	-0.0298225662	-0.0729992884	0.0312431408	0.012576223000000001	0.1006137217	-0.0486166279	-0.0056832932999999995	-0.0472116588	0.0373273832	0.0522111487	0.054669028	0.0076910503	0.105709	0.0073044237	-0.0621497146	-0.0793350976	0.0244606435	-0.021620246800000003	-0.11436914279999999	0.0183403832	0.024181908199999998	-0.0602244107	-0.0119249995	-0.0741413565	-0.0634292381	-0.0843359798	-0.1554663014	-0.1713397652	-0.12455022339999999	0.0915667847	0.1307876813	-0.0128806041	0.0049718332	0.1338406172	0.0579736936	-0.0830586273	-0.1104469102	0.005937230799999999	0.0061359731999999995	0.09355006689999999	0.07030745940000001	0.08818948970000001	0.22841027649999998	-0.1011765676	0.1264972569	0.030822696899999998	-0.1383764317	-0.0183174485	-0.028452671800000006	-0.148776275	0.0715309535	0.0377445522	0.024711933399999997	-0.0144892999	0.1611516642	-0.1135883127	-0.0234165303	0.1207205288	0.11775003070000001	0.11285322490000001	0.0148571	-0.0021415999999999987	4.5864505599999935e-06	0.00022073342041	-0.023112	-0.022339837	0.0004990683171865692	0.000534164544	-0.0211808	0.0287193	0.0008247981924899997	0.00044862628864	-0.000587638	0.000510842	3.4531841904400003e-07	2.6095954896399997e-07	0.00046416	0.000205297	2.154445056e-07	4.214685820899998e-08	-0.000110561	-0.000110561	1.2223734720999999e-08	1.2223734720999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31471.505859375	75.681640625	5727.71072769165	990455681.056675	18829.76953125	-25.634765625	354560220.59999084	657.1412086486816	19980.189453125	0.630859375	0.3979835510253906	399207970.5827675	1.076914	20.717707	0.08700020999999998	0.0250846967	-0.1804523266	0.0214192156	0.0353461695	-0.014785191100000001	0.1350349767	-0.0703672668	0.0496247018	-0.09803698529999999	0.055400923	0.0475084979	-0.0564942426	0.0351040079	0.0158102037	0.19245462160000001	0.2320539472	-0.1012128668	0.0434946524	-0.0770271471	0.0059540736	0.0659806427	-0.031887128199999996	0.1231817702	0.1303936557	-0.0705783771	-0.0624069372	-0.00029748700000000003	-0.0071411185	-0.0373494015	-0.1293960284	-0.0354899526	0.053133868	-0.0663893506	0.0210420188	0.011587703500000001	0.08681796970000001	0.1667956302	-0.0719951225	-0.0679004547	0.039272473599999996	0.0124097374	0.1171539994	0.14752098689999998	-0.0690655043	0.0328728133	-0.0518470207	0.13856559289999998	-0.049503110499999996	0.0533297205	-0.0312170019	0.1076304642	0.0428285824	-0.0343573106	-0.0776172659	-0.0314997381	-0.0698388708	0.0104074171	0.21780714969999998	0.1754929171	0.0366265791	-0.1876132148	-0.073804023	-0.014965593999999999	0.0307458902	-0.0400547481	-0.047325428200000005	-0.19920166820000001	0.13559497439999998	0.0151920099	0.0319707923	0.13833109470000002	-0.0346974759	-0.002860101	0.005639645899999999	-0.047383687	0.028937198799999998	0.0055752326000000005	0.0441128414	0.0702319284	0.07555897269999999	0.0513947667	-0.0029277940999999997	-0.0679865342	0.072170833	-0.06675876230000001	0.0315687764	-0.0829311246	-0.1120333706	0.0477740088	-0.0256020065	-0.0939189773	-0.12271194939999999	0.054698744900000006	0.0682919284	-0.04967274	0.120326335	0.1161887065	0.1093977275	0.0108764	-0.003980699999999999	1.5845972490000002e-05	0.00011829607695999997	0.00588161	0.02899361	0.0008406294208320999	3.45933361921e-05	-0.0584475	-0.0372667	0.00138880692889	0.00341611025625	-0.000416494	0.00017114400000000005	1.73467252036e-07	2.9290268736000013e-08	0.000568471	0.000104311	3.2315927784099997e-07	1.0880784720999999e-08	-0.00017029	-5.9729e-05	2.89986841e-08	3.5675534409999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31478.125	6.619140625	43.81302261352539	990872353.515625	18822.962890625	-6.806640625	354303931.98184586	46.33035659790039	19997.21875	17.029296875	289.9969520568848	399888757.7353516	1.214272	23.36021	0.11775614999999998	-0.0075859712	-0.1242188585	-0.053588381	-0.0111656506	-0.0249132006	-0.0325895262	-0.055924618200000005	-0.0931354788	-0.087651706	0.0822641085	0.19743209620000002	0.0123518576	-0.1090396059	-0.0462925835	0.0082340452	0.005473505500000001	-0.0325507977	0.1776124056	-0.0162984794	0.0847732682	-0.1103927014	-0.0896425022	0.0675063564	0.05947837	0.0713288416	-0.0510355901	0.0712369245	0.11957708369999999	-0.1870332559	0.0347275363	0.16232802400000002	-0.0308123305	-0.0374446099	0.0176549121	-0.113598144	0.0788415586	-0.0732183923	-0.058369577	-0.0733681338	0.12012588029999999	0.2047383108	0.025128826200000003	0.026140494700000003	0.014048663400000001	-0.0179910794	-0.0668446179	0.0850966079	-0.0128342431	-0.050148019	0.019551599	-0.092415365	-0.0613658526	-0.034115177000000003	0.0018854221	-0.1317291316	-0.1112852881	0.049748317599999994	0.1842455261	-0.0113612178	0.0798828726	0.09748894039999999	-0.07915646009999999	0.0005537789	0.0268213693	-0.0145725859	0.0789422513	0.0428804888	-0.14404899710000002	0.043215247199999994	0.0062023161	0.1338833257	0.0179106113	0.0125343186	-0.1815146543	-0.0627656337	0.0343273792	0.1611997034	-0.075814302	0.015358671	-0.1049416158	-0.0465960111	0.0346965553	-0.0661586127	0.0532998154	0.1026317601	-0.12694764449999998	0.11662257990000001	-0.2316929101	-0.0498619604	0.0851974717	0.11071875560000001	0.0552181912	0.0093847677	0.0022216682999999997	0.24240002870000002	0.1198669825	0.1143757435	0.10540925529999999	0.00720434	-0.00367206	1.3484024643599995e-05	5.19025148356e-05	0.053509400000000006	0.04762779	0.0022684063802841004	0.0028632558883600005	-0.0226539	0.035793599999999995	0.0012811818009599994	0.0005131991852100001	-0.000710652	-0.000294158	5.05026265104e-07	8.652892896399999e-08	0.000419665	-0.00014880599999999994	1.76118712225e-07	2.214322563599999e-08	0.0	0.00017029	0.0	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31276.47265625	-201.65234375	40663.66773986816	978217741.8171539	18808.38671875	-14.576171875	353755410.9620514	212.46478652954102	19957.736328125	-39.482421875	1558.8616371154785	398311239.3429604	1.0375740000000002	19.960884	0.09295737009999999	0.027988874900000002	-0.0321064088	-0.0813983519	0.012059328400000001	-0.0249690056	0.0025141385999999997	0.0391703654	-0.1309075247	0.06737078219999999	0.002242735	0.1022965015	-0.0715835295	0.061684855499999997	-0.1970621385	-0.0203712125	-0.0201525932	-0.0193342976	0.0794943374	-0.0560707008	-0.09875066310000001	0.0382745424	-0.0416940686	0.191475958	-0.0215806775	0.0924688258	0.0365078385	-0.0081499434	0.0286049873	-0.0871433029	-0.0722700107	0.09787199529999999	0.0018245264	-0.0580219817	0.12255952099999999	0.0082514724	-0.040356072400000005	-0.1244801441	-0.065039241	0.05981507730000001	0.0196436278	-0.042873893899999994	0.0904244146	-0.0156015246	0.027059697599999998	0.013844734099999999	-0.016631683799999998	0.0120196559	-0.0109688646	-0.1308115835	-0.0048660353	-0.1215727649	0.0533793391	-0.0333211668	0.1064522592	-0.07370931	0.15704792310000001	0.0706243902	0.09847005710000001	-0.0328254759	0.1444437366	-0.0117764835	0.0434141787	-0.17232131309999998	0.0534015339	-0.1235728576	0.002454632	-0.0697024077	-0.0553211443	-0.021629313900000002	0.09506687330000001	0.0273745007	-0.0385579488	-0.0192797579	-0.1190333599	-0.0367468132	-0.0081397001	0.0347016969	0.024801970899999998	0.0043221332	-0.0424624028	-0.0071819495	-0.0694660819	0.0869403239	-0.0050237886	-0.0082195269	0.18917275239999998	-0.0008186902	-0.013207833300000001	-0.1077019835	0.0020582864	0.11352049880000001	0.0662185663	0.0395491284	-0.0459512583	0.030123846200000002	0.11934271980000001	0.112315068	0.1009072399	3.58699e-05	-0.0071684701	5.1386963574594015e-05	1.28664972601e-09	0.0237426	-0.029766800000000006	0.0008860623822400004	0.00056371105476	-0.0271964	-0.004542499999999998	2.0634306249999985e-05	0.00073964417296	0.000277681	0.000988333	7.7106737761e-08	9.768021188890002e-07	0.000460924	4.125900000000003e-05	2.12450933776e-07	1.702305081000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31192.1015625	-84.37109375	7118.481460571289	972947199.8853151	18785.794921875	-22.591796875	352906090.84674454	510.38928604125977	19913.30859375	-44.427734375	1973.8235816955566	396539859.1499176	1.0741250000000002	20.664049	0.08376316916215801	0.044898510700000005	0.020451356599999998	-0.09560417019999999	0.0368932104	-0.0139050501	0.0167693332	0.0699420309	-0.0645470699	0.0722907669	-0.0390117809	0.030001801499999998	0.026625473700000003	0.12117883369999999	-0.1995427859	-0.0611623267	-0.08476336279999999	0.0234170094	-0.114835374	0.0262135053	-0.0121477128	0.0018963522	-0.06527834019999999	0.021173026600000002	0.0365985354	-0.1096964045	-0.075072217	-0.0570603321	0.019230313	0.0785275391	-0.13373287050000002	-0.0142444618	0.008655562299999999	-0.0524523494	0.0192307369	-0.0327317847	-0.0808850069	0.059053454299999995	-0.057750098300000004	0.1012013192	-0.0770893562	-0.0776146329	-0.098330769	0.05555871230000002	0.06978388769999999	0.032644572000000004	0.010963729299999999	-0.008923696600000001	-0.0225316983	-0.1102645458	-0.0399982424	-0.0629750161	0.0833394003	0.0150541563	0.059943893	0.0233053369	0.2164926366	0.082694802	-0.0198486271	-0.1287933946	0.1076531334	-0.021628422	0.10525027810000001	0.07046668019999999	-0.0044010939	0.0828233385	-0.0235953236	-0.0603683404	0.0695482688	-0.0188623814	-0.051666652800000004	0.08978713220000001	0.0325099305	-0.0021701973	0.09303674990000001	-0.0645542118	-0.0021189031	0.0499859571	0.023206866	-0.0794304198	-0.002633284	0.189116742	-0.0396003056	-0.0664984231	-0.1694708791	0.0619199738	-0.0949301896	0.0683529384	0.10502487740000001	0.0839261769	-0.028019555	-0.0664064138	0.026525757799999997	0.06434486730000001	0.060636836	-0.0558845262	0.11875383099999999	0.1100111431	0.0959136145	7.378419999999999e-10	-3.5869162158e-05	1.286596793916899e-09	5.444108169639999e-19	-0.032200099999999995	-0.055942700000000005	0.00312958568329	0.0010368464400099997	-0.0255285	0.0016679000000000002	2.78189041e-06	0.00065170431225	0.000339091	6.140999999999997e-05	1.1498270628099995e-07	3.771188099999997e-09	-0.0	-0.000460924	0.0	2.12450933776e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
