csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
34015.8828125	n/a	1157080283.513733	n/a	23773.306640625	n/a	565170108.6291847	n/a	24003.486328125	n/a	n/a	576167355.9044838	n/a	n/a	n/a	-0.0452941614	0.0790154312	-0.0246641667	0.0042228965	-0.015428283400000001	0.0962875557	-0.0235300917	0.027522913399999998	-0.0346275152	-0.1503729758	0.0652710342	-0.0670978992	0.0012789693	-0.0173687971	0.0626353809	-0.0494319048	-0.0066377152	0.0194652807	0.0416764498	-0.0927390616	0.0214127045	-0.018294230800000002	-0.0385390403	0.1592502573	-0.1048947263	0.06448828549999999	-0.0107736006	0.0703052794	0.1217078847	0.1216831682	0.1216419777	-0.000379624	n/a	n/a	1.44114381376e-07	-0.0536077	n/a	n/a	0.0028737854992899998	-0.123706	n/a	n/a	0.015303174436000001	0.000617766	n/a	3.81634830756e-07	n/a	-0.00183509	n/a	n/a	3.3675553081e-06	0.0007169110000000001	n/a	5.139613819210002e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34213.78515625	197.90234375	1170583094.7180328	39165.33766174317	23786.14453125	12.837890625	565780671.6615143	164.81143569946292	23947.923828125	-55.5625	3087.19140625	573503055.6776773	0.804212	22.784037	0.08812227300000001	-0.0589505555	0.0460550699	-0.022085139700000003	0.011115000600000001	-0.0020600451	0.06716968	0.0368983056	0.013266133000000001	-0.0541082585	-0.1783991684	0.0343594785	0.0190209642	-0.071056117	-0.0406176957	0.0538380791	-0.0463055596	-0.0065563862	0.0136305349	0.012567521000000002	-0.055156368399999996	-0.0200503469	-0.0096742136	-0.025217113700000002	0.1767603447	-0.0525954365	0.0926667766	-0.0533544583	-0.0368526685	0.1216419777	0.12141962949999999	0.12104935019999999	-0.000299201	8.042300000000004e-05	6.467858929000006e-09	8.952123840099997e-08	-0.0402472	0.013360500000000004	0.00017850296025000013	0.0016198371078399998	-0.107551	0.016155000000000003	0.0002609840250000001	0.011567217601000001	0.00135351	0.0007357440000000001	1.8319893201e-06	5.41319233536e-07	-0.00146225	0.0003728399999999999	1.3900966559999995e-07	2.1381750625e-06	0.0007788539999999999	6.194299999999985e-05	6.066135533159999e-07	3.8369352489999816e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33923.89453125	-289.890625	1150830620.1673734	84036.57446289062	23763.08203125	-23.0625	564684067.6239166	531.87890625	23910.92578125	-36.998046875	1368.8554725646973	571732371.7164459	0.7763799999999998	21.995529	0.022619809	-0.0377403678	0.0504276097	-0.0185016568	-0.0007785724000000001	-0.035435106099999995	0.08728799	0.0372657916	0.0399378768	-0.024368276600000002	-0.15528439460000001	0.0231329233	-0.0192971534	-0.011957307700000001	-0.0131118124	0.0592769878	-0.0769292166	-8.615399999999999e-06	0.0137928138	0.0539002587	-0.06828239700000001	-0.0349649603	-0.044587864000000005	-0.015686419899999998	0.1472964327	-0.0724951065	0.0337214948	0.0266142839	-0.046585071299999996	0.1215101995	0.120893123	0.1198669825	-0.00963081	-0.009331609	8.707892652888098e-05	9.27525012561e-05	-0.0411199	-0.000872700000000004	7.616052900000071e-07	0.0016908461760100002	-0.106674	0.0008769999999999889	7.691289999999804e-07	0.011379342276	0.00112274	-0.0002307700000000001	1.2605451075999997e-06	5.3254792900000064e-08	-0.00146225	0.0	0.0	2.1381750625e-06	0.0007788539999999999	0.0	6.066135533159999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34114.3515625	190.45703125	1163788982.5298462	36273.880752563484	23773.669921875	10.587890625	565187381.5542642	112.10342788696288	23943.1953125	32.26953125	1041.3226470947266	573276601.772522	0.726712	20.588396	0.06763256999999999	-0.0397051677	0.0262250049	-0.0158266028	0.0018858827	-0.041245203700000004	0.049816468600000004	-0.0164082157	0.023606923	-0.04266346309999999	-0.1238782348	0.025432984199999998	-0.027703819100000002	0.0316716265	-0.025279705299999997	0.0371736571	-0.07310560990000001	-0.0003496243	0.012714983999999999	0.0517458897	-0.034089836400000004	0.0226440366	-0.0266495146	-0.0383808733	0.12849252419999999	-0.0606923199	0.035476908	0.0428264858	0.0276268665	0.1213126213	0.12010478890000001	0.1181006348	-0.00420425	0.00542656	2.9447553433600005e-05	1.7675718062499993e-05	0.00471716	0.04583706	0.0021010360694436	2.22515984656e-05	-0.0989854	0.0076886000000000185	5.911456996000028e-05	0.009798109413159995	0.000949133	-0.00017360699999999988	9.008534516889999e-07	3.013939044899996e-08	-0.00146225	0.0	0.0	2.1381750625e-06	0.0007788539999999999	0.0	6.066135533159999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34038.0859375	-76.265625	1158591294.2886353	5816.445556640625	23771.28125	-2.388671875	565073812.2666017	5.7057533264160165	23943.380859375	0.185546875	0.034427642822265625	573285486.9770851	0.771281	21.851059	0.16286515299999998	-0.033851913500000004	0.049922924900000006	-0.0205883116	0.0075466097	-0.02094685	0.0544704967	0.028468645600000002	-0.0066934598	-0.0274677039	-0.17802323280000001	-0.0537654363	-0.03056312	-0.0165266211	-0.0138252468	0.049150541799999996	-0.052624627800000004	-0.0085042976	0.0209870509	0.033463790699999996	-0.038087339	-0.031711078	0.0219086572	-0.0075666790000000015	0.2008443635	0.0030366107	0.0196646273	-0.0376378109	-0.0374041232	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.000291307	0.003912943	1.5311122921248995e-05	8.485976824899997e-08	-0.06500449999999999	-0.06972165999999999	0.0048611098731556	0.004225585020249999	-0.0560444	0.042940999999999986	0.0018439294809999996	0.003140974771359999	0.000735636	-0.00021349700000000002	5.41160324496e-07	4.5580969009e-08	-0.000935509	0.0005267410000000001	2.7745608108100004e-07	8.751770890809998e-07	0.000964407	0.00018555300000000009	9.30080861649e-07	3.442991580900003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34157.39453125	119.30859375	1166727601.1634676	14234.540542602539	23781.53125	10.25	565561228.5947267	105.0625	23951.822265625	8.44140625	71.25733947753906	573689789.8440895	0.683267	19.357553	0.06604981800000001	-0.0158343738	0.0023020228	-0.0057048892	0.0048594508	-0.0548459395	0.013104165400000001	-0.0015540209	0.023714985600000002	-0.09194622949999999	-0.036117474	0.0386697917	-0.11945988449999999	-0.0653929875	-0.017686544499999998	0.0115851062	-0.060076405	-0.0048676813	0.0051045959999999994	0.0593608713	0.0052602688	0.0025350289000000002	-0.0013926716	-0.10622062300000001	0.0311239783	-0.0854077144	0.0732479335	-0.0219994385	0.0495237188	0.1207205288	0.11775003070000001	0.11285322490000001	-0.000319975	-2.866800000000003e-05	8.218542240000018e-10	1.02384000625e-07	-0.0463799	0.01862459999999999	0.00034687572515999966	0.00215109512401	-0.0113547	0.044689699999999985	0.00199716928609	0.00012892921209	0.000735636	0.0	5.41160324496e-07	0.0	-0.000960118	-2.460900000000009e-05	6.056028810000044e-10	9.21826573924e-07	0.000993935	2.952800000000002e-05	9.87906784225e-07	8.719027840000013e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34175.81640625	18.421875	1167986427.033707	339.365478515625	23762.384765625	-19.146484375	564650929.7496071	366.5878639221192	23997.283203125	45.4609375	2066.6968383789067	575869601.1309853	0.8943399999999999	25.337429	0.236927045	0.0015620470000000002	-0.00247866	-0.0104731946	-0.0089216794	-0.0398329081	-0.0202514967	-0.0615370573	0.0647500367	0.0060667857	-0.0464263642	-0.07484484799999999	0.0481491286	0.016133713799999998	-0.0032242074	0.0121225669	0.0053443399	0.012582931	0.0102659968	0.0364274791	0.0356626617	0.056363616100000014	-0.0595120293	0.0298970087	0.049790967199999994	0.07818365769999999	-0.054663362800000004	0.0188659669	-0.0516137581	0.120326335	0.1161887065	0.1093977275	-0.037817800000000006	-0.037497825000000005	0.0014060868797306251	0.0014301859968400006	0.00651737	0.05289727	0.0027981211734529	4.24761117169e-05	0.0491751	0.0605298	0.00366385668804	0.00241819046001	0.00146052	0.0007248840000000001	2.1331186704000004e-06	5.25456813456e-07	-0.000376839	0.000583279	3.40214391841e-07	1.4200763192100001e-07	0.000582055	-0.00041188	3.387880230250001e-07	1.696451344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34419.1953125	243.37890625	1184681005.960022	59233.29200744629	23776.392578125	14.0078125	565316844.0291176	196.21881103515625	24035.712890625	38.4296875	1476.8408813476562	577715494.1605568	0.754318	21.370499	0.12604003	0.05456983940000002	-0.0493836667	0.0080402738	-0.0144817511	-0.016799891	-0.0272427896	-0.0721117507	0.0321242718	0.1150712066	0.018647414299999998	-0.0749986213	-0.0205173474	0.09146217050000001	0.0253437575	-0.06850388639999999	0.0189270881	0.0149309576	-0.0009192180000000001	0.014641733799999999	0.0075858425	0.056265375199999995	-0.057917067300000014	0.1013922222	-0.0226218629	0.0866587109	-0.042811256799999996	0.053920339500000004	0.09172940539999999	0.1198669825	0.1143757435	0.10540925529999999	-0.0175815	0.02023630000000001	0.00040950783769000025	0.00030910914225	0.0784311	0.07191373000000001	0.0051715845625129025	0.006151437447210001	0.0255206	-0.0236545	0.0005595353702499999	0.0006513010243599999	0.00135753	-0.00010299000000000008	1.8428877009e-06	1.0606940100000013e-08	-0.000359941	1.6898000000000054e-05	2.855424040000018e-10	1.2955752348099996e-07	0.000666877	8.482199999999991e-05	4.4472493312899997e-07	7.194771683999985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34467.1640625	47.96875	1187985398.5112915	2301.0009765625	23799.736328125	23.34375	566427449.2882729	544.9306640625	24139.845703125	104.1328125	10843.642639160156	582732150.5706825	0.972802	27.560328	0.26262115	0.007115980100000001	-0.0137635037	0.0231791291	0.0052964783999999996	-0.0333289611	-0.017974801000000002	-0.040303868300000004	0.0415848647	0.0468278043	0.023357909500000003	-0.0110752028	0.052761168899999995	-0.0338315169	-0.0035614642	-0.0203076042	0.0376497358	-0.005477475799999999	-0.0227158018	0.0390039139	0.0347977831	0.027696139100000003	-0.043771747699999995	0.0574551942	-0.0151920127	0.0343593477	-0.0034355597999999998	-0.019571374	-0.0625570884	0.11934271980000001	0.112315068	0.1009072399	-0.0294858	-0.0119043	0.00014171235849	0.00086941240164	-0.0696191	-0.14805020000000002	0.021918861720040005	0.004846819084810001	-0.032271	-0.05779159999999999	0.00333986903056	0.001041417441	0.00173358	0.00037605	3.0052996164e-06	1.4141360249999996e-07	-0.00027748	8.246099999999998e-05	6.7998165209999964e-09	7.699515039999999e-08	0.000227887	-0.00043899	5.1932484769e-08	1.927122201e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34254.34765625	-212.81640625	1173360333.35524	45290.82276916504	23797.185546875	-2.55078125	566306039.9523964	6.5064849853515625	24087.27734375	-52.568359375	2763.4324073791504	580196929.834732	0.7849619999999999	22.238670000000006	0.28707352	0.009305658199999999	-0.0004404142	0.0066758886	0.006723630899999999	-0.0028532961	0.0114909621	-0.067284228	0.0877193849	0.0979770084	0.0110328702	-0.0446391938	0.025591233199999997	0.0913859841	0.018090085500000002	-0.0090508681	-0.0025054503	-0.0069162122	-0.004304293	0.0127157874	-0.012016866200000002	0.0583111773	-0.11337817019999999	0.0633832958	-0.0056223343	0.0635888433	-0.0065052353	0.0666028581	0.1041089297	0.11875383099999999	0.1100111431	0.0959136145	-0.0105294	0.0189564	0.00035934510095999986	0.00011086826436	0.0771275	0.1467466	0.021534564611560003	0.0059486512562500005	-0.0561611	-0.0238901	0.0005707368780099997	0.0031540691532099996	-9.84044e-05	-0.0018319844	9.68342593936e-09	3.3561668418433603e-06	-0.000395104	-0.00011762400000000005	1.3835405376000011e-08	1.56107170816e-07	0.000227887	0.0	5.1932484769e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
