onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0221	0.5	incongruent	female	male	n/a	n/a	miss
5.5387	0.5	congruent	male	male	0.3592	left	correct
10.0553	0.5	incongruent	male	female	0.5115	right	incorrect
14.5719	0.5	congruent	male	male	0.6778	left	correct
19.5885	0.5	incongruent	female	male	0.3861	right	correct
24.6051	0.5	incongruent	female	male	0.2914	left	incorrect
29.1217	0.5	incongruent	female	male	0.5377	right	correct
34.1383	0.5	congruent	male	male	0.64	left	correct
38.6549	0.5	congruent	female	female	0.5183	right	correct
43.1715	0.5	congruent	male	male	0.6096	left	correct
47.6881	0.5	incongruent	female	male	0.4439	right	correct
54.2047	0.5	incongruent	male	female	0.4542	left	correct
58.7213	0.5	congruent	male	male	0.4305	right	incorrect
63.7379	0.5	congruent	female	female	0.6118	right	correct
68.7545	0.5	incongruent	male	female	0.6901	left	correct
73.7711	0.5	congruent	female	female	0.6194	right	correct
79.2877	0.5	incongruent	male	female	0.4207	left	correct
83.8043	0.5	incongruent	female	male	0.513	right	correct
90.3209	0.5	congruent	female	female	0.4793	right	correct
94.8375	0.5	incongruent	male	female	0.6476	left	correct
100.354	0.5	congruent	male	male	0.453	left	correct
104.8707	0.5	incongruent	male	female	0.4792	left	correct
109.3873	0.5	congruent	male	male	0.3585	left	correct
114.4039	0.5	incongruent	female	male	0.4388	right	correct
119.9204	0.5	congruent	male	male	0.5632	left	correct
124.4371	0.5	congruent	male	male	0.4984	left	correct
129.9536	0.5	incongruent	female	male	0.4147	right	correct
134.4702	0.5	congruent	female	female	0.3791	left	incorrect
139.4868	0.5	congruent	female	female	0.4773	right	correct
144.5034	0.5	incongruent	male	female	0.5966	left	correct
150.02	0.5	congruent	female	female	0.5079	right	correct
155.0366	0.5	incongruent	female	male	0.5542	right	correct
160.0532	0.5	incongruent	male	female	0.6155	left	correct
165.5698	0.5	incongruent	female	male	0.6088	right	correct
170.5864	0.5	incongruent	male	female	0.5291	left	correct
175.10299999999995	0.5	incongruent	female	male	0.5404	right	correct
180.6196	0.5	incongruent	male	female	0.5667	left	correct
185.6362	0.5	incongruent	female	male	0.446	right	correct
190.1528	0.5	incongruent	female	male	0.4283	right	correct
194.6694	0.5	congruent	female	female	0.4586	right	correct
200.686	0.5	incongruent	female	male	0.4259	right	correct
205.2026	0.5	congruent	female	female	0.5162	right	correct
210.2192	0.5	incongruent	female	male	0.3935	right	correct
215.2358	0.5	incongruent	female	male	0.4937	right	correct
220.7524	0.5	congruent	male	male	0.3981	left	correct
225.769	0.5	congruent	male	male	0.4633	left	correct
230.2856	0.5	congruent	female	female	0.4267	right	correct
235.8022	0.5	congruent	female	female	0.4189	right	correct
242.3188	0.5	incongruent	male	female	0.4232	left	correct
246.8354	0.5	congruent	female	female	0.4155	right	correct
251.352	0.5	congruent	female	female	0.4088	right	correct
255.8686	0.5	incongruent	female	male	0.4501	right	correct
260.3852	0.5	congruent	female	female	0.3235	right	correct
264.9018	0.5	incongruent	female	male	0.4248	right	correct
269.9184	0.5	congruent	male	male	0.5851	left	correct
274.935	0.5	incongruent	female	male	0.6694	right	correct
279.9516	0.5	congruent	male	male	0.6127	left	correct
284.4682	0.5	congruent	female	female	0.855	right	correct
290.4848	0.5	incongruent	male	female	0.5642	left	correct
297.0013	0.5	incongruent	male	female	0.4276	left	correct
301.518	0.5	congruent	male	male	0.4388	left	correct
306.0346	0.5	congruent	female	female	0.6621	right	correct
310.5512	0.5	incongruent	female	male	0.4184	left	incorrect
315.0678	0.5	incongruent	female	male	0.9187	right	correct
319.5844	0.5	congruent	female	female	0.428	right	correct
324.101	0.5	incongruent	male	female	0.5893	left	correct
328.6176	0.5	incongruent	female	male	0.7627	right	correct
333.6342	0.5	congruent	female	female	0.6819	right	correct
338.1508	0.5	congruent	male	male	0.6793	left	correct
342.6674	0.5	congruent	female	female	0.6916	right	correct
347.184	0.5	incongruent	male	female	0.6719	left	correct
351.7006	0.5	incongruent	male	female	0.6702	left	correct
356.7172	0.5	incongruent	male	female	0.6815	left	correct
361.7338	0.5	congruent	male	male	0.6358	left	correct
368.2504	0.5	congruent	male	male	0.5961	left	correct
374.267	0.5	congruent	male	male	0.4523	left	correct
380.2835	0.5	congruent	male	male	0.4167	left	correct
386.3001	0.5	congruent	male	male	0.831	left	correct
390.8167	0.5	incongruent	female	male	0.5753	right	correct
396.3333	0.5	incongruent	male	female	0.6056	left	correct
400.8499	0.5	incongruent	female	male	0.7129	right	correct
406.8665	0.5	congruent	female	female	0.8211	right	correct
411.8831	0.5	incongruent	male	female	0.7574	left	correct
416.8997	0.5	incongruent	male	female	0.6917	left	correct
421.4163	0.5	congruent	female	female	0.797	right	correct
425.9329	0.5	congruent	female	female	0.6263	right	correct
430.4495	0.5	incongruent	male	female	0.5167	left	correct
434.9661	0.5	congruent	female	female	0.858	right	correct
439.4827	0.5	congruent	male	male	0.5643	left	correct
444.9993	0.5	congruent	male	male	0.4846	left	correct
450.5159	0.5	congruent	female	female	0.5668	right	correct
455.0325	0.5	congruent	male	male	0.4622	left	correct
459.5491	0.5	incongruent	male	female	0.7675	left	correct
464.0657	0.5	congruent	male	male	0.5868	left	correct
470.5823	0.5	incongruent	male	female	0.454	left	correct
475.0989	0.5	incongruent	male	female	0.4883	left	correct
