csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
34443.67578125	n/a	n/a	1186366801.3238678	22455.37890625	n/a	n/a	504244041.8232575	22986.0	n/a	528356196.0	n/a	n/a	n/a	n/a	-0.09807428050000001	0.0416463674	0.11396398560000001	0.079957309	-0.12089757699999999	0.0188670386	-0.0185299477	0.0670703073	-0.11528800369999999	0.1817962957	-0.0509183593	0.0856464316	-0.1777838118	0.0030537942	-0.0303744474	-0.0845460905	0.1053928356	-0.0283053434	0.024300323199999998	-0.0014754313	0.022170352400000003	-0.0851916724	0.0354788681	-0.0186767732	0.0667460522	-0.1295361854	0.0202527006	-0.16844042190000005	0.0280683909	-0.0777699211	-0.022818379500000003	-0.0081688236	0.0931238111	-0.0405896863	-0.012455035900000001	-0.08488984449999999	0.0082050104	0.0289189467	0.1062614605	-0.0663723419	-0.0335239743	0.1989854017	-0.08541729810000001	-0.1419833049	-0.1456184567	-0.09807618929999999	0.0223523325	-0.0643309047	0.08592970960000001	-0.12058673589999999	0.0175277274	-0.0541056149	-0.12361288949999999	0.1853273634	-0.0878507102	0.0668273665	-0.1158615726	0.1369819488	0.0206333651	-0.027956444599999998	0.1605576833	-0.0070142952	0.0556230123	-0.059056667599999994	0.052313970700000004	-0.0310938868	0.0436752101	-0.0443486986	0.0675608101	-0.0430453387	0.0151285505	0.21131341129999998	-0.0350312665	0.12336389369999999	-0.022474951899999998	-0.041987776399999996	0.0319577223	0.1506639581	-0.008748187	-0.0975749653	0.0005834951999999999	0.058838266500000014	-0.1427827605	-0.0317477914	0.0311574179	0.0612919961	-0.0200736613	-0.0153619176	-0.0902359424	0.1217078847	0.1216831682	0.1216419777	0.0100479	n/a	0.00010096029441	n/a	0.06688279999999999	n/a	n/a	0.004473308935839999	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.000280777	n/a	n/a	7.883572372900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34485.67578125	42.0	1764.0	1189261834.0894928	22443.064453125	-12.314453125	151.6457557678223	503691142.04712296	22980.58984375	-5.41015625	528107509.5666657	29.269790649414066	1.150944	21.300127	0.05707623000000001	-0.045714325099999994	0.033210392799999995	-0.0018707554000000001	0.07884436019999999	-0.0558256125	0.0938061242	-0.0657230618	-0.08950103599999999	-0.0390216738	0.1462473988	0.020784396299999997	0.148169257	-0.045671019400000006	0.0169167801	0.1334651979	0.0732543669	-0.11591016230000001	-0.0198888472	-0.11932774880000001	0.0705270093	-0.0636021089	0.0035068451000000002	-0.20427101350000001	-0.0203109446	-0.07626285719999999	-0.1198434116	-0.0611119257	0.06339031519999999	-0.1573885943	0.1279453043	0.0044867763	0.1224054599	-0.053432707999999995	-0.0318091116	-0.0800330563	0.009647801	0.0327182637	-0.0028634629999999997	0.09466709039999999	-0.0228530021	-0.09226102060000001	-0.011354498700000002	0.0222545229	-0.0794421169	-0.0425862283	0.05941189490000001	-0.0420777538	-0.0814877789	0.0841567841	-0.057297898	0.10462435310000001	-0.0197079032	0.0226419333	0.13857816650000002	-0.16013135380000001	0.12489293539999999	-0.0224930902	-0.0081419976	-0.0620623566	0.028587570899999998	-0.2162260904	0.0068199932999999996	-0.1126072816	-0.0031278071000000003	-0.21370682370000002	-0.0621649512	-0.0585436078	0.0998402532	0.062464208	0.1661422489	-0.0257114893	-0.0773686611	0.031315953	0.0277839077	0.128630774	0.073604599	0.1199409005	0.1049537595	0.1145140794	-0.035842208	0.0463412749	-0.0353512896	-0.0039697369	-0.075334128	0.0237834051	0.0724625228	0.027093782200000003	0.0383852826	0.006305545500000001	0.1216419777	0.12141962949999999	0.12104935019999999	0.00493217	-0.005115730000000001	2.43263009089e-05	2.617069343290001e-05	0.0468043	-0.020078499999999992	0.0004031461622499997	0.0021906424984899997	-0.0133328	-0.0133328	0.00017776355584	0.00017776355584	0.000213067	0.000213067	4.5397546488999997e-08	4.5397546488999997e-08	-0.00015599600000000002	-0.00015599600000000002	2.4334752016000002e-08	2.4334752016000002e-08	0.000282698	1.9209999999999974e-06	3.6902409999999895e-12	7.991815920399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34558.1484375	72.47265625	5252.285903930664	1194265623.4282837	22452.265625	9.201171875	84.66156387329102	504104231.69555664	22947.478515625	-33.111328125	526586770.22507095	1096.360050201416	0.964393	17.847701999999995	0.044488765	-0.0142911747	0.0383077482	0.1254510498	0.033162355299999995	-0.0219228871	-0.0644590642	-0.0522928849	0.0694962019	-0.0897181077	0.0084204627	0.0293511567	0.0001856776	0.043055434100000005	-0.0871290656	-0.025229902999999998	-0.1011677184	-0.0824718126	0.0228269556	0.042807913600000004	0.0342599305	-0.0429894205	-0.0060894191	0.16492063869999998	-0.0094308334	-0.0078027928000000005	-0.0845353801	-0.1925269971	-0.025111837799999998	-0.1494802372	-0.061883742699999994	-0.0772539422	-0.028754337400000007	-0.053714738	-0.1572629702	-0.0246384001	-0.0516751795	0.007655398199999998	-0.0045702951	0.0098085864	-0.0073243001	0.027955411800000003	-0.0142487595	-0.019979221999999998	-0.0035093774	-0.0478705055	-0.0919440422	-0.0127369973	-0.1315970658	0.0406076596	0.0024320673	-0.0682058268	-0.0937586978	-0.0350118585	0.035119695299999996	0.0316774068	-0.0160201369	0.037036337	0.0180081042	0.0898994301	0.0738327137	-0.011604506100000002	-0.1549364852	0.0323900177	-0.0810460143	0.0186525026	-0.010413287700000001	0.06265571639999999	-0.18836778210000002	0.0011254687	-0.048669810599999995	0.0173736796	-0.092333606	-0.1632267949	0.1691918713	0.0647908537	0.0391018563	0.0136539324	0.1287057077	-0.016416669	-0.0811606126	0.0094768264	-0.1184652016	-0.0521180379	0.0586486579	-0.0503255458	-0.0025451652	0.1120632519	-0.09506965939999999	0.027368822400000003	0.1215101995	0.120893123	0.1198669825	0.0023445	-0.00258767	5.496680250000001e-06	6.696036028899998e-06	0.0468085	4.199999999995874e-06	1.763999999996534e-11	0.00219103567225	0.00971571	0.02304851	9.43950208041e-05	0.0005312338132201001	7.26883e-05	-0.0001403787	5.283588956889999e-09	1.970617941369e-08	-0.000306103	-0.00015010700000000002	2.2532111449e-08	9.3699046609e-08	0.000196216	-8.648200000000003e-05	7.479136324000006e-09	3.850071865599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34304.71875	-253.4296875	64226.606506347656	1176813728.5166016	22467.18359375	14.91796875	222.54579162597656	504774338.6352692	22944.595703125	-2.8828125	526454471.9798622	8.31060791015625	1.019685	18.870962	0.054295645	-0.0038238946	-0.07610819469999999	0.0986096491	0.0440869995	-0.035891958700000004	0.0721591514	-0.0659244906	0.07356877490000001	-0.023880365	0.0066710952	0.1726951012	0.0361503782	0.13748796259999999	0.0274093911	-0.0251227859	0.0556820247	0.053184415	0.10926517449999999	-0.14433745369999998	0.058487826	0.0475912847	0.0723108396	0.0132806372	-0.0981123025	0.026450445099999997	-0.0337898155	0.0544173728	0.0013289449	-0.036045909300000005	0.0142438093	0.1170956108	-0.0126045961	0.174259358	0.043614910300000004	0.0420792008	0.1088440861	0.1647127327	0.016051270700000002	-0.0730425772	-0.0243271352	0.0903165456	-0.10009645029999999	0.0465970801	0.0051537548	-0.011629569	-0.0384303304	0.0873486768	-0.059191452699999994	0.0346257106	-0.0396696161	0.0886264851	-0.062402518	-0.0504159789	-0.006143274200000001	-0.0841049067	0.025274674700000003	0.1959184384	-0.0867179772	0.0533894521	-0.0248391368	-0.0170046056	0.1127470433	-0.08267257730000001	0.1508927941	-0.0029330694	-0.0589967279	0.0213586546	-0.048665454299999994	-0.021852021699999998	0.0458153882	-0.0288866234	-0.030840614199999998	0.0691956835	0.1081273066	-0.1015969177	-0.0852031324	0.0138014475	-0.122181494	-0.1155321661	-0.1390772268	0.0983048524	0.11456755730000001	-0.013641469	0.1265335856	-0.1754468175	-0.0612298271	-0.0208423971	0.0041823996	-0.0087023209	0.1213126213	0.12010478890000001	0.1181006348	0.007393519999999998	0.005049019999999998	5.466413799039997e-05	2.549260296039998e-05	0.0530508	0.006242300000000006	3.896630929000008e-05	0.0028143873806399998	-0.00355948	-0.01327519	1.2669897870399997e-05	0.00017623066953610002	0.000278503	0.0002058147	7.756392100899999e-08	4.2359690736089985e-08	-0.0004558430000000001	-0.00014974000000000004	2.242206760000001e-08	2.0779284064900005e-07	0.000435244	0.000239028	5.7134384784000015e-08	1.8943733953599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34598.88671875	294.16796875	86534.79383850098	1197082962.1768954	22508.869140625	41.685546875	1737.6848182678225	506649189.98978037	22989.890625	45.294921875	528535070.9494629	2051.629947662353	1.256927	23.261515	0.0859841856	0.1155986813	-0.0211448602	0.0261850058	-0.0581261876	0.0909015432	-0.0018453049	-0.061671332999999995	0.09450849050000001	0.029703345699999998	-0.0079111907	0.0851307231	-0.018868408200000002	-0.0002436847	0.037174743999999996	-0.051731759800000006	0.0972819512	0.0557401592	-0.0007917466000000001	0.0664385716	-0.09083546599999999	-0.0252579952	0.1289716886	0.1462174515	-0.06225365309999999	0.007079508399999998	-0.0553419255	0.0687174656	0.1240689273	-0.0849024667	0.0187189465	0.031198953199999997	0.15371298560000002	0.18130900449999998	0.0942116833	-0.0601211751	-0.1204974342	-0.109980854	-0.10963590710000001	0.048722321500000006	0.1049803527	-0.0201508272	0.06612158280000001	-0.054223633099999995	-0.0290041244	0.1040339866	-0.0343600193	0.0059121647	-0.06264142219999999	-0.0673200399	0.0912078002	0.0266283216	-0.0611182834	-0.054370774000000004	-0.0632043703	-0.0020354976	-0.0023296414	0.0956861366	0.0124920144	0.0334473644	-0.057367091900000014	-0.0350314526	0.09163938529999999	0.0923312074	-0.0208889612	-0.044435585300000004	-0.0060575957	0.1180760141	-0.0240257932	-0.147299561	0.0367915682	-0.0439891587	-0.0665086695	0.058552000599999994	0.0291283028	-0.0634293283	-0.11002985800000001	-0.0296242382	-0.0496665283	0.1582289288	-0.10758507369999999	0.009120090899999999	0.0205505918	-0.2398825441	-0.0312174904	0.10371691640000001	-0.0090018965	0.0396130601	0.1707305954	0.0137833814	0.12104935019999999	0.11905633460000001	0.11575891279999999	1.44144e-05	-0.007379105599999999	2.0777492736e-10	5.445119945595133e-05	0.0468091	-0.006241700000000003	3.895881889000004e-05	0.00219109184281	0.0331165	0.03667598	0.00109670257225	0.0013451275089604	0.0	-0.000278503	0.0	7.756392100899999e-08	-0.000455844	-9.999999999615353e-10	9.999999999230703e-19	2.0779375233599999e-07	0.0	-0.000435244	1.8943733953599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34434.36328125	-164.5234375	27067.961486816406	1185725374.5850985	22493.626953125	-15.2421875	232.32427978515625	505963253.5063515	23028.3125	38.421875	530303176.59765625	1476.240478515625	0.987759	18.280123	0.10626422784	0.09671357109999999	-0.0449924738	0.0139067442	-0.028395688999999998	0.0589926308	0.0391864127	-0.006676413199999999	0.085022495	0.074117113	-0.0031476996	0.0296703407	0.0451391776	-0.0318249575	0.0017315859	-0.0335393325	-0.05730758690000001	-0.1358541479	-0.0750022478	-0.0375462813	-0.24377254899999998	-0.06911839410000001	0.0348967269	-0.058585590300000004	-0.0100726466	0.026259953399999997	0.0573804276	0.0026130045	-0.022991629399999998	-0.0227021521	0.0627481179	-0.050066355	-0.0463473293	-0.0063859212	0.16009235900000002	-0.0636539434	0.1050425852	-0.1689783872	0.061689658200000004	-0.1559374654	-0.1211704634	-0.0747675442	-0.0844284425	-0.1230032697	0.032988303	0.0825120674	-0.0502978833	0.0457773784	0.0176237907	-0.0241872939	0.050557396	0.062129530999999995	-0.0292457546	-0.07490482379999999	-0.0517907712	-0.0285129966	0.029877337799999997	-0.05933384360000001	0.0034043891	0.0555864383	-0.0103303717	-0.080208654	-0.08472303169999999	0.014146703500000003	-0.0441178554	-0.0873198265	0.1589556147	-0.0376306715	0.0609989321	0.0427151195	-0.037893745	-0.026331275	-0.0703609603	0.0614347808	-0.1179726361	-0.11795527900000001	-0.1194093817	0.036783321800000005	-0.09333942320000001	0.0737831369	-0.0376982947	-0.0733954292	-0.0590552041	0.2072176291	0.0552765604	-0.0129301373	0.1737733659	0.06344942690000001	0.0733241295	0.019821313	0.1207205288	0.11775003070000001	0.11285322490000001	9.94156e-06	-4.47284e-06	9.88346152336e-11	2.0006297665599997e-11	0.00380475	-0.04300435	0.0018493741189225	1.44761225625e-05	0.011118799999999998	-0.0219977	0.00012362771343999996	0.0004838988052900001	0.000402207	0.000402207	1.6177047084899998e-07	1.6177047084899998e-07	-3.28969e-05	0.0004229471	1.7888424939841e-07	1.08220602961e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34711.7265625	277.36328125	76930.3897857666	1204903960.949768	22544.78125	51.154296875	2616.762088775635	508267161.6103516	23044.986328125	16.673828125	531071394.86346817	278.016544342041	1.270311	23.509220000000006	0.10974661124000001	0.10427026310000001	0.0765754765	-0.13645281720000002	-0.1684842984	0.1131847835	-0.06052727610000001	-0.0534555045	-0.1172433119	0.0344463729	0.0469651383	0.011546054299999999	-0.0404167475	0.0182279636	0.027869026800000002	-0.0085928139	-0.0541305588	-0.0372078906	0.0171037671	-0.08276652450000001	-0.1716900916	-0.07481258660000001	0.0472637046	0.1318697035	0.1596988449	0.029044114500000006	0.1432422885	-0.11263655619999999	0.0052394155	-0.1315023693	-0.0888086448	0.0743950909	-0.0162548825	-0.0086838339	-0.0057311097	0.0353488912	0.0108152534	-0.1224378261	0.0829568605	-0.204255343	0.0207098314	0.0416470235	-0.06563153349999999	-0.0762055925	-0.031745911200000004	0.1225621836	0.08558995779999999	-0.1374122125	-0.032217921000000004	-0.1679512825	0.11240819490000001	-0.0302496987	-0.012702678899999998	0.1268975826	0.006283081899999999	-0.0740565717	-0.0396617426	-0.0622837995	-0.0300341831	0.041333377000000004	0.04358953559999999	-0.0527048508	-0.0163049476	-0.0461579355	0.0057149995	0.1242154987	0.20098255469999998	-0.128160377	-0.033510162	0.0078788482	-0.0826024328	-0.0902090325	-0.2085049147	-0.048543439400000006	0.0143929926	-0.0377206477	-0.1305669078	-0.0642342179	-0.120056331	-0.0568034426	0.0055223787	-0.025438687400000003	-0.1525069949	-0.0021627306	0.1221028509	0.0034135221999999996	-0.010830822700000001	0.037803836800000004	0.0956161403	0.026596843399999997	0.120326335	0.1161887065	0.1093977275	3.04698e-05	2.052824e-05	9.2840871204e-10	4.2140863749759996e-10	0.0616133	0.05780855	0.0033418284531025	0.0037961987368899997	0.0265146	0.015395799999999998	0.0007030240131599997	0.00023703065763999996	-5.655600000000001e-07	-0.00040277256	3.198581136000001e-13	1.6222573508895358e-07	-0.000147317	-0.0001144201	1.3091959284010001e-08	2.1702298489e-08	0.000213242	0.000213242	4.547215056400001e-08	4.547215056400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34651.93359375	-59.79296875	3575.199111938477	1200756501.7856598	22527.267578125	-17.513671875	306.728702545166	507477784.5364418	22998.65234375	-46.333984375	528938009.62867737	2146.838108062744	1.156854	21.409498000000006	0.09197073479	-0.0314063769	0.1348655625	-0.023513533599999997	-0.12130847199999999	-0.052084199299999995	-0.08784451900000001	0.0348740444	-0.08914295789999999	-0.027194635499999998	0.0486464863	0.0203593503	0.09147043769999999	0.0522701329	-0.0083783066	-0.0290047644	0.0430877322	0.1341800275	0.059519532699999995	0.0792460224	-0.0438770578	-0.0272741558	0.0405911856	-0.012557188899999999	-0.0095140438	-0.0309512348	0.1777423139	0.1341488859	-0.0874400696	0.0317257755	0.2083023504	-0.2032386423	0.0777838612	-0.0918852944	0.0262932226	-0.034022142000000005	0.0573754722	0.027832651400000002	0.0023993595	0.0301896091	-0.019151128	-0.0449007245	-0.0384604069	-0.029556667000000002	-0.0853115109	-0.0286239845	-0.0290677569	-0.1362563466	0.0091686279	-0.12286031160000001	-0.0472775996	-0.10142525	0.0149994565	0.05371443150000002	0.016493409	-0.0663512546	0.0803320924	0.0390874185	-0.09335889720000001	0.052726569699999996	0.0013286099	0.1263068576	0.06751978360000001	0.059335604800000004	0.1033966864	0.0274935625	-0.0664281238	-0.0431359151	0.1361208252	0.0022820635	-0.0795326294	-0.0561747405	0.0314755445	0.1048757408	-0.08864096519999999	-0.068376134	0.053246777800000006	0.1436257873	0.0453554496	0.20995723800000002	0.028236106	-0.08265906519999999	-0.0197877526	0.1109852097	-0.07567062940000001	0.2015408111	-0.031217189500000006	-0.12893121189999998	-0.08769523130000001	0.0728911446	0.1198669825	0.1143757435	0.10540925529999999	1.52301e-06	-2.894679e-05	2.3195594601000004e-12	8.379166513041001e-10	0.0355215	-0.026091800000000002	0.0006807820272400003	0.0012617769622499998	0.00371279	-0.022801809999999995	1.37848095841e-05	0.0005199225392760998	0.000374622	0.00037518756	1.4034164288399998e-07	1.4076570517875354e-07	-0.000419851	-0.000272534	7.4274781156e-08	1.76274862201e-07	0.0	-0.000213242	4.547215056400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34463.1640625	-188.76953125	35633.935928344734	1187709677.1987915	22461.375	-65.892578125	4341.831851959229	504513366.890625	23021.677734375	23.025390625	529997645.7054176	530.1686134338379	1.187462	21.975952	0.048382670790000006	-0.011844371599999999	0.031408251	0.11518423230000001	-0.0019233835999999999	-0.00034599230000000004	-0.11419780189999999	0.0278861867	0.0426282525	-0.12093165410000001	-0.11997082380000001	0.1510057537	-0.0532974332	0.1272736248	-0.1207988926	0.1061604276	0.042331066900000006	0.0019781537	0.058164632699999996	0.098294765	0.07702848799999999	0.13354701800000002	0.0648919412	0.0286874471	0.040718263399999996	0.061381930999999994	0.2379081225	-0.0757403877	-0.1186971948	0.0803570242	-0.08890162160000001	0.0729207736	0.0166816266	-0.0324778206	0.0492439109	-0.0346074737	-0.1724279384	-0.068601861	-0.045746786799999994	0.042196671799999995	-0.0349009973	-0.06307042809999999	0.005204373	-0.0649093947	0.0320684442	-0.0452285755	-0.1036999891	0.0032180155	-0.057069053099999996	-0.0034020365000000004	0.0173514284	-0.1119525474	-0.0314021252	0.011620326499999998	0.0087274637	0.0914416167	0.0189004285	0.2773775999	-0.0006268382	0.0026252041	0.16462081480000001	0.0354414215	-0.0490545529	0.0277313395	0.0227423915	0.0851574594	-0.09371348339999999	-0.0874771015	0.17496469309999998	-0.0584632391	-0.1088959952	-0.0331785785	0.0453051504	-0.1483219346	-0.0787505071	-0.0095512622	0.0376071531	-0.11121218849999999	-0.0229152306	0.0296465539	0.10124530890000001	-0.0781437693	0.0056349754000000005	-0.055099152699999994	0.0669676957	-0.0369648666	0.044904111100000005	-0.08792854300000001	0.1078498887	-0.0229979997	0.11934271980000001	0.112315068	0.1009072399	1.76088e-05	1.608579e-05	3.1006983744e-10	2.587526399241e-10	0.0355359	1.4400000000004687e-05	2.0736000000013498e-10	0.0012628001888099999	0.00723177	0.00351898	5.22984973329e-05	1.23832202404e-05	0.000161648	-0.000212974	2.6130075904e-08	4.535792467599999e-08	-3.28969e-05	0.00038695410000000004	1.4973347550681e-07	1.08220602961e-09	0.000296736	0.000296736	8.805225369599998e-08	8.805225369599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34244.07421875	-219.08984375	48000.35963439941	1172656619.0992587	22439.544921875	-21.830078125	476.5523109436035	503533176.3008461	22974.20703125	-47.470703125	527814188.71473694	2253.467655181885	1.174265	21.73173	0.08016235619999999	0.044678264800000006	-0.09822686289999999	0.028738399100000006	0.0159642303	0.1080180713	-0.2721610698	0.027011285299999997	0.0725764955	-0.0041989993	-0.022878033199999998	-0.0066608928	-0.014731856000000003	0.072363545	-0.050687095599999996	0.032246660499999996	0.0445395538	-0.0531199909	-0.0107216645	0.0051750905	-0.049342441699999996	-0.0404585568	0.1297771703	0.1383653208	0.05440178230000002	-0.0204787496	-0.0110947427	-0.1439440784	0.14799427810000002	0.11132367439999999	-0.0192268095	-0.0773510017	-0.0652704647	-0.0469222196	-0.1795934163	0.0478596045	0.0845856411	0.0987707126	-0.05298566230000002	0.0882726277	-0.0954254481	-0.1480802008	0.031189706299999998	0.000237243	-0.0075621435	0.0600863213	0.0396845229	0.0695944482	-0.0840416759	0.0101605046	0.14876756970000002	-0.2470800217	-0.0087074958	-0.0461486012	-0.008261056800000001	0.05521555190000002	-0.0200377063	0.0730627526	-0.0166199151	0.0530981638	0.0385544496	-0.0673996942	-0.0214230215	-0.0479590228	-0.0935647441	0.0402485792	0.08938288259999999	0.0848087335	-0.0961503305	-0.2139673146	-0.0679208764	-0.0714195761	0.0370528012	-0.0168074627	0.0358012991	0.2015219517	0.05505759440000002	-0.0097440911	0.1077127718	0.0822693971	0.0389327353	0.0159601723	-0.0252283774	0.1207566847	0.0831196816	-0.0841679769	0.11257740699999999	-0.06245511860000001	-0.028695682900000002	-0.0971770954	0.11875383099999999	0.1100111431	0.0959136145	0.012244	0.0122263912	0.000149915536	0.00014948464177543742	0.0678563	0.032320399999999985	0.0010446082561599997	0.004604477449689999	0.0144918	0.0072600300000000015	0.00021001226724	5.270803560090001e-05	4.65282e-05	-0.0001151198	2.16487339524e-09	1.325256835204e-08	0.00012235800000000004	0.00015525490000000005	2.4104083974010014e-08	1.4971480164000008e-08	0.0	-0.000296736	8.805225369599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
