onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0196	0.5	congruent	female	female	1.6893	right	correct
5.5361	0.5	congruent	male	male	0.8787	left	correct
10.0527	0.5	incongruent	female	male	1.6119	right	correct
14.5692	0.5	incongruent	male	female	1.2402	left	correct
21.0857	0.5	congruent	male	male	1.3995	left	correct
26.6022	0.5	incongruent	female	male	1.0008	right	correct
31.6187	0.5	congruent	male	male	0.5582	left	correct
36.1353	0.5	incongruent	male	female	1.0984	left	correct
41.1518	0.5	congruent	male	male	2.2647	left	correct
47.6683	0.5	incongruent	female	male	0.992	right	correct
52.1848	0.5	congruent	female	female	0.8933	right	correct
57.2013	0.5	incongruent	male	female	1.0076	left	correct
61.7179	0.5	congruent	male	male	0.8029	left	correct
66.2344	0.5	incongruent	male	female	0.7333	left	correct
70.7509	0.5	incongruent	male	female	0.7706	left	correct
75.2675	0.5	incongruent	male	female	0.9638	left	correct
80.78399999999998	0.5	incongruent	male	female	1.0541	left	correct
85.3005	0.5	congruent	male	male	0.7385	left	correct
89.8171	0.5	incongruent	male	female	1.1527	left	correct
94.3336	0.5	congruent	male	male	0.7551	left	correct
98.8501	0.5	congruent	male	male	0.7114	left	correct
103.3667	0.5	incongruent	female	male	0.6896	right	correct
107.8832	0.5	incongruent	male	female	0.6990000000000001	left	correct
114.3997	0.5	incongruent	female	male	0.9623	right	correct
119.4162	0.5	congruent	female	female	0.7456	right	correct
125.4327	0.5	congruent	female	female	0.7519	right	correct
130.9492	0.5	incongruent	female	male	0.7232	right	correct
135.9658	0.5	congruent	female	female	0.7324	right	correct
141.9822	0.5	congruent	male	male	0.6948	left	correct
146.4988	0.5	congruent	female	female	0.737	right	correct
151.5153	0.5	incongruent	male	female	0.9594	left	correct
156.0318	0.5	incongruent	male	female	0.7847	left	correct
161.0484	0.5	congruent	male	male	0.6109	left	correct
165.5649	0.5	congruent	male	male	0.5533	left	correct
170.5814	0.5	congruent	male	male	0.4656	left	correct
175.59799999999996	0.5	incongruent	female	male	0.5848	right	correct
182.1144	0.5	congruent	female	female	0.7482	right	correct
186.631	0.5	congruent	female	female	0.6494	right	correct
191.6475	0.5	incongruent	male	female	0.7107	left	correct
196.664	0.5	incongruent	female	male	0.6471	right	correct
201.1806	0.5	incongruent	female	male	0.6903	right	correct
205.6971	0.5	incongruent	male	female	0.6816	left	correct
210.2136	0.5	incongruent	male	female	0.47	left	correct
214.7302	0.5	incongruent	female	male	1.0662	right	correct
219.2467	0.5	congruent	male	male	0.5786	left	correct
224.7632	0.5	incongruent	female	male	0.9779	right	correct
230.2797	0.5	congruent	male	male	0.6612	left	correct
234.7963	0.5	congruent	male	male	0.7734	left	correct
239.3128	0.5	congruent	female	female	0.4668	right	correct
243.8293	0.5	congruent	female	female	0.4841	left	incorrect
248.3459	0.5	incongruent	male	female	1.2044	left	correct
252.8624	0.5	incongruent	female	male	0.6327	right	correct
257.3789	0.5	congruent	female	female	0.693	right	correct
261.8955	0.5	congruent	female	female	0.6733	right	correct
266.41200000000003	0.5	congruent	female	female	0.6526	right	correct
271.4285	0.5	incongruent	female	male	0.9439	right	correct
275.9451	0.5	congruent	female	female	0.6552	right	correct
280.4616	0.5	congruent	male	male	0.6845	left	correct
285.4781	0.5	incongruent	male	female	0.8958	left	correct
290.4947	0.5	incongruent	male	female	0.7991	left	correct
295.0112	0.5	congruent	female	female	0.4754	right	correct
300.5277	0.5	incongruent	female	male	1.6917	right	correct
305.0442	0.5	incongruent	male	female	0.5891	left	correct
311.5607	0.5	congruent	male	male	0.8203	left	correct
316.5772	0.5	congruent	female	female	0.7517	right	correct
321.0938	0.5	incongruent	female	male	0.9259	right	correct
325.6103	0.5	congruent	female	female	0.6792	right	correct
331.1268	0.5	incongruent	male	female	0.7226	left	correct
337.6433	0.5	congruent	female	female	0.6248	right	correct
342.6598	0.5	congruent	female	female	0.5402	right	correct
347.1764	0.5	congruent	female	female	0.5844	right	correct
351.6929	0.5	incongruent	female	male	1.0407	right	correct
357.7094	0.5	incongruent	male	female	0.72	left	correct
363.2259	0.5	congruent	male	male	0.8183	left	correct
367.7425	0.5	congruent	male	male	0.7686	left	correct
373.259	0.5	congruent	male	male	0.7489	left	correct
378.2755	0.5	incongruent	female	male	0.7282	left	incorrect
384.292	0.5	congruent	male	male	0.7365	left	correct
389.3085	0.5	congruent	female	female	0.3588	right	correct
393.825	0.5	congruent	male	male	0.6262	left	correct
399.3415	0.5	congruent	male	male	1.0224	left	correct
404.3581	0.5	incongruent	male	female	1.0047	left	correct
409.3746	0.5	incongruent	female	male	0.718	right	correct
414.3911	0.5	incongruent	male	female	0.6074	left	correct
419.4076	0.5	incongruent	female	male	0.6207	right	correct
424.4242	0.5	incongruent	female	male	0.6689	right	correct
428.9407	0.5	incongruent	male	female	0.5412	left	correct
433.4572	0.5	incongruent	male	female	0.7055	left	correct
439.4737	0.5	incongruent	female	male	0.6548	right	correct
444.9902	0.5	congruent	female	female	1.3341	left	incorrect
449.5068	0.5	congruent	female	female	0.6114	right	correct
455.0233	0.5	congruent	male	male	0.8057	left	correct
461.0398	0.5	incongruent	female	male	0.687	right	correct
466.0563	0.5	incongruent	female	male	0.9083	right	correct
470.5728	0.5	incongruent	female	male	1.0437	right	correct
475.0894	0.5	congruent	female	female	0.8569	right	correct
