csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
39429.6484375	n/a	n/a	1554697175.9048462	22817.49609375	n/a	520638127.9882965	n/a	23692.173828125	n/a	n/a	561319100.7020912	n/a	n/a	n/a	-0.0474973308	0.019118493	-0.0436536205	0.0459043342	-0.1614791099	0.026061580600000002	-0.1303047676	0.0234527658	-0.0707761774	0.017217411000000002	-0.1236393234	0.12201792550000001	-0.04903361	0.15785393	-0.07638959370000001	0.0114875716	-0.1237729375	0.0873412012	0.0680572049	-0.2495166959	0.0413348744	-0.21061349149999997	0.147616257	-0.05012617	0.0502651618	-0.0480235678	0.1144418782	-0.0060098593999999995	0.0093759498	-0.12543289800000001	0.050670092800000004	0.038822844599999996	-0.0085322901	-0.1344993313	0.085060205	-0.006073389300000001	-0.0347922208	-0.0049065498999999995	-0.1268326066	0.1153076531	-0.1160992034	0.1758171652	-0.09221711310000001	0.0668522492	-0.0096664963	0.08481558130000001	-0.0742347979	0.0497230436	-0.033070997000000005	0.1053702736	-0.0410329013	0.0896375043	-0.0295181667	0.015920515	-0.2155066795	0.0835696167	-0.0279077933	0.0436106093	-0.0685372029	0.1918636097	-0.0852687851	0.0710665754	-0.1446492772	0.0013698564000000002	-0.0318004599	0.0010305875	-0.0564840172	0.0545541496	-0.027587543500000002	0.0857279144	0.08975873150000001	-0.0129662708	-0.0552491723	0.10087694259999999	-0.0339410721	-0.0401865795	0.0991832937	0.0098278917	-0.06617143219999999	-0.0773240506	0.0691942961	0.1185910144	0.1217078847	0.1216831682	0.1216419777	6.227689999999999e-05	n/a	3.87841227361e-09	n/a	-0.0584766	n/a	0.00341951274756	n/a	0.0169862	n/a	0.00028853099044	n/a	0.000707657	n/a	n/a	5.00778429649e-07	0.0004897230000000001	n/a	2.3982861672900013e-07	n/a	-0.000677195	n/a	n/a	4.58593068025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39355.75	-73.8984375	5460.979064941406	1548875058.0625	22815.515625	-1.98046875	520547753.2346192	3.9222564697265625	23657.208984375	-34.96484375	1222.540298461914	559663536.9303932	1.33341	24.98815	0.1495259269	-0.1422185217	-0.07026284769999999	-0.11618387320000001	0.0153527374	-0.09011924019999999	0.1032529248	0.0393985755	0.0367014834	-0.019525711499999997	0.0639152632	-0.1064511805	0.0959584253	0.0162745594	0.0351004102	-0.09430427460000004	-0.0054327371	-0.0769761094	0.011403056000000002	0.1820711657	-0.15481998560000002	0.0681928985	-0.09540600380000001	0.1002149151	0.0277059115	0.023842763	0.0315185366	-0.08289621429999999	0.0292910054	-0.0508054246	0.010252759	0.0579438487	-0.0416690304	-0.0028947657	-0.1612941772	-0.0126126849	-0.146380171	0.016256994099999998	-0.1129080298	-0.09207264650000001	-0.0391175758	-0.18538868100000008	0.0466923785	-0.06459742019999999	0.1180399184	0.0050063464	0.053989769699999995	-0.0997200307	-0.0075206347	-0.0054629890000000006	-0.0402875075	0.0787208494	0.0841016094	-0.045135207999999996	-0.0260445472	-0.13711971039999998	0.0625038754	0.0318884287	0.1080568245	-0.0421443476	0.1299517536	-0.037752212	0.0362835334	-0.1315527196	-0.0106386629	0.1420266978	-0.0714197717	0.0071058181	0.031000613599999997	0.0066452515	-0.0545069887	-0.0129464359	0.0522660553	0.0235383978	0.1954051479	0.0789787818	0.0514964794	0.10711391599999999	-0.056653138099999986	-0.0898563847	-0.0082404511	-0.0037785943	0.0755003011	0.1216419777	0.12141962949999999	0.12104935019999999	-0.027416000000000003	-0.027478276900000004	0.0007516370560000003	0.0007550557013930739	-0.0745165	-0.016039900000000003	0.005552708772249999	0.0002572783920100001	-0.0404371	-0.057423300000000004	0.0016351590564099995	0.00329743538289	0.000461816	-0.000245841	6.0437797281e-08	2.13274017856e-07	-0.00018386	-0.0006735830000000001	3.38044996e-08	4.5371405788900005e-07	-0.00062493	5.2265000000000015e-05	2.7316302250000013e-09	3.905375049e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39300.4140625	-55.3359375	3062.0659790039062	1544522545.4839478	22814.06640625	-1.44921875	520481625.9887848	2.1002349853515625	23635.287109375	-21.921875	480.568603515625	558626796.742588	1.336992	25.055279	0.14196314	0.0034993961999999997	0.0166532508	0.0148926631	0.1638337356	-0.0594266675	0.057223364699999994	-0.047134351500000005	-0.08094061450000001	0.1172744518	0.015189233500000001	-0.1048887744	-0.042838137199999994	-0.0475035487	0.0327293792	-0.1434558993	-0.0059563948	0.1070273139	-0.0920848689	0.0860981814	0.050845358099999995	0.071795455	0.0640453256	0.0377956468	0.0189619565	0.11993360269999999	0.015405057	-0.0314387492	0.1785829154	-0.0878361142	0.0902156359	-0.1415608665	0.1604520994	0.0762905128	-0.1024300815	-0.0603655024	0.1455182914	0.0757167913	0.0760785096	-0.1946740791	-0.0669762617	0.0071152665	0.0050628217	-0.0829869089	0.0046600611	-0.1357771495	0.0171983225	-0.033177519100000004	-0.0195512657	0.16320298460000002	0.08510055359999999	-0.013875031000000001	-0.0334224892	0.025431846299999998	-0.1544809771	-0.0632887803	-0.1203258049	0.0093841951	0.0842575566	0.0522744972	0.0153503168	0.07574890690000001	0.0077317468000000006	-0.061531473899999994	0.08763393929999999	0.16927577940000002	-0.0269981565	0.0632249852	-0.0540655263	-0.09017503710000001	-0.1547884273	-0.059764377300000004	-0.0068709039	-0.1547897618	-0.0644980844	-0.09825391300000001	0.1168088681	0.069747598	0.0934495132	0.1884630161	0.094090345	0.0512772384	-0.030863768599999997	0.1215101995	0.120893123	0.1198669825	-0.00672461	0.020691390000000004	4.52203796521e-05	0.00042813362013210016	-0.07453429999999997	-1.7799999999970614e-05	0.005555361876489995	3.16839999998954e-10	0.047994	0.0884311	0.0023034240360000004	0.007820059447209999	0.000224122	-0.000237694	5.649843763599997e-08	5.023067088400001e-08	-0.000517456	-0.00033359599999999997	2.67760711936e-07	1.1128629121600001e-07	-0.0005397630000000001	8.516699999999993e-05	7.2534178889999865e-09	2.913440961690001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39170.7890625	-129.625	16802.640625	1534350715.7788696	22754.904296875	-59.162109375	517785669.55994034	3500.155185699463	23637.921875	2.634765625	6.9419898986816415	558751350.5686035	1.347552	25.253164	0.14512103	-0.021594100499999998	0.0648917833	-0.0258980122	-0.0415487398	-0.1592409859	-0.080163731	-0.0385847047	0.0517992279	-0.0460529729	-0.0060371713	0.0267923306	-0.0117223129	0.09466303529999999	0.0849259789	0.0307540356	-0.0569331745	0.0040371046999999995	0.0434604845	-0.012323973600000001	0.09561928210000001	0.0495692351	0.079963746	0.066100965	0.1079655495	0.09472908099999999	0.08864344019999999	-0.0423903974	0.042550525	-0.0894078467	0.1302532699	0.0025542653	0.07945550009999999	0.0359245221	-0.0255768542	0.105721284	0.037601520299999996	0.1036197632	-0.0280260864	-0.036511808	0.12650349060000002	-0.0719474096	0.066462443	-0.0198416963	0.0347371487	0.0656406546	0.1563316577	0.0612759671	-0.0172639047	-0.0556162248	0.048300593899999994	-0.0469664043	0.0776093929	0.1197904822	-0.0022976539	-0.0149883402	-0.1032934269	-0.0494972174	0.0553945691	-0.041485074	-0.022880200299999997	0.043456765	-0.0785862762	-0.010806253100000001	0.0084845171	0.1265193807	-0.0730940628	9.9115e-06	0.012263453999999998	-0.0294233736	-0.009552637	-0.027661306099999998	0.057280630599999986	-0.0334812855	0.0401391274	0.1521330684	0.011674119299999999	-0.0189403754	0.1435319417	0.0290386956	-0.25388090469999997	0.0715835417	-0.0018707385	0.1213126213	0.12010478890000001	0.1181006348	0.00141483	0.00813944	2.0017439289e-06	6.625048351359999e-05	0.00640493	0.08093922999999997	4.1023128304899986e-05	0.006551158952992896	0.0266094	-0.021384600000000004	0.0007080601683599999	0.0004573011171600002	0.000276748	5.262599999999998e-05	2.769495875999998e-09	7.658945550399999e-08	3.67952e-05	0.0005542512	1.3538867430400001e-09	3.0719439270144004e-07	-0.000453485	8.627800000000007e-05	7.443893284000012e-09	2.05648645225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39210.33203125	39.54296875	1563.6463775634766	1537450138.0008698	22786.234375	31.330078125	519212476.9924317	981.5737953186036	23655.19921875	17.27734375	298.50660705566406	559568450.0787506	1.168257	21.893167	0.10126851	-0.007944831999999999	-0.0036533934	0.0199670471	0.045754124699999996	-0.06372882519999999	-0.00139437	0.11738653449999999	-0.0275465832	0.023969671	0.0912162784	-0.0212743814	-0.0087051214	0.1290658958	0.125637773	-0.0764479948	-0.08947515539999999	0.059903602800000004	-0.0323727464	-0.17632960120000002	0.1103834495	-0.0792005779	0.0298971814	0.0083147242	-0.10611030869999999	-0.0633138981	0.0471782325	0.0825978641	-0.1164075192	-0.0294823556	0.0821583671	-0.0898105366	0.0740526041	-0.044097188200000005	0.0859874598	0.10374269859999999	0.0153239276	0.046537717400000005	0.0083567534	-0.0441932668	0.0137128925	-0.1197827682	-0.0891135926	-0.009386998399999999	-0.012951254399999999	-0.0630425794	0.0390466096	0.023924245099999998	-0.0858758134	0.0545859853	-0.0911770848	0.0310512817	0.1069661294	0.1795240725	-0.1451642232	-0.07029345	-0.0573428288	-0.1161143713	-0.0704467429	0.14506809240000001	-0.0482994954	0.049152594800000005	-0.0057896612	0.0023999075	-0.0578022454	-0.1387942188	-0.009741103499999999	0.0874756163	-0.1080376825	0.000979529	0.19608861649999998	-0.0818993806	-0.0211076259	0.0367933471	-0.0566297658	0.0296771167	-0.0030980527000000002	0.043964364699999994	0.0250346499	-0.0663650142	-0.076355145	-0.0370286799	-0.0310023858	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.000680605	-0.0007342249999999999	4.632231660250001e-07	5.390863506249999e-07	0.0498662	0.04346127	0.00248663790244	0.0018888819900129	0.0528304	0.026220999999999998	0.00279105116416	0.0006875408409999999	-6.09311e-05	-0.00033767910000000005	1.1402717457681e-07	3.71259894721e-09	-0.000242566	-0.0002793612	5.883826435599999e-08	7.804268006544e-08	-0.000453485	0.0	0.0	2.05648645225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39109.35546875	-100.9765625	10196.266174316406	1529541685.1810455	22787.7578125	1.5234375	519281906.1211548	2.32086181640625	23660.650390625	5.451171875	29.715274810791016	559826376.907383	1.232875	23.104113	0.13322512	-0.002858188	-0.0023213737	-0.0221836703	-0.030103687999999997	-0.014431141399999996	-0.0048658810999999995	-0.0238792663	-0.1099107659	-0.0218336076	-0.11914675820000001	0.0205171956	0.0195723122	0.045474715199999995	0.10113602460000001	-0.0776099556	0.16573722330000001	-0.0706669982	-0.1015551266	0.0209141774	0.0682640124	-0.0477058055	-0.1282411932	-0.0020530239	-0.061257438399999996	0.0236738098	0.0160089779	-0.0466767791	0.0709582208	-0.1562469813	0.0404663196	0.0537728226	0.16747759140000001	-0.0287118351	-0.0876747602	-0.1431932379	-0.0563691375	0.0198026985	-0.0174904499	0.0057582025	0.024915160699999998	0.0979185383	0.0182468853	-0.1072866916	0.021335400600000002	0.041723313399999996	-0.003906896500000001	-0.0275690796	-0.0838412836	-0.0424760668	0.0493310661	-0.1188636552	-0.017737808	0.0066592617	-0.0767553344	-0.2159186131	-0.0375774347	0.1698059045	-0.0106584022	0.0204488232	0.0254070915	0.0727195629	-0.0554789788	0.046929185	-0.047480459	-0.046503914400000006	0.022986620699999998	-0.06546696440000001	-0.0524220412	-0.2486244071	-0.1215182641	0.07531944389999999	0.0213366047	0.011285806200000002	0.17136510789999998	0.054778914299999995	0.0353163229	-0.1247674434	-0.034679594	-0.0341354684	-0.1336011681	0.0358933696	-0.0036581446	0.1207205288	0.11775003070000001	0.11285322490000001	0.00318027	0.002499665	1.01141172729e-05	6.248325112225e-06	-0.0142409	-0.0641071	0.00020280323281	0.00410972027041	0.0319289	-0.020901500000000003	0.0010194546552099997	0.00043687270225000016	0.000266071	0.0003270021	1.0693037340441e-07	7.0793777041e-08	0.00024629400000000004	0.00048886	6.066073443600002e-08	2.389840996000001e-07	-0.00035501	9.8475e-05	9.697325625e-09	1.260321001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39149.296875	39.94140625	1595.315933227539	1532667445.8068848	22770.560546875	-17.197265625	518498427.6189003	295.74594497680664	23725.005859375	64.35546875	4141.6263580322275	562875903.0273781	1.353613	25.366762	0.1104274	0.0480914275	0.0668355919	0.029787857	-0.026202413799999998	-0.068969241	-0.07877304480000001	-0.0067636403	0.0678187213	-0.070356302	0.0502913075	0.0658186903	0.025075290400000002	0.0738917711	0.035196641699999996	-0.0078158815	-0.0263209577	0.0570882749	0.15121382630000002	0.0754063417	0.0711685493	-0.030228791600000002	-0.0812636896	0.0154545629	0.0013457569000000001	-0.05405260889999999	-0.023854581099999998	-0.0247144219	0.0204796802	0.040288822200000005	0.0618617838	-0.0464062039	0.10428868349999999	-0.0215126947	0.0359515175	-0.10910527619999999	0.0146759501	0.07872017440000001	0.0296841847	0.037517691400000004	0.09189966720000001	-0.0383177475	0.012537422	0.06833742599999999	-0.0145043069	0.0246633341	0.0881723108	0.0466137922	-0.0012286015	-0.0940081576	0.050583557	-0.0292341293	0.1503576459	0.0338145536	0.0033342633	-0.0381687458	0.0143964959	-0.1097903216	-0.0115605369	-0.0334338749	0.0128481745	-0.032891813900000004	0.0271087058	0.0241516286	-0.0174893229	-0.0402630277	0.0427362136	0.0929409124	0.037498407000000004	-0.0568049146	-0.0445661522	-0.1009454541	-0.0362982806	0.0128808743	0.015521766999999999	-0.0260115909	0.0109151135	-0.0025317466	0.0825536728	-0.014558917900000001	0.021950949100000002	0.0509905317	0.0204154393	0.120326335	0.1161887065	0.1093977275	-0.00240485	-0.00558512	5.7833035225e-06	3.11935654144e-05	-0.0470651	-0.0328242	0.00221512363801	0.00107742810564	-0.00647879	-0.03840769	4.19747198641e-05	0.0014751506511360994	-8.32048e-05	-0.0003492758	1.2199358446563998e-07	6.92303874304e-09	-1.825e-05	-0.000264544	3.330625e-10	6.998352793600001e-08	-0.000296622	5.838799999999998e-05	3.409158543999998e-09	8.798461088400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39178.640625	29.34375	861.0556640625	1534965881.2229006	22804.4140625	33.853515625	520041300.73394775	1146.0605201721194	23723.138671875	-1.8671875	3.48638916015625	562787308.4450111	1.396179	26.164436	0.03874543	0.0183559403	-0.0020585325	0.023429444	0.029332136800000002	0.0220071596	0.009396998299999999	0.1357907736	0.0701973023	0.0730283365	0.0296361032	0.0086659813	-0.0539189537	-0.053080423700000004	0.014922425900000001	-0.06489666570000001	-0.022017566000000002	0.0231987173	0.0135214706	-0.1119358949	-0.1544582326	-0.0647633222	0.0637234836	0.0688335871	-0.1212602226	-0.020254291299999998	0.0369303962	-0.01544664	0.1495279623	0.0999989204	0.036369374100000004	0.0443560462	0.1422795544	-0.012256889699999999	0.047002385099999995	-0.1017218859	-0.0975612845	-0.0078150491	0.018848848300000002	0.0397078383	-0.0079608024	-0.0516027391	-0.1204883288	0.0065385301	-0.0180588668	-0.0746780688	0.0157866125	0.014906963700000001	0.030072499199999998	0.0937656878	-0.1573618308	0.060446753	-0.040836884	-0.0179685123	-0.052162722	0.0389998923	0.0125392503	-0.0358399187	-0.0834006136	0.0348466674	0.0081727897	0.127785309	0.0385653169	-0.1432090771	0.0589851279	-0.0004512056	0.0130110901	0.1163534376	0.1473525712	-0.1902586551	0.0126386251	-0.0664293852	-0.0644239815	0.0930548369	0.0805896923	-0.0549994714	-0.0057549066	0.0390010641	-0.1134308768	0.0513537251	-0.0075255573	-0.0357356631	0.024478207400000004	0.1198669825	0.1143757435	0.10540925529999999	-0.00406845	-0.0016636000000000005	1.6552285402500007e-05	2.7675649600000008e-06	-0.0470874	-2.2300000000002873e-05	0.00221722323876	4.972900000001282e-10	-0.00433721	0.00214158	1.88113905841e-05	4.586364896399998e-06	0.000444939	0.0005281438	2.7893587347843994e-07	1.9797071372100001e-07	-4.80022e-05	-2.97522e-05	2.30421120484e-09	8.8519340484e-10	-0.000437085	-0.00014046299999999996	1.9729854368999992e-08	1.91043297225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39145.140625	-33.5	1122.25	1532342034.5510256	22796.046875	-8.3671875	519659753.12719727	70.00982666015625	23753.560546875	30.421875	925.490478515625	564231638.6540565	1.418723	26.586924	0.05975440999999999	0.0302934669	-0.0183490693	-0.0053687339	-0.0335592236	0.0075041902	-0.058558959699999996	-0.11958119800000001	0.0996809633	-0.0044970106	-0.1580924994	0.0017706582000000001	-0.018014287099999998	-0.1432073127	0.0006985774000000001	0.0319493167	0.0687929084	-0.0602139867	0.1765651625	-0.1579299734	-0.07661778429999999	-0.1567351018	0.04522474730000002	-0.0191986408	0.0345265042	-0.09169272699999999	-0.0197612355	0.1013355132	0.0066034482	0.0542822505	0.0215929655	0.0882819136	0.1894871506	-0.1969250436	0.1376162057	-0.0041757132	-0.0417029074	0.0313656739	-0.0032894284	0.0679435379	0.0500207201	0.0972913735	0.1075807868	-0.0130215451	0.0085514697	0.0269553508	0.0472777315	0.0344670491	0.12186102160000001	-0.0179753437	0.0924944723	-0.0815241588	-0.1455274744	-0.10130803990000001	0.10971889650000001	-0.0213629277	0.0672738309	-0.151916962	-0.1561515628	-0.0799076898	-0.1220347041	-0.0130192226	0.0591311604	0.060023144800000004	0.0460155848	-0.043631234500000005	-0.0713017041	-0.0732360453	0.0584033167	-0.1686308384	0.1343868547	-0.1409197353	0.0924798549	0.1506847976	0.0570893726	-0.14379627820000002	0.1783907354	-0.1620890476	-0.038413797	0.0245342629	-0.0968385951	-0.11367118550000001	-0.11947268609999999	0.11934271980000001	0.112315068	0.1009072399	0.00286597	0.00693442	8.2137840409e-06	4.80861807364e-05	-0.0547697	-0.007682299999999995	0.0029997200380900003	5.901773328999994e-05	0.011975	0.01631221	0.000143400625	0.0002660881950841	0.00077722	0.00033228099999999997	1.1041066296099999e-07	6.040709284e-07	-7.78778e-05	-2.98756e-05	6.0649517328400004e-09	8.925514753600001e-10	-0.000222732	0.000214353	4.5947208608999994e-08	4.9609543824000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39228.3515625	83.2109375	6924.060119628906	1538863566.3110962	22787.091796875	-8.955078125	519251552.5592079	80.19342422485352	23796.546875	42.986328125	1847.824405670166	566275643.1740723	1.297439	24.31406	0.04584125000000002	0.0376649721	-0.021386223700000002	0.0050896805	-0.0326540659	0.0060416968	-0.027834077999999998	0.0204623148	0.1054799497	-0.0515404401	0.0491857396	0.0372961425	-0.0370893589	0.0039396271999999994	-0.0632545792	-0.035457980699999996	0.08944195070000001	0.0475390253	0.015242415	0.0433653143	0.10880355679999999	-0.09534288519999999	-0.1417954365	-0.046421670199999994	-0.00506943	-0.014450866399999996	0.0548354633	-0.0091674362	0.024555708500000002	-0.0146614847	-0.0434376536	-0.2312245852	-0.14074369	-0.0504387225	-0.1165074906	0.0586678562	0.0185443928	-0.11669959279999999	0.0073260477	0.0803876226	0.011488583	-0.062790193	-0.0183057963	0.11042401939999999	0.0010635205	0.0295288271	0.028235668399999997	0.005145555	0.0585396945	-0.06338768	0.0207973901	0.0458800239	0.0194482825	0.011562808999999999	-0.0060666031999999995	0.0179553147	-0.0043734305	0.0998636234	-0.0769807525	-0.0548419893	-0.0590750809	0.006626196500000001	-0.014840047700000001	0.09380431460000001	0.030349163999999998	-0.1478889003	-0.0648605159	0.0377120303	-0.1110133333	0.2594941348	-0.2379817786	0.022316111899999998	-0.0749048006	-0.0085402013	0.0174224547	-0.0343920031	-0.0656598922	-0.0596916714	-0.08782197480000001	-0.012813150700000001	-0.0934262859	-0.0512295406	0.0501919678	0.11875383099999999	0.1100111431	0.0959136145	-0.00152872	-0.00439469	2.3369848383999995e-06	1.93133001961e-05	-0.0372765	0.0174932	0.0013895374522499998	0.00030601204624000004	0.00829505	-0.00367995	6.88078545025e-05	1.3542032002499995e-05	0.000592371	-0.00018484900000000009	3.4169152801000024e-08	3.5090340164099997e-07	-0.000182916	-0.00010503819999999998	3.345826305599999e-08	1.1033023459239995e-08	-0.000107151	0.000115581	1.3358967561e-08	1.1481336801e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
