csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
27471.365234375	n/a	n/a	754675907.8404274	19479.345703125	n/a	n/a	379444909.0218544	18802.341796875	n/a	n/a	353528057.04651266	n/a	n/a	n/a	-0.0338971586	-0.0060574622	0.13730584380000002	0.0827028269	-0.038152162	0.0054577851	-0.0607668604	0.09656619720000001	-0.0242175435	0.092906117	-0.0648740201	-0.1421575224	0.031783252000000005	-0.030339422	0.0019888125	-0.1001977389	0.0006885113	-0.0126634942	0.1481661876	-0.0147510593	0.0128770969	-0.06500567019999999	0.12990183119999998	-0.0028703332	-0.1261166923	0.1256206991	-0.0800584754	0.0939999185	0.11307723880000001	-0.0664948606	-0.0244970087	0.08783951	-0.19045429	0.0001938391	0.015778784299999998	0.0037955221000000004	0.08256852740000001	-0.0269438906	-0.0851739711	0.015934661	0.057463056799999995	-0.015345446	-0.08687662119999999	-0.0143466783	0.059548463899999994	0.021978494700000004	0.0602350972	-0.0645643779	-0.0120662802	-0.0183618588	-0.0353008206	-0.1345742969	0.1073568215	-0.0839762455	0.0388668869	-0.048297634000000006	0.0470427758	-0.1547230065	-0.0695497279	0.0353155748	0.0263376536	-0.0673431647	0.0834675579	-0.0049138201	-0.0570781878	0.1013210411	-0.1316115522	0.0299235819	-0.08619390310000001	0.0337013692	-0.008773393	0.1094187746	-0.0906603131	0.0427885035	-0.0692855482	0.1265083837	-0.022832917799999998	0.1102909447	-0.08237489860000001	0.1169348636	-0.0390005017	0.11201529539999999	0.0291366124	-0.0651204059	-0.0339269093	0.151408706	0.0278702377	-0.1118886175	0.1479043566	0.0421584254	-0.026273274500000002	-0.07045231440000001	0.1014605782	0.0394962963	0.0124091029	0.003131502	0.0016367928	-0.0605622942	-0.033115844	0.1153745665	0.0211063119	-0.1021984749	-0.065432269	0.1217078847	0.1216831682	0.1216419777	-0.01693	n/a	n/a	0.0002866249	0.0148328	n/a	n/a	0.00022001195584000002	-2.40883e-05	n/a	5.802461968899999e-10	n/a	-0.000647885	n/a	4.197549732249999e-07	n/a	0.00033264300000000003	n/a	n/a	1.1065136544900002e-07	-5.29396e-23	n/a	n/a	2.80260124816e-45	0.0	0.0	0.0
27534.44921875	63.083984375	3979.589084625244	758145893.7799225	19471.044921875	-8.30078125	68.90296936035156	379121590.34967417	18819.66015625	17.318359375	299.9255714416504	354179608.3967438	1.351191	21.45521	0.0581092983	0.087992211	0.05310604360000002	-0.030540359399999998	0.0139369134	-0.076722359	0.09129804220000001	0.0606747807	-0.0604291174	0.1020932784	-0.1045749797	-0.0810753652	0.18131231309999998	0.0151676185	-0.15003943109999998	0.1421586111	-0.1563782094	0.17505350670000006	0.0777610504	-0.020988348700000003	0.0064346576	-0.1089484353	-0.0676079926	-0.07343065160000001	-0.1532691899	-0.04663368019999999	-0.0914691	0.0233622182	-0.0997785418	-0.012564836299999998	0.046466063099999996	0.0497136434	0.0362373894	-0.006826641600000001	-0.06851102790000001	0.050944353899999996	-0.1502384979	-0.033587976	0.0525331539	0.0391952979	-0.11600248839999999	0.1249389174	0.0563986553	-0.10391439720000001	0.0074061918000000015	0.0797983967	-0.0068215054	0.0872588218	-0.0068730499	-0.0070520663	0.0327704752	0.0797994707	0.029318388100000002	-0.0832682604	-0.0021345693	-0.1747423084	-0.0487599085	0.0377743511	-0.1775170962	-0.019189949799999998	0.0653382778	0.0968274823	0.1021464909	-0.043009842	-0.0293973246	0.0579408967	-0.0901883493	0.1507749408	-0.14009947109999998	-0.0737097842	0.007319292	0.10829465769999999	0.1215055132	0.14509681970000002	0.0148921984	0.027000861	0.0330996002	-0.09131710259999999	-0.1361384692	0.06397081980000001	-0.0522572604	-0.0497295192	0.0679279732	0.053959247800000006	0.042956772000000004	-0.0780827765	-0.1274428103	-0.0441544473	-0.1545212666	-0.1005177766	0.1248868885	0.0097453803	-0.0718126592	0.1846321642	0.13320858730000001	-0.032934377599999995	-0.0034223844000000002	-0.041830702000000004	0.0604246755	-0.075961482	0.0709899542	-0.05043027059999999	0.045461448200000004	0.0085036926	0.1216419777	0.12141962949999999	0.12104935019999999	-0.00900862	0.00792138	6.274826110440001e-05	8.11552343044e-05	0.0171935	0.0023607000000000003	5.572904490000001e-06	0.00029561644225000003	0.0197192	0.0197432883	0.00038884684864	0.0003897974328969168	-0.0009466530000000002	-0.00029876800000000025	8.961519024090003e-07	8.926231782400016e-08	0.000163454	-0.00016918900000000004	2.862491772100001e-08	2.6717210116e-08	-9.37216e-05	-9.37216e-05	8.78373830656e-09	8.78373830656e-09	0.0	0.0	0.0
27492.15625	-42.29296875	1788.6952056884766	755818655.2744142	19431.673828125	-39.37109375	1550.083023071289	377589947.76263815	18803.76171875	-15.8984375	252.76031494140625	353581454.77552795	1.260421	20.013895	0.1661565766	-0.0284343927	0.0122216124	0.0513650379	-0.1046513589	0.0412159356	0.0041580158	-0.0046886029999999995	0.1244039596	0.1311507251	-0.0437878633	-0.1561674726	-0.1466539449	0.1360106961	0.0173982646	-0.0351754275	0.0539065702	-0.047401018600000004	-0.019066668300000002	-0.0797401716	0.13268997300000002	0.0530504846	0.1390463042	0.023979191299999997	-0.06653117389999999	-0.0885320716	0.0862537717	0.043428268799999996	0.11108314550000001	-0.0076018116	0.0390419209	0.0816800832	0.101448018	0.0692127024	-0.0588152044	-0.0539019228	0.08630022009999999	0.22736619600000002	0.0156418005	-0.0329751848	-0.08870213199999999	0.0185951449	0.0562786302	0.05561781650000002	-0.11051326869999999	0.0853422737	0.0674988082	-0.084493149	0.0616181475	0.0381845034	-0.052261406600000004	-0.0033700126	-0.0877998111	0.0155914256	-0.0721564933	0.215071865	-0.0064873145	0.0380515932	0.0641164515	0.10030357779999999	-0.0442735541	0.0018336078	0.015551025800000003	0.2335138098	-0.061341208099999996	0.1155726091	0.0823436087	0.0138457325	0.1211002012	0.0300921477	-0.0869511575	0.0239075808	0.0054853961	-0.12436882630000001	-0.049121190499999995	0.032844616800000004	0.1131089469	-0.0889027725	0.033292536	0.1532332595	0.024097345699999998	0.0610440622	-0.0542168487	-0.0778670492	0.0273661194	-0.0112876713	0.0941938172	0.1595284079	0.0507495492	0.05662781030000001	-0.0667238688	0.0622238087	0.0679533363	0.11395976630000001	0.0636586211	0.1360540814	-0.0020056665	0.0490237899	0.0396307204	-0.1251814777	0.1284947829	-0.0670450971	-0.0952138233	0.0047067722	0.1215101995	0.120893123	0.1198669825	-6.32734e-05	0.008945346600000001	8.001922579413158e-05	4.00352314756e-09	-0.07153480000000001	-0.08872830000000001	0.007872711220890002	0.005117227611040001	-0.0115485	-0.031267699999999995	0.00013336785225	0.0009776690632899998	-0.0009466530000000002	0.0	8.961519024090003e-07	0.0	0.000364134	0.00020068	4.0272462400000007e-08	1.32593569956e-07	0.000449903	0.0005436246	2.9552770572516003e-07	2.0241270940900003e-07	0.0	0.0	0.0
27388.798828125	-103.357421875	10682.756656646729	750146301.2475014	19454.03515625	22.361328125	500.028995513916	378459483.86061096	18858.685546875	54.923828125	3016.626895904541	355650020.555912	1.384931	21.990957	0.1730827927	0.0854410671	0.0263625193	0.0176684787	-0.0353560984	-0.063493886	0.0069376098	0.1460011736	0.022707428300000002	-0.0196306158	0.021682276	0.1292754177	0.0690962965	0.19305742969999998	0.0035544939	-0.1686927308	0.0063278543000000005	-0.0295234294	-0.17975634699999998	-0.0560618982	0.1417995119	-0.09946555539999999	-0.019010217700000002	-0.11054969279999999	0.025315527999999997	0.2283455672	-0.0941893714	0.07999164639999999	0.0527552547	-0.0661257474	0.1356110502	0.13734216359999998	0.051936033099999994	-0.180487113	-0.0367224819	0.0857218688	-0.0744547851	0.0671325901	-0.0117495549	-0.0534237787	-0.0374007416	-0.059018983399999995	0.0083798296	-0.0820208136	0.0373631573	0.0821964449	0.0572084562	-0.0749704405	-0.0427263795	-0.0570412108	0.006692951	0.1029777159	-0.0172311465	0.0085775498	0.1468743024	0.0873686499	0.0213015142	0.0684348225	-0.0132811354	0.05332758	0.047299008	-0.0078679107	0.1462087628	-0.049706784000000004	-0.0151064434	-0.033246135499999996	-0.1342065071	0.0817147788	0.1957124599	-0.0628214993	-0.032627541499999996	0.09980756019999999	-0.0810271595	0.015153554	-0.1435396524	-0.0667741263	-0.32920373199999997	0.1545797442	-0.048922752300000004	0.0995503742	0.0247802323	0.0986525769	0.09817238380000001	0.0842816735	0.1342512526	-0.0704906136	0.10936950029999999	0.0179111341	-0.08069857030000001	-0.0251777662	-0.0157026764	0.0392534591	0.0509476989	-0.017040441599999998	-0.0492009051	-0.0764415731	0.0075836108	-0.0205850596	0.015500959699999999	0.0239044037	0.056699831900000004	0.1254764367	0.0148281652	0.1114547951	0.1213126213	0.12010478890000001	0.1181006348	-2.11307e-05	4.2142700000000006e-05	1.77600716329e-09	4.4650648249000005e-10	0.07034510000000001	0.1418799	0.02012990602401	0.004948433094010001	-0.0261345	-0.014586000000000003	0.0006830120902500001	0.00021275139600000005	-0.00105067	-0.00010401699999999988	1.1039074489e-06	1.0819536288999972e-08	0.000476034	0.0001119	1.2521610000000004e-08	2.26608369156e-07	0.000334325	-0.00011557800000000002	1.3358274084000003e-08	1.11773205625e-07	0.0	0.0	0.0
27589.94140625	201.142578125	40458.336734771736	761204866.8003082	19495.767578125	41.732421875	1741.5950355529785	380084953.46026987	18879.1796875	20.494140625	420.0097999572754	356423425.67291266	1.348909	21.418982	0.09043892339999997	-0.016906516	0.10292502210000001	-0.041632390400000004	0.06324179419999999	0.0392232655	0.0334861826	0.0960077715	-0.1694286179	0.1099201231	0.0365129565	0.0743886126	-0.0247259359	-0.0200230254	0.0598221623	0.0033488951	0.0705769522	0.0596543298	0.0782257728	0.13605614230000002	0.0879965971	-0.1494794719	0.09605023369999999	0.042829338499999994	0.2111544243	-0.0837178011	0.0797324327	0.05164486	-0.0012612565	-0.1413885684	-0.0846082123	0.050248441100000006	0.0807262954	0.0655932914	-0.0778703727	0.1036996699	-0.026197426099999997	-0.0462245696	0.029966936800000007	-0.08406310199999999	-0.0717992333	-0.040787508199999996	0.0705400469	-0.0837502193	0.02869276	0.037910385899999996	-0.07555582400000001	-0.1998335382	-0.079251717	-0.0681904133	0.0120527539	0.0097446509	-0.018289427900000002	-0.1294803676	-0.0433845347	-0.0772873554	0.013905123799999999	0.059430090899999996	0.0183053714	-0.06840932549999999	-0.036027711000000004	-0.0328502305	0.1202306603	0.0344102113	0.1697743725	-0.0345963881	0.0543305404	0.0320472421	-0.040703414199999996	0.0794960937	-0.0853256102	0.0344289733	0.0101616159	0.1542025054	-0.0444524677	0.14789931650000002	0.0344521004	0.0410002545	-0.0796179385	-0.13219747269999998	-0.0372533615	0.0776020042	-0.0933308635	0.0400557174	-0.0746874926	-0.0055743173	0.1928647577	0.020194812	-0.082547723	-0.0311586374	-0.0964842707	0.12650522779999998	-0.0131990444	0.0022124023999999997	0.002246637	-0.0641431845	0.039619490800000004	0.036352956299999996	-0.021233202200000002	-0.050671966500000006	0.0767738065	0.0842938845	-0.019470127099999998	0.1394921977	0.12104935019999999	0.11905633460000001	0.11575891279999999	-1.07773e-05	1.03534e-05	1.0719289156e-10	1.1615019529000002e-10	0.0414771	-0.02886800000000001	0.0008333614240000008	0.0017203498244099994	0.00626992	0.03240442	3.93118968064e-05	0.0010500464355364	-0.00128163	-0.0002309599999999999	1.6425754569e-06	5.334252159999995e-08	0.000186891	-0.0002891430000000001	8.360367444900004e-08	3.4928245881e-08	0.000397345	6.302e-05	3.9715204e-09	1.57883049025e-07	0.0	0.0	0.0
27466.080078125	-123.861328125	15341.628604888916	754385554.857975	19530.439453125	34.671875	1202.138916015625	381438065.2321816	18821.1796875	-58.0	3364.0	354236804.82916266	1.1315750000000002	17.967983	0.0398541873	-0.0510363099	0.0491290923	0.0452274317	0.21228077420000002	0.1784606639	0.0373077933	-0.0315784325	0.0240520163	-0.0154096302	-0.2030347921	0.0674797015	-0.1231871038	0.0106673535	-0.0539522385	-0.08899099460000001	-0.0744065635	-0.0364637767	0.055578595700000004	0.0444552779	0.0749536954	-0.0755595545	-0.0086333449	0.0538234285	0.054362622400000005	0.0323159351	-0.050372888600000006	0.0512310443	-0.0236227139	-0.0759618658	0.1013910157	-0.1934348845	-0.05424319019999999	-0.0163813779	0.0316774895	0.0135375871	0.0342576964	0.0155321251	0.0679138309	-0.0945570712	-0.08467964369999999	0.16295577	-0.1110125425	0.1545654163	-0.0128372711	0.033728888	0.0759731826	0.0573090211	-0.0394151367	0.0973621935	0.1056435141	-0.0234521511	-0.0819702225	0.0101155253	-0.1371506591	0.017286696	-0.1422199526	-0.0683499068	-0.044503201799999996	-0.2436374986	-0.17726449489999999	-0.0091916288	-0.0141542026	0.012275921499999998	0.010703736100000001	0.1926132825	-0.1120518392	-0.0757593294	0.1406700598	-0.0414626396	-0.08684501789999999	-0.0533137325	-0.010867588700000002	0.1128629578	0.1541678479	0.0646360292	0.0470101988	0.0785498459	0.0048636245	-0.0423128616	0.10855172240000001	0.0010976832	0.041985037999999995	0.0892259637	-0.014210773500000001	0.1425526409	-0.0823013912	-0.10790513189999999	0.1206641379	0.0166840321	-0.1164030017	-0.026607733199999997	0.021243170699999998	0.039376359	0.0776980991	0.119622811	-0.0854226924	-0.035372566	0.011834763100000001	-0.051033358	0.010834903799999998	-0.0333064398	-0.1200426022	0.0673787534	0.1207205288	0.11775003070000001	0.11285322490000001	0.00484108	0.0048518573	2.354051925956329e-05	2.3436055566400006e-05	0.0363937	-0.005083400000000003	2.5840955560000023e-05	0.0013245013996899995	0.00424599	-0.00202393	1.80284310801e-05	4.0962926449000005e-06	-0.000818075	0.0004635549999999999	6.692467056250001e-07	2.1488323802499996e-07	0.00027006	8.316900000000003e-05	6.917082561000007e-09	7.293240360000001e-08	0.000408521	1.1175999999999949e-05	1.2490297599999883e-10	1.6688940744099998e-07	0.0	0.0	0.0
27463.615234375	-2.46484375	6.075454711914063	754250161.7417946	19494.421875	-36.017578125	1297.2659339904785	380032484.2404785	18792.666015625	-28.513671875	813.029483795166	353164295.9748268	1.203496	19.110003	0.08288606000000001	0.0642335255	-0.0358039442	-0.0132790793	0.1116426327	0.06885283240000001	0.1107988957	-0.0511105362	-0.09757615119999999	-0.05046531519999999	-0.1253961475	0.11010506279999999	-0.0778636362	0.0075442392	-0.062469642400000004	-0.0379443338	-0.0688378471	0.1201572348	0.08659413070000001	0.0839021174	0.1243770542	-0.004342856500000001	-0.0736231039	-0.0373648636	0.041532516299999996	-0.1232192961	0.0208404342	-0.08505119380000001	0.061530341399999994	0.1474198428	-0.0336630523	0.0184681469	-0.12844714	0.0508337552	-0.0384075859	-0.1071544418	-0.0614247319	0.07794158940000001	-0.0102039411	0.036829274	0.0994177386	-0.0972503008	0.052515809299999994	0.0669505791	0.10849222	0.1625158561	0.0209395705	0.0524613249	0.2096336755	-0.1735468472	-0.0190052629	0.0431239694	0.043261626	0.0103488725	-0.10290188439999999	-0.1252193193	-0.0260115219	0.0636991573	-0.012497771000000001	-0.11899044630000001	-0.0815572011	0.08036982179999999	-0.04055537	-0.0730417599	0.1282631282	0.1076562069	-0.0384439014	-0.0646953666	0.0976536273	0.0088539025	-0.036814539	0.0753882747	0.11342693720000001	0.1887286446	-0.0018887968	-0.0320070848	0.0455489982	-0.0329252903	0.1463123299	-0.0312359058	-0.0025100554	-0.0775971597	-0.0754948491	0.0083973436	-0.0179085334	-0.0004913626000000001	-0.0886953058	0.1917669073	-0.0008234456	0.1242647067	0.1810794881	0.0059202101	0.0498991754	-0.0377731256	-0.0370815085	-0.0269021019	-0.1357716223	-0.0466880801	0.0270206095	-0.0712892254	-0.0694726877	0.086161976	0.108665315	0.0054520896	0.120326335	0.1161887065	0.1093977275	0.00513508	0.000294	8.6436e-08	2.63690466064e-05	0.077673	0.04127930000000001	0.001703980608490001	0.006033094929000001	0.031111400000000008	0.02686541000000001	0.0009679192099600004	0.0007217502544681003	-0.000818075	0.0	6.692467056250001e-07	0.0	0.000103971	-0.00016608900000000002	2.7585555921000004e-08	1.0809968841e-08	0.000285663	-0.00012285799999999994	1.5094088163999986e-08	8.160334956900001e-08	0.0	0.0	0.0
27376.146484375	-87.46875	7650.7822265625	749453396.3339577	19442.171875	-52.25	2730.0625	377998047.217041	18776.388671875	-16.27734375	264.9519195556641	352552771.5573158	1.210346	19.218779	0.04238072	0.0286142222	-0.1430248238	-0.0309851094	-0.0395325533	-0.0265662339	0.0899076761	-0.0568450428	-0.008815052700000001	-0.20759188550000002	-0.02268529	-0.04456863	-0.17607087649999995	-0.1028592631	-0.1000872662	-0.0154545165	-0.0541281576	-0.0968968664	0.016124005900000002	-0.0102793152	0.0575539454	0.09730855109999999	-0.0246229277	0.08482253039999997	0.030567958	0.1157325134	-0.1075303355	-0.005392381999999999	0.06230689	-0.049870211500000004	0.1681745198	-0.0241138142	-0.0029368203000000002	0.016077601299999997	0.0472732566	-0.0036941824	0.1209337982	-0.013248073700000002	-0.0392442995	-0.12352425550000001	0.0073342842	-0.1198056649	0.0458870767	-0.0355126067	-0.046911755199999995	-0.1259007113	0.0495055369	0.053266229000000005	0.0057969336	-0.05345771480000002	-0.0883200609	-0.0243723748	0.1104260472	0.1048872053	-0.0682645985	-0.0555741292	0.0205944108	-0.0406712205	0.0750960232	0.0523306322	0.023115241800000002	0.12271661539999999	-0.0360445359	-0.09310852130000001	0.0120670884	0.0507940572	0.055738502599999996	-0.0748752282	0.0326256131	-0.0755866008	0.15083708269999999	-0.06581855519999999	-0.0974348481	0.0411013909	0.12140336460000001	0.0694132874	-0.050762498200000006	0.1814037142	0.127057327	0.15436828689999998	-0.0126459425	0.043074140700000006	0.0855032608	-0.0354190958	-0.0391667864	0.1462595117	0.012751028300000002	0.0122254823	0.0622936794	0.0090246939	-0.0045451157	0.0583357863	-0.1350179847	-0.0648658456	-0.0061385462	0.0969606594	0.0813600104	-0.0435073975	0.031571275600000004	0.0306151454	-0.0166010302	0.1489180882	-0.0533968983	-0.0894389639	0.1198669825	0.1143757435	0.10540925529999999	0.00840225	0.00326717	1.0674399808899996e-05	7.05978050625e-05	0.06607719999999999	-0.011595800000000015	0.0001344625776400004	0.004366196359839997	0.0204308	-0.010680600000000005	0.00041741758864	0.00011407521636000013	-0.000561936	0.0002561390000000001	3.15772068096e-07	6.560718732100003e-08	0.000149615	4.5644e-05	2.083374736e-09	2.2384648225e-08	0.000320623	3.495999999999995e-05	1.2222015999999966e-09	1.0279910812899998e-07	0.0	0.0	0.0
27352.005859375	-24.140625	582.769775390625	748132224.5312843	19404.7890625	-37.3828125	1397.4746704101562	376545838.5601196	18790.1796875	13.791015625	190.19211196899414	353070852.68853766	1.13819	18.07303	0.05554346	-0.054015275	-0.22744381719999998	-0.1128134642	-0.126881919	-0.1261236026	-0.0086637346	0.0253950646	-0.0366602008	-0.2933641924	0.0897939227	0.0221102098	-0.0403292809	0.0637527365	0.0608584996	-0.031097806000000002	0.1625434811	0.1596899871	-0.1023476368	-0.0024685233	-0.1492378225	-0.0427530563	-0.037288666899999996	-0.064448757	0.0540085018	0.024471620099999997	-0.1054387086	-0.1280718736	0.0053621094	0.0699114349	0.0496363529	-0.1640260391	0.0979179349	0.1246475263	-0.0234528921	-0.0717189528	-0.0384323591	-0.0100754097	0.06754680910000001	-0.0957608013	-0.0874518115	0.0756235492	0.018729396000000002	0.19587647379999998	0.0038792972	-0.0363557924	0.0921757334	-0.139237985	-0.0721457221	0.0500898119	-0.0441630779	-0.1098540482	0.17260748920000002	0.1008996149	-0.0069207222999999995	0.1023402674	-0.058369959299999996	0.057825078099999996	0.06207996530000001	0.1542378298	0.11353456349999999	0.0975812924	0.0089825403	-0.25263022820000003	0.0032859452000000003	-0.1937300335	0.0113302222	-0.1486732651	0.081186606	0.17923859690000002	-0.057474332	-0.0294394436	0.0697204352	0.0030550798	0.0094992722	0.0098751377	-0.10908003179999999	-0.0214434856	-0.1404876836	-0.0637831288	0.0139053919	-0.1095646681	-0.0443610165	0.0188121646	0.053133747	0.1264897809	-0.0497190684	0.11837105199999999	0.16708060560000002	-0.0037536867	-0.0413634593	-0.0417147326	-0.0762762489	-0.058437263899999994	-0.042935317800000004	0.032535197599999996	0.0930606597	-0.0861906576	0.1616390099	0.030211316000000002	0.0803596122	-0.033037577799999995	0.029687383900000006	0.07426852269999999	0.11934271980000001	0.112315068	0.1009072399	0.0105411	0.0021388499999999994	4.574679322499997e-06	0.00011111478920999997	0.0809984	0.01492120000000001	0.00022264220944000028	0.00656074080256	0.00819749	-0.01223331	6.71988423001e-05	0.0001496538735561	-0.000818075	-0.0002561390000000001	6.692467056250001e-07	6.560718732100003e-08	-0.0	-0.000149615	2.2384648225e-08	0.0	0.000201375	-0.00011924799999999995	1.4220085503999992e-08	4.0551890625e-08	0.0	0.0	0.0
27376.208984375	24.203125	585.791259765625	749456818.3561745	19418.9140625	14.125	199.515625	377094223.36676025	18783.83984375	-6.33984375	40.19361877441406	352832639.27565	1.117555	17.745365	0.09519276059999998	-0.0854850668	-0.11584643289999999	0.055100920899999996	-0.1766918273	0.0115937304	-0.18494286219999997	0.045929263600000006	0.0790014672	-0.037065321899999996	0.007142169499999998	-0.053453649400000004	0.1053861091	-0.031996595499999995	-0.18396028890000002	-0.1338011954	0.1532213899	-0.0059403829	-0.037112450400000004	0.1126417638	-0.0791157426	0.1511410246	0.0009888671	0.0479124127	0.0080188308	-0.0015956634	-0.005346333399999999	0.049125193899999996	0.0893329763	-0.2070590364	-0.0354209219	0.0823915496	-0.12171493259999999	-0.0774320817	0.008966205	0.0446259064	-0.0911031507	-0.0366391232	-0.1386784346	0.0804947948	0.1675513263	-0.0147009551	-0.0979944735	-0.1039961043	0.08603621410000001	0.0252232444	-0.09563152609999999	0.08704789859999999	-0.0846189801	-0.0795854319	0.1695517795	-0.1054639363	0.0467222621	0.10808408580000001	0.20437923530000002	0.0733441208	0.19978703969999997	-0.096274695	-0.0082794918	0.1692974609	0.0392415001	-0.1590678468	-0.0093311344	0.0035912978	-0.15550094039999998	-0.0479993478	0.0075593671	0.1202176458	0.0723057199	0.1020939523	0.22291494039999998	-0.0466299705	0.029789873799999998	0.0556932521	-0.023258345099999998	-0.0443212177	-0.022839874399999998	0.0197570752	0.0308450661	0.1281381125	0.0275840935	0.06594677110000001	0.1001105219	0.12356395949999999	-0.1901781136	-0.0065087515	0.1573883748	-0.06020728650000001	-0.040423580099999995	-0.08466031939999999	-0.0078881337	-0.12777804380000002	0.0163924502	0.022901958599999998	-0.017025068799999998	-0.0099981546	-0.10262835029999999	-0.031046741200000002	-0.09481231	0.1699565976	-0.1466501804	-0.1031574982	0.012570618700000001	0.1481391162	0.11875383099999999	0.1100111431	0.0959136145	2.60059e-05	-0.0105150941	0.00011056720393185482	6.763068348100001e-10	0.0142941	-0.0667043	0.00444946363849	0.00020432129481	-6.61915e-05	-0.0082636815	4.3813146722499995e-09	6.828843193344225e-05	-0.000814508	3.5670000000000016e-06	6.63423282064e-07	1.2723489000000011e-11	5.65012e-05	5.65012e-05	3.19238560144e-09	3.19238560144e-09	6.72495e-05	-0.0001341255	1.7989649750249998e-08	4.522495250249999e-09	0.0	0.0	0.0
