csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
34118.38671875	n/a	n/a	1164064312.2901766	21839.501953125	n/a	n/a	476963845.5605507	22910.46875	n/a	n/a	524889578.34472656	n/a	n/a	n/a	-0.0018128956	-0.0353451508	-0.0024101593	0.0122948581	0.021071594	0.0622250992	0.0232766395	-0.024210079	0.0404294236	-0.010610803899999998	0.0712682862	-0.0313859291	0.041618482000000005	-0.014281559199999997	0.0534656461	-0.0090131751	0.1316130993	-0.0077201181	-0.0038071308	-0.0260661379	-0.0153804963	0.0470118432	0.045139196799999996	-0.0046394051	0.012869433000000001	-0.0262466632	-0.0630599899	0.0234953996	-0.031085593199999997	0.024107117	-0.044611880599999994	0.014858651899999999	-0.0003837439	0.0902327589	-0.016415838500000002	0.0313316079	-0.0791319184	0.0073337777	-0.10112419800000001	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	0.0248057	n/a	0.00061532275249	n/a	-0.0317969	n/a	0.0010110428496099995	n/a	0.0135303	n/a	0.00018306901809	n/a	-0.000924999	n/a	n/a	8.556231500009998e-07	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33945.828125	-172.55859375	29776.46827697754	1152319247.092041	21869.041015625	29.5390625	872.5562133789062	478254954.9430885	22925.0625	14.59375	212.9775390625	525558490.6289063	0.8651049999999999	20.539633	0.07406105	-0.037059476099999995	-0.011783673400000002	0.0023496622	-0.0003801967	0.0005643354	0.044610575	0.0157230167	-0.0374837409	0.0142664283	0.0037865942	0.0381468493	-0.0345171179	0.09731894869999999	-0.0118322857	0.0219351553	-0.0590468812	-0.0332129518	-0.1000237555	-0.0255704289	0.0103807374	-0.026477091	-0.0103482096	0.0560051646	0.003167176	0.0005674664	-0.0021196327	-0.047709609400000005	0.0175343901	-0.0288791609	-0.0080119974	-0.0431351631	0.0081284802	-0.1053179854	0.0552740159	0.0332263945	0.0167152519	-0.0162432105	0.06774623980000001	-0.0702191366	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	0.021084	-0.0037216999999999975	0.00044453505600000007	1.3851050889999985e-05	-0.0236886	0.008108299999999995	0.0005611497699600001	6.574452888999991e-05	-0.007364749999999998	-0.02089505	5.423954256249997e-05	0.00043660311450249986	-0.000539814	0.00038518499999999986	1.4836748422499993e-07	2.91399154596e-07	-0.000261844	-0.000261844	6.856228033600001e-08	6.856228033600001e-08	0.000179691	0.000179691	3.2288855481e-08	3.2288855481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34078.33984375	132.51171875	17559.355606079098	1161333246.5061188	21882.078125	13.037109375	169.96622085571292	478825343.0686035	23011.939453125	86.876953125	7547.604984283447	529549357.3942909	0.8742769999999999	20.757389	0.03765807	0.0266417392	-0.043487747599999994	-0.0045134951	-0.0039661874	0.0020753231	0.0196351543	0.001144962	0.015095591	0.0005153868	-0.0315366668	0.045795942199999995	-0.0443142843	0.066553037	0.0826636085	-0.0497816321	-0.12176409869999999	-0.076405095	-0.025610101899999998	0.0105081528	-0.0298226771	0.00882269	0.0194105326	-0.0033402128000000002	-0.0043640687	-0.0050471487	-0.0019895313	-0.022305604500000003	0.0008075108000000001	0.0220646868	-0.0018894992	-0.0717699493	-0.023009776099999997	-0.0541608555	0.062196568099999995	0.028611002599999998	-0.0730213609	0.0696302899	0.0464326364	-0.0248902378	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	0.018991	-0.002093000000000001	0.000360658081	4.380649000000005e-06	-0.0117657	0.0119229	0.00013843169649	0.00014215554441	-0.00015728	0.007207469999999999	2.4736998400000005e-08	5.194762380089997e-05	-0.0006307940000000001	-9.098000000000004e-05	8.277360400000011e-09	3.9790107043600004e-07	-0.000203821	5.802300000000001e-05	3.3666685290000005e-09	4.1543000041000005e-08	0.0	-0.000179691	0.0	3.2288855481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34136.97265625	58.6328125	3437.8067016601562	1165332902.1335602	21905.578125	23.5	552.25	479854352.9904785	22996.57421875	-15.365234375	236.09042739868164	528842425.7984772	0.818444	19.431795	0.06184911999999999	0.007412599699999999	0.015167408899999997	-0.0026329621	-0.0009317017999999999	-0.008368163199999999	-0.0159652581	-0.0260105924	-0.0130822089	-0.031371537000000005	-0.0047990553000000005	0.0379726935	-0.0468019516	0.0644998659	0.076356327	0.0510805342	0.0411971947	0.0214299327	0.09112492650000001	0.01446662	0.0038368735	-0.0086728602	0.0008970135000000002	0.0016102516	-0.0024143148	-0.0025110744	0.014741608	0.0136095936	-0.0104778663	-0.0100115412	-0.0364628773	-0.0426638568	0.030647992599999997	-0.06825575860000001	0.018794669	0.0800947078	-0.0308875849	-0.0607163259	-0.0628207331	0.0202895287	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	0.0247977	0.005806699999999998	0.0006149259252899999	3.3717764889999967e-05	0.00349845	0.01526415	1.22391524025e-05	0.0002329942752225	-0.017572400000000002	-0.017415120000000003	0.00030878924176000005	0.00030328640461440014	-0.000427202	0.0002035920000000001	4.1449702464000044e-08	1.82501548804e-07	-0.000267106	-6.328499999999997e-05	4.004991224999997e-09	7.134561523599999e-08	0.000200386	0.000200386	4.0154548995999996e-08	4.0154548995999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34118.1484375	-18.82421875	354.3512115478516	1164048052.8032837	21900.47265625	-5.10546875	26.06581115722656	479630702.56715393	23039.03125	42.45703125	1802.5995025634768	530796960.93847656	0.778536	18.484278	0.11464695	5.30799e-05	0.0160880855	-0.0012379316	-0.0065972078	0.0037941934999999997	-7.92447e-05	-0.07858661	0.035456177900000004	0.0335857015	-0.06257111679999999	0.10911397029999999	-0.0208870882	0.0245235642	-0.0775236229	0.0088094252	0.0152557187	-0.014124676499999999	-0.0097626692	0.0069165305	-0.0046552923	-0.0083586744	0.0575875509	0.002347362	0.00016344340000000001	-0.0062836428	-0.0051376166	0.0070145745	-0.1065661649	0.0066098124	0.0256034019	-0.1012210428	0.010946596000000001	-0.036217796000000003	0.029581163799999997	-0.0532563115	0.0812667898	0.0045891581	0.0465003146	0.0893898858	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	0.0247953	-2.3999999999996247e-06	0.00061480690209	5.759999999998197e-12	-0.0413045	-0.04480295	0.00170606172025	0.0020073043287025	-0.0176709	-9.84999999999979e-05	0.00031226070681000004	9.702249999999585e-09	-0.0014624	-0.001035198	1.0716348992040002e-06	2.1386137599999997e-06	-0.000560272	-0.00029316600000000003	8.594630355600003e-08	3.13904713984e-07	0.000133888	-6.649799999999999e-05	1.7925996544000002e-08	4.421984003999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34027.2109375	-90.9375	8269.62890625	1157851084.1851196	21868.345703125	-32.126953125	1032.1411170959473	478224543.79138565	23062.212890625	23.181640625	537.3884620666504	531865663.41250986	0.911917	21.651062	0.099776945	-0.0107129062	0.023829127000000002	0.0016938911	-0.0020394891	0.012656423100000001	0.0540897263	0.027140014100000002	-0.0387606203	-0.060047115400000003	0.0677752065	0.0741714577	0.030026033100000002	-0.0274975084	-0.0294327193	-0.0805271107	-0.0224236234	-0.05664867730000001	-0.051133995	0.0010152697	0.0119598452	-0.0243753796	0.0176859866	-0.012865083000000001	0.0023532901	-0.0012641279	-0.0148142771	-0.0707824291	0.031334333900000004	-0.0315251811	-0.09299209550000001	0.037733321800000004	0.0192570723	0.0323918345	0.024776204399999998	-0.09614260349999999	-0.033423684	0.0204187682	0.0648111343	-0.1108381165	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	0.010606399999999998	-0.0141889	0.00011249572095999995	0.00020132488321	-0.0412561	4.8400000000003995e-05	0.0017020657872099994	2.342560000000387e-09	-0.0116673	0.0060036	0.00013612588928999994	3.604321296000002e-05	-0.00025899	0.00120341	1.4481956281e-06	6.70758201e-08	-0.000224695	0.000335577	1.1261192292899999e-07	5.0487843025e-08	8.21541e-05	-5.173390000000001e-05	6.749296146809999e-09	2.676396409210001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34254.05859375	226.84765625	51459.859146118164	1173340530.1440582	21867.30859375	-1.037109375	1.0755958557128906	478179185.1342926	23077.322265625	15.109375	228.293212890625	532562802.9515113	0.820521	19.481094	0.098361365	0.0153733817	0.0367152449	-0.0055198684	0.0080952413	0.0018899612	0.0208560555	0.0131522164	-0.0062349397	-0.0029515690000000002	-0.0251717792	-0.0370787717	0.0169410172	0.0080910067	0.0635461429	-0.0929431846	-0.0925501933	0.0862783925	-0.07997021259999999	0.01280125	0.0032414706	0.029971311	-0.09591545	-0.1001795666	-0.0070126878	0.0089889465	-0.0040604993	-0.025715274399999998	0.0164134618	-0.0009001722	0.012707761299999999	-0.0098343	-0.029769661099999997	-0.029756827599999997	0.0547429342	-0.024043634900000003	-0.0831666121	0.0245302544	0.0758640567	-0.0785986915	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	0.0126483	0.002041900000000001	0.00015997949288999998	4.169355610000004e-06	0.00612024	0.04737634	3.74573376576e-05	0.0022445175917956	-0.00184622	0.00982108	3.4085282884e-06	9.64536123664e-05	-0.0007757689999999999	-0.000516779	2.67060534841e-07	6.018175413609999e-07	-0.000392752	-0.00016805699999999994	2.8243155248999983e-08	1.5425413350399996e-07	0.000179759	9.760490000000002e-05	3.2313298081e-08	9.526716504010003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34077.65234375	-176.40625	31119.1650390625	1161286389.26149	21855.712890625	-11.595703125	134.46033096313477	477672185.95743185	22989.85546875	-87.466796875	7650.44055557251	528533454.47401434	0.930513	22.092573	0.14685046	0.0005550468	0.017317091	-0.0010964911	0.012897350600000001	0.0153196704	0.0258997573	0.019572779	-0.0392023777	-0.021566899599999998	-0.003264395	0.0260905887	-0.07831538269999999	-0.0439972646	0.061170765700000004	-0.0213457257	0.059705942699999986	0.1633497431	0.0087959362	0.0021179810999999997	0.010255084499999999	0.004611168499999999	-0.0276888492	0.010998930300000001	-0.0033390462	0.013217139199999998	-0.012812727099999999	-0.0396474079	0.0387741671	-0.0150205756	-0.0245189348	-0.0343975142	0.0719852763	0.052565955	0.0112974373	-0.0146568143	-0.0424370421	-0.08819182960000001	0.0062357224	0.041272009500000005	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	0.0129987	0.00035040000000000066	0.00016896620168999998	1.227801600000005e-07	-0.05639490000000001	-0.06251514000000001	0.0031803847460100004	0.0039081427292196	0.0273911	0.02923732	0.0007502723592100001	0.0008548208807824001	-0.00161133	-0.0008355610000000001	6.981621847210001e-07	2.5963843689e-06	-0.00013336100000000005	0.00025939099999999993	6.728369088099992e-08	1.7785156321000013e-08	0.000179759	0.0	3.2313298081e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33967.34375	-110.30859375	12167.985855102539	1153780441.430664	21888.203125	32.490234375	1055.6153297424316	479093436.04125977	22964.2421875	-25.61328125	656.0401763916017	527356419.2461548	0.8664879999999999	20.572472	0.10798595	-0.0389791663	0.0611113891	0.0032411965999999998	-0.008856839	0.0021572023999999997	0.0180971479	-0.0631961557	-0.0477494091	-0.009592067099999999	-0.029961557000000007	0.030550536200000002	0.016837716200000002	0.016614039299999998	-0.0493456862	0.044499124	0.0992895035	0.0906624876	-0.0607748715	-0.0203611654	0.0427446026	0.006410671999999999	-0.0649035616	0.0489379729	0.0037193963	-0.0083493669	-0.0044093623	-0.0148332495	-0.0602699369	-0.052842832699999995	-0.020143521	-0.0194097781	-0.0072859528	-0.0164507266	0.046621047199999995	-0.054867044000000004	0.0435004508	-0.1940560418	0.007235721999999998	0.0199000601	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	0.0101694	-0.0028293000000000003	0.00010341669636	8.004938489999999e-06	-0.056347	4.7900000000003495e-05	0.0031749844089999997	2.2944100000003347e-09	-0.0179085	-0.045299599999999995	0.00032071437225	0.0020520537601600003	-0.000620804	0.000990526	9.81141756676e-07	3.85397606416e-07	-0.000339018	-0.000205657	4.229480164899998e-08	1.14933204324e-07	0.000179759	0.0	3.2313298081e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33956.58203125	-10.76171875	115.81459045410156	1153049463.2450106	21883.81640625	-4.38671875	19.24330139160156	478901420.5024567	22966.279296875	2.037109375	4.1498146057128915	527449984.7420693	0.835814	19.844187	0.12905727	0.0057164449	-0.0210447696	0.0019467646	0.0017444129999999998	0.0037552779	-0.0107301584	-0.0341276503	0.0158548454	-0.0060368779	-0.0371954567	0.0137365019	-0.0527852633	0.0060572208	-0.0172240488	0.0798404533	-0.1389524451	-0.0812900602	-0.0274207915	-0.001167214	-0.0072545498	0.0003314938	-0.0234130907	0.0237272469	0.0017276968	-0.0002772592	-0.0029377407	0.015974387	-0.0477120949	0.0206749695	0.0025344282999999997	-0.0611856515	0.0244314944	-0.022525162	0.0516163373	0.0403828484	0.0692744683	0.1622928927	0.0471886406	-0.0507939864	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	0.010874600000000002	0.0007052000000000013	0.00011825692516000004	4.973070400000018e-07	0.0433624	0.09970939999999999	0.00188029773376	0.00994196444836	0.00141759	0.01932609	2.0095614081000003e-06	0.0003734977546881	-0.000563389	5.741500000000001e-05	3.2964822250000005e-09	3.17407165321e-07	-0.000293201	4.581700000000002e-05	2.0991974890000025e-09	8.596682640099999e-08	9.66594e-05	-8.309959999999999e-05	9.343039608360004e-09	6.90554352016e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
