onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0501	0.5	incongruent	male	female	0.8718	right	incorrect
6.0666	0.5	congruent	male	male	0.4661	right	incorrect
10.6331	0.5	incongruent	female	male	0.5315	left	incorrect
15.1496	0.5	congruent	female	female	0.5868	left	incorrect
19.6828	0.5	incongruent	female	male	0.7434	left	incorrect
24.241	0.5	incongruent	female	male	0.807	right	correct
28.7742	0.5	incongruent	male	female	0.5117	right	incorrect
34.3073	0.5	congruent	female	female	0.6134	left	incorrect
38.8405	0.5	congruent	female	female	0.447	left	incorrect
43.857	0.5	incongruent	male	female	0.7173	right	incorrect
49.3735	0.5	congruent	male	male	0.4566	right	incorrect
55.39	0.5	incongruent	male	female	0.6918	right	incorrect
59.9232	0.5	incongruent	male	female	0.6514	right	incorrect
64.4397	0.5	incongruent	male	female	0.6278	right	incorrect
70.4562	0.5	congruent	male	male	0.6141	right	incorrect
75.9727	0.5	congruent	male	male	0.6844	right	incorrect
80.4892	0.5	congruent	female	female	0.6077	left	incorrect
85.0057	0.5	congruent	male	male	0.6659999999999999	right	incorrect
91.5222	0.5	incongruent	male	female	0.6202	right	incorrect
97.5387	0.5	incongruent	male	female	0.5185	right	incorrect
102.0552	0.5	incongruent	female	male	0.5999	left	incorrect
107.0717	0.5	incongruent	male	female	0.5612	right	incorrect
111.5882	0.5	incongruent	female	male	0.7865	right	correct
118.1047	0.5	congruent	female	female	0.5708	left	incorrect
122.6212	0.5	incongruent	male	female	0.5401	right	incorrect
127.6627	0.5	incongruent	female	male	0.6234	left	incorrect
133.1959	0.5	incongruent	male	female	0.8369	right	incorrect
137.7124	0.5	incongruent	female	male	0.6463	left	incorrect
142.7289	0.5	congruent	female	female	0.5046	left	incorrect
147.2621	0.5	congruent	male	male	0.6802	right	incorrect
151.7786	0.5	congruent	female	female	0.5596	left	incorrect
156.2951	0.5	incongruent	male	female	0.5049	right	incorrect
161.3117	0.5	incongruent	female	male	0.5221	left	incorrect
165.8282	0.5	congruent	male	male	0.5204	right	incorrect
170.8447	0.5	congruent	male	male	0.4878	right	incorrect
176.3612	0.5	congruent	female	female	0.474	left	incorrect
180.8777	0.5	incongruent	female	male	0.5894	left	incorrect
185.8942	0.5	incongruent	female	male	0.6457	left	incorrect
190.4107	0.5	incongruent	female	male	0.639	left	incorrect
196.4272	0.5	incongruent	female	male	0.5433	left	incorrect
200.9437	0.5	congruent	male	male	0.5566	right	incorrect
205.9602	0.5	incongruent	female	male	0.5659	left	incorrect
210.9768	0.5	incongruent	male	female	0.6851	right	incorrect
216.4932	0.5	congruent	female	female	0.5285	left	incorrect
223.0097	0.5	congruent	female	female	0.4388	left	incorrect
227.5262	0.5	incongruent	female	male	0.5731	left	incorrect
232.5594	0.5	congruent	male	male	0.4987	right	incorrect
237.5759	0.5	incongruent	female	male	0.594	left	incorrect
242.5924	0.5	congruent	female	female	0.5483	left	incorrect
247.1089	0.5	congruent	male	male	0.4947	right	incorrect
251.6255	0.5	congruent	male	male	0.5509	right	incorrect
256.642	0.5	incongruent	male	female	0.6172	right	incorrect
261.1585	0.5	congruent	male	male	0.4465	right	incorrect
265.675	0.5	congruent	female	female	0.5348	left	incorrect
270.1915	0.5	congruent	female	female	0.5582	left	incorrect
274.7081	0.5	incongruent	female	male	0.5084	left	incorrect
280.2246	0.5	incongruent	female	male	0.4727	left	incorrect
285.741	0.5	congruent	female	female	0.4811	left	incorrect
290.2576	0.5	congruent	male	male	0.5643	right	incorrect
294.7741	0.5	incongruent	female	male	0.5916	left	incorrect
299.2906	0.5	congruent	male	male	0.605	right	incorrect
304.3071	0.5	incongruent	male	female	0.4083	right	incorrect
308.8236	0.5	incongruent	female	male	0.6066	left	incorrect
313.8402	0.5	congruent	male	male	0.4148	right	incorrect
318.3567	0.5	congruent	female	female	0.7171	left	incorrect
323.8732	0.5	congruent	female	female	0.5464	left	incorrect
328.3897	0.5	congruent	male	male	0.6498	right	incorrect
333.9062	0.5	congruent	male	male	0.496	right	incorrect
338.4227	0.5	congruent	male	male	0.4514	right	incorrect
342.9392	0.5	congruent	male	male	0.3987	right	incorrect
347.9557	0.5	congruent	female	female	0.544	left	incorrect
352.9722	0.5	incongruent	female	male	0.6033	left	incorrect
359.4887	0.5	congruent	female	female	0.4696	left	incorrect
364.0052	0.5	incongruent	male	female	0.5699	right	incorrect
368.5218	0.5	incongruent	female	male	0.5031	left	incorrect
373.0383	0.5	incongruent	female	male	0.6225	right	correct
378.5548	0.5	congruent	male	male	0.4647	right	incorrect
383.5713	0.5	incongruent	male	female	0.426	right	incorrect
388.0878	0.5	congruent	female	female	0.5964	left	incorrect
393.6043	0.5	incongruent	male	female	0.6676	right	incorrect
398.6208	0.5	congruent	female	female	0.622	left	incorrect
404.6373	0.5	congruent	male	male	0.5313	right	incorrect
409.1538	0.5	incongruent	female	male	0.4836	left	incorrect
413.6703	0.5	incongruent	male	female	0.5549	right	incorrect
418.6868	0.5	incongruent	male	female	0.6182	right	incorrect
423.7033	0.5	congruent	female	female	0.4925	left	incorrect
428.7198	0.5	incongruent	male	female	0.4229	right	incorrect
435.2363	0.5	congruent	female	female	0.4411	left	incorrect
441.2528	0.5	incongruent	male	female	0.5154	right	incorrect
446.2693	0.5	incongruent	male	female	0.4737	right	incorrect
450.7858	0.5	congruent	female	female	0.597	left	incorrect
455.3023	0.5	congruent	female	female	0.4713	left	incorrect
459.8189	0.5	congruent	male	male	0.3775	left	correct
464.3354	0.5	congruent	male	male	0.5099	right	incorrect
468.8519	0.5	incongruent	male	female	0.4902	right	incorrect
475.3684	0.5	incongruent	female	male	0.5215	left	incorrect
