csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
32438.728515625	n/a	n/a	1052271107.7104225	19470.884765625	n/a	n/a	379115353.5562477	19715.859375	n/a	n/a	388715110.8947754	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.20667e-05	n/a	1.4560524889000002e-10	n/a	-0.041887	n/a	n/a	0.0017545207689999998	-0.0844213	n/a	n/a	0.0071269558936899995	-0.000551329	n/a	3.0396366624099997e-07	n/a	-0.0	n/a	0.0	n/a	-0.000414442	n/a	n/a	1.7176217136399993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31682.201171875	-756.52734375	572333.6218414307	1003761871.0951576	19435.833984375	-35.05078125	1228.5572662353516	377751642.6681862	19558.6796875	-157.1796875	24705.454162597656	382541951.11822516	1.844085	52.393276	0.3798915947000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.3611400000000003e-05	1.5447000000000006e-06	1.8527020996000003e-10	2.386098090000002e-12	0.0521814	0.0940684	0.00884886387856	0.00272289850596	0.0914378	0.17585910000000002	0.03092642305281	0.00836087126884	0.0005642830000000001	0.0011156120000000002	3.184153040890001e-07	1.2445901345440005e-06	0.000314581	0.000314581	9.8961205561e-08	9.8961205561e-08	0.000354616	0.000769058	5.91450207364e-07	1.25752507456e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31596.68359375	-85.517578125	7313.2561683654785	998350414.1235504	19355.8359375	-79.998046875	6399.687503814697	374648384.8394165	19466.076171875	-92.603515625	8575.411106109621	378928121.52923965	1.039818	29.542831	0.14457988859999998	0.0013194125	-0.0172693875	-0.0107322499	0.0011584456	-0.0047414319	0.0328797518	-0.144348394	0.0320034042	0.0752261017	-0.009834255699999999	0.0699924219	-0.0576206042	0.0124388085	-0.010927928600000001	0.0474442227	-0.0347682624	0.09162074960000001	-0.031667234700000005	-0.0341813154	0.06489845030000001	-0.0058085606	0.011783334099999999	-0.038640815	0.0892522632	-0.0344630646	0.0032046982000000003	-0.0564356415	0.029830399900000002	-0.0511174317	0.0642654513	0.0076027952	-0.0121009336	-0.0685681177	0.1417898347	-0.0450550986	-0.0357001036	0.1260126443	0.021685839	-0.0216609659	0.1072738077	-0.0506486338	0.1046625309	0.0189759705	-0.005410460600000001	0.022594668199999998	-0.0228655314	0.0496702834	-0.045558942000000005	0.0474286391	-0.113719229	0.0075267139	-0.0484077693	0.0795684301	-0.0061955101	0.0781934996	-0.0568088728	0.0041573364	0.0929780566	-0.0494864858	0.0100911399	-0.0307696683	0.0263764367	-0.0355948952	0.029347795	-0.0375251227	0.08364455059999999	-0.0406209538	0.0702364109	-0.0506448126	0.10201004109999999	0.085691915	-0.0280473683	-0.09099648839999999	0.0794410875	0.0191202748	-0.029540342200000007	0.0329125038	-0.028502782200000007	0.0609770609	-0.048898705300000005	0.0012466460000000001	-0.0258324673	0.0907199469	0.09071426070000001	0.0907047839	0.090691517	0.0906744606	0.0906536152	0.0	0.0	0.0247637	0.024750088599999998	0.0006132408376900001	0.00061256688570785	0.087533	0.035351600000000004	0.0012497356225600006	0.007662026089	0.11806100000000005	0.02662320000000005	0.0007087947782400028	0.013938399721000014	0.00012667899999999998	-0.00043760400000000013	1.6047569040999995e-08	1.9149726081600007e-07	0.00016705099999999998	-0.00014753	2.7906036600999992e-08	2.17651009e-08	0.000926582	0.000571966	3.271451051560001e-07	8.585542027239999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31550.3203125	-46.36328125	2149.5538482666016	995422711.82135	19290.220703125	-65.615234375	4305.358982086183	372112614.7752724	19331.0859375	-134.990234375	18222.36337661743	373690883.5230103	0.689625	19.5933	0.0984398	-0.0141002969	-0.0005781366	0.0012491034	0.0595575238	-0.0101192806	-0.011688917	-0.0462539777	0.0159614631	0.0514136501	-0.0175375036	0.0155761131	-0.0416057845	0.0426272405	0.0041536831	-0.0086112387	-0.031664693	0.0469842433	-0.0047736747	-0.0228615921	-0.0065004377	-0.047233437	0.0095428666	-0.0006787264	0.0266839242	-0.0649288654	0.025076876	-0.039259686099999996	-0.0243349229	-0.0056352473	0.0032184899	-0.0267652527	-0.0200057436	-0.13130000349999998	0.049624184800000005	0.0416522002	-0.0622234234	-0.0381855881	0.0060130813	-0.0032403734	0.061885900199999996	-0.04209344	0.0055683438	0.0070219241	0.0556421432	-0.00413216	0.0211449625	0.0084859615	-0.0021125254	0.020345494	-0.038894213999999996	0.0308084718	-0.012004649099999999	0.07902591469999999	0.0287738685	0.049763930199999994	-0.0462673184	-0.023894447599999997	0.028274039100000002	0.021662520299999998	0.0158063403	0.031922132	-0.0201435	0.0370068579	0.020106119	-0.0382550432	-0.0462900745	-0.0351509818	-0.013735548600000001	-0.0300816562	0.1182414115	0.0036288965999999997	-0.0264621121	-0.0707032484	0.10947632130000001	-0.053243340599999994	0.1512329343	0.0031071777000000003	-0.0543396513	0.0349003684	0.053380788	0.0228970186	-0.1143434111	0.0907047839	0.0906536152	0.0905683553	0.0904490364	0.0902957033	0.09010841369999999	0.0	0.0	0.0427134	0.017949700000000002	0.0018244345395599998	0.00032219173008999995	0.100068	0.01253499999999999	0.00015712622499999975	0.010013604623999998	0.148188	0.030126999999999963	0.0009076361289999976	0.021959683344000003	0.000557556	0.000430877	3.10868693136e-07	1.8565498912899998e-07	0.000492736	0.00032568500000000004	2.42788765696e-07	1.0607071922500002e-07	0.000926582	0.0	0.0	8.585542027239999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31524.294921875	-26.025390625	677.3209571838379	993781170.3213539	19269.37890625	-20.841796875	434.38049697875977	371308963.4326325	19281.8515625	-49.234375	2424.023681640625	371789799.6782837	0.639152	18.159281	0.06171439999999999	0.036785833	0.0377475677	0.0018810395	0.06841418490000001	-0.0473008445	-0.0298307203	-0.014515541299999999	0.005880246800000001	0.0433338096	0.0755314525	0.036446140099999996	-0.0475754824	0.08474816019999999	0.0239625771	-0.055799964400000006	0.0433291292	-0.0106144206	-0.057691056399999996	-0.05676678440000001	-0.034333203300000004	0.0068770422	-0.012312841599999999	-0.0153831737	-0.0391142065	-0.013347243500000001	-0.0270425377	-0.0522876721	0.027432938799999997	-0.042139409	-0.0553470581	0.0389927906	-0.0296870797	-0.0825291217	0.0357677942	0.0365746693	0.0148915728	-0.0351264217	-0.0380093609	-0.0406267793	0.0149338766	-0.020225435400000002	0.0020431479000000002	0.0046479308	0.0649889112	-0.0479250217	0.034196395299999995	0.0102278727	-0.0434268405	0.0483487071	-0.0146871907	0.0930377039	0.0293904882	0.0470871169	0.0747232026	-0.0183393991	0.0238537907	-0.0380033959	-0.0328845055	-0.0185978156	-0.0027252103	0.040323655800000004	-0.0618192822	-0.0089795569	-0.048971957	-0.0585343775	0.056905959299999996	0.0261102149	-0.027174523500000002	-0.0525742902	0.0400187997	-0.1345479734	-0.0193569798	-0.0051990949	0.0020146167999999997	0.12778308619999998	-0.0483982457	0.0039880671	-0.0282909825	0.0325263518	0.0085149984	0.04990811269999999	-0.1165325673	0.0906744606	0.0905323647	0.0902957033	0.0899647235	0.0895397709	0.08902128960000001	0.0	0.0	0.0426964	-1.6999999999996185e-05	0.0018229825729600003	2.8899999999987027e-10	0.100096	2.8000000000014125e-05	7.84000000000791e-10	0.010019209216	0.0993657	-0.048822300000000034	0.002383616977290003	0.009873542336489998	0.000736345	0.00017878900000000005	5.42203959025e-07	3.1965506521000024e-08	0.000570889	7.815299999999998e-05	3.25914250321e-07	6.107891408999995e-09	0.000926582	0.0	0.0	8.585542027239999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31635.0625	110.767578125	12269.45636367798	1000777179.3789062	19296.119140625	26.740234375	715.0401344299316	372340213.8891945	19312.083984375	30.232421875	913.9993324279784	372956587.8195534	0.674593	19.166229	0.20180494	-0.0459521795	0.0098475771	0.0020269466	0.037405151	0.0504869774	-0.0419416995	0.0241283219	-0.032194451299999996	0.0401779722	0.06309837509999999	-0.0002940603	-0.062063713099999994	0.047831360999999996	-0.0206291509	-0.048303033499999995	0.0038317376	-0.082238388	-0.0052849615	-0.026476099999999995	-0.0479955638	-0.04815544150000002	-0.0396431389	0.0327717248	-0.023619432000000003	0.010868225700000001	-0.014345341999999999	-0.045144957400000005	0.0546714017	0.0524636948	0.0377554886	0.0050554525	-0.0278245691	0.0287580838	-0.1192930559	-0.0808941935	-0.047653121900000005	-0.07103349099999999	0.0073967679	0.0533624205	-0.0021135557000000003	0.0071161164	-0.06674937110000001	0.0073335957	0.0452919366	0.024662081000000002	0.013396709299999999	0.0228199188	-0.0081530714	0.023041696	0.0213066011	0.11853352210000001	-0.013624647	-0.011153756499999999	0.0393373854	-0.0985103581	0.0416553143	-0.0407808187	-0.0128623588	0.052177683600000004	-0.017044240500000002	0.0497817007	-0.0306672522	0.0046460124	-0.0114584252	-0.026005977000000003	-0.013076435	0.0602484665	-0.0829340392	0.0340697385	0.022618324500000002	0.0853157281	0.0811293576	0.0718503905	-0.1007794293	-0.0471009679	0.0015827099	0.0427478718	0.0196294582	0.0893907399	0.082185936	-0.0299805979	-0.0828411033	0.0906289818	0.09035059039999999	0.08988723800000001	0.0892398731	0.088409821	0.087398781	0.0	0.0	0.0376983	-0.0049981000000000044	0.0014211618228899998	2.498100361000005e-05	0.0479587	-0.0521373	0.0027182980512900005	0.00230003690569	0.191618	0.09225230000000002	0.008510486855290005	0.036717457924	0.00065197	-8.437500000000002e-05	4.250648809e-07	7.119140625000006e-09	8.992719999999998e-05	-0.0004809618	8.086901299839997e-09	2.3132425305924e-07	0.00140959	0.0004830080000000001	2.3329672806400014e-07	1.9869439681e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31535.791015625	-99.271484375	9854.827610015871	994506114.9811745	19326.59375	30.474609375	928.701816558838	373517225.9775391	19320.763671875	8.6796875	75.33697509765625	373291908.86444473	0.59264	16.837822	0.08985189000000003	-0.0039591096999999995	0.0230746973	-0.011493631899999999	0.0185453099	-0.0076385095	0.0040083676	0.008552121	0.0022449287	0.0106426293	0.0341422939	0.0321310181	0.0292120248	0.0369896138	0.0035766846000000008	-0.0037692325	0.05407262400000002	-0.047489473	-0.0005317259	0.0417708202	0.0065586640000000005	-0.1159506024	0.0479754425	0.0416924273	0.01767445	-0.0416306705	-0.0305091398	-0.080341188	0.0181359221	0.041692011200000004	-0.0090225412	-0.0609805292	-0.006871477	0.0152146122	-0.061832455599999996	-0.0463162562	0.1012725426	0.0349285643	-0.0184461068	-0.0069247477	0.0147924829	0.0120354929	-0.0183873931	0.0167932862	0.0188289783	-0.0012323717	0.0077464065000000006	-0.005541821	-0.0209764792	0.0177238396	0.0040946652	0.0354001725	0.023622436200000003	-0.027776150099999997	-0.0252087963	-0.0414819237	0.060331773	0.0456384955	-0.0290447939	0.0164598096	0.0011192067	0.064590724	-0.0750993205	0.0264092134	0.0620489639	-0.0666815936	0.014199338999999997	-0.0091903752	-0.039376686200000004	0.0787324162	0.0573864248	0.026597453700000002	-0.00069008	0.013580226899999999	-0.1393701743	0.049803945999999995	-0.0032448808	0.0186553894	0.0176062939	-0.054223324100000005	-0.056263578200000004	-0.0557174469	0.0273957827	0.0905683553	0.09010841369999999	0.0893435737	0.0882764233	0.08691057349999999	0.0852506458	0.0	0.0	0.0498499	0.012151600000000005	0.0024850125300100003	0.00014766138256000014	0.018181400000000004	-0.0297773	0.0008866875952899998	0.0003305633059600001	0.184246	-0.007372000000000017	5.4346384000000266e-05	0.033946588516	0.000462976	-0.00018899400000000003	2.14346776576e-07	3.5718732036e-08	0.0006778530000000001	0.0005879258	4.594846896090001e-07	3.4565674630564013e-07	0.00137549	-3.410000000000001e-05	1.1628100000000009e-09	1.8919727401e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31718.892578125	183.1015625	33526.182189941406	1006088146.3826332	19402.341796875	75.748046875	5737.766605377197	376450867.20276266	19344.630859375	23.8671875	569.6426391601562	374214743.0854836	0.622166	17.676699	0.18061758	0.059728625800000004	0.040087997400000006	-0.048908897800000004	-0.0601283006	-0.0202194009	-0.0100125139	0.009620953100000001	-0.013442936499999999	-0.0027055315000000003	0.0036445817	0.1562598298	-0.0574846149	0.0011076897999999999	0.0948404276	-0.023648266400000003	0.0009218758999999999	0.0424773225	-0.0316167407	-0.0013703449	0.0224336408	0.0317815457	0.0209289275	0.0156964279	0.022159971299999998	-0.0014458389000000002	0.0295178719	0.045381863499999994	-0.1201825726	0.0005183402999999999	-0.0347676768	0.12111022490000001	0.016658693999999998	0.10707988939999999	-0.031793797900000004	-0.09738450550000001	0.047975629900000004	0.1117088485	-0.0587647633	-0.0531780732	-0.0855741584	-0.017684313400000002	0.0354935154	0.0393412727	-0.0697934068	-0.009194496	-0.0001552808	0.0036829917	0.0089464365	0.0141380242	-0.1498077669	0.0547135842	0.0753432984	0.0291412275	0.0203206719	0.035532992400000005	0.0095701264	-0.05229663	-0.031605899300000004	-0.0086635236	0.0339360287	-0.0443380445	0.014648328600000001	-0.025907927999999997	0.0256950146	0.010486203000000001	-0.0809038786	0.0703688542	0.1694579334	0.11786413130000001	-0.0053060371	0.0171955107	-0.0828140554	-0.0067308454	-0.014789289099999997	0.0029754687	-0.0986315443	0.10467413390000001	0.0259098017	0.0214245131	-0.09888303960000001	0.0040009245	-0.0264366035	0.09049259119999999	0.0898059965	0.0886655282	0.0870769501	0.0850482909	0.0825898032	0.0	0.0	0.0427027	-0.007147200000000006	0.00182352058729	5.1082467840000094e-05	0.0968393	0.07865789999999999	0.00618706523241	0.00937785002449	0.127806	-0.05643999999999999	0.0031854735999999988	0.016334373636000002	5.60514e-05	-0.0004069246	3.1417594419600004e-09	1.6558763008515995e-07	0.000775808	9.795499999999994e-05	6.01878052864e-07	9.595182024999988e-09	0.00111292	-0.00026256999999999995	6.894300489999998e-08	1.2385909264000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31630.74609375	-88.146484375	7769.802707672119	1000504098.4472806	19336.58984375	-65.751953125	4323.319339752197	373903706.7854157	19348.87109375	4.240234375	17.97958755493164	374378812.6025543	0.705846	20.054161	0.2390587200000001	-0.0224707923	0.0161006792	-0.010542598500000002	0.0069558231	0.0312332619	0.0064222296	0.008475154300000001	0.0051362805	-0.015461477900000001	-0.0322564433	-0.0415461682	-0.043148289900000004	-0.0500334593	-0.050608053300000004	-0.0174011445	-0.0686543199	0.0011367447	-0.012758837700000001	0.0146148043	-0.047712667599999994	0.00036929599999999997	-0.06970167	-0.080984645	0.0022015969	0.0273955402	0.09427088039999999	-0.106270845	-0.0081852553	-0.045131904199999996	0.0200547824	-0.0523701513	-0.0436205518	-0.0226947272	-0.08469833380000001	0.0529768193	0.0108043343	-0.08594364300000001	-0.007705540699999998	0.036840504700000005	0.012579722199999999	0.0179052441	-0.0698624436	0.0102501615	0.0049320679	0.0169317628	-0.0158987087	-0.026336041600000002	0.0105655005	-0.030285361099999998	-0.0065825699	-0.0365168739	-0.0554413194	0.0152439873	0.007856896300000001	-0.0329953668	-0.0588945542	-0.021134677200000004	0.0396145818	0.0298101721	-0.055673391100000004	0.055535197	-0.0119687526	-0.0538506264	-0.09050718699999999	-0.049196420899999996	-0.0416411258	-0.047223738700000004	-0.056954711	-0.0715243084	0.0414299462	-0.0104696814	0.0077138724	0.025057509900000004	0.0374290346	-0.0129191684	0.011180010800000001	0.15306678869999998	-0.0103867504	-0.0251323635	0.0107190572	0.027495774	0.052622549000000005	0.09040170210000001	0.089443541	0.0878541213	0.08564466050000001	0.0828307522	0.0794322558	0.0	0.0	0.0448339	0.0021312000000000067	0.0020100785892100004	4.542013440000028e-06	0.011312	-0.0855273	0.00731491904529	0.000127961344	0.213813	0.086007	0.0073972040489999995	0.045715998969	-0.000797143	-0.0008531944000000001	6.354369624490001e-07	7.279406841913602e-07	0.00104414	0.00026833200000000003	1.0902283396000002e-06	7.200206222400002e-08	0.000926582	-0.00018633800000000009	3.4721850244000026e-08	8.585542027239999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31545.291015625	-85.455078125	7302.5703773498535	995105385.2604713	19314.30859375	-22.28125	496.4541015625	373042516.4546051	19335.6796875	-13.19140625	174.01319885253906	373868508.97760016	0.651207	18.501795	0.26281375	0.0094980732	0.019852418400000002	0.0029889939	0.0183512001	-0.0381660214	0.0074030732	0.0009782106	0.029531108700000006	-0.011368607099999999	0.012375281799999999	-0.0267611463	0.0759318779	-0.0291201915	0.0234796465	0.0194938511	0.0060262754	-0.0128793347	-0.012962338899999998	0.0811389897	-0.0403015304	-0.0422921725	0.0391856642	0.004175802199999999	-0.0009544863	-0.0284983794	-0.0400885039	-0.026915055099999998	-0.028244626499999998	-0.010192449499999999	-0.05514338059999999	0.0367048646	-0.014039276000000002	0.027071518500000002	0.061943878099999995	-0.049126357300000006	-0.0826876246	0.0016690936	-0.0223843925	-0.0284056379	0.0188395659	-0.0010504611	0.006532763299999999	0.0031907025	0.0194018264	-0.0171123109	0.019823022	-0.0137066904	-0.0264344804	-0.0057394258	0.0457605749	-0.06287316379999999	0.0123125483	-0.0101501976	-0.0299096212	0.0009513582000000001	-0.0071108423	0.074468511	-0.0636143074	0.0210236294	-0.020798646100000002	0.0301892637	-0.0631177062	-0.0346469325	0.011767636599999999	-0.0446994585	0.0052977662	-0.0303633317	0.042514361699999996	-0.050121352	0.0214481522	-0.036207667	0.0722015803	-0.049954250199999994	-0.0142748357	0.0827977491	-0.06459538990000001	0.0692201305	-0.0074314997	0.0028952978999999997	0.002676128	0.0757249087	-0.0138018516	0.0902957033	0.08902128960000001	0.08691057349999999	0.08398338400000001	0.0802672203	0.07579699349999999	0.0	0.0	0.06362240000000001	0.01878850000000001	0.004047809781760001	0.00035300773225000024	0.0978889	0.08657689999999997	0.0074955596136099985	0.009582236743209998	0.14068599999999998	-0.07312700000000003	0.005347558129000004	0.019792550596	0.000397286	0.0011944289999999999	1.57836165796e-07	1.4266606360410004e-06	0.00089422	-0.00014992	7.996294084000002e-07	2.24760064e-08	0.00126866	0.00034207800000000005	1.1701735808399999e-07	1.6094981956e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
