csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
32009.705078125	n/a	n/a	1024621219.1885414	19200.255859375	n/a	n/a	368649825.065464	19241.0859375	n/a	n/a	370219388.05426025	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32049.978515625	40.2734375	1621.9497680664062	1027201122.8520241	19235.42578125	35.169921875	1236.9234046936035	370001604.9859772	19295.419921875	54.333984375	2952.181858062744	372313229.9614906	0.902292	22.561205	0.2202978	-0.0748285641	-0.0563724309	-0.0643316055	0.0663367536	0.0750507963	0.0228255377	-0.0118302875	0.028499392999999998	-0.0557333795	0.0595753645	-0.0433882651	0.0878215834	-0.1254410108	0.0244382313	-0.0374431145	-0.0397735921	0.0674232465	-0.0027960076000000003	0.0217137783	-0.06408073780000001	0.1434048703	-0.029152211400000006	0.0721149071	-0.0585628123	0.0777962875	-0.087747169	0.11455056470000001	-0.0699001281	-0.0020847471	0.0029415617	0.0358491613	-0.059890010599999995	0.07512369370000001	0.07481193679999999	0.0272231386	-0.0089514959	-0.0335005906	0.015898309	-0.0727369429	0.0826838641	-0.034663721099999996	0.0422139187	-0.0189624929	0.0836954686	-0.1293050869	0.1047240052	-0.0258350416	0.0991512189	-0.0477439288	0.0870984682	-0.0420946193	0.0344854392	-0.0694011504	0.0670132215	-0.0033488513	-0.010427669399999999	-0.1453441396	0.13813726380000002	-0.1346396869	0.1002478183	0.1002384491	0.10022283439999999	0.1002009753	0.10017287289999999	0.0	-0.0089777	-0.0089777	8.059909729000001e-05	8.059909729000001e-05	0.0259319	0.0259319	0.0006724634376100001	0.0006724634376100001	0.13339100000000004	0.13339100000000004	0.01779315888100001	0.01779315888100001	0.000303212	0.000303212	9.193751694400001e-08	9.193751694400001e-08	0.0004902719999999999	0.0004902719999999999	2.4036663398399986e-07	2.4036663398399986e-07	-0.00024646	-0.00024646	6.074253159999999e-08	6.074253159999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31937.63671875	-112.341796875	12620.67932510376	1020012639.1788484	19262.0859375	26.66015625	710.7639312744141	371027954.66363525	19318.337890625	22.91796875	525.2332916259767	373198178.85635763	0.842132	21.056934	0.1725809	-0.0140684101	-0.0233136166	-0.0350314498	0.05990516200000001	0.0654806549	0.0682911447	0.0220011936	0.0450805766	-0.0022113615	-0.072472593	-0.021210552200000003	-0.0157184389	-0.0366389299	0.0023874856	0.044738239900000004	-0.07666535769999999	0.0457783479	-0.06907133809999999	-0.0044595184	0.1581786171	0.0348601521	-0.0312033562	0.0193567295	0.1680888896	0.012260195900000001	0.0299498771	-0.0419935371	-0.0130736259	0.0092950427	-0.0052797715000000005	-0.0946959339	-0.026432825	0.0630121806	0.07299325570000001	0.0393551957	-0.0327997813	-0.035479574900000005	-0.0397681864	-0.0616499237	0.0046268701	-0.013207440400000001	-0.0117912891	0.011590588700000001	0.0325799482	-0.1375874716	-0.019087132	0.0805144359	-0.1527257971	-0.0333870648	0.0029213298999999997	-0.0425613402	0.0263121325	0.09770656330000001	-0.0277204368	-0.0051747249	0.0366749171	0.0119493169	0.127314054	-0.009745391400000001	0.10022283439999999	0.10013852919999999	0.0999980731	0.0998015448	0.0995490545	0.0	0.017500400000000003	0.026478100000000004	0.00030626400016000015	0.0007010897796100003	0.0316018	0.005669899999999999	3.214776600999998e-05	0.00099867376324	0.0638793	-0.06951170000000004	0.004831876436890005	0.00408056496849	0.0007213839999999999	0.00041817199999999986	5.203948754559999e-07	1.7486782158399993e-07	0.0004902730000000001	1.0000000001241657e-09	2.4036761452900003e-07	1.0000000002483306e-18	0.0007537909999999999	0.0010002509999999995	1.0005020630009995e-06	5.682008716809998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32015.685546875	78.048828125	6091.619571685791	1025004121.0363806	19279.80078125	17.71484375	313.81568908691406	371710718.1646881	19344.4140625	26.076171875	679.966739654541	374206355.42144775	0.901417	22.539322	0.1939698	0.013002450300000001	0.0009782201	-0.011293793500000001	0.0401188901	0.0588028985	0.0807196352	0.0132821681	0.0357953528	-0.0409830497	-0.053209949699999995	-0.0586661429	-0.0750540812	0.0028280206	0.0327201632	0.058795844000000014	-0.0518987662	-0.0995024452	-0.042327490700000005	-0.0476975717	0.0337914874	0.050295453399999995	0.033408289	-0.057475624800000014	0.19857156739999998	-0.029063718	-0.0581699084	0.0338996737	0.0106243008	0.0096885794	0.006372581899999999	-0.0647712535	-0.0073446689	0.055965132	0.0585678595	0.06349934410000001	-0.0452692387	-0.0508713429	-0.0557666183	-0.0188604632	-0.0516401603	-0.0189228481	-0.0019957813	-0.0117880308	-0.050829470099999996	-0.0634073178	-0.0410479215	0.1397063124	-0.0728388238	-0.057136550599999995	0.0651325159	-0.0417939752	0.0950863366	0.17003319739999995	0.112711172	-0.16998860329999999	0.0097540619	-0.022200880699999998	-0.0736288076	-0.0753534214	0.10017287289999999	0.09993878910000001	0.0995490545	0.0990042761	0.09830530230000001	0.0	0.0228262	0.0053257999999999995	0.00052103540644	2.8364145639999987e-05	0.018896	-0.0127058	0.00016143735364	0.000357058816	0.00590975	-0.05796955	0.0033604687272025	3.49251450625e-05	0.00252575	0.001804366	6.379413062499998e-06	3.2557366619560003e-06	0.0010452800000000002	0.0005550070000000002	1.0926102784000004e-06	3.080327700490002e-07	0.0007537909999999999	0.0	0.0	5.682008716809998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31997.453125	-18.232421875	332.4212074279785	1023837006.4865725	19255.7890625	-24.01171875	576.5626373291017	370785412.4194946	19356.22265625	11.80859375	139.44288635253906	374663355.5183258	0.7894339999999999	19.739248	0.027171350000000025	-0.013170069599999999	-0.0186146309	-0.0105788454	0.048147692199999995	0.0913608474	0.054670667699999995	0.0047649488	0.0013365867	-0.0063539547	0.0033171786	0.0032694738	-0.0368779393	-0.0101065093	0.030243275099999998	-0.0029208285999999997	0.011445303700000001	-0.06316015009999999	0.0212359316	-0.0382551264	0.0418729388	0.09778347529999999	0.10974944269999999	-0.1093583788	0.0999322223	-0.0485916308	0.1067599699	0.1054540734	-0.0072002295	-0.003566846500000001	-0.0071892376000000004	-0.0403997025	-0.0111862405	0.05665880860000001	0.0827718393	0.0494817984	-0.0295330099	-0.0045155546	0.0017237226999999998	-0.0110077689	-0.0324634397	-0.0213035435	0.0373639807	-3.74633e-05	-0.0263272249	0.00796897	-0.0258558764	0.10284850390000001	-0.0399537678	0.020834425	0.036629060899999996	-0.1042768858	-0.11354616220000001	0.0377064455	0.1031791173	-0.17927215149999998	0.0561626257	0.100689705	0.1022687989	-0.08104092	0.1000979463	0.0996394278	0.0988767856	0.0978123473	0.09644936189999999	0.0	0.0209539	-0.0018723000000000004	0.00043906592520999996	3.5055072900000014e-06	0.0238902	0.004994200000000001	2.494203364000001e-05	0.0005707416560399999	0.0151922	0.00928245	8.616387800249999e-05	0.00023080294084000001	0.00268152	0.00015577000000000041	7.190549510400001e-06	2.4264292900000116e-08	0.000980602	-6.467800000000029e-05	9.61580282404e-07	4.183243684000039e-09	0.0007537909999999999	0.0	0.0	5.682008716809998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31975.638671875	-21.814453125	475.8703651428223	1022441468.474308	19241.83984375	-13.94921875	194.5807037353516	370248400.572525	19392.619140625	36.396484375	1324.7040748596194	376073677.1333351	0.7252069999999999	18.133314	0.09465150000000004	-0.0280175569	-0.0036959239	-0.022869984	0.056531725	0.0861917374	0.0259115642	0.010598493600000002	-0.0009315731	0.024632763199999998	-0.034153054599999996	0.037046172	0.0552031575	-0.0460928843	0.0359752853	-0.0261575531	0.07557106940000001	-0.0306133917	-0.0362785979	0.05985033190000001	0.0170468008	-0.0211212612	0.0677224128	0.008378245500000001	0.039382056	-0.0146299479	0.0992046284	0.0404982369	-0.0197935254	0.007561207199999999	-0.0218724575	-0.048907892599999996	-0.0188496353	0.058360148	0.0866844852	0.0219754908	-0.0112097549	0.006978635699999999	0.030998535299999998	-0.0052586706	0.0749258515	-0.0399591025	0.047029194100000005	-0.0083303175	-0.0284696971	0.042259456699999996	-0.0040440836	-0.0505061313	-0.0893064233	0.0218151958	0.0016140148999999999	0.0229320164	-0.08812257	-0.0359938005	-0.0546879559	-0.1220776664	0.014497205800000001	-0.0741321006	0.0615236952	0.051173152	0.0999980731	0.0992407438	0.09798277400000001	0.0962305098	0.0939927908	0.0	0.017096	-0.003857900000000001	0.000292273216	1.4883392410000007e-05	0.047517	0.023626800000000003	0.0005582256782400002	0.0022578652890000005	0.0314074	0.016215200000000003	0.0002629327110400001	0.00098642477476	0.00201618	-0.0006653400000000004	4.0649817924e-06	4.426773156000005e-07	0.00115097	0.00017036800000000017	1.3247319409000005e-06	2.9025255424000062e-08	0.000937115	0.00018332400000000006	3.3607688976000045e-08	8.78184523225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32123.49609375	147.857421875	21861.817203521732	1031919001.2851716	19259.162109375	17.322265625	300.06088638305664	370915325.1551857	19454.4921875	61.873046875	3828.2739295959473	378477266.27349854	0.885667	22.145496	0.24390878	-0.0687225275	0.0216516659	-0.056371220199999995	0.06487783679999999	0.0415095021	0.0321677593	-0.002061701	-0.0588034824	-0.013563887299999999	0.049825714900000005	0.0870241128	0.0314876625	-0.0192823353	-0.024958959399999998	-0.064846604	0.0490614359	0.01499447	-0.0003098174	0.022172501600000002	-0.0410686062	0.0699292655	0.0111143892	0.0787425947	-0.035697581	0.026613034700000003	0.032868592200000005	-0.013165789399999999	-0.0695501689	0.0389405233	-0.0114789053	0.0025398726999999997	-0.0464424469	0.068727119	0.0398183243	0.025838605499999997	-0.0176267989	0.060855168	0.0852927807	0.053008438899999996	0.048302719	0.0284856057	0.0088263616	0.0236772864	0.0207373549	-0.0025366156	0.0407434845	-0.0022590259	-0.0019461804000000002	-0.08432302259999999	0.025844461200000002	-0.0027147383	-0.043081089100000004	-0.0361045878	-0.1446667005	-0.0511239579	-0.0515832165	-0.0793777762	0.1073289933	-0.018391348300000002	0.0998732783	0.0987431344	0.0968690246	0.0942650692	0.09095088720000001	0.0	-0.0209023	-0.0379983	0.00043690614529	0.0014438708028899998	0.0474923	-2.4700000000002498e-05	6.100900000001234e-10	0.00225551855929	0.138277	0.1068696	0.011421111404160002	0.019120528729000004	0.0024264	0.0004102200000000002	5.88741696e-06	1.6828044840000017e-07	0.00058907	-0.0005618999999999999	3.470034649e-07	3.1573161000000005e-07	-7.10886e-05	-0.0010082036	1.0164744990529602e-06	5.053589049959999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31982.47265625	-141.0234375	19887.60992431641	1022878557.2077787	19286.7578125	27.595703125	761.5228309631348	371979026.91802984	19458.5	4.0078125	16.06256103515625	378633222.25	0.7307599999999999	18.272163	0.16162820000000006	-0.0450147066	0.0221390723	-0.0287099602	0.0579440598	0.0215157661	0.0728708717	0.013135947700000001	-0.0436591431	0.0087997664	-0.0090590985	0.0889055733	0.004413930999999999	0.0081747481	0.0055536323	-0.027091555299999997	-0.034722215	0.0207315383	0.0457419714	0.0304457834	-0.028547459100000002	0.0767285347	-0.038752423700000004	0.0276822808	-0.0520763167	0.016817003100000002	-0.048453545	0.0360860139	-0.038472960099999995	0.027710698	-0.026295955	-0.0633284752	-0.020457711200000003	0.0600039447	0.0176027708	0.048538543499999996	-0.04897231690000002	0.060827242699999985	0.051186885	0.048089044500000004	0.0264359272	0.0186475892	0.0069233115	0.023463729300000003	0.0073072048	-0.0364169675	0.0888053269	0.0411952534	0.1020388661	0.0346991893	-0.0063545185	0.054503618499999996	0.0628018638	-0.0466731272	-0.0871752246	0.0131204372	-0.052449542300000006	-0.02943358	-0.09384099039999999	0.0695222688	0.09972359300000001	0.0981470957	0.09553803529999999	0.09192386050000001	0.0873425944	0.0	-0.0208697	3.259999999999721e-05	0.0004355443780900001	1.0627599999998184e-09	0.08919159999999997	0.04169929999999997	0.0017388316204899972	0.007955141510559994	0.0509572	-0.08731980000000003	0.007624747472040003	0.0025966362318399997	0.0024264	0.0	5.88741696e-06	0.0	0.0012406	0.0006515299999999999	1.5390883599999997e-06	4.2449134089999977e-07	-7.10886e-05	0.0	0.0	5.053589049959999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32134.01953125	151.546875	22966.455322265625	1032595211.2347565	19304.193359375	17.435546875	303.99829483032227	372651881.25613785	19535.10546875	76.60546875	5868.397842407227	381620345.67518616	0.9668040000000002	24.174261	0.18846498	-0.0424363721	0.0403798318	-0.011693793300000001	0.024916405	-0.019504388	0.0739447474	0.0266582991	-0.07178110530000001	-0.0013452148999999998	-0.0021005261999999998	-0.0341686456	-0.0192608386	0.0434617334	0.019782676399999997	0.0645489247	0.0034048263000000002	0.0740849255	-0.0522292025	0.07437000120000001	-0.005454336999999999	0.11802140779999999	0.0533971235	0.0152585747	-0.1602032968	-0.0196680287	-0.0057017038	-0.2132333841	-0.038190637400000005	0.0408179916	-0.0364560731	0.0032826409	-0.011934193700000002	0.0296923889	-0.0148962282	0.0616665817	-0.0552530391	0.0575023007	-0.026717	0.0031875994	0.0084014223	-0.0030653189000000003	-0.0970489037	-0.024008556099999998	-0.0006948608999999999	-0.0432718011	0.0842597432	0.0163782024	0.03226183	-0.1313784503	0.0319406706	0.0834195162	-0.10174805560000001	-0.0085644241	-0.1705792293	0.09907975029999999	0.0323465628	-0.0412923922	-0.1698070134	0.1986026336	0.0995490545	0.0974532219	0.0939927908	0.08921621619999999	0.0831903826	0.0	-0.0208864	-1.6699999999997963e-05	0.00043624170496	2.788899999999321e-10	0.0779036	-0.011287999999999965	0.0001274189439999992	0.006068970892959999	-0.0566859	-0.1076431	0.011587036977609998	0.0032132912588100004	0.00152747	-0.00089893	2.3331646009e-06	8.080751449000002e-07	0.0009991860000000002	-0.00024141399999999972	9.983726625960005e-07	5.828071939599985e-08	0.000178911	0.0002499996	6.249980000015997e-08	3.2009145920999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32124.71875	-9.30078125	86.50453186035156	1031997554.7666016	19308.779296875	4.5859375	21.03082275390625	372828957.9354286	19500.689453125	-34.416015625	1184.462131500244	380276889.1472206	1.0000270000000002	25.00498	0.17986265	0.026854134300000002	0.030372746800000006	0.0158028326	0.0350602055	-0.0006270316	0.0478466887	0.0217571664	-0.11123858910000001	-0.042413155999999994	-0.0327768487	0.0838319874	-0.108891633	0.0812720123	-0.0440662284	0.0739258024	-0.0005484793	0.0662188562	0.0777416005	-0.0083908399	0.09085413960000001	-0.0301290954	-0.0059667529	0.0024299767999999998	-0.17479014980000002	-0.1291722546	-0.0003200473	-0.17254269449999998	0.0264176907	0.0331734298	0.0195545633	-0.0368832133	0.019631651	0.0235772962	0.0089696346	0.037068414300000005	-0.0701084533	0.07511180940000001	0.0198308252	0.11307552970000001	-0.0728756129	0.0188582391	-0.0914928958	0.0546005812	-0.0048098363	0.0021550021	0.0174518975	0.043217486	-0.09145866039999999	-0.0354585056	-0.098218241	0.12071539769999999	-0.05688206570000001	-0.08913062460000001	0.0054999015	0.2131705304	-0.0213564488	0.0038601234999999998	-0.11432544900000001	0.0906870948	0.0993497063	0.09666220460000001	0.0922367566	0.08615293	0.07852010940000001	0.0	-0.0292423	-0.0083559	0.0008551121092899999	6.982106480999999e-05	0.0479659	-0.029937700000000005	0.0008962658812900002	0.00230072756281	-0.101077	-0.0443911	0.00197056975921	0.010216559929	0.00295409	0.00142662	8.7266477281e-06	2.0352446244e-06	0.0012339	0.0002347139999999998	1.52250921e-06	5.509066179599991e-08	0.000461136	0.000282225	7.9650950625e-08	2.12646410496e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
