csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
32208.982421875	n/a	1037418548.6526527	n/a	20355.240234375	n/a	n/a	414335804.9991188	20811.400390625	n/a	n/a	433114386.2189064	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	5.15063e-05	n/a	n/a	2.6528989396899996e-09	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32397.228515625	188.24609375	1049580415.4936256	35436.59181213379	20353.37890625	-1.861328125	3.464542388916016	414260032.9013825	20749.009765625	-62.390625	3892.590087890625	430521406.2540016	2.249289	42.098782	0.1844192411	-0.1602088684	-0.1939503849	0.1613980274	0.1488865753	-0.1128000999	0.0457113922	-0.3714642444	0.0088209186	-0.1665323501	0.057901055300000004	-0.067837497	0.052834164100000004	-0.0222744109	0.1572078029	-0.0990592625	0.1587865122	-0.1488696478	0.014556743200000001	-0.0302221559	0.1943446967	-0.0201644101	0.1112914173	-0.060776355199999986	0.0488855891	-0.1894745552	0.1379990585	-0.10827686019999999	0.0014237339	0.052158770099999995	-0.09192703710000001	0.1092746803	-0.0948432095	-0.0767968852	-0.044283253200000004	0.051157500099999996	0.0196182429	-0.0887455089	-0.0168676444	-0.0795722383	0.08303851799999999	-0.1723358096	-0.16033012160000001	0.0059969449	0.0551866623	0.1688687053	-0.1568273976	-0.0098727004	-0.08113229179999999	-0.1743574459	0.1948717686	-0.2442055394	0.1286029906	-0.0904250567	0.0904290016	-0.1322762112	0.10495768130000001	-0.3928107417	-0.048187895599999996	0.10070680039999999	-0.07614029309999999	0.1502725757	-0.0091120847	0.0565024116	-0.17606767899999998	-0.1114894541	0.0408601948	-0.0703832777	0.13945458289999998	-0.069168837	0.0784313212	-0.2012754745	0.0780230875	-0.034171411299999996	0.068565453	-0.0306384762	0.030211983199999997	-0.10334237619999999	0.013573347	-0.060763871	-0.0460631962	0.0034469453000000004	0.0050550798999999995	0.1201780884	-0.072597643	0.012690142	0.054283612099999996	-0.0074615216000000015	-0.1041677501	0.070218251	0.0074940825	-0.1467516694	-0.0338583062	-0.1278519349	0.0951364407	-0.0668477925	-0.090984274	-0.10254627320000001	0.13869073310000002	0.0005405033999999999	0.1221610506	0.12213587039999999	0.1220939072	0.0	-3.81681e-05	-3.81681e-05	1.4568038576099998e-09	1.4568038576099998e-09	0.0519336	0.0519336	0.0026970988089600003	0.0026970988089600003	0.0006166030000000001	0.0006166030000000001	3.8019925960900005e-07	3.8019925960900005e-07	-0.0019079	-0.0019079	3.640082410000001e-06	3.640082410000001e-06	-0.000605484	-0.0006569903	4.3163625429409e-07	3.66610874256e-07	-7.17271e-05	-7.17271e-05	5.144776874410001e-09	5.144776874410001e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32190.9296875	-206.298828125	1036255954.1455687	42559.206485748284	20346.966796875	-6.412109375	41.11514663696289	413999057.8331337	20657.431640625	-91.578125	8386.552978515625	426729481.9870949	1.862998	34.868771	0.25036747010000004	-0.0894793564	-0.0010749439	0.1024903259	0.0164004296	0.0085684408	0.0932813384	-0.1980683466	-0.0069774888	-0.20826612960000002	-0.0234748415	0.0601935142	0.025917077	0.1173491951	-0.0321305252	-0.1173583587	-0.053220919000000005	-0.1539654418	0.0334740654	-0.0330349733	-0.0487417535	-0.0379419456	0.0502156654	-0.0366080249	-0.1615637528	-0.0533878542	0.091113695	-0.0159177441	-0.0993471353	0.1098583347	-0.0817500477	0.1016105952	0.010704746499999999	0.1721432704	0.057012831500000014	0.0144053579	0.1010483898	-0.0001014556	0.0941882277	-0.056838617699999996	-0.0384188104	0.1805480737	0.0501825923	-0.07375056070000001	-0.1645281149	0.0625289783	-0.0685012004	-0.0858794907	0.0158334269	-0.0821533769	0.0152631522	-0.0579246401	-0.0757120702	-0.1508733658	-0.1325473944	0.007424195	-0.0202853092	-0.2421057297	-0.07459439059999999	0.12315786960000001	-0.0698768453	0.0053693371	-0.0627697775	0.1247943842	-0.0130570069	0.0931590124	0.0295437495	-0.11979516679999999	0.0520831209	0.0498546617	-0.1164941334	-0.0178815292	-0.055492331299999996	-0.1509828091	-0.021640142299999998	-0.1034928459	-0.0841083573	-0.0794216532	0.0802992357	0.0515021333	-0.1629476071	-0.0059149811	-0.0020608601	0.1446268989	-0.0112725244	-0.08681105089999999	-0.0989095027	0.041687848900000005	0.0125772877	0.0859865872	-0.10035838890000001	0.1376413723	0.039062717999999996	0.0764026364	-0.0201858434	-0.0717866513	0.14846868259999998	0.032974812400000005	-0.0029567126	-0.0991055226	0.1220939072	0.1218673892	0.12149017050000001	0.0	0.0225086	0.0225467681	0.0005083567517551776	0.00050663707396	0.059823	0.007889399999999998	6.224263235999998e-05	0.0035787913290000004	0.0977114	0.097094797	0.009547517689959996	0.009427399604471207	-0.00389207	-0.00198417	1.51482088849e-05	3.9369305889e-06	-0.000605484	0.0	0.0	3.66610874256e-07	0.000400833	0.0004725601000000001	1.60667093889e-07	2.2331304811201005e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32221.93359375	31.00390625	1038253004.5200348	961.2422027587892	20327.44921875	-19.517578125	380.9358558654785	413205191.74086	20571.31640625	-86.115234375	7415.833591461182	423179058.6860504	1.578994	29.553221	0.19343145	-0.017491953799999998	0.0395284465	-0.0492219218	0.0594638742	-0.0361798522	0.008843394899999999	-0.0224176399	-0.1345825987	-0.1878336118	0.0306483533	-0.06522582889999999	-0.0822771198	0.1904973391	-0.0412488002	0.0331527538	-0.042846311799999995	-0.027312826600000003	0.1693621935	0.0215930232	-0.049813228	0.0287436256	-0.1352782135	0.0450478479	-0.024671762599999997	0.10966612619999999	0.029681031400000002	0.11309286710000001	-0.0476414266	-0.0916832449	0.10151012779999999	-0.1625267564	0.1425334524	-0.190405562	0.0781071726	0.0320185131	-0.0342975742	0.1074402317	0.0183490837	-0.09989015789999996	-0.0714288505	0.012257208300000001	0.0013858396	-0.010530788400000001	-0.09197079699999999	0.1126215929	0.1078102125	0.050830642599999996	-0.0229208726	-0.0239868065	-0.0464975154	0.1330517508	-0.1484543006	-0.1276587203	-0.1022654059	-0.0466351458	0.0317217516	-0.07818072690000001	0.034419273	0.1761088553	-0.04741461860000002	0.0514908626	0.0643566726	0.0007602302	0.07283911009999999	0.1439704772	0.0967313326	0.1431187082	-0.0343766686	0.1560908058	-0.11606474050000001	-0.0221878573	-0.0943568603	0.0173690741	-0.048334410300000005	0.0359019798	-0.0059198603	0.047814367999999996	0.0788108309	-0.12779483949999998	0.1168970134	0.0027476332000000003	0.0824388679	-0.17714476010000002	-0.12338434289999999	-0.0376970793	-0.036536788	0.0369759846	-0.0049774276	-0.141513651	0.042381981500000006	0.0542770258	-0.1472009977	-0.03195354	0.027609428300000002	-0.10115038039999999	0.010724156200000001	-0.0627957398	-0.0302612063	-0.10474576349999999	0.1219596574	0.12133101710000001	0.1202856824	0.0	0.0369853	0.0144767	0.00020957484288999995	0.00136791241609	0.10157	0.041747000000000006	0.0017428120090000007	0.0103164649	0.166988	0.06927660000000001	0.027884992144	0.0047992473075600004	-0.00473039	-0.00083832	2.23765895521e-05	7.027804224000001e-07	-0.000486014	0.00011947	1.4273080899999997e-08	2.36209608196e-07	0.0	-0.000400833	0.0	1.60667093889e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32050.404296875	-171.529296875	1027228415.5931436	29422.299686431885	20311.814453125	-15.634765625	244.44589614868164	412569806.3781776	20569.037109375	-2.279296875	5.1951942443847665	423085287.60684586	1.352946	25.32239	0.0865718	-0.0404160681	0.0624620834	0.0836337613	0.133622399	0.0034149573	0.018011924	-0.102857285	0.1416380619	0.0074908791	0.09358287529999999	-0.0265251102	-0.1102652622	-0.0349699764	0.0038102223	-0.19477528489999998	0.0441699512	0.042142525199999996	-0.02260848	-0.1797633404	-0.0179894536	-0.0322850068	-0.0007589646000000001	-0.0531281088	-0.0200129074	0.1560760479	-0.1263118109	-0.0794097762	-0.1589588476	0.046539087199999996	0.1562944422	0.25448260440000003	0.0538426172	-0.0026425349	0.0933008818	-0.10098833539999999	0.1403702103	-0.08720709689999999	-0.0520318796	0.0990224756	0.009913665	0.023640625099999996	0.0812685946	0.0286314743	-0.0369901582	-0.10702300599999999	0.0102623189	0.124022967	0.0870438853	-0.0262791098	-0.0540855934	-0.11988260380000001	0.0651875573	0.0243865473	-0.0178405368	-0.1187614504	0.015905402199999998	-0.0706873803	-0.0742395794	-0.0926291249	-0.0978242907	0.1458712221	-0.023437898199999998	-0.0655295461	0.0237522001	-0.08099084299999999	0.10123309	-0.0921198299	-0.11948239199999999	-0.17233898539999998	-0.0776020524	-0.060940443899999995	0.004732131	-0.1940681021	-0.1177041623	-0.026503869	-0.15271190869999998	0.024678188700000003	0.11087792949999999	0.1640423077	0.10645721359999999	0.09817262939999999	-0.065843144	0.011979484299999999	0.1002096856	-0.020213413899999998	-0.0465409467	0.1061968104	-0.0367250285	-0.0722767335	0.15226250130000002	0.0036648365	0.0370004306	0.049192869400000006	-0.1477558847	0.12031200439999999	0.0672567188	0.0347421563	0.1170462047	0.0310710699	0.121758375	0.12052793310000001	0.11848639890000001	0.0	0.0394459	0.0024606000000000003	6.054552360000001e-06	0.0015559790268099998	0.0387601	-0.0628099	0.0039450835380100005	0.00150234535201	0.155791	-0.011196999999999985	0.024270835681000004	0.00012537280899999965	-0.00465477	7.56200000000002e-05	2.16668837529e-05	5.718384400000029e-09	-0.00061248	-0.000126466	1.5993649155999998e-08	3.751317504e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32107.625	57.220703125	1030899583.140625	3274.2088661193848	20299.177734375	-12.63671875	159.68666076660156	412056616.69174576	20595.435546875	26.3984375	696.8775024414062	424171965.36548233	0.99508	18.624393	0.0861442	-0.013141654499999999	0.0843667322	0.0678367882	0.09157795839999999	0.0676419949	-0.0295222427	-0.0705534157	-0.0453523343	-0.0688671247	0.1033886803	-0.0668518452	0.0036667581	0.0377680873	-0.0740797505	-0.1050441084	-0.0729212479	-0.035271216099999995	0.019694100200000002	0.0028682176	-0.022285641000000002	0.0479509658	0.0764106953	0.0578736033	-0.0859203807	0.08689603580000001	-0.1783727671	0.0472523376	-0.0445417754	-0.0310396236	-0.026113588599999998	-0.0585581379	0.1303123925	0.0458796365	0.1270350756	0.017648386000000002	0.0780295423	-0.08713435539999999	0.050066155	0.05650261700000001	0.06959245530000001	-0.046233175700000004	-0.0755380796	-0.00019411080000000005	-0.012694366399999999	-0.1612244679	-0.0271894513	-0.0038710291	0.012527176499999999	0.0023722336	-0.0499422181	-0.044412280400000004	-0.0419750837	-0.036755356600000004	-0.048473436200000004	-0.0928538969	-0.0647159021	-0.0745803753	0.0262630138	0.029362571	0.0276356346	0.1031572328	0.078303357	0.0331846047	0.0406291302	0.0686338494	0.042708479800000004	-0.055582087599999996	-0.017953936299999997	0.045215477999999996	-0.0402941586	-0.031784629	-0.1077956266	-0.0273260002	0.07322918519999999	-0.0887471468	0.0816725853	0.0534506353	0.0977410464	0.0615991778	-0.0099016365	0.0585294587	-0.0034556715999999998	-0.1037985175	0.1182049885	-0.0606180061	-0.08631903490000001	0.0114611179	0.0208197823	0.0163454449	0.0630211371	-0.0191427132	0.1253797402	-0.06481053610000001	0.0390620983	0.0840416491	-0.08091094019999999	0.08828035869999999	-0.0561157169	-0.0248497567	0.12149017050000001	0.1194599025	0.1161012174	0.0	0.0395759	0.0001300000000000051	1.690000000000133e-08	0.0015662518608100006	0.07568079999999999	0.0369207	0.0013631380884899995	0.00572758348864	0.16300599999999998	0.007214999999999971	0.026570956035999998	5.205622499999959e-05	-0.0042457	0.00040907000000000015	1.802596849e-05	1.6733826490000008e-07	-0.000642028	-2.9548000000000013e-05	8.730843040000007e-10	4.12199952784e-07	0.000398952	0.000398952	1.5916269830399994e-07	1.5916269830399994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32197.181640625	89.556640625	1036658505.5993996	8020.3918800354	20328.21484375	29.037109375	843.1537208557129	413236318.7336578	20603.51953125	8.083984375	65.35080337524414	424505017.0746002	1.160528	21.721001	0.13786685	0.0736101335	0.0337716546	-0.0206813167	-0.016539519	0.0129342776	-0.0564689579	0.0761050202	-0.10282371	-0.0724225889	0.17139613550000002	0.0431780668	-0.0283510463	0.0203226055	-0.1844081198	-0.0183634538	-0.052544758	-0.0411641281	0.0372206211	0.0260464186	0.0656389085	-0.0764659469	-0.1287160611	0.0718826169	-0.003093189	-0.015884223500000003	-0.0974273615	-0.0820686739	-0.0471117784	-0.09066689730000001	0.0187148405	-0.035205173900000004	0.0102066751	0.0188200289	-0.1611693978	0.0656647022	-0.125050842	-0.2375420025	-0.006002215	-0.044011487800000006	0.008532096	-0.0134489798	-0.0425116967	0.0250080829	0.0733635973	-0.1025786666	0.0489080478	-0.1043166725	0.0652713375	0.0706249896	-0.0289914887	0.0792725323	-0.130760842	-0.0420546189	-0.004735167199999999	0.0219814107	-0.0221684364	0.0590803536	0.10458068279999999	0.0819531649	0.1098214327	0.0883955242	-0.041961457199999996	0.0362648229	0.1441346385	0.037378957000000004	0.0082163582	-0.0038413681	0.0692766753	0.0783906408	0.0562916722	-0.042574813600000004	-0.060378358	-0.0053440047	-0.1757659937	-0.11292369390000001	0.031089386	-0.0763017522	0.0254427533	0.0077834625	0.1928252311	-0.0181734882	0.0192244731	-0.0193985663	0.0628241651	-0.2113578924	0.0263924771	-0.14232108529999998	0.1018730234	0.0305969021	-0.0366440072	-0.0913717289	0.1334878587	-0.0145254117	-0.0548422026	-0.0047910259	-0.0549931043	-0.005989929399999999	-0.1445673435	-0.0345513803	0.1211551914	0.1181292731	0.11314193199999999	0.0	0.0394593	-0.00011660000000000141	1.3595560000000331e-08	0.0015570363564900002	0.08851389999999999	0.012833100000000002	0.00016468845561000002	0.007834710493209999	0.215198	0.052192000000000016	0.046310179204000004	0.0027240048640000017	-0.00518977	-0.00094407	2.69337126529e-05	8.912681649e-07	-0.0007535089999999998	-0.00011148099999999975	1.2428013360999946e-08	5.677758130809997e-07	0.0	-0.000398952	0.0	1.5916269830399994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32218.03515625	20.853515625	1038001789.329361	434.8691139221192	20350.693359375	22.478515625	505.28366470336914	414150720.20730966	20627.869140625	24.349609375	592.9034767150879	425508985.2827492	1.119349	20.950291	0.16634878000000006	0.1603005098	-0.0446694588	0.0497851329	-0.1355660257	-0.0421304496	-0.0382064913	0.1424195514	0.0456788576	0.06309812690000001	-0.006365089599999999	-0.0557287694	-0.11571690039999999	-0.0151332975	-0.0156642893	-0.0082372225	-0.0910123293	-0.0419584169	0.029590164	-0.0379641583	0.0161497024	0.0090742843	-0.0221115065	0.0609851287	0.1452062466	-0.0020459719	0.0193976631	0.1467900939	-0.11297185800000001	-0.0418673595	-0.1321663251	0.011402280700000001	-0.12064421189999999	-0.0098148781	-0.008669560500000001	0.0809123149	0.0649884343	0.113205018	0.029414328700000002	-0.0778161891	0.1037227719	-0.0504474762	0.053647829800000005	0.1180318556	-0.09522243429999999	-0.0388247674	-0.0938581388	0.0678916286	0.0647286844	0.1690333564	0.0602192247	0.0315197771	-0.0888316283	0.0199567822	-0.011030611200000002	0.1260107346	0.0433172204	0.1419618756	0.0196543566	-0.0469370576	-0.0255564407	0.0005612707	0.0640964156	-0.12897596349999998	0.1012619986	0.0597383072	-0.006790964399999999	-0.048525114	0.0047379642	-0.009536295600000001	-0.07233195519999999	-0.1529816522	0.0542849121	0.0978644532	0.0387710545	0.0247632329	-0.0753009183	-0.11116214560000001	0.1129529094	0.0352024278	-0.0574464646	-0.1208497817	0.0704727105	0.07639150410000001	-0.0681151307	0.0774041823	4.76633e-05	0.0665031604	-0.0663345641	0.0423344288	-0.0864179692	-0.0867413945	-0.0858460798	-0.0608455724	0.0288262355	-0.011839314699999999	-0.054526431900000005	-0.0074684094	0.110227006	0.1491385582	0.1207536218	0.11653897	0.10962317619999999	0.0	0.0395957	0.00013639999999999486	1.8604959999998598e-08	0.0015678194584900001	0.00864782	-0.07986607999999999	0.006378590734566399	7.478479075240001e-05	0.252622	0.037423999999999964	0.06381787488399998	0.0014005557759999966	-0.00576452	-0.0005747500000000006	3.32296908304e-05	3.303375625000007e-07	-0.00075351	-1.0000000002325857e-09	1.0000000004651713e-18	5.677773201e-07	0.000403695	0.000403695	1.62969653025e-07	1.62969653025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32167.712890625	-50.322265625	1034761752.6136818	2532.330417633057	20329.03125	-21.662109375	469.2469825744629	413269511.56347656	20688.591796875	60.72265625	3687.240982055664	428017830.53772354	1.12149	20.990347	0.12279082999999998	0.1442711914	-0.010324220799999999	0.0375018162	-0.1251789828	0.0668286199	-0.0778833974	0.0492093463	0.037157922	0.07274035599999999	-0.027127936000000002	-0.0418607191	0.035002564300000004	-0.11619747849999999	-0.010559047299999999	0.0769287089	-0.1436055589	-0.09048542289999999	-0.0861686791	-0.0065207664	-0.10629640050000001	-0.0656672322	-0.0682188108	-0.07976286219999999	0.1005501501	-0.037281881	-0.026740437000000002	-0.1369456265	0.06784727759999999	-0.0048464028	0.010076603100000001	0.0789068508	-0.0378139013	-0.1320820612	0.0984964707	-0.0327861001	-0.16590678039999998	0.1179093701	0.1550024731	-0.0133309374	-0.0664478683	-0.1084317195	0.007545352900000002	-0.1810349077	0.0756467329	-0.07041204200000001	0.054484381299999995	0.0066187601	0.0349210021	0.1362595057	0.0264784937	-0.0468398115	0.047854693399999995	0.0062840953000000005	0.036779339	0.1046593532	-0.0758302471	0.08591868119999999	0.049136785	-0.0790059308	0.0020330378	-0.0256576337	0.050221021399999996	-0.0158410659	-0.015649283700000002	-0.0013738547000000001	-0.1854499429	-0.0684605545	0.1310102261	-0.0564448359	-0.0440615346	0.0928224511	0.1589160178	0.0362806917	-0.0950433668	0.0591787469	-0.0087842751	0.0537876867	-0.1393305607	0.0051358562	0.0416197997	0.04502529139999999	-0.1289912536	-0.09699505289999999	-0.17102947670000002	-0.0112131229	-0.11211567880000001	0.0641382018	0.1054368125	0.0903344586	0.06998615820000001	0.09689508880000001	-0.0576574799	-0.0693203999	0.08806636960000001	-0.0457784334	-0.19744021679999998	0.0547418257	0.09360879400000001	-0.0227575495	0.1202856824	0.1146924889	0.10556234960000001	0.0	0.0394726	-0.000123100000000001	1.5153610000000244e-08	0.0015580861507599995	0.0561692	0.04752138	0.0022582815571044004	0.00315497902864	0.217565	-0.03505699999999995	0.047334529225000005	0.0012289932489999965	-0.00593655	-0.00017202999999999923	3.5242625902499994e-05	2.9594320899999737e-08	-0.000341546	0.000411964	1.6971433729600002e-07	1.1665367011600001e-07	0.000185902	-0.000217793	3.4559553604000004e-08	4.743379084899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32107.72265625	-59.990234375	1030905854.1706696	3598.828220367432	20288.212890625	-40.818359375	1666.1384620666504	411611582.29532236	20718.419921875	29.828125	889.717041015625	429252924.0591469	0.930181	17.409723	0.06324635	0.1339323697	-0.0585337157	0.0286921538	-0.075563888	0.10335621060000001	-0.12301885480000001	0.0702372294	0.0385718504	-0.0760774612	0.0481415977	-0.0953010703	0.1332011974	-0.2001670004	0.0596407465	0.1800062263	-0.0527622979	-0.0161810321	-0.0208571122	-0.053017099500000005	-0.1280906261	-0.0735216813	-0.0675064162	0.0298386489	-0.022791066699999998	-0.1143708264	0.0599899368	-0.0396587156	0.046868038	0.1030050559	-0.0092975173	0.12997843050000002	-0.0017916355	-0.0711449915	0.1349684589	0.13028301609999998	-0.0784095584	0.05979617280000001	-0.07281331719999999	0.051119176100000004	-0.0527273468	0.0540363518	0.1529840899	0.0393398081	0.1642691066	0.053073906799999994	-0.14445362679999998	-0.07513368549999999	0.0721601836	0.1402710375	0.0460189754	-0.0316845402	0.04251946980000002	-0.0043509379	0.0991320111	0.0401102188	-0.1289945804	0.09034239279999999	0.094122111	0.0749447988	-0.06910796059999999	0.0732177075	0.06736773459999999	0.036070088199999996	-0.061411459	-0.08736562869999999	-0.3088855032	0.0456983568	0.0188201423	-0.0086288965	-0.0149557047	0.1306886235	0.0674701812	-0.0655781302	-0.10305250449999999	-0.05066189	-0.06329040849999999	0.1113281552	-0.0119731312	-0.0372771343	-0.0590893318	-0.0432367478	0.1258598114	-0.011044924	-0.0341332237	0.0982768991	-0.0912902342	0.13282906419999999	-0.0061295465	0.0864179059	-0.050264644299999994	-0.0353229367	-0.1619420992	0.1191366919	-0.0217460304	-0.0315184598	0.0205693473	-0.0265655994	0.0391254992	0.0308840391	0.11975163039999999	0.11259388880000001	0.1009795324	0.0	0.0301073	-0.0093653	8.770884409e-05	0.0009064495132899998	0.09005399999999998	0.03388479999999998	0.0011481796710399983	0.008109722915999996	0.226586	0.009021	0.051341215396000006	8.137844100000002e-05	-0.00608044	-0.00014389000000000068	3.697175059360001e-05	2.0704332100000198e-08	-0.000341546	0.0	0.0	1.1665367011600001e-07	0.000110287	-7.561499999999999e-05	1.2163222369000005e-08	5.717628224999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
