csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
31777.23046875	n/a	n/a	1009792376.2640533	18569.84765625	n/a	n/a	344839241.9763336	19223.345703125	n/a	369537020.0218544	n/a	n/a	n/a	n/a	-0.058784786	-0.1378758359	-0.0065890451000000004	0.1477349485	-0.11704734650000001	0.0639495764	-0.0002376142	0.053399677400000005	-0.0050291568	0.1645934412	-0.1180898241	0.2664508882	-0.1593926408	0.031784170699999996	-0.0269370892	0.0043228819	-0.0846381581	0.0290667804	-0.0378295879	0.013681136299999999	-0.0083082806	0.0791335814	-0.0672129742	0.1731046689	-0.10333758679999999	0.1508745346	-0.0360324373	0.0538237272	-0.1323772649	0.043355276799999995	-0.0053245372	-0.0188678218	-0.05266680730000002	-0.0849169409	0.056892005	-0.09320633710000001	0.06790383009999999	-0.0390105019	0.1581871487	-0.08453259380000001	0.0424658325	0.0108771542	-0.1390789588	0.0400865827	-0.2360408505	0.0524271617	-0.11291675359999999	0.0391778583	-0.020287265500000002	-0.11204192560000001	0.008883122700000001	-0.07252543139999999	0.0789546632	-0.11260348880000001	0.17341808390000002	-0.0478878207	0.0822992087	-0.0537092417	0.0844255426	-0.0802110807	0.007530173199999999	-0.0896510474	-0.016460394	-0.0061985085999999995	0.2194244483	-0.1141546848	0.042944411200000004	-0.06997295190000001	-0.0169216295	0.0306233915	0.0381791746	-0.1244210576	-0.0288093568	0.1217078847	0.1216831682	0.1216419777	-0.264248	n/a	n/a	0.06982700550399999	-0.064778	n/a	0.004196189284	n/a	-0.30691	n/a	0.09419374810000003	n/a	0.00862134	n/a	n/a	7.43275033956e-05	0.00248142	n/a	n/a	6.157445216399999e-06	-0.00358533	n/a	n/a	1.28545912089e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31529.1796875	-248.05078125	61529.19007873535	994089171.7666627	18542.84375	-27.00390625	729.2109527587891	343837054.33691406	19132.341796875	-91.00390625	366046502.63245016	8281.710952758789	1.414415	29.303562	0.1168797999999999	-0.0271831117	-0.0827408267	-0.0107044732	0.10842504160000001	-0.1380880327	0.1331507247	0.0046671412	0.0121727781	0.0676698223	0.1518641114	-0.07288740980000001	0.2189786092	-0.09860859470000001	0.12462523460000001	-0.06516890269999999	0.043897146500000005	0.0120830175	0.046999373	0.1234940094	-0.0122464058	0.0069242415	-0.12255390109999999	0.1601011089	0.001118719	0.0054801038	-0.0415811523	-0.107374304	0.07514963	-0.0972170018	0.0292707114	0.0782599846	0.0419006249	-0.0322573064	-0.0299913552	0.0289219163	-0.1439113399	0.0340381678	-0.0427481605	0.14870948720000002	-0.1129273143	0.053238135	0.0776497176	-0.1771285327	0.034016615099999994	-0.2290218064	0.0921559174	-0.1036576036	0.0466467197	0.0690714058	0.0627836576	0.1012187908	-0.032028616499999996	0.0443592721	0.0159770041	-0.071997011	0.12111225199999999	-0.0120951824	-0.11662677240000001	-0.1068233397	-0.09186106869999999	0.1026957713	0.0997360509	-0.1631112753	0.0021139114999999997	0.032642046800000005	-0.0721921403	-0.08226824070000001	-0.0694327398	0.0833230246	0.0572895786	0.0883580262	0.1285076936	0.0556924496	0.1216419777	0.12141962949999999	0.12104935019999999	-0.23589	0.02835799999999997	0.0008041761639999981	0.055644092100000014	-0.0673273	-0.0025493000000000048	0.004532965325290001	6.498930490000022e-06	-0.31725	-0.010339999999999959	0.10064756249999998	0.00010691559999999918	0.00859261	-2.8729999999999378e-05	8.254128999999645e-10	7.38329466121e-05	0.00260687	0.00012545000000000004	1.5737702500000008e-08	6.795771196899998e-06	-0.00222686	0.0013584699999999994	1.8454407408999993e-06	4.9589054596000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31620.494140625	91.314453125	8338.329349517822	999855649.6973	18581.265625	38.421875	1476.240478515625	345263432.22680664	19163.119140625	30.77734375	367225135.1977882	947.2448883056641	1.413134	29.27702	0.16272910000000002	-0.026690931499999997	-0.1065420081	-0.0203110293	0.13011787589999999	-0.1115016513	0.1190345866	0.0259388635	-0.0010496550999999998	0.0189591721	0.08877701369999999	-0.1099615124	0.17299264809999998	-0.0491422034	0.0718144746	0.0186893128	0.0208337498	0.1719038141	-0.12862318039999998	0.0394487994	0.204522121	-0.0065374088	0.0883003764	0.018654594	-0.056050978	-0.0147952291	0.0825464792	-0.0101803172	0.035908636800000004	0.025022879300000002	-0.0195215772	0.1136305848	-0.032590681600000004	-0.0356174961	-0.057758514800000015	0.0337736179	-0.1334602235	-0.0923423705	-0.0223537784	0.1827394547	-0.09413331289999999	0.0698546041	0.040356107200000005	-0.1052675251	0.0197749786	-0.1316581434	0.1421268236	-0.0419040761	0.0225164353	0.1098363862	0.1150530483	-0.1124912039	-0.06235378780000001	-0.031614707	-0.2335331238	0.0686357639	-0.0007354917	0.012182345	0.024772260499999997	-0.0822107674	-0.0878722256	-0.0095954323	-0.051035249299999995	-0.037016346	0.045740515700000005	0.005137320900000001	-0.0704179777	-0.0342271905	0.023974877999999998	0.0504993923	-0.0455010263	-0.039359484900000005	0.0362450576	0.0377700658	0.1215101995	0.120893123	0.1198669825	-0.212831	0.023059000000000024	0.0005317174810000011	0.045297034561	-0.0913219	-0.02399459999999999	0.00833968941961	0.0005757408291599996	-0.277642	0.039607999999999983	0.077085080164	0.0015687936639999982	0.007933189999999998	-0.0006594200000000027	4.3483473640000343e-07	6.293550357609996e-05	0.00217901	-0.00042786	1.830641796e-07	4.7480845801e-06	-0.00179279	0.00043407000000000016	1.8841676490000012e-07	3.214095984100001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31495.7109375	-124.783203125	15570.84778213501	991979807.4585572	18550.228515625	-31.037109375	963.3021583557128	344110977.9819069	19112.029296875	-51.08984375	365269663.8446083	2610.172134399414	1.044433	21.63834	0.16875699999999993	-0.0332572664	-0.053302294199999996	0.014769035600000001	0.0517235355	-0.1441596364	0.1005442127	-0.0083879408	0.061748621	0.0217395872	-0.0095291084	-0.0871772964	0.1386620199	-0.11789927089999999	-0.0654556994	0.021911777200000003	-0.0718935025	0.0101694044	-0.0198544741	0.056139093	0.0235711467	0.029512307400000007	-0.116004532	-0.0045679697	0.01586055	0.0926650021	-0.046906032	0.0725648074	-0.064329502	-0.0282611757	-0.16979011	-0.08942858050000001	0.0015385913	-0.0072874008	0.0079269026	0.058339325899999996	-0.1346488742	0.0104198768	-0.0403979115	0.08089209309999999	-0.1126071535	0.0927197676	0.069374539	0.0103498264	-0.0381488738	-0.1568778823	0.0026632141999999998	-0.1402962129	-0.0803934689	0.1010999872	0.0435655962	-0.07077747549999999	0.0238639229	-0.077582875	0.05653915280000001	-0.0914129223	-0.0274567166	0.0768373046	0.0704337847	0.13702989289999998	-0.0073283528	-0.0839105443	0.06696159089999999	0.0559821475	0.0013463575	0.030105934700000007	0.117601224	0.0731740942	-0.0848133442	0.0418623553	0.1384731734	0.056445047699999994	0.0997334032	-0.051306736299999996	0.1213126213	0.12010478890000001	0.1181006348	-0.19063	0.022201	0.0004928844009999999	0.0363397969	-0.0137289	0.077593	0.00018848269521	0.006020673648999999	-0.253827	0.02381499999999997	0.06442814592900001	0.0005671542249999987	0.007681679999999998	-0.00025150999999999993	6.325728009999996e-08	5.900820762239997e-05	0.00207229	-0.00010671999999999982	1.138915839999996e-08	4.2943858441000005e-06	-0.00124806	0.00054473	2.967307729e-07	1.5576537636e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31486.095703125	-9.615234375	92.45273208618164	991374222.6263467	18565.7890625	15.560546875	242.13061904907227	344688523.5132446	19039.681640625	-72.34765625	362509476.9763527	5234.183364868164	1.316685	27.278807	0.06625400000000001	-0.07311336480000001	-0.034531626600000004	-0.0320674408	0.1056966685	-0.0554414311	0.1255795958	0.0438361845	-0.0113856954	0.0919987117	0.08556877449999999	0.0206215841	0.17310796829999994	-0.0412790355	-0.0201035449	0.1127290552	-0.068833977	0.0500758556	-0.0159809478	0.023880446899999998	0.0472931554	0.1448053802	0.008303086	-0.1017960518	0.0503321302	0.0427180224	0.0733888798	-0.023167387400000003	0.0565540969	0.052821725	-0.0114526397	0.0445850912	0.0309586205	-0.054306288499999994	-0.0251969292	0.017965349199999998	-0.1187051666	-0.1200992857	0.0010071885	0.138831073	-0.046986432	0.0910769858	0.140798329	-0.1272152598	-0.0394736646	-0.0231220061	0.1229192185	-0.0824016219	-0.003513741	0.0380948109	-0.0950077887	-0.11249007779999999	-0.017090689	0.0244796652	0.1134365683	0.0394728268	-0.1552741375	0.0667330998	0.1310720347	-0.0123582639	0.030900940699999997	-0.107939445	-0.011647082900000001	-0.0671050224	-0.0334161612	-0.034835182799999996	-0.024906560499999997	0.050837290099999995	0.0648819873	0.0519276396	-0.1631234164	0.0245539407	-0.08942782210000001	-0.0789785412	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.18573	0.0048999999999999886	2.400999999999988e-05	0.0344956329	-0.032319400000000005	-0.01859050000000001	0.0010445436163600004	0.00034560669025000026	-0.247992	0.005835000000000007	0.06150003206400001	3.404722500000008e-05	0.007461739999999999	-0.00021993999999999917	4.837360359999965e-08	5.5677563827599974e-05	0.0017493	-0.0003229900000000002	1.0432254010000013e-07	3.060050489999999e-06	-0.00105242	0.00019564	3.827500959999999e-08	1.1075878564000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31430.248046875	-55.84765625	3118.960708618164	987860492.2880899	18552.400390625	-13.388671875	179.25653457641602	344191560.25406265	18999.65234375	-40.029296875	360986789.18336487	1602.3446083068848	2.247573	46.564754	0.26096775	-0.0604276071	0.0419885162	-0.0108181452	0.0379466802	-0.09090763539999999	0.09685726089999999	0.086542025	0.0635780306	0.1869797449	0.0386979782	0.0315207451	0.0837457337	0.016014221000000002	0.0658461249	-0.014524051100000001	-0.112714744	0.07482915400000001	-0.134412065	-0.1343882528	-0.027471543900000003	0.10394530789999999	-0.1795352655	-0.0067356974	-0.1971880664	0.0714247249	-0.0620171281	-0.0338492256	-0.1026852793	0.0386118548	0.1011206005	-0.0408312833	-0.0374323558	-0.0447067159	0.0629117557	0.0883705572	-0.1312265237	0.019684436200000002	-0.014467084199999999	0.0803965814	-0.0362885752	0.1019154625	0.1948531917	-0.1039900747	-0.0131269788	-0.0334097475	0.1148633133	-0.0113342463	-0.1243210022	-0.0965923456	0.0795832292	-0.19025788649999997	-0.0356687623	-0.1032244477	0.1220654909	-0.040253913599999996	0.0559818879	-0.0614337227	0.0709147555	-0.0478347618	0.1401794382	0.0770230252	-0.0532822628	-0.1572251226	0.0008676603	0.005349786600000001	0.0844960484	0.0630145067	0.0999938434	-0.12361067869999999	0.09424187460000001	-0.15024169029999998	-0.08942384449999999	0.0238306748	0.1207205288	0.11775003070000001	0.11285322490000001	-0.170953	0.014777000000000012	0.0002183597290000004	0.029224928209000002	0.0229821	0.055301499999999996	0.0005281769204099999	0.003058255902250001	-0.088256	0.15973600000000002	0.007789121536	0.02551558969600001	0.007846899999999999	0.00038515999999999984	1.4834822559999989e-07	6.157383960999998e-05	0.00165159	-9.770999999999975e-05	9.547244099999955e-09	2.7277495281e-06	-0.000912225	0.00014019500000000008	1.9654638025000025e-08	8.32154450625e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31623.72265625	193.474609375	37432.42447280884	1000059834.6394196	18568.451171875	16.05078125	257.6275787353516	344787378.92230606	19171.453125	171.80078125	367544614.92407227	29515.50843811035	2.632368	54.53684200000001	0.44278745	0.0645721249	0.0520546731	0.049553670099999995	0.0135813255	-0.0159166643	-0.1743576238	-0.0204088906	0.2329473577	0.1394620524	-0.2165046208	-0.18166381620000002	0.0552445118	-0.0266030977	0.0027424793	-0.2133441977	-0.1041397216	-0.11315198650000001	-0.0349940125	-0.17358891829999998	0.09489218519999999	-0.1540864613	0.1458011493	0.0110591599	-0.050697159000000006	0.12129974269999999	0.0067580951	0.0680123705	0.0850946341	0.1459950433	0.1437589083	-0.017647351000000002	0.005753588100000001	0.055239048	-0.033879684300000004	0.177246944	0.0681107354	0.1223233296	-0.039253001	-0.0381046713	-0.0064237314	0.0692641362	0.0936564642	0.28279401390000003	0.0716992025	-0.11793701960000001	-0.152933247	0.0119983182	-0.11824492689999999	-0.1185882823	0.027589623799999997	-0.0382471661	-0.015939076599999998	-0.053898931100000005	-0.1404270657	0.0176317944	0.10914963779999999	0.12162263570000001	0.0623681097	-0.013886985400000001	0.0680958316	0.036772791	-0.18185378829999999	0.0751171219	-0.1839514734	0.031763216000000004	-0.0310268497	-0.041861837799999996	0.0825328225	-0.0341185294	-0.1826583371	-0.0086715219	0.10901546470000001	-0.0093953339	0.120326335	0.1161887065	0.1093977275	-0.1286	0.042352999999999995	0.001793776609	0.016537959999999997	-0.08058519999999998	-0.10356729999999996	0.0064939744590399966	0.010726185629289994	0.0846709	0.1729269	0.007169161306809999	0.02990371274361	0.00592758	-0.0019193199999999989	3.683789262399995e-06	3.51362046564e-05	0.0017091299999999995	5.7539999999999364e-05	3.310851599999928e-09	2.9211253568999983e-06	-0.00141417	-0.000501945	2.51948783025e-07	1.9998767889e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31346.638671875	-277.083984375	76775.53439712523	982611756.0250893	18532.91015625	-35.541015625	1263.163791656494	343468758.8596344	19138.404296875	-33.048828125	366278519.03064346	1092.225040435791	1.7071580000000002	35.368542	0.371619	0.0495183124	0.0143111102	0.0626248004	-0.0285031754	0.075039165	0.0579023379	-0.036596799	-0.075500261	0.0817441038	-0.1333799378	0.01658914	-0.0316828439	0.0279771788	-0.2543473653	-0.1258334029	-0.0045495689	-0.0008381529	-0.177061855	0.0486348708	0.09992110289999999	-0.0897872807	-0.11416387050000001	-0.11612037900000001	0.14471970609999998	0.0035855929999999998	-0.0743853504	0.0336357605	-0.187141858	0.049781043899999995	0.0067555490000000004	0.0343670908	0.11343938619999999	0.048465684800000006	-0.024391869	-0.1019200845	-0.0009936466	-0.0706100266	-0.0460154304	-0.06471138059999999	-0.008951694100000001	0.0451832328	0.0240509379	0.095602095	-0.11133431449999999	0.03918431	-0.09932737359999999	-0.1195375022	-0.1024123531	-0.10543139230000001	0.1584476137	0.0430918724	0.0090770013	-0.1080862879	0.089056419	0.14445839119999998	-0.10413984400000001	-0.1943190427	0.0406012626	-0.0907972118	-0.18565523329999997	-0.16183047109999998	0.0271002598	-0.0025349204999999997	0.0237462117	-0.1069977273	0.0241682558	-0.014579678600000003	-0.028664756	0.0918861599	-0.046130667800000004	-0.055895493399999996	0.0696438369	-0.13869423279999998	0.1198669825	0.1143757435	0.10540925529999999	-0.07831460000000001	0.05028539999999998	0.0025286214531599982	0.006133176573160003	0.017800199999999995	0.09838539999999997	0.00031684712003999984	0.009679686933159995	0.0204202	-0.0642507	0.00041698456804000004	0.004128152450489999	0.00395847	-0.00196911	3.877394192099999e-06	1.5669484740900006e-05	0.00264313	0.0009340000000000006	8.723560000000011e-07	6.9861361969e-06	-0.00114333	0.0002708400000000001	7.335430560000003e-08	1.3072034888999997e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31400.083984375	53.4453125	2856.4014282226562	985965274.2258034	18511.24609375	-21.6640625	469.3316040039063	342666231.94337463	19141.642578125	3.23828125	366402480.5886879	10.486465454101562	1.343128	27.826637	0.2707396	0.0517760626	0.0092823888	0.037607290099999996	-0.0518830655	0.0662538099	0.039609724900000004	-0.0944853361	-0.0697223411	0.04969568519999999	-0.0284765994	0.1339079114	0.0405008729	0.1391998188	-0.1126260551	-0.0895795365	0.0675577708	-0.0235566302	-0.19823273579999998	-0.0096655975	-0.018972117099999998	-0.0595371232	0.008784653	0.0054207136999999996	0.1161680425	-0.1127029142	-0.0868044252	-0.1035007535	-0.0464909445	0.23639271480000001	-0.158609271	0.0274707593	0.1492580607	0.0348322254	-0.020613981899999998	-0.1059913464	0.0195393604	-0.0474092324	-0.0096529643	-0.09211040449999999	-0.0351335652	0.032562074100000005	0.0124391082	-0.0237865714	-0.1061423537	0.152124339	-0.0704707301	-0.1106314128	-0.0104505068	-0.1678462812	0.1588324115	-0.021317153199999998	0.08195860469999999	-0.0224055707	-0.0540509178	0.0940914746	-0.1220540442	0.049141406500000005	-0.1952927291	0.1016953759	-0.0166112543	-0.0406594897	0.255190343	-0.09252778560000001	-0.0402690002	-0.0792666503	-0.0617754939	-0.24251106460000002	-0.0798073063	-0.0871811697	-0.061368160199999994	-0.0028930777	-0.0037875898	-0.0025990058	0.11934271980000001	0.112315068	0.1009072399	-0.0776216	0.0006930000000000129	4.802490000000182e-07	0.006025112786559999	0.0717732	0.053973	0.005151392238239999	0.002913084729	-0.0222584	-0.0426786	0.00049543637056	0.00182146289796	0.00115662	-0.002801850000000001	7.850363422500003e-06	1.3377698243999998e-06	0.00205947	-0.0005836600000000003	3.406589956000001e-07	4.2414166809e-06	-0.00106094	8.238999999999991e-05	6.788112099999982e-09	1.1255936836e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31426.60546875	26.521484375	703.3891334533691	987631531.2884674	18524.134765625	12.888671875	166.11786270141604	343143568.81503683	19125.5625	-16.080078125	365787140.9414063	258.5689125061035	0.992693	20.566406	0.14693309999999998	0.023831380200000002	0.021375712400000003	0.0173794383	-0.0709039799	0.017993289	0.0143396302	-0.09578299289999999	0.008822327900000001	-0.034081557900000004	-0.0064917777000000005	0.1254868567	-0.0081274053	0.0439950828	-0.1336229871	-0.1255982418	-0.0438251285	-0.1260089614	-0.00033498059999999996	-0.0028632422	-0.0926459692	-0.1221401332	-0.21281468109999999	0.012944968999999999	-0.12001068220000001	-0.0853541723	-0.031404423	-0.0477268745	0.0155833058	-0.0342464808	0.11915578140000001	-0.1750649674	0.0169985256	0.0320037355	0.018198033500000002	-0.0541429999	0.031880344399999996	0.0707439299	0.0092766459	-0.08551075150000001	-0.0633804033	0.0381744359	-0.0729795006	-0.047550795199999996	-0.0559401697	0.0987278131	-0.12464786039999999	-0.1061274906	-0.08074837530000001	0.0019524332	-0.0173173054	0.0873281538	0.0500839411	-0.16949456640000002	0.048931659599999996	0.029210767000000002	0.16567618039999998	-0.0473333772	-0.0175929502	0.024080374900000003	0.021234695499999998	0.118128193	-0.0680133085	0.0097466603	0.0994708796	-0.0399332474	0.0237388344	0.1483531407	-0.0942051674	-0.1875981851	0.0009472450999999999	-0.026093721099999998	0.059556783099999996	-0.016661474199999998	0.11875383099999999	0.1100111431	0.0959136145	-0.0732038	0.0044178	1.9516956839999995e-05	0.005358796334439999	-0.0160481	-0.08782129999999999	0.00025754151361	0.007712580733689999	-0.0480874	-0.025829	0.00231239803876	0.0006671372410000001	0.00113318	-2.344000000000001e-05	5.494336000000003e-10	1.2840969123999998e-06	0.00162827	-0.0004311999999999999	1.8593343999999988e-07	2.6512631929000003e-06	-0.0011836	-0.0001226599999999999	1.504547559999998e-08	1.40090896e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
