csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
36921.3046875	n/a	n/a	1363182739.8272095	23787.791015625	n/a	n/a	565859001.4030495	23655.15625	n/a	559566417.2119142	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0
36978.9296875	57.625	3320.640625	1367441240.8330688	23767.208984375	-20.58203125	423.62001037597656	564880222.9069557	23616.21875	-38.9375	557725788.0478517	1516.12890625	1.30624	22.793966	0.022780495999	-0.2140912438	-0.1853385928	0.162808944	0.2536446612	-0.0080501115	0.09392588460000001	-0.107513206	0.1787287137	0.0372400163	-0.0378890561	0.0556557936	-0.0517213162	0.0036443840999999997	0.0009109788000000001	-0.152677945	0.0341378079	-0.1628943398	0.14668879769999998	-0.0678823751	0.0948165708	-0.0335834848	0.0047926699	-0.1419053294	0.0907172217	-0.0624272554	0.0316703431	-0.0225678826	0.18755848260000002	-0.1255602965	0.0086730229	0.0864651096	0.17320038	-0.09003717359999999	-0.0673497404	0.0352372347	0.051398279299999995	-0.05352476900000002	-0.1584382594	0.0477807813	0.0168074452	0.0146347525	-0.08425386730000001	0.0523905033	0.10287003189999999	0.021057326600000002	0.0123893982	-0.0647250571	-0.1884840686	-0.0644574388	0.054750518899999996	-0.16099047560000002	0.22028055579999997	-0.054547045	0.0769679185	0.24234859	-0.0161978329	0.035396256	0.0319608824	-0.23433343210000002	0.1395609675	-0.050980490999999996	0.0163303443	0.038961117999999996	-0.1371650281	0.032666456499999996	-0.0106181713	0.0394637227	-0.016164036399999998	0.0657089199	-0.1582131484	0.056478521799999994	-0.0080408498	0.06589074190000001	-0.07210025860000001	0.044612745599999996	-0.0727125755	0.019689073799999998	-0.060575479400000014	0.0306938209	0.036550115099999995	-0.0239837555	-0.1439615078	0.0784930259	0.0619915272	-0.0460845809	-0.0291578545	-0.0986213342	0.25643479010000003	-0.0655347357	-0.0777380822	-0.014415492700000001	0.0880455517	0.0095100973	0.0222545791	0.030687979100000002	-0.1677700317	-0.023856340299999997	0.0716892213	0.1221610506	0.12213587039999999	0.1220939072	0.0	1.19924e-05	1.19924e-05	1.4381765776e-10	1.4381765776e-10	0.00968773	0.00968773	9.38521125529e-05	9.38521125529e-05	-4.73599e-07	-4.73599e-07	2.24296012801e-13	2.24296012801e-13	5.3529e-05	5.3529e-05	2.8653538409999997e-09	2.8653538409999997e-09	-0.000208077	-0.000208077	4.3296037929e-08	4.3296037929e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36742.91796875	-236.01171875	55701.5313873291	1350042020.8582914	23747.021484375	-20.1875	407.53515625	563921029.3793678	23500.353515625	-115.865234375	552266615.3593483	13424.752536773682	1.173214	20.472654	0.078449897399	-0.1413525092	-0.0512422777	0.1271002674	0.21320628670000005	0.0200242196	0.09828175630000001	-0.036472885	0.1871144699	-0.074614044	-0.0023151048	-0.0797884888	0.0648782391	-0.1020139217	-0.0058262701	-0.038446604100000004	0.028113860299999998	-0.0163114816	-0.030598309700000006	0.0540409815	0.0939715767	0.1294661553	0.1870460921	-0.08176674490000001	-0.1158817682	0.0491288615	-0.0692936412	0.017001481000000002	-0.1521292083	-0.0165025924	-0.0636639433	-0.2636852131	0.0643125969	-0.10399381960000001	0.0836555234	-0.024955221800000003	0.0454470371	-0.0207591047	-0.0996417807	0.1078014283	-0.0635322785	-0.088122769	0.0046726327	-0.016814938999999997	0.0632052236	-0.038312605699999995	0.0663772861	0.0153233499	-0.1362810299	-0.040403483500000004	0.10434603699999999	0.0387871827	0.2522338444	-0.030666122799999997	-0.0420344939	0.2122786453	-0.0305556328	-0.0046281226	0.0879260681	-0.10027988730000001	0.08397285939999999	-0.043540177400000005	-0.0410996826	0.1066672733	-0.10276839310000001	-0.1460907039	-0.0643307816	-0.1104018732	0.026819474	0.0953794278	0.1471489262	-0.16661341640000002	-0.0838586018	-0.0419850136	-0.021234734300000002	-0.0261510894	0.0291134016	-0.1510434673	0.0494930434	0.079337071	-0.0697387763	-0.0145812131	0.029377060099999998	-0.0453352775	-7.11623e-05	-0.1062304867	0.11741000160000001	0.0364349787	0.0717149659	0.07377577769999999	-0.1672825625	-0.028263358199999998	-0.079500111	0.051376778399999996	0.1011034742	0.0080243359	0.025256893199999998	-0.109149701	0.1334075385	0.1220939072	0.1218673892	0.12149017050000001	0.0	3.13962e-05	1.9403799999999995e-05	3.765074544399998e-10	9.857213744399998e-10	0.0238408	0.014153069999999997	0.00020030939042489995	0.0005683837446399999	0.0385093	0.038509773599000006	0.0014829661864900002	0.001483002662646238	-0.000257428	-0.00031095699999999994	9.669425584899996e-08	6.626917518399997e-08	-0.000412473	-0.00020439599999999997	1.7013397572899999e-07	4.1777724816e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36660.96484375	-81.953125	6716.314697265625	1344026343.2746735	23745.302734375	-1.71875	2.9541015625	563839401.9471169	23510.91796875	10.564453125	552763263.7332916	111.60766983032228	1.333178	23.264034	0.1809572038	-0.1984948353	0.0251847505	0.0396989867	0.2605794029	0.1239581857	0.057931705	0.0144155049	-0.044501762599999994	-0.049935742400000004	0.18993799949999998	-0.0298305642	0.0765889158	-0.21791916149999999	-0.06927974070000001	-0.0626942387	0.033697048199999996	-0.20591013019999999	0.11362544720000001	-0.0509603553	0.20613088570000002	-0.0989579074	-0.1370734703	0.0282924133	-0.0133579828	0.1267765949	0.052564076900000006	0.0353657233	-0.1701579451	-0.0240116787	0.1493871758	-0.0670057976	-0.018401217	0.0993707237	-0.0712802701	-0.0780405883	0.0162473225	-0.0208494948	0.0563678708	-0.0263264191	-0.09178324380000001	0.0057046514	0.0476813113	-0.0514216046	0.0568000907	0.008449570699999999	-0.0651248049	0.10096590789999996	-0.1880378755	0.1248366716	-0.0808488684	0.055838371799999995	0.1290626352	-0.0027727371999999996	0.0307491765	0.2436561025	-0.1334614683	-0.0263037199	-0.0476010558	0.017255085	-0.0028057721000000002	0.1172216576	-0.1759965966	0.23426483809999998	-0.0719501484	0.0376050336	-0.072248366	-0.0437958106	0.0557044816	0.04163817	-0.28610796780000003	-0.1088069458	-0.0361401333	0.140156245	-0.06584150799999999	-0.0886591666	0.0824526169	-0.0685792633	0.0376363787	-0.09125855880000001	-0.1074546551	-0.08293514910000001	-0.0025909132	-0.023765620699999997	-0.0023985178	0.1834880123	-0.0312792763	-0.052262518099999995	-0.10053986599999999	-0.0454303353	-0.0215607766	-0.0381294501	-0.021490537	0.0781076566	0.07436345330000001	0.1277768057	0.046539143600000006	0.1673483322	-0.11285779630000001	0.1219596574	0.12133101710000001	0.1202856824	0.0	0.0114864	0.0114550038	0.0001312171120580144	0.00013193738496	-0.0826087	-0.1064495	0.011331496050249995	0.006824197315689999	0.0242693	-0.014240000000000006	0.0005889989224899997	0.00020277760000000016	0.000236011	0.0004934389999999999	2.4348204672099986e-07	5.570119212099999e-08	-0.000412473	0.0	1.7013397572899999e-07	0.0	0.000482815	0.000482815	2.33110324225e-07	2.33110324225e-07	0.0	0.0	0.0
36773.44921875	112.484375	12652.734619140625	1352286567.443985	23701.15625	-44.146484375	1948.9120826721191	561744807.5869142	23503.6484375	-7.26953125	552421489.8735962	52.84608459472656	1.448799	25.281618	0.27060155	-0.1055073046	-0.0236461445	0.185950137	0.1469358445	0.10304253210000001	0.0139182995	0.15109126380000001	0.039358212000000004	0.0056021304000000004	-0.163748057	-0.0253046152	0.0646761775	0.1572165952	-0.10542876550000001	-0.0325308422	0.006735000200000001	-0.1203258083	0.045771542900000003	0.0728623659	0.1463954491	0.013775336000000001	-0.0022429288	0.0673382806	0.1041004693	0.045412092800000005	-0.0551540455	-0.0203121562	-0.06043053950000001	0.0826551255	0.0668675056	0.0785667706	0.0524661371	-0.0086043858	-0.1054998529	0.053227412	0.0142797055	-0.0376976916	0.1532328391	-0.0949557674	0.15374908140000001	-0.028952027999999998	0.08827788140000001	-0.042774143099999995	0.0800069263	-0.048115938899999995	-0.0863367121	-0.0085070076	-0.0702487497	0.0777765163	0.11257786539999999	-0.156347516	0.0721147932	-0.0924471868	-0.1672473507	0.1430399941	-0.10849339949999999	-0.1645147151	0.0627662597	0.0755467563	-0.0410496227	-0.1465896327	0.10975255699999999	0.07037751860000001	-0.0266362379	0.1103854939	0.0372298079	-0.0711863002	-0.049116324	0.13785662529999998	-0.0227068214	0.0062503424	0.030844778399999998	0.1714484916	0.0498533702	0.0498868462	0.10422751949999999	0.021520096699999998	-0.14280130119999998	-0.0024827028	-0.0097999421	-0.029361687	-0.0556223259	-0.0830211596	-0.1304108373	-0.0456997537	-0.1065747234	-0.0339113831	-0.042033047000000004	-0.0256898509	0.053604970599999996	-0.1034664608	-0.0445942562	0.0602931454	-0.1374095291	-0.0461209694	-0.0183271983	-0.006377207199999999	0.11383555810000001	0.121758375	0.12052793310000001	0.11848639890000001	0.0	0.017097499999999998	0.005611099999999999	3.148444320999999e-05	0.00029232450624999993	0.16817200000000002	0.2507807	0.06289095949249003	0.028281821584000007	0.0334895	0.0092202	0.0011215466102499998	8.501208804000002e-05	0.000147301	-8.870999999999997e-05	7.869464099999997e-09	2.1697584601e-08	-0.000412473	0.0	1.7013397572899999e-07	0.0	0.000471734	-1.1080999999999969e-05	1.2278856099999934e-10	2.22532966756e-07	0.0	0.0	0.0
36648.4296875	-125.01953125	15629.883193969728	1343107398.5596313	23722.44921875	21.29296875	453.39051818847656	562754596.9361725	23478.3984375	-25.25	551235193.1900023	637.5625	1.262965	22.038818	0.200688125	-0.1414731057	0.0076562929	0.20507573899999998	0.162181618	-0.0051233547999999995	-0.0215109856	0.1862329515	0.07053649969999999	-0.1067144014	0.066621471	0.1058076617	-0.0094041109	-0.0571739976	0.0614909546	-0.0223020658	-0.116295417	-0.0715622906	-0.050628300999999994	0.0885032758	0.011231919199999999	-0.0782092334	-0.05080559690000001	0.0036254587	-0.0852395478	0.0860142715	-0.1649080707	0.0668317559	0.0719437426	0.047319048899999994	-0.0201307751	-0.1052883384	-0.0292687908	-0.0559666426	-0.1082416101	0.0757564949	0.0175048026	-0.0034258103999999998	-0.05879792480000001	-0.0267361463	0.0272645669	0.09241455859999999	0.0318039583	0.0274195796	-0.1586979254	-0.0250812313	-0.0862135492	-0.0566376166	-0.0921511098	0.2023421978	0.008976453	0.0324968514	0.1885861316	0.045822342099999996	0.0563484563	0.1706578307	0.0287492796	-0.1782840311	0.06316985480000001	-0.1328412437	-0.0344461057	0.034539771600000005	0.0086066304	0.0555131241	0.0175538101	-0.0212261346	-0.0071014133	-0.1009654953	0.0030261458000000003	-0.1595931731	-0.0588214649	-0.0670603542	-0.1001276595	-0.11322085359999999	0.09830110119999999	0.0796016488	0.0640492843	-0.0852009563	0.014114528400000001	0.0420983218	-0.0659743847	0.0678033476	-0.025147176099999998	0.1367584647	-0.0802129573	0.0133979438	-0.0293659177	0.0022064243	-0.0083329163	0.0037982543	0.1514046101	-0.0119189649	0.09148473630000001	0.032304245	0.0195255012	0.0629884257	0.0431441751	0.042709948	-0.0437793543	0.12149017050000001	0.1194599025	0.1161012174	0.0	0.0171048	7.300000000001749e-06	5.3290000000025543e-11	0.00029257418304	0.0170091	-0.15116290000000002	0.022850222336410004	0.00028930948280999995	0.0183165	-0.015173	0.00033549417225	0.000230219929	-7.561649999999997e-05	-0.00022291749999999995	4.9692211806249975e-08	5.717855072249995e-09	-0.0008764539999999999	-0.0004639809999999999	7.681716141159998e-07	2.1527836836099998e-07	0.000471734	0.0	0.0	2.22532966756e-07	0.0	0.0	0.0
36625.87109375	-22.55859375	508.8901519775391	1341454433.3759918	23757.927734375	35.478515625	1258.7250709533694	564439130.2317848	23460.982421875	-17.416015625	550417696.1995277	303.31760025024414	1.288243	22.479912	0.187118125	-0.0674288362	0.0150822455	0.1258738333	0.15983216150000001	-0.0086052209	-0.1687532345	0.0632867312	-0.1387339282	-0.11126653630000001	-0.0125460694	0.0604123425	0.1360932373	0.0127950035	0.0286863246	0.0411308725	0.0362802701	0.0648557412	0.0433744368	0.19927138670000002	0.052343778099999995	-0.1654996284	0.043344445599999996	-0.1323044439	-0.0391274671	0.0007182572	0.0672103617	-0.1652068684	0.11310786949999999	0.0857366224	-0.06344724389999999	0.1095503793	-0.2030968664	-0.0370217457	0.1917905225	0.0646112452	-0.1250138626	-0.0135874121	0.0267751954	0.1069613576	0.0956109473	0.0514045755	0.0649159334	-0.0284556798	-0.0041992485	0.037506632000000005	0.0730404037	0.1991010154	-0.033131451400000005	0.1741656544	-0.0986814152	-0.0313654042	0.0612126745	-0.0687297723	-0.1548298994	0.2025596713	0.0715978374	-0.022565684199999998	-0.0511594709	0.0750556184	-0.23784187690000005	-0.018671029199999998	0.0446518178	-0.0590950689	-0.052568129000000005	0.0074249359	-0.034173359900000005	-0.2086781381	0.0567422086	-0.10684661699999999	-0.1390478781	0.1301794634	-0.0092005551	0.0092988919	-0.0616235841	-0.1252224786	-0.049880306799999996	0.0299866765	-0.0766159519	-0.07240357929999999	0.1919570267	0.1451710791	0.2173755889	-0.0023585871	-0.09077886060000001	-0.13982391619999998	0.09167443210000001	0.10521998140000001	0.021351617000000003	0.0634544403	-0.0477925374	0.046871652699999995	-0.0535417995	-0.1461356725	0.014402268000000001	0.0374144825	0.0340916687	-0.0399541607	-0.1004546267	0.1211551914	0.1181292731	0.11314193199999999	0.0	0.017117700000000003	1.2900000000003188e-05	1.6641000000008222e-10	0.00029301565329000015	0.112826	0.0958169	0.00918087832561	0.012729706276	0.0773442	0.059027699999999995	0.00598212527364	0.0034842693672900004	-0.000659347	-0.0005837305	3.4074129663024996e-07	4.34738466409e-07	-0.0008149719999999999	6.148200000000007e-05	6.641793607839997e-07	3.780036324000009e-09	0.000471734	0.0	0.0	2.22532966756e-07	0.0	0.0	0.0
36732.7421875	106.87109375	11421.430679321289	1349294348.6133425	23757.734375	-0.193359375	0.03738784790039063	564429942.6330566	23479.658203125	18.67578125	551294349.3355751	348.7848052978516	1.310127	22.861784	0.14438855	-0.1233945677	-0.025651013599999998	0.046157824900000005	0.1319451012	-0.0113596844	-0.0408597733	-0.0033750602	0.0062894386	0.1680606099	0.1382807653	-0.0407135135	0.1213519633	0.0336442025	-0.0434163437	0.0363793644	-0.22360468760000002	0.0553242729	-0.0704108889	-0.014853500300000001	0.23826108440000002	-0.08513848789999999	-0.0815174706	0.1546931696	-0.0824272555	-0.0324820241	0.1261554843	0.0353169222	0.1403432866	0.0558803448	-0.0213316796	-0.0094615934	-0.0444834284	-0.0271878714	0.038220347599999996	0.0101061407	0.0269938786	0.1112791481	-0.040947696400000004	0.0420610154	0.0463675722	0.0179405245	0.015346255900000001	-0.06822212799999999	-0.1392418641	0.09490379869999999	0.050415407	-0.0700984234	-0.1021619184	0.0362867561	0.0083712161	-0.1389746534	-0.028260375600000002	-0.035548457900000004	0.0341966671	0.1289717997	0.0188453087	0.0058437625	0.053127379100000004	0.0957027328	0.0335786177	0.12315399140000001	-0.1343485946	0.07244395070000001	0.131548326	0.0405363716	0.0491567942	-0.1308375327	-0.177849542	-0.0090377528	-0.0998893211	0.0402695213	-0.1146846184	-0.0983008217	0.017693316	-0.1364975233	0.048017112800000004	0.19818331329999997	-0.0214747663	0.0989230417	-0.114419551	0.0388794413	0.0533733509	0.0250444378	-0.023504315699999997	-0.0140533004	-0.0181979837	-0.029315478399999997	0.0402143466	0.11008147060000001	0.0635422992	-0.0576760149	-0.020304756299999997	-0.0631399245	-0.1349908609	-0.1707725748	0.1351963399	-0.1670060084	-0.0054532229000000005	0.1207536218	0.11653897	0.10962317619999999	0.0	0.0171205	2.799999999997249e-06	7.839999999984598e-12	0.00029311152025	-0.0223927	-0.13521870000000002	0.01828409682969	0.0005014330132900001	0.0774197	7.549999999999224e-05	0.005993809948089999	5.700249999998828e-09	-0.000732516	-7.316899999999999e-05	5.353702560999997e-09	5.36579690256e-07	-0.000923634	-0.00010866200000000004	8.530997659559998e-07	1.1807430244000009e-08	0.000471734	0.0	0.0	2.22532966756e-07	0.0	0.0	0.0
36868.80078125	136.05859375	18511.940933227543	1359308471.0475006	23764.3125	6.578125	43.271728515625	564742548.5976562	23486.404296875	6.74609375	551611186.7962685	45.50978088378906	1.2933	22.568157	0.29556169000000004	0.08518814359999999	0.0113313908	0.11327988609999999	0.0279808384	0.0652419159	-0.083645062	-0.12686738050000002	0.11353142779999999	0.0368107099	-0.1025041914	-0.0265058712	0.1265115818	-0.06855347440000001	0.04680877940000002	0.0107821477	0.037256049	0.0442028329	0.11494989900000001	-0.049625091399999995	-0.186996948	-0.0040531163	-0.0592064646	0.1326503591	-0.1561598926	0.1070206699	0.0176934493	0.0087828247	-0.0932915782	-0.131921406	-0.0005160726	0.14149032	-0.0643211845	0.0190169199	-0.0463523992	0.01027667	-0.18612308760000001	-0.1089995564	0.0641094117	-0.2001409855	-0.09617366470000001	-0.0136137904	-0.1358251029	-0.0009279139	-0.0103495678	0.1016088175	-0.053095850199999996	-0.0058792277000000006	0.0978627166	-0.0385376139	0.1238761805	-0.12892166830000001	0.0268352829	-0.0987360259	-0.0556349896	0.0667878533	-0.0296546138	0.1621550768	0.0726632942	-0.0204814514	-0.0610804246	-0.0917115949	-0.0722372243	-0.0146453514	-0.015544359099999999	-0.0993170254	0.0884193607	0.12342302320000001	0.0016489382	-0.0662777472	0.0198860464	-0.0812503309	0.25687951059999997	0.09063822640000001	-0.10669671859999999	-0.0389601767	0.1544142956	0.0287250163	-0.0696843823	-0.021680529900000002	-0.0062538524	-0.008583761899999999	0.1356114122	0.0183820635	0.1491418108	0.10123282970000001	0.0420376013	-0.0155088003	-0.1104447576	-0.1369801515	0.0632869721	-0.0629297738	0.0736724001	0.051962134900000005	-0.1811535004	-0.10516816890000001	-0.0354157253	0.100607995	0.0022173779000000003	0.1202856824	0.1146924889	0.10556234960000001	0.0	0.00759646	-0.00952404	9.07073379216e-05	5.77062045316e-05	0.0897941	0.11218679999999999	0.01258587809424	0.00806298039481	0.169944	0.09252430000000003	0.028880963136000005	0.008560746090490005	-0.00134535	-0.0006128339999999999	3.755655115559999e-07	1.8099666225e-06	-0.00123436	-0.0003107260000000002	1.5236446096000003e-06	9.655064707600012e-08	-0.000231237	-0.000702971	4.941682268410001e-07	5.3470550169e-08	0.0	0.0	0.0
36604.90625	-263.89453125	69640.32362365723	1339919161.571289	23715.599609375	-48.712890625	2372.945713043213	562429664.8321877	23465.15625	-21.248046875	550613557.8369142	451.47949600219727	1.1050080000000002	19.282461	0.13532058500000002	0.04768001980000002	0.028575312599999996	0.0357414284	-0.0286342788	-0.023402345699999997	-0.0861596103	0.0219501975	0.0313697182	-0.0753466779	-0.028998899300000002	0.0584570087	-0.026596860400000002	-0.0495970716	-0.0924567151	0.0793831563	-0.0919757586	0.08921319789999999	-0.0108597128	-0.1165271976	-0.1453486011	-0.029249119900000002	-0.179761465	-0.06326704820000001	-0.0142444179	-0.0563869524	0.12317180779999999	0.1270386714	0.0749634816	0.033213459300000005	0.0502754205	0.0614615839	0.1805367991	0.21595393170000002	0.0316752392	-0.036381826400000004	0.0476028469	0.1721176484	-0.0155881479	0.0168804603	-0.0875887317	-0.1167157608	-0.0043036103999999995	0.0519282872	-0.0055212187	0.0772098274	0.0073472771	0.0456034967	0.07572099269999999	0.0614785322	-0.0396767785	0.042802087	0.0816002291	0.0239405069	0.08539128359999999	-0.010200250400000001	0.0585168102	-0.0087994551	-0.0009020154	-0.0030116157000000003	-0.0396211794	-0.066408491	-0.058043312199999995	0.016775313400000002	0.1277868077	-0.0586561873	-0.0407090866	0.0548978524	-0.0416203976	-0.0189303653	-0.062266006	0.028873474700000002	0.0849279768	-0.19852200679999998	-0.11519899369999999	0.029187292099999998	-0.0686276469	0.1235656875	0.1835514507	-0.046074237000000004	-0.0759857079	-0.0656576923	-0.2622883921	-0.1821841993	0.1979421709	0.0177651618	-0.1151567581	0.0619364392	-0.09377643349999999	0.0625575275	-0.0535450186	0.09853819300000001	0.026220916099999998	-0.1067266836	-0.0634537421	0.0437113161	0.09582164119999999	-0.0101882333	0.024241758	0.11975163039999999	0.11259388880000001	0.1009795324	0.0	-0.000857215	-0.008453675	7.146462100562501e-05	7.348175562250002e-07	0.00923389	-0.08056021000000001	0.0064899474352441006	8.52647245321e-05	0.165742	-0.004202000000000011	0.027470410564	1.7656804000000096e-05	-0.0015662	-0.0002208500000000001	4.8774722500000044e-08	2.45298244e-06	-0.00156082	-0.00032646	2.4361590724e-06	1.065761316e-07	-0.000526021	-0.00029478400000000003	8.689760665599997e-08	2.7669809244099997e-07	0.0	0.0	0.0
