csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
28544.59375	n/a	n/a	814793832.3525392	18620.146484375	n/a	346709855.0995827	n/a	19395.68359375	n/a	376192542.0688629	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	-0.00681159	n/a	n/a	4.63977583281e-05	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0
28202.728515625	-341.865234375	116871.83847427367	795393895.7260475	18617.955078125	-2.19140625	346628251.29108053	4.802261352539063	19287.79296875	-107.890625	372018957.60536194	11640.386962890625	1.240867	23.171057	0.07467684232999999	-0.09106253660000001	-0.0237206719	0.1424232244	0.10720489970000001	-0.0325522838	0.0376537299	-0.1797859028	-0.082420569	0.0262890826	-0.0747347604	0.0192806072	-0.08578916119999999	0.1569291423	-0.0400272995	0.071947296	-0.0013992107000000001	0.0416621687	-0.11259855839999999	0.0993495464	-0.1372120537	0.0758771675	-0.0138310372	0.1231737356	-0.0451632867	0.0229120661	0.0340592869	-0.0580318571	0.10636156890000001	0.0655884199	-0.0261950258	0.0165451715	0.0332418592	-0.1252659022	-0.1479933558	0.0129608655	0.030511644100000002	0.0194273408	-0.07192921669999999	-0.018659844499999998	0.21537268539999999	0.11374474789999996	-0.009652812700000001	-0.0809455851	0.0039588674	0.0412579064	0.0225988706	0.13668256410000001	-0.0685691833	0.0700008879	-0.10912245150000001	0.0792637551	-0.22760482	0.1279494056	0.1125532897	-0.027236194	0.0306128325	-0.1459681564	-0.10603416800000001	0.0356574707	-0.1050156358	0.0195435942	-0.09436832630000001	0.1265835626	0.0690489979	-0.0339533297	0.1436287799	-0.163300947	0.044299314699999995	-0.0041399463	0.0874810642	-0.0425537268	0.1264197084	-0.1694687252	0.02721174	-0.0106074225	-0.0114233915	0.1981974422	-0.0448607774	0.0277429174	-0.0903242781	-0.030909185699999998	-0.046480368499999994	0.08348702870000001	-0.019090623799999998	-0.0457527057	0.0564720582	0.005323615	0.029189130499999997	0.008984852	-0.0449955599	-0.10242239119999999	0.09509376859999999	-0.0636819391	-0.027902771899999998	-0.0037484146999999996	0.0773710554	0.0247513238	0.0785559623	-0.025555185299999998	0.1221610506	0.12213587039999999	0.1220939072	0.0	0.0032416	0.0032416	1.0507970560000002e-05	1.0507970560000002e-05	0.0104475	0.01725909	0.00029787618762810005	0.00010915025625	8.252330000000001e-06	8.252330000000001e-06	6.810095042890002e-11	6.810095042890002e-11	0.000173248	0.000173248	3.0014869504000005e-08	3.0014869504000005e-08	-0.000436581	-0.000436581	1.90602969561e-07	1.90602969561e-07	0.000473529	0.000473529	2.2422971384100004e-07	2.2422971384100004e-07	0.0	0.0	0.0
28291.197265625	88.46875	7826.7197265625	800391842.7225075	18616.91015625	-1.044921875	346589343.7658844	1.0918617248535156	19238.203125	-49.58984375	370108459.47875977	2459.152603149414	1.363114	25.453817	0.14781094767	-0.08574401820000001	0.0304095263	-0.0213534846	-0.0474490295	-0.017926966699999998	0.082152011	-0.10542801269999999	-0.1897908298	0.0269697716	-0.15730541	-0.17353560269999999	-0.014453488700000001	0.0876893828	0.2659257376	0.12374640099999999	-0.0295167828	0.012717513500000001	-0.1447056506	0.0897466588	-0.121920982	0.0505776791	-0.02576069	0.0826907755	0.13228780769999998	0.014631431799999999	0.0644712066	-0.1389584878	-0.1917852265	0.0570728372	0.0638671367	0.0696499725	0.023116076800000003	0.0459984562	0.1271078245	-0.0386018136	-0.0227656471	-0.0203098528	-0.06394154610000001	-0.1639045787	-0.035186146200000004	0.0751408833	0.0400190987	0.0020897995	-0.13031105869999998	-0.06871194580000001	-0.1148261357	0.0886564772	-0.1148656129	-0.0757750906	0.0243775821	0.07690103429999999	-0.2855106719	0.09237784310000001	-0.0124966684	-0.037207925600000004	-0.0255141618	-0.033200861	-0.1941136752	-0.078377642	-0.1532351762	-0.1248650775	-0.0105058844	0.1023963129	0.060512602699999994	0.1074944158	0.2557884835	-0.08533818929999999	0.0909573108	-0.11620570279999999	-0.000393269	-0.12884107779999998	0.0340050293	-0.0897126498	0.0124744522	0.1127405552	-0.1147002454	0.0762883875	0.0397061045	0.0107315548	-0.0309529921	0.1717033705	-0.0789027336	-0.0043596902	0.14624545460000002	-0.10244313570000001	-0.0681057738	-0.030296144599999998	-0.06971233240000001	0.0480236038	0.0196431447	-0.0148427382	-0.0031604866	0.0028594652000000003	-0.1317766362	0.0242563463	-0.0883764407	0.1044093407	-0.18440010690000005	0.0668541429	0.1220939072	0.1218673892	0.12149017050000001	0.0	-0.0047504	-0.007991999999999999	6.387206399999999e-05	2.256630016e-05	-0.0371981	-0.0476456	0.00227010319936	0.0013836986436099998	0.0705248	0.07051654767000001	0.00497374741504	0.004972583495295382	0.000300756	0.000127508	1.6258290064e-08	9.0454171536e-08	-0.000436582	-1.0000000000157452e-09	1.90603842724e-07	1.0000000000314906e-18	0.00016790200000000002	-0.00030562700000000005	9.340786312900004e-08	2.8191081604000008e-08	0.0	0.0	0.0
28048.462890625	-242.734375	58919.97680664063	786716270.5267677	18592.951171875	-23.958984375	345697833.27972794	574.0329322814941	19189.0390625	-49.1640625	368219220.1421509	2417.1050415039067	1.352215	25.250299	0.1165634677	-0.12430006630000001	0.0347574573	0.012576473700000002	0.0482625992	0.0114530136	0.1123787299	-0.12336866630000001	-0.134374826	-0.1044799858	0.0525495468	-0.0417679892	0.0019989410999999998	0.08407103390000001	0.0338481714	-0.06730599179999999	0.1334172783	0.1089185902	0.0026159261	0.011140126200000001	-0.1411473901	-0.1126056589	-0.0668404609	0.0960378559	-0.0370037197	-0.10761166890000001	-0.1133895395	0.1388989285	0.0350749053	-0.0046084374	-0.0746196604	-0.0506605662	0.1489314871	-0.0734847332	-0.030830889500000007	0.0685951582	-0.0339834256	-0.11572051189999999	-0.07502366519999999	0.15250990150000002	-0.0922266561	-0.015883588799999997	0.11634549150000001	-0.0682943137	-0.007422426	0.1127135922	-0.0757097014	-0.18455199100000005	-0.1362167103	-0.0184406367	-0.025448107799999998	0.0784784576	0.0185431709	-0.0406355776	0.055866060700000005	0.0003363434	-0.051245025599999994	-0.1215015236	-0.1674252333	-0.0105726301	0.0792603133	-0.0676263096	-0.0936270204	0.0462629936	-0.015063796899999999	0.10396235820000001	-0.17108513809999998	0.0063273107	0.0699340507	0.0302529196	0.1913329275	-0.0259268161	-0.0080736635	0.0434383949	-0.010875803	-0.2471686298	-0.057802126399999994	-0.0428099916	-0.055252847300000005	0.026930410099999996	0.1346028163	0.0219484715	0.061881183799999996	0.1049286464	0.060571916399999995	0.07622577009999999	0.0036290903000000003	0.036146411600000004	-0.0183236491	-0.0632866562	0.0091036227	0.007327521899999998	0.0094229842	0.17892673	-0.0174308189	-0.0856016091	0.028993757999999998	0.0932225332	-0.0055786286	-0.0496775858	0.1219596574	0.12133101710000001	0.1202856824	0.0	-7.03323e-05	0.0046800677	2.1903033676583288e-05	4.94663242329e-09	-0.014811500000000003	0.0223866	0.0005011598595599998	0.00021938053225000005	0.0427007	-0.027824100000000004	0.00182334978049	0.0007741805408100003	0.0	-0.000300756	9.0454171536e-08	0.0	-0.0008997709999999998	-0.0004631889999999999	8.095878524409997e-07	2.1454404972099988e-07	0.0006374109999999999	0.0004695089999999999	2.204387010809999e-07	4.06292782921e-07	0.0	0.0	0.0
28120.1875	71.724609375	5144.419589996338	790744945.0351562	18629.482421875	36.53125	347057615.3069496	1334.5322265625	19196.65234375	7.61328125	368511461.2068024	57.96205139160156	1.0927360000000002	20.404966	0.14796421709999996	-0.0820793311	-0.0980336775	-0.1187585427	0.022992255099999998	-0.008805216999999999	0.0761853655	-0.1619260794	0.0216651097	-0.00840838	-0.07417557030000001	-0.1203620428	0.1992905136	-0.0335188508	0.027450429100000003	0.032091934100000004	0.0825958785	-0.2270144862	0.0315731449	0.0269412683	-0.12380474890000001	-0.029002169100000006	-0.0150096553	0.018988341000000002	0.0643188638	-0.0556794092	0.0646104414	-0.0405038212	-0.030184927	-0.10337548710000001	0.042104057199999996	0.0638032092	-0.0764899105	-0.0826629235	-0.0920414351	0.0044413474	0.1095706558	-0.0148809878	0.0345776265	0.0330437662	-0.0397824181	-0.1587793935	-0.2155642046	0.0537138254	-0.10938064039999999	-0.0172032422	-0.0161646004	-0.045881735300000004	-0.0711934644	0.0532317809	0.1284119246	-0.038594871499999996	-0.1288322706	-0.0738834818	0.0403814666	-0.0299847339	-0.041449399	-0.1694444511	-0.0424973513	-0.0581940271	-0.1439305371	-0.127465028	0.15836340880000002	0.0829022611	-0.0760053161	-0.0400434305	0.1605782514	0.0917908482	-0.1020891713	0.0399262106	-0.0182673815	-0.0423359381	0.11334862650000001	0.0455962305	0.1006373233	-0.1073778791	-0.1181876419	0.0065084025	0.041721117	-0.0273601591	-0.0726044669	-0.0397392555	-0.14557301109999998	-0.1333925709	-0.0476802613	0.036093554900000005	0.014666931599999999	0.0565315153	0.0699899082	-0.0643102426	-0.0438011226	0.011157266899999999	-0.141224008	0.08374606799999999	0.093982976	0.0267872681	0.1385501765	-0.05167223	0.040951207	0.0132657155	0.121758375	0.12052793310000001	0.11848639890000001	0.0	1.07848e-05	8.11171e-05	6.57998391241e-09	1.1631191104e-10	-0.096117	-0.08130549999999999	0.0066105843302499976	0.009238477689	0.07813339999999999	0.0354327	0.0061048281955599975	0.00125547622929	0.0	0.0	0.0	0.0	-0.00051985	0.0003799209999999999	2.702440225e-07	1.4433996624099992e-07	0.000394434	-0.0002429769999999999	5.903782252899995e-08	1.5557818035600007e-07	0.0	0.0	0.0
27838.109375	-282.078125	79568.06860351562	774960333.5744629	18595.451171875	-34.03125	345790804.2855873	1158.1259765625	19159.63671875	-37.015625	367091679.19447327	1370.156494140625	1.298676	24.250553	0.1548176758	0.11014629220000001	-0.0764356695	-0.0359673337	0.061082538099999986	0.0269517507	-0.1529971173	-0.0590024641	-0.0828910138	-0.0861397232	0.0060674888	-0.0129968345	0.046523319400000006	0.1178268151	-0.1292801311	-0.0865277416	0.0803555345	-0.0354942531	0.148997615	0.09342119970000001	0.048048985499999995	0.10001302810000001	0.09315095039999999	-0.12083158529999999	0.030735974	0.0627840614	0.0528853692	0.0064645907999999995	-0.036075982	-0.0013561301000000001	-0.1569883936	0.1251860674	0.1343735866	-0.051229287199999994	-0.008513640500000001	0.045335754699999994	-0.011369886899999999	0.007198083199999998	0.0928241608	0.0746554758	-0.0411064903	0.0897510059	0.030232681	0.1749006691	-0.08108434610000001	0.0513220437	0.0659613209	-0.023433601499999998	0.09282665279999999	0.055044632999999996	0.0749501073	0.1226706437	0.0190051891	-0.015445741899999999	0.0418400828	0.065761024	0.1489955171	-0.0136936523	-0.10558655	-0.0628022823	-0.0261300121	-0.0322666893	-0.1070600958	0.109961064	-0.0787030322	-0.08693512880000001	-0.006982039200000001	0.10299079109999999	0.017694124199999998	-0.0250248599	-0.0546528328	0.0634609012	0.2132181091	0.1390421632	0.0165088312	-0.0025944722	0.1367725459	-0.0554370215	-0.1063053784	0.019600284	-0.0602764934	-0.1325616727	0.1306718246	-0.0407650865	0.030206287400000007	-0.007055040600000001	-0.0048109866999999995	-0.0572424535	-0.011883660800000001	0.1122401379	-0.0869631734	0.021510522799999997	-0.06313337969999999	-0.2009505331	0.1500756025	0.125425345	0.1321483349	0.0024632561	-0.011022355400000001	-0.0514293733	0.12149017050000001	0.1194599025	0.1161012174	0.0	-6.6291e-05	-7.70758e-05	5.940678945640001e-09	4.394496681000001e-09	-0.052608100000000005	0.04350889999999999	0.0018930243792099988	0.0027676121856100005	0.0231396	-0.0549938	0.00053544108816	0.00302431803844	0.000439265	0.000439265	1.92953740225e-07	1.92953740225e-07	-0.0007650569999999998	-0.0002452069999999998	5.853122132489996e-07	6.012647284899989e-08	0.0008347199999999997	0.0004402859999999997	1.9385176179599973e-07	6.967574783999995e-07	0.0	0.0	0.0
27908.654296875	70.544921875	4976.586002349854	778892984.6624794	18648.5625	53.111328125	347768883.31640625	2820.813175201416	19161.71484375	2.078125	367171315.7531891	4.318603515625	1.410876	26.345684	0.07815617100000001	0.040183279599999996	0.0448495046	0.06613086309999999	0.0281856801	0.0158121534	0.0400979525	-0.0474862046	0.0048526590000000005	-0.19167529030000002	-0.11244575009999999	0.048631450199999995	0.039205807999999995	0.2548247606	0.0795795525	0.0280517432	0.06400073690000001	-0.0127070805	0.0779003612	-0.1403026946	-0.0215528871	0.06810520839999999	0.12336467400000001	-0.2437427486	0.0656239061	0.1375513618	0.023706152400000003	-0.0297271854	-0.0056473198	0.0486033767	-0.0085630136	-0.2137238662	-0.15009308119999998	0.11316988310000001	-0.0065188547	0.06541736620000001	0.11691333039999999	-0.0017058556	0.1383465636	0.10535002730000001	0.0642238883	0.1065036018	-0.0186698684	-0.010878641299999998	0.0593201426	-0.1532934229	-0.0192814847	-0.0519843509	0.0249143309	-0.039907932400000005	-0.0098839431	0.16367838269999999	0.06491502019999999	-0.0189924303	0.0578174547	0.013685227099999999	-0.0374786712	-0.0698946695	-0.1036227173	-0.0462007885	-0.0548136462	0.0643139654	-0.1633131015	0.2187741854	-0.22148877890000002	0.0534859592	-0.0043877298	0.0405704091	0.0189423983	0.0044057164	-0.20266061920000009	0.0289202852	0.0094252777	0.0199024269	-0.0582409287	-0.060557859900000004	0.0514235086	-0.19985083609999998	-0.098640754	-0.07346251849999999	0.0524426166	0.0349383058	-0.0664617478	0.0166015071	-0.0337127647	-0.11135299050000001	0.0202134056	-0.09262951529999999	0.1041241576	0.1755357041	0.0068972276	0.119733406	0.0127424424	-0.0053042862	-0.0384523017	0.1033294438	-0.1061621241	-0.17980445760000002	0.049135110999999995	-0.0802766612	0.1211551914	0.1181292731	0.11314193199999999	0.0	0.00719893	0.007265221	5.278343617884101e-05	5.18245931449e-05	-0.07971389999999999	-0.027105799999999985	0.0007347243936399993	0.006354305853209999	0.0273038	0.0041642	0.00074549749444	1.734056164e-05	0.000140759	-0.00029850600000000003	8.910583203600003e-08	1.9813096080999998e-08	-0.00104264	-0.0002775830000000003	1.0870981696000002e-06	7.705232188900018e-08	0.00105105	0.00021633000000000025	4.679866890000012e-08	1.1047061025e-06	0.0	0.0	0.0
28164.384765625	255.73046875	65398.07264709473	793232569.2261696	18610.9921875	-37.5703125	346369030.20318604	1411.5283813476562	19176.841796875	15.126953125	367751261.30237204	228.82471084594727	1.2767959999999998	23.841963	0.04458017	-0.10963784310000001	-0.051316685599999995	-0.08702803740000001	0.0135928408	0.0476068828	0.06288362809999999	-0.1154669592	0.0475362558	-0.17856720780000002	-0.0020819159	-0.1947907214	-0.0365077333	-0.0150459756	-0.07860227019999999	-0.041598365299999995	0.0385279657	0.1140335366	0.0187196533	-0.0210194265	0.1857524672	0.0290090459	0.0573615979	-0.083725539	-0.1311455099	0.013644848999999999	0.0049145505	0.0630585004	-0.029262456099999997	0.057302199299999995	-0.0124691067	-0.0183552326	0.0525245763	-0.046004107	0.07950503769999999	0.0278790856	0.0290529354	-0.0832378979	-0.0649094853	-0.020714349	0.021449749100000002	-0.028440983700000002	0.0679710743	0.0539927447	0.0004387557	-0.0679888188	-0.075248729	0.1548132146	-0.11785800589999999	0.0132596408	0.112515626	-0.027275962799999998	0.1148114537	0.0446185109	0.023433902700000002	0.0352944169	-0.047641523399999997	-0.1195369733	0.002349178	-0.17248849649999998	0.0351884648	-0.18680424980000002	-0.0631901217	0.0199428501	-0.0182798689	0.05593208	-0.1272822183	0.0786235526	-0.0010822583	-0.0232294225	-0.0725752614	0.065921116	0.0041070567	-0.0218777806	-0.1752102532	-0.005835077199999999	0.1233921141	-0.0889902078	-0.09134900230000001	0.0190869619	0.0211495965	-0.0789506387	-0.1015606427	0.0653709926	0.0341651147	0.038699440099999996	-0.0143171068	0.0865576808	0.0119739235	-0.14143291789999998	0.0091675071	0.0404084115	-0.027252281	-0.0707632013	-0.12039476060000001	0.08776022619999999	0.005537671	-0.0099953926	-0.0372036512	0.1459249369	0.1207536218	0.11653897	0.10962317619999999	0.0	0.0117347	0.004535770000000001	2.0573209492900005e-05	0.00013770318409	-0.08871810000000001	-0.00900420000000002	8.107561764000032e-05	0.007870901267610001	0.0394642	0.012160399999999998	0.0015574230816400002	0.00014787532815999996	0.000146374	5.61500000000002e-06	3.152822500000022e-11	2.1425347875999998e-08	-0.0008997719999999999	0.0001428680000000002	8.095896519839999e-07	2.0411265424000055e-08	0.000821937	-0.000229113	5.249276676899999e-08	6.755804319690001e-07	0.0	0.0	0.0
27874.173828125	-290.2109375	84222.38824462889	776969566.6005287	18562.408203125	-48.583984375	344562998.29944235	2360.403537750244	19166.50390625	-10.337890625	367354871.9882965	106.87198257446288	1.273516	23.780722	0.17836767000000006	0.1040996835	-0.11116401529999999	0.022871947799999997	0.1107474042	-0.0018665635	-0.19600670690000002	-0.10309833869999999	-0.0603606505	-0.0938239151	0.0927378161	-0.1499044966	-0.1614295423	-0.08438485039999999	0.052581385700000004	0.021888919	0.1468529505	0.044531067199999996	0.0632684322	-0.053197228	-0.0934323564	0.033989105	-0.0317861853	0.0515805167	-0.07843507	-0.05929263780000001	0.0311238858	0.06607589700000001	-0.1432385904	0.0110613132	0.032724438	-0.0054526025	0.0194154519	0.14518661189999998	0.1171652571	0.0451727172	-0.0816316824	0.1545993766	0.07431463099999999	0.05676096980000001	0.0387483145	-0.0651209718	0.044788627000000004	-0.006350736700000001	0.0411697748	0.05282749849999999	-0.0519156095	0.0311606387	0.118647584	0.08973620339999999	0.06329569980000001	0.0748036154	0.0512429774	-0.030781729	0.0962971274	0.052376297999999995	0.2187207323	-0.0544965651	-0.0534059488	-0.049001740700000004	0.1125250524	-0.0790707429	-0.0999413349	-0.11605452699999999	0.1274109723	0.1672547447	-0.045703181100000004	0.0270196275	0.0403653763	-0.0935702008	-0.0487617541	0.0182806543	0.0203569436	0.1134266741	0.0355021894	-0.038109048799999996	-0.1770606675	0.055073161100000004	0.0571420891	0.031255077	0.1147613073	0.0197847703	0.1628655282	0.053313055899999996	0.0023966518	-0.1161056307	-0.0506124769	-0.0563821798	-0.0906590741	0.0943896254	0.0058952108	-0.0426070935	-0.045752646699999996	0.022926680699999997	0.08954807529999999	0.1090039208	0.0219717323	-0.042970901299999996	0.0817734836	-0.0837622654	0.1202856824	0.1146924889	0.10556234960000001	0.0	0.0324122	0.0206775	0.00042755900625000013	0.00105055070884	0.00678132	0.09549942	0.0091201392203364	4.59863009424e-05	0.0137422	-0.025722000000000002	0.00018884806084	0.0006616212839999999	-5.2275999999999997e-23	-0.000146374	2.1425347875999998e-08	2.7327801759999992e-45	-0.00108707	-0.00018729800000000024	1.1817211849000003e-06	3.508054080400009e-08	0.00121764	0.0003957030000000001	1.5658086420900006e-07	1.4826471696e-06	0.0	0.0	0.0
27990.390625	116.216796875	13506.34387588501	783461967.3400879	18585.96875	23.560546875	345438234.37597656	555.0993690490724	19207.6640625	41.16015625	368934358.737854	1694.158462524414	1.316162	24.577070000000006	0.17641603	0.10337710800000001	0.0617139866	-0.0171531464	-0.0166260007	-0.0075140165	-0.0673828388	0.0496084463	-0.1260450715	-0.09168536470000001	0.0486304189	-0.1518428525	0.0852366892	-0.041824688799999996	-0.0986240768	0.0862130877	-0.025836292200000003	-0.2115363814	0.0220778652	-0.1598450048	0.0306787754	0.038756915600000004	0.0402018887	0.031230433999999998	0.0026989067	0.0971399687	-0.11463988189999999	0.0020056106	0.0093231301	0.0514647754	0.1243742547	-0.0016994447	-0.014364563	-0.0148417307	0.0957684884	-0.1254396383	-0.1377418956	0.23280799940000002	-0.0470022133	-0.029806551299999998	-0.0521663242	0.0237933771	0.0093260085	-0.010983713400000001	0.034268406099999996	0.133528506	0.060999560700000004	0.0178949154	0.1037309258	-0.08161076540000001	0.028512434500000006	-0.049803712	0.0126565238	0.0544394337	-0.048510341	-0.0265642694	0.06430976070000001	0.1011689549	-0.1471156373	-0.0633373209	0.0840057138	-0.09219945060000001	0.0706236636	-0.0590536165	0.042037496900000006	0.0021198051000000002	0.0569130879	0.026022967200000004	-0.2004114807	0.1026491616	-0.1390542808	0.045534182199999995	-0.1422541104	0.014127726100000003	0.0264104343	3.95771e-05	-0.0340488412	0.08362126240000001	0.0442909087	0.0502069187	-0.0398437927	0.0376880979	0.0677528042	-0.0349817574	-0.0383264114	-0.052255824400000005	-0.1113146913	0.21258495030000002	0.0053245341	0.0437772008	0.1369750297	0.0655315436	0.0116022224	-0.1387797142	-0.0649227158	-0.055752837199999995	-0.0374672244	-0.0966995333	0.0517374103	-0.0704030296	0.11975163039999999	0.11259388880000001	0.1009795324	0.0	0.050320800000000006	0.017908600000000004	0.00032071795396000017	0.0025321829126400005	-0.0773794	-0.08416072	0.0070830267909183986	0.0059875715443599995	0.0680289	0.054286700000000014	0.004627931235210001	0.002947045796890001	-8.342019999999997e-05	-8.342019999999997e-05	6.958929768039996e-09	6.958929768039996e-09	-0.00114854	-6.146999999999988e-05	1.3191441316e-06	3.778560899999986e-09	0.00096133	-0.00025631000000000004	6.569481610000002e-08	9.241553689e-07	0.0	0.0	0.0
