csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
28498.7421875	n/a	n/a	812178306.2695923	18721.876953125	n/a	350508676.64795303	n/a	18986.87109375	n/a	n/a	360501273.9306793	n/a	n/a	n/a	-0.0306263762	0.0023971901	-0.081235773	0.054364173200000004	-0.0117599046	0.0557978127	-0.0725379108	0.0740376613	-0.08232278280000001	-0.1687883778	0.024291870299999997	-0.0378593324	0.0486232983	-0.008160482	0.0234891611	-0.1505826954	0.0549800448	-0.1254274144	0.09540449179999999	-0.048298989699999996	0.0592241118	-0.16303533650000002	0.0803137295	-0.033907855099999995	0.2051841373	-0.1341521406	0.0875818784	-0.0361423861	0.0514142457	-0.023486809900000002	-0.09658672880000001	0.0828961658	-0.0763742778	-0.0233322016	-0.0910543448	0.1090075418	0.0098366336	-0.1008047869	0.0074483141000000015	0.0003343911	0.0176993062	0.1093989324	-0.1077705475	-0.0491455291	-0.0568896401	0.23008979170000002	-0.0188966338	0.0912290645	-0.026276279700000002	0.0240819065	-0.0322755168	0.008409961700000001	0.057170702699999985	-0.0311466622	0.0735723895	-0.0388835894	-0.135430301	0.0642479205	-0.1399048469	0.033073404300000005	-0.0459606618	0.0608488231	-0.0270460207	-0.0511233103	0.0777177896	-0.1015323541	0.165098685	-0.0559040363	0.1124562957	-0.0751247023	0.11511264689999999	-0.0057547887	0.030564439300000006	-0.06755530929999999	0.096178167	-0.1006185232	-0.1202645631	0.0268550665	-0.24594698010000002	0.043556102699999995	0.048121890099999995	-0.0982392321	0.0271988286	0.0184710593	0.0891876004	-0.0452817808	0.0899246048	0.0583275174	0.0335070871	0.0348065403	-0.0775726492	-0.05890119200000001	-0.0554617008	0.0308163049	0.0921475111	-0.1053528576	0.1217078847	0.1216831682	0.1216419777	-0.0400843	n/a	n/a	0.0016067511064900002	-0.0594297	n/a	0.0035318892420900007	n/a	0.0895316	n/a	0.00801590739856	n/a	0.00403059	n/a	1.6245655748099993e-05	n/a	0.000591677	n/a	3.50081672329e-07	n/a	-0.000642621	n/a	n/a	4.1296174964099997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28638.33203125	139.58984375	19485.32447814941	820154061.5321198	18729.595703125	7.71875	350797755.20251846	59.5791015625	18991.904296875	5.033203125	25.33313369750977	360692428.82165915	1.269365	26.355991	0.07002270000000002	-0.122573974	-0.1174864786	-0.0136038796	0.0982883093	0.0826629232	0.055101823499999994	-0.0053135503	0.0812215745	0.0134817326	-0.10454671880000001	-0.0894363409	0.0202383604	0.0788403201	0.019852329199999998	-0.1368464382	-0.05410537519999999	-0.024601769199999998	-0.056292655	-0.022635822200000003	-0.008097090999999999	0.079234691	-0.2158836469	0.1138977191	0.0324843945	-0.1574654831	-0.031065793199999997	-0.10292773949999999	-0.0609827335	-0.128580421	-0.0616004962	0.017225272399999998	0.18583185170000002	0.1184531142	-0.0914304875	0.0449937628	0.0341532547	0.0884215524	0.0433767916	-0.023245674900000002	0.05201520230000002	0.056869542599999996	-0.1321857581	0.1802348958	0.0901101274	0.1403159031	0.1603590249	-0.1083179062	0.08626901349999999	0.1024938415	-0.0396925873	-0.09119629800000001	-0.0649315776	0.0938769489	-0.0720722717	-0.0224821521	-0.0285309033	-0.0961451173	-0.0368164287	-0.09972727599999999	-0.054810225899999995	-0.0210983187	0.0519697908	0.1414595096	0.0958061635	0.0431322045	0.00020693810000000002	0.059966785	-0.0746641646	-0.1016216675	-0.0203170945	0.2366744571	-0.0128653173	-0.143846886	0.2120934664	0.0143299417	-0.0321873458	0.0841340427	-0.059702615199999996	-0.096784243	-0.1390123874	-0.032898002	-0.1521146658	0.07028042309999999	-0.1114253055	-0.0328191631	-0.0697238526	-0.0665738428	0.0414195533	-0.12412667640000001	-0.022430087400000003	0.1462816283	-0.051915467199999996	-0.0627680603	0.1491430674	-0.1744305125	0.0237286013	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0489766	-0.008892299999999992	7.907299928999986e-05	0.00239870734756	-0.0247759	0.0346538	0.00061384522081	0.0012008858544400002	0.084091	-0.005440600000000004	0.007071296281	2.9600128360000042e-05	0.00411346	8.287000000000051e-05	1.69205531716e-05	6.867436900000085e-09	0.000253827	-0.00033785	6.442814592899999e-08	1.141426225e-07	-0.000642621	0.0	0.0	4.1296174964099997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28371.466796875	-266.865234375	71217.05331802367	804940128.2061807	18690.98046875	-38.615234375	349352750.883194	1491.1363258361816	18880.794921875	-111.109375	12345.293212890625	356484416.88190085	1.465135	30.420797	0.112747	-0.1359672656	0.0981729658	-0.044856984100000004	0.1082899449	0.11286900820000001	-0.14428878109999999	0.0075770696	0.0399890902	-0.052262811299999996	-0.1801890447	-0.0934844496	0.032362831099999996	0.0797874461	0.0672493524	0.032289071	-0.0317055662	0.055201423	-0.1014232202	-0.0166991139	0.0305839702	0.1411415869	-0.042216194400000004	0.010986986499999999	0.0445799264	-0.0898449769	-0.1032227377	-0.032556389500000005	0.021406417400000002	-0.040710969799999996	-0.0811007192	-0.027252956499999998	0.1174095725	0.1233668039	-0.15693886029999998	-0.0630646709	0.0084988981	-0.137386026	0.0209026719	-0.17357183850000002	-0.0730542007	-0.0888119535	-0.0240406125	-0.134673462	0.005008795999999999	-0.1016310543	0.052708131	-0.15226572689999998	-0.0052379532	-0.1193962648	0.0334246521	-0.0672797268	-0.1722878873	0.08572271390000001	0.0443334243	-0.1723740934	-0.0796614096	-0.0826826767	0.04824932269999999	-0.1511096541	-0.0891698273	-0.0291973208	-0.0223366856	0.10246420699999999	-0.0536983103	0.0703991854	-0.1130220733	0.0034324934	0.1009851425	-0.0751358885	-0.0310339383	0.1292895059	0.03930687	-0.044771083499999996	0.0296940345	-0.0046141895	-0.0626552581	0.0153025027	-0.1237575266	-0.0787207393	-0.0020312597	-0.1354020474	-0.10012205769999999	-0.0187665845	-0.0212067023	-0.0542878757	0.08951473310000001	0.10686566619999999	0.2638037473	0.0950881749	-0.009489723299999999	0.0102574076	0.08625239679999999	-0.044975908499999995	0.0183141894	-0.0197903976	-0.046962532300000005	0.1215101995	0.120893123	0.1198669825	-0.0591775	-0.010200900000000006	0.00010405836081000012	0.00350197650625	-0.0423222	-0.017546299999999997	0.0017911686128399996	0.00030787264368999984	0.117976	0.033885000000000005	0.013918336576000001	0.0011481932249999998	0.00484236	0.0007289000000000003	2.3448450369600005e-05	5.312952100000003e-07	0.000244142	-9.685e-06	5.9605316164e-08	9.3799225e-11	-0.00035891	0.00028371099999999997	8.049193152100003e-08	1.288163881e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28246.8125	-124.654296875	15538.693729400637	797882416.4101562	18676.279296875	-14.701171875	348803408.37488174	216.12445449829102	18851.884765625	-28.91015625	835.7971343994141	355393559.216404	1.227283	25.482243	0.1563164	-0.0068680582999999995	0.15446193130000002	-0.0723615904	0.0084986947	-0.0138254755	-0.1344806247	-0.0496285661	0.0440003955	-0.1051725392	-0.2107015005	-0.0008295228999999999	-0.0953823716	-0.0027838665999999996	0.05628842059999999	0.022217010899999997	-0.076434827	0.0357562468	0.037571334399999996	0.0137663472	-0.0758360066	0.07021960599999999	-0.0700507239	-0.14119263199999998	0.0278783253	0.1430997265	-0.0072107152	-0.0528950916	0.0741196334	-0.0547264679	-0.0609262858	0.06936631139999999	-0.1230748881	0.0290738763	-0.012210691999999999	0.1587607395	-0.0395458033	-0.0187723266	-0.0856616244	-0.035922902799999996	0.080472415	0.2871506322	-0.1132535343	0.0628034187	-0.0154457799	-0.0669407692	-0.0617409628	-0.0216618092	-0.0198216498	-0.1759098685	0.0896441058	0.0390583599	-0.0757882623	-0.0074812717	0.1061431323	-0.0462881629	-0.0473840288	-0.1248951126	0.119855456	-0.17802092449999998	0.0029149936	-0.0937123425	-0.07740547490000001	-0.0647670765	0.050853081200000004	0.0346195245	-0.0261483211	-0.0327274238	-0.0451164092	0.0453562388	0.0707600154	0.0158432721	0.096109759	-0.005557009599999999	0.0635571281	0.1340328223	0.0463543567	-0.053004426699999996	-0.0828754549	0.0049703808	-0.08912314439999999	-0.002403905	0.1004861185	0.011028398100000001	0.0180936721	-0.1582927159	0.1363793028	0.0318145565	-0.1729401877	-0.1697124593	-0.0626129223	0.0515281978	-0.12245224619999999	-0.0750402446	-0.0719338997	0.10643646949999999	-0.08554050369999999	0.1213126213	0.12010478890000001	0.1181006348	-0.040030300000000005	0.0191472	0.00036661526783999984	0.0016024249180900006	0.004982	0.0473042	2.4820324000000006e-05	0.00223768733764	0.103677	-0.014299000000000006	0.010748920328999998	0.00020446140100000018	0.00361618	-0.0012261800000000005	1.30767577924e-05	1.503517392400001e-06	0.000242713	-1.4289999999999756e-06	5.8909600369000005e-08	2.0420409999999304e-12	-0.000642621	-0.00028371099999999997	8.049193152100003e-08	4.1296174964099997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28387.94140625	141.12890625	19917.368179321293	805875217.2846832	18686.83984375	10.560546875	349197983.3459625	111.52515029907228	18941.90234375	90.017578125	8103.1643714904785	358795664.40016174	1.191182	24.73267	0.09735485000000002	0.021596686400000002	0.0142651281	-0.0656459561	0.0009732246000000001	-0.0660806775	-0.0775257031	-0.0369877137	0.0487148663	0.1133994432	-0.1902821768	0.0519488794	-0.0641591141	0.014531281699999999	0.1019744279	-0.0039855142	-0.0537794192	0.051985416500000006	0.0988810474	-0.0288073269	0.037600152799999995	-0.0366426647	0.037490554700000005	-0.0501683025	0.029811777999999997	0.1140225341	-0.0591156942	-0.1142931148	0.04517131	0.08405640730000001	-0.0023332858	0.0099548422	0.030735165099999996	-0.011395174899999999	0.0100103565	-0.1526850035	-0.12472233349999999	-0.089708149	-0.0189200205	0.020438073600000002	-0.05575397730000002	0.070935056	0.0978048986	0.1183608711	-0.0177853613	-0.024614448599999998	0.042263645499999995	0.0456359428	0.0177691304	-0.049224535199999996	0.026983218599999997	0.2106970098	-0.0720681683	-0.0139501112	0.09650687710000001	0.0145322988	-0.0222204163	-0.0334684715	-0.069239392	-0.207731072	0.0629937634	-0.0823626366	-0.09340934140000001	0.0175324191	0.0620277865	0.0347748548	-0.073492851	-0.057349073099999995	-0.052486348700000005	0.0005013808999999999	-0.0574436191	-0.06067979940000001	0.0544171296	-0.0425102892	-0.0326700725	0.0210237875	0.10584718189999999	-0.1226146897	0.0028602137	-0.006317589	0.0262074227	0.058345818	0.028093701000000002	-0.0796592619	-0.0418677	0.0700314503	-0.0009890552	0.0005927729	0.033071099900000005	0.060524769699999995	-0.056238796900000006	-0.011675013100000001	-0.1056224274	0.002950588	0.0632385078	0.0668777943	-0.0081920189	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0400173	1.3000000000006062e-05	1.6900000000015761e-10	0.00160138429929	-0.0474816	-0.0524636	0.00225450233856	0.00275242932496	0.0770796	-0.026597399999999997	0.00594126473616	0.0007074216867599996	0.003266	-0.0003501800000000003	1.0666756e-05	1.2262603240000018e-07	0.000227276	-1.5437000000000005e-05	5.1654380176e-08	2.3830096900000024e-10	-0.000642621	0.0	0.0	4.1296174964099997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28718.6875	330.74609375	109392.9785308838	824763011.7226562	18741.337890625	54.498046875	351237745.9305763	2970.0371131896973	19074.6484375	132.74609375	17621.525405883793	363842213.0142212	1.444587	29.994154	0.11191435	0.1651004958	-0.12881971539999998	0.0323155771	0.0016332321	-0.1380438758	0.1382327589	0.0737172814	-0.0361328315	0.0125566878	-0.0892506014	0.013657029	-0.0153808417	0.0827403723	0.040405770099999995	0.2016867118	0.07382769759999999	0.0559777786	-0.005858341800000001	0.079683191	0.0027474377000000004	-0.0263504833	-0.035457899300000005	0.0928802718	-0.002252185	-0.1213994922	0.1092615797	-0.1492029758	0.034432372200000005	-0.19430039670000002	-0.019936524	0.07897726	0.0978812504	-0.0468947651	0.111287765	-0.056211553	0.0652830889	0.1032309645	0.0640739638	-0.0404292555	-0.007560879	-0.0501059289	-0.0378042607	0.015063379699999999	-0.015653912	0.1174015224	-0.049699128200000005	0.1785602216	0.0331001817	0.0699347413	-0.1198096969	-0.043535041600000005	-0.140891173	0.0319567799	-0.031211689900000002	0.1272031168	0.1273297977	0.012109114099999999	0.015728884199999998	-0.0899246875	0.0029172384	-0.079076609	-0.005473175899999999	-0.0031921817	-0.2039217827	0.0396940603	0.0024991274	0.000224032	-0.0203145484	-0.039668673700000004	0.07732522110000001	0.08532008449999999	0.0251377916	0.0172038162	0.0373606589	-0.0953445534	0.0364743199	0.2186529664	-0.031202814199999998	0.0578267904	-0.1135322267	0.0490574564	-0.0286952387	-0.0640487589	-0.0517913733	0.041418247000000005	-0.0992221996	-0.1343103672	-0.0022563737	-0.0475160267	0.1248744517	0.007993008499999999	0.1405564227	0.036064492000000004	-0.0660734662	0.0146861923	-0.020440945500000002	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0399892	2.8099999999996187e-05	7.896099999997855e-10	0.0015991361166400005	0.0094147	0.05689630000000001	8.863657609e-05	0.00323718895369	0.0340129	-0.0430667	0.0011568773664100002	0.00185474064889	0.00346549	0.00019949000000000008	1.2009620940099997e-05	3.979626010000003e-08	0.000188301	-3.897500000000001e-05	3.5457266600999995e-08	1.5190506250000007e-09	-0.000642621	0.0	0.0	4.1296174964099997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28594.88671875	-123.80078125	15326.633438110352	817667546.4581451	18736.89453125	-4.443359375	351071216.67518616	19.74344253540039	18964.6796875	-109.96875	12093.1259765625	359659075.64947516	1.392941	28.921814	0.06350065	-0.14090079449999998	-0.09528649039999999	0.034835889700000004	0.1169072483	0.1005669606	0.1087263616	-0.031956547099999996	0.0397525605	0.0421386202	-0.1301385533	-0.0996041524	0.1327578618	-0.0382689691	0.025420672999999998	0.07706725730000001	-0.007552529899999999	-0.0313995439	-0.1103016891	0.0594558677	0.1163183866	-0.051884572000000004	-0.007750389	-0.02234105	-0.1831764513	-0.0817417753	0.020600385500000002	0.076219063	0.1082125639	-0.1549634603	0.0675200929	0.0697641391	0.0760815649	-0.053235403099999995	0.1507135735	0.1583776784	-0.08914350759999999	-0.1308049292	-0.0765792687	-0.0100351408	0.013475614399999999	-0.026929707200000003	-0.1327428268	-0.0416568055	-0.1142776977	0.12189915289999999	0.029275835899999998	-0.1451952994	0.061082257699999996	0.0863436366	-0.0812398776	-0.0310029767	-0.0482032512	0.11905634109999999	-0.1247394284	-0.0009247928	-0.057471982699999986	-0.035147932	-0.050532416100000005	-0.1379107302	-0.1211761243	0.1149920502	-0.017487161299999998	0.0380689063	-0.1299153652	0.0703023286	-0.08706057619999999	0.0692842848	-0.008248175200000001	-0.022086934500000002	0.0108332774	-0.0504239758	-0.23190940289999998	-0.04438638599999999	-0.1116075808	0.020848388	0.0142750902	0.1812785911	0.022626237900000002	0.08838392519999999	-0.14400707769999999	0.0114688099	0.1287841764	-0.1209229286	-0.0506774003	-0.1625188111	0.10929415320000001	0.0383654508	-0.0199524709	-0.0115703079	0.0532127438	0.058510170599999994	0.0651329447	-0.0804738891	-0.0246416196	0.1588740851	-0.0450891795	0.120326335	0.1161887065	0.1093977275	-0.0400234	-3.419999999999812e-05	1.1696399999998715e-09	0.0016018725475599998	-0.0230982	-0.032512900000000004	0.0005335268432400001	0.0010570886664099995	0.0341744	0.00016150000000000192	0.0011678896153599998	2.608225000000062e-08	0.00385498	0.00038949000000000015	1.48608708004e-05	1.5170246010000012e-07	0.000255537	6.723600000000002e-05	6.5299158369e-08	4.520679696000005e-09	-0.000483506	0.00015911500000000004	2.531758322500001e-08	2.33778052036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28480.734375	-114.15234375	13030.757583618164	811152230.5393066	18683.67578125	-53.21875	349079740.6988678	2832.2353515625	18922.5859375	-42.09375	1771.8837890625	358064258.56207275	1.146349	23.801792000000006	0.10095935	-0.1252612528	0.017587226100000002	-0.042772325099999994	0.0771411749	0.0881696142	-0.0619332851	-0.0493038355	0.0733035256	0.0206698505	-0.0471207264	-0.1192434204	0.1195012384	-0.0402501185	-0.222495207	0.1150558089	0.09909402169999999	-0.034276125299999995	0.0725270316	0.0563431542	0.0088139341	-0.0282665435	0.0906975106	0.0271635955	0.0400751421	-0.0626608412	-0.0618028618	0.0868556622	-0.1689538667	0.10903962689999999	0.10435233960000001	-0.0697352123	0.16823329829999994	-0.005730157099999999	0.0841607529	-0.1335542004	0.0139018025	0.0060080470999999995	-0.056186355599999994	-0.0647660727	0.0944953599	-0.047362719000000005	-0.045182926	0.0420885484	0.0833198925	0.005307774300000001	-0.1524650993	-0.11561081029999999	0.0746073829	-0.024571379900000002	0.0330563299	-0.0333269104	-0.0977021387	0.057187947999999995	0.0129845272	-0.0805311355	-0.11504693210000001	-0.0472688331	-0.0636140622	-0.0205597445	-0.17784778690000005	0.1635303524	0.1324902811	-0.10060877650000001	-0.0412144759	0.0003516055	0.0835486295	-0.019669274	0.0017995144	0.0386263104	0.0781224632	-0.0431985099	-0.0645839534	0.0188381106	-0.0595190277	-0.1449065793	0.03047968	-0.07472289900000001	0.17489488379999998	-0.042735186200000004	0.07056170070000001	0.017197403899999998	-0.1935946909	-0.0346323104	0.0005416822	0.0495747137	0.0479845847	-0.2250707143	0.0295601013	-0.0254050004	0.0483251422	-0.0541527724	0.030839654900000006	0.14330288300000002	0.014630125400000001	0.030189012799999998	0.016353841	0.1198669825	0.1143757435	0.10540925529999999	-0.0400644	-4.099999999999937e-05	1.6809999999999486e-09	0.0016051561473599998	-0.0927721	-0.0696739	0.00860666253841	0.00485445234121	0.0361418	0.001967400000000001	0.0013062297072400002	3.870662760000004e-06	0.00349244	-0.00036254000000000017	1.21971371536e-05	1.3143525160000013e-07	0.00027609900000000003	2.056200000000001e-05	7.623065780100003e-08	4.227958440000005e-10	-0.000281067	0.00020243899999999995	4.098154872099998e-08	7.899865848900003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28446.10546875	-34.62890625	1199.161148071289	809180916.3392488	18657.26953125	-26.40625	348093706.3617096	697.2900390625	18961.091796875	38.505859375	1482.7012062072754	359523002.12952036	1.195229	24.816698	0.10556295	0.018452054199999998	-0.0266995282	-0.052483954299999996	-0.0173513378	-0.0483918654	-0.0786533703	-0.0897322293	0.0459427709	0.1306099688	-0.053565449800000005	-0.09825026380000004	-0.009072986600000001	0.07552243730000001	-0.1707838536	-0.0161474232	0.1781002894	0.0604883796	0.1082022259	0.0032754718	0.0795749293	-0.0580303088	-0.0009378397	0.05394510809999999	0.013920555	0.0479095084	0.031133204700000007	0.0088941126	-0.1133609532	-0.0977173242	-0.0489939733	-0.0058728581	0.0150541689	0.08467079	-0.0452139161	0.0042558883	-0.0903052053	-0.23124861300000002	0.0018967916	0.06470663019999999	-0.0178648034	-0.1182924009	0.0922382903	-0.0064122793	0.0237918078	-0.1415427517	-0.0726696765	0.0325637078	0.0109103875	0.0010279358	0.023255646499999998	0.1600833147	-0.055885093200000006	-0.032967448999999996	0.1080427448	0.031489282	-0.0957704117	0.0041881931	-0.11930887429999999	-0.0362302127	-0.154808607	-0.0014182319	0.17071621480000002	-0.0046874511	0.0527932893	-0.13186851630000002	0.0797454718	-0.0285056469	-0.0591945757	-0.029982248700000002	0.0264197601	0.0048636194	0.0461410374	0.1147489116	-0.0209882329	-0.107293476	-0.07861528200000001	-0.050490776900000006	-0.0382496548	-0.0030235222	-0.09426479480000001	-0.024833086400000003	-0.010543155700000001	-0.13977278699999998	-0.032750177000000005	0.0048928594	0.053939398799999996	0.0663765966	0.1439690595	0.11377302730000001	-0.184682581	-0.079335294	0.0803760612	0.023637138999999998	0.0040790967	-0.07267823400000001	0.015705719	0.11934271980000001	0.112315068	0.1009072399	-0.04003	3.439999999999693e-05	1.183359999999789e-09	0.0016024009000000002	-0.034988599999999995	0.0577835	0.0012242021299599993	0.0033389328722500003	0.016983599999999998	-0.019158200000000004	0.00028844266895999994	0.0003670366272400001	0.00332015	-0.00017228999999999986	1.10233960225e-05	2.968384409999995e-08	-1.6032e-05	-0.00029213100000000005	2.570250240000001e-10	8.534052116100003e-08	-0.000388383	-0.000107316	1.1516723855999998e-08	1.50841354689e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28628.580078125	182.474609375	33296.98306655884	819595597.2896156	18698.962890625	41.693359375	349651213.18497086	1738.3362159729004	19092.294921875	131.203125	17214.260009765625	364515725.38385385	1.279918	26.575106	0.10419045	0.2010244676	-0.048284742199999994	0.0200409185	-0.0488562945	-0.2329527297	0.0447041336	-0.07230828019999999	-0.0956477509	0.040231625	-0.041223429	-0.0742305978	0.1174891774	0.0602352262	-0.018685878	0.0991318734	0.0037639232000000002	-0.0490167739	0.12424364480000001	0.0749055971	-0.09497003080000001	-0.0585987662	0.0634163183	0.1255867474	0.1444286587	0.0541633646	-0.0359112494	-0.0120545915	-0.0812715203	0.0827565905	-0.0258783311	0.0231575571	-0.0760709075	0.0329114725	-0.0738551544	-0.0327264506	0.11423238869999999	-0.0814708266	0.0223231266	0.124562515	-0.19644211600000008	0.091359089	0.0686835503	-0.06596370309999999	-0.035903101800000004	-0.14941232869999999	-0.017673278400000002	0.2195409108	-0.0209046402	0.0028222289000000003	-0.1007276395	-0.0391332541	-0.1115438127	-0.025624234	0.11323870890000001	0.22308890260000008	0.0240731035	0.0665761111	-0.0014197404	-0.04158711	-0.0638401352	0.0923491365	0.0360282227	0.0532853604	-0.0324560178	0.1073762798	0.1275783768	-0.0242617201	-0.017207619099999998	0.1406854923	-0.005608025500000001	0.024401183599999998	0.1828650692	0.0634848108	-0.025624694500000003	-0.1329806355	-0.0079439663	-0.092522613	0.021731555899999998	0.0015661496	-0.006098463100000001	-0.0518896816	-0.0166299975	-0.0071652414	0.0033226238	0.0703412742	-0.1051434235	0.1926732718	-0.0597635417	0.1817756586	0.011070525900000001	-0.0439890009	-0.080944737	-0.0415478554	-0.20327592190000002	0.0149687108	-0.0343701235	0.11875383099999999	0.1100111431	0.0959136145	-0.0400687	-3.8699999999995676e-05	1.4976899999996658e-09	0.0016055007196899998	-0.07137610000000001	-0.03638750000000002	0.0050945476512100005	0.0013240501562500012	0.0247088	0.0077252000000000015	0.0006105247974400001	5.967871504000002e-05	0.00406076	0.00074061	1.64897717776e-05	5.485031721000001e-07	-0.000253044	-0.000237012	6.4031265936e-08	5.6174688144000006e-08	-0.000165224	0.000223159	4.9799939281000004e-08	2.7298970176e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
