csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
34408.98046875	n/a	n/a	1183977936.898819	21613.107421875	n/a	n/a	467126412.4295082	22732.31640625	n/a	516758209.1938629	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-2.37863e-06	n/a	5.6578806769e-12	n/a	0.040074300000000014	n/a	n/a	0.0016059495204900009	-0.0198347	n/a	0.00039341532409	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	-0.000118396	n/a	1.4017612816000003e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0
34319.484375	-89.49609375	8009.550796508789	1177827007.7658694	21624.9609375	11.853515625	140.50583267211914	467638935.5484009	22696.51953125	-35.796875	515131998.8324127	1281.416259765625	1.088207	16.27733	0.09271267863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.37863e-06	0.0	5.6578806769e-12	-0.0119356	-0.05200990000000001	0.002705029698010001	0.00014245854736000005	0.0149459	0.034780599999999995	0.00022337992681	0.00120969013636	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.000118396	0.0	1.4017612816000003e-08	0.0	0.0	0.0	0.0	0.0	0.0
34115.328125	-204.15625	41679.7744140625	1163855613.076416	21628.083984375	3.123046875	9.753421783447266	467774016.83517843	22639.0078125	-57.51171875	512524674.734436	3307.5977935791016	1.175949	17.589762	0.04182148954999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.42955e-06	1.42955e-06	2.0436132025000006e-12	2.0436132025000006e-12	0.0202386	0.0321742	0.0010351791456399998	0.00040960092996	0.0133283	-0.0016176000000000005	0.00017764358088999998	2.616629760000001e-06	0.000104406	0.000104406	1.0900612836e-08	1.0900612836e-08	-0.0	0.0	0.0	0.0	5.61592e-05	5.61592e-05	3.1538557446400007e-09	3.1538557446400007e-09	0.0	0.0	0.0	0.0	0.0	0.0
34209.6640625	94.3359375	8899.269104003906	1170301115.269104	21618.857421875	-9.2265625	85.12945556640625	467374996.2273598	22653.0703125	14.0625	513161594.5830689	197.75390625	1.195684	17.88496	0.03514454382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.00280771	0.0028062804500000003	7.883235444100001e-06	7.875209964052204e-06	0.00532746	-0.01491114	0.0002223420960996	2.83818300516e-05	1.05663e-06	-0.01332724337	1.1164669568999998e-12	0.00017761541584320896	0.000162733	5.8327e-05	3.402038929e-09	2.6482029289e-08	-0.0	0.0	0.0	0.0	7.98298e-05	2.36706e-05	6.37279696804e-09	5.602973043599998e-10	0.0	0.0	0.0	0.0	0.0	0.0
34319.8515625	110.1875	12141.28515625	1177852211.2720337	21590.234375	-28.623046875	819.2788124084473	466138220.3674317	22654.17578125	1.10546875	513211680.3277741	1.2220611572265625	1.17675	17.601735999999995	0.103508554979116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.90884e-10	-0.0028077096091159996	1.5279030145600005e-19	7.883233249122322e-06	-0.000661702	-0.005989161999999999	3.5870061462244e-05	4.37849536804e-07	0.0305416	0.03054054337	0.00093278933056	0.000932724789334851	-0.00104086	-0.001203593	1.448636109649e-06	1.0833895396e-06	-0.0	0.0	0.0	0.0	0.0	-7.98298e-05	0.0	6.37279696804e-09	0.0	0.0	0.0	0.0	0.0	0.0
34156.77734375	-163.07421875	26593.20082092285	1166685438.5105133	21589.865234375	-0.369140625	0.13626480102539062	466122280.83847433	22679.884765625	25.708984375	514377172.98202896	660.9518775939941	1.362471	20.379742	0.196818372390884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.014023	-0.014023000390883998	0.000196644529	0.0001966445399627328	-0.102628	-0.10196629800000001	0.010397125927824805	0.010532506384	0.000409226	-0.030132374	1.67465919076e-07	0.000907959962875876	-0.00030565	0.00073521	5.405337441e-07	9.342192249999997e-08	0.00011800200000000005	0.00011800200000000005	1.3924472004000012e-08	1.3924472004000012e-08	-0.000160722	-0.000160722	2.5831561284e-08	2.5831561284e-08	0.0	0.0	0.0	0.0	0.0	0.0
34571.65234375	414.875	172121.265625	1195199145.7771149	21629.720703125	39.85546875	1588.4583892822266	467844817.69519424	22816.541015625	136.65625	520594543.91769785	18674.9306640625	1.798286	26.898638	0.0875463375	-0.1901220976	0.133754652	0.16773011710000002	-0.020991250099999997	0.1816614436	-0.0175726753	0.09378620859999999	0.1370200034	-0.019948904	0.026236795099999998	-0.08760985539999999	0.1456139196	-0.0922257147	0.1246439577	-0.1590760285	0.1297522455	-0.0992136424	0.022835912599999997	-0.0181258647	0.0328737624	-0.0339994322	0.0921168454	-0.2139849692	0.1163331655	-0.1353431254	-0.0811926596	0.2742507174	0.0021591896	-0.1030631959	-0.1484712995	0.1096104631	-0.060579484100000004	0.1256053874	0.0115402441	0.11546425910000001	-0.046610494599999996	-0.0627913086	0.0084958473	0.067798409	0.1673013966	-0.09661080109999999	0.0763421012	0.053630129400000004	0.00204106	0.0800384935	-0.1624530916	-0.045607112400000004	0.21741298480000001	-0.0883383978	0.2333369068	-0.1240163557	-0.1189815055	0.27848256239999997	-0.0175794889	0.1328696153	-0.015887476	0.129255826	0.0478213662	-0.0101136356	0.0392452872	-0.0782792487	0.046341159800000004	-0.063119199	0.0196666692	-0.22813871379999998	0.0413037875	-0.0228387983	0.023944703300000002	-0.140409319	0.0138553621	-0.0856773691	0.11458302349999999	-0.1724314215	0.20563657829999998	-0.0004989138	-0.022857858199999997	0.0294163383	-0.10841193140000001	0.14803262960000002	0.2524555834	-0.1759161787	-0.0167543458	0.0482917579	0.0755325459	-0.07318765	-0.018575627	0.0899769032	0.0351731048	0.0159631437	-0.1247259712	-0.0541829528	0.13472962	0.0290905173	0.10015692679999999	-0.0073684475	-0.1129889918	-0.1356427019	0.12450533039999999	0.124477639	0.1244314912	0.0	0.0	0.0	0.0	0.0	0.0	-0.006471800000000001	0.007551199999999998	4.188419524000001e-05	5.702062143999998e-05	-0.0476206	0.055007400000000005	0.0030258140547600003	0.00226772154436	0.009739780000000005	0.009330554000000005	9.48633144484001e-05	8.705923794691607e-05	-0.000243555	6.209499999999998e-05	3.855789024999996e-09	5.9319038025e-08	0.000199323	8.132099999999995e-05	3.9729658329e-08	6.613105040999992e-09	9.00567e-06	0.00016972767	8.110209214890002e-11	2.88074819636289e-08	1.0	0.0	0.0	0.0	0.0	0.0
34553.234375	-18.41796875	339.22157287597656	1193926005.7736814	21636.30078125	6.580078125	43.29742813110352	468129511.49671936	22881.494140625	64.953125	523562774.10745615	4218.908447265625	1.4007790000000002	20.952753	0.1197083655	-0.1363705568	-0.0103309826	-0.0238712248	-0.05342180480000002	0.0362219159	-0.0565814942	-0.0673207467	0.1544890814	-0.0413749267	0.11295209689999999	0.0079063277	0.0764541229	-0.0115821291	-0.07511604200000001	-0.35106187479999995	-0.1396745582	-0.10763195390000001	-0.0751172126	0.1386928917	-0.13671300039999998	-0.1067967886	-0.1161071005	-0.079149647	-0.0681377865	-0.0057855630000000005	-0.11644998880000001	-0.0460111706	0.11108508560000001	0.09374190449999999	0.0396405909	0.041355553999999996	0.1534784836	0.0412972574	0.0101767318	-0.1150554364	0.0358324739	-0.102427961	0.0022644707	-0.0593031609	0.0351709805	-0.022988151600000003	-0.1211440724	0.0162631207	0.0507438384	0.0062970683	-0.0915244281	-0.0444846758	-0.0317016737	-0.1819726575	0.167032639	-0.14415752	0.0317704452	0.0627557765	-0.057839214699999995	0.0390062483	0.025063349900000004	-0.0447552062	0.062410436	-0.1459259714	-0.0422393377	-0.04329125019999999	-0.02637638	0.0751944588	0.129676621	-0.1110121699	-0.1742350319	0.0991473203	0.1189425817	-0.21134564039999998	-0.18477074670000002	0.039947726600000004	0.1308439816	0.066636471	-0.0391282472	-0.022944822200000003	-0.055621417199999995	0.1098671123	0.15014488480000002	-0.0603826693	0.1572390793	0.0878774161	0.1003579808	0.12494310900000001	0.1034857031	0.081330109	-0.0643995643	-0.0461247567	0.1242834272	-0.041600438999999996	0.1177516118	-0.0062375401	-0.0245531471	-0.024992907400000004	-0.1064431331	-0.033959747	0.0469731739	-0.039543769	0.1244314912	0.1241823917	0.12376759529999999	0.0	0.0	0.0	0.0	0.0	0.0	-0.0126322	-0.006160399999999999	0.00015957247684	3.795052815999999e-05	0.0218503	0.06947089999999999	0.00482620594681	0.00047743561009	0.000355901	-0.009383879000000005	1.26665521801e-07	8.805718508664108e-05	0.000183726	0.000427281	1.82569052961e-07	3.3755243076e-08	-1.90596e-05	-0.00021838259999999997	3.6326835216e-10	4.769095998276e-08	5.72058e-05	4.820013e-05	3.2725035536400003e-09	2.3232525320169e-09	0.0	0.0	0.0	0.0	0.0	0.0
34504.69140625	-48.54296875	2356.419815063477	1190573729.0405426	21623.025390625	-13.275390625	176.2359962463379	467555227.04361343	22885.01171875	3.517578125	523723761.3673248	12.373355865478516	1.102829	16.496037999999995	0.072143759	-0.0750289523	-0.0249176711	-0.10723537050000001	0.0160978944	0.049895816600000004	-0.0092462799	0.0043393193	0.0767918348	-0.0346716502	0.060431304299999995	0.14926953099999998	-0.043229909299999994	-0.015960223500000002	-0.1077444759	-0.12020351900000001	-0.0494299935	-0.10831697109999999	-0.0294097366	0.15759622550000002	0.0058410991	-0.0745095211	-0.0533184293	0.092370356	0.0171939186	0.012276238899999998	-0.114446553	0.0349116464	-0.1815531913	0.10442397449999999	-0.086887641	-0.18580605260000002	-0.0258284328	-0.0144200524	-0.0932073536	-0.0189394746	-0.1163406849	-0.0553147661	0.0474461773	0.006717185600000001	0.0549744469	-0.0021428276	0.1856204249	-0.0337056525	-0.123702113	0.0784996405	-0.0374787227	-0.0631771779	-0.0507458094	-0.0874090717	0.0070816363	-0.1189766413	-0.0293275548	-0.12487677900000001	0.022447639	0.0632975189	0.0060028167	0.0315156521	0.0626728147	-0.050324602	-0.1395860924	0.0032375612	-0.017953775	0.0957843921	0.0048918925	-0.0780011857	-0.1294879976	0.0824353752	-0.1077279606	-0.0761927976	-0.0400724779	-0.14403494460000002	-0.028088339599999998	0.006980327099999999	-0.1314489714	0.05428492730000002	-0.0811422026	-0.1812549913	0.0746453191	-0.06749973969999999	0.0519952871	-0.0556553333	-0.043215640199999995	-0.0723621289	-0.0361523394	-0.0386586411	-0.13063488369999998	0.083483045	-0.1329425909	0.024735569	0.2270628503	-0.0967332283	0.1010329164	-0.12057961880000001	0.0020395687	0.0398926106	0.026614496	-0.0354762587	0.1242838566	0.12359259759999999	0.1224433458	0.0	0.0	0.0	0.0	0.0	0.0	-0.019526	-0.006893799999999999	0.00038126467599999993	4.752447843999998e-05	-0.0279582	-0.0498085	0.0024808866722500003	0.00078166094724	0.00265006	0.002294159	7.0228180036e-06	5.263165517281e-06	0.000446672	0.000262946	6.914059891599998e-08	1.99515875584e-07	-1.90596e-05	0.0	3.6326835216e-10	0.0	5.72058e-05	0.0	3.2725035536400003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34447.43359375	-57.2578125	3278.4570922851562	1186625681.195816	21622.318359375	-0.70703125	0.4998931884765625	467524651.23416525	22876.81640625	-8.1953125	523348728.8852692	67.16314697265625	0.963888	14.417762	0.10639198	-0.0776460237	0.0515274934	-0.0273028204	-0.046200301	0.020433716	-0.06396783889999999	0.0855088767	0.1552276758	0.044294876500000004	0.016617872	0.042912014000000005	-0.10723927289999999	-0.07410880639999999	0.0031672447	0.0721770175	-0.0911486109	-0.06913591	0.046192383499999996	0.0678227059	0.0272833979	-0.0127899511	-0.064456723	-0.0157358844	0.16883975510000002	0.0281019285	-0.044752683499999994	-0.1469941628	0.026098489500000002	-0.17146403289999998	0.0678094332	0.0327040864	-0.2003817112	-0.1356428887	-0.040941568399999996	0.0290850779	-0.1111976799	-0.0015986419000000001	-0.0551873	0.0126015328	-0.021120275299999998	0.0185232559	0.20379007600000001	-0.0754811494	0.12166048410000001	-0.042051690999999995	-0.040449797200000005	-0.09063900109999999	0.021346391200000002	-0.0863080403	0.0097316422	-0.0788695468	-0.0493602829	-0.0751435765	-0.0419506156	0.0369334048	0.0654376576	0.1263435243	0.1239354845	-0.0295375	-0.0819773172	-0.0578346268	-0.0352832374	-0.07385647990000001	-0.10936213759999999	-0.006128063299999999	0.0248846015	0.1207915341	0.0380466531	0.0766564459	0.04332526849999999	-0.074164199	-0.0978642933	0.09776071970000001	-0.0257561428	-0.1017313747	-0.0149495462	-0.0645448739	-0.0028776709999999996	0.0975089471	-0.0412527764	0.0079756873	0.2034388066	-0.0042854551	0.0211547373	-0.0143428715	-0.006931356800000001	0.1568151124	-0.0437608189	0.007095434	-0.13621635470000001	-0.1023155269	-0.1284912901	-0.163815156	-0.0250717248	0.014977956399999999	0.0173200651	-0.2106324011	0.1240625143	0.1227096555	0.1204658081	0.0	0.0	0.0	0.0	0.0	0.0	-0.0195085	1.7499999999996685e-05	0.0003805815722500001	3.06249999999884e-10	0.00730206	0.03526026	0.0012432859352676	5.33200802436e-05	0.019276	0.01662594	0.00037156417599999985	0.00027642188088359995	2.8082e-05	-0.0004185899999999999	1.7521758809999996e-07	7.88598724e-10	-0.000434876	-0.0004158164	1.89117135376e-07	1.7290327850896002e-07	0.000312565	0.0002553592	9.7696879225e-08	6.520832102464e-08	0.0	0.0	0.0	0.0	0.0	0.0
