onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0237	0.5	congruent	female	female	2.309	right	correct
5.5402	0.5	incongruent	male	female	0.7455	left	correct
10.0567	0.5	incongruent	male	female	1.1418	left	correct
14.5732	0.5	congruent	male	male	0.6492	left	correct
20.0897	0.5	congruent	male	male	0.9045	left	correct
25.1062	0.5	congruent	male	male	0.6118	left	correct
29.6228	0.5	congruent	male	male	0.58	left	correct
34.1393	0.5	incongruent	female	male	0.5623	right	correct
39.6558	0.5	incongruent	male	female	0.7686	left	correct
44.6723	0.5	incongruent	female	male	0.9519	right	correct
49.1888	0.5	congruent	male	male	0.8192	left	correct
54.2053	0.5	congruent	male	male	0.7846	left	correct
58.7219	0.5	incongruent	male	female	0.7628	left	correct
63.2384	0.5	congruent	female	female	0.6291	right	correct
67.7549	0.5	incongruent	male	female	0.7135	left	correct
72.2714	0.5	congruent	male	male	0.9628	left	correct
78.7879	0.5	congruent	male	male	0.5501	left	correct
83.3044	0.5	congruent	female	female	0.6414	right	correct
87.8209	0.5	incongruent	female	male	0.6237	right	correct
92.3375	0.5	incongruent	female	male	0.7939	right	correct
96.854	0.5	congruent	female	female	1.2002	right	correct
101.3705	0.5	incongruent	female	male	0.7305	right	correct
105.887	0.5	incongruent	male	female	0.4839	left	correct
110.4036	0.5	incongruent	female	male	0.5752	right	correct
114.9201	0.5	incongruent	female	male	0.6195	right	correct
120.4366	0.5	incongruent	female	male	0.7737	right	correct
126.9531	0.5	congruent	male	male	0.605	left	correct
131.4696	0.5	incongruent	female	male	0.6223	right	correct
137.986	0.5	incongruent	female	male	0.5977	right	correct
142.5026	0.5	congruent	female	female	0.5449	right	correct
148.519	0.5	incongruent	male	female	0.9873	left	correct
153.0356	0.5	incongruent	male	female	0.6485	left	correct
157.5521	0.5	congruent	female	female	0.6588	right	correct
162.0686	0.5	congruent	male	male	0.5511	left	correct
167.0851	0.5	incongruent	female	male	0.9954	right	correct
172.6016	0.5	incongruent	male	female	1.4377	left	correct
177.1181	0.5	incongruent	male	female	0.6081	left	correct
181.6347	0.5	incongruent	male	female	0.5323	left	correct
186.6512	0.5	incongruent	female	male	0.6526	right	correct
192.6677	0.5	incongruent	female	male	0.7999	right	correct
197.1842	0.5	congruent	female	female	0.7382	right	correct
202.2007	0.5	congruent	male	male	0.7045	left	correct
206.7172	0.5	incongruent	female	male	0.5519	right	correct
212.2337	0.5	congruent	female	female	0.5102	right	correct
217.2502	0.5	incongruent	male	female	0.4455	left	correct
221.7667	0.5	congruent	male	male	0.5738	left	correct
226.7833	0.5	incongruent	male	female	1.3609	left	correct
231.2998	0.5	incongruent	female	male	0.5083	right	correct
235.8163	0.5	incongruent	female	male	0.7656	right	correct
240.8328	0.5	congruent	female	female	0.989	right	correct
245.8493	0.5	incongruent	female	male	0.6363	right	correct
250.3658	0.5	congruent	male	male	0.5296	left	correct
255.3824	0.5	congruent	female	female	0.5238	right	correct
259.8989	0.5	incongruent	female	male	0.4952	right	correct
264.9154	0.5	incongruent	male	female	1.0185	left	correct
269.9319	0.5	incongruent	male	female	0.8858	left	correct
276.4484	0.5	congruent	male	male	0.608	left	correct
280.9649	0.5	congruent	female	female	0.8083	right	correct
285.9814	0.5	congruent	female	female	0.6736	right	correct
290.9979	0.5	incongruent	male	female	0.67	left	correct
295.5144	0.5	congruent	male	male	0.9413	left	correct
300.5309	0.5	incongruent	male	female	0.9016	left	correct
305.5475	0.5	congruent	female	female	0.6078	right	correct
311.0639	0.5	congruent	male	male	1.4801	left	correct
317.5804	0.5	congruent	male	male	0.9564	left	correct
323.5969	0.5	congruent	male	male	0.6957	left	correct
329.1134	0.5	incongruent	male	female	0.4371	left	correct
334.1299	0.5	congruent	female	female	0.6593	right	correct
339.1464	0.5	incongruent	male	female	0.8346	left	correct
345.6629	0.5	congruent	female	female	0.5869	right	correct
350.1794	0.5	congruent	female	female	0.6372	right	correct
355.6959	0.5	congruent	female	female	0.5575	right	correct
360.7124	0.5	incongruent	female	male	0.6368	right	correct
366.7289	0.5	incongruent	female	male	0.5001	right	correct
371.7454	0.5	incongruent	male	female	0.7204	left	correct
376.2619	0.5	congruent	female	female	1.0777	right	correct
381.7784	0.5	congruent	female	female	0.473	right	correct
386.2949	0.5	congruent	male	male	0.5803	left	correct
391.8114	0.5	congruent	male	male	0.4516	left	correct
396.3279	0.5	congruent	male	male	0.5589999999999999	left	correct
400.8445	0.5	congruent	female	female	0.5612	right	correct
405.361	0.5	congruent	female	female	0.3835	right	correct
411.3775	0.5	incongruent	male	female	0.4548	left	correct
415.894	0.5	congruent	male	male	0.4681	left	correct
420.9105	0.5	incongruent	female	male	0.7024	right	correct
426.427	0.5	incongruent	female	male	0.8947	right	correct
430.9435	0.5	congruent	male	male	0.6940000000000001	left	correct
436.46	0.5	incongruent	female	male	0.5583	right	correct
442.4765	0.5	congruent	female	female	0.6036	right	correct
446.99300000000005	0.5	incongruent	male	female	0.8539	left	correct
451.5095	0.5	incongruent	male	female	0.6302	left	correct
456.5261	0.5	incongruent	male	female	0.5275	left	correct
461.0426	0.5	congruent	female	female	0.6668	right	correct
465.5591	0.5	congruent	male	male	0.5271	left	correct
470.0756	0.5	incongruent	female	male	0.5344	right	correct
474.5922	0.5	congruent	female	female	0.7367	right	correct
