name	intensity-avg	volume
Left-wm-bankssts	95.6381	2116.4
Left-wm-caudalanteriorcingulate	101.7351	2564.9
Left-wm-caudalmiddlefrontal	95.5649	5003.7
Left-wm-cuneus	90.6958	2191.6
Left-wm-entorhinal	79.0768	914.7
Left-wm-fusiform	90.3485	5697.3
Left-wm-inferiorparietal	98.4903	7979.1
Left-wm-inferiortemporal	89.7994	5799.0
Left-wm-isthmuscingulate	99.6799	3408.3
Left-wm-lateraloccipital	91.3874	9565.0
Left-wm-lateralorbitofrontal	92.2733	6488.1
Left-wm-lingual	86.2597	3826.2
Left-wm-medialorbitofrontal	90.23200000000001	2598.1
Left-wm-middletemporal	90.7186	4784.8
Left-wm-parahippocampal	86.4877	1367.9
Left-wm-paracentral	95.2916	4091.8
Left-wm-parsopercularis	98.3194	3601.7
Left-wm-parsorbitalis	89.5731	931.5
Left-wm-parstriangularis	95.2246	3354.2
Left-wm-pericalcarine	87.015	2071.7
Left-wm-postcentral	90.8978	5339.3
Left-wm-posteriorcingulate	99.4121	4479.6
Left-wm-precentral	94.1032	12644.6
Left-wm-precuneus	97.5677	8939.4
Left-wm-rostralanteriorcingulate	99.9689	2787.4
Left-wm-rostralmiddlefrontal	97.5667	13867.2
Left-wm-superiorfrontal	94.152	14904.9
Left-wm-superiorparietal	97.0828	11382.1
Left-wm-superiortemporal	93.8346	7373.0
Left-wm-supramarginal	98.0615	8430.9
Left-wm-frontalpole	86.4941	249.8
Left-wm-temporalpole	72.8095	465.5
Left-wm-transversetemporal	94.9951	813.7
Left-wm-insula	92.7112	9559.3
Right-wm-bankssts	98.7905	2756.4
Right-wm-caudalanteriorcingulate	100.5134	2822.0
Right-wm-caudalmiddlefrontal	94.493	4922.6
Right-wm-cuneus	91.0874	2339.4
Right-wm-entorhinal	77.7857	888.5
Right-wm-fusiform	90.3245	6020.4
Right-wm-inferiorparietal	95.1862	9465.5
Right-wm-inferiortemporal	87.4792	5739.1
Right-wm-isthmuscingulate	101.5195	3333.2
Right-wm-lateraloccipital	90.2104	8379.7
Right-wm-lateralorbitofrontal	95.1309	6886.7
Right-wm-lingual	85.4775	3784.5
Right-wm-medialorbitofrontal	93.75200000000001	3532.1
Right-wm-middletemporal	89.8137	5812.6
Right-wm-parahippocampal	88.7962	1359.1
Right-wm-paracentral	94.9695	4389.7
Right-wm-parsopercularis	97.4643	3380.0
Right-wm-parsorbitalis	89.3442	1395.8
Right-wm-parstriangularis	94.26	3898.6
Right-wm-pericalcarine	87.4476	2023.0
Right-wm-postcentral	91.2781	5262.2
Right-wm-posteriorcingulate	99.2641	4200.2
Right-wm-precentral	93.3507	11015.4
Right-wm-precuneus	97.1087	9616.4
Right-wm-rostralanteriorcingulate	100.3015	2038.8
Right-wm-rostralmiddlefrontal	95.7949	14083.4
Right-wm-superiorfrontal	93.682	14907.2
Right-wm-superiorparietal	96.1833	12085.6
Right-wm-superiortemporal	91.2795	5925.3
Right-wm-supramarginal	97.3446	6973.9
Right-wm-frontalpole	84.525	331.5
Right-wm-temporalpole	76.6426	506.8
Right-wm-transversetemporal	95.1835	539.3
Right-wm-insula	89.4449	10259.3
Left-UnsegmentedWhiteMatter	99.5689	23456.1
Right-UnsegmentedWhiteMatter	99.318	24768.7
