csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
34962.03125	n/a	n/a	1222343629.1259766	22531.771484375	n/a	507680726.22409433	n/a	22825.802734375	n/a	521017270.46860117	n/a	n/a	n/a	n/a	-0.046770426100000005	0.1517855902	-0.0399774864	-0.0654323418	-0.0005540396	0.1512922816	-0.1585171343	0.1355762491	-0.06676685480000001	0.1268163585	-0.009627911	0.0303459736	-0.06403101809999999	0.0887947671	-0.0634271221	0.106126309	-0.0009655334	0.0508905125	-0.038960612	0.1659204839	-0.010436009599999999	0.1507643072	-0.0729653371	0.08250319889999999	-0.022481401800000002	0.0705045077	-0.043111820700000004	0.06879420730000001	-0.0157909261	0.1776054063	-0.0747030573	0.0073129001	-0.1467244512	0.0369422133	-0.0160410055	-0.0307376772	0.045796898899999994	-0.081556988	-0.0014787882	0.1128734792	-0.1308844041	-0.076522013	0.060751013799999996	-0.14873489550000002	-0.022440699900000003	-0.0129335154	0.12492580390000001	0.10050366699999999	-0.0220218659	-0.1269963955	0.003067129	-0.1048986051	-0.0059412434	0.08576304359999999	-0.1409827588	0.0994854934	-0.0827874588	0.11070120130000001	-0.1271931099	0.0972871043	-0.0527633285	0.005521104399999999	-0.0350369267	0.021838400499999997	-0.1400774279	0.0231044172	-0.0447472154	0.071433944	-0.08618190740000001	-0.0663372782	0.053710759500000003	-0.0595279317	0.0901798101	-0.06309251769999999	0.0103771597	-0.0051664881	0.05898797030000001	-0.1099870541	0.0686002501	-0.021562316499999998	0.0321090762	-0.025576386099999997	0.0032734770000000003	0.003622479	-0.16260020630000002	0.1032882637	-0.1094129523	0.0179860277	0.0691835019	0.079743236	-0.0675195559	0.1532934041	0.0418634429	-0.1529669779	-0.0327504745	0.1482789296	-0.0247442807	-0.0657479263	-0.049169338300000004	0.0589657753	0.0015139497	-0.1105290024	-0.027995613	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.0518742	n/a	0.0026909326256399995	n/a	0.0727632	n/a	n/a	0.0052944832742400005	0.0821631	n/a	n/a	0.006750775001610001	-0.00096077	n/a	9.230789929e-07	n/a	-0.000843223	n/a	7.110250277290002e-07	n/a	-0.000407999	n/a	1.6646318400100003e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34719.01171875	-243.01953125	59058.49256896973	1205409774.7266998	22547.833984375	16.0625	508404817.38693625	258.00390625	22811.984375	-13.818359375	520386631.12524414	190.9470558166504	1.1320059999999998	20.787231	0.06726339999999999	0.1130345233	0.0841258509	0.0363631519	-0.0207508639	0.001646278	-0.030206657	-0.059470438099999995	0.0813307548	0.038784059700000005	0.1084821118	0.1288251147	-0.1195778557	6.42914e-05	0.1486930473	0.1570608804	0.1447652572	-0.1721500131	0.0409127861	-0.0808903574	0.1304309165	-0.1390402894	0.0124211331	-0.12407932039999996	-0.0075408125	-0.0313424195	-0.025636139500000002	0.0866090974	0.0170545032	-0.06805993099999999	-0.16307087050000002	0.0148987249	0.0454338917	-0.07116976400000001	0.1734542936	-0.0413562851	-0.0908665425	-0.106385447	-0.0557921697	0.0541790452	0.077977262	0.1281127263	0.06590983639999999	-0.12220661810000001	0.1075505524	-0.16969163489999994	-0.09173939689999999	-0.09105136220000001	0.032511429	-0.0243983358	0.0104610775	-0.0186465552	-0.1636913488	0.015086629099999999	0.11196485390000001	-0.0309895946	-0.0228755298	-0.0464162211	0.0210807306	0.027694748199999997	0.1198753383	-0.0169814576	-0.0245289289	0.1458344952	0.08320010650000001	-0.1128459642	-0.19728215940000002	0.1001661063	0.23194339100000005	-0.018319055600000002	-0.050613682	0.1133416835	0.0016145045	0.0921563136	-0.13573047119999998	0.0940904141	0.09752256320000001	-0.1246975625	0.016631306999999998	0.0095684462	0.0326417503	-0.128075111	-0.066477811	0.0617420083	-0.1202935235	0.1207740482	0.0026144494	-0.0664573541	-0.024845263599999997	0.0123467926	-0.1202313321	0.0824201915	-0.051237282	-0.19770011350000002	0.0343167186	-0.1119366112	0.0167799632	-0.0663837203	-0.0685365927	0.0785624728	0.07711475429999999	0.043824608	-0.0674137225	-0.0587225062	0.1110641056	0.1109231287	0.1106882998	0.1103598175	0.0518601	-1.409999999999606e-05	0.00268946997201	1.9880999999988888e-10	0.0871281	0.0143649	0.00020635035200999998	0.007591305809609999	0.108711	0.026547899999999985	0.0007047909944099992	0.011818081520999998	-0.000978598	-1.7828000000000006e-05	9.576540456040001e-07	3.1783758400000017e-10	-0.000787185	5.6038000000000015e-05	6.19660224225e-07	3.140257444000001e-09	-0.000860863	-0.00045286400000000003	7.41085104769e-07	2.05085802496e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34668.78515625	-50.2265625	2522.7075805664067	1201924664.2102206	22543.560546875	-4.2734375	508212122.1306191	18.26226806640625	22800.513671875	-11.470703125	519863423.7013588	131.57703018188477	1.269994	23.321129	0.1007948	0.1007225817	0.0719309878	0.043377961799999996	-0.1020736951	0.0157593639	-0.0764970029	0.0368376151	0.0667707518	-0.0551254148	0.1273021204	0.0234141327	0.0741084885	0.0373457471	0.0898344094	-0.0731039681	-0.0306436696	0.08837627960000001	0.0575472929	-0.030008713399999998	-0.1492855012	-0.0416804036	0.0229828275	-0.022196903599999998	0.0735372517	0.0155788272	0.053814704500000005	0.155548796	0.0317671359	0.1393715058	0.0212740704	-0.014484696100000001	-0.0333497445	0.1093005636	-0.0046461116	-0.067662193	0.0337496975	-0.1465518315	0.13154608199999998	0.0020288164000000003	-0.0297725807	0.0352828169	0.0804740023	-0.053453278	0.0004701112	0.0429281263	-0.007533876899999998	0.0714157181	0.1115552854	-0.1595447975	0.0261276899	0.0568182021	0.0186631894	-0.012528939199999999	0.0175068146	-0.0514073003	-0.0646856654	-0.0476287517	-0.0035746975	0.0094195435	0.1793270686	-0.0320482543	-0.0150907651	0.0128401832	0.0376208695	-0.024039694	0.034251722799999995	-0.0295411231	-0.1084368451	0.08562378679999999	-0.1107653967	0.0306853506	0.0223202463	0.0694249225	0.009484070899999999	0.030519966800000006	-0.0093806523	-0.01652925	-0.10494926369999999	-0.0279682064	-0.0755081422	-0.0194880144	0.0617850764	0.022967353500000003	0.12409138089999999	-0.0042584771000000006	-0.1634505641	0.0211362284	0.0858868803	-0.06906975480000001	-0.0209041246	-0.0131773731	-0.0804113482	-0.1387387118	0.0107545726	-0.081884348	0.0295717428	-0.0232823032	-0.0037017706	-0.1269199682	-0.0150782097	-0.0047913899	0.0795832376	0.11146930349999999	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	0.0518869	2.6800000000000438e-05	0.00269225039161	7.182400000000233e-10	0.0620471	-0.025081	0.0006290565609999999	0.00384984261841	0.053172800000000006	-0.05553819999999998	0.003084491659239998	0.0028273466598400005	-0.0008459869999999998	0.00013261100000000025	7.156940041689995e-07	1.758567732100007e-08	-0.00105755	-0.00027036499999999995	1.1184120025e-06	7.309723322499998e-08	-0.000860863	0.0	7.41085104769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34756.54296875	87.7578125	7701.433654785156	1208017279.138565	22554.900390625	11.33984375	508723531.63101584	128.59205627441406	22866.541015625	66.02734375	522878698.01926035	4359.610122680664	1.378014	25.304718	0.05509589999999999	0.0667135469	-0.046872047699999995	-0.027066535099999997	0.0132914452	0.0924795734	0.0301309929	0.0392206633	-0.0035244231	-0.0490057948	0.1646967349	0.0794404019	-0.0458687363	0.0666448326	0.0726773547	0.0345865823	-0.0043445096	-0.1258475817	0.0026449732	0.0455235895	-0.016848818600000003	-0.039605657	0.2541564526	0.0872676266	0.0830936841	0.0935278366	-0.0061182097	0.0336347737	0.0206056338	0.0200264182	0.0026850188000000002	-0.0523487066	0.1018238433	0.20319643850000002	0.0540602656	-0.0332499432	0.0730026875	0.0110246277	-0.017670537	0.08433200939999999	-0.030527987200000002	-0.1122006247	-0.1191964203	-0.0439094698	-0.0385207058	0.1313874139	0.0112480471	0.1055713817	0.0138443012	0.026971952200000003	0.0785820941	0.0673470006	0.0305128826	0.0257213057	0.09291922150000001	-0.0281853304	0.0586475971	0.0273614187	-0.0576582011	-0.044079517400000004	0.1943233521	-0.0332032576	0.0559032938	0.027892406600000003	0.0716223896	-0.0180798025	0.0287164767	0.09146771810000001	0.030647719900000002	0.0193334467	-0.13666141380000002	-0.1394184148	-0.16289619689999998	-0.024808304399999998	-0.06949384780000001	-0.0047550445000000005	0.1398303303	0.07345787150000001	-0.007451954	0.0470802505	-0.0582734885	0.0291014307	-0.0079322257	0.0310264045	-0.0319046334	-0.0699437286	-0.2123357921	-0.0944901834	0.13987396859999998	-0.040671438	0.06781627330000001	-0.0359322695	-0.0226565525	0.1013962408	-0.078211843	0.1164003	0.0831201067	0.07213181519999999	0.034517998599999995	0.1357630511	0.091145978	-0.0067192946	-0.032826380499999995	0.07179148099999999	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.0458869	-0.0059999999999999975	0.00210560759161	3.599999999999998e-05	0.06493310000000001	0.0028860000000000066	8.328996000000037e-06	0.004216307475610001	0.07993360000000001	0.0267608	0.00071614041664	0.0063893804089600005	-0.000964604	-0.00011861700000000022	9.30460876816e-07	1.4069992689000055e-08	-0.000787185	0.00027036499999999995	6.19660224225e-07	7.309723322499998e-08	-0.000860863	0.0	7.41085104769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34690.21875	-66.32421875	4398.9019927978525	1203411276.9228516	22583.353515625	28.453125	510007856.0116921	809.580322265625	22819.978515625	-46.5625	520751419.45358664	2168.06640625	1.272137	23.360477	0.04389985	0.0010636587	0.0423394206	-0.12563415449999998	0.0185315293	-0.022675745299999998	0.088092875	0.056770950599999995	-0.0203957273	-0.1116838526	0.1501815464	0.014538623899999999	0.0891244408	-0.0122623792	0.0628072886	-0.0969248475	-0.0040836558000000005	-0.0840195634	0.0019942354999999998	0.038519192599999995	-0.042339568200000004	-0.0654875772	0.1354162898	0.0083006802	0.005328622	-0.0936151068	-0.1338248956	0.1694534748	0.0198722222	0.15906742199999999	0.016680336	0.0855184831	-0.1802654105	-0.04668926650000002	0.0625471559	0.1882041332	0.0780183136	0.0179755529	0.0322607138	-0.0590627002	-0.118171439	0.0689372018	0.0192034034	-0.0760903439	0.0685862709	0.008877746800000001	-0.011622274699999999	-0.0697992492	0.0013871384	0.0195903673	-0.0581951392	0.1244381284	0.054882460599999995	0.0072298456000000014	0.0323222261	0.0221751156	0.039181266299999996	0.0349122944	-0.0290930363	-0.11955578	0.170782942	0.021022992999999997	0.0142634476	-0.1057707859	0.0478195157	-0.1223443043	0.06463851849999999	0.0226551725	0.0020420781	0.0470343747	-0.14423835570000001	-0.0447293956	-0.08953881949999999	0.0237813389	-0.0416495652	0.1626495948	-0.0285518328	-0.0387932136	-0.0791957507	-0.1359331789	-0.062258350999999997	0.0966873114	0.17053033469999998	-0.0872824086	-0.0707072643	0.1566150277	0.0371520339	0.11676984859999999	-0.1057975597	-0.17663613190000002	0.0091302112	0.038464364	0.0031686696	0.0416853387	0.0260254163	0.04290757519999999	-0.0696120868	-0.1311360705	-0.0752270022	0.09067447630000001	-0.04989295269999999	0.011715280900000001	0.1169458724	-0.0855528694	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.0518636	0.005976699999999994	0.0026898330049599994	3.5720942889999934e-05	0.06271739999999999	-0.002215700000000015	4.909326490000066e-06	0.003933472262759999	0.06788730000000001	-0.012046299999999996	0.0001451133436899999	0.004608685501290001	-0.0006122780000000001	0.00035232599999999987	3.7488434928400007e-07	1.2413361027599995e-07	-0.000787185	0.0	6.19660224225e-07	0.0	-0.0007399660000000001	0.00012089699999999992	5.47549681156e-07	1.461608460899998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34737.55859375	47.33984375	2241.060806274414	1206697977.0542145	22536.873046875	-46.48046875	507910646.7309609	2160.4339752197266	22816.03125	-3.947265625	520571282.00097656	15.58090591430664	1.192413	21.896484	0.09362015000000004	-0.027780341	0.1464462661	-0.0454888522	-0.0566930021	-0.0588161653	0.0753176159	-0.0538211087	0.0511016554	0.0807932528	0.0821879849	0.0625732283	0.0490128756	0.0133738399	-0.0634988639	-0.042372507000000004	-0.0267936948	-0.0196611512	0.0411628682	0.0604272185	0.060525845	0.0027227903	0.06967071650000001	0.0044076135	0.0667973915	0.0153780654	0.1186302924	-0.0833109952	-0.0692253115	0.1366138429	0.0666948039	0.0353407586	0.0622305634	-0.0720608285	-0.1734672841	0.024431577700000002	-0.1318508404	0.1642968101	0.12030870699999999	-0.1821797621	-0.046582177300000006	0.0480470245	0.0552498854	0.0715479131	-0.0237285504	0.0509536917	0.0829790377	0.0160285083	0.061056974000000014	-0.024581409	-0.12892483789999998	0.0267093314	-0.0432853634	0.0633935585	0.0323944027	-0.06988363389999999	-0.014723844	-0.0685377113	0.0298733938	-0.0909287091	0.058642251799999996	-0.0299173248	-0.107064644	0.003411306	-0.0530378263	0.0544037496	0.0290202273	0.0044153687	0.043606317900000004	-0.0471889886	-0.0711617261	0.018828707	-0.073646753	-0.0161954642	0.018520986200000002	-0.11001484339999999	-0.0476014996	-0.12263239769999999	-0.0359391622	0.0344976516	-0.0530890711	0.1266047443	-0.0023775645	0.0834932838	0.165033779	-0.0496284547	0.0795123618	0.23518859399999997	-0.0570478663	0.129520295	0.0328219803	-0.011958936399999998	-0.0686323296	0.1333918969	-0.0026326065999999998	0.0770507648	0.0028108401000000002	-0.033765415699999995	-0.1242778785	-0.0363186748	0.0581664191	-0.019828975800000002	0.06738446599999999	0.0640247457	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.0518528	-1.0799999999991372e-05	0.002688712867840001	1.1663999999981365e-10	0.102789	0.04007160000000001	0.001605733126560001	0.010565578521	0.0327712	-0.03511610000000001	0.0012331404792100009	0.00107395154944	-0.0007955639999999999	-0.00018328599999999982	6.329220780959998e-07	3.3593757795999935e-08	-0.000787185	0.0	6.19660224225e-07	0.0	-0.000554819	0.0001851470000000001	3.07824122761e-07	3.4279411609000034e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34735.09765625	-2.4609375	6.05621337890625	1206527009.1892242	22544.99609375	8.123046875	508276848.8672028	65.98389053344728	22840.11328125	24.08203125	521670774.70033264	579.9442291259767	1.013198	18.605534	0.0594293	0.0314405236	0.058917121600000004	0.026916902700000002	-0.022323862200000003	-0.0014890142000000002	-0.0488920716	-0.032796246099999996	0.0097628774	0.12684835560000002	0.1330008748	0.0552341613	0.0420548822	-0.0059067758	-0.0774192755	0.0378654909	0.0020943017	-0.0843321861	0.0261727471	0.0735647553	0.0171357535	-0.1509185493	-0.05529223849999999	-0.0177562097	0.0997421663	0.07135752769999999	0.11239596730000001	-0.0384841103	0.1310239088	-0.0080293579	-0.0657796311	0.106703287	-0.06787579099999999	-0.0380106045	0.035044829	-0.0960402004	0.044461466500000005	-0.09181667380000001	0.0097775676	0.09545768939999999	-0.1759291458	0.0046392041	0.1427700847	-0.098951451	0.0006343276000000001	0.0776274713	0.1103404554	0.0270540128	-0.12172945140000001	-0.026164958999999998	0.01329758	-0.0318176141	-0.0748668515	0.1201921812	-0.0113469471	-0.0045781769	-0.0493129747	-0.0017678325	-0.0055036624	-0.010296194100000001	0.1040608512	-0.0831397585	-0.1692029765	0.0261533794	-0.0849321098	0.0364868837	-0.0577949538	0.10869503	0.07600096	-0.0818387663	-0.0333115894	-0.0535168525	0.014399829	0.1194966792	0.1064345871	-0.10379132810000001	0.09238442029999999	0.0505338313	-0.0759178375	0.0298693936	-0.0581702385	-0.0502658451	0.0773499295	0.0471804862	-0.0423162967	0.1410047072	0.1021136197	-0.0101316858	-0.0403249174	0.0283636437	-0.0630454739	-0.1236190802	0.0396947012	-0.10205422369999999	0.1465777392	0.0479848918	-0.0047204609	0.0108242575	0.0925784649	-0.1173854191	-0.0460155371	-0.17305909239999998	-0.07957151030000001	0.0594171084	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	0.051873	2.0199999999998e-05	0.002690808129	4.080399999999191e-10	0.0947583	-0.008030700000000002	6.449214249000003e-05	0.00897913541889	0.0553386	0.022567399999999998	0.0005092875427599998	0.0030623606499599995	-0.000226647	0.000568917	5.1368862609e-08	3.2366655288899996e-07	-0.000787185	0.0	6.19660224225e-07	0.0	-0.000562122	-7.3029999999999545e-06	3.15981142884e-07	5.333380899999932e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34833.6796875	98.58203125	9718.416885375977	1213385240.57135	22552.943359375	7.947265625	508635254.17117685	63.15903091430664	22901.33984375	61.2265625	524471366.63893133	3748.6919555664062	1.22928	22.573494	0.08539935	0.0004966241999999999	0.012329594199999998	0.11819487810000001	-0.0515048775	-0.017255656	-0.1308259719	0.06804603740000001	-0.0567276254	0.0717003137	0.0638039267	0.12323625269999999	0.0641067619	0.033559260099999995	0.0123518421	0.1277347942	0.0221686228	0.047714539400000006	0.228164335	-0.0499550907	-0.0086684814	-0.048939217300000004	-0.0319306398	0.0418647205	-0.0676776701	-0.0457032431	0.013010034399999999	-0.033911796699999996	-0.042374563600000005	-0.2125377873	-0.0282123748	0.020332533	0.2014438015	-0.0432690575	0.0278420602	-0.0101599834	-0.005810480600000001	0.07067485650000001	0.0895409358	0.080075038	0.0553607512	0.0185773085	-0.0984548526	0.1317693986	0.033759677200000004	0.0618450359	0.011915291299999999	-0.1611272174	-0.029385525200000002	-0.0765224219	0.036806322	-0.07838515759999999	-0.00047770230000000004	0.0257756761	0.0552158277	0.0034167284	-0.1414690533	0.014405533	-0.09777287800000001	0.0622879051	0.0738782871	0.063867226	-0.1317962006	0.0704647217	0.0534218882	0.1338825964	-0.0296072394	-0.1445521765	0.0810973744	-0.0246691539	-0.1250067885	0.0579981046	0.0073348358	-0.0051470965	-0.042130975300000005	-0.0417751965	-0.054238702	0.0375685949	0.1408748321	0.0453086355	0.09888296449999999	-0.015554572	-0.1391184201	0.0320757877	-0.1197460474	0.0322103426	0.07497348599999999	0.0009830092999999999	0.1205864458	0.07287025059999999	0.0779712301	0.061275957199999995	-0.047336185	0.008265011800000001	0.018653195900000002	0.0966819382	-0.052808220999999995	0.17013679920000002	0.055731627400000004	0.1213554671	-0.028807264	-0.0418356868	-0.0777174329	0.048253222900000003	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.0518945	2.1500000000000685e-05	0.0026930391302500004	4.622500000000295e-10	0.06983760000000001	-0.02492069999999999	0.0006210412884899995	0.004877290373760002	0.0187863	-0.0365523	0.0013360706352899994	0.00035292506768999995	0.000131873	0.00035852	1.7390488128999997e-08	1.2853659039999998e-07	-0.000787185	0.0	6.19660224225e-07	0.0	-0.000442545	0.00011957699999999996	1.9584607702500005e-07	1.4298658928999988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34774.4921875	-59.1875	3503.16015625	1209265306.8984985	22516.123046875	-36.8203125	506975797.06201553	1355.7354125976562	22920.166015625	18.826171875	525334010.18381125	354.424747467041	1.097116	20.146536	0.08609352499999999	0.0354475516	-0.0519609921	0.0839105966	-0.0765798768	0.16577818689999999	0.0183944901	-0.0594798442	0.0114249885	-0.0014196518	0.0062444891	-0.0134955867	0.0185596681	-0.0426363942	-0.1095925535	0.0004841446	0.1236701533	-0.0636159063	0.1179886174	-0.09447564619999999	-0.1440653815	0.0392602747	-0.1059129009	0.0066258237	-0.0475813887	-0.0077386005000000015	0.1411355066	0.0482115253	-0.0725376308	0.041085522400000005	0.0576981067	0.0166287574	-0.0134323473	0.11821414050000001	0.013082267600000001	0.0735792078	-0.1323334035	-0.1552460709	-0.0163387902	-0.0397058471	0.0215858041	-0.027527861299999998	0.07178973849999999	0.072449122	-0.0893728751	-0.0431578482	0.0560203038	0.06871344389999999	-0.1489005694	-0.0534533482	0.09111762429999999	-0.0326872429	0.0325823621	0.060782438499999994	0.026132078599999997	-0.1353764529	0.0962367834	-0.0042126864	0.0134305739	0.0707087156	0.0079116461	-0.07032400650000001	-0.0271202624	-0.0913404004	-0.1150893274	0.0361161024	-0.1279278416	-0.060006154699999995	0.0808493844	0.1177254715	-0.0203328418	-0.021541210499999998	0.08763455699999999	-0.0438955558	0.0298387052	-0.1255991236	-0.1272864599	-0.0292855273	-0.0615081027	-0.0946309109	-0.0396990644	0.046633052800000005	-0.012684073700000001	-0.017546553	0.04847452730000002	0.025626666	-0.06505833379999999	-0.0039449791	-0.0808407543	-0.0658863179	-0.1005551103	0.0391059603	-0.1355222551	0.0879017233	0.0172335251	-0.0204485235	0.1331676299	0.09636229369999999	0.0956315467	-0.1146452532	0.0343913163	0.20752284489999998	0.0182324722	0.0427009344	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	0.0517569	-0.00013760000000000858	0.00267877669761	1.893376000000235e-08	0.00653508	-0.06330252000000001	0.004007209038350402	4.27072706064e-05	0.0326642	0.0138779	0.00019259610840999995	0.0010669499616399998	-4.9051e-06	-0.00013677809999999998	2.406000601e-11	1.8708248639609995e-08	-0.000787185	0.0	6.19660224225e-07	0.0	-0.0004038130000000001	3.873199999999998e-05	1.6306493896900005e-07	1.5001678239999985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34769.7578125	-4.734375	22.414306640625	1208936058.3399048	22555.240234375	39.1171875	508738862.03036886	1530.1543579101562	22945.4375	25.271484375	526493102.0664063	638.6479225158691	1.004939	18.45388	0.12805031500000005	-0.013766880300000001	-0.0012622905999999999	0.09090165289999999	-0.10671498289999999	0.0191570998	-0.0348049971	0.0682276282	-0.0594674412	-0.0626906181	0.0375768653	0.0106215172	0.045976403799999996	0.0222065113	0.0269514109	0.0187755262	0.0241179096	0.049878431200000004	0.0298887446	0.0224690271	-0.1206220011	0.1713705366	-0.0957872449	-0.0056310711	-0.0298774469	-0.1460518425	0.0019397233999999999	0.1284781811	-0.0425656165	-0.023693633199999998	0.0685226267	-0.027472310899999998	-0.0748839811	0.1001419748	-0.0706784447	0.0042433852	0.0570767517	-0.0178859763	0.0104619742	0.0629997883	-0.0290054017	0.0577802287	0.049976823899999995	-0.014803861000000001	-0.0528338179	-0.0313940591	-0.0190697386	0.0020261807	-0.0839543692	-0.1295772616	-0.0029206685999999997	0.0071352377	0.1224193957	-0.0358422802	0.0125006823	-0.0632480148	-0.0557384338	0.06822620530000001	-0.0652705757	0.0368591475	0.06482377610000001	0.0139691572	0.0279656984	-0.0023635151	0.0414122046	0.044670595099999995	-0.030501671600000002	-0.0952016985	-0.0052165246	0.0712434513	0.0639517832	-0.025263917799999997	0.0848348459	-0.0487650746	-0.036763624700000004	0.124682331	-0.1465330551	0.0680635961	0.023016351	-0.0876202354	-0.0354811065	-0.02237904	0.0537466992	-0.09562599179999999	0.05378301480000002	-0.0357610937	-0.11751258279999999	0.0015181282999999998	-0.0727745325	-0.034201070699999996	-0.0530396745	-0.0728259001	-0.0033376572999999996	-0.1011097575	-0.030315140499999997	-0.0008296957000000001	-0.046855928	0.0158056964	0.1293149349	0.0272772282	0.021104863199999997	-0.0114196178	0.0625473568	-0.0108206617	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	0.051519900000000014	-0.0002369999999999872	0.0026543000960100012	5.616899999999393e-08	0.0494771	0.04294202	0.0018440170816804	0.00244798342441	-0.0109559	-0.0436201	0.00190271312401	0.00012003174481	-0.000473286	-0.00046838089999999994	2.23999637796e-07	2.1938066748481e-07	-0.00106473	-0.000277545	1.1336499729e-06	7.703122702500002e-08	-0.000482911	-7.909799999999994e-05	2.33203033921e-07	6.256493603999991e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
