csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
36774.16796875	n/a	n/a	1352339429.7938385	21697.681640625	n/a	n/a	470789388.57791525	21857.150390625	n/a	477735023.19839865	n/a	n/a	n/a	n/a	-0.0368564843	-0.09516053949999999	-0.0060334297	0.0078456044	-0.1863795499	0.0659360747	-0.0124680513	-0.1402323652	0.2606814595	-0.0208634759	0.09446022800000001	-0.101204112	0.096084541	0.023018947799999998	-0.22809460039999999	0.0133262055	-0.0097431346	0.20065474670000005	-0.12184550220000001	0.161839951	-0.2217479463	0.048114352199999995	-0.0604754047	0.1840912587	-0.1344737239	0.0390818577	-0.0196427899	-0.1376847582	0.0122591548	-0.0612828806	-0.0206020977	0.0188579338	0.0027197326	-0.1117422684	-0.04921357	0.1533527808	0.1264007149	-0.0613227779	-0.0241216727	-0.014511963000000001	-0.0151181907	0.08015735339999999	0.1226509501	-0.0514031618	-0.0722807343	-0.0601977342	-0.156226322	0.081036684	-0.1252773636	0.1594451797	-0.31515071629999997	0.012248235900000001	-0.0648075319	0.1188364128	-0.0183889345	0.0562365721	-0.021406538399999998	0.0802418935	-0.1400224564	0.2031629586	0.0696065063	-0.0101323664	0.16506426789999998	-0.0380217022	0.0099498837	-0.058670909699999996	0.15793120970000002	-0.050333366399999996	0.10574240210000001	-0.0427839453	0.0964761031	-0.1236166414	0.0135567258	0.029201346200000002	-0.0596561175	-0.202132958	0.1391918839	-0.1314961609	0.0392257934	0.0157453683	-0.0601635059	0.012806550900000001	0.0288805353	0.1080903558	-0.054198650099999995	-0.0309302027	0.1118080374	0.08484553380000001	-0.048101642699999995	-0.10606364019999999	0.0616403576	0.1230711649	0.0731277422	-0.072857932	0.1217078847	0.1216831682	0.1216419777	0.017562099999999997	n/a	n/a	0.00030842735640999983	-0.0208899	n/a	n/a	0.00043638792201	-0.0698109	n/a	0.004873561758809999	n/a	-0.0008969349999999999	n/a	8.044923942249997e-07	n/a	9.82259e-05	n/a	9.64832743081e-09	n/a	-0.000504332	n/a	2.5435076622399995e-07	n/a	0.0	0.0	0.0	0.0
36624.7578125	-149.41015625	22323.394790649414	1341372884.8242798	21768.08203125	70.400390625	4956.215000152588	473849395.3192291	21937.03125	79.880859375	481233340.06347656	6380.951694488525	1.125268	20.231148	0.111340022805	-0.058453342699999994	-0.0790143969	-0.0832598747	-0.0894671785	-0.0378803398	0.1708085191	0.0426318459	-0.0215251817	0.02192084	-0.057663895599999994	-0.004167327	-0.0354013392	-0.1340716489	0.041926278500000004	-0.1646603305	0.06409985160000001	0.0629439322	0.047773960899999995	-0.17441537	0.042479612300000004	-0.0226883633	-0.16993181350000006	0.0038858720000000003	-0.0690292118	-0.10640162869999999	0.1242266685	-0.057413636799999994	-0.1314168427	0.058781492699999986	-0.0954914206	-0.1060036293	0.0608248931	0.0089315727	0.0782024912	-0.02310832	-0.140140535	0.0254239672	0.0625044164	-0.1186631109	0.0999134841	0.0698400768	-0.11124495109999999	0.0787994289	0.0818858703	0.0738272148	-0.0636856442	-0.10392612	0.004483792	-0.0573533699	0.0361486514	-0.046905276100000004	-0.12272792589999999	-0.022956252200000003	-0.11831261439999999	-0.0357363114	-0.0612004483	0.0283304359	0.06705047160000001	0.0678729513	0.0087743292	0.0054083284	0.05181859	0.030562417799999998	-0.052628578499999995	-0.0851596705	-0.1126370687	-0.0198017132	0.051093063	0.1085497131	-0.0879502802	0.0524126716	-0.0331581993	-0.0378460915	-0.020832096499999998	0.04465719940000002	-0.0346569542	0.0012377561	-0.2232969287	0.07114196730000001	0.013864713400000001	0.08950824710000001	-0.0736160892	0.16791657940000002	-0.010096563499999999	0.0104706388	-0.0775321321	0.0714102248	0.1606705261	-0.07081026559999999	0.069315718	0.0821587734	-0.060078700199999995	-0.0387064992	0.0419234544	0.1216419777	0.12141962949999999	0.12104935019999999	0.0194789	0.0019168000000000032	3.674122240000012e-06	0.00037942754521	-0.0186654	0.0022244999999999973	4.948400249999988e-06	0.00034839715716000015	-0.0272863	0.0425246	0.0007445421676900001	0.00180834160516	-4.1443900000000005e-08	0.0008968935560999998	1.7175968472100006e-15	8.044180509737038e-07	-0.0	-9.82259e-05	0.0	9.64832743081e-09	-0.000205969	0.000298363	4.2423228961000015e-08	8.9020479769e-08	0.0	0.0	0.0	0.0
36732.88671875	108.12890625	11691.860366821289	1349304966.69252	21736.18359375	-31.8984375	1017.5103149414062	472461677.22120667	21936.599609375	-0.431640625	481214402.42203134	0.18631362915039065	1.270889	22.849274	0.09868547780500002	0.0015439349	0.21838002210000002	0.0004330031	-0.0893348618	0.0966641218	-0.0161091356	0.0840655585	0.070901771	0.060864166500000004	-0.1173092828	-0.058581061799999994	-0.0540014928	0.09442854519999999	0.06948419900000001	0.0024828245	0.0339172096	-0.1120848387	-0.0311357606	0.056247772300000005	0.1253487127	-0.1135913636	0.0890162902	-0.11379468449999999	0.0780830771	-0.13160279560000002	0.1914157358	0.0233990993	0.0353820729	-0.0792987998	0.0834509234	-0.0845093275	0.028632599900000007	-0.1270109857	0.1627113355	-0.0077011859	0.0092668311	0.1041596406	0.0397523766	0.0276528366	-0.0689861671	0.06875431679999999	0.1175231735	-0.1643384503	-0.0300571879	-0.028580027	0.015733562	0.1079712162	-0.08963374730000001	-0.1240758639	0.12767966279999998	0.0513567651	-0.0668508033	-0.04871591769999999	-0.0856089436	0.0929771732	0.0653048384	-0.1633374639	0.0274735885	-0.0186774017	0.0040928364	-0.0572355737	-0.025477202799999998	0.1316246289	0.0405818643	-0.0165620331	0.1390293426	-0.0022103068	-0.0409385606	0.0700452666	0.0045475188	0.1146803087	8.32708e-05	-0.1574474544	-0.06270922	-0.069056841	-0.0077181698	0.0759312014	-0.12184021619999999	0.0723512818	-0.0376574378	-0.0867118542	0.1514483143	-0.0860310359	0.0402526475	-0.037998987000000005	0.07722576589999999	0.0057691991000000005	-0.1376719271	0.07502176519999999	0.16992954710000002	-0.012469903300000001	-0.0692785167	-0.0675671922	-0.0693179197	0.1215101995	0.120893123	0.1198669825	0.010901	-0.0085779	7.358036840999999e-05	0.00011883180100000005	0.017090099999999997	0.0357555	0.0012784557802499998	0.00029207151800999983	-0.0320999	-0.004813600000000001	0.00103040358001	2.317074496000001e-05	-0.0006358409999999999	-0.0006357995561000001	4.042937772809999e-07	4.04241075536957e-07	0.000130064	0.000130064	1.6916644096000002e-08	1.6916644096000002e-08	-0.000430875	-0.000224906	1.85653265625e-07	5.058270883599999e-08	0.0	0.0	0.0	0.0
36719.1328125	-13.75390625	189.16993713378903	1348294714.5020142	21785.4453125	49.26171875	2426.7169342041016	474605627.4639282	21918.033203125	-18.56640625	480400179.49329	344.71144104003906	1.334702	23.996557	0.16529562	-0.007662095799999998	0.08812726380000001	-0.0740621679	-0.2008000972	0.18517220620000002	-0.0280926338	-0.066180944	-0.051704344900000004	0.0251713467	0.0204033076	-0.0410898299	0.0042691209	-0.0815323884	-0.2266364406	-0.0473353105	0.1775751259	0.0069694053	-0.0196610761	0.064352267	0.1138571872	-0.0244192707	-0.1438053	-0.0553445208	-0.0045288062	-0.030294590899999998	0.0570883885	-0.0131196796	0.0175044471	-0.020223811	-0.0078233451	-0.10436116150000001	0.0045919969	-0.09040835109999999	-0.0701249972	-0.018802921599999998	0.0270318809	-0.1347458452	0.061994314400000014	0.044433752	-0.005695473299999999	0.0561514951	0.0020169146	-0.0112056577	0.0943049708	-0.0958645569	0.0065230083	0.1801775215	0.10774283259999999	0.040840171200000004	0.0992591167	0.12108337220000001	-0.20300916170000002	-0.0063241111	-0.1042612799	-0.0754669085	-0.0623199999	0.0368590423	-0.0983720595	-0.025323492000000003	-0.0925252414	-0.156256709	-0.1971200941	-0.0154887526	0.0925318806	-0.0356808177	-0.07174382280000001	-0.028417213900000002	-0.034701994	-0.0206503336	0.0074351472	0.0360047635	0.08170754179999999	-0.0281623326	0.1348990548	-0.0466231367	0.0174215224	0.11140308289999999	0.0112397558	0.127689713	0.0048666004	-0.1600276299	0.034540262099999997	0.0200794208	0.0747204559	0.0319167888	0.056171886799999994	0.04215605	0.0311046327	0.1269475524	0.0409310322	0.0050394329	0.0304622507	-0.06220348360000001	-0.0060052513	0.1213126213	0.12010478890000001	0.1181006348	0.0189472	0.0080462	6.474133444e-05	0.00035899638783999996	-0.02642	-0.0435101	0.00189312880201	0.0006980163999999999	0.0247119	0.0568118	0.0006106780016100001	0.0032275806192400003	0.000316163	0.0009520039999999999	9.9959042569e-08	9.06311616016e-07	6.08496e-05	-6.921439999999999e-05	3.70267382016e-09	4.790633167359999e-09	-0.000313543	0.00011733200000000001	9.8309212849e-08	1.3766798224e-08	0.0	0.0	0.0	0.0
36465.7890625	-253.34375	64183.0556640625	1329753771.9507446	21687.125	-98.3203125	9666.883850097656	470331390.765625	21809.1953125	-108.837890625	475641000.178772	11845.686435699463	1.375712	24.733877	0.248127445	0.2130393877	-0.026530681	0.1527333632	-0.0196522022	0.0191529332	0.0043814395	-0.20985312739999998	0.12978239	0.0539461699	-0.1659513488	-0.013665913899999998	-0.0411290225	0.0587171035	0.0511382793	0.1179108222	0.133559586	-0.0420587708	0.0315489725	0.0795890073	-0.0603974262	0.009481438299999999	-0.039598201	-0.053722155199999996	0.0430490916	-0.1400905566	0.046128685999999995	-0.056957551900000014	-0.060517595099999995	-0.0126048597	-0.0077263943000000015	0.0283390311	-0.0736694185	-0.051637895	-0.026152131699999998	0.008917810600000001	-0.0451320822	-0.0733441493	-0.10022676189999999	0.0728640259	0.0612926383	0.0681962945	0.0013323696	0.001364255	0.0352913465	-0.0622163866	0.2023474277	-0.0367469963	0.0632145899	0.0625221066	0.1673968859	0.0864811858	0.0559191017	-0.105365658	-0.0030273683	-0.0977465753	0.07909205650000001	-0.24041851120000002	-0.043110672	0.06317315849999999	0.11946270789999999	-0.0934492679	0.031452119	0.0564740638	-0.0211825222	0.0742300884	-0.011782288	-0.1331705369	0.0475988681	-0.037584225	-0.0048398204	-0.0093604771	-0.0798314012	-0.092425929	-0.0776023455	-0.009249117099999999	0.0367729141	0.0477806879	0.0074857556	0.0424550958	-0.05881116240000001	-0.0364379539	-0.1089302336	-0.0829464987	-0.019836583300000002	-0.0934293494	0.09268469119999999	-0.0093283563	-0.0351288382	0.0727675658	0.0018033899	0.0365998347	0.13383986609999998	0.0647523745	0.0152130174	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.016938499999999995	-0.0020087000000000056	4.034875690000023e-06	0.00028691278224999986	0.103608	0.13002799999999998	0.016907280783999994	0.010734617663999996	-0.0543182	-0.0790301	0.0029504668512400005	0.006245756706010001	-0.000415791	-0.0007319539999999999	1.72882155681e-07	5.357566581159999e-07	5.15907e-05	-9.258900000000007e-06	2.6616003264899997e-09	8.572722921000014e-11	-0.000313543	0.0	9.8309212849e-08	0.0	0.0	0.0	0.0	0.0
36460.1171875	-5.671875	32.170166015625	1329340145.326233	21702.484375	15.359375	235.910400390625	470997828.0471192	21832.3046875	23.109375	476649527.9678345	534.043212890625	1.437628	25.847073	0.212160985	-0.0087085651	-0.0483472351	-0.0435380591	-0.0462087262	-0.0915900886	-0.1094050394	-0.0568835334	0.0826803149	-0.007844856400000001	0.0683336416	-0.0764142216	-0.11867755390000001	-0.249640969	-0.0374243457	-0.027500890400000002	-0.0634211255	-0.0978041534	0.0268395736	-0.10982016359999999	-0.23003182949999998	-0.0029746275	-0.0953125392	-0.022853525099999997	-0.0614816721	-0.0023461563	-0.1292235739	0.0373911268	-0.14644817570000002	0.0336860326	-0.1337574706	0.091679792	-0.18717000949999998	-0.1518422942	0.0802076846	0.0186067123	-0.006660266999999999	0.0328377038	0.08767065119999999	0.0580446106	0.0203291856	0.0055742626	0.0674900301	-0.0492024703	-0.0678157641	0.0933891515	-0.025781227200000003	-0.0028665249	-0.0030397384000000003	0.2442701409	0.1571898781	-0.0196482518	-0.05820115660000001	-0.0093358023	0.07399307179999999	-0.0308847108	0.0037446402	0.049082906399999994	-0.0313809373	0.12419390640000001	-0.0291281144	0.2150681659	0.0671979644	-0.1411644067	-0.1824596479	-0.057145906600000004	-0.1659890019	0.0137137931	0.0775431409	-0.0637700174	0.1733650716	0.0874038558	-0.0901955858	-0.0546420025	-0.1044921248	-0.0804386255	-0.0687043309	-0.09498237970000001	-0.0476930364	0.0519226358	-0.0913552083	-0.0665669143	-0.11040904050000001	0.0085037036	0.1306966963	0.0205087856	0.0017038245000000002	-0.0730816676	-0.10939753390000001	0.0727829651	-0.08146182519999999	0.053128227199999996	-0.1511971579	0.15916979539999998	0.0814904478	0.1207205288	0.11775003070000001	0.11285322490000001	0.016468199999999995	-0.0004702999999999999	2.211820899999999e-07	0.00027120161123999985	-0.0356428	-0.13925079999999998	0.019390785300640003	0.0012704091918400002	-0.0193878	0.0349304	0.00037588678884	0.00122013284416	0.000282808	0.0006985989999999999	7.9980364864e-08	4.880405628010001e-07	-1.3234899999999996e-23	-5.15907e-05	1.751625780099999e-46	2.6616003264899997e-09	-0.000313543	0.0	9.8309212849e-08	0.0	0.0	0.0	0.0	0.0
36361.28515625	-98.83203125	9767.770401000977	1322143058.2141266	21669.826171875	-32.658203125	1066.5582313537598	469581366.3192787	21763.3828125	-68.921875	473644831.4434204	4750.224853515625	1.270778	22.847269	0.14525644999999998	0.0712036618	-0.0614745674	0.048476745099999996	0.020148461	-0.0107294534	-0.223417046	-0.1481725584	-0.0603710738	-0.0026685459000000003	-0.0653030198	-0.0374993534	-0.0745873023	0.025935413100000002	-0.14745422119999999	-0.1494333966	-0.019252801	0.0172588462	-0.1786573323	0.0002846676	-0.0623639351	0.0998833058	-0.0042545003	0.028147675299999998	-0.10171849890000001	0.0743949079	0.07219536309999999	0.0832218592	0.0087201036	0.1558431832	0.1748187248	-0.0031421786	0.0630565028	0.2056359946	0.0224861469	-0.0105327619	-0.041671868199999997	-0.1821159196	-0.0953772544	0.1323407358	0.0860728183	0.2768979116	0.1088853006	0.0363561665	0.12187618119999999	-0.043738867300000005	0.07059538480000001	0.047326057000000005	0.046254135	0.2112408393	-0.0275925648	-0.20390005989999999	0.047096673	-0.0039601367	0.1624740344	-0.002371718	-0.0212420962	-0.0995289958	-0.1769631925	-0.0639766437	-0.20951740829999999	-0.053140378200000005	-0.0193312189	-0.1268105658	-0.0181410959	-0.14418529800000002	-0.0264086046	-0.0012760563000000001	0.1049919275	-0.0007558607	-0.0524554733	0.048742400899999996	0.0493874929	-0.0153842908	0.0413189413	-0.0324304421	0.2561287114	-0.048948630099999994	-0.0665425762	-0.0523249664	0.0559777229	0.05440519940000002	-0.1849841566	-0.060570020999999995	0.1098085456	-0.0421029951	0.21842219370000002	0.0865001435	0.006820963	-0.17250360879999999	0.13392581380000002	-0.0543457931	0.2374266173	0.0453015807	0.047125007999999996	0.120326335	0.1161887065	0.1093977275	0.0182295	0.0017613000000000038	3.102177690000013e-06	0.00033231467025	0.0943278	0.12997060000000002	0.016892356864359998	0.008897733852840001	-0.029225	-0.0098372	0.0008541006250000001	9.677050384000002e-05	0.000209061	-7.374700000000001e-05	4.3706501720999995e-08	5.438620009000002e-09	-0.0	1.3234899999999996e-23	0.0	1.751625780099999e-46	-0.000313543	0.0	9.8309212849e-08	0.0	0.0	0.0	0.0	0.0
36400.171875	38.88671875	1512.1768951416016	1324972512.529541	21651.880859375	-17.9453125	322.03424072265625	468803944.74856955	21808.623046875	45.240234375	475616039.2006874	2046.6788063049319	1.310053	23.553404	0.16476980000000002	0.0749489635	-0.1630036935	0.091204125	0.1158286896	-0.1577119356	0.0555295696	-0.1073962841	-0.037409559700000004	-0.0590407771	0.0201710713	0.04199774	0.0233811181	-0.029122354	-0.0437659741	0.00033225910000000004	0.0865149989	-0.0669848415	-0.0418173933	-0.0528186502	0.0050363369	-0.0699299358	0.1177627222	0.0613242438	0.08005996259999999	-0.0141030139	0.059762519199999996	0.0741453153	0.119563211	-0.1370110433	-0.0385725838	0.06653063440000001	-0.0160293856	-0.033011541299999995	-0.034160959	-0.0697222159	-0.050660465	-0.0461493935	0.057300886900000014	-0.0769325741	-0.1075434959	0.0352907413	-0.1603247985	0.1455291259	-0.020657860400000002	0.029086816	0.0571625916	-0.1670209548	0.0346164381	0.0782562837	-0.0368988366	-0.0857996607	0.1477479245	-0.0338773117	0.1037896707	-0.2156298825	-0.0395899422	0.0352700921	0.0103424426	0.047763554400000005	0.0695005721	-0.091713998	-0.0184411939	-0.0046396144	-0.0575887803	-0.0016385351999999998	0.011260621399999999	0.007144705400000001	-0.0762780778	0.1508268416	-0.0642928468	0.0303099165	0.0455185089	0.0932644175	-0.0013753028	0.007276903100000002	-0.077324586	0.17959411960000002	-0.0439904329	-0.1422821059	-0.0810392801	0.0445822749	-0.0875601423	0.023064145499999997	-0.0118145727	0.1644261306	-0.1325979352	-0.1527809916	0.008666653100000001	0.0274412354	0.0172383125	-0.0502943433	-0.0421868061	-0.1609961132	0.0061007	0.1198669825	0.1143757435	0.10540925529999999	0.0121069	-0.006122599999999999	3.748623075999999e-05	0.00014657702761	-0.0342634	-0.12859120000000002	0.016535696717440006	0.0011739805795599999	-0.0450425	-0.015817499999999998	0.00202882680625	0.0002501933062499999	0.000407524	0.00019846300000000004	1.6607581057600004e-07	3.938756236900002e-08	-0.0	0.0	0.0	0.0	-0.00039985	-8.630699999999999e-05	1.598800225e-07	7.448898248999997e-09	0.0	0.0	0.0	0.0
36531.31640625	131.14453125	17198.88807678223	1334537078.3735507	21668.287109375	16.40625	269.1650390625	469514666.25430685	21874.98828125	66.365234375	478515112.3048248	4404.344333648683	1.281038	23.031734	0.0731317	-0.0293882667	-0.018492283300000002	0.023522919500000003	0.11472689609999999	-0.051883964500000004	-0.0049653268	0.1153332717	-0.0586716621	-0.0906975141	0.0770555433	0.0553753414	-0.0652642309	-0.0207175505	-0.0929292689	-0.1880612843	-0.0189891245	0.012174986100000002	0.11729730619999999	-0.0428643888	-0.1091158125	0.26060228760000004	0.029602280099999996	-0.0347523292	-0.09929565789999999	0.007521309300000002	0.1103659305	0.035710808399999995	0.0749820373	0.0213898703	-0.0076352192000000004	0.0646114075	-0.1391585874	0.0081428651	-0.076017573	0.0394689371	-0.016147834399999998	0.0419603976	-0.0579063333	0.0388326892	-0.1374783153	-0.1759078747	-0.06866736679999999	-0.0362427941	-0.0789575423	-0.0121186573	-0.0248903669	-0.084289293	-0.119365112	0.0051990439	-0.0615972093	-0.14300191980000002	0.1050557417	0.031050219599999998	0.024310506200000002	0.0684212193	-0.0699387242	0.1937705687	-0.0338640235	0.0011604155	-0.030970218900000002	-0.0799464498	0.0847209427	-0.0689273418	0.0460016374	-0.019978515	-0.1549922795	0.198211828	0.1027265571	0.0108557709	-0.0244595678	-0.0632624661	-0.1155091231	-0.0832044303	0.000729084	-0.19641186579999997	0.14190092769999998	0.006621956500000001	0.0922852108	0.031783147000000005	0.0210407994	0.0842163826	0.0319913642	0.0673092159	-0.071875807	0.1623264504	-0.1443371263	0.0518438904	-0.0231653962	-0.0036385843	-0.038413427	-0.0172349257	0.0242810325	-0.0216755104	0.012955359	0.11934271980000001	0.112315068	0.1009072399	0.012336	0.00022909999999999947	5.248680999999975e-08	0.000152176896	-0.052491	-0.0182276	0.00033224540175999984	0.002755305081	-0.0600427	-0.015000200000000003	0.0036051258232900007	0.00022500600004000016	0.000544483	0.00013695899999999995	2.9646173728899996e-07	1.8757767680999998e-08	0.000553152	0.000553152	3.05977135104e-07	3.05977135104e-07	-0.000296465	0.000103385	8.7891496225e-08	1.0688458225e-08	0.0	0.0	0.0	0.0
36672.73046875	141.4140625	19997.937072753903	1344889160.0335846	21738.439453125	70.15234375	4921.351333618164	472559749.8571816	21876.802734375	1.814453125	478594497.87875754	3.2922401428222656	1.1306379999999998	20.327696	0.15890365	-0.0694269495	0.0526120038	-0.1002119157	-0.0431589516	0.05989323730000001	-0.0714256237	0.008678218	-0.18142331239999998	0.0039792922	0.0784441435	0.0506206305	0.0386674689	-0.046834221399999994	0.11678632050000001	-0.08308754	-0.0499037797	0.051598020999999994	-0.09568690619999999	0.0463350216	-0.0617941058	0.1508005737	0.0040447227	-0.0248093066	-0.1218139128	0.1288267824	0.05739392650000001	0.0533819288	0.0170253142	0.0120209364	0.0834019941	0.049446506200000004	0.0604309926	-0.0840170588	-0.0439071888	-0.125914275	0.145080424	-0.0527015257	0.0269178494	-0.1973586486	-0.0070144315	0.0617062434	-0.027878329	0.0386301982	-0.0112662496	-0.024576924700000002	-0.06417393639999999	0.10743849890000001	0.0690735926	-0.05815530400000001	-0.1494195116	-0.1690427077	-0.0927498025	0.0671923146	0.0435609374	0.06345026599999999	-0.039585893	0.1272507968	-0.0928142295	-0.054774748899999996	-0.1410277425	0.0110345467	0.0208149354	0.046209601399999994	-0.059556260300000004	-0.027619107200000003	0.0742208402	-0.0469747624	0.15361992230000002	-0.014373683600000001	-0.10950395630000001	0.0408709214	-0.0338535896	0.0241452879	0.06659458830000001	0.1281925247	0.1169821783	-0.1218406884	0.18126098429999998	-0.073634621	-0.0712299387	-0.0689189991	0.0097172663	0.0076282608	0.07903803969999999	0.0536293316	-0.1550271529	-0.1445730643	0.1157990801	0.13669361	0.1019705357	-0.0075251118	-0.0624102236	-0.0131563162	0.1597253629	0.11875383099999999	0.1100111431	0.0959136145	0.013963299999999998	0.0016272999999999982	2.648105289999994e-06	0.00019497374688999994	0.017824200000000002	0.0703152	0.004944227351039999	0.0003177021056400001	-0.0129787	0.047064	0.00016844665369000002	0.0022150200960000003	-0.0001365	-0.000680983	1.8632250000000005e-08	4.6373784628900004e-07	0.000464923	-8.8229e-05	2.16153395929e-07	7.784356441e-09	-0.000325196	-2.8730999999999993e-05	1.05752438416e-07	8.254703609999996e-10	0.0	0.0	0.0	0.0
