csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
35469.9765625	n/a	n/a	1258119237.3442993	21201.94140625	n/a	n/a	449522319.3940582	21411.1171875	n/a	458435939.2168579	n/a	n/a	n/a	n/a	-0.041825718399999996	-0.1219830109	-0.040615261	-0.0996342799	0.1167643395	-0.0770178852	0.09088351509999999	-0.11987004890000001	0.19806339829999997	-0.0216810634	0.0652806707	-0.09667944769999999	0.0591391737	-0.1717583965	0.1732304814	-0.0370073193	0.0171335193	-0.047800986	0.0804384737	-0.0146298743	0.0208985017	-0.1191774794	0.0311547004	-0.0419123321	0.11820622019999999	-0.007384490699999999	0.10838012359999999	-0.1109698301	0.1107579681	-0.108104912	0.0133854052	0.0207975746	-0.0021233559	-0.0392671527	0.0736862262	-0.07654606559999999	-0.0893637922	0.0336877071	0.0138648259	-0.1193258375	0.0597621571	0.0790101679	-0.0516024525	-0.0104684087	0.10333867050000001	0.0094617151	0.06644200730000001	-0.1184542911	-0.0595716754	-0.0692546528	0.1261954221	-0.0147818397	-0.0717726486	0.0805115584	0.012337187900000001	-0.20078737579999997	0.0452850287	-0.0476575759	-0.09933172359999999	0.1108944998	-0.1240110629	0.046208405300000005	-0.11958431650000001	0.0942647774	-0.0005297162	0.1303812061	-0.11291841970000001	0.1408068335	-0.026828785499999997	0.0127906495	-0.09943537289999999	0.0583143912	-0.0607573118	0.0676334939	-0.0652161417	0.04637917849999999	-0.08433246900000001	0.1455823366	-0.0395483046	0.0325095998	-0.0071182271	0.07796882990000001	-0.0995428408	0.0334920885	-0.039710353	0.0571643367	0.0978430363	-0.0006015664	-0.0447652992	0.07319919009999999	-0.0993782705	0.1014090264	0.0015034049	0.0733168484	-0.1504373282	0.1149739987	0.1000623841	-0.0577359203	-0.0116783705	-0.0093051253	0.2447491375	0.013037668999999998	0.03250682	0.04710923	-0.0384275427	-0.0337212342	0.052378357699999996	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.0305642	n/a	n/a	0.00093417032164	0.019951	n/a	n/a	0.000398042401	-0.0381431	n/a	0.0014548960776099998	n/a	-0.00307661	n/a	9.4655290921e-06	n/a	-0.000940971	n/a	8.854264228410002e-07	n/a	0.000263448	n/a	6.9404848704e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35516.81640625	46.83984375	2193.970962524414	1261444247.6352694	21235.5390625	33.59765625	1128.802505493164	450948119.2749634	21438.51171875	27.39453125	459609784.71498114	750.4603424072266	1.086057	18.493553	0.1468088	0.0417465106	-0.059345620099999996	-0.1360586482	-0.09730275640000001	0.0931754114	-0.1746784927	0.0788859931	-0.09702051269999999	0.0076964575	-0.10721512300000001	0.0695634893	-0.21203733460000002	-0.009194591	-0.1346697993	0.0776052609	0.0091361606	-0.0541801242	0.016448052	-0.120407001	0.1239741297	-0.0624148096	0.08345637040000001	0.0537153495	-0.051331161900000005	-0.18982879379999998	0.0971473091	-0.033239933199999995	0.07590607099999999	0.0179997317	0.0188599097	0.09224454369999999	-0.0202309288	-0.008102269	0.032256609900000004	0.024669197599999998	0.0784236103	-0.0732387568	0.1534208768	0.0163989692	-0.033571467599999995	-0.0033532985	-0.0253551095	0.1219731158	0.0315509545	-0.006929428299999999	-0.012182482	-0.08563900869999999	-0.0690026686	0.09309746140000001	0.1421674533	-0.0823916382	0.0649886935	-0.026427887599999998	0.0062914655	0.027689659300000002	-0.2042644294	0.0932131056	-0.1459291854	-0.048502154000000006	0.10001909949999999	-0.209286416	-0.0525733781	0.0412201688	0.038144472799999996	-0.06288327070000001	-0.0226653048	0.0102939694	0.1352828494	-0.0989515455	-0.19522247210000002	-0.015619775	0.0385211742	-0.0993954583	-0.0643218378	-0.0342679516	0.0388307336	0.1795691727	-0.0493568451	-0.0113389253	-0.0774962557	-0.0106983802	-0.031832547	0.0017544225	0.0525049467	-0.0123781154	-0.09652129470000001	0.0843861053	-0.0007281721000000001	-0.0400818005	0.0902730643	-0.0262498935	-0.029148915499999997	-0.0475646935	-0.09091566640000001	0.1341795789	-0.0862706671	0.018185061699999998	-0.0019467032999999998	-0.1157028783	-0.1475374387	0.0320618394	0.1016716515	-0.1707577927	-0.0521825509	0.07861138570000001	0.1013075558	-0.043861177300000005	0.1110641056	0.1109231287	0.1106882998	0.1103598175	0.029655200000000007	-0.0009089999999999967	8.262809999999939e-07	0.0008794308870400003	-0.0177791	-0.037730099999999996	0.00142356044601	0.00031609639681	0.0159441	0.054087199999999995	0.00025421432481	0.00292542520384	-0.00254491	0.0005317	6.476566908100001e-06	2.8270489e-07	-0.0006622280000000001	0.00027874299999999997	4.3854592398400013e-07	7.769766004900002e-08	0.000534655	0.000271207	2.85855969025e-07	7.355323684899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35355.1484375	-161.66796875	26136.532119750977	1249986521.0376587	21223.474609375	-12.064453125	145.5510292053223	450435874.49478537	21448.083984375	9.572265625	460020306.60080343	91.62826919555664	1.304011	22.204906	0.1947855	-0.039386186499999996	-0.08048675150000001	0.0031363119	-0.14598369419999999	0.0759519888	-0.0121298451	0.0461361671	-0.0530429021	-0.0725731498	-0.1147701676	0.023588582	0.0326822514	0.0598933899	-0.0029961559000000002	0.0315102807	-0.0953346085	-0.0931589022	0.1272508993	-0.05992432	-0.042226957300000006	-0.018675856799999998	-0.06314200639999999	-0.02387479	-0.12483028480000001	-0.0831238316	-0.1260544304	0.12131338470000001	-0.0528826686	-0.043701085199999996	-0.04320655599999999	-0.0567836079	0.035451798900000005	-0.1410715998	0.0033467001000000002	-0.058312452699999996	0.07801679019999999	0.0164907912	-0.1705162754	0.1363043163	0.039673231600000004	-0.0644373882	-0.0067090452	0.1734966663	0.0633431712	0.0740229273	-0.0713977823	-0.0122871471	-0.0351398196	-0.0342119535	-0.1309420122	-0.051456550999999996	-0.035144717	-0.09593342199999999	0.0120653329	-0.0367605966	0.0199408177	0.0232320916	-0.0323496536	-0.1444928883	0.0832487654	-0.0602301747	-0.020266447	0.0129070696	-0.060456729199999996	0.0351159091	-0.0111631631	0.0891776826	0.1886159411	0.0716738305	0.0054608592	-0.0072702448	-0.0392620281	0.0751732282	-0.0423830104	0.0198678859	-0.1063923277	0.034503118900000004	0.0586395375	-0.005901662199999999	-0.0036909007000000002	-0.0453750046	0.0932996957	0.1592805987	-0.0521338133	-0.1008669035	-0.1767212224	0.0412179977	0.042569790499999996	0.06452132990000001	-0.031414169900000004	0.012540281	0.1812082763	0.0128525956	0.0709397752	-9.452600000000001e-05	-0.1557513988	-0.09403474710000001	-0.055030322699999995	0.0826968445	0.1500315048	0.0884766541	-0.019247116499999998	0.0500401383	0.012536596	0.1788940956	-0.1361472107	0.1276641172	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	0.0180759	-0.011579299999999999	0.00013408018849000002	0.00032673816081000016	0.016962999999999995	0.0347421	0.0012070135124100001	0.00028774336899999985	-0.11907	-0.1350141	0.014177664900000003	0.018228807198810003	-0.00274879	-0.00020388000000000006	7.5558464641e-06	4.1567054400000015e-08	-0.00071351	-5.128199999999994e-05	5.090965201e-07	2.6298435239999932e-09	0.000548493	1.3838000000000065e-05	3.008445710490001e-07	1.9149024400000182e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35555.16796875	200.01953125	40007.812881469734	1264169969.286026	21261.640625	38.166015625	1456.6447486877441	452057362.0666504	21499.453125	51.369140625	462226484.67407227	2638.788608551025	1.440207	24.524076	0.19014425	0.015574081699999999	0.022994507799999998	-0.07835642570000001	-0.1423657675	-0.073159958	-0.1605425392	0.047069224699999995	0.016207129	-0.08951030230000001	0.0305754723	0.0379787113	-0.024258909900000004	-0.1393148888	-0.072636353	-0.0285057464	-0.1042445653	-0.0061035258	0.1345807008	-0.0414527952	0.0559746343	0.07656090530000001	0.1469272845	-0.1169835325	-0.0308921693	0.0735344465	0.0308138539	0.1348572964	-0.0469200372	-0.1181549619	-0.0838831389	-0.0713865887	0.0202734054	0.017996765300000002	-0.069231505	-0.1162377556	-0.0782105223	0.0328396575	0.0207245043	0.015249811100000003	0.0580466422	0.0926019241	0.19173648350000005	-0.0314865311	-0.065449932	-0.1159541252	0.0382159525	-0.1057580724	-0.0572686534	-0.0213519266	0.141471356	0.0756731996	0.0182070085	0.0679830191	0.0313918341	0.0309189029	0.0128909759	0.17840156329999998	-0.13670989	-0.1138295306	-0.0810866954	-0.10147614769999999	-0.0062337183	0.11816770859999999	0.024102401000000002	-0.0345950338	-0.0624353047	-0.106210894	0.020848896000000002	-0.054349789	-0.0159075358	0.0074978577	-0.0472362337	-0.0405646666	-0.1478418319	-0.0286168285	0.0034091556	0.017365125500000002	-0.056781025	0.055841878899999996	-0.0886125132	0.1401590589	-0.0572056351	0.0712500029	0.17234163100000002	0.07790210139999999	0.0861899744	-0.0070809444999999985	0.0417558432	0.0087139277	0.0299732721	-0.11383600199999999	0.0280110702	0.2074761209	0.10530413539999996	-0.0925918292	-0.0900083734	0.07043843820000001	0.1722235859	0.0800587028	0.0325368073	0.031485114700000004	-0.034419070499999996	0.0080558187	0.1850807818	0.0092532913	-0.028830687200000007	0.0326179525	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.029628300000000007	0.0115524	0.00013345794576	0.0008778361608900003	-0.0221181	-0.0390811	0.0015273323772099995	0.0004892103476099999	-0.0216603	0.09740970000000003	0.0004691685960899999	0.009488649654090004	-0.0020896	0.00065919	4.366428160000001e-06	4.345314561e-07	-0.000530679	0.00018283099999999994	2.8162020104100004e-07	3.342717456099998e-08	0.000548493	0.0	3.008445710490001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35377.3125	-177.85546875	31632.567764282227	1251554239.7226562	21209.275390625	-52.365234375	2742.1177711486816	449833362.5953713	21410.095703125	-89.357421875	458392198.0169716	7984.7488441467285	1.209315	20.592407	0.10958764	-0.061357294699999995	-0.0830252096	0.0479349783	0.0136635344	-0.0777584646	-0.040014014	0.0592633079	0.11519424880000001	0.1324208312	0.0977017865	0.028732256400000006	-0.058592408600000014	-0.0330409068	-0.0713856068	0.0660974552	0.060330885199999996	-0.0592369695	0.0488338177	0.091558857	-0.1102632509	0.155348279	0.1011110825	-0.004056334	-0.018280666100000002	-0.1768984691	-0.027408675099999998	0.0142788258	0.0539835084	0.0732383466	-0.0247651348	-0.0628374262	0.0533747989	-0.0349525037	0.0696228397	0.0056633539	-0.0698341943	-0.05579044650000002	0.0710576279	-0.1087955942	-0.09818924970000001	0.1380776389	0.0182057756	0.1507009307	-0.0225700431	-0.0465516466	0.026511967200000004	0.0338528898	-0.004575034	-0.0469773067	-0.07999989269999999	-0.052623431500000005	-0.0552709586	-0.0037100035999999997	0.0138466869	0.0876596601	-0.17693740100000002	0.08718197470000001	0.0461039699	0.0006509039	-0.14477859769999998	-0.0170573994	-0.011285928700000001	-0.0659617	0.15265435089999999	-0.050215139900000004	0.079086972	-0.038769713500000004	0.0209371637	0.056844183300000004	-0.0100847377	0.0777248606	0.0323434887	-0.0064862687	0.0331375827	-0.18943327420000008	-0.0823202348	0.0530005809	-0.0030294293	-0.0653442174	-0.0579228508	0.06272365049999999	0.0626201989	-0.0320961776	0.1487855865	-0.0372684781	0.0352730048	-0.026353983799999998	-0.0271961088	0.028798104799999998	0.08341751809999999	-0.09125749789999996	0.0349561137	-0.10287439179999999	-0.024779411600000002	0.0222034912	0.0934700411	-0.0504960636	0.0115632369	0.1892876995	0.0175715748	0.011888276599999999	0.20975479760000001	-0.0355990418	0.0141861946	-0.0214872212	0.0530751465	-0.08781498119999999	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.0198545	-0.009773800000000006	9.552716644000012e-05	0.0003942011702499999	0.007361239999999998	0.02947934	0.0008690314868355998	5.418785433759997e-05	-0.0449937	-0.0233334	0.00202443303969	0.00054444755556	-0.00163099	0.0004586100000000002	2.6601283801e-06	2.1032313210000013e-07	-0.00071351	-0.00018283099999999994	5.090965201e-07	3.342717456099998e-08	0.00024991200000000003	-0.00029858099999999997	6.245600774400003e-08	8.915061356100002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35568.67578125	191.36328125	36619.9054107666	1265130696.8316805	21191.29296875	-17.982421875	323.3674964904785	449070897.6873932	21350.267578125	-59.828125	455833925.6575356	3579.404541015625	1.36905	23.312395	0.06338292999999999	0.0281297023	0.09755940710000001	-0.0205643878	0.044831270599999994	-0.1024350235	-0.1555153508	-0.09067247490000001	-0.0079813179	0.0980010068	0.043818515	0.074672667	-0.0524612067	-0.0636352437	0.0341225224	-0.1351492635	-0.0121332488	-0.07076644230000001	0.1064510523	-0.1702009335	-0.0561199834	-0.0721619678	0.1325379411	-0.0325400275	0.0437610369	0.031101305899999997	-0.1001516953	-0.1228169298	0.08638723179999999	0.0749701962	0.027111197200000003	0.0174418916	-0.006088314300000001	-0.0116391873	0.0079702612	-0.0680226245	0.0954643553	0.022080421200000002	-0.0316044241	-0.10998612869999999	0.09333366109999999	-0.0996790759	-0.0038908649	0.0515559142	-0.0837788294	-0.024563335699999998	0.083217868	0.0007813135	-0.0073455106999999985	-0.053183170099999996	0.0412132585	0.12206586929999999	0.0107675694	0.1258388207	-0.09500475	0.0715805669	-0.1803624016	0.0827295199	-0.0136701543	0.0492541466	-0.0906435692	-0.0795966054	0.1655270889	0.051757032300000005	0.019822586899999998	0.0603525559	-0.0648619512	-0.0363294108	-0.0558640917	0.0183074678	-0.1727110304	0.018353776999999998	0.009435889	0.0693049768	-0.22772477300000002	-0.0390887692	-0.1586136808	-0.0003409806	-0.0716198844	0.0033001199	0.0437183879	-0.0377727736	-0.0039629676	0.0693000572	-0.04295978599999999	0.0584641123	0.11202909949999999	-0.0912545009	0.0031170095	0.1044810708	-0.0534114371	0.0382520769	-0.0202683821	0.029661806699999998	-0.0212015914	-0.0077432362	-0.0644953787	0.021420440899999997	0.06641549320000001	-0.0096583168	0.0035674115	0.0506815608	-0.18082264480000002	0.054230210300000005	-0.0673004881	0.08874384310000001	0.1190117931	-0.0797062475	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.0239992	0.004144700000000005	1.7178538090000038e-05	0.0005759616006400001	0.00573164	-0.0016295999999999984	2.655596159999995e-06	3.2851697089599986e-05	0.00932138	0.05431508	8.688812510440001e-05	0.0029501279154064003	-0.0016829	-5.1910000000000064e-05	2.83215241e-06	2.6946481000000064e-09	-0.00071351	0.0	5.090965201e-07	0.0	0.000235951	-1.3961000000000051e-05	5.5672874400999987e-08	1.9490952100000145e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35414.95703125	-153.71875	23629.4541015625	1254219181.5252838	21162.109375	-29.18359375	851.6821441650391	447834873.1994629	21373.716796875	23.44921875	456835769.7130165	549.8658599853517	1.081169	18.410315	0.09060399	0.0237475218	-0.0133518244	0.0181271156	0.1254662424	0.0310773724	0.0338819277	-0.08590865119999999	-0.0398554198	0.036686658500000004	-0.0410577401	0.038921014500000004	0.010611990600000001	0.0086284315	-0.1407946862	0.0114285805	-0.023564917400000003	0.0354917862	-0.0809543707	0.023551502999999998	-0.043264599	0.0119491979	0.2145037987	0.0966450939	-0.11109784029999999	-0.0392111638	-0.0710110065	0.0687382349	-0.0652510962	-0.0976294034	-0.0855418758	0.1442930596	-0.07655228230000001	0.1293264637	0.0037232904	0.0037277222	-0.0733700196	0.028312416899999998	0.050134619400000004	-0.0023368713	0.1072156826	-0.09073416029999999	-0.0749721419	-0.0211959437	0.0199974846	-0.06922407400000001	-0.1084185609	0.08765545970000001	0.1772330745	-0.11849068199999999	0.20602501850000002	-0.0118517269	0.0188001104	-0.0223706798	-0.0400112231	0.0308410852	-0.051892403899999995	-0.16411012630000002	0.06738478469999999	0.1060843636	0.048146610599999994	0.0176819768	0.13503249550000002	0.0030276915999999997	-0.0454282927	-0.09177923710000001	0.028769684	-0.0855608147	-0.0514131004	-0.0045703781	0.0075171806	0.0242369159	-0.0114926212	-0.108038273	-0.0540924432	-0.1137641757	-0.0227464711	0.1529782536	0.026435647000000003	-0.043200638799999996	-0.08409766369999999	0.0035694694	-0.091314554	-0.200048843	-0.0316927157	0.0509105364	0.0451074733	-0.0319359411	0.1838471342	0.0039906732	0.0135529475	0.09650019480000001	0.1093084942	0.10035616630000001	-0.037360665099999996	0.08422778269999999	-0.13003804089999998	-0.0218303608	-0.0672897246	-0.0164286153	0.10852076599999999	-0.063160102	0.025183320800000002	0.0454186387	-0.028943588	0.1168914775	-0.0595416608	0.077458629	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	0.016674	-0.0073252	5.365855504e-05	0.00027802227600000004	0.00954711	0.00381547	1.4557811320899994e-05	9.114730935209998e-05	-0.00385014	-0.01317152	1.4823578019600003e-05	0.00017348893911040006	-0.0007482549999999998	0.0009346450000000002	5.598855450249998e-07	8.735612760250004e-07	-0.000373449	0.00034006099999999995	1.3946415560100002e-07	1.1564148372099994e-07	0.000184821	-5.112999999999998e-05	3.4158802041000006e-08	2.614276899999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35541.4765625	126.51953125	16007.191787719728	1263196556.2427368	21160.12109375	-1.98828125	3.9532623291015625	447750724.7021637	21481.0703125	107.353515625	461436381.7705689	11524.77731704712	1.207377	20.559404	0.1140887617	0.0664082738	-0.013624226699999999	0.0360343008	0.2376800423	-0.0103372381	0.08632487949999999	0.0315473653	-0.049542730099999994	-0.0838923474	-0.0836404961	0.1890477723	0.1201683982	-0.0009520614	-0.13031293859999998	0.042288239299999995	-0.0803109166	0.042976527300000004	-0.1084720797	0.060795771799999995	-0.021611952599999998	-0.14720224640000001	-0.0376435998	-0.041865254399999996	0.07876034650000001	-0.107169944	-0.0851133215	-0.023243636600000003	0.0532059545	-0.0044698875	0.0967542075	-0.10724125529999999	-0.073281131	0.0570846851	-0.0993055449	-0.1085316332	0.0261095587	-0.10909721630000001	-0.12303496779999999	0.0871048726	-0.0358828773	-0.0394905569	0.0885201991	-0.0158517489	0.0116507272	0.1033346426	-0.0852089742	0.0396457879	0.0155364653	-0.0818980647	0.1326736823	0.0303006786	0.0764194577	0.0148274357	0.0827056713	-0.0038204315999999998	0.26931655	-0.1339214494	0.11577909460000001	0.22530182440000002	-0.0199766577	0.0152904552	0.0702974156	0.1390702398	0.0145286496	-0.0207292115	-0.1208056654	-0.042008088	0.1453362125	0.0184096626	0.0833171596	-0.0243633441	0.1475311889	0.0460075505	0.0640641102	-0.016266965300000002	0.058015926900000014	0.1100761591	-0.09769580789999999	0.0851691752	-0.0865400991	-0.0079866993	-0.0295051667	-0.0184194939	-0.06841363980000001	-0.0316662707	-0.1581389072	-0.1531032554	-0.0634895843	-0.0070107043	0.0379046368	-0.0441512721	0.024289526699999998	-0.0361442876	0.18041107609999998	0.08317129320000001	0.0331793888	0.0804817386	-0.0900576523	-0.1067467669	0.09388979160000001	0.009850354	0.0440385936	0.0681381687	0.0149614192	-0.024923390400000002	-0.0222499429	0.11155706580000001	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	4.28883e-05	-0.016631111700000003	0.000276593876377877	1.83940627689e-09	0.042844	0.03329689	0.0011086828836721005	0.001835608336	-0.0527726	-0.04892246	0.0027849473107600005	0.0023934070924516	-0.0007482549999999998	0.0	5.598855450249998e-07	0.0	-0.000118221	0.00025522800000000003	1.3976204840999999e-08	6.514133198400001e-08	0.000135283	-4.953800000000001e-05	1.8301490088999995e-08	2.454013444000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35643.64453125	102.16796875	10438.293838500977	1270469395.470108	21236.720703125	76.599609375	5867.500156402588	450998306.222538	21533.2734375	52.203125	463681864.9341431	2725.166259765625	1.236304	21.051983	0.16403833169999998	-0.087161205	0.1023268083	0.0505381212	-0.0662571626	-0.0239728339	0.1847905091	0.09148295570000001	0.0210700524	-0.11781805880000001	0.0058298620999999995	0.0101361497	0.1943756057	0.05445900769999999	0.06812065490000001	-0.0287337786	0.0975064834	0.0663148861	-0.1002426791	0.022153636600000002	0.0719715992	0.0016949789999999999	0.0247583644	0.0333423814	0.0198921149	-0.078620099	0.1319341571	-0.0786814411	-0.012878451	-0.055165835499999996	0.0203196124	-0.08928128949999999	0.0034419881	0.0064667402	-0.0314152023	-0.0026586307	0.0979573144	0.0330924323	0.0067678481	-0.041935647799999996	0.0563387062	0.1693509227	-0.0389753921	0.0558971142	-0.0327602657	-0.21518616989999997	0.0993084476	-0.0368014662	0.0710769961	-0.0521175746	-0.1142279866	0.0490737022	-0.0714501056	-0.0208183651	0.1231977949	-0.1916736148	0.2664700916	-0.0515232694	0.0244132954	-0.0799135649	-0.0334428746	0.1484649684	-0.0773905817	0.1077102615	-0.0733750641	0.034174906899999996	-0.0609839384	0.0915133714	-0.025718940699999998	0.0434899008	0.0529216511	0.0638168821	0.0425529804	-0.0835891559	0.052627627	0.0045749279	0.0884107918	-0.0215226013	-0.0559591912	0.0219301355	0.0267956179	0.0357524222	-0.014998258899999999	-0.0576000537	0.0912200228	-0.08218930769999999	-0.0602873795	0.0408677607	-0.0088025438	-0.0542188235	-0.0030818023	-0.034139227700000004	-0.047357744800000004	-0.21199397620000002	0.0154899834	-0.059083392400000004	-0.015247781699999999	-0.1226243892	0.1431953967	0.15031256099999998	0.06280468040000001	-0.2429291218	-0.0963418634	0.027744798799999998	0.050298116	-0.08597503890000001	-0.0126612348	-0.11295660539999999	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	0.00457127	0.0045283817	2.050624082089489e-05	2.08965094129e-05	-0.054709	-0.097553	0.009516587809	0.002993074681	-0.07538749999999997	-0.02261489999999997	0.005683275156249995	0.0005114337020099986	-0.00115067	-0.00040241500000000015	1.3240414488999998e-06	1.6193783222500012e-07	0.000178673	0.000296894	3.1924040929e-08	8.814604723600003e-08	0.000222815	8.7532e-05	4.9646524225e-08	7.661851024e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35636.28515625	-7.359375	54.160400390625	1269944819.737564	21253.908203125	17.1875	295.41015625	451728613.90686417	21537.8125	4.5390625	463877367.28515625	20.60308837890625	1.28893	21.948111	0.10081939439999996	-0.0046875676	0.1086414676	-0.028998544100000002	-0.0409981194	-0.0578449888	0.0843666483	0.06056482150000001	0.1135040829	-0.045470070599999995	0.144541679	-0.0961412954	0.012507107	-0.06403962839999999	-0.031455204900000006	-0.045643562199999994	0.1127839304	0.0228663547	-0.085921712	-0.0399636681	0.1048202994	0.10402004570000001	-0.0623217536	-0.0130601975	-0.0315573908	-0.0960043663	-0.0050704478	-0.021133103900000002	0.047744860099999994	-0.040761846000000004	-0.1580389834	-0.0956329676	0.13434715630000002	-0.159897225	0.0416013078	0.0032481098999999998	-0.0250409453	-0.0353404343	0.11658479199999999	0.036020059199999996	0.019836969	-0.0774083396	-0.0213707881	-0.1326464597	0.0707452417	-0.01362495	0.027727426099999997	0.0133484669	-0.0171335221	0.0157893326	-0.0240399256	-0.0164766959	0.0019193421	0.0427582795	0.0490911574	-0.068578045	0.09894454820000001	0.0196232047	-0.059309980899999996	-0.0251122054	-0.09174023220000001	0.1084450639	-0.1158684774	0.0146725697	0.0201209716	-0.054039372800000006	0.02911586	-0.0382330402	-0.0808720156	0.026399955699999998	-0.047300977	-0.015260948100000001	-0.0333155708	-0.0960296992	0.1469923863	0.0282295925	-0.0790758713	0.0408744858	-0.0631386851	0.030554040299999998	0.0753765634	-0.0446553568	0.12882974490000001	0.08151257940000001	0.11125604859999999	-0.0719770577	0.18973217550000002	-0.054020537699999996	-0.0937247203	-0.1565816276	0.0414943146	-0.0293591354	0.023775711600000003	-0.0318600535	-0.035776781	0.09392997539999999	-0.1040185856	0.0063400668	0.0671858275	-0.0846267259	-0.04262724	0.0650443891	-0.0271832781	0.0355797361	0.0040397743	0.0464606234	-0.0798946393	0.0012044182000000001	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	5.6550600000000014e-05	-0.0045147194	2.0382691260736358e-05	3.1979703603600012e-09	-0.0427133	0.011995699999999998	0.00014389681848999994	0.00182442599689	-0.0195877	0.05579979999999997	0.00038367799129	0.0031136176800399965	-0.00093969	0.00021097999999999996	8.830172961e-07	4.4512560399999975e-08	-9.29985e-05	-0.00027167150000000003	8.64872100225e-09	7.380540391224997e-08	0.000135283	-8.7532e-05	1.8301490088999995e-08	7.661851024e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
