name	intensity-avg	volume
Left-wm-bankssts	97.8322	3104.8
Left-wm-caudalanteriorcingulate	103.5754	2482.4
Left-wm-caudalmiddlefrontal	97.3349	6529.5
Left-wm-cuneus	90.99700000000001	2334.6
Left-wm-entorhinal	81.8086	897.2
Left-wm-fusiform	90.8864	5376.7
Left-wm-inferiorparietal	98.3285	7911.7
Left-wm-inferiortemporal	90.2309	5134.3
Left-wm-isthmuscingulate	99.5325	3439.7
Left-wm-lateraloccipital	93.734	9664.1
Left-wm-lateralorbitofrontal	95.3789	5968.7
Left-wm-lingual	88.0711	5255.4
Left-wm-medialorbitofrontal	95.4251	3210.1
Left-wm-middletemporal	90.7756	4987.5
Left-wm-parahippocampal	86.4647	1354.6
Left-wm-paracentral	95.7014	3147.2
Left-wm-parsopercularis	97.2178	2975.2
Left-wm-parsorbitalis	84.6635	731.3
Left-wm-parstriangularis	95.7972	2484.0
Left-wm-pericalcarine	89.8496	2996.9
Left-wm-postcentral	94.1383	6406.8
Left-wm-posteriorcingulate	99.9761	4244.4
Left-wm-precentral	95.7093	11456.4
Left-wm-precuneus	97.5967	9146.7
Left-wm-rostralanteriorcingulate	98.3887	2252.6
Left-wm-rostralmiddlefrontal	97.5327	11098.4
Left-wm-superiorfrontal	94.7734	16199.1
Left-wm-superiorparietal	97.3413	11501.2
Left-wm-superiortemporal	93.5539	6550.3
Left-wm-supramarginal	98.273	8925.7
Left-wm-frontalpole	87.3805	202.3
Left-wm-temporalpole	75.3685	530.9
Left-wm-transversetemporal	96.6789	632.8
Left-wm-insula	92.1839	8534.5
Right-wm-bankssts	96.8459	2889.3
Right-wm-caudalanteriorcingulate	100.3641	3175.9
Right-wm-caudalmiddlefrontal	95.5775	5334.8
Right-wm-cuneus	89.8013	2461.2
Right-wm-entorhinal	72.2467	480.1
Right-wm-fusiform	89.7391	5510.8
Right-wm-inferiorparietal	95.6598	11127.7
Right-wm-inferiortemporal	87.0175	4663.6
Right-wm-isthmuscingulate	99.4797	2827.4
Right-wm-lateraloccipital	91.818	9023.6
Right-wm-lateralorbitofrontal	95.6277	6167.3
Right-wm-lingual	85.7827	5863.1
Right-wm-medialorbitofrontal	97.0228	3172.2
Right-wm-middletemporal	87.2348	5651.2
Right-wm-parahippocampal	83.6846	1416.2
Right-wm-paracentral	94.4678	3901.9
Right-wm-parsopercularis	96.4363	2299.7
Right-wm-parsorbitalis	87.4811	1005.4
Right-wm-parstriangularis	96.8813	2773.2
Right-wm-pericalcarine	82.9508	3124.0
Right-wm-postcentral	92.7135	6198.6
Right-wm-posteriorcingulate	98.8543	4365.8
Right-wm-precentral	94.329	10677.3
Right-wm-precuneus	96.6414	8340.6
Right-wm-rostralanteriorcingulate	99.8631	1756.2
Right-wm-rostralmiddlefrontal	96.2965	12576.8
Right-wm-superiorfrontal	93.7066	14387.2
Right-wm-superiorparietal	95.5523	11228.6
Right-wm-superiortemporal	90.7269	5476.3
Right-wm-supramarginal	97.9171	7189.8
Right-wm-frontalpole	89.9192	361.7
Right-wm-temporalpole	77.7202	543.8
Right-wm-transversetemporal	96.3725	574.1
Right-wm-insula	90.1923	9000.4
Left-UnsegmentedWhiteMatter	100.8901	23573.4
Right-UnsegmentedWhiteMatter	99.74799999999999	24019.5
