csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
30800.880859375	251.02734375	948694261.7134132	63014.72731018066	21904.05859375	-31.44140625	988.5620269775392	479787782.8784332	21734.142578125	23.037109375	530.7084083557129	472372953.606266	1.40268	24.234549	0.046173430300000005	-0.0401533284	-0.0256311773	0.0779816813	-0.027892511600000003	-0.0222343939	0.013302381299999999	-0.0520996195	-0.1635578567	-0.0232916437	0.022319529700000004	0.0689421545	0.19779246620000002	-0.1256125949	-0.0080296551	-0.0826317786	0.0504585605	0.0098298126	0.06180436950000001	0.0884091502	-0.0360315248	-0.0267892716	0.0022662354000000003	0.0072482608	-0.0955888374	0.09772070109999999	-0.0244578806	-0.1281372023	-0.0904022751	-0.0727542704	-0.1034462825	0.0756708685	0.0049082259	-0.0305213075	0.0648025633	0.161026068	-0.0073630243999999985	0.0361890912	-0.014074184299999999	-0.0320768918	-0.1223376284	0.0133959289	0.09684849470000001	0.0619670722	0.0087894584	-0.0963912974	0.0332890933	-0.050998600899999996	-0.1517367551	0.11119496390000001	-0.0656221463	-0.029117559100000006	0.0854492572	0.0564989043	0.1043896507	-0.0777091765	0.0065990641000000004	0.1035829425	0.0216488258	-0.0053532962	0.06211944780000001	-0.11772070550000001	-0.0556671079	-0.1171903954	0.040835966099999996	0.24698592239999997	0.0280109113	-0.07972698730000001	0.048871722199999995	-0.0018068964999999998	-0.008374362199999999	-0.0433764272	0.0246209033	-0.0392359021	0.0001365174	-0.0305569227	0.1076493164	-0.02302026	-0.10042237119999999	-0.0017617056	0.0040192339	0.1400927475	-0.12858309310000002	-0.06638507589999999	-0.060629163	0.0927915933	0.0408828985	-0.0944463534	-0.0532418576	-0.0033508653000000003	0.0745063395	-0.1004537775	-0.013214363600000001	0.0098651599	-0.1174292199	-0.1280069257	0.09088439529999999	-0.0289081422	0.1297259114	0.0033299087	-0.0699305548	0.0863654359	-0.0111125599	-0.1721151379	-0.0825776086	0.10540925529999999	0.0608580619	0.0	-0.0125023	-0.0125325803	0.00015630750528999998	0.00015706556897594805	0.00360496	0.006724040000000001	4.521271392160001e-05	1.29957366016e-05	0.00273108	-0.00869542	7.561032897640001e-05	7.458797966399999e-06	0.000272746	0.00015625399999999998	2.4415312515999995e-08	7.439038051599999e-08	-2.02278e-05	-0.00019645779999999998	3.859566718084001e-08	4.0916389284e-10	-3.51015e-05	-1.1716e-05	1.2321153022500004e-09	1.37264656e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30901.953125	101.072265625	954930706.9396973	10215.602878570555	21899.77734375	-4.28125	18.3291015625	479600247.7058258	21804.228515625	70.0859375	4912.038635253906	475424381.16159433	1.607261	27.769167	0.05218112	0.059517620800000004	-0.0851355897	-0.024247337200000003	-0.08335322419999999	-0.0279477377	-0.0704402908	0.0932600447	-0.028283605299999997	-0.0795992526	0.0033752657	-0.0260749285	0.19208592260000001	-0.1110368417	-0.0128851737	0.0155553854	0.0415555016	0.0249163914	-0.07081003940000001	0.08111464339999999	-0.1086081259	0.058212742699999986	-0.1074142392	-0.0395472746	-0.0955602796	0.0561961214	0.1293753227	0.0736538531	-0.0877524851	-0.0716441331	-0.0654966304	-0.04278982519999999	0.0884521524	0.1798207728	-0.1915124725	0.0038544328000000004	0.0415671565	0.09792105529999999	-0.0746962304	0.0041228653	-0.1001319631	0.1055189778	-0.0469659495	-0.09014012810000001	-0.1554147762	-0.0400989108	0.1689484021	0.130304119	-0.044310300999999996	0.0719914361	0.029164131	0.0221688485	-0.18007320940000002	0.0993352681	0.0117924052	0.011208953	0.0036178643	0.134993267	0.0764036587	-0.0114670903	0.0640370228	0.0016379191	-0.0589634926	0.0469396953	-0.0458750954	0.22043491710000002	0.1074925068	-0.0233578408	0.0006462527	-0.0728758486	0.0290692075	-0.0206187583	-0.18437651489999998	-0.0527163093	0.0270178315	-0.0259690288	0.0387866002	-0.11937210460000001	-0.12392916679999999	0.0871955482	-0.0309421118	-0.1101807994	-0.030824112799999998	0.08389027119999999	-0.0660897388	0.2112257746	0.009901679699999999	0.043281737599999995	-0.0222230704	-0.0906697066	0.0138188199	0.1299349503	0.048220469	-0.1988532718	0.045978389	0.062469167400000004	0.0566303233	-0.161552491	-0.0648201946	0.0768167826	0.0087779478	-0.1022815758	0.0136101703	-0.015338840500000001	-0.0638215498	0.10396461130000001	0.0558879609	-0.0084904876	-0.00659087	0.00591143	4.3439567356900015e-05	3.494500464489998e-05	0.0211715	0.01756654	0.0003085833275716	0.00044823241225	0.0175797	0.01484862	0.0002204815159044	0.00030904585209	0.000200755	-7.199099999999998e-05	5.182704080999997e-09	4.0302570025e-08	0.00017623	0.00019645779999999998	3.859566718084001e-08	3.1057012900000004e-08	-4.37433e-05	-8.641799999999997e-06	1.91347629489e-09	7.468070723999992e-11	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
30769.673828125	-132.279296875	946772827.4892006	17497.812381744385	21917.703125	17.92578125	321.3336334228516	480385710.2756348	21810.453125	6.224609375	38.74576187133789	475695865.5178223	1.286268	22.223265	0.07605842999999997	0.0966072484	-0.1103485724	-0.0581347933	0.09494779980000001	0.0480603303	-0.1682078899	-0.0438743017	0.105057969	-0.11427983189999999	-0.09749279529999999	-0.1162480311	0.012247677700000001	-0.065633522	0.0807737322	-0.011390830800000001	-0.0160401965	-0.08968360460000001	0.1133337344	0.07689982299999999	-0.0527731262	-0.05170671599999999	0.0045432047	0.08648116039999999	-0.035419877200000005	-0.0356508807	0.0993456932	0.05112125940000002	0.09623015789999999	-0.0868725283	0.12267668359999999	0.15124352	0.0242874721	-0.0416633477	-0.039899137	-0.1081306166	0.052399992	0.1714538887	-0.09982053519999999	0.11516590289999999	-0.0081551959	0.144386383	0.0526345354	-0.043505532199999995	0.1497366805	-0.2068093315	0.1569213445	-0.0787169826	-0.0327902377	0.0165035355	0.021591208100000002	0.0786190289	-0.048580016399999995	0.07648799049999999	-0.1296106208	0.11203980599999999	0.0945398013	0.0209050837	0.0954047848	-0.1113799057	-0.1621961129	0.0459989226	-0.0846746925	0.18965252149999998	-0.06750874009999999	0.0636720196	-0.020955806299999997	-0.0977125425	0.0053585076	0.0144697592	-0.0155212753	-0.038072177	-0.010438724	-0.1801215993	0.0954659592	-0.0353943038	-0.028024498999999998	0.0230028875	0.1330797292	-0.10833293039999999	-0.0301800988	0.0652937835	0.0733709028	-0.047638624000000004	-0.0717948196	0.051913229500000005	0.0811870588	0.0028632420000000002	-0.1431636824	-0.1065466903	0.020406213200000002	0.060327638600000004	-0.0208722313	-0.0723870132	0.0199622803	0.0506925495	0.0853912106	-0.1733700089	0.1334648494	0.0604746924	0.1630583779	-0.021245465499999998	-0.0914021941	0.0598090869	0.029537784700000007	0.1024636685	0.05079681900000002	-0.0169396104	-0.0124678	-0.005876929999999999	0.00015544603684	3.453830622489999e-05	0.044471300000000005	0.02329980000000001	0.0005428806800400003	0.0019776965236900004	-0.00345257	-0.02103227	0.0004423563813529	1.19202396049e-05	-0.000235858	-0.00043661300000000003	1.9063091176900001e-07	5.562899616400001e-08	0.00017623	0.0	0.0	3.1057012900000004e-08	3.66323e-05	8.03756e-05	1.34192540329e-09	6.460237075360001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30724.267578125	-45.40625	943980618.212223	2061.7275390625	21949.349609375	31.646484375	1001.4999732971193	481773948.27457047	21803.923828125	-6.529296875	42.63171768188477	475411094.3026772	1.440792	24.893036	0.066875563	0.1260052811	-0.1643988465	0.032515553100000004	0.0453985645	0.1661394306	-0.0005297739	-0.0418044241	-0.1451693694	-0.0073894913	0.0255744468	-0.1499652541	0.0852176491	0.1307776088	0.018163645200000002	0.11723785880000001	0.0543377027	-0.0313398412	-0.06329777219999999	0.0634891468	-0.0322076031	-0.065446906	-0.1186683336	0.1593046619	0.008886033	-0.0782469904	0.04377787	0.0088399935	-0.2028921272	0.027578270699999997	0.0003433336	0.0798567285	-0.1192970284	0.0597165237	0.0058094047	0.011672569399999999	0.055470975199999994	-0.1251983041	0.034778812799999996	0.1419815623	0.09626958869999999	-0.0196122777	-0.0769068365	-0.1053240699	-0.0623720739	0.10220352099999999	-0.046615362699999996	-0.08875901550000001	-0.1220438128	0.0461212083	0.0250350324	0.1490148104	0.0997277973	0.13835781460000002	0.0846352491	0.06270077	0.0676331191	0.1552479527	-0.1035567682	-0.1427772461	0.0434303397	-0.0902115126	0.0901692892	-0.0538773217	-0.15684865109999999	-0.0384462439	-0.027540465299999997	-0.0575847857	0.0669563974	-0.013207523700000001	-0.0347000547	0.0054142706999999995	-0.0479175053	-0.1284357992	0.1551968273	-0.0441266451	-0.1397655298	-0.029516214500000002	-0.08820700599999999	0.1091323767	-0.048495345599999996	0.1247655078	-0.031109496	0.1292592528	0.1353078393	-0.2109340801	-0.055786224	-0.0052440465	-0.0012366748	0.0203001474	-0.027565907999999997	0.024264946000000003	0.0148897831	-0.068322288	-0.1278062911	0.0273119941	-0.0782594556	-0.032125960099999996	0.0767427398	-0.0007147138999999999	-0.04223458150000002	0.0924858494	0.0378242351	0.0068216857999999995	-0.0155426456	0.1009072399	0.0455956625	-0.025306205099999996	-0.00525652	0.00721128	2.76310025104e-05	5.20025592384e-05	0.0294955	-0.01497580000000001	0.00022427458564000025	0.0008699845202499997	-0.0281845	-0.024731930000000003	0.0006116683615249003	0.0007943660402500001	-8.03694e-06	0.00022782106	5.19024353795236e-08	6.45924045636e-11	9.39605e-05	-8.226950000000003e-05	6.7682706302500025e-09	8.828575560249999e-09	-5.24082e-05	-8.90405e-05	2.7466194272399997e-09	7.928210640249999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30690.634765625	-33.6328125	941915062.31699	1131.1660766601562	21934.708984375	-14.640625	214.347900390625	481131458.2292213	21811.0	7.076171875	50.07220840454102	475719721.0	1.4047889999999998	24.270988	0.0617272385	0.0907210417	-0.0022599856	0.043855398	-0.0840094851	0.037979414100000004	0.0394032264	0.12506370039999998	-0.0311687473	-0.07209164030000001	-0.049292905199999994	-0.0985981498	0.1528418234	0.0402208265	-0.0310130136	0.06766272849999999	0.0414313686	0.0152397385	-0.0747557433	0.0952922323	0.06380640929999999	0.0010566861999999999	0.0937740209	0.027058773900000003	-0.1154675003	-0.024683641699999998	0.046126865	0.0009725179	0.0202913469	0.041647680299999996	-0.062897964	-0.0212299481	0.058172352699999985	0.1399182968	-0.0645719299	-0.0252549828	0.09343179550000001	0.027803988199999997	0.040884549	0.1649374975	0.050992330700000005	-0.1314936065	0.0157594608	-0.014007153	0.1248451018	-0.0087856446	0.1096071131	-0.0363023476	0.1882472657	0.1264598878	-0.1393093886	0.0563309614	-0.1321345569	0.0323118099	0.0028278958000000002	-0.047423118	-0.0359393205	0.1773428182	-0.04683684	0.0011533734	0.0834908842	-0.0217388928	0.0438117568	0.0922218971	-0.0835563324	0.0469988634	0.0646007586	-0.1164478399	0.0859437443	-0.0834179298	-0.0798573804	0.1362159778	0.0040928377	-0.052078680999999995	0.0649644764	0.07329057679999999	0.050217915999999994	0.0271722904	-0.0217852016	0.0225542325	-0.1179314946	-0.0216592555	0.0338903186	0.0323480409	-0.015369296499999999	0.0235702226	0.0228036233	0.0072006896999999995	0.1218247971	-0.11847614529999999	0.0587393704	-0.0010867347	0.1922592646	0.044233558799999996	0.0174976081	-0.001822095	0.0112976375	-0.0366456114	0.032455486400000004	0.1007686677	0.0424444416	0.18622574109999998	-0.010562270300000001	0.06721075160000001	0.1214799895	0.0992961682	0.040295756	-0.0335495105	-2.90645e-05	0.0052274555	8.447451602499999e-10	2.7326291004480247e-05	0.00630033	-0.02319517	0.0005380159113288999	3.96941581089e-05	-0.00970495	0.01847955	0.00034149376820250004	9.41860545025e-05	0.000104588	0.00011262493999999998	1.2684377110003599e-08	1.0938649744e-08	2.59498e-06	-9.136552e-05	8.3476582448704e-09	6.7339212004e-12	-0.000144919	-9.25108e-05	2.1001516561000002e-08	8.55824811664e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30806.564453125	115.9296875	949044413.4045447	13439.692443847656	21932.4453125	-2.263671875	5.1242103576660165	481032157.3858032	21805.04296875	-5.95703125	35.48622131347656	475459898.8690338	1.293582	22.349627	0.0474378468	-0.080446079	-0.0485010223	0.12666874460000002	-0.0520608133	-0.061018925099999996	0.0566327204	-0.0638746223	0.0118568851	-0.1276835432	-0.0842140407	-0.0699035476	-0.0673612865	-0.0720555342	-0.0469481222	-0.0580193116	-0.012831044	0.026283681099999998	0.0502775714	0.0251559974	-0.1036879126	-0.0747239319	-0.0195898107	-0.0068175195999999995	0.11400433619999999	0.1117612543	0.10265487039999999	0.0144301854	0.10602535029999999	0.0303642195	-0.11654438130000001	0.0326989373	-0.0522718625	0.0425521118	0.0644437676	0.0661700425	0.0142831073	-0.1524568221	0.013431567	0.2579928097	-0.1029368711	-0.1102770033	-0.0539434311	0.1178978778	0.0344557776	-0.0384779608	-0.05909651940000001	0.0328988933	0.0465341271	-0.040370274	0.0352715331	-0.08034367860000001	-0.011590878300000001	0.0827247217	-0.0518097683	-0.08414595039999999	0.0735086246	-0.015524666299999997	0.000605535	0.0740688839	-0.0818999916	-0.0713446938	-0.083529619	0.1302123239	-0.045419503099999994	0.045025286799999995	0.054073229800000004	0.0632958296	-0.043025670599999996	-0.0203023649	0.0898244908	-0.1065138952	0.0660997886	-0.0050364017	-0.054809754100000004	0.044988940199999994	0.041560188399999996	-0.043518964699999996	0.1526992307	0.0738196639	-0.1885036725	0.102355427	-0.033440149100000004	0.0372309196	0.014324842800000001	-0.0777423638	-0.0602542285	-0.0336229604	0.046248973	-0.031832801099999995	0.12259171880000001	0.09702714779999999	0.13326135960000002	-0.0538414804	-0.1032451069	-0.0622097344	0.0069336863	0.1341319536	-0.0718592148	-0.0372191698	0.09188877029999999	-0.051453438399999996	0.0732711559	0.0658588505	-0.12612356859999999	0.0976313259	0.0349085778	-0.041629366099999995	-5.66473e-05	-2.75828e-05	3.2089165972899994e-09	7.608108558399998e-10	0.0374467	0.03114637	0.0009700963641769	0.00140225534089	-0.016085	-0.006380049999999997	4.0705038002499975e-05	0.000258727225	0.000184254	7.966600000000002e-05	6.3466715560000034e-09	3.3949536516000005e-08	-1.04799e-05	-1.3074880000000001e-05	1.7095248701439996e-10	1.0982830401000001e-10	-3.9983e-05	0.000104936	1.598640289e-09	1.1011564095999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30949.033203125	142.46875	957842656.2081336	20297.3447265625	21948.451171875	16.005859375	256.1875343322754	481734508.84418106	21782.82421875	-22.21875	493.6728515625	474491430.9449616	1.506815	26.033722	0.08608677479999999	-0.1561009258	-0.1440151193	-0.08623382369999999	0.046247496299999996	-0.0796604735	0.10830178310000001	-0.1352736128	-0.0228003442	0.12635554359999998	-0.0291015603	-0.0582219555	0.1282130406	-0.0627445549	0.0800208666	0.1528606625	0.2082835503	0.0858268537	-0.0892576855	-0.044772016100000006	0.0136218024	-0.1541271023	-0.0318325552	0.1152923141	0.0364971348	0.0315037866	0.0925574698	0.09199337210000001	-0.016256117	-0.0502731893	0.19842953829999999	0.1198754149	-0.1720713291	-0.07551312360000001	0.037242664700000004	-0.0550512839	0.0372426909	-0.055140467	-0.0798831059	-0.0498422075	-0.042567493399999996	0.08569939369999999	0.06451094360000001	0.0071828856	-0.13646248460000002	0.09136852990000001	-0.1309910349	-0.0038030127000000004	0.0490841413	-0.0903709282	-0.1429742103	-0.12793878960000002	0.1230516726	0.0370184095	0.0436165438	0.12450451550000001	0.0040902731	0.0924658113	-0.0519067833	0.1244177182	-0.09210460779999999	-0.0687393421	0.0474097077	-0.1156222699	-0.0816593175	0.0658782874	-0.0791124265	-0.09570970919999999	-0.1038094768	-0.07226973190000001	-0.18094045399999997	0.1604584709	-0.1084620036	-0.1005681426	0.0298498441	-0.08515312109999999	-0.1252610005	-0.052416914800000006	0.0796000085	0.0988908539	0.0378150123	0.0506360622	0.1138817125	-0.0185896219	0.0452984107	-0.06919376940000001	-0.126256526	-0.149688664	-0.180337783	-0.0530117841	0.1237116001	0.0725135053	-0.1651816737	0.0780670284	-0.0201192562	0.0127776688	-0.0483539392	0.109711324	-0.058850409900000004	-0.0322886271	-0.0562275761	-0.009530657	0.19930492449999998	-0.1098006113	0.1428633279	0.0959136145	0.0294457954	-0.049506407599999996	-2.48145e-05	3.1832800000000005e-05	6.157594102499997e-10	1.01332715584e-09	0.0686306	0.0311839	0.00097243561921	0.004710159256359999	0.000671197	0.016756196999999997	0.00028077013790280887	4.50505412809e-07	-0.000235858	-0.0004201120000000001	1.7649409254400004e-07	5.562899616400001e-08	0.00017623	0.00018670990000000003	3.486058675801e-08	3.1057012900000004e-08	0.000115492	0.00015547500000000005	1.3338402064000002e-08	2.4172475625000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
30476.27734375	-472.755859375	928803480.7331696	223498.1025733948	21929.60546875	-18.845703125	355.1605262756348	480907596.0150299	21712.951171875	-69.873046875	4882.242679595947	471452248.592228	1.474458	25.474686	0.1280534622	0.09385035109999999	0.1105734845	-0.06444178440000001	0.0019481245999999999	0.09274307970000001	0.0732704229	0.015749238999999998	0.0530966323	0.050533518300000003	-0.1687462717	0.048569441399999996	0.005568985699999999	-0.0548045484	0.0797615696	0.10220701830000001	0.0401644081	-0.053161867800000005	0.1269437994	0.112101015	-0.0520867268	0.1875473739	-0.042529679800000005	-0.0288542915	0.0048380624	0.12120317289999999	-0.1427976299	0.0282510302	-0.0240871102	0.055583421699999996	0.0377488002	-0.029326245499999997	0.1367356583	-0.0962584457	0.1336541784	-0.040879793	0.0656562375	-0.028428918900000006	-0.0064253106	-0.039066293700000004	-0.0037210059	0.19479971829999998	0.0061645373	-0.0366888677	-0.1023334622	0.1404376104	-0.1710016953	-0.0389166581	0.045193961500000004	0.0738750994	0.1145127982	0.1115538008	0.0306637382	-0.1566168965	-0.013361853799999998	-0.0144944494	-0.10591078710000001	0.0440747412	-0.1114409732	-0.018790279099999998	-0.0777525516	-0.049702698	0.043806471	0.0692138144	0.08636340140000001	0.0266417525	-0.015062693799999999	-0.1287020662	-0.0787517424	-0.0689249753	0.033682324300000004	-0.12280417789999999	-0.0190782631	0.010239102199999999	0.0197945168	-0.009412917600000001	0.10467659289999999	0.0684305279	0.0193688664	0.0263945364	0.21792291519999998	0.0763476136	-0.0758752948	-0.06582134769999999	0.0824782617	-0.051554532800000004	-0.0067821548	0.035366502	0.1284136598	0.1326612327	0.0571401833	0.08449648189999999	-0.1994505738	-0.0623992378	0.12894123130000001	0.141244092	-0.2123727872	0.0286658113	-0.0323460668	-0.028907571200000006	-0.0842440802	-0.06977727110000001	-0.0782201321	0.0086126387	-0.013006576399999999	0.0941439642	0.02391924	-0.0571422589	5.239970000000001e-05	7.72142e-05	2.7457285600900005e-09	5.96203268164e-09	-0.023984	-0.0926146	0.00857746413316	0.0005752322560000001	0.0176155	0.016944303	0.00028710940415580904	0.00031030584025	-0.00047213	-0.000236272	5.5824457984000015e-08	2.2290673690000006e-07	0.00017623	0.0	0.0	3.1057012900000004e-08	-1.65829e-05	-0.00013207490000000002	2.7499257241000004e-10	1.7443779210010003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30458.90625	-17.37109375	927744969.9462893	301.75489807128906	21912.08984375	-17.515625	306.797119140625	480139681.3205719	21721.091796875	8.140625	66.269775390625	471805828.8482704	1.33814	23.119482	0.053245815299999985	0.0305985713	0.10358709390000001	0.1231201775	0.0316939411	0.0603064857	0.0268681029	-0.055909543799999996	0.0110428972	-0.1964918189	-0.0849011259	0.0820776127	-0.1295384912	-0.088517916	0.0860223136	0.0377968136	0.19932190649999998	0.0655285556	-0.1129690951	-0.0231098515	0.1511501255	0.0889033035	0.10726831369999999	0.1428819071	-0.1458857369	-0.0139647903	0.07101920070000001	0.0847771017	-0.059671903099999986	0.143345008	-0.1036238699	0.0015504551	0.0965451657	-0.1322303201	0.18033716460000002	0.030950736	0.0712670904	0.0029645764	-0.0169507298	-0.0902619288	-0.0354795843	-0.1153908736	-0.041990987800000004	0.0258737973	0.0078038551	0.1376267246	0.1216128805	-0.016907958	0.11804837369999999	0.0655586819	0.057245147300000014	0.0572452476	0.054057286600000004	-0.054353284	-0.0652693653	-0.1530202845	0.16995911	-0.04908617	-0.041733457	-0.0397852593	-0.035023553799999996	-0.1140051636	-0.2226832225	0.0777150394	-0.0056132477	-0.0190941151	-0.09785198980000001	-0.021790897000000004	-0.06480572009999999	-0.05720579610000001	-0.09340950460000001	0.20846674199999998	-0.1153060617	0.0451700015	-0.08161777490000001	0.21827776899999998	0.053929310300000005	0.0703591022	-0.0985594932	-0.0213142469	0.0545895511	0.1377026935	-0.0626723907	-0.20061617629999998	0.1756065556	-0.0263271504	0.07888851549999999	-0.0448804703	0.04944656769999999	0.0522164383	-0.0325931816	-0.0397919141	0.0501982398	0.0301539556	0.0781953163	-0.1083042468	-0.0482496708	-0.048178919	-0.1652170245	0.1161326315	-0.0202216752	-0.0165583442	-0.104336861	0.1600252079	0.0805134359	0.0923233333	0.0183408808	-0.0644997188	0.00398537	0.003932970300000001	1.58831740369e-05	1.5468255380682095e-05	0.00416759	0.02815159	0.0007925120195281	1.7368806408099998e-05	0.0152429	-0.002372599999999999	5.629230759999995e-06	0.00023234600040999997	-0.000662768	-0.000190638	3.634284704399999e-08	4.39261421824e-07	3.88412e-05	-0.00013738879999999998	1.8875682365439998e-08	1.5086388174399995e-09	-6.43292e-05	-4.77463e-05	4.1382459726400006e-09	2.27970916369e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30838.359375	379.453125	951004408.9416504	143984.67407226562	21928.404296875	16.314453125	266.16138076782227	480854915.007206	21767.8515625	46.759765625	2186.475681304932	473839361.6470337	1.3368080000000002	23.09647	0.04028775173	-0.0435671017	-0.11668708050000001	0.0299556814	-0.07056109690000001	-0.0324139678	0.029469886299999998	-0.022840681499999998	-0.1394628498	-0.0360441976	0.0378152727	0.0094234409	0.0685963996	0.0712155396	0.0136933325	0.0395160962	0.08075820389999999	0.0394144072	0.0740295024	-0.1397381656	-0.14774729609999998	-0.0517578278	0.0385119623	-0.0167279727	-0.029896039500000002	0.1042807217	-0.0118264619	0.0014069692000000002	-0.064910219	-0.036564119	-0.0508031262	0.1538830054	0.1078122211	-0.09877696720000001	-0.030641535299999998	-0.0368465208	0.0492497847	-0.0539607924	0.1494048675	0.0100008109	0.0773162046	-0.12791469130000002	-0.0149179401	-0.0472165848	-0.22202903129999998	0.13193940310000002	0.0666418181	-0.0086091256	-0.007377455600000002	-0.134359601	-0.045455847300000005	-0.056921658300000004	0.021647439100000002	0.090022368	0.1416317767	0.012370661000000002	0.10919576060000001	0.034307979599999996	-0.0029479906	0.024680818599999998	0.0973642137	-0.0897596141	-0.032427037	-0.0338844277	-0.0371957526	-0.010722124	0.0159720758	-0.1506547052	0.0748799872	-0.0734264736	-0.008274967099999999	-0.055758612	-0.0053379	-0.011127726999999999	-0.1418386977	-0.0935991646	-0.0131368525	0.031147323799999998	-0.042593430099999996	0.0744584536	-0.0506496915	0.1106044947	0.014256250900000001	0.06674184080000001	-0.0078953692	-0.0186496953	0.0556514485	-0.0759580438	-0.0415344773	0.2563651413	0.03719669	0.1092848986	0.06570427179999999	0.029154547000000006	0.0076393192	-0.0115116382	-0.1618203446	-0.0550446633	-0.11617217349999999	0.0300235885	-0.0676819491	-0.0011405853	0.0226522048	0.052121165	0.0014964408	0.0904527076	0.0127227994	-0.07154294259999999	-6.45173e-06	-0.003991821729999999	4.1624819992899997e-11	1.5934640724100194e-05	0.0225511	0.01838351	0.00033795343992010007	0.0005085521112100001	0.00516091	-0.01008199	0.00010164652236009998	2.6634992028100006e-05	-0.0006590880000000001	3.6799999999999372e-06	1.354239999999954e-11	4.3439699174400003e-07	0.00017623	0.00013738879999999998	1.8875682365439998e-08	3.1057012900000004e-08	-4.87894e-05	1.5539800000000007e-05	2.38040555236e-09	2.414853840400001e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
