csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
30698.333984375	n/a	942387709.4162332	n/a	21957.556640625	n/a	n/a	482134293.62625504	21620.9453125	n/a	n/a	467465276.2061157	n/a	n/a	n/a	-0.2007765913	0.2676160792	-0.15174087320000001	0.0020733492	-0.13621140980000002	0.1756712987	-0.0237510164	0.0902021315	0.21613188670000005	-0.1118254315	0.14850965230000002	-0.2313414611	0.2144412312	-0.2994932458	0.2259846447	-0.0664749976	0.0941258533	-0.0828338073	0.01452084	-0.0174927099	0.0395062702	-0.0231923373	0.040025335	-0.0640005132	0.017496855500000002	-0.10290585529999999	0.0725980651	-0.1735794007	0.037182656200000004	0.017355396999999998	0.0394621717	-0.0879227132	0.0707054068	-0.0336636036	-0.0564695342	-0.0594112545	0.018061659299999998	0.0118227637	0.011511914199999999	-0.1603725996	0.18352389449999998	0.1849130998	-0.0315572203	-0.016157297	-0.12941410550000002	0.060286522099999997	0.0813247248	0.0134080703	-0.0603125533	-0.1312164435	-0.19155982579999997	0.0924645734	-0.33900823	0.0022888561999999998	-0.05649802230000001	0.0123146109	-0.1552509303	-0.0615568783	0.2067827434	-0.0701463289	-0.0130439714	0.1330349918	-0.0902753081	0.1653906782	-0.3722914276	0.2898630728	0.011599951499999999	-0.0777122615	0.0276442549	-0.08650692310000001	0.0008951661	-0.0632175472	0.0209707511	-0.1386236744	0.0762975291	-0.031837984300000004	0.018330311000000002	-0.115567155	0.0114516515	0.013317835	-0.022350328399999998	-0.08634210460000001	0.1515996436	-0.019491419399999998	-0.0513216158	0.0026967540000000004	0.1926387895	-0.047079133700000005	-0.1641765222	0.14288770369999998	-0.0436990586	-0.1250845094	0.052505391799999995	0.12954628	-0.0013415357999999999	-0.0072323636	-0.0418047456	-0.0124502698	0.0304048738	0.10958940369999999	-0.051628846799999996	-0.0834271386	-0.1375835	0.0893974315	0.1217078847	0.1216831682	0.1216419777	-4.81488e-05	n/a	2.3183069414400003e-09	n/a	-0.016331799999999997	n/a	n/a	0.0002667276912399999	-0.07904959999999997	n/a	n/a	0.006248839260159995	0.00106678	n/a	n/a	1.1380195684e-06	-0.000478075	n/a	n/a	2.28555705625e-07	0.000667596	n/a	4.4568441921599996e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30652.541015625	-45.79296875	939578270.7145727	2096.995986938477	21917.64453125	-39.912109375	1592.976474761963	480383141.798233	21634.33984375	13.39453125	179.41346740722656	468044660.47486883	1.54635	26.716791	0.1103829023	-0.0351281341	0.16493309849999999	-0.18054731440000002	0.0874188078	-0.018532159399999998	-0.0337488069	-0.0015646142	0.0790138023	0.1576310947	-0.0332467804	0.2068332001	-0.2617982555	0.0400533661	0.0736171885	-0.0222373602	0.0486597712	-0.0148696944	0.1367960356	-0.1254559756	-0.13126721060000002	-0.0552272376	-0.0037109213	0.0819589986	0.0372350542	0.0523269987	0.0756136625	-0.0413039091	0.0722349457	-0.0481292255	-0.1165064243	0.0298534893	0.0065158126	0.1400483675	0.0300153475	-0.0182274595	-0.0455584557	0.0746384577	-0.1856703273	-0.0314255882	0.1413290841	-0.2558307402	0.039999065099999995	-0.0042368163	-0.0399053119	0.0234520137	-0.0808502008	-0.0060285938	-0.0132234336	0.0930144742	0.1309430721	-0.0205916873	0.0675035761	-0.2506939163	-0.036949134700000004	0.11807884199999999	0.09465969169999999	-0.1685338883	0.030198447599999997	0.0109445121	-0.0159783991	0.037233233	0.0004928314	-0.011211623	0.204863927	-0.18741152649999998	-0.10030482449999999	0.0289566117	-0.17743960460000002	0.0301435998	-0.0312441689	-0.2004613754	-0.0177228406	0.0027531631	-0.11582396369999999	0.0211809677	-0.1273791469	0.0320002036	0.1016230432	0.0068643487	-0.111825134	-0.0245633083	-0.0543664525	-0.0262381044	-0.11383069230000001	0.1447108945	-0.0634449042	-0.0709861105	0.0739248307	0.0047617599	-0.1442478419	0.08401245339999999	0.0370230533	0.16872439449999999	-0.0845642357	-0.0098030872	0.000496704	-0.0761995772	0.0011049795	0.09785740779999999	-0.1268650518	-0.0518140358	0.0388884045	0.106830004	-0.1888271368	0.1216419777	0.12141962949999999	0.12104935019999999	-7.29511e-05	-2.480229999999999e-05	5.321862991209999e-09	6.151540852899997e-10	-0.0487191	-0.032387299999999994	0.0010489372012899996	0.0023735507048099997	-0.0477271	0.031322499999999975	0.0009810990062499984	0.0022778760744099997	0.000485905	-0.000580875	3.37415765625e-07	2.36103669025e-07	-0.000233239	0.000244836	5.9944666896e-08	5.4400431121000006e-08	0.000560341	-0.000107255	3.13982036281e-07	1.1503635025e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30726.685546875	74.14453125	944129204.6965369	5497.4115142822275	21895.919921875	-21.724609375	471.9586524963379	479431309.2251625	21707.009765625	72.669921875	5280.917545318604	471194272.9649392	1.125249	19.441284	0.1211133817	0.020630175900000002	0.02668052	-0.1102258035	-0.068626538	-0.0638500996	-0.1084985031	0.0974617099	-0.043908420499999996	0.0421739448	0.1230391374	0.052714438899999994	-0.1947085685	0.0510628786	-0.155052681	-0.0392234438	0.026347473700000002	-0.0772291747	-0.0484891359	-0.0021000409	0.054431869400000006	-0.06250633809999999	0.0183632189	-0.0197829929	0.0494128951	0.07877423929999999	-0.003496543	-0.0432093608	-0.0695694173	0.1163580565	0.2961599156	0.0008765861999999999	0.1202230742	-0.1600798313	0.029422066400000002	0.1552448074	-0.0724640838	0.1327100078	0.029566912799999998	-0.10097984210000001	-0.0758644598	-0.1672276592	0.0726970676	0.0010724137	-0.0101511022	-0.0115250583	0.06989313929999999	0.1074473602	0.1114767161	0.06736019730000001	-0.0149880113	0.0012075917999999999	-0.0971749384	-0.0822181408	0.0730528653	0.0664491331	0.1458227975	-0.1464471779	0.12630741210000002	0.0249782814	0.13071093050000002	0.0410346123	0.0232319598	-0.08882700130000001	0.0179141049	-0.153578598	0.073621115	0.0549218183	-0.023640498599999997	0.0768133661	0.0980411221	0.0748253384	0.0158486519	0.0608931299	-0.010876479	-0.0296462252	0.0508179046	-0.0331675088	-0.0620476092	0.12048471919999999	0.1676560048	0.0527857292	0.0714957891	-0.1931664323	-0.13337556609999998	-0.0810418463	0.2571811738	-0.0044918041	-0.1642120645	-0.059565248200000004	-0.0263031116	-0.082968007	0.03314363	0.08694759810000001	0.0126281642	-0.084725848	-0.1079752495	-0.0457425188	-0.0890698341	-0.08078586780000001	0.0610987849	-0.1054843809	-0.0918111184	-0.0906818149	0.0587046794	0.1215101995	0.120893123	0.1198669825	-3.19694e-05	4.09817e-05	1.02204253636e-09	1.6794997348899995e-09	0.0301053	0.07882439999999999	0.006213286035359998	0.00090632908809	-0.0660645	-0.018337400000000004	0.00033626023876000017	0.004364518160249999	0.000259675	-0.00022623	5.1180012900000005e-08	6.7431105625e-08	-0.000141591	9.164800000000004e-05	8.399355904000003e-09	2.0048011281e-08	0.000400007	-0.00016033400000000004	1.6000560004899994e-07	2.5706991556000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31033.314453125	306.62890625	963066605.9465369	94021.28614807127	21901.955078125	6.03515625	36.42311096191406	479695636.2442055	21773.05859375	66.048828125	4362.447696685791	474066080.5268707	1.387941	23.979904	0.1401571406	-0.1510144414	-0.1177410929	-0.1160100157	0.0840831237	-0.155207361	-0.10897565769999999	-0.0493584214	-0.0224812814	-0.0458216863	0.0942102844	0.0833428248	-0.0296904806	0.2321532677	-0.0139923161	-0.1371422284	-0.05561717730000002	-0.1942732756	-0.1144641832	0.008567508599999999	-0.0557358442	-0.064318544	-0.1540460566	0.010951136299999999	0.0328691923	0.11103817380000001	0.1339495181	-0.0524766565	-0.025454823799999998	0.075396338	-0.0302179539	0.08444280359999999	-0.058182523	0.028865313599999998	0.09736110699999999	0.00042296870000000004	0.1169557176	0.023125289900000002	-0.006538391700000001	0.0890131991	-0.043153908	0.0815275178	-0.1189440343	0.13139249460000002	-0.010168227299999999	0.0513030478	0.0324728673	-0.09955532369999999	0.1149700251	0.1828735197	-0.09633590619999999	-0.1636614894	0.0061244963	0.08685452960000001	-0.0724866336	0.1611575004	-0.0107589652	0.0792942142	0.1649047736	0.028796944900000006	0.0650348206	-0.0145670281	-0.0540617293	-0.0432031124	0.0395129946	-0.1433189932	-0.0681520817	0.0750995181	0.11891283119999999	0.143506166	0.19740777620000002	-0.0070635778	-0.0615560713	-0.06500713	0.0595977329	-0.0723807935	0.1422228305	-0.12811749	0.0638180703	0.0511158859	-0.2076066606	0.1786594338	-0.14899342599999998	-0.068710625	0.0428597877	-0.15783738619999998	0.0384067474	-0.06144448230000001	0.009583345600000001	-0.0545101297	0.0426207863	0.012742833	-0.0430899384	0.0487098721	0.0337552099	0.0969409439	0.0173812915	-0.0541385142	-0.0095692317	0.1166672941	-0.0955767691	0.14151543960000001	-0.17112730129999998	0.0769051695	-0.0069425436	0.1213126213	0.12010478890000001	0.1181006348	-0.00949086	-0.0094588906	9.00764235396e-05	8.947061138276837e-05	-0.0414226	-0.07152789999999999	0.005116240478409998	0.0017158317907599995	-0.0881968	-0.02213230000000001	0.0004898387032900004	0.007778675530240002	0.0004939009999999999	0.0002342259999999999	5.486181907599996e-08	2.43938197801e-07	0.000190382	0.00033197300000000006	1.10206072729e-07	3.6245305924000005e-08	0.000574569	0.00017456200000000007	3.3012953576100004e-07	3.0471891844000025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30782.021484375	-251.29296875	947532846.6645241	63148.15614318848	21927.494140625	25.5390625	652.2437133789062	480814999.28714365	21751.2265625	-21.83203125	476.63758850097656	473115856.9732056	1.358133	23.464899	0.10154684	0.030380060299999997	0.054413925599999996	-0.0597768813	0.1345782292	0.017101061	-0.0047770771	-0.027015159700000003	0.1521976372	0.0289160021	0.011916610900000001	-0.11429141640000001	-0.062349784400000004	0.06529165990000001	-0.0484964275	-0.2732693865	-0.10043442890000001	-0.1204575633	-0.054590020700000005	0.0625755452	0.055518208	0.058079119400000004	-0.0929656747	0.1125760977	0.0166305439	-0.09978706119999999	-0.0373529894	-0.0203469009	0.1243178374	0.0708752512	0.0092583448	-0.08430181519999999	0.0619018285	-0.2086810862	-0.09613791769999999	0.1498257832	0.1523096153	-0.0551989774	0.0997601248	0.0204161623	0.1172162582	0.1564488218	0.0054803704	-0.1912521757	-0.0026834674	0.0630589514	0.0321173403	0.0403983067	-0.0830443766	0.06587666519999999	0.0361728854	0.024618382	-0.038355095299999996	-0.0428688025	-0.1267812022	0.08882531199999999	-0.059238070199999986	-0.07107915599999999	-0.023298241400000003	0.007187365699999998	-0.1377309947	0.0737860714	0.0738965624	0.0442563424	0.0237202946	-0.0654653679	-0.0287915189	0.21418117600000008	0.1531814023	0.0735458063	0.19957621350000002	0.0208395398	-0.0009893915	-0.0069429636	0.1101177863	0.0657378006	0.0676893364	0.0272984837	0.0320526797	0.0594965226	0.0730955796	-0.0318991193	0.1554120041	-0.0046828893	0.12271932349999999	-0.0352026473	0.108773815	-0.1132697071	0.038154369900000006	0.1944998134	-0.0324700418	0.0372950186	-0.0011472653999999999	-0.1438081681	-0.042179618099999996	0.0709862015	0.0176613871	0.029169664300000002	0.2309078921	-0.0231776352	0.0370687987	-0.0813765597	0.0049237349	-0.0087937949	0.1047875659	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.014934200000000003	-0.0054433400000000005	0.00022303032964000004	2.9629950355600012e-05	0.0357849	0.0772075	0.005960998056250001	0.00128055906801	-0.08300199999999999	0.005194800000000013	2.698594704000014e-05	0.006889332003999999	0.000332382	-0.00016151899999999994	2.6088387360999982e-08	1.1047779392400001e-07	0.000190382	0.0	0.0	3.6245305924000005e-08	0.000462064	-0.000112505	2.1350314009600002e-07	1.2657375024999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30772.275390625	-9.74609375	946932932.716465	94.98634338378906	21945.4921875	17.998046875	323.92969131469727	481604627.35162354	21698.787109375	-52.439453125	2749.8962440490723	470837362.01797867	1.751155	30.255264	0.1013372531	-0.0901394403	0.0337616082	-0.0056111803	-0.0321140568	-0.0583393861	0.18162172940000001	-0.06186184700000001	-0.06442762519999999	0.15707684289999999	0.011696874199999999	0.0155246619	0.0054018847	-0.0251538077	-0.14045713	-0.2185366742000001	0.0180876599	-0.1098476315	-0.0520230105	0.1354702854	0.2180833082	-0.05245534650000002	-0.0798000396	-0.1260484164	0.0027621144	-0.025827161600000002	0.048141975999999996	0.0261880731	0.0060906614	-0.1097518295	-0.0344152516	0.1801800532	-0.0476724788	0.0708240619	0.0383474817	-0.053866614400000006	-0.0800807601	-0.0716285358	0.027100408399999998	0.0263216096	0.1490838098	0.003968306	-0.0193166256	-0.0642426579	0.10980498820000001	0.1070827449	-0.034356658	-0.0198263588	0.1257161234	-0.0170714253	-0.0562749187	-0.06865188	0.0811725992	-0.048955405800000004	0.1226033218	-0.0290139246	-0.0104890549	-0.0341820553	-0.0971176684	0.1563554838	-0.0252084604	-0.06588195549999999	0.0834241303	-0.1248116718	0.1218430561	0.0298807518	0.0399554332	0.1357765625	-0.0223394472	0.1442738074	0.08557572289999997	0.1536355106	0.0375599555	0.0316155279	0.17046724230000002	-0.0779152472	0.0760152351	0.001746465	-0.0291234398	-0.08459683289999999	-0.0677483879	0.1696281123	0.0763491305	-0.023392175499999997	0.0356064431	0.0926534556	-0.1981328688	0.1029030237	0.0258904602	-0.024531947000000002	-0.023981236800000003	0.08708256789999999	0.0382132615	-0.019687838899999997	-0.06688957400000001	-0.0611074705	-0.1005236761	-0.0041211177	0.0791936331	0.0397737031	0.041812219	-0.0194541625	-0.0045535621	0.056930516500000014	0.13672680869999998	0.1207205288	0.11775003070000001	0.11285322490000001	-1.25269e-05	0.0149216731	1.5692322361000004e-10	0.0002226563281032636	0.00374127	-0.032043630000000003	0.0010267942235769002	1.39971012129e-05	-0.0630169	0.019985099999999992	0.00039940422200999964	0.0039711296856100005	0.000257031	-7.535100000000002e-05	5.677773201000004e-09	6.606493496099996e-08	-0.000267838	-0.00045822	2.099655684e-07	7.173719424400001e-08	0.00061623	0.0001541659999999999	3.797394129e-07	2.376715555599997e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30740.650390625	-31.625	944987586.438633	1000.140625	21961.72265625	16.23046875	263.42811584472656	482317262.03004456	21721.705078125	22.91796875	525.2332916259767	471832471.5010414	1.579007	27.281015000000004	0.0957238931	-0.10616311269999999	0.1169379247	0.028182962000000002	0.075157733	-0.0769290551	0.3347061175	-0.0055325499	0.16884157519999998	0.0428436515	0.0576644986	0.0036343063	0.0245890711	0.0156771068	0.0712501247	-0.0905526757	0.1227509766	-0.117568843	-0.0529062203	0.1031637189	0.0066335801000000005	-0.0071077963	-0.0732328384	-0.0854477084	-0.12262446710000001	-0.19504024109999998	-0.0329453719	0.04874329610000002	0.1005398774	0.0282456708	-0.0197155497	-0.030199993799999998	-0.008100980899999999	0.0577406802	0.1429107512	-0.2163035156	-0.0409620217	0.028329857799999997	-0.0130573016	-0.14532224359999998	0.1004120966	0.0832228817	-0.2006835045	0.058306766100000004	0.0188264682	-0.12338246	-0.0887209068	-0.015599946299999999	-0.1040545499	0.0709424492	-0.0354582942	-0.0995326454	0.0038198317	-0.0754421493	-0.1278604805	-0.0790783917	-0.0364001188	-0.0412532496	-0.2329728088	0.2818477033	-0.089349723	0.0720354139	-0.0242658417	-0.08395254490000001	0.0415058246	0.0081593646	-0.1154503495	0.037583700299999995	-0.028702154100000002	-0.029916454900000007	0.1044147966	0.10224635480000001	-0.0882663633	-0.18473778649999997	0.090081035	-0.0886366183	0.0329620348	0.1399616295	0.0281472543	-0.1699259484	-0.0434241051	-0.1031402933	-0.054162322199999995	-0.094100307	0.0945085466	0.0031538706	-0.1300264789	0.10705836269999999	0.0253506038	0.0494235763	-0.1366331922	-0.0608444745	0.0017751982	-0.0785023976	-0.0375443704	0.1551151404	0.1525387908	0.0184085012	-0.0964986151	0.0313719368	-0.0393720652	0.0859805878	0.020497301000000002	-0.0736289649	-0.1038336751	0.120326335	0.1161887065	0.1093977275	-0.0050877	-0.005075173099999999	2.588469129e-05	2.57573819949636e-05	-0.060372900000000014	-0.06411417000000001	0.0041106267947889005	0.0036448870544100007	-0.0629696	4.730000000000012e-05	2.2372900000000114e-09	0.00396517052416	0.0007269289999999999	0.0004698979999999999	2.208041304039999e-07	5.284257710409998e-07	-0.000212753	5.5085000000000026e-05	3.0343572250000027e-09	4.5263839008999996e-08	0.000620992	4.7620000000000605e-06	3.85631064064e-07	2.2676644000000573e-11	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30989.748046875	249.09765625	960364484.0087928	62049.642349243164	21920.759765625	-40.962890625	1677.958408355713	480519708.70224386	21766.28515625	44.580078125	1987.3833656311035	473771169.50318915	1.465943	25.327568	0.14494754	-0.0581330637	-0.1108862524	-0.1191838922	0.0451056496	-0.0428073617	-0.0154514274	-0.1612142205	-0.015899596499999998	0.1960094044	-0.1056416992	0.013664163200000001	0.008108655	-0.0992098232	-0.0682457489	-0.0029204064	0.10804192789999999	-0.0203039183	0.0031836190000000004	0.1233007764	-0.2582279402	-0.0098958122	0.1234846589	-0.0277092442	-0.051541515999999996	-0.052334091299999996	0.022518673599999997	0.007059374300000002	-0.0312789141	-0.0229751727	0.1629826787	-0.13283728460000002	0.129300219	-0.0510568259	-0.031175603700000002	0.0234115855	-0.0267365577	-0.0693790068	0.0755132715	-0.10156926699999999	0.0555058331	-0.1585286683	-0.19045970399999998	0.0477199896	0.0903360297	0.0859011459	0.1064580355	0.1017156506	-0.0122811111	-0.09142822279999999	0.1815672933	-0.0448963761	0.0929738342	0.0159277702	0.0768572033	0.1638101207	-0.02008036	-0.07597363019999999	0.042307569100000005	0.023825802099999998	-0.1815140066	-0.08583903429999999	0.09447751730000001	-0.1317578191	0.1442195696	0.0900351664	0.0731838848	-0.0310996011	-0.0521738023	-0.1597692122	0.13851896119999998	-0.0211795341	-0.0047919434	-0.17379116120000002	-0.1029188806	0.014160291799999999	-0.1167714009	-0.0412942899	-0.1050309234	0.025945495699999998	0.14869363630000001	-0.1330379123	0.06443328179999999	-0.1159756728	-0.10448184699999999	-0.0837828732	-0.0002994187	0.0320929552	-0.043088835199999995	0.11991074199999999	-0.0729790186	0.0188817951	0.1748052246	0.025459557	0.0550909702	-0.029962394399999998	0.0830102994	0.0924166523	-0.0182484653	0.0784502646	0.0188013886	-0.11311119300000001	0.1593719171	0.1077331701	-0.0603688951	0.1198669825	0.1143757435	0.10540925529999999	-0.00285936	0.00222834	8.1759396096e-06	4.965499155599998e-06	0.0279599	0.0883328	0.00780268355584	0.00078175600801	-0.0230498	0.039919800000000005	0.0015935904320400005	0.0005312932800399999	0.000480313	-0.00024661599999999985	6.081945145599993e-08	2.30700577969e-07	-0.000212753	0.0	0.0	4.5263839008999996e-08	0.000578276	-4.271600000000004e-05	3.34403132176e-07	1.824656656000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30619.103515625	-370.64453125	937529500.1005592	137377.36854553226	21897.96875	-22.791015625	519.4303932189941	479521035.37597656	21696.23828125	-70.046875	4906.564697265625	470726755.556778	1.419239	24.520657	0.06648393797999999	0.1099561068	0.1267356147	-0.0424948837	0.017300264	0.1020983175	0.0063648655000000005	0.1113874176	0.05911601740000001	0.0300095082	-0.053660268	0.2229689175	0.0311846361	-0.028417863199999997	0.044674050599999994	0.062327538200000004	0.0468890706	-0.0771192594	0.0190280141	0.0390045603	-0.0537284674	0.056729278	-0.0170047108	-0.0292729868	0.0040835043	-0.08975270960000001	-0.004529493	0.10120523869999999	0.054734890300000005	-0.2503749566	-0.0308378448	-0.012597870300000001	-0.18505734210000002	-0.080501394	-0.0980925207	0.0811717295	0.100259319	-0.0100169968	0.1019198328	0.1563066466	-0.1497232435	-0.037232097400000004	-0.005948516899999999	0.0968376222	-0.0184826722	0.00793561	-0.0417501729	0.06759653339999999	-0.014576078999999999	-0.0616531695	-0.0268633411	0.1091789148	-0.0242436595	-0.1551091409	-0.0073042589	-0.0301478599	-0.0787101115	0.061464800800000004	-0.061488343499999994	-0.0592486273	0.07787297110000001	0.08672971630000001	-0.0605842609	0.0504874464	0.1978664379	-0.0079066882	-0.002880689	-0.09411731599999999	-0.1045564981	-0.0296041631	0.0286519067	-0.0067502985	-0.0352990334	-0.0231525405	0.0158052026	0.0006072793	-0.1287437073	-0.1149184011	-0.0213770502	-0.0815940168	0.0902100358	0.0829501616	0.1083457567	0.1199016936	0.0389195646	0.036614374	-0.1092709406	-0.1443802764	-0.0135305871	-0.0726214005	0.1820870956	-0.012264383500000002	0.1788224947	-0.1317453214	0.0315475462	-0.06701941730000001	-0.0335900639	0.0743538399	0.0370981509	-0.1245930356	-0.065248615	0.0261156672	0.0358588434	-0.0298767477	-0.0843744517	0.11934271980000001	0.112315068	0.1009072399	-6.27202e-06	0.00285308798	3.93382348804e-11	8.140111021620482e-06	-0.026283	-0.0542429	0.00294229220041	0.0006907960889999999	-0.0278988	-0.0048490000000000035	2.3512801000000026e-05	0.0007783430414400001	0.000461908	-1.8404999999999984e-05	3.387440249999994e-10	2.1335900046400001e-07	-0.000285127	-7.2374e-05	5.2379958759999996e-09	8.1297406129e-08	0.000578276	0.0	3.34403132176e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30579.8671875	-39.236328125	935128277.2051393	1539.489444732666	21894.0078125	-3.9609375	15.68902587890625	479347578.09381104	21710.396484375	14.158203125	200.45471572875977	471341315.5087624	1.213063	20.958483	0.05344178056000001	0.0712423535	0.0713028691	0.1027411628	0.0652865334	0.046996978099999996	-0.0436745086	0.018451023	0.035529153	-0.11080791699999999	0.0966601159	0.1330103599	-0.0546625802	-0.050702428099999995	-0.006454127	-0.09339933869999999	-0.0276597147	0.004884286	0.0301144426	0.0816863	-0.0608276142	0.0853735043	0.0310859148	0.0839243266	-0.1355703486	0.044563020700000004	0.0423534489	0.0914368545	0.0421795097	0.035943064	0.0328327697	-0.110291636	-0.1009091986	0.0303868281	-0.1874681568	-0.027717786600000002	-0.049664806500000006	0.0060654551000000004	-0.05502612690000002	0.06563316570000001	0.0219976737	0.07938653059999999	0.2137003974	0.0736719111	-0.1994355482	0.10812969789999999	0.0995364332	-0.0633053107	0.0041009119	-0.1344806012	0.1662307892	0.060647194	-0.011393637	-0.0033057853999999996	-0.088500015	-0.0890967177	0.1417490951	-0.0352440772	0.0043540026	-0.06895262070000001	0.051228662599999995	0.0789969509	-0.1907811832	-0.029541223999999998	0.0828907409	0.0059983469	0.010924462	0.015543584	0.0039510858	0.0139280747	0.0611346535	-0.10991020359999999	-0.0245116121	-0.11660974730000001	0.031126403799999997	0.21313130660000001	0.0613603643	-0.0514855463	0.0178693266	0.1025296722	0.0003671678	-0.18478731699999998	0.1664028129	0.1131700283	0.036964133999999996	0.1171331843	-0.0079646505	-0.007470933199999998	-0.0323987368	-0.0508553331	0.1384721012	-0.0330355447	-0.1424858806	0.0579689343	0.0385834243	0.1020775243	-0.0998180005	-0.036660002000000004	-0.0656362479	0.0530949346	-0.0194772908	-0.08786736630000001	0.062764215	0.1295771558	0.031544557599999995	0.11875383099999999	0.1100111431	0.0959136145	-3.89146e-06	2.3805600000000003e-06	1.5143460931600002e-11	5.667065913600001e-12	0.0161657	0.0424487	0.00180189213169	0.00026132985649000005	-0.0304034	-0.0025045999999999988	6.273021159999996e-06	0.0009243667315599999	0.00036456	-9.734800000000003e-05	9.476633104000004e-09	1.3290399359999998e-07	-0.000212753	7.2374e-05	5.2379958759999996e-09	4.5263839008999996e-08	0.000578276	0.0	3.34403132176e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
