csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
29746.84375	n/a	884874713.0869141	n/a	19972.412109375	n/a	398897245.46670914	n/a	20477.630859375	n/a	419333365.6128273	n/a	n/a	n/a	n/a	-0.1583240376	0.0679317428	0.0843964807	-0.16593266369999998	0.1069255771	-0.0534960491	0.039352022599999995	-0.2324763253	0.05752510950000001	-0.0425536375	0.1879807677	-0.0320684673	0.1551950228	-0.08745472539999999	0.1108128568	-0.3253025179	-0.0686352482	0.1360126103	-0.0754369532	0.1970718386	-0.0378772141	0.06460944490000001	-0.2036444453	0.06497561589999999	-0.0784066993	0.0636178634	-0.026674259500000002	0.026788241600000002	0.027822836299999997	-0.0672955044	0.014217313799999999	0.0718087607	-0.041462743999999996	0.05710740900000001	0.0347704131	-0.0305271242	-0.1120096878	0.1213953008	-0.1476217198	-0.0007336317	0.1112740573	0.14879214429999998	-0.0242471817	-0.0415752123	-0.0005026071	-0.012223368500000002	-0.14714617230000002	-0.0251338407	0.1586112439	-0.0406675102	0.0236631332	-0.2814092419	0.1236629552	-0.10290036960000001	0.08500403179999999	0.0689583359	-0.13280702630000002	0.0626202706	-0.0409960505	0.045550247599999996	-0.1108419164	0.1974111	-0.1760518694	0.013308508	-0.1172431231	0.0513130991	-0.1185357697	0.0112474347	-0.0797222482	0.0211290166	-0.22828436489999998	0.08958397359999999	-0.10628667929999999	0.011504231399999999	-0.046021882199999996	0.0391238312	0.0210573807	0.0376724591	-0.3047354508	0.09227176960000001	-0.0439009849	-0.0398036191	0.1046828358	0.08972041720000001	-0.0894590521	-0.0042938092	0.010742166000000001	0.036197002799999996	0.1053395081	-0.1080914542	-0.0119089014	0.1587933603	0.0865925427	-0.041583188300000004	-0.0131619988	0.1217078847	0.1216831682	0.1216419777	0.0138059	n/a	n/a	0.00019060287481	0.000603561	n/a	n/a	3.6428588072100003e-07	0.119919	n/a	0.014380566561000003	n/a	0.00449173	n/a	n/a	2.01756383929e-05	0.000379518	n/a	n/a	1.44033912324e-07	0.0007325189999999999	n/a	n/a	5.36584085361e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29506.37109375	-240.47265625	870625935.1220857	57827.09840393066	19953.83984375	-18.572265625	398155724.510025	344.92905044555664	20454.359375	-23.271484375	418380817.4416504	541.5619850158691	1.649633	30.832594	0.192763789	-0.15020525099999998	0.04703335769999999	0.05942672230000001	-0.1748027853	0.08913979	-0.1004637023	-0.042041857300000006	-0.2200731648	0.0519333571	0.0557211818	-0.0003137134	0.0154367677	0.0015359406	-0.08952048039999999	0.0652147515	-0.0380425882	0.0204431417	-0.061982397	-0.0590432551	0.08321501049999999	0.0546595142	0.0823671364	0.0472963767	-0.07753092389999999	0.040286937599999996	0.057384865199999996	-0.049795066799999996	-0.0632702296	0.0317761073	-0.161535693	-0.030285080899999997	-0.1530785216	-0.0347360773	0.0243549855	-0.0264820079	0.0397809447	-0.07443116429999999	-0.1028088682	0.026744515899999998	0.1083692631	0.0126613996	-0.12228674390000001	-0.1404426893	-0.0478690271	-0.0028238684000000003	-0.028431705	-0.1290058455	0.0023655832999999998	0.10472277279999999	-0.045111379699999996	-0.0992944459	-0.1356300491	0.1455751794	-0.12992607949999999	0.0958990472	0.1891121679	0.0010498537	-0.07614242339999999	0.0939165247	-0.0102443551	-0.0737852446	0.0720744667	-0.0724741965	-0.015841786200000003	-0.10193451460000001	0.12970717699999998	0.054722115700000004	0.0266454456	-0.0790858661	0.0814284805	-0.0074437168000000015	-0.0920999175	0.0125165107	0.2546955846	0.0503432764	0.074096539	0.0917144676	-0.014481164599999999	-0.0102695732	-0.0030380614	0.0993905284	0.0200613189	0.0095200122	-0.0284553159	0.1521451992	0.0656809655	0.1594920934	-0.30131334239999996	0.0303174238	0.038379787799999995	-0.0133670759	0.028647185	-0.0181752012	0.012625659	-0.044512166500000006	0.1216419777	0.12141962949999999	0.12104935019999999	0.0149558	0.0011499000000000006	1.3222700100000014e-06	0.00022367595363999998	0.0189797	0.018376139	0.000337682484547321	0.00036022901208999995	0.08625260000000001	-0.0336664	0.007439511006760002	0.00113342648896	0.00292392	-0.0015678100000000002	2.4580281961000005e-06	8.5493081664e-06	-0.000633944	-0.001013462	1.0271052254440004e-06	4.01884995136e-07	0.000522364	-0.000210155	4.4165124024999984e-08	2.7286414849600003e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29326.744140625	-179.626953125	860057921.8896828	32265.842288970947	19979.50390625	25.6640625	399180576.339859	658.6441040039062	20429.95703125	-24.40234375	417383144.2987213	595.4743804931642	1.233729	23.059114	0.06995725	-0.0029138073999999997	0.1343509465	0.0397300147	-0.0647364735	0.0577701517	-0.16141076529999998	-0.014249912	-0.1263181093	0.1513868033	0.023747558	0.13394736880000002	-0.0590471371	0.0506856079	-0.069985112	-0.050323395	-0.0467663375	-0.0433572883	-0.044142683099999996	0.0724557434	0.07810511440000001	-0.123963854	-0.0574447348	0.0301084281	-0.0023052582	0.1912360932	-0.0516169817	0.08458820019999999	0.0405520622	0.028735332000000002	0.0488813867	-0.0679550507	-0.0430135924	0.059322826399999994	0.0663745882	0.17582762149999998	-0.0192209318	0.0758265313	0.0555106761	-0.05448289	-0.0362260336	-0.058937381399999995	-0.08406398109999999	-0.0423261308	-0.0810665433	-0.197890507	-0.120318539	-0.012835781599999999	0.11417009619999999	0.0898242456	0.0604148541	-0.092631184	-0.06454337269999999	0.1052701158	-0.052501016	0.08889564890000001	0.147035141	-0.1302544414	0.0186625081	-0.1017262561	0.0363279905	0.0110354347	-0.07570887700000001	-0.1295629018	-0.0982901492	0.0325236142	-0.0206992732	-0.0158878385	-0.024505405299999998	0.0396143593	-0.0671686551	-0.0280786583	0.014465142	-0.1557843456	-0.1662255085	-0.0743119413	-0.0099942702	-0.027954951000000002	0.0407862306	0.0173326986	0.0347220471	-0.0591474756	0.0661674642	-0.0937179135	0.0793572534	0.12664733960000002	-0.1405778205	0.0910221326	0.1069310882	-0.012120427	-0.08518583910000001	0.20757016809999998	0.044159959000000006	-0.1515164259	0.027487452000000002	0.035832586	0.1215101995	0.120893123	0.1198669825	0.0228629	0.007907100000000002	6.252223041000002e-05	0.0005227121964100001	0.0424572	0.0234775	0.0005511930062499997	0.0018026138318399997	0.07566519999999999	-0.010587400000000023	0.005725222491039998	0.00011209303876000051	0.00325662	0.0003327	1.1068929e-07	1.06055738244e-05	-0.000500045	0.00013389900000000004	1.792894220100001e-08	2.50045002025e-07	0.00061547	9.310600000000004e-05	8.668727236000004e-09	3.788033209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29592.625	265.880859375	875723454.390625	70692.63138198853	19979.955078125	0.451171875	399198604.92389303	0.2035560607910156	20505.5546875	75.59765625	420477773.04205316	5715.005630493164	1.314094	24.561174	0.0614096	-0.1164231064	0.033129118	-0.05960291230000001	-0.1528107102	0.08469973439999999	-0.067197069	-0.0805080537	-0.0019727874	0.164840081	0.0335389923	-0.013647684299999999	0.1111737785	-0.089920791	-0.2099160758	-0.0509704008	-0.07083199400000001	0.105425268	-0.0052332593	0.0033115370000000002	-0.0614414934	0.0706978518	-0.2247127932	0.0773593926	-0.1327861832	-0.2928570137	0.0585435634	-0.1036784143	0.0554009049	-0.0235806173	-0.0016014087	0.0784184501	0.0783946365	0.0518580538	0.09725737460000004	-0.0785745183	0.0265234002	0.0531804554	-0.1660525984	0.1606854904	-0.0071213796999999995	0.0246622881	-0.0385307279	0.08110778440000001	-0.1918781432	-0.09556639119999999	0.0218313483	-0.116845269	0.046435698899999996	-0.0538328291	0.0646373847	-0.11795095	-0.057896489	0.151652863	-0.11289220300000001	-0.0412323664	0.0846222789	-0.0066317469999999995	0.046869739400000006	0.1500567385	-0.1187903649	0.013793799099999999	-0.057859749400000014	-0.0301997236	-0.1531844861	-0.0177545295	0.0793593882	-0.0078596259	-0.037647320299999995	0.0079781084	-0.0892955968	0.0089220389	0.1093141281	-0.2017773954	0.1155574309	-0.0809525863	-0.056920694	-0.0340785636	-0.0947312822	0.1202353752	0.1275649586	0.1721807486	-0.09104247689999999	0.0416613013	-0.0291418404	-0.1358644453	0.032774877200000004	0.0034282514000000004	0.1188181732	-0.1142991455	-0.0324646408	0.1319196754	-0.1142211206	-0.008246311800000001	0.1536065457	-0.0722490095	0.1213126213	0.12010478890000001	0.1181006348	0.0202473	-0.002615600000000002	6.841363360000014e-06	0.00040995315729	0.0286045	-0.013852699999999992	0.00019189729728999976	0.00081821742025	0.0554961	-0.020169099999999992	0.0030798171152100003	0.0004067925948099995	0.00286606	-0.0003905599999999999	1.5253711359999992e-07	8.2142999236e-06	-0.000485793	1.4251999999999915e-05	2.0311950399999764e-10	2.3599483884900003e-07	0.000524838	-9.063200000000001e-05	8.214159424e-09	2.7545492624400004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29464.451171875	-128.173828125	868153882.8598062	16428.53021621704	20000.939453125	20.984375	400037579.0075722	440.343994140625	20446.6796875	-58.875	418066710.24322516	3466.265625	1.2951290000000002	24.206713	0.090318494	-0.015155334	0.0021749882	0.0388275863	-0.0670324662	0.1147725388	-0.058477402699999986	0.0201559997	-0.0457918241	0.1568369781	0.055847988200000004	0.1364034575	0.0514981659	0.0629735507	0.0387476485	-0.0081262321	0.0636763755	0.1866683552	0.0845376216	0.1223083489	-0.10254497189999999	-0.10908055300000001	0.0845971366	0.045636179699999994	-0.2292036235	0.1989666218	-0.1615833135	-0.0623163246	-0.1002220396	-0.014179339099999999	0.0323797329	0.021054006299999997	-0.039391551000000004	0.1408191029	-0.0818995113	-0.11853542060000001	0.0488608043	0.030090063900000002	0.0101781315	0.0457933062	0.0350312349	-0.071330573	0.1120209008	-0.1617652357	-0.0097449889	-0.019646364	-0.0250588942	-0.0144952326	0.009738537	0.013670911599999998	0.08992574119999999	-0.1393088006	0.0117359563	0.138369075	-0.12523761320000001	-0.013424496499999999	0.1428156816	-0.16692221640000002	-0.0123269086	-0.052876742000000004	-0.0095309514	-0.12991841269999999	-0.15455503539999998	-0.009710259	-0.042944541399999994	0.05668952450000001	-0.0277325318	0.019287566699999998	-0.09996593460000001	0.1661912721	-0.1244810086	-0.1108598256	-0.1840911608	-0.008554951600000001	-0.0739625515	0.06963565690000001	-0.0072068714	-0.018902575	0.0483613394	0.025395257999999997	-0.1208483678	-0.06339035559999999	-0.1351621231	0.029056721	0.1116984036	0.0230929548	-0.025886989300000003	0.0683758192	-0.0490630952	-0.1431704309	0.1183443483	-0.018568431200000002	0.0173735706	0.1281321852	-0.1389470158	0.049074121500000005	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0229024	0.0026551000000000005	7.049556010000003e-06	0.00052451992576	-0.000547744	-0.029152244	0.0008498533302355361	3.0002348953600003e-07	0.0886465	0.033150400000000003	0.007858201962249999	0.0010989490201600003	0.00286606	0.0	0.0	8.2142999236e-06	-0.000901643	-0.00041585	1.729312225e-07	8.129600994490002e-07	0.0006162030000000001	9.136500000000003e-05	8.347563225000008e-09	3.7970613720900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29549.615234375	85.1640625	873179760.4996071	7252.917541503906	20031.046875	30.107421875	401242838.90844727	906.4568519592284	20491.865234375	45.185546875	419916540.78378683	2041.7336463928225	1.2065780000000002	22.551634	0.080046603	0.0458890671	-0.02929954	0.0405767319	0.0471552951	-0.0585569721	-0.001080086	0.1345135539	0.0882691519	0.2415824777	0.037911687	-0.0092423912	-0.0477917451	0.0007173039	0.030022021800000007	0.016840549399999998	-0.0473814595	0.15313983039999998	0.0078063267	0.0582370405	0.04046334	0.026603924700000003	-0.029224424900000007	-0.0440644348	0.0800632471	0.2487766067	-0.2190073379	-0.0202333578	-0.0200782064	0.0187657504	-0.0731830853	-0.0730790499	0.0045575897	-0.07506227809999999	0.1133582537	-0.1399892332	-0.1469048409	0.043221027999999995	-0.0056792591	-0.058391413600000004	-0.1696482949	-0.054513108	0.0825887089	0.027661388	0.0484474883	0.1757048726	0.0939681087	0.049947087800000005	-0.0166436833	-0.0772944077	0.2197301926	-0.1580916682	0.0891785773	-0.0946731711	-0.037864637	0.024972183999999998	0.034630731899999996	-0.16540799	0.22146011350000008	-0.0620719719	-0.0283922381	0.0336929428	-0.050262033600000006	0.023697511	-0.05857782280000001	0.0566846439	0.0411359911	0.004527166500000001	-0.0181102486	-0.0938971692	-0.0637418583	-0.0324410106	-0.10506485060000001	0.16458768210000002	-0.10619926880000001	0.053090436	-0.1168122385	0.037277106000000004	0.24116046359999999	0.055954166500000006	-0.0277232016	-0.0500911765	0.1001449551	0.09858178150000001	-0.0947740873	-0.0642619723	0.050298471500000004	0.11215001949999999	0.0361375824	0.074776023	0.0270995307	-0.1861742339	-0.1113025984	-0.037980116	-0.060393113	0.021322443599999998	0.1207205288	0.11775003070000001	0.11285322490000001	0.0228256	-7.680000000000187e-05	5.898240000000287e-09	0.0005210080153599999	-0.000448291	9.9453e-05	9.890899209e-09	2.00964820681e-07	0.0665521	-0.0220944	0.0044291820144099995	0.00048816251135999996	0.00370009	0.0008340299999999999	6.956060408999999e-07	1.36906660081e-05	-0.000637236	0.00026440700000000003	6.991106164900001e-08	4.06069719696e-07	0.000559121	-5.708200000000009e-05	3.2583547240000084e-09	3.1261629264099996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29397.353515625	-152.26171875	864204393.7226295	23183.6309967041	19996.162109375	-34.884765625	399846499.1044045	1216.9468727111814	20517.0625	25.197265625	420949853.6289063	634.9021949768066	1.186584	22.177946	0.13586469100000004	0.11081086050000001	0.0435764441	0.0197156032	0.044981375899999995	0.0286913584	-0.1558620054	0.0768272538	0.2123029723	0.2078396079	0.16964314530000002	-0.11492811230000001	0.0189134697	-0.1220269308	-0.0296865216	-0.0057382619	0.022125380099999998	0.00039292589999999995	0.1569126255	0.0930407622	0.13229439140000002	-0.0624263358	0.0806996864	0.1248892305	0.23094511	0.0466166474	-0.0714370352	-0.10137497599999999	0.1496390587	-0.1358578254	0.11053416099999999	0.11207396689999999	0.0813191312	-0.0614537289	-0.1615652968	0.0342342724	-0.1218670897	-0.0315986654	0.0591598229	0.00703616	0.0483609389	-0.0500280783	0.0939691087	-0.0021505196	0.0355480922	-0.076446087	0.08212844400000001	0.1024300167	0.0855865692	-0.0857524195	0.2967258724	-0.1795781441	0.0604857015	0.030207210800000002	0.018302454699999998	0.058680585	-0.0536646438	-0.0102876068	0.4166242421	0.0342571879	0.0470659615	-0.041939327400000004	-0.0688272682	0.0697410661	-0.1302989725	0.024208203900000003	-0.0013623838	0.09157488710000004	0.1970742071	0.0148694247	-0.0720782674	-0.0202979601	0.06911827	0.1552782432	-0.08637128449999999	0.0493450187	-0.0805121135	-0.0818009681	-0.0960167092	-0.0071727624	-0.044903837300000006	-0.1922159175	0.0603930108	0.11368875960000001	0.0585014061	-0.046017736399999995	0.0431962886	-0.0163755697	0.0168145957	-0.048010030499999995	-0.04951247190000002	0.0644195754	0.019505073	0.0486235454	-0.024778778199999997	0.0763979828	0.120326335	0.1161887065	0.1093977275	0.022846900000000003	2.1300000000005342e-05	4.536900000002276e-10	0.0005219808396100001	0.017964700000000004	0.018412991000000004	0.0003390382375660811	0.0003227304460900001	-0.0056605	-0.07221260000000002	3.204126025e-05	0.00521465959876	0.00424753	0.0005474400000000002	2.996905536000002e-07	1.80415111009e-05	-0.000926437	-0.000289201	8.3637218401e-08	8.582855149689999e-07	0.000491406	-6.771499999999997e-05	4.585321224999998e-09	2.41479856836e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29440.861328125	43.5078125	866764315.7418861	1892.929748535156	20002.7890625	6.626953125	400111570.2788696	43.91650772094727	20523.23828125	6.17578125	421203309.5489655	38.14027404785156	1.277198	23.871578	0.12577214999999994	0.1170208699	-0.023607950899999997	-0.0992049909	0.1075550129	0.0170201701	-0.11364352359999999	0.0127655676	0.2388591702	0.0928145347	0.1185708343	0.0045631245	-0.033026061	-0.0004353804	0.0714244595	0.19177976079999998	-0.0569264275	0.10185207619999999	0.0964355474	0.0180941195	-0.0524983578	0.082965561	-0.015021376699999997	-0.0090056853	0.21227090199999998	-0.03445497	0.122964616	-0.0408904529	-0.1279661421	0.0208846382	0.0439592637	-0.026143499	0.08682535570000001	0.133757115	0.0046041457	0.0352859895	0.1456261482	0.031567533700000004	-0.1050247127	-0.0115339501	-0.0224160841	0.053528946200000004	-0.040382885099999995	0.0100097677	0.10423380689999999	-0.0436412662	-0.1476112907	0.1263822222	0.0476295483	-0.1160947658	0.0731670171	-0.08080632160000001	0.2049172205	0.0245223636	0.0540579421	-0.0062654511	-0.0751681288	0.0396407315	0.3579356	0.020089527	0.0252630023	0.0333727381	-0.0006866056	0.09949244689999999	-0.0236334661	0.0356144747	0.040848569700000004	-0.0837800987	-0.0200349592	-0.055298835899999996	0.3100171361	-0.0055509399	-0.0913243313	0.0661842539	-0.08543232810000001	-0.0914387587	0.0337109488	0.11389331960000001	-0.022141964500000003	0.06656447110000001	0.0312573138	0.032919332999999995	-0.20849330170000002	-0.10393633570000001	-0.0620806763	0.1667464239	-0.06882637400000001	-0.0669341888	0.054648958399999996	0.032239194900000004	0.049094959400000006	-0.0329295325	0.0581221763	0.0865095719	-0.027939122	-0.05197082150000002	0.1198669825	0.1143757435	0.10540925529999999	0.0378409	0.01499399999999999	0.0002248200359999998	0.00143193371281	0.0186268	0.0006620999999999952	4.383764099999938e-07	0.00034695767824000003	-0.0494011	-0.0437406	0.00244046868121	0.00191324008836	0.00428614	3.8609999999999686e-05	1.4907320999999753e-09	1.83709960996e-05	-0.000419112	0.0005073250000000001	2.573786556250001e-07	1.7565486854399994e-07	0.00127298	0.0007815739999999999	6.10857917476e-07	1.6204780803999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29516.87890625	76.017578125	871246140.3662263	5778.6721839904785	19990.458984375	-12.330078125	399618450.4059792	152.03082656860354	20503.009765625	-20.228515625	420373409.4493141	409.19284439086914	1.178584	22.028412	0.21639069	-0.0544079882	0.054337684000000004	-0.0874213908	-0.0317302298	-0.0675624486	-0.0826228245	-0.024610034300000003	-0.0598890626	0.0034910847999999996	0.0809275404	-0.0523383484	0.043689156900000005	0.014001898300000001	-0.0220204797	0.2436232755	-0.0664946448	-0.0734666925	0.0348300271	-0.0332131645	-0.0903706842	-0.018870318	-0.0837468336	-0.1218114342	0.0929796732	-0.1295373125	-0.0271309517	0.218253725	0.1255961856	0.1524937944	0.0046284588	-0.0986208503	-0.1072810406	-0.0969016055	-0.0281555321	0.017698691000000003	-0.0532116512	0.1354020649	0.1333493377	0.1088809349	0.0803706447	-3.1071e-05	-0.0103584756	0.0318242404	0.1696125466	0.023155616400000002	0.0517567497	-0.0442325462	0.0665912224	-0.0172589208	-0.07407532019999999	-0.0542965327	-0.0839417167	-0.0315576977	-0.0004455273	0.0972756171	0.0536832359	0.057227371	0.13945579730000002	0.12217417779999999	-0.0400419143	-0.0386957264	0.16250749550000002	0.1279546688	0.0592787161	-0.09368869460000001	-0.0797671226	-0.1736014681	-0.11156967039999999	-0.0437703933	-0.0958259757	-0.0414357646	0.141175598	-0.0860627776	0.0749786755	-0.0328941682	0.0314412956	-0.0021417248	-0.044448562999999996	-0.026131493199999998	-0.0594115259	-0.0306723207	0.1481467967	-0.1308698158	0.0188778802	-0.0789799899	-0.0817621709	0.0009500092999999999	-0.1189637291	-0.08624572130000001	0.008436817	-0.1321028172	-0.0766945918	-0.0079302467	-0.0468755585	0.0432982009	0.11934271980000001	0.112315068	0.1009072399	0.0228705	-0.014970399999999997	0.00022411287615999986	0.00052305977025	0.0561943	0.037567500000000004	0.0014113170562499995	0.00315779935249	0.00413679	0.05353789	1.7113031504100005e-05	0.0028663056656521	0.00290304	-0.0013831	1.91296561e-06	8.4276412416e-06	-0.00121225	-0.0007931380000000001	6.290678870440001e-07	1.4695500625e-06	0.00130304	3.006000000000016e-05	9.036036000000093e-10	1.6979132416000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29508.384765625	-8.494140625	870744771.4761696	72.15042495727539	19982.73046875	-7.728515625	399309516.9867096	59.72995376586914	20534.35546875	31.345703125	421659754.51698303	982.5531044006348	1.13837	21.276804	0.27549358999999995	0.1069172185	-0.07067631719999999	-0.113815456	0.0927989674	0.0332833722	-0.05290764	-0.0450914522	0.2194171064	-0.1034853803	0.11447647720000001	0.0346699646	-0.059495977199999994	0.0581445973	0.0575694204	0.1657232984	0.0416851143	-0.0843362686	-0.1408209239	-0.1144811677	-0.1504185028	0.0362550413	-0.0631467843	0.0929811167	-0.0284694619	0.1176487356	0.0053107715	-0.0316698967	0.1687990377	-0.0462447942	0.0992116975	-0.1463648373	0.009478274200000001	-0.0713252661	-0.0095901938	-0.0855380089	0.0103503409	-0.0451751103	0.1514631633	0.09961286949999999	0.16858172829999998	0.0311522794	-0.0971679253	-0.063326729	0.0782935392	0.0885761358	-0.1327626808	0.1033581776	-0.0009612664	-0.0894210877	-0.0872505319	0.0020390949	0.2553299155	0.0548214308	0.08409275570000001	-0.0047273064	-0.1385259546	0.20097636219999998	0.09498431480000001	-0.13971343630000002	0.1196765424	0.0096451616	0.0866881108	-0.0369527473	-0.0204266769	-0.022910094	0.0649337024	-0.1217636751	-0.08393942160000001	0.2086929188	-0.1256586999	0.1428037625	0.155056841	0.1475558949	-0.0588531133	0.09685201660000001	0.1025470451	-0.0837910941	-0.1113750331	0.1474245841	0.08769102869999999	-0.09385800470000001	0.0528688478	-0.1137209846	0.052248375599999994	-0.034955622400000004	-0.026959465699999997	0.10233879039999999	-0.1030842852	0.0638336466	-0.0109174673	-0.1247137436	-0.0121461491	-0.0877034123	-0.0176336902	0.0036356653000000003	0.11875383099999999	0.1100111431	0.0959136145	0.0228201	-5.040000000000253e-05	2.5401600000002552e-09	0.00052075696401	-0.100237	-0.1564313	0.02447075161969	0.010047456169	-0.0914386	-0.09557539	0.008361017569960001	0.009134655173652102	0.00322105	0.00031801000000000014	1.0113036010000004e-07	1.03751631025e-05	-0.0011311200000000002	8.112999999999979e-05	6.582076899999966e-09	1.2794324544000005e-06	0.00137263	6.958999999999979e-05	4.8427680999999715e-09	1.8841131169e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
