csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
32629.6875	n/a	1064696506.3476562	n/a	20829.90234375	n/a	433884831.65016174	n/a	21756.482421875	n/a	473344527.3733559	n/a	n/a	n/a	n/a	-0.027665076	-0.018593816399999998	-0.0110210279	-0.001328097	0.0009931097	-0.0487947522	0.0084950309	-0.0124814602	0.0012847824	-0.062042230999999996	0.0966861583	-0.025984028	0.0026311053000000004	-0.0517722999	0.0758517484	-0.1089327347	0.04570223650000002	0.0034398551	-0.0126663928	0.0325719202	-0.0368216886	0.12482044240000001	-0.0815320822	0.14429526869999998	-0.0545740007	0.0921768183	-0.0405499369	0.017662192	-0.031790472	0.0016620493	-0.1643392639	0.0634196393	-0.0826277718	0.0230335904	-0.016442531899999998	0.1080862418	-0.0649442157	-0.020712907	-0.0142451373	-0.0047991579	-0.0237503746	0.017934459	-0.0009409607	-0.0005285401	0.050027111500000006	-0.0017219572	0.018002976299999997	-0.0174523555	0.11148796650000001	-0.0411220523	0.0020712091	-0.0228193636	0.07459309730000001	-0.0789751339	0.07791893400000001	-0.1086468656	0.1084303323	-0.07881695820000001	0.009190430500000001	-0.0848135162	0.0845146641	-0.1424253515	0.011225278899999998	-0.0616603621	0.0779301132	0.17067362989999998	-0.002910428	0.0398422825	-0.029496067200000007	0.0748060529	-0.1311354297	0.0888658502	-0.012094295	0.0590079025	-0.0994297041	0.063314852	-0.0044689217	0.074063792	-0.030457105800000002	0.0452161143	0.06951284070000001	-0.07213903969999999	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	0.0251948	n/a	n/a	0.0006347779470399997	-0.043842	n/a	n/a	0.001922120964	-0.0302033	n/a	n/a	0.00091223933089	0.00168333	n/a	n/a	2.8335998889e-06	-0.000777055	n/a	n/a	6.03814473025e-07	0.000188938	n/a	3.5697567844e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32575.064453125	-54.623046875	1061134824.1252481	2983.6772499084473	20823.55078125	-6.3515625	433620267.1392975	40.34234619140625	21723.546875	-32.935546875	471912488.8303223	1084.7502479553225	1.077579	23.754021	0.13377793	0.0253489873	0.060194117199999994	0.0060539461	-0.0142291643	-0.023604092099999998	0.0237215036	-0.017446116799999998	-0.0408400587	0.023127661299999998	-0.0108710268	0.0120687369	0.0211806615	-0.0037268304999999997	-0.0404851039	-0.0236943975	0.0505268882	0.0133852448	0.0339032544	0.0212467239	0.028570627400000007	0.0687010587	0.1541086091	-0.0630756187	-0.011132178400000001	0.0064610873	0.0432034955	-0.0774476104	0.0129742844	0.0360931618	-0.12124028029999999	-0.1225943351	-0.0394577864	0.004215816	-0.056166562999999996	0.06888800769999999	0.1100024726	-0.11319569089999999	0.0603118349	-0.030741646400000006	0.0030313825	0.010781684299999999	-0.0131824829	0.0107978785	-0.020335260900000002	-0.0120653774	0.016042324099999998	-0.0400820453	-0.0080405228	-0.0025770717	0.011539243400000001	-0.021431177599999997	0.0057417758	-0.0310829005	-0.0163454356	0.0460908522	0.0324409794	0.039763326099999996	-0.0543111286	0.029958720299999998	-0.1098711412	0.0343055875	-0.0183784748	-0.0880337873	-0.0030203175	0.037437843900000004	0.1032298655	0.043866441	-0.1136420143	-0.0729172163	0.2296848657	-0.0445900988	0.0782059232	0.0053983315	-0.0341493158	0.08399552019999999	0.0608146804	-0.0204744747	-0.033362177	0.0574889525	0.0004092435	0.049237401900000005	-0.0578903172	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	0.0138458	-0.011348999999999995	0.00012879980099999991	0.00019170617764	0.0189036	0.0627456	0.00393701031936	0.00035734609295999986	0.00395668	0.03415998	0.0011669042336004	1.56553166224e-05	0.00123224	-0.0004510900000000001	2.0348218810000006e-07	1.5184154175999997e-06	-0.000777055	0.0	0.0	6.03814473025e-07	0.00012956100000000002	-5.937699999999998e-05	1.6786052721000006e-08	3.525628128999997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32459.779296875	-115.28515625	1053637272.0018348	13290.667251586914	20793.33984375	-30.2109375	432362981.8576813	912.7007446289062	21662.091796875	-61.455078125	469246221.0162392	3776.7266273498535	1.131452	24.941599	0.07687824	-0.010316658900000001	-0.0167334346	0.0064684781	0.011770504099999999	-0.0208307825	-0.019743569	0.0260082462	0.0039681919	0.031102878100000002	-0.0603210592	-0.018920648300000002	-0.061273142	0.06259276009999999	0.048111547000000005	0.0022020803	0.022974670099999997	-0.0586044826	0.018714063	0.0277224208	-0.023544402000000002	-0.0622051835	0.0026466926	-0.006377008199999999	-0.0449789908	0.0583467217	0.0969656373	-0.0808189836	0.0651277937	0.049994604000000005	-0.1586507346	-0.0239154077	-0.0395738586	-0.0104154477	0.0423596953	-0.0534526928	0.047565388099999995	-0.1010518922	-0.0247547419	0.0024689236	-0.0053186948999999996	0.033008138199999995	0.0051069891	-0.0129485033	-0.024447791099999998	0.0098762882	0.0021415617	-0.0030643525	-0.0084137679	0.0822352932	0.0167252707	0.06280381139999999	0.058662897900000004	0.0137386495	-0.0055030873	-0.0392235499	0.027588587400000003	0.0193624976	-0.012713140800000002	0.0441366861	-0.0264589228	0.039502239700000004	0.1645522424	-0.1555778752	-0.0235172391	0.09941265269999999	0.0041900907	0.0536471862	0.0416084708	-0.0135029606	0.06710388610000001	0.0146585006	0.1210790054	0.08231832780000001	0.1000257337	-0.007525703000000002	-0.10955913240000001	0.0073528499	0.0173697721	0.0744674634	-0.1592802989	-0.0330913998	-0.0043217875	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	0.0126956	-0.0011502000000000005	1.3229600400000012e-06	0.00016117825936000002	-0.00181061	-0.02071421	0.0004290784959240999	3.2783085721e-06	-0.0174653	-0.02142198	0.0004589012271204	0.00030503670409	0.000561166	-0.0006710739999999999	4.503403134759999e-07	3.14907279556e-07	-0.000777055	0.0	0.0	6.03814473025e-07	0.000130324	7.62999999999979e-07	1.6984344976e-08	5.821689999999681e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32358.830078125	-100.94921875	1047093884.0249672	10190.744766235352	20822.611328125	29.271484375	433581142.52215964	856.8197975158691	21629.193359375	-32.8984375	467822005.37723166	1082.3071899414062	0.9666380000000002	21.308439	0.07486471	-0.0091196409	-0.0042986336	0.0188823582	-0.0072577053	-0.0005164198	-0.012840278600000001	0.0514024178	0.0062726662	0.0272623977	0.000949098	-0.007383219	-0.0350644112	0.0410547836	0.1028004412	0.0201774016	0.08167212110000001	0.0635399162	0.056512504299999995	-0.050951862800000004	-0.0620505254	0.0143704908	-0.0305035741	-0.1260768535	0.0167577512	-0.0247466206	-0.08111005730000001	-0.0137928116	-0.0509431817	-0.0710242522	-0.0927710185	-0.10424106960000001	-0.034165932999999996	-0.0101508188	-0.0645728345	0.0028487157	0.1050689759	-0.1419746894	-0.029169856299999998	-0.001784432	-0.0061177948	0.056682550199999994	-0.031371474100000005	0.0086066035	-0.0005332411	0.0040239873	0.033602109	0.023772859900000002	-0.0497511875	0.0301442079	-0.0058598007999999995	0.0054463964	0.0081752485	0.0193620703	0.1369907277	-0.04251207480000002	0.0281931073	-0.0391495578	0.0504632908	0.0191340354	0.0500962439	0.06989267860000001	-0.0200298356	-0.0735279324	0.0660844658	-0.0708773835	0.1555339543	0.0592508654	0.012769093600000002	-0.1249967158	0.1452443748	0.023993498399999997	0.0831038839	-0.0287419512	0.012586665600000001	-0.056387408099999994	0.0132839099	0.0034167223999999998	-0.0517792116	0.059695285599999995	-0.0645274159	0.0296038752	0.0416765761	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	0.0117558	-0.0009398000000000009	8.832240400000019e-07	0.00013819883363999996	0.020016	0.02182661	0.0004764009040921	0.000400640256	0.013581	0.031046299999999995	0.00096387274369	0.000184443561	0.00079517	0.000234004	5.4757872015999994e-08	6.322953289e-07	-0.000720343	5.6712e-05	3.2162509439999993e-09	5.18894037649e-07	-1.0587899999999999e-22	-0.000130324	1.1210362640999998e-44	1.6984344976e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32415.787109375	56.95703125	1050783253.9203224	3244.103408813477	20813.9765625	-8.634765625	433221620.3442993	74.55917739868164	21673.498046875	44.3046875	469740517.5878944	1962.905334472656	0.994907	21.931599	0.098856835	-0.0093249645	0.0182541183	-0.0305936662	-0.0037115496999999996	-0.012682009	0.0012772563000000002	-0.0075098824	-0.0088053326	0.0239366648	-0.0162831451	0.0102989394	-0.032708827999999995	-0.0732061688	-0.0398309196	-0.0426819404	-0.027571731699999998	0.060173460199999994	0.0189757007	-0.041521422200000005	-0.0673805966	0.0309972405	-0.1359358808	0.1050046843	-0.047960175599999995	0.1402830997	-0.002922971	-0.041666355499999995	0.018873953	-0.0068734322	-0.0083682436	0.1065400447	-0.0665533398	-0.0786568923	-0.1858982737	0.0492810142	-0.09521114289999999	0.0751431427	-0.0012686262	-0.007014249100000001	0.0361965546	-0.0099064726	-0.0018042244	0.0047279947	-0.0135921689	-0.0017800773	0.0142769802	0.0024484492999999998	-0.0061597985	0.011958613100000001	0.0319639039	0.0452044054	-0.060409005999999994	-0.060096623200000004	0.0112392151	0.0068319541	-0.029218071600000006	-0.0036807369	0.09720075800000001	-0.0346886873	0.0465057922	0.0051264151	0.1429053236	0.05500530309999999	0.0267262166	-0.0418810278	-0.10938719779999999	-0.0496520245	0.0173738404	0.13308510699999998	0.13429244880000002	-0.0023761529999999998	-0.0741675658	0.0052398883	-0.11386936449999999	-0.0789427311	-0.052102601299999995	0.0260675556	0.0155417682	-0.1685475872	-0.0342910191	-0.0637218645	-0.0915601967	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	0.0173718	0.005616000000000001	3.153945600000001e-05	0.00030177943524000003	-0.0322897	-0.052305700000000004	0.00273588625249	0.0010426247260899998	-0.0173694	-0.030950400000000006	0.0009579272601600002	0.00030169605636	0.00070334	-9.183e-05	8.4327489e-09	4.946871556e-07	-0.000777055	-5.6712e-05	3.2162509439999993e-09	6.03814473025e-07	5.11527e-05	5.11527e-05	2.6165987172900007e-09	2.6165987172900007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32421.005859375	5.21875	1051121620.933628	27.2353515625	20838.8671875	24.890625	434258385.65826416	619.543212890625	21749.373046875	75.875	473035227.9321327	5757.015625	0.886317	19.537853	0.06385627	0.024836423599999997	0.0783827464	-0.036278520099999996	-0.0147816971	-0.0080429717	0.0137260596	-0.0350644665	-0.0420431011	0.0103723962	0.0332880475	0.0648342199	0.0122049177	-0.0348114338	-0.087006844	0.0098349179	-0.0132911928	0.0883823534	-0.0133752743	-0.0631347871	-0.0476105409	0.0981869949	-0.06627407839999999	0.0167391398	-0.0010925297	0.0399227126	-0.037060454799999996	0.0166915707	-0.0325550177	0.0517775001	0.14694145990000002	-0.13887207029999998	-0.12175442060000001	-0.0285963508	-0.030707029500000007	-0.011789211499999999	0.0385520382	0.011843936599999999	0.0661650366	-0.021169711600000002	0.0461451629	-0.0459434668	-0.0246397983	0.0156972175	0.001893414	0.0034005172999999997	0.0185764298	-0.0091475035	-0.0296269808	-0.0164515102	-0.0224819171	-0.010065150600000001	-0.0540601666	0.0047565585999999995	-0.0589073207	0.0336356471	-0.0374932345	0.0414457128	0.038125957200000005	-0.035432047599999995	0.013542068700000002	-0.0313414375	-0.0288331414	0.0363967806	-0.11697509199999999	-0.0962182861	-0.09978687509999999	-0.095671394	-0.0969286099	-0.15302415460000002	-0.0035551154	0.0130270619	-0.0421887867	0.0558088637	-0.040111861	0.0294916319	-0.0625987124	0.06219285820000001	0.121643697	0.0848597088	0.1716001381	0.013096061200000002	0.1189814625	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	0.00652388	-0.01084792	0.0001176773683264	4.25610102544e-05	-0.05121619999999999	-0.018926499999999992	0.0003582124022499997	0.002623099142439999	-0.00553305	0.01183635	0.00014009918132249998	3.06146423025e-05	0.00111539	0.00041205	1.6978520249999995e-07	1.2440948521e-06	-0.000777055	0.0	0.0	6.03814473025e-07	8.40127e-05	3.286e-05	7.05813376129e-09	1.0797796e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32401.943359375	-19.0625	1049885933.4641457	363.37890625	20827.33203125	-11.53515625	433777759.53993225	133.05982971191406	21803.654296875	54.28125	475399340.69763565	2946.4541015625	0.938375	20.685429	0.07016141499999999	0.0396179887	0.0597447188	-0.047180015199999994	-0.00037016720000000004	-0.0158054722	0.0168305375	-0.0295490316	-0.042114121500000004	-0.0563993047	0.0320078908	0.011952468400000001	-0.009035008399999999	-0.052253595099999994	-0.1008168418	-0.0817205776	0.0423580699	0.022194568799999998	-0.0601555746	0.0139021483	-0.0091048429	0.0323982482	-0.0272261176	-0.0173711029	0.0266466496	0.08805984130000001	-0.12475736	0.0727989403	-0.0450686072	-0.019446404599999998	0.0552854367	-0.1274774625	0.0773961433	-0.0740683045	-0.028327994	-0.0488313376	-0.036809899	0.0176469704	0.0720696784	-0.0075799413	0.044293413499999996	-0.04503362	-0.0255983801	0.0028865740000000003	-0.0069028439	-0.0007924566000000001	0.021038972599999997	-0.005390464300000001	0.053256922699999994	-0.0645847168	-0.018295206	0.028654361099999998	-0.0567991849	-0.0742579799	-0.0692544142	0.0356074914	0.043902292999999995	-0.0304446877	-0.021652294199999998	-0.006606941	0.05716374480000001	0.0602936713	-0.0176755053	0.1016259252	-0.059615569199999996	-0.08650697060000001	0.0932495381	-0.0360376469	0.0350437152	-0.008542996	0.0207270557	-0.054763472699999996	-0.0477614837	0.016994148100000002	-0.0747761966	0.0721895157	0.0126327473	-0.134088265	0.09454237039999999	-0.0187272388	0.1072705006	0.0599606189	0.0848386792	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	0.00517055	-0.0013533299999999998	1.8315020888999995e-06	2.6734587302500007e-05	-0.0512154	7.999999999883102e-07	6.399999999812961e-13	0.0026230171971599998	-0.0541287	-0.04859565	0.0023615371989225	0.0029299161636899998	0.00079517	-0.00032022	1.0254084839999998e-07	6.322953289e-07	-0.000777055	0.0	0.0	6.03814473025e-07	0.0	-8.40127e-05	0.0	7.05813376129e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32329.25390625	-72.689453125	1045180658.1347806	5283.756595611572	20848.638671875	21.306640625	434665734.47040176	453.9729347229004	21825.267578125	21.61328125	476342304.8567543	467.1339263916016	0.934192	20.593224	0.07923978999999999	0.0526633168	0.0727061774	-0.0170235159	-0.0089392216	-0.0098421646	0.0421297384	-0.0198526148	-0.039117965899999996	-0.034342777799999995	0.0084877294	-0.0097851771	0.0246594827	0.06439653349999999	-0.051610045800000004	-0.0094997116	0.07024588030000001	-0.012333606	-0.0755194989	0.0023136948	0.0478822206	0.0401272343	-0.0036011296999999996	0.006509024300000001	0.038404896	0.0062203085	0.0544713908	-0.027075836699999998	-0.076105038	-0.010424835600000001	0.0013634289000000002	-0.0255906929	-0.0411786517	-0.040672529900000004	-0.0146588353	-0.0458994289	-0.0185023325	0.10240540810000001	0.08612000660000001	-0.0079085544	0.0185713302	-0.0006461943	-0.0434928028	0.0095699045	0.0015051235	-0.0206518214	0.0159446157	-0.0013358181	0.0358985326	-0.0256978148	-0.0176806777	-0.0154965672	0.047208094400000004	-0.0089405092	-0.0298933378	0.0210293875	0.1051029082	0.0163314911	-0.0784306764	-0.0730653628	-0.0224930603	-0.0337854203	-0.0568496021	0.015952481799999998	-0.0087426133	0.0200233966	-0.0421230011	0.0089566053	-0.0597129068	-0.010681435500000001	-0.0104269901	-0.0767158842	0.0105949825	-0.028133322000000002	-0.1069908199	-0.0447724168	0.0470958035	-0.048520375899999996	-0.0003594034	0.0546977259	-0.014417216200000001	-0.0368158256	-0.09859586869999999	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	0.00622324	0.0010526899999999994	1.1081562360999987e-06	3.87287160976e-05	-0.0247366	0.026478800000000004	0.0007011268494400003	0.0006118993795599999	-0.01853	0.0355987	0.0012672674416899998	0.0003433609000000001	0.00103813	0.00024296	5.9029561599999986e-08	1.0777138969e-06	-0.000777055	0.0	0.0	6.03814473025e-07	7.9232e-05	7.9232e-05	6.2777098240000004e-09	6.2777098240000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32422.896484375	93.642578125	1051244216.4364967	8768.932437896729	20822.578125	-26.060546875	433579759.7717285	679.1521034240723	21842.505859375	17.23828125	477095062.21683115	297.1583404541016	1.073101	23.655296	0.09520246	0.0201890744	-0.0090570753	0.0075773813	0.0042833708	-0.0018888239	0.0010539673	-0.0003804246	-0.007356665799999999	-0.051790363799999996	-0.007264256899999998	0.0149925876	-0.012963678999999999	0.0647386338	0.0668745122	0.0150684572	0.05154915980000002	-0.0237194345	-0.0297769179	0.0877430576	0.010767136200000001	-0.04437720480000002	-0.0101616986	0.025007275899999997	-0.0384638377	0.0461554145	0.021680560800000002	0.08828463869999999	-0.0405835414	-0.0033653552	0.008722515	0.1374440807	-0.0200263728	-0.131574216	0.0178757774	-0.1566083394	-0.0011420146	-0.049516512400000004	0.015033686000000001	0.0107667525	-0.0217245333	0.0046146474	0.00039924739999999995	-0.0025794210999999997	-0.0043209882000000005	0.0060098987	-0.0013097205999999999	0.005270173	0.022060788199999997	0.0156971982	-0.0526893999	-0.0056536164	0.0224159925	0.0242766834	0.0524020612	0.0015935877999999999	0.0734399291	-0.0918171391	0.0011445971	0.050506585	-0.0128923582	0.0869236714	0.0346387071	0.0598981022	0.025593833	-0.0456632626	-0.1458626749	0.050717455	0.1492893158	-0.008108513000000001	-0.0134607258	0.007207899300000002	-0.0636105699	0.09606026529999999	0.0434446726	-0.1033956607	0.0189686856	-0.10332875470000001	-0.0537274679	-0.0105026657	-0.046634977	0.1294579888	0.0365816392	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	0.00608058	-0.00014265999999999932	2.0351875599999804e-08	3.697345313640001e-05	-0.0687033	-0.0439667	0.00193307070889	0.00472014343089	-0.0535135	-0.0349835	0.00122384527225	0.0028636946822500004	0.00079517	-0.00024296	5.9029561599999986e-08	6.322953289e-07	-0.000777055	0.0	0.0	6.03814473025e-07	0.0	-7.9232e-05	0.0	6.2777098240000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32465.8359375	42.939453125	1054030503.1206664	1843.7966346740725	20834.53515625	11.95703125	434077855.1770172	142.97059631347656	21846.248046875	3.7421875	477258553.72558975	14.00396728515625	0.931234	20.528004	0.13877177	0.0309254161	0.0029705264	0.0427447945	-0.007549860899999998	0.007188453399999998	0.0277957281	-0.0005112662	-0.0048287855	-0.018448429199999998	0.0375369812	-0.021571677200000004	0.008092544200000001	0.0656367613	0.13784657960000002	0.0573588661	0.0647093348	-0.0109593742	0.010362829300000001	-0.037996445499999996	0.0187988761	-0.0091407621	-0.0720420274	0.0130797921	-0.0048224305	-0.07543169200000001	0.0403333121	-0.0508998929	-0.0077618228	-0.07893689570000001	0.0478718053	0.020541477199999998	-0.0820862792	0.058628664800000015	-0.10480800470000001	-0.049655438200000006	0.0077909276	0.0037383257	0.025037914799999998	0.010099121800000001	-0.044510178399999996	0.0319868248	0.0087807764	0.0076426975	0.0072782154	-0.0185501488	0.0077537047	-0.0238253193	0.0017404252	-0.011420929	-0.043123853399999995	-0.0526491791	0.0434713584	0.052867159000000004	0.139188854	-0.0726243377	0.0501236916	0.0024122978	0.0370504906	-0.0535239957	0.0047684454	-0.0458075848	0.007769524	-0.0226563446	8.35889e-05	-0.0514927414	-0.0342504084	-0.0309071356	0.028883454300000007	0.0110893955	0.0198737629	-0.0187940702	0.0921930133	-0.0628527366	-0.050372494000000004	-0.0134717275	0.0107476004	0.1765159027	-0.0413000131	0.0871815942	0.18612740100000005	0.0016291997	-0.0015345782	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	0.00689755	0.0008169699999999992	6.674399808999989e-07	4.75761960025e-05	0.0140732	0.08277649999999999	0.006851948952249999	0.00019805495824000001	-0.0206457	0.0328678	0.0010802922768400002	0.00042624492849	0.00124138	0.0004462100000000001	1.9910336410000005e-07	1.5410243044e-06	-0.000777055	0.0	0.0	6.03814473025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
