csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
27078.24609375	n/a	n/a	733231411.5136871	19236.849609375	n/a	n/a	370056382.89371115	19525.28515625	n/a	n/a	381236760.4328766	n/a	n/a	n/a	-0.0748972883	0.000641186	-0.0223784278	-0.0728000508	0.0420852567	-0.0896588785	0.0466603362	-0.0198221228	0.13308884880000002	-0.2186476782	0.0142391429	-0.047460963200000005	0.0206511655	-0.014901034099999997	0.0322800313	-0.0808558158	0.0190222527	-0.08496849710000001	0.024657815	-0.10847976699999999	0.045731763099999996	-0.1131602729	0.012426221000000001	-0.024081309300000003	0.0774372992	-0.1266397159	0.0204187298	-0.0237645631	0.0508231134	-0.2937138227	0.0130056435	-0.04624985	0.1174339101	-0.023237925	-0.0167312424	-0.11942279609999999	0.07310580059999999	-0.1442424292	0.1313334619	-0.08485386560000001	-0.0719839075	-0.0167916185	0.12349455919999999	-0.0176528187	-0.0786401597	-0.0292794335	0.08839945119999999	-0.0522776231	0.0472449243	-0.13789547189999998	0.21597305670000005	-0.10005878609999999	0.0118578656	-0.0447750483	0.0118306708	-0.0699602345	0.009565147900000001	-0.1232294642	0.058385743399999995	0.0383977685	-0.1393277065	0.0098608267	-0.0022406277	0.1479406121	-0.048109016	0.011700383500000001	-0.2010313703	0.0314420185	-0.0484078883	0.1483283386	-0.1653597935	0.13573803539999998	-0.048354551100000004	0.09169394369999999	-0.1282127531	0.024348972400000002	0.0601696855	-0.0879629644	-0.075121375	0.1736351363	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.147503	n/a	n/a	0.021757135009	-0.577455	n/a	0.3334542770250001	n/a	-0.362968	n/a	n/a	0.13174576902399998	0.00082824	n/a	6.859814976000001e-07	n/a	0.00499628	n/a	n/a	2.49628138384e-05	-0.000778433	n/a	6.05957935489e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26925.263671875	-152.982421875	23403.621402740482	724969823.7999916	19248.177734375	11.328125	128.326416015625	370492346.0940895	19438.55859375	-86.7265625	7521.496643066406	377857560.202652	1.092686	25.163132	0.27723485000000003	-0.058035192699999995	-0.0074985076	-0.0257142382	-0.0687534411	0.0353969929	0.1241181281	0.1079423868	-0.19249117059999998	0.15099604949999998	-0.2485119729	-0.0362713777	-0.0775087449	0.099301305	-0.0653807941	-0.0038887874	-0.07446542490000001	0.0310921608	0.033875839399999996	-0.1662147037	-0.0410051456	-0.05531990269999999	0.0026873195000000002	0.0588255524	-0.023630710299999996	0.0522880095	-0.015804178999999998	0.0257388196	0.0112599903	0.0040884170000000004	-0.007695768100000002	-0.0369286602	0.0726904174	0.0721411676	-0.1351458851	-0.0428597124	-0.008940838100000001	-0.1324645377	0.1617467753	0.10092026720000001	-0.0721417989	-0.0397735296	-0.0867192132	0.11944004710000004	-0.018984815500000002	-0.0690109204	-0.0193777375	-0.13235046550000001	-0.1575318044	-0.10604897140000001	-0.20336003940000005	0.2364392317000001	-0.0280327174	-0.017596351899999998	-0.15485891570000002	0.0644786512	0.0220159158	-0.028189150899999998	-0.0661238324	0.0169784664	-0.062879077	0.1112997174	0.0400079256	-0.012973479599999999	0.0227693012	-0.044788595099999995	0.0113076627	-0.0791177637	-0.020746375	-0.021034803799999998	0.049315157000000005	0.0320098833	0.0477466771	-0.14936623699999999	0.0495433565	-0.0354566411	0.022989318999999998	-0.0183583519	0.1390171664	-0.148388422	-0.0886896628	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.136821	0.010681999999999995	0.00011410512399999993	0.018719986041	-0.510896	0.06655900000000002	0.26101472281599997	0.004430100481000005	-0.355038	0.007929999999999937	6.288489999999901e-05	0.126051981444	-0.00121993	-0.00204817	1.4882292049e-06	4.195000348900002e-06	0.00406838	-0.0009278999999999996	8.609984099999996e-07	1.65517158244e-05	-0.00164364	-0.000865207	2.7015524496e-06	7.48583152849e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26773.1953125	-152.068359375	23124.78592300415	716803987.241272	19209.193359375	-38.984375	1519.781494140625	368993109.51785666	19427.203125	-11.35546875	128.94667053222656	377416221.26000977	1.031786	23.760677	0.09053350000000003	-0.0381450228	0.0393826342	-0.0004227812	-0.081148333	0.0806050194	0.012962453200000001	-0.0398377152	-0.0241229782	0.058978231799999996	-0.18266165489999997	-0.20499894579999997	-0.0171517091	0.0534562576	-0.0229861759	0.0042815	-0.0138763872	0.0304429142	-0.0380423005	0.0020290844	-0.035253481	-0.1432296742	0.0311586945	-0.0695570083	-0.041242609300000004	0.0480329075	0.1935918481	-0.0413819292	-0.09443518710000001	0.0106549595	0.1255430809	-0.0024223417	0.047513755899999996	-0.15061381640000002	-0.0587495049	0.032070512999999995	0.07204736169999999	-0.018385568300000002	0.008531498	0.11010026	-0.0558909588	-0.0722275976	-0.1573937093	-0.0159895573	0.009648901	-0.09169543	-0.0789266256	-0.0186676526	0.020335834599999998	0.0076503173	-0.072319286	0.2664549383	0.0820144335	-0.0979875421	-0.0212987148	-0.0055405729	0.0086456203	-0.0196980811	0.0140088159	0.0026325453999999997	-0.0537149734	0.0762404489	-0.0730769191	0.059443086900000004	0.0184694837	-0.0442507383	-0.1480828302	0.1001099868	0.0203018798	-0.02831223	-0.1505062375	0.1044797558	-0.0489662804	0.0182718349	-0.0733188534	0.09518488119999999	0.001854476	0.012289391100000002	0.1197725829	-0.1002696503	0.0391788823	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.13694300000000004	-0.00012200000000003874	1.4884000000009452e-08	0.01875338524900001	-0.483028	0.02786800000000006	0.23331604878399995	0.0007766254240000033	-0.318083	0.036955000000000016	0.001365672025000001	0.101176794889	-0.00121993	0.0	1.4882292049e-06	0.0	0.00355661	-0.0005117699999999999	2.6190853289999994e-07	1.26494746921e-05	-0.00164364	0.0	2.7015524496e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26738.95703125	-34.23828125	1172.2599029541016	714971823.1190338	19177.689453125	-31.50390625	992.4961090087892	367783772.76050186	19424.693359375	-2.509765625	6.2989234924316415	377318712.10574716	0.7464729999999999	17.19029	0.04817650000000001	-0.041385839199999996	0.0344502782	0.0142745478	-0.11710083449999999	0.1177942364	-0.0135727186	-0.1163777353	0.0002459377	0.06714684259999999	-0.1586835059	-0.1007746485	-0.1097658718	0.0615531386	-0.0283739816	-0.09743092199999999	-0.0015554265	-0.0247027484	-0.0213020342	-0.061961104800000014	-0.0247279976	-0.0473230549	0.0352405191	-0.0309096261	-0.0037295746	-0.0781342234	-0.0016707045999999998	-0.0744259859	0.12116531470000001	-0.1133202999	-0.0393404782	0.0321348765	-0.0003145472	-0.0199433275	0.0792083131	-0.0016095125	0.06961117480000001	0.0160203273	0.0044608827	0.059217493600000004	-0.055801010899999996	-0.0532226092	-0.16525418990000001	-0.0482926509	0.030824037999999998	-0.132991597	-0.10523746619999999	0.0058478056	0.09473381460000001	0.023493933300000002	-0.063334533	0.21490078989999997	0.0275078504	0.07165824330000001	-0.07913292599999999	0.0599155558	0.08888933789999999	-0.000539283	-0.012612072700000001	0.0305770406	-0.049969144699999996	0.0540340424	0.0043619731	0.0254584316	-0.0491622604	0.061107686200000004	0.0555172928	0.0259410487	0.05503471150000002	-0.0474495925	-0.009875247299999999	-0.0025604902	-0.1294137815	-0.0187296588	0.0137192117	-0.0310307336	-0.1223975376	0.012445178000000001	-0.10605536730000001	-0.0160023558	0.0732318632	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.128958	0.007985000000000048	6.376022500000074e-05	0.016630165763999998	-0.460446	0.022581999999999932	0.212010518916	0.0005099467239999969	-0.309332	0.008751000000000009	7.658000100000015e-05	0.09568628622400001	-0.00121993	0.0	1.4882292049e-06	0.0	0.00337944	-0.00017716999999999993	3.138920889999997e-08	1.14206147136e-05	-0.00164364	0.0	2.7015524496e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26705.775390625	-33.181640625	1101.0212745666504	713198439.2145119	19195.462890625	17.7734375	315.89508056640625	368465795.58536154	19438.01953125	13.326171875	177.58685684204102	377836603.29725647	0.666818	15.355938	0.03923899999999999	-0.0539242068	0.0118412272	0.0062785032	-0.1015028307	0.10252892949999999	-0.1236060676	-0.1232761612	0.006946285	0.0574128779	-0.0985680091	-0.1174320759	-0.0077928580000000015	-0.0125170301	-0.0052603884	-0.0348276895	-0.1040280207	-0.09570352970000001	0.0044912311	-0.0397506086	-0.0980560169	-0.07058776110000001	0.0528808504	0.0220135334	-0.11734653519999999	-0.0329893527	-0.0158770538	0.029199690099999998	0.09390715779999999	0.0112017552	0.0206705604	0.0795638197	-0.0110533829	-0.1048469561	-0.025923036	0.011741687800000001	-0.0763245789	0.0365972139	0.0860142814	0.0871179148	-0.0612605508	-0.0354809566	-0.15665631789999998	-0.0192015393	0.018900106	-0.1128218295	-0.09351308960000004	0.12201042570000001	0.10699020769999999	0.026892905800000002	-0.0505108386	0.1523665583	0.0332451335	-0.011366245700000001	0.0183613595	-0.0014836983	0.0775802583	-0.12127704130000001	0.0410105341	0.1145853949	-0.040092264700000005	0.0864232152	-0.0683646791	0.0620554461	0.0106570148	-0.0901561359	0.11864937689999999	0.0155959149	0.026859474300000002	0.0099299727	-0.0056084247	0.0089447936	-0.0337189815	-0.0415683525	-0.08829950730000001	-0.1096589864	0.0318734219	0.052630732400000005	0.1206776873	0.0146810249	0.0268311969	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.120443	0.008514999999999981	7.250522499999968e-05	0.014506516249000003	-0.459407	0.0010390000000000676	0.211054791649	1.0795210000001406e-06	-0.296198	0.013133999999999979	0.00017250195599999944	0.08773325520400001	-0.00121993	0.0	1.4882292049e-06	0.0	0.00304842	-0.00033102	1.095742404e-07	9.2928644964e-06	-0.00164364	0.0	2.7015524496e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26799.810546875	94.03515625	8842.610610961914	718229845.3483925	19224.34765625	28.884765625	834.3296852111816	369575542.80836487	19469.60546875	31.5859375	997.6714477539062	379065537.1087799	0.69812	16.076782	0.09459050000000006	-0.0446972072	0.028180897200000006	-0.0144497365	-0.0703791124	0.0877646031	-0.0357993752	-0.0563757287	-0.029561025600000002	0.0332692464	-0.0505971768	-0.0822530012	-0.0617357666	-0.0036912525	0.07480796370000001	-0.0029750023999999997	-0.029722329199999998	-0.0827401915	0.0341323138	0.1132698601	-0.026340998100000002	-0.026696579300000002	-0.027572465600000002	0.011903668700000002	0.017097254699999998	-0.0559367261	0.0057209033	0.0184365908	-0.0593055179	0.1091149109	0.048451489400000006	-0.0090517103	-0.08827464730000001	-0.021287107000000003	0.015104267099999999	0.0319942513	-0.1633778203	-0.0579649138	-0.1664367306	-0.0189307449	-0.0540781449	-0.053127653899999995	-0.14094593119999999	0.0007109228	-0.0055021264000000005	-0.0802741931	-0.0843775135	0.0314461266	0.047913520700000004	-0.0061192518	-0.0471441848	0.08869810380000001	0.0816397962	0.10339254029999999	0.0141688985	-0.0916274926	-0.0102777432	-0.039902144900000006	0.0729434079	0.0301445608	-0.0183555345	-0.0647968781	-0.0040566478	0.0792593817	0.0159664955	0.014367307	-0.0298268299	0.0827539634	0.0274455865	0.0239772976	-0.10625413939999999	-0.0345170152	0.1500382578	0.013873766499999999	-0.057458170499999996	-0.0006039509	0.11890219240000001	0.0944004372	-0.12194984789999999	-0.0263207058	-0.0386082117	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.102664	0.017779000000000003	0.0003160928410000001	0.010539896896000002	-0.431924	0.02748299999999998	0.186558341776	0.0007553152889999987	-0.28288800000000003	0.013309999999999987	0.0001771560999999997	0.08002562054400003	-0.00154667	-0.0003267400000000001	2.3921880889e-06	1.0675902760000004e-07	0.00265479	-0.0003936299999999999	1.5494457689999992e-07	7.047909944100002e-06	-0.00164364	0.0	2.7015524496e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26960.943359375	161.1328125	25963.78326416016	726892466.8274269	19257.310546875	32.962890625	1086.5521583557131	370844009.4987831	19552.951171875	83.345703125	6946.506229400635	382317899.529728	1.022565	23.548344	0.11446869999999998	-0.0091428939	0.06546437349999999	-0.0270234917	-0.0141512154	0.07406310769999999	0.0338461917	0.0008549003	-0.00626304	6.1932e-05	-0.0251269526	-0.1566025867	-0.0984586257	-0.0679560126	-0.04880492	0.0794126635	-0.049289833899999996	-0.0357731352	0.1045874715	0.09100082779999999	0.0604994772	0.045000461299999996	0.09882554019999999	0.07919078480000001	0.050113633899999996	-0.1031406595	0.023098409700000003	0.1445214963	0.1661367666	0.0028037990999999996	-0.036162795	-0.1068953101	0.0234741992	0.0753387168	0.0709187807	0.0482436121	-0.09778395390000001	-0.009717476800000001	0.0259019989	-0.1470820918	-0.0126256204	-0.0365686506	-0.0686755411	-0.1668379182	-0.027355385299999996	-0.028952385499999997	-0.069145249	-0.0359508122	-0.0105461447	0.006820545999999999	-0.0134071651	0.061403778	0.1288159427	0.08523763449999999	-0.0119577008	0.09534915109999999	-0.10885856880000001	-0.1373172393	0.08791571320000001	-0.052470732	0.047918173700000004	-0.0963495177	0.0070816613	0.0593607559	-0.1126346315	-0.0053874793	0.1480302883	0.0044787262	-0.13835388099999998	0.0023465859	-0.0377012381	0.0012357959	0.0199526038	-0.08830310279999999	-0.0612453598	-0.0820559806	-0.0028540969	-0.1229380269	-0.092045131	0.1381541439	0.0235303712	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.08903429999999997	0.013629700000000036	0.000185768722090001	0.007927106576489994	-0.415742	0.016181999999999974	0.172841410564	0.0002618571239999992	-0.26459	0.01829800000000004	0.00033481680400000133	0.0700078681	-0.00121993	0.0003267400000000001	1.4882292049e-06	1.0675902760000004e-07	0.00195375	-0.00070104	4.914570816e-07	3.817139062500002e-06	-0.00134424	0.00029939999999999996	1.8069811776e-06	8.964036000000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27047.7734375	86.830078125	7539.4624671936035	731582047.9263307	19257.970703125	0.66015625	0.4358062744140625	370869435.6024208	19633.771484375	80.8203125	6531.922912597656	385484982.7006569	0.8506969999999999	19.590433	0.1055799	-0.0139171347	0.0406121266	-0.025686286000000003	-0.0131898727	0.0443587532	-0.0094283666	0.0148143232	0.0445252576	-0.0100287167	0.0288480337	-0.0586951047	0.07059353759999999	-0.1060445606	-0.051719763200000005	-0.0428085601	-0.0157712372	0.0512443266	0.1515632449	0.10495340980000001	0.0400738427	-0.0045694195000000005	0.19429438850000005	0.0820615958	-0.0362879094	0.159611057	-0.1061348089	0.0638371639	-0.0629662861	0.04507914019999999	-0.0085363331	-0.2490094873	0.000752533	0.0219137123	0.0103740382	-0.0986903482	0.0413360822	-0.0231582143	-0.08675010000000001	-0.160381542	-0.0096907873	0.0205420711	0.0093086583	-0.1943122963	-0.020662177	-0.018659668100000002	-0.034579221	0.0157655094	-0.014817093600000001	0.0264058194	0.030748934500000002	-0.0376515515	0.014933598700000003	-0.008846633100000001	0.1004918233	0.1270411558	0.0418759879	-0.13541810810000002	0.0975533384	-0.1164124693	-0.0010546372999999999	-0.0661595992	-0.037180071099999996	0.1079621876	-0.0739747425	-0.1410739884	-0.1387636783	-0.0741719041	0.0676113379	0.0157041084	0.0122888972	0.0715536483	0.1307051924	0.0484826102	0.0796856221	-0.030274234900000002	0.042572745700000005	-0.0502036326	-0.0850774415	0.0752722252	-0.083187988	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.0753529	0.013681399999999969	0.00018718070595999918	0.00567805953841	-0.3684	0.047342	0.13571856000000002	0.002241264964	-0.265906	-0.0013159999999999838	1.7318559999999576e-06	0.07070600083599997	-0.00112886	9.106999999999997e-05	1.2743248996e-06	8.293744899999991e-09	0.00147941	-0.0004743400000000002	2.2499843560000013e-07	2.1886539481e-06	-0.00164364	-0.00029939999999999996	2.7015524496e-06	8.964036000000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27056.47265625	8.69921875	75.67640686035156	732052712.5984039	19251.0078125	-6.962890625	48.48184585571289	370601301.796936	19690.615234375	56.84375	3231.2119140625	387720328.3082008	0.85234	19.628279	0.1480076	-0.004480490300000001	0.013653373	-0.0326371367	-0.0021643879	0.044232507000000004	-0.0662405028	-0.0347207025	0.0282031357	-0.0560360009	0.0099201589	0.0110280987	0.08462973210000001	0.028031476	0.07849111610000001	-0.17662053190000002	-0.0277642811	-0.1342695764	0.051300748	0.16989921440000005	0.0677088995	0.0195784866	0.032837818399999996	0.11016687609999999	0.1154992217	0.0693210909	0.0042391214	0.09545408300000001	-0.0213039346	-0.0088947355	0.018349761699999998	-0.008552535699999999	0.0208679768	-0.096812588	0.152492646	-0.1774957609	0.0118158893	0.1420497084	0.0115813176	-0.1664720518	0.0018298047	0.0514009809	0.047519410199999994	-0.1308849636	-0.0290520134	-0.0156574564	-0.045839986299999996	0.07185408160000001	0.0490593113	-0.022185084900000002	0.0528717605	-0.0137694247	-0.0057883501	0.0205701194	0.0558817571	-0.1324217576	0.1608370702	-0.091022925	0.11875798300000001	-0.0280093973	0.0605779119	-0.1088658106	0.107839075	0.019609219	-0.0570387516	0.0052437726	-0.0351057043	-0.021416056	-0.0179407603	0.0526747412	-0.0694086538	0.1385845393	-0.0130085206	0.1287009518	0.05991243650000001	-0.0323501484	0.0075062305000000015	-0.1900672211	-0.0450406209	0.235653859	-0.044240258399999996	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.0499874	0.0253655	0.00064340859025	0.00249874015876	-0.329516	0.03888400000000003	0.10858079425599998	0.0015119654560000026	-0.24959	0.01631599999999997	0.00026621185599999905	0.06229516810000001	-0.000584069	0.000544791	3.41136596761e-07	2.96797233681e-07	0.00153308	5.367000000000002e-05	2.8804689000000026e-09	2.3503342864e-06	-0.000893259	0.000750381	7.979116410810001e-07	5.63071645161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27024.927734375	-31.544921875	995.0820960998536	730346719.0481911	19244.390625	-6.6171875	43.78717041015625	370346570.5275879	19813.73046875	123.115234375	15157.360935211182	392583915.0882721	1.33086	30.647957	0.2934334000000001	-0.07041292769999999	-0.1185097382	-0.031730015	-0.1145699615	0.025523617000000002	-0.0421087371	0.045105720499999995	0.0627790928	0.0083908084	0.1656111455	-0.099329819	-0.026593553199999998	0.0280703628	0.0269751831	0.11196491900000001	0.11968508130000001	-0.052831235	0.0262141533	0.0583787831	-0.0352904207	-0.0209946577	-0.1803425548	-0.0997803635	-0.0541992651	0.0431560076	0.1168479892	0.0333315711	0.0329944092	0.1702432861	0.1615240086	0.021979364100000003	0.0079350612	-5.03165e-05	0.0585072633	0.0308724493	0.1538627947	-0.0632031463	0.061124076	-0.1025980056	-0.0573164063	0.1689448659	0.019788788999999998	-0.1257381739	-0.0279230271	-0.118854429	-0.0205923368	0.044056593	-0.0380343974	0.0880204747	0.0170679956	-0.10479919619999999	0.1728148997	-0.041942657700000004	0.0160810545	-0.0651810997	-0.06743010299999999	0.1289332432	0.08606686710000001	0.07303978700000001	-0.046992636399999996	-0.0273738976	-0.028579352000000002	-0.0897366377	0.10438087130000001	-0.009158293	0.0035339095	0.0507489179	-0.1276502145	-0.15293331529999998	-0.1545994986	0.0495624994	0.0378003081	0.0334173001	-0.0387965492	0.1479934866	-0.0301533021	0.0271560371	0.0362605822	0.06821955639999999	-0.0964330265	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.0765053	-0.0265179	0.0007031990204099997	0.005853060928090001	-0.356374	-0.026857999999999996	0.12700242787599994	0.0007213521639999996	-0.460953	-0.21136300000000002	0.044674317769	0.21247766820900002	-0.0007423179999999997	-0.00015824899999999974	5.510360131239996e-07	2.504274600099992e-08	0.00183981	0.0003067300000000001	9.408329290000003e-08	3.3849008361000008e-06	-0.00100217	-0.00010891099999999996	1.0043447089e-06	1.1861605920999987e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
