csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
34650.265625	n/a	1200640907.8830564	n/a	24731.8671875	n/a	611665254.5801393	n/a	24926.88671875	n/a	621349681.4893951	n/a	n/a	n/a	n/a	-0.0650683083	-0.0668863629	0.0773391975	-0.043440162000000004	0.01269703	-0.0695871191	0.088595243	-0.0233024187	0.0252903034	-0.1758251469	0.2009697361	-0.059776872	0.16631410800000002	-0.0347568214	0.0739893271	-0.0967665199	0.06765914940000001	-0.08801383859999999	0.024327891	-0.0549328546	0.2020139276	-0.1654007474	0.1165281727	-0.00306485	0.0780049503	-0.0599847225	0.06802241490000001	-0.0798167727	0.0338979132	0.0554906365	-0.0819904446	0.1284182075	-0.249311387	0.1390309966	0.006873516800000001	-0.12828066529999999	-0.1405406909	0.058320659800000015	0.0728775398	0.0223117906	-0.0769895576	-0.1486880498	0.1256516278	0.0099651219	0.1329476013	-0.09411498230000001	-0.0944893793	0.09216988599999999	0.0350360871	0.007032184699999999	0.058199047699999985	-0.0657827218	0.07181675259999999	-0.0330850064	0.10254751210000004	-0.2343973366	0.248222676	-0.0360740371	0.0482577562	-0.0206200923	0.07835218099999999	0.07035170519999999	-0.18682954440000002	0.0115469707	-0.2298471027	0.0350223079	-0.07266808450000001	0.0036858990000000003	0.0166446573	-0.0634577656	0.014309976299999999	-0.10869344630000001	0.0124524475	-0.0127393066	0.2364145841	-0.0078107984	0.1002559411	-0.0008216332000000001	0.059469988499999994	-0.0066339262	0.07350954400000001	0.0944792278	-0.049395107800000004	0.12211136539999999	-0.1820477241	0.0478222219	0.06417524599999999	-0.1435769275	-0.012787627900000001	-0.2133889386	0.06386556040000001	0.0051056049	-0.14196976050000001	-0.2061719146	0.0856396041	0.0580326642	0.0579241257	-0.0729254911	-0.09281411699999999	0.146446355	0.0170784224	0.068674921	0.10382568689999999	-0.0391684393	0.1217078847	0.1216831682	0.1216419777	-5.19791e-05	n/a	2.70182683681e-09	n/a	-0.0283099	n/a	0.0008014504380099999	n/a	0.0777405	n/a	n/a	0.006043585340250001	0.000555294	n/a	n/a	3.08351426436e-07	0.000713404	n/a	5.08945267216e-07	n/a	-0.000450502	n/a	n/a	2.02952052004e-07	0.0
34487.78515625	-162.48046875	1189407324.9836578	26399.902725219727	24646.7734375	-85.09375	607463440.8794557	7240.9462890625	24806.328125	-120.55859375	615353915.045166	14534.374526977539	1.407786	23.971336	0.1355882819	-0.0525624131	0.011369821499999998	0.0100352128	0.041676340299999996	-0.1228565332	0.0690536529	0.0178616241	0.011507842800000001	0.09094752369999999	-0.0445536484	-0.0088012828	-0.0427617505	0.066420485	0.1098477147	0.09110110310000001	-0.1248932825	0.0293119346	-0.0563148743	0.1468958916	-0.1123208066	-0.0696447109	-0.1462039141	-0.07474892940000001	-0.1141189418	0.1424287245	-0.1414054238	-0.0718487264	0.0684868139	0.0933065857	0.026898867000000003	-0.0419787895	0.0443581916	0.0736230159	-0.09760556449999999	0.0436867439	-0.11708060390000001	-0.0287288458	0.0030875861	-0.17153714609999998	0.0767617304	-0.12198787779999999	-0.0761567375	0.0056926984	-0.017120921299999998	-0.0308143622	0.058510888899999995	0.0522238179	-0.03850942	-0.0822936945	0.0879029182	0.0490251568	-0.0008657806	0.0077415283	-0.1395584078	0.0429992348	-0.135712072	0.130006869	0.13726883480000002	-0.0307101181	0.005858018	0.0217829762	0.12234174839999999	0.0264742306	0.0225787179	-0.0768036686	-0.10841226890000001	-0.058973893	-0.049560035	-0.0451452943	-0.0577412829	-0.0487844401	-0.1219174496	0.1200459284	-0.1625653401	0.0293999421	0.0288896063	0.0853711554	0.1497664441	-0.1524727514	-0.0148083994	0.0990065898	-0.0048258152	-0.048398734299999996	-0.1294924565	-0.0092897077	-0.048667313	-0.0282717703	0.1156194877	0.1192864112	-0.0413878954	-0.0680275202	0.14312050699999998	-0.029759663399999997	-0.1095771274	-0.1112739958	-0.016951352700000002	0.061869501699999996	0.060977063	0.0390588129	-0.053223817	-0.0003378971	-0.06225691980000001	-0.0177309095	0.0314911649	0.1216419777	0.12141962949999999	0.12104935019999999	-0.000124853	-7.28739e-05	1.5588271608999997e-08	5.31060530121e-09	0.000614658	0.028924558	3.7780445696399996e-07	0.0008366300554953638	0.0278733	-0.049867199999999993	0.00248673763584	0.0007769208528899999	0.0	-0.000555294	3.08351426436e-07	0.0	0.000584727	-0.000128677	3.4190566452899994e-07	1.6557770329e-08	0.0	0.000450502	2.02952052004e-07	0.0	0.0
34462.02734375	-25.7578125	1187631328.6413727	663.4649047851562	24692.154296875	45.380859375	609702483.8206825	2059.4223976135254	24818.51953125	12.19140625	615958911.7230378	148.63038635253906	1.265832	21.554201000000006	0.034788921	-0.0621812245	-0.0946702165	-0.0576211869	-0.13927935	-0.0289489004	-0.0249546364	0.0260311904	-0.0664924761	-0.09453054400000001	-0.0383663862	0.1514138833	0.1323290785	-0.11300864460000001	0.0846450631	-0.0787056971	-0.0783785532	-0.032815298199999995	0.0345427278	0.1612996027	0.0264992356	0.2205047063	0.0010835629	-0.0490837934	-0.17885189399999998	-0.0630744231	0.0408822427	0.0403761247	0.0789705231	-0.0635568415	0.1086906899	0.0289330807	-0.060557805	0.0235947437	0.0292814925	0.0997579136	-0.005994074499999999	0.0055592685	0.049029926900000007	-0.047964869699999996	-0.0086026265	-0.0027632790000000004	0.0670366046	-0.0994548	-0.035804199700000004	-0.07221071280000001	0.16627184279999999	-0.103314629	0.1058920325	-0.0025663528	0.078259288	0.07022043900000001	-0.056171025599999994	-0.029156360200000002	0.12207561550000001	0.1277025026	-0.1413261315	0.0202180596	0.0145627765	0.0195771153	-0.0680849786	0.014828349	-0.0666541278	-0.142377225	0.095826116	0.0712493297	-0.0442358801	0.11784210810000001	-0.1246228709	-0.116319879	0.0651423697	-0.0770010205	-0.0639531221	0.020694344099999998	0.155080726	0.1518246673	0.0872894215	-0.0577649093	-0.0250871076	-0.1302772123	-0.16689437699999998	-0.0040286451000000004	-0.0089764223	0.012229439299999999	0.0881713792	0.10423038359999999	0.0198032715	0.0365307038	0.0573037557	-0.011741439099999999	-0.006113350500000001	0.0186860028	-0.060102968099999994	0.00042806290000000003	0.1091448843	-0.1298855834	0.08428258949999999	0.08649562949999999	-0.1275622611	0.005750603000000001	0.039831706099999996	-0.0988402218	0.0039568596	-0.0571083613	4.38545e-05	0.1215101995	0.120893123	0.1198669825	0.00726591	0.007390763000000002	5.27934481281e-05	5.4623377722169015e-05	-0.016758099999999998	-0.017372758000000002	0.00028083391560999995	0.000301812720526564	0.0378987	0.010025399999999992	0.00010050864515999988	0.0014363114616899994	0.0	0.0	0.0	0.0	0.000584727	0.0	3.4190566452899994e-07	0.0	0.0	0.0	0.0	0.0	0.0
34315.80859375	-146.21875	1177574719.4428866	21379.9228515625	24742.109375	49.955078125	612171976.3244629	2495.509830474853	24698.529296875	-119.990234375	610017349.4285928	14397.656345367432	1.447958	24.655388	0.08918043799999997	0.0256442241	-0.0053898176	0.17928738670000002	-0.1742495605	0.1638172763	0.0138660017	0.0286683921	0.0969111651	0.021624075899999998	0.055684007300000005	0.0829084833	0.024555935	-0.2036904043	0.0107887947	-0.0127789526	-0.0039899378	-0.19179874670000002	0.0503299461	0.0767940484	0.20763143420000002	-0.007975264000000001	-0.08741578679999999	-0.0054381735	-0.032128756800000005	0.0556705364	-0.0945886605	-0.06391637509999999	-0.003997069099999999	-0.1506201503	0.0750528477	0.31779248449999997	-0.1182895273	0.09948118730000001	-0.0925632008	-0.0887747582	-0.0186982019	-0.0022110123999999997	0.0263621048	0.0865630015	-0.0223703492	0.08941863970000001	0.0901967078	0.1177859473	-0.0190092074	0.13925969900000001	0.0812485213	-0.0223316015	-0.042229101399999996	0.09409035660000001	-0.0689432225	-0.0974746823	0.0083611335	0.153455711	0.12047077490000001	0.0183100648	0.0632438893	-0.0343264014	-0.142467846	-0.055817205700000004	0.0913849212	0.046916713	-0.025922478500000002	0.0227923038	0.1640057737	0.06896386339999999	0.0552105926	0.0207124128	-0.0295030542	-0.18904384989999998	0.0112969956	-0.13544303859999998	0.0560135954	-0.1238154261	-0.0857019154	0.075096597	-0.006458101	0.0024281499	0.13553336470000002	-0.0369121132	0.002521329	-0.0024400235999999997	-0.24478447350000002	-0.0346693311	0.0496612585	0.1277374293	0.0976341895	-0.05929940860000001	-0.0513133354	0.0055669759999999995	0.1368220993	0.07020343400000001	-0.068769372	0.0373396434	0.091069069	0.19407742149999999	0.2079322123	0.0932809515	0.0423566021	-0.0055729488	-0.10417744470000001	-0.0333169991	0.09168466880000001	0.1044386824	0.051767794299999996	0.1213126213	0.12010478890000001	0.1181006348	-0.000102868	-0.007368778	1.0581825423999998e-08	5.429888921328401e-05	-0.037751199999999985	-0.020993099999999997	0.0014251531014399994	0.0004407102476099998	0.00523367	-0.03266502999999999	0.0010670041849008994	2.7391301668900007e-05	5.99059e-05	5.99059e-05	3.58871685481e-09	3.58871685481e-09	0.000135441	-0.0004492859999999999	1.8344264481e-08	2.0185790979599992e-07	-5.38787e-05	-5.38787e-05	2.90291431369e-09	2.90291431369e-09	0.0
34151.62890625	-164.1796875	1166333756.9502106	26954.969787597656	24746.009765625	3.900390625	612364999.3204079	15.21304702758789	24562.791015625	-135.73828125	603330702.4772682	18424.880996704098	1.535393	26.144196	0.0757972451	0.11386106359999999	0.17207284949999999	0.0166918614	-0.1186879173	0.2647187313	0.0125566435	-0.21528551640000002	0.036823765	-0.015020573	0.0750231486	-0.0498817362	-0.1009729625	-0.15340011050000002	-0.1423878963	-0.0828868628	0.0449839684	-0.0331194147	0.057615223099999995	-0.09931931710000001	0.2724441084	0.0434915192	0.0051771895	0.1034455135	-0.0133134974	-0.0814868925	-0.16928998010000001	0.0770939972	0.0253621146	0.1486160516	0.022460246	-0.0363354445	0.1014544374	-0.029620432400000007	-0.0387413675	0.0324254005	-0.008162173100000001	0.0530223216	0.0544144814	-0.0016640089000000001	-0.06039291400000001	-0.0331052764	0.0794463951	-0.029689519900000006	-0.08129349179999999	0.12256115320000001	0.0500449785	-0.0544233784	-0.0042389505	-0.03560787	0.22500482300000002	-0.1399055591	0.2197986882	0.0359852824	0.1620287346	-0.0785598779	0.1632315545	0.0464102068	-0.2453294382	-0.1123712798	0.06932306690000001	-0.1721621545	-0.06250083599999999	0.0748814512	0.055595543	0.12225603730000001	0.1919107553	0.0206905958	0.0786111868	-0.050339000999999994	0.029387641800000006	-0.071580456	0.1179428673	-0.25773576670000004	0.018964242	0.0117283719	-0.11756542710000001	0.0972266306	-0.012170366	-0.07446395900000001	-0.0030059833000000004	-0.0580904029	-0.0210390365	0.0629256522	-0.0909919864	-0.09434545849999999	-0.08699569119999999	-0.1188157793	-0.0381200914	-0.029101501000000002	-0.1435623852	-0.0890957085	0.0406284814	0.0289180678	0.0609546788	0.0687941514	0.060336242699999994	0.10860434320000001	0.0843437967	-0.1295137102	0.0441162619	0.004707535200000001	-0.0684453621	-0.025645511800000003	-0.0193338634	0.12104935019999999	0.11905633460000001	0.11575891279999999	-8.59979e-05	1.6870099999999986e-05	7.395638804410001e-09	2.8460027400999955e-10	-0.0117954	0.025955799999999998	0.00013913146116	0.0006737035536399997	0.032857599999999994	0.027623929999999998	0.0007630815086448997	0.0010796218777599997	7.40925e-05	1.4186600000000006e-05	2.012596195600001e-10	5.48969855625e-09	0.000135441	0.0	1.8344264481e-08	0.0	-0.000483705	-0.00042982629999999995	1.8475064817169e-07	2.33970527025e-07	1.0
33941.46484375	-210.1640625	1152023035.7395172	44168.93316650391	24752.021484375	6.01171875	612662567.5629616	36.14076232910156	24512.431640625	-50.359375	600859304.9363136	2536.066650390625	1.395224	23.757444	0.08428274739999997	0.2677625914	0.0025192153	-0.0377227678	-0.0600428645	0.3183488514	0.048389889900000004	-0.1162004996	0.0716467396	-0.095595576	-0.0626740588	-0.1383558605	-0.0553515225	0.0155561226	-0.057895624000000014	-0.0668966054	-0.06713995519999999	0.0448091237	0.0692153262	-0.1245371094	0.1157791234	-0.04272804559999999	-0.0160010044	0.04292721519999999	0.0217804996	0.0424037619	0.0282975963	-0.13853659599999998	-0.134684731	0.0720280639	-0.0649769142	0.0065780966000000005	-0.0160885573	0.0531613992	0.10685656439999999	-0.08549112369999999	0.1802581234	-0.0855277225	-0.0676062895	-0.052448603200000006	-0.005460109300000001	0.043379697099999996	0.0738249468	0.0599381073	-0.07906152799999999	-0.1809227092000001	-0.0313458283	0.12806108189999998	0.0446043074	0.013543525700000001	-0.1374579207	-0.2758037653	0.0733074144	-0.05822306610000001	0.1420054241	-0.15912069880000002	0.025982543700000003	-0.060475758399999996	-0.27364699719999996	-0.157055784	0.1230016213	-0.1068973306	-0.0186776626	-0.002580404	-0.0938711404	0.0457244407	0.0668831107	-0.0171646371	0.0038338294	-0.0041370478	0.0217948614	0.0971682009	0.011206508600000002	-0.10759669029999999	-0.0084363628	-0.0161121259	-0.1655210385	-0.1055746801	-0.0337070792	0.0812113582	-0.0098626651	0.0708797067	-0.015534048500000001	-0.0118916878	-0.0797436767	-0.0006053908	-0.017047225	0.0355750465	-0.0793106804	-0.0341275214	0.1752906035	0.06423585700000001	0.1464053098	-0.0320720197	0.0254559235	-0.0304241852	-0.0612547201	-0.1540143319	-0.067381181	0.10996138720000001	-0.002033834	-0.022073139500000002	-0.1077279504	0.09599371429999999	-0.08440452119999999	0.1207205288	0.11775003070000001	0.11285322490000001	-6.632550000000001e-05	1.96724e-05	4.399071950250001e-09	3.8700332175999985e-10	-0.0281557	-0.016360299999999998	0.0007927434424900001	0.00026765941609	0.08310729999999998	0.05024969999999999	0.0025250323500899986	0.006906823313289997	0.00027	0.0001959075	3.837974855625e-08	7.29e-08	0.000135441	0.0	1.8344264481e-08	0.0	-0.000326551	0.000157154	2.4697379716e-08	1.06635555601e-07	0.0
33901.0625	-40.40234375	1149282038.6289062	1632.349380493164	24679.4609375	-72.560546875	609075792.1655884	5265.032962799072	24527.62890625	15.197265625	601604579.7627107	230.95688247680664	1.275318	21.715715	0.04891530769999999	0.2347198721	0.0875476192	-0.010792533600000001	0.0596896533	0.1700100423	0.16973146620000001	-0.09166623609999999	0.0023537367	0.0442758604	-0.0920531663	-0.21163615859999999	-0.11087396599999999	0.1484291528	0.181340203	-0.0196311199	0.031153311	0.1414154105	-0.0029365488	0.0036190488	0.0544925926	-0.0642913176	-0.13469633279999998	-0.0095434753	-0.0639131862	-0.012537148799999998	0.0836609356	-0.0038960546999999997	0.0502230376	0.0123684351	0.045652035300000005	-0.0043352682	0.0193089295	-0.2010696939	-0.0514007332	-0.0448230837	-0.0370859557	0.0482472678	-0.0408216111	-0.013168947	0.08426536039999999	-0.0081366127	-0.1414779308	-0.0879668969	0.052382244800000005	0.124158197	-0.11287056869999999	0.0655487492	-0.0336526115	0.1283434621	0.037376272	-0.2230598893	0.1166940658	-0.0250322565	-0.10145668810000001	-0.009779644799999999	-0.0036331456	-0.036181303399999996	-0.11115084019999999	-0.2228402457	0.0363886891	-0.1038314518	0.11660377699999999	0.0647820355	-0.1714532396	0.0626977692	-0.1264799301	-0.1751143296	-0.05604506769999999	0.1208317567	0.0916026086	-0.04722343019999999	-0.1102171753	-0.0218222856	-0.07585135009999999	-0.0194611955	-0.0640259532	-0.0690796467	0.1125997592	-0.0389932146	-0.10039276949999999	-0.0530551476	0.0404727381	-0.0550640354	-0.0064053138	-0.0631019856	0.0463227317	0.1378997747	-0.0782197627	0.0058107657	-0.08384719610000001	-0.1013862481	0.028325291800000006	-0.0004562722	-0.0979627634	0.0592536692	-0.1154307074	0.0486858432	-0.0391018656	-0.0546013712	0.048709561	-0.0883072832	0.1262270126	-0.1325625724	0.1957569677	0.120326335	0.1161887065	0.1093977275	-4.69978e-05	1.9327700000000005e-05	2.20879320484e-09	3.735599872900003e-10	-0.0281954	-3.970000000000015e-05	0.0007949805811600003	1.5760900000000119e-09	0.050214	-0.03289329999999998	0.0010819691848899986	0.002521445796	4.77814e-05	-0.0002222186	4.938110618596e-08	2.2830621859600005e-09	0.000186527	5.1085999999999985e-05	3.4792321729e-08	2.6097793959999993e-09	-0.000372506	-4.595499999999998e-05	2.111862024999998e-09	1.3876072003599998e-07	0.0
34299.51953125	398.45703125	1176457040.0746002	158768.00575256348	24675.3359375	-4.125	608872203.628479	17.015625	24629.08984375	101.4609375	606592066.5315094	10294.321838378906	1.350524	22.996307	0.0360948419	0.08540325900000001	0.0989542584	-0.11331093199999999	-0.0897892532	0.0046614086	0.0806669887	-0.1401129457	-0.0226908587	-0.060100594000000014	-0.0047313327	0.0199951247	-0.009770438000000001	0.1607317467	0.1156157311	0.119417745	0.1646097903	-0.0873414387	0.0958845484	0.056625728499999986	0.08088998110000001	-0.1223964187	-0.10422304550000001	-0.0184853857	-0.0922023631	0.0397857723	-0.16090304689999999	-0.0791276858	0.0050976774	0.0207299388	0.021476323	-0.0092748774	-0.115619482	-0.052770631799999995	0.043355037400000004	0.0253319696	0.0699638828	0.1324401957	0.1273000082	-0.117680168	-0.1101943992	0.0383830487	0.0083636912	-0.18311004949999998	0.040157423	-0.0764772846	-0.0647502055	0.16993777989999995	0.0746179596	0.08948499730000001	-0.07572638870000001	-0.040502582999999995	0.1260414793	-0.0989511417	-0.0143657556	0.137059924	0.032035687	-0.0775839938	0.009892921800000001	-0.09804852369999999	0.0103759329	-0.1265066891	-0.07590120610000001	-0.0046144527000000005	-0.0609217129	-0.1111788351	-0.1918572468	-0.0062541537	0.0714448195	-0.0136440244	0.1120606102	-0.0510348313	0.07969000679999999	-0.031571955299999996	-0.1979588435	-0.036157069300000004	-0.0273799902	0.0402491963	0.0633666692	-0.13257152	-0.02923194	0.0837034373	-0.0655242996	-0.0268414011	0.010209408599999999	0.017882894099999998	-0.0648302329	0.1061944033	0.0469228096	-0.1488843957	-0.0863781014	-0.014646746399999999	0.17872405530000002	0.0358081581	0.11137371230000001	-0.1280921018	-0.1562423161	-0.0780536069	0.14963756460000002	-0.0625864207	0.0439839892	0.0514289337	-0.0595738131	0.1725747286	-0.0022287426	0.1198669825	0.1143757435	0.10540925529999999	-5.57947e-05	-8.796900000000004e-06	3.1130485480900003e-09	7.738544961000006e-11	-0.0461935	-0.017998099999999996	0.0021338394422500003	0.00032393160360999983	0.059702	0.009487999999999995	9.002214399999993e-05	0.003564328804	-1.06615e-05	-5.84429e-05	3.4155725604099998e-09	1.1366758225000004e-10	0.000135441	-5.1085999999999985e-05	1.8344264481e-08	2.6097793959999993e-09	-0.000310036	6.247000000000003e-05	3.9025009000000025e-09	9.612232129599998e-08	0.0
34059.2890625	-240.23046875	1160035171.4429321	57710.67811584473	24620.326171875	-55.009765625	606160460.8095131	3026.074314117432	24692.41015625	63.3203125	609715119.3244781	4009.4619750976562	1.263953	21.522203	0.0459475646	0.12546626660000001	-0.021799367000000004	0.05794357	0.09107503480000001	-0.0773453119	0.18516680559999998	0.0649130457	-0.0544799431	-0.0282010733	0.0021912513	0.0416989053	-0.0903131751	0.0664277268	-0.0311544892	0.196338668	-0.0292409329	0.0263153636	0.0672839828	-0.0842779906	-0.0269055288	0.0215196826	-0.0669505353	0.06311402940000001	0.0807535092	-0.1251308877	0.1050387094	0.0323653152	0.1039680437	-0.11317680769999999	-0.10294961220000001	-0.0088045225	-0.017209716899999998	-0.0353507898	-0.116842893	0.11789224570000001	0.028951083500000002	0.0744787875	-0.0913989763	-0.0016682735	-0.17118342469999998	0.0072404512	0.10474686150000001	-0.0416901052	-0.07343730450000001	-0.0022247061	-0.0665695434	0.0100249751	-0.0944395027	-0.1377636731	-0.12860851880000002	-0.1247539692	-0.0423109599	-0.0155112	-0.1455984892	0.0446852323	0.0974331475	0.0565606337	0.1416498916	-0.13695404220000001	-0.059951010199999995	0.0227416943	-0.0045594853999999995	-0.0384828703	0.005117397199999999	-0.0937729725	-0.080025969	-0.14976322460000002	0.0967401256	-0.0116786183	-0.0056616679	0.0776689441	-0.013979952700000001	-0.0199668051	-0.0039730031	0.0839676492	-0.0001935561	-0.1112559182	-0.0245651879	0.0395719654	0.1371005661	-0.1172141518	0.141987077	-0.0792799989	-0.0167693892	0.1505177243	-0.025461587999999997	-0.0520069354	-0.0554456764	-0.037338168	0.0648941162	-0.0061651573	-0.1114911016	0.2154923746	-0.06873937349999999	0.0355551515	-0.07367872240000001	-0.0832425246	-0.0848209237	-0.0101383268	-0.1122843561	0.0304597729	0.010763589799999999	0.005697585799999999	-0.0616666756	0.11934271980000001	0.112315068	0.1009072399	-5.93693e-05	-3.5745999999999984e-06	3.52471378249e-09	1.2777765159999984e-11	-0.046181900000000005	1.159999999999356e-05	0.0021327678876100005	1.345599999998506e-10	0.025510400000000003	-0.0341916	0.0011690655105599994	0.0006507805081600001	-9.32893e-05	-8.262780000000001e-05	6.827353332839998e-09	8.70289349449e-09	0.00027691	0.000141469	7.66791481e-08	2.0013477961e-08	-0.000320755	-1.0719000000000017e-05	1.1489696100000036e-10	1.02883770025e-07	0.0
34206.5234375	147.234375	1170086245.6802368	21677.961181640625	24637.005859375	16.6796875	606982057.7148781	278.21197509765625	24736.91796875	44.5078125	611915110.5926666	1980.945373535156	1.2300799999999998	20.945421	0.13027866300000002	0.0565566075	0.0888387481	-0.022851850299999997	0.1909027164	-0.13628664570000001	0.12068387929999999	0.0008098839	-0.16456843300000001	0.1076393634	-0.1044385618	-0.06368562400000001	-0.0673677498	-0.14346659720000002	0.0184427958	0.025345111899999998	-9.86541e-05	0.0728961933	-0.0937947644	-0.040841778599999996	0.0177082951	0.0533346653	-0.0236277052	-0.1036596865	0.0078772848	0.045378511600000004	-0.0011354084	0.1128612781	0.0497108667	-0.14397356960000002	0.030533438399999998	0.07802667740000001	-0.0780290402	0.0328299408	0.039488581	0.1095300768	-0.0761031982	0.09874436800000001	-0.025870798900000002	0.058818804	0.0196633305	0.0765613221	-0.0580394297	-0.0168605679	-0.0810461835	-0.1502895071	-0.1370259954	0.1807975956	-0.0858949725	-0.0505154186	0.0602359128	-0.0132772846	0.0540692858	-0.046026297199999996	-0.2030238104	-0.0963600244	-0.1080467785	-0.1167227035	0.15641771289999998	-0.07042796929999999	-0.1457308055	-0.026076395099999997	0.16251104119999998	-0.045088856	0.0338713373	0.11707362460000001	0.0329368971	-0.1190592417	0.053198744000000006	0.0693990547	-0.0489309832	-0.0629972166	-0.0765039683	-0.0651030556	0.029630269900000002	0.0243269782	0.1146375378	0.0051254808	0.057850527199999995	0.0104043118	0.0115158805	0.0237178926	-0.0448646364	0.0826843349	0.1345009792	0.0728546548	-0.0400888292	0.09032823640000001	0.0352441161	0.0098605563	-0.0923293057	-0.11770480859999999	-0.07856021349999999	0.08457750060000001	0.0043007924	-0.0667632454	-0.0762517651	-0.1699353823	0.128385285	0.0958245935	-0.0681225612	-0.1903258821	-0.0687667467	0.0841296594	0.05838341320000001	0.11875383099999999	0.1100111431	0.0959136145	-8.41473e-05	-2.4778000000000002e-05	7.08076809729e-09	6.139492839999999e-10	0.0391126	0.08529450000000001	0.0015297954787599998	0.007275151730249998	0.0581513	0.0326409	0.00106542835281	0.0033815736916900005	-0.000171793	-7.85037e-05	6.16283091369e-09	2.9512834849e-08	0.000135441	-0.000141469	1.8344264481e-08	2.0013477961e-08	-0.000294358	2.6397e-05	6.968016089999999e-10	8.664663216399999e-08	0.0
