onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0195	0.5	congruent	male	male	0.5825	left	correct
5.5360000000000005	0.5	congruent	male	male	0.6988	left	correct
10.5526	0.5	incongruent	female	male	0.4871	right	correct
15.0692	0.5	incongruent	male	female	0.8683	left	correct
19.5857	0.5	incongruent	male	female	0.6227	left	correct
24.6023	0.5	congruent	female	female	0.49	right	correct
29.6188	0.5	incongruent	male	female	0.4553	left	correct
34.1354	0.5	incongruent	female	male	0.3726	right	correct
39.1519	0.5	incongruent	male	female	0.4699	left	correct
45.6685	0.5	incongruent	female	male	0.5001	right	correct
51.685	0.5	congruent	male	male	0.3514	left	correct
57.2015	0.5	incongruent	female	male	0.5658	right	correct
61.7181	0.5	incongruent	male	female	0.414	left	correct
66.7347	0.5	incongruent	female	male	0.4203	right	correct
71.2512	0.5	congruent	female	female	0.5077	right	correct
75.7678	0.5	incongruent	female	male	0.4359	right	correct
82.2843	0.5	incongruent	female	male	0.6003	right	correct
86.8009	0.5	incongruent	male	female	0.4895	left	correct
92.3174	0.5	congruent	female	female	0.5639	right	correct
97.834	0.5	congruent	male	male	0.4041	left	correct
102.3505	0.5	congruent	male	male	0.5045	left	correct
107.3671	0.5	incongruent	female	male	0.6017	right	correct
112.3836	0.5	congruent	male	male	0.4721	left	correct
116.9002	0.5	congruent	female	female	n/a	n/a	miss
121.4167	0.5	congruent	female	female	0.6247	right	correct
125.9333	0.5	incongruent	female	male	0.459	right	correct
130.4499	0.5	congruent	female	female	0.4123	right	correct
135.4664	0.5	congruent	female	female	0.4816	right	correct
141.483	0.5	congruent	female	female	0.3888	right	correct
145.9995	0.5	incongruent	male	female	0.4282	right	incorrect
150.5161	0.5	congruent	male	male	0.4515	left	correct
156.0326	0.5	incongruent	male	female	0.6588	left	correct
161.0492	0.5	congruent	female	female	0.6741	right	correct
165.5658	0.5	incongruent	male	female	0.6893	left	correct
170.0823	0.5	incongruent	female	male	0.5827	right	correct
174.5989	0.5	incongruent	male	female	0.493	left	correct
180.1154	0.5	incongruent	male	female	0.4773	left	correct
184.632	0.5	incongruent	male	female	0.5056	left	correct
189.1486	0.5	congruent	male	male	0.4618	left	correct
193.6651	0.5	congruent	female	female	0.4262	right	correct
198.1817	0.5	incongruent	male	female	0.6685	left	correct
202.6982	0.5	incongruent	female	male	0.7248	right	correct
207.2148	0.5	incongruent	female	male	0.6131	right	correct
211.7314	0.5	congruent	male	male	0.6173	left	correct
216.2479	0.5	congruent	male	male	0.5467	left	correct
221.7645	0.5	incongruent	female	male	0.4399	right	correct
226.281	0.5	incongruent	female	male	0.4914	right	correct
230.7976	0.5	incongruent	female	male	0.3956	right	correct
235.3142	0.5	incongruent	male	female	0.6019	left	correct
240.8307	0.5	incongruent	female	male	0.5472	right	correct
245.3473	0.5	congruent	male	male	0.4815	right	incorrect
250.8638	0.5	incongruent	female	male	0.8098	right	correct
255.3804	0.5	incongruent	female	male	0.6181	right	correct
260.8969	0.5	congruent	male	male	0.5264	left	correct
265.4135	0.5	congruent	male	male	0.4597	left	correct
269.9301	0.5	incongruent	male	female	0.7049	left	correct
274.9466	0.5	congruent	female	female	0.5043	right	correct
281.4631	0.5	incongruent	female	male	0.4996	right	correct
287.4797	0.5	congruent	female	female	n/a	n/a	miss
291.9962	0.5	incongruent	male	female	0.5832	left	correct
297.0128	0.5	incongruent	female	male	0.5265	right	correct
303.0293	0.5	incongruent	male	female	0.6208	left	correct
308.0459	0.5	incongruent	female	male	0.61	right	correct
314.0624	0.5	incongruent	male	female	0.3624	left	correct
320.0789	0.5	congruent	female	female	0.4567	right	correct
325.0955	0.5	congruent	male	male	0.5899	left	correct
330.112	0.5	congruent	male	male	0.5083	left	correct
334.6286	0.5	congruent	female	female	0.5716	right	correct
339.1452	0.5	congruent	female	female	0.4378	right	correct
343.6617	0.5	congruent	male	male	0.4882	left	correct
348.6783	0.5	congruent	female	female	0.4695	right	correct
355.1948	0.5	congruent	male	male	0.5038	left	correct
359.7114	0.5	congruent	female	female	0.601	right	correct
364.7279	0.5	incongruent	female	male	0.7844	right	correct
369.7445	0.5	incongruent	male	female	0.5026	right	incorrect
374.761	0.5	incongruent	male	female	0.584	left	correct
379.2776	0.5	congruent	female	female	0.6903	right	correct
384.2941	0.5	congruent	female	female	1.3336	right	correct
389.3107	0.5	incongruent	male	female	0.5379	left	correct
393.8272	0.5	incongruent	female	male	1.0762	right	correct
398.3438	0.5	congruent	female	female	1.0625	right	correct
403.3604	0.5	incongruent	male	female	0.5638	left	correct
407.8769	0.5	congruent	female	female	0.5631	right	correct
414.3935	0.5	congruent	female	female	0.4793	right	correct
419.91	0.5	congruent	male	male	0.5047	left	correct
424.9265	0.5	congruent	male	male	0.524	left	correct
429.4431	0.5	congruent	male	male	0.5073	left	correct
433.9597	0.5	incongruent	male	female	0.7176	left	correct
438.4762	0.5	congruent	male	male	0.4709	left	correct
442.9928	0.5	congruent	female	female	0.4632	right	correct
448.5093	0.5	congruent	female	female	0.5165	right	correct
455.0259	0.5	incongruent	female	male	0.5967	right	correct
460.5424	0.5	incongruent	male	female	0.6741	left	correct
465.559	0.5	congruent	male	male	0.6263	left	correct
470.0755	0.5	congruent	male	male	0.6187	left	correct
475.0921	0.5	congruent	male	male	0.498	left	correct
