csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
32552.810546875	n/a	n/a	1059685474.5007364	20960.865234375	n/a	439357871.3736305	n/a	21235.259765625	n/a	n/a	450936257.31357193	n/a	n/a	n/a	-0.0565579829	-0.0821273543	-0.08777592890000001	-0.0010772609	-0.0090347598	0.0724825903	-0.0146443596	0.0095692191	-0.0039568057	0.0237368288	-0.0091802851	0.0235487203	-0.12398930050000001	0.0898752934	-0.0097238871	0.023771071	-0.0127043901	0.1165008814	-0.0233270158	0.0273626282	-0.0735235009	0.08543386060000001	-0.0335494836	-7.75431e-05	-0.0124617812	0.0685505436	-0.024602441200000002	0.0085394879	-0.0068997275	0.0038353881	-0.0182455733	0.0463296303	-0.0670897447	-0.0939659859	0.1221927504	-0.038567737799999995	0.0728240531	-0.0453587038	0.049311319299999996	-0.1325672605	0.1069328558	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.0346778	n/a	0.0012025498128400002	n/a	0.0811429	n/a	0.00658417022041	n/a	0.034084300000000005	n/a	0.0011617395064900005	n/a	0.00257681	n/a	n/a	6.6399497761000014e-06	0.000199762	n/a	n/a	3.9904856644e-08	0.00111127	n/a	1.2349210128999998e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32380.107421875	-172.703125	29826.369384765625	1048471356.6521645	20943.146484375	-17.71875	438615384.66598886	313.9541015625	21158.09375	-77.166015625	5954.593967437744	447664931.13378906	0.8867439999999999	27.080242	0.1677981	-0.0720823296	-0.0666846164	-0.0235229621	-0.006062881700000001	-0.0099164797	0.0692906038	-0.0310417406	-0.0033535155	-0.027719017400000004	-0.0009539788	0.0203715195	0.120101733	-0.1185893908	0.0583722097	0.0060299027	-0.014239225800000001	-0.0827778691	0.14774453640000001	-0.052950251	0.061648243	-0.0426102307	0.0304797723	-0.0375906871	-0.004467299	-0.012568168000000001	0.06254042509999999	-0.0429331171	-0.0098704677	-0.0359867171	0.0209274577	0.0207563503	0.1304260922	-0.0384045102	-0.0779569988	0.1018510409	0.039527560499999996	0.0931118632	0.0187901232	0.0537493245	-0.1093668258	-0.028203979	0.1110641056	0.1109231287	0.1106882998	0.1103598175	0.032917300000000004	-0.0017604999999999984	0.0010835486392900002	3.099360249999994e-06	0.019587200000000003	-0.06155570000000001	0.00038365840384000017	0.0037891042024900006	0.0320087	-0.002075600000000004	0.00102455687569	4.308115360000016e-06	0.00295691	0.0003801	1.4447601e-07	8.7433167481e-06	0.000958844	0.0007590819999999999	5.762054827239999e-07	9.19381816336e-07	0.000202326	-0.000908944	4.0935810276e-08	8.26179195136e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32114.173828125	-265.93359375	70720.67628479004	1031320160.6630287	20944.685546875	1.5390625	438679852.6574745	2.36871337890625	21086.36328125	-71.73046875	5145.2601470947275	444634716.42884827	1.096767	33.494106	0.29572695	-0.0015213132000000001	0.0112189622	0.1319425428	-0.001275622	-0.0190809024	0.05760511820000001	0.008039368	-0.035571282999999995	-0.0062932077	-0.0143840062	-0.0523078543	-0.0423035396	0.0388815234	-0.012459514599999999	-0.011162158600000001	-0.22188225190000002	-0.0601975264	0.1153030756	0.0052266813	0.050100949400000004	-0.0117604746	-0.1111630739	-0.0265378445	0.00018580099999999998	-0.015084439199999999	0.0573298329	-0.0128713357	-0.028248398100000002	0.011729912299999999	0.0120762609	-0.06946743429999999	-0.0533417805	-0.0061561972	0.047992166600000004	0.037938448300000004	0.2080215692	0.0184142137	-0.1689884734	0.0574383554	-0.0440902803	0.0825390941	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	0.0160146	-0.016902700000000003	0.00025646741316	0.00028570126729000016	0.104701	0.0851138	0.010962299401	0.00724435895044	0.125503	0.0934943	0.015751003008999998	0.008741184132489999	0.00193853	-0.0010183800000000002	1.0370978244000002e-06	3.7578985609e-06	0.00124262	0.0002837760000000001	8.052881817600009e-08	1.5441044644e-06	-0.000499841	-0.000702167	2.49841025281e-07	4.930384958889999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32061.548828125	-52.625	2769.390625	1027942913.2582436	20912.908203125	-31.77734375	437349729.51233286	1009.7995758056641	21113.8671875	27.50390625	756.4648590087891	445795387.6113892	0.837181	25.566637	0.33556857	-0.0609189417	-0.025235515899999998	0.09664188189999999	-0.0157961085	-0.0121740899	0.0627322912	-0.04939754	-0.06435219639999999	-0.0055269839	-0.0004563728	0.011506925800000001	0.09006152880000001	0.0245909627	0.0015768522	-0.0024714818	-0.042512842	-0.022046692599999997	-0.0083448851	-0.0676857176	0.0748410379	0.0372311861	-0.0335717465	-0.0097172735	-0.0171403011	-0.0107073984	0.057871555	-0.0619730804	-0.060429390199999995	-0.0036780752000000003	-0.0051808337	0.0129145482	0.0824386804	0.0690465384	0.03275897	0.0091566905	0.06882710110000001	-0.0974659866	0.11501559189999999	-0.0141875082	-0.0941584582	-0.16025350619999998	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.00768527	-0.02369987	5.90633749729e-05	0.0005616838380169001	-0.0244793	-0.1291803	0.00059923612849	0.016687549908090002	0.0381017	-0.0874013	0.0014517395428900002	0.0076389872416899995	0.00307129	0.00113276	1.2831452176e-06	9.4328222641e-06	0.00175652	0.0005138999999999999	2.640932099999999e-07	3.0853625104e-06	-0.000758923	-0.000259082	5.759641199289999e-07	6.7123482724e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32180.6796875	119.130859375	14192.161655426024	1035596145.1494752	20924.5234375	11.615234375	437835681.0864868	134.91366958618164	21130.314453125	16.447265625	270.51254653930664	446490188.88794327	0.7783219999999998	23.769142	0.24104028	-0.0443201146	-0.0077554302	0.0818494557	-0.0089487678	-0.0099550595	0.044962898099999996	-0.0154710148	-0.0424722621	-0.0086088785	0.0083182549	-0.013358193700000002	0.0520838809	0.0310234584	0.0065913152000000004	-0.0492505876	0.0670361134	-0.07518569	-0.024621684700000004	-0.0344682382	0.0379870447	-0.00039220220000000004	-0.0306520494	-0.0017970251	-0.0104930766	-0.0081547929	0.0416883215	-0.021291813700000002	-0.0397939797	-0.00036136660000000016	0.0039386087	0.0023401005	0.0557023425	0.0504444884	0.04502291480000002	0.0800745301	-0.0297184865	-0.0072962256	0.1228972217	-0.0545586246	-0.0955410469	0.012788763799999998	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.018509900000000003	-0.010824630000000002	0.00034261639801000013	0.00011717261463690005	0.08233469999999997	0.10681399999999996	0.006779002824089995	0.011409230595999992	0.0641789	0.0260772	0.004118931205209999	0.0006800203598399997	0.00138316	-0.00168813	2.8497828969e-06	1.9131315856e-06	0.00156479	-0.00019173	3.67603929e-08	2.4485677441e-06	-0.000825552	-6.662900000000003e-05	6.815361047040001e-07	4.439423641000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32173.697265625	-6.982421875	48.75421524047852	1035146795.7400856	20938.77734375	14.25390625	438432396.6511383	203.17384338378903	21142.263671875	11.94921875	142.78382873535156	446995313.17108536	0.675549	20.630566	0.14790414999999998	-0.0153215677	0.0089554899	0.071108745	-0.010057814200000001	0.0050926004	0.0277219836	-0.0195548159	-0.0433440219	-0.0216341349	-0.0071420819	-0.039047322200000005	0.1027502499	-0.0035958938	-0.041738579399999996	-0.0495561523	0.018067386499999998	-0.0117304417	-0.0097369044	-0.0295113562	0.0278543162	0.0150340294	-0.054429924299999995	0.0200254492	-0.0113266663	0.0081685357	0.025303179	-0.0287719529	-0.0395645413	-0.0193453035	-0.0027328881	-0.022131116800000003	0.1141311833	-0.0017078854999999999	0.0597270626	-0.0002654664	-0.017736307	0.0367371208	0.1266117592	-0.0066820187	-0.0775191687	0.0449100176	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.010707800000000002	0.007802100000000002	0.00011465698084000005	6.087276441000002e-05	-0.0248018	-0.10713649999999997	0.00061512928324	0.011478229632249991	0.0541659	-0.010013	0.00293394472281	0.00010026016900000002	0.00146397	8.080999999999995e-05	6.5302560999999935e-09	2.1432081609e-06	0.00134019	-0.00022459999999999996	5.044515999999997e-08	1.7961092361e-06	-0.000979193	-0.00015364099999999993	9.58818931249e-07	2.3605556880999975e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32254.158203125	80.4609375	6473.962463378906	1040330721.3922156	20954.29296875	15.515625	439082393.8202057	240.734619140625	21168.955078125	26.69140625	712.4311676025391	448124659.0996742	0.628761	19.201689	0.07459176999999999	-0.027231686800000002	-0.015134479499999999	0.0322120708	-0.00472828	0.0051631889	0.0353151257	-0.0171633685	-0.0184163694	-0.005504611899999999	0.0152864522	-0.0463019084	0.049417671100000005	-0.0508708258	0.0020716156	-0.0225579423	-0.0423122198	-0.038716494500000004	0.0425532174	-0.0236068163	0.0267199336	-0.010502091299999999	-0.0187393343	-0.015395947	-0.0042329064	0.008279947900000001	0.037197859300000004	-0.0263116356	-0.0170239475	-0.001547269	0.00030473919999999996	-0.0343773514	0.0704682575	-0.033803594	0.0084699248	0.027968637400000003	0.021637405	0.015484908700000001	-0.08103977379999999	0.0541691059	-0.039292247599999996	-0.0626702839	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.00651778	0.004190020000000003	4.24814561284e-05	1.7556267600400016e-05	0.0175378	0.0423396	0.00030757442884	0.0017926417281600002	0.0677053	0.0135394	0.004584007648089999	0.00018331535235999999	0.00146397	0.0	0.0	2.1432081609e-06	0.00118497	-0.00015521999999999994	2.4093248399999993e-08	1.4041539009e-06	-0.000843958	0.00013523499999999993	7.12265105764e-07	1.8288505224999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32325.46484375	71.306640625	5084.6369972228995	1044935677.3645172	20948.51171875	-5.78125	438840143.2306061	33.4228515625	21160.7734375	-8.181640625	66.93924331665039	447778332.4732056	0.6578609999999999	20.09038	0.01680228999999999	0.0095566809	0.0356191426	0.0383369975	-0.0122016997	-0.0003074067	0.025274520099999996	-0.0005706008	-0.0411734875	-0.0091059421	0.0088906257	-0.0566717477	-0.059869847699999985	0.056148383600000004	-0.030265181699999998	-0.0313509136	-0.0578371625	-0.0249287375	0.0379259898	0.012502153899999998	-0.0099687729	-0.0059308954	-0.0640907794	0.0228676736	-0.0132677448	-2.2387e-06	0.0291409581	-0.0119298076	-0.0347165419	0.010217751700000001	-0.0238803711	-0.0493788703	-0.0567730095	0.0146311073	0.0673285808	0.0159567532	0.0665746755	0.0616505762	-0.0150888854	0.0006478006	-0.0672593799	-0.0048025762	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.00175431	0.00827209	3.0776035761e-06	6.842747296809999e-05	0.0175336	-4.199999999999343e-06	0.00030742712896	1.763999999999448e-11	0.06687360000000002	-0.0008316999999999769	0.004472078376960002	6.917248899999615e-07	0.00146397	0.0	0.0	2.1432081609e-06	0.00103881	-0.00014616	2.13627456e-08	1.0791262161e-06	-0.000836232	7.726e-06	6.992839578240001e-07	5.9691076e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32419.951171875	94.486328125	8927.666202545166	1051053233.9867592	20941.970703125	-6.541015625	438566136.9305458	42.78488540649414	21201.97265625	41.19921875	1697.3756256103516	449523644.5163727	0.911563	27.838175	0.28046744	-0.0737532756	-0.034626598599999996	-0.058194993	-0.0193156477	0.030238150800000002	0.0010255716999999999	-0.0572214699	0.0198870045	0.0456942521	0.0239224894	0.0304648561	-0.046038650099999995	-0.010990486499999999	0.1008039889	0.1042978845	0.0299509168	-0.0328528633	-0.0976284153	-0.0730845051	0.0024978161	-0.0023287136	0.08728536210000001	0.0056906047	-0.0182294412	0.032220714	-0.0116673653	-0.0403234901	0.0100970868	0.0330517399	-0.014897019499999999	0.0110081594	-0.0580331558	0.012358521899999999	-0.1327956446	0.0307373737	0.041020661800000004	-0.1534900882	0.0483119863	-0.0573612978	-0.006756213100000001	-0.0044904037	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.043827	-0.04558131	0.001920805929	0.0020776558213161	0.014257400000000003	-0.0032761999999999965	0.0002032734547600001	1.0733486439999975e-05	-0.00603423	-0.07290783000000002	3.64119316929e-05	0.005315551675308903	0.000116986	-0.0013469839999999999	1.8143658962560001e-06	1.3685724196e-08	0.00234412	0.0013053099999999998	1.7038341960999997e-06	5.494898574399998e-06	-0.00135798	-0.0005217479999999999	1.8441096804e-06	2.7222097550399993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32340.0546875	-79.896484375	6383.448215484619	1045879137.1904908	20926.119140625	-15.8515625	437902462.287632	251.27203369140625	21193.01171875	-8.9609375	80.29840087890625	449143745.7110748	0.7288279999999999	22.257654	0.11842928	-0.0069022133	0.0410771609	0.0025664657000000002	-0.0174181753	0.0166376068	-0.0135479119	-0.0080910937	-0.0267765337	0.008258656999999999	0.0044927979	-0.005218298499999999	-0.0275349	0.0497348622	0.0139184794	0.09280555480000001	0.0641313126	-0.026746194700000003	-0.0075098728	-0.0128262927	-0.0286144996	0.0049578541	-0.013657446	0.039291063	-0.0142766466	0.0167330544	-0.010289300500000001	0.0001368582	-0.027056010499999998	0.021996713199999997	-0.0021225379	0.0144186666	-0.046808851500000005	0.0567781694	-0.07492551139999999	-0.04527676059999999	-0.0241445741	-0.0408843444	0.0361594416	0.0498082697	0.0095934357	0.090241902	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.0398729	0.003954099999999995	0.0015898481544100002	1.563490680999996e-05	0.0435369	0.0292795	0.0018954616616100005	0.00085728912025	0.0267262	0.03276043	0.0007142897664399999	0.0010732457737849	-0.000122775	-0.00023976099999999998	5.7485337121000006e-08	1.5073700624999996e-08	0.00207309	-0.0002710299999999998	7.345726089999989e-08	4.2977021481e-06	-0.000820066	0.0005379139999999999	6.725082443560001e-07	2.8935147139599984e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
