bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	spikes_num	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-0001_task-anticipation_acq-seq_bold	0.0039219500000000004	0.0232099925	0	27.820504442713567	1.0564513361809043	0.9526671822110552	0.3785260793690153	11235479.0	0.36068982234720354	142	71.0	2.2769301112245164	2.209713333333333	2.5003800000000003	2.120697000340216	0.00760749	-0.0037216106429696083	0.0031150670256465673	200	80	80	37	4.714229541409538	2.0	3.0	3.0	3.299999952316284	5	131.04760395775017	9.603095054626465	136.10128784179688	6.987740516662598	158971.0	0.18705353140830994	579.6170043945312	666.2310791015625	2.018347765845932	4568.78076171875	24638.7421875	24355.01953125	37793.0	17383.0171875	33019.012500000004	5166.20947265625	32.43231964111328
sub-0001_task-emomatching_acq-seq_bold	0.028764222222222222	0.014782644592592592	0	23.082168891716428	1.1923280599253732	0.9961038706716414	0.3867535076015612	128185456.0	0.1519026024167703	22	16.296296296296298	2.2665253636652025	2.18298	2.513456666666667	2.10313942432894	0.00752813	-0.0042677451856434345	0.0034448273945599794	135	80	80	37	4.682753159782622	2.0	3.0	3.0	3.299999952316284	22	128.33495638905646	2.864687919616699	124.42373657226562	1.993293285369873	156460.0	0.012925799796357757	507.04308929442857	679.7893676757812	2.0362422141408727	4359.2138671875	23939.025390625	23735.205078125	39826.0	16478.46826171875	32068.4833984375	5068.57958984375	44.74922180175781
sub-0001_task-faces_acq-mb3_bold	0.00021218844984802435	0.007179520699088147	1	26.264162278871954	1.1422468984146346	0.9983783197560971	0.39327480681894406	1729438336.0	0.12885791551154743	34	10.33434650455927	2.529326125956402	2.4934566666666664	2.8332033333333335	2.2613183778692054	0.00873642	-0.005127259995788336	0.0023255031555891037	329	80	80	36	5.567573160894617	0.75	3.0	3.0	3.299999713897705	2	101.61715976989927	0.5761697888374329	95.98270416259766	0.39079734683036804	151755.0	0.0012512301444076003	474.08900451659997	506.4349365234375	2.205263053131084	2709.6474609375	17543.541015625	17727.7421875	38932.0	12179.322607421875	22182.519921875	3184.06494140625	56.75700378417969
sub-0001_task-gstroop_acq-seq_bold	0.0010573877551020407	0.0051421851020408155	0	22.493672441106554	1.2594104758606561	0.9709476636065572	0.38549050314829264	187416144.0	0.10864345228388869	18	7.346938775510204	2.199217484505662	2.1331333333333333	2.438543333333333	2.0259757868503194	0.00579825	-0.003970440477132797	0.0021197430323809385	245	80	80	37	4.799425863776892	2.0	3.0	3.0	3.299999952316284	0	132.67008672933997	2.3424410820007324	121.4700927734375	1.6067264080047607	156673.0	0.008596728928387167	460.8337463378905	677.7881469726562	2.190553580169725	4186.37060546875	23833.642578125	23656.896484375	39549.0	16700.313671875	31860.759765625	4929.04736328125	70.556884765625
sub-0001_task-restingstate_acq-mb3_bold	0.001171844863731656	0.023998297274633124	3	27.716457539558796	1.0177531413445386	0.9563798336974791	0.3891179155868363	73868224.0	0.14955756829946315	91	19.07756813417191	2.367803848922509	2.2958366666666667	2.6195566666666665	2.1880182134341934	0.00544541	-0.004818343557417393	0.0028263344429433346	477	80	80	36	5.5944430042290465	0.75	3.0	3.0	3.299999952316284	0	118.64021181117576	2.7865869998931885	105.49250030517578	1.9342929124832153	152769.0	0.021536451578140263	469.2469116210963	548.6915893554688	2.2450279684790377	2720.5947265625	17754.390625	17882.119140625	38104.0	12476.257568359375	22552.64345703125	3196.365478515625	35.46699523925781
sub-0001_task-workingmemory_acq-seq_bold	0.01645820987654321	0.02274330166666667	0	32.643909549130434	1.1725271453416144	1.0543630441614906	0.38256734495840505	9487991.0	0.4619933520436212	94	58.02469135802469	2.3135658689264385	2.226253333333333	2.567553333333333	2.1468909401126477	0.0153923	-0.0036392943002283573	0.004295057151466608	162	80	80	37	4.697835516454228	2.0	3.0	3.0	3.299999952316284	12	125.26380713816482	10.454316139221191	139.0184783935547	7.51360559463501	158139.0	0.1560563683509827	692.6503234863303	679.5755004882812	1.8825837234732603	4526.64794921875	24285.9296875	24052.087890625	38497.0	16766.360546875	32569.951953124993	5119.7568359375	29.720787048339844
sub-0002_task-anticipation_acq-seq_bold	0.0005332	0.0035425721	0	23.378549891758784	1.3236242890954768	0.9927712668341707	0.42439536208454587	237220368.0	0.10477164164379486	11	5.5	2.351809303441487	2.305093333333333	2.567813333333333	2.1825212436577948	0.024448	-0.003730327822268009	0.002630774863064289	200	80	80	37	4.791873335111252	2.0	3.0	3.0	3.299999952316284	0	103.59627598247796	2.113159418106079	173.26258850097656	1.4382423162460327	148669.0	0.004252597689628602	815.3038940429747	954.398193359375	2.375488232969654	4255.9716796875	24431.205078125	24220.994140625	46201.0	16950.47265625	32286.076171875	5054.54345703125	81.38642883300781
sub-0002_task-emomatching_acq-seq_bold	0.0011184444444444445	0.003388887851851852	0	22.32947787201492	1.3423778548507463	0.9985110794776119	0.4245588273673622	329146464.0	0.07445919908421392	3	2.2222222222222223	2.3697447580778284	2.3328133333333336	2.57503	2.2013909409001515	0.0161241	-0.0035417547915130854	0.0022309143096208572	135	80	80	37	4.713900026621943	2.0	3.0	3.0	3.299999952316284	1	110.94323664952059	1.7705353498458862	179.3805389404297	1.1994518041610718	148627.0	0.0013985145604237918	853.5968811035091	975.8106689453125	2.151697070401001	4426.9404296875	24856.08203125	24619.98046875	46320.0	17013.18876953125	33098.590429687494	5222.791015625	81.36439514160156
sub-0002_task-faces_acq-mb3_bold	0.00016469696969696968	0.00563748406060606	0	26.71041493887539	1.1983234034042556	0.9987066290577506	0.4314973710315062	711969856.0	0.12544730649555116	34	10.303030303030303	2.7076964344686245	2.710483333333333	2.961596666666667	2.4510093034058746	0.0271888	-0.004852918907999992	0.0015218754997476935	330	80	80	36	5.233190439342577	0.75	3.0	3.0	3.299999713897705	0	92.58350268556767	0.9175097942352295	128.45562744140625	0.6338683366775513	143607.0	0.0029044774360954765	724.7513549804678	685.8921508789062	1.739664863699974	3017.557373046875	18146.322265625	18244.619140625	45740.0	12245.397412109374	23383.779687500002	3486.2900390625	60.08724594116211
sub-0002_task-gstroop_acq-seq_bold	0.0009642040816326531	0.010370355224489796	0	22.39234195741804	1.1927335950000002	0.9304029104918028	0.425775086912127	35470784.0	0.09588005408585823	6	2.4489795918367347	2.3800560712272545	2.339906666666667	2.59511	2.205151547015097	0.0105046	-0.0037308339960873127	0.0025902942288666964	245	80	80	37	4.811843596604479	2.0	3.0	3.0	3.299999952316284	0	109.38549898986919	5.459286212921143	191.63284301757812	3.736142635345459	148786.0	0.017707071267068386	922.8763427734375	957.169677734375	2.4356548019717135	4315.3642578125	24878.640625	24654.560546875	46180.0	17257.0958984375	32846.0017578125	5123.6689453125	53.626564025878906
