name	intensity-avg	volume
Left-wm-bankssts	97.9595	2529.2
Left-wm-caudalanteriorcingulate	105.5785	2194.2
Left-wm-caudalmiddlefrontal	95.6668	5761.6
Left-wm-cuneus	92.9286	2064.1
Left-wm-entorhinal	81.4056	820.8
Left-wm-fusiform	90.9226	5441.5
Left-wm-inferiorparietal	95.9572	8715.4
Left-wm-inferiortemporal	88.6628	5267.2
Left-wm-isthmuscingulate	105.96	3156.3
Left-wm-lateraloccipital	89.9798	9361.9
Left-wm-lateralorbitofrontal	96.3223	5735.5
Left-wm-lingual	91.8105	4747.2
Left-wm-medialorbitofrontal	96.7622	2286.4
Left-wm-middletemporal	89.6932	4438.2
Left-wm-parahippocampal	91.1137	1262.9
Left-wm-paracentral	95.9663	3358.2
Left-wm-parsopercularis	96.6746	3372.0
Left-wm-parsorbitalis	87.3811	862.2
Left-wm-parstriangularis	95.773	2807.0
Left-wm-pericalcarine	91.0032	2362.6
Left-wm-postcentral	89.6543	6184.1
Left-wm-posteriorcingulate	104.5413	4207.9
Left-wm-precentral	94.1101	11641.8
Left-wm-precuneus	100.6291	7828.3
Left-wm-rostralanteriorcingulate	106.7897	2373.3
Left-wm-rostralmiddlefrontal	95.155	9188.1
Left-wm-superiorfrontal	93.2767	13770.7
Left-wm-superiorparietal	96.8146	10262.9
Left-wm-superiortemporal	93.8331	6084.4
Left-wm-supramarginal	96.1978	5863.1
Left-wm-frontalpole	84.3432	153.8
Left-wm-temporalpole	73.6658	427.5
Left-wm-transversetemporal	98.0264	688.6
Left-wm-insula	96.5797	7623.7
Right-wm-bankssts	99.0773	2796.4
Right-wm-caudalanteriorcingulate	107.2911	2378.2
Right-wm-caudalmiddlefrontal	92.5738	4974.7
Right-wm-cuneus	92.8996	1962.6
Right-wm-entorhinal	79.917	592.9
Right-wm-fusiform	89.8571	4762.1
Right-wm-inferiorparietal	94.551	10327.6
Right-wm-inferiortemporal	87.294	4838.5
Right-wm-isthmuscingulate	106.7236	2793.7
Right-wm-lateraloccipital	89.5578	9706.8
Right-wm-lateralorbitofrontal	98.3946	5781.0
Right-wm-lingual	90.9013	5223.7
Right-wm-medialorbitofrontal	97.3174	2777.6
Right-wm-middletemporal	85.4171	4805.8
Right-wm-parahippocampal	90.5508	1319.5
Right-wm-paracentral	95.4565	3901.5
Right-wm-parsopercularis	96.3516	2808.6
Right-wm-parsorbitalis	82.9641	1158.5
Right-wm-parstriangularis	94.1684	3101.8
Right-wm-pericalcarine	91.5936	2812.4
Right-wm-postcentral	86.6101	6139.1
Right-wm-posteriorcingulate	104.4052	3583.3
Right-wm-precentral	91.7302	10871.4
Right-wm-precuneus	99.7893	6597.4
Right-wm-rostralanteriorcingulate	103.8145	1710.3
Right-wm-rostralmiddlefrontal	94.5888	12496.5
Right-wm-superiorfrontal	92.3851	12887.1
Right-wm-superiorparietal	94.3726	8761.6
Right-wm-superiortemporal	89.1251	5479.6
Right-wm-supramarginal	93.6225	6427.9
Right-wm-frontalpole	83.9121	251.1
Right-wm-temporalpole	72.85600000000001	517.3
Right-wm-transversetemporal	97.8745	558.4
Right-wm-insula	94.3263	8292.5
Left-UnsegmentedWhiteMatter	103.2848	24305.6
Right-UnsegmentedWhiteMatter	103.3606	23774.5
