csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
36562.8203125	n/a	1336839829.2041626	n/a	25646.275390625	n/a	n/a	657731441.4117775	25217.23046875	n/a	n/a	635908712.5140532	n/a	n/a	n/a	-0.015059992900000001	-0.028686862999999996	0.1547646484	-0.1487456527	0.0783574228	-0.020267997	0.0903137673	-0.122110024	0.051422678	-0.0439768972	0.0434256189	-0.019160670600000002	0.2653756346	-0.058404067999999996	0.184776353	-0.1026010848	-0.0324287436	0.0219887783	-0.0673832502	0.083632329	-0.18567327100000008	0.21690551789999998	-0.0139823096	0.008165350699999999	-0.06325300240000001	0.059211619699999996	-0.0830708998	0.0732660388	-0.0996876895	0.0403954014	-0.0451712092	0.1370821036	-0.250009853	0.0328686141	0.0101617171	0.0253965069	-0.0439676017	-0.14082591949999998	0.07045119799999999	0.0338844929	0.0095541908	0.013920507700000001	-0.047683021799999996	-0.0643725931	0.0491845637	-0.0700984536	0.2272370843	-0.061784715	0.0353322125	-0.1722864693	0.056603691500000004	-0.0801884276	0.0172622603	-0.08770459900000001	0.1154863374	-0.06325567929999999	0.025241851200000002	-0.0178105174	0.0089509525	-0.0628302548	0.0104078835	-0.0627103404	0.22389474199999998	-0.0200188109	0.0535309068	-0.1702961721	0.17661325989999999	-0.1039916991	0.10459112949999999	-0.0682471382	0.1910428526	-0.0046886589	0.09253862759999999	-0.056803703399999995	0.0119598036	-0.0829557717	0.20158218100000005	-0.0200666504	-0.1503665925	0.1345151879	-0.1707939564	0.0780702486	0.0309944453	0.1343397916	-0.0275031644	-0.1686896104	0.0471785278	0.0168884833	0.07162245	-0.0210818025	0.1217078847	0.1216831682	0.1216419777	0.0124968	n/a	0.00015617001023999995	n/a	0.0190663	n/a	0.00036352379568999993	n/a	0.0173602	n/a	n/a	0.00030137654404	0.002	n/a	4e-06	n/a	0.000254279	n/a	6.4657809841e-08	n/a	0.00113867	n/a	n/a	1.2965693689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36303.16015625	-259.66015625	1317919437.3303375	67423.39674377441	25582.654296875	-63.62109375	4047.643569946289	654472200.8734169	25212.349609375	-4.880859375	23.82278823852539	635662572.8253517	1.1696950000000002	22.051615	0.11631655	0.00579556	0.1217773998	0.1828453327	-0.0954702131	0.0775234526	-0.1141115635	-0.0840407108	-0.15182383800000002	0.0208363541	0.0681699552	-0.039978317799999996	-0.0379204175	0.1869351666	-0.0200857201	0.1287543515	-0.0456639308	-0.0699199559	0.1196712523	0.062115144500000004	-0.0639247285	0.08761734869999999	0.1106796618	-0.0203885551	-0.0740147595	0.06653823519999999	0.1882613845	-0.0193681501	-0.0372236269	-0.13290401289999998	-0.0431376669	-0.0620758992	0.148889465	0.06032411	0.12206177720000001	-0.0608116117	-0.0285520979	0.018704861	-0.0433511013	-0.1169022691	-0.0174587128	0.000698657	-0.095708965	0.0329956654	-0.0749140817	0.0173176895	0.0834627403	0.216323679	-0.16787727649999998	-0.0208119098	-0.1302579738	-0.0347894046	-0.08630847529999999	0.1143725631	0.0838689604	0.13864586240000001	-0.0423159566	-0.0241892711	0.0828145544	0.0472506675	-0.0121921169	-0.007280645600000002	-0.0727512785	0.2187387183	-0.1048292764	-0.1415995383	-0.0773156463	-0.052301804699999996	0.0992074508	0.1040946471	0.08473746789999999	-0.0104318042	-0.08297225429999999	0.1257104177	-0.1399839254	0.070282883	0.0165382655	0.027223419199999998	0.0327472028	0.021634605499999997	0.0550204324	-0.10554061279999999	0.0651922417	0.069166169	0.0073324344999999985	0.0923178073	0.032372182400000005	0.1370782171	0.0438338008	-0.028768852200000007	0.0088839292	0.1216419777	0.12141962949999999	0.12104935019999999	0.0157521	0.003255300000000002	0.0002481286544100001	1.0596978090000017e-05	-0.0108166	-0.0298829	0.00011699883555999998	0.0008929877124099998	0.015725799999999998	-0.0016344000000000011	2.671263360000004e-06	0.00024730078563999994	0.0008999849999999998	-0.0011000150000000002	8.099730002249998e-07	1.2100330002250005e-06	0.000543948	0.00028966900000000005	2.958794267040001e-07	8.390812956100002e-08	0.000897475	-0.00024119500000000004	5.8175028025000024e-08	8.05461375625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36508.328125	205.16796875	1332858022.482666	42093.895401000984	25585.38671875	2.732421875	7.4661293029785165	654612013.5479889	25226.8046875	14.455078125	208.94928359985352	636391674.741272	1.184085	22.322895000000006	0.08045534	0.042781999	0.09284368300000001	0.10586890380000001	0.0449962747	0.0433941096	-0.0838153118	-0.09926499050000001	-0.1483365766	0.0277361132	0.1999215336	-0.0605373873	0.0115163015	0.0786098614	-0.08727952539999999	-0.0304452746	0.028665067599999997	-0.0242800753	0.1256100407	-0.015053955700000001	0.0508033885	-0.2286352555	-0.0230119551	-0.07986526299999999	-0.058880124400000004	0.0276067137	-0.0942994241	0.1106906942	0.0239674229	-0.0370203136	-0.0008854197	0.0874068425	-0.0718257277	-0.10466540560000001	0.0357246009	0.0292989243	0.0772402722	0.0754037641	0.026119948100000002	0.1228652385	-0.029121937999999997	-0.07429548009999999	0.022941733500000002	0.1091061517	-0.012162592199999999	-0.0221072761	0.0942062182	0.006829396	-0.1486341011	0.0179685042	-0.0575394959	-0.1057897032	-0.054040087699999996	0.09110409380000001	0.1082257266	0.117561989	-0.13260036960000002	-0.09079007900000001	0.0725847459	0.10323574529999999	-0.0955382505	0.027848179100000002	0.0920272156	0.0602250036	0.1068287793	-0.08766212539999997	-0.0326929551	0.1644996824	-0.0784773517	-0.1189053108	0.034306583700000004	-0.0129698872	0.0839065826	0.079821885	0.1233421075	0.010027723399999999	0.0587546628	0.0974675943	-1.22904e-05	-0.0061710288	0.12429199869999999	0.0698973962	-0.002172691	-0.0372418042	-0.0498804126	-0.1520333017	-0.049600524400000005	0.0061983339	0.07494416059999999	0.01908679	0.0325724267	0.1215101995	0.120893123	0.1198669825	0.0169903	0.0012381999999999983	0.00028867029409	1.533139239999996e-06	0.00346399	0.01428059	1.19992267201e-05	0.0002039352507481	0.0442952	0.0285694	0.0008162106163600001	0.00196206474304	0.00043064	-0.0004693449999999999	1.854508096e-07	2.202847290249999e-07	0.000373902	-0.00017004600000000009	1.3980270560399994e-07	2.8915642116000028e-08	0.000809523	-8.795199999999997e-05	7.735554303999995e-09	6.553274875290001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36405.41015625	-102.91796875	1325353888.6447904	10592.108291625977	25600.34765625	14.9609375	223.82965087890625	655377800.1208649	25247.388671875	20.583984375	423.7004127502442	637430634.7487222	1.216535	22.934664	0.084335895	0.0398576958	0.0683063546	0.1087031249	0.0627590524	0.0161062939	0.0602614675	-0.14843716740000001	-0.1393115264	-0.0524364647	0.00478253	-0.0468441713	-0.0030957271999999996	-0.077226173	-0.16931704690000002	-0.049032327599999995	0.19884588399999997	-0.1400943335	0.0663540987	-0.1343103967	0.11963192140000001	-0.0848971015	-0.0311565465	0.0066220725	0.0169831831	0.011787094199999999	0.0106133231	-0.096729989	-0.015248316999999999	-0.0221545696	0.0097249657	-0.1376793866	-0.0455471846	-0.165058295	-0.0839312797	0.0029020604	-0.0370649302	0.0731487681	0.2613787077	-0.0485282449	-0.0011319941000000001	-0.113942936	-0.0992147993	0.0932143277	-0.058976996500000003	-0.0162227108	0.077163835	0.0165809835	-0.1692050641	-0.1002672501	0.002426171	-0.1109949378	-0.0182803002	-0.0620350074	0.1477904808	0.13185662	0.0749505759	-0.0317170314	0.042560616600000004	0.0508991483	-0.150170967	-0.1643550986	0.1703370584	-0.18356123149999998	0.0608608763	-0.0441547318	-0.114524549	0.047079254400000006	-0.1067370366	-0.0689132073	-0.0347547713	0.0210098333	-0.0841308463	-0.0098564921	-0.054654179299999994	-0.1258983846	-0.0892278602	0.039455764	-0.15682639210000002	-0.0604034445	0.17762395649999999	0.0510957442	-0.072991049	0.0398746284	-0.011292681799999999	-0.0385803634	0.0887081194	-0.0235924919	-0.1625126451	0.0337307433	-0.0831081712	0.1213126213	0.12010478890000001	0.1181006348	0.007905779999999998	-0.009084520000000002	6.250135740839996e-05	8.252850363040005e-05	0.0249785	0.02151451	0.00062392546225	0.0004628741405401	0.0599874	0.015692200000000003	0.0002462451408400001	0.0035984881587600008	6.87897e-05	-0.0003618503	4.7320228260900016e-09	1.3093563961008998e-07	0.000597513	0.0002236110000000001	3.570217851690001e-07	5.0001879321000034e-08	0.000984955	0.000175432	3.0776386624e-08	9.701363520250002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36603.70703125	198.296875	1339831368.4295807	39321.650634765625	25625.650390625	25.302734375	640.2283668518066	656673957.9425392	25326.384765625	78.99609375	6240.382827758789	641425765.2964821	1.248641	23.539938	0.110953195	-0.0270437867	-0.0701535172	0.0777465076	0.018227574099999998	0.0236146005	-0.044677233399999995	-0.0891968763	-0.0579796358	0.0988181357	-0.108372812	-0.0582476376	0.0360231806	-0.0692768171	-0.1803100384	-0.0181098348	0.09125572779999999	-0.2251738355	0.1145862091	-0.0933787527	0.0185139779	0.06560372860000001	0.0501146688	0.06780507059999999	-0.09523477150000001	0.0639395576	0.0051844331	-0.0184105434	-0.1019754068	0.1047018824	-0.0427736146	-0.0569547542	-0.1037685961	0.00040327690000000003	-0.0003910082	0.1342322576	0.0438025286	-0.053027306100000005	0.0361824365	-0.014301283400000003	0.1330686075	0.115327711	0.0711801902	-0.15341778550000001	0.09230850869999999	0.0444624553	-0.0708917292	-0.0014697474	-0.1094315807	-0.0943634493	-0.0057526666	-0.0646612531	-0.023398158500000002	0.0376980614	0.0616705096	0.0834242629	-0.0003012193	0.0201339826	0.0175048942	-0.11113782400000001	-0.1349378597	-0.19275189899999998	0.1923013911	-0.018777306299999998	-0.0461429846	-0.09023975	-0.1406973245	-0.0085261336	-0.0423962353	0.13390464970000002	0.050350169199999996	-0.1562568411	0.09148494019999999	-0.08693554869999999	-0.1271395496	-0.1105594202	0.0069290739	-0.011041005	-0.0638160518	0.0806101917	-0.0193989339	0.06136730570000001	-0.042746707	0.07310763320000001	-0.1283477516	0.10259616460000001	0.00019370669999999997	-0.09184265720000001	-0.0350161971	-0.0609352417	-0.0183853305	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.00921499	0.0013092100000000016	8.491604070009999e-05	1.7140308241000043e-06	-0.0396467	-0.0646252	0.00157186082089	0.004176416475039999	0.0581033	-0.0018841	3.5498328099999984e-06	0.0033759934708900005	-0.000507041	-0.0005758307	2.5709057568099993e-07	3.3158099506249e-07	0.0007306609999999999	0.00013314799999999982	5.338654969209999e-07	1.7728389903999953e-08	0.00113867	0.000153715	2.3628301225000004e-08	1.2965693689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36486.3359375	-117.37109375	1331252710.144104	13775.973648071289	25660.369140625	34.71875	1205.3916015625	658454544.4331398	25306.037109375	-20.34765625	414.02711486816406	640395514.1810646	1.386434	26.137676000000006	0.03642691	0.0194269179	-0.0300829834	0.0612991747	-0.1415871588	0.0007847314999999999	-0.060747421600000004	0.0607823175	-0.018672041	-0.0354428996	-0.16156775369999998	0.0700381062	-0.0128027951	0.0523295122	-0.1680053784	-0.0352532605	0.032098701	-0.1906644312	-0.040062364100000004	-0.0697929899	0.08694383160000001	0.0702585383	-0.0055222848	0.05020589650000001	-0.1791765756	0.0827142414	-0.0907617469	-0.077144728	0.0693236329	-0.050294253	-0.136058487	0.1651271066	-0.0757476557	0.0712194753	0.0732049364	-0.0419744791	-0.1498061754	-0.0416901316	0.1257294571	0.11793962289999999	-0.0016437967000000001	0.0891564041	0.0167287947	-0.046413582099999996	-0.0172107	-0.008023740699999999	-0.0266323523	0.1389760972	-0.004744084	-0.11929587330000001	-0.0716618346	-0.024521204799999998	0.0002089763	0.0550567416	-0.07414273190000001	0.0363145979	0.1104031688	0.0907234749	-0.050091672000000004	-0.0221739234	-0.18544520920000002	-0.0480967158	0.13126656650000001	-0.016882245	-0.0517412604	0.1150664998	-0.12002015640000001	-0.0253464496	0.0606528865	-0.013978248899999999	0.0072282746	-0.061503863099999986	0.2392312149	0.044037691600000005	-0.053300255899999996	0.0719854529	-0.029614164300000002	-0.1619151297	0.1096947642	0.061180050599999994	0.0185510199	-0.0200749867	0.06649936669999999	0.060152460899999996	-0.059450252599999996	-0.037981639500000004	-0.0164809427	-0.0439251437	-0.168130119	-0.0659020054	-0.0348770341	0.1207205288	0.11775003070000001	0.11285322490000001	0.00613158	-0.0030834099999999987	3.75962732964e-05	9.507417228099994e-06	-0.035123900000000007	0.0045227999999999935	0.0012336883512100007	2.0455719839999938e-05	0.08480709999999997	0.02670379999999996	0.0007130929344399983	0.007192244210409994	-0.000466263	4.077799999999994e-05	2.1740118516900005e-07	1.6628452839999954e-09	0.000732221	1.560000000000168e-06	5.361475928410001e-07	2.4336000000005243e-12	0.00113867	0.0	0.0	1.2965693689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36489.4375	3.1015625	1331479049.0664062	9.61968994140625	25673.576171875	13.20703125	174.42567443847656	659132513.4530678	25386.744140625	80.70703125	6513.624893188477	644486778.0615578	1.431692	26.9909	0.19875360000000009	0.1470570326	0.054537372699999996	-0.0320974338	-0.0936217659	-0.0651940256	0.0289570252	0.12150089689999999	0.0373450107	-0.0789773359	0.0318496701	0.0621062321	0.055504877300000005	0.0148885176	0.0362410814	-0.0803018462	-0.3184988396	-0.0615613003	0.014050160400000001	-0.0418160216	-0.0766302726	0.0794252778	-0.0063784572	-0.0045698773	-0.1371541012	-0.1081756879	-0.1220738792	-0.1577480306	0.062968604	0.0195870809	0.073389806	-0.13157490800000002	-0.0168562537	0.140496625	0.0498645371	-0.04729204150000002	0.1293415985	0.058680955800000004	0.0954784878	-0.0388813565	0.043617816600000005	-0.0051721909	-0.038276439	0.021617224900000002	0.1025087752	-0.12630554019999998	0.027870694300000002	0.0992964677	0.055380698799999996	-0.0480105874	0.0290934937	0.0776560944	0.0632137689	-0.0234479194	-0.1047021184	-0.0512060683	0.0115382547	-0.0486202367	-0.0512794217	0.0010568103	0.11392207380000001	0.1955465236	0.1640354459	0.1278286876	-0.083244851	0.0788921289	-0.0132607773	-0.06242499150000001	-0.0136527803	-0.106562337	-0.14850954449999998	-0.015859049099999998	0.0838515945	0.0104454291	-0.21584065219999998	-0.0604536587	0.0301643038	-0.0302051838	-0.0057856799	-0.0062007393999999995	-0.19698931690000002	0.0837394759	0.0400204564	0.030537858900000006	-0.082848226	0.0415828873	-0.0373541394	0.0572645829	0.0739699804	0.0455224367	-0.0159752774	0.120326335	0.1161887065	0.1093977275	0.00283963	-0.00329195	8.0634985369e-06	1.08369348025e-05	0.00566625	0.04079015	3.2106389062500005e-05	0.0016638363370225005	0.155671	0.07086390000000004	0.005021692323210005	0.024233460241	-0.00119381	-0.0007275469999999999	1.4251823161e-06	5.29324637209e-07	0.000845472	0.00011325099999999998	7.14822902784e-07	1.2825789000999994e-08	0.000303316	-0.0008353540000000001	6.978163053160001e-07	9.2000595856e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36610.94921875	121.51171875	1340361602.6978912	14765.097793579102	25636.828125	-36.748046875	1350.4189491271973	657246956.310791	25404.64453125	17.900390625	320.4239845275879	645395963.7591705	1.0608860000000002	20.000301	0.08716257	0.0876973213	0.0800726216	-0.1287740422	0.0392143493	-0.0614881654	-0.1589366029	0.038506870299999996	0.0453456492	-0.13684803880000002	0.1193095535	-0.0359285031	-0.0443442097	0.0141023123	0.031987418999999996	0.0101937169	0.0058542915	-0.0045006932	-0.12452267380000001	-0.0671825205	-0.08804842199999999	-0.033278137299999996	0.0797377866	-0.006984966	0.047649313799999996	0.0230981015	0.0414342029	-0.1037468274	-0.1570810392	0.0550060946	0.11807117730000001	0.16648890789999998	-0.0659189543	0.0966002733	0.1320660559	-0.0818674286	-0.036033535	0.0979891269	-0.09563648029999999	0.07915394490000001	0.0612558028	-0.0426245171	0.0227586333	-0.0780807393	0.00030123650000000004	-0.09334855660000001	0.0827275179	-0.1077502914	0.08488569630000001	0.025100402	-0.0052308921000000005	-0.0642198683	0.052148382699999996	0.1681787328	-0.0267323874	-0.0670967552	0.0490809409	-0.0339298342	0.0916817474	0.1606306917	0.0434037566	0.0159739652	-0.1007492307	0.0428619282	-0.1453747783	0.0059522841	-0.0108649733	0.0362654834	-0.05822265820000001	0.0102527875	-0.0366354561	0.0541465438	-0.0405029518	-0.10068969380000001	-0.0034684384	0.12778966949999998	0.10223861869999999	-0.0051406181	0.2513170168	0.0252814294	-0.0770874883	0.0858469877	-0.0965148997	0.0837613675	-0.0166131385	-0.0925584402	-0.0802712662	-0.049316577699999996	0.0733379683	0.0453757491	0.0205585624	0.1198669825	0.1143757435	0.10540925529999999	0.008443229999999998	0.005603599999999998	7.128813283289998e-05	3.140033295999997e-05	0.0169234	0.01125715	0.00028640146756000003	0.00012672342612250002	0.12283800000000003	-0.03283299999999999	0.0010780058889999992	0.015089174244000003	-0.00166524	-0.0004714299999999999	2.7730242576e-06	2.222462448999999e-07	0.000780975	-6.449699999999995e-05	6.099219506250001e-07	4.159863008999994e-09	8.986659999999997e-05	-0.0002134494	4.556064636036001e-08	8.076005795559995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36694.65234375	83.703125	1346497510.6286776	7006.213134765625	25589.9453125	-46.8828125	2197.998107910156	654845301.0967407	25451.85546875	47.2109375	2228.8726196289067	647796946.8021393	1.116117	21.041534	0.10566374	0.016490468799999998	0.08535855880000001	-0.16761915230000002	0.0992227985	-0.0409415787	-0.2074796616	-0.053325548	0.0176621051	-0.0375910914	0.2091880131	0.0296088566	0.0198433326	0.0668068042	0.08611395949999999	-0.0737011805	-0.07783771980000001	0.1844389689	-0.1697976943	-0.0208273615	-0.0661106101	0.0729493764	0.0131266319	-0.0628185182	-0.13080231009999999	0.0212173276	0.0179141322	0.0735557812	0.0491974413	0.1224701887	0.06786199379999999	-0.0217247466	-0.0070008505	0.0901636294	-0.13394545689999998	0.042658454500000005	0.12095884539999999	-0.30893925	0.0396558515	0.1204891186	-0.0379037815	-0.0155695008	-0.17494276039999998	-0.012341775	-0.10857583050000001	-0.0263368772	0.1279174199	-0.1541512105	0.0833593689	-0.013040814099999999	0.0377215544	0.0296015492	0.023020419599999998	0.22261477629999998	0.0719945366	-0.04996472019999999	-0.0875701144	-0.101355086	0.047901985099999995	0.1064942256	0.0574214383	0.17359124809999998	-0.15256681789999998	0.008847144	-0.098553894	0.1465705933	0.0346967987	-0.1084425556	0.011193770700000001	-0.0243811179	0.0612176191	-0.1363759952	0.0438876193	0.0937718895	0.0047218105	-0.1057168493	-0.0012207856	0.0395320548	-0.0517771683	-0.08695069119999999	-0.1257053465	0.08795466789999999	-0.0578145972	-0.2807669706	-0.0126184085	0.0334336561	0.08916723789999999	0.059031270199999986	-0.20559837809999998	0.0364981142	-0.1999759046	0.11934271980000001	0.112315068	0.1009072399	0.0178333	0.009390070000000002	0.00031802658889	8.817341460490004e-05	0.0317463	0.014822899999999996	0.0010078275636899998	0.00021971836440999988	0.0906084	-0.032229600000000025	0.0010387471161600016	0.008209882150559998	-0.00148953	0.00017570999999999993	2.2186996209e-06	3.087400409999997e-08	-0.0	-0.000780975	0.0	6.099219506250001e-07	0.000117605	2.7738400000000026e-05	7.694188345600013e-10	1.3830936025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36751.0703125	56.41796875	1350641169.1143188	3182.987197875977	25626.86328125	36.91796875	1362.9364166259766	656736121.6358795	25517.318359375	65.462890625	4285.390048980713	651133536.2536964	1.121435	21.141798	0.07754089999999997	0.008423704	-0.0038618123999999998	-0.1420345221	0.1503048861	-0.042911839199999996	0.1718115664	-0.0246305626	-0.0077997578	-0.0484784868	0.0837573809	-0.1086314733	0.1215786222	-0.1027175396	0.0922720325	-0.08766905230000001	-0.027183663900000002	0.1575012123	0.0161698043	-0.0053192047	-0.0013178862	0.0559889478	0.014871053	-0.12957316359999999	0.046621826100000006	0.0923925285	0.0280476812	0.1460972109	0.0874222678	0.0483236858	-0.09248690679999999	-0.012496775	-0.0267428572	0.0041467801	0.1014585496	0.022514680099999997	-0.0341933053	0.0185327433	-0.0932978161	-0.0978493401	-0.0183577315	0.11806352939999999	-0.1599369155	-0.0087456722	-0.0027757275	-0.0510773868	0.0158276702	-0.17546836989999998	0.0826821477	0.0337025563	0.004446915300000001	0.1162234015	0.0544375319	-0.1641609043	0.030664939199999998	-0.0207992978	0.0145929776	-0.1859475643	0.0376012172	-0.0188078641	0.1596110386	0.0843257393	-0.0070119231	-0.07380299650000001	0.07761712280000001	-0.045597215999999996	0.0392951526	-0.09418258800000001	-0.0141186781	-0.0943998808	0.1719090813	0.0010817295	0.0376633953	0.0448731671	0.1567808467	-0.0086407745	0.0931449193	0.0318316172	0.0301634386	0.0071033334	-0.0174011051	-0.08233301629999999	2.402e-07	0.0942995266	-0.0148173897	0.0725396319	-0.030448601000000002	0.0511850228	-0.0085468647	0.0733542391	0.0136137217	0.11875383099999999	0.1100111431	0.0959136145	0.0178102	-2.309999999999812e-05	0.00031720322404000004	5.336099999999132e-10	0.054513699999999984	0.022767399999999997	0.002971743487689999	0.0005183545027599997	0.11553	0.0249216	0.0006210861465600001	0.013347180899999998	-0.00131114	0.00017839000000000006	1.7190880995999997e-06	3.182299210000002e-08	0.000271257	0.000271257	7.3580360049e-08	7.3580360049e-08	0.000264534	0.00014692900000000002	2.1588131041e-08	6.997823715600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
