csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
19732.375	n/a	n/a	389366623.140625	n/a	n/a	n/a	n/a	24659.685546875	n/a	608100091.2707558	n/a	n/a	n/a	n/a	-0.0697551776	n/a	-0.0676508857	0.1620457617	n/a	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.00283276	n/a	n/a	8.024529217600001e-06	0.0235864	n/a	0.00055631826496	n/a	-0.0257406	n/a	n/a	0.0006625784883599999	-0.000342103	n/a	n/a	1.17034462609e-07	0.00016764	n/a	n/a	2.8103169599999995e-08	0.000319806	n/a	1.02275877636e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19939.796875	207.421875	43023.834228515625	397595499.41625977	n/a	n/a	n/a	n/a	24587.578125	-72.107421875	604548998.0529785	5199.480289459229	1.277414	41.20248400000001	0.08136857139999999	0.0005658	n/a	-0.0961252063	0.037365413199999996	n/a	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-2.34546e-05	0.0028093054	7.89219683046916e-06	5.5011826116e-10	-0.017184999999999995	-0.0407714	0.0002953242249999998	0.00166230705796	-3.2284e-05	0.025708316000000002	0.000660917511555856	1.0422566560000001e-09	-0.000360751	-1.864799999999996e-05	3.477479039999985e-10	1.3014128400099995e-07	0.00022934	6.170000000000001e-05	3.806890000000001e-09	5.25968356e-08	0.000158563	-0.000161243	2.5142224969e-08	2.5999305049000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20087.51171875	147.71484375	21819.675064086918	403508127.0509186	n/a	n/a	n/a	n/a	24812.322265625	224.744140625	615651336.2132301	50509.928745269775	1.630388	52.58749399999999	0.06531970972000001	-0.0826627235	n/a	-0.0196264742	0.09162813	n/a	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-4.11305e-05	-1.7675899999999998e-05	3.1243744081000005e-10	1.6917180302500002e-09	0.012798	0.029983	0.000163788804	0.0008989802889999998	-8.90018e-06	2.338382e-05	5.468030377923999e-10	7.921320403240002e-11	-0.000103618	0.000257133	6.611737968899999e-08	1.0736689924e-08	0.00044735	0.00021801	4.75283601e-08	2.001220225e-07	0.000389333	0.00023077	1.51580184889e-07	5.3254792900000005e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19862.66796875	-224.84375	50554.7119140625	394525578.83680725	n/a	n/a	n/a	n/a	24730.642578125	-81.6796875	611604682.3269691	6671.571350097656	1.1064200000000002	35.687134	0.058068842820000015	-0.1722593782	n/a	-0.09938172990000001	0.1195960594	n/a	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-2.77659e-05	1.33646e-05	1.7861253316000005e-10	7.709452028100002e-10	1.92216e-05	-0.0127787784	3.6946990656000014e-10	0.0001632971773963066	-0.008775049999999998	-0.008766149819999998	7.684538266668599e-05	7.700150250249995e-05	-0.0004182980000000001	-0.0003146800000000001	9.902350240000004e-08	1.7497321680400008e-07	0.000229047	-0.000218303	4.7656199809e-08	5.2462528209000006e-08	0.000192105	-0.000197228	3.6904331025e-08	3.8898883984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20125.31640625	262.6484375	68984.20172119139	405028360.4516754	n/a	n/a	n/a	n/a	24688.150390625	-42.4921875	609504769.7101173	1805.585998535156	1.380475	44.526649	0.042352503	-0.1635835601	n/a	-0.0970637737	0.0144680875	n/a	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.00236273	-0.0023349641	5.452057348288808e-06	5.5824930529e-06	-0.0059203	-0.0059395216	3.5049952089999995e-05	3.527791683686656e-05	-1.69327e-05	0.008758117299999998	7.670461864055926e-05	2.8671632928999997e-10	-0.00025980400000000004	0.00015849400000000002	2.5120348036000006e-08	6.749811841600001e-08	0.000243815	1.4767999999999993e-05	2.180938239999997e-10	5.944575422500001e-08	0.000525241	0.00033313599999999994	2.75878108081e-07	1.1097959449599996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19832.033203125	-293.283203125	86015.03723526001	393309540.9698525	n/a	n/a	n/a	n/a	24810.53125	122.380859375	615562460.9072267	14977.074741363524	1.462067	47.158382	0.047733183099999986	-0.1349976074	n/a	-0.038161163399999996	0.190117643	n/a	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.00334112	-0.00097839	9.572469921e-07	1.11630828544e-05	1.28758e-05	0.0059331758	1.6578622564e-10	3.520257507370564e-05	-0.0177582	-0.0177412673	0.0003147525654100492	0.00031535366723999995	-0.000186361	7.344300000000005e-05	5.393874249000007e-09	3.4730422320999986e-08	0.000472467	0.00022865199999999995	5.228173710399998e-08	2.23225066089e-07	0.000365729	-0.00015951199999999995	1.3375770144100005e-07	2.5444078143999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20592.875	760.841796875	578880.2398719789	424066500.765625	n/a	n/a	n/a	n/a	24945.513671875	134.982421875	622278652.3537025	18220.254215240482	1.348254	43.487377	0.0869399024	0.044788403899999996	n/a	0.069310204	-0.0764917153	n/a	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-2.23118e-05	0.0033188082	1.1014487868387241e-05	4.978164192399999e-10	0.0422631	0.0422502242	0.0017861696216099996	0.0017850814449502656	-0.00486458	0.012893619999999998	0.00016624543670439994	2.36641385764e-05	-0.0004182980000000001	-0.0002319370000000001	5.379477196900003e-08	1.7497321680400008e-07	0.000316957	-0.00015550999999999998	2.4183360099999996e-08	1.00461739849e-07	0.000547827	0.00018209799999999995	3.00114421929e-07	3.315968160399998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20336.478515625	-256.396484375	65739.15719985963	413572358.4164772	n/a	n/a	n/a	n/a	24880.3203125	-65.193359375	619030338.8526001	4250.1741065978995	1.755683	56.628834	0.1085459102	0.09761633119999999	n/a	0.0637968448	0.0180656451	n/a	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-2.8087e-05	-5.7751999999999985e-06	3.335293503999998e-11	7.888795689999999e-10	-0.00893056	-0.05119366	7.97549019136e-05	0.0026207908241956	-0.0268635	-0.02199892	0.0004839524811663999	0.0007216476322499999	-1.13159e-05	0.0004069821000000001	1.6563442972041005e-07	1.2804959280999998e-10	0.000212833	-0.00010412399999999998	1.0841807375999997e-08	4.5297885889e-08	0.000351982	-0.000195845	1.2389132832399998e-07	3.8355264025e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20267.029296875	-69.44921875	4823.1939849853525	410752476.5203896	n/a	n/a	n/a	n/a	24901.146484375	20.826171875	620067096.2363014	433.729434967041	1.403122	45.257122	0.0441445322	-0.0053246084	n/a	-0.0130829372	-0.020407912	n/a	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-3.59542e-05	-7.867200000000005e-06	6.189283584000007e-11	1.2927044976400002e-09	0.0192663	0.02819686	0.00037119031568999983	0.0007950629138595999	-0.0176175	0.009245999999999996	8.548851599999995e-05	0.00031037630625000003	-0.000132962	-0.0001216461	1.4797773645210002e-08	1.7678893444e-08	0.000212833	0.0	0.0	4.5297885889e-08	0.000339752	-1.223000000000001e-05	1.1543142150399997e-07	1.4957290000000026e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20700.818359375	433.7890625	188172.9507446289	428523880.74783707	n/a	n/a	n/a	n/a	24751.646484375	-149.5	612644003.6874733	22350.25	0.911652	29.404953000000006	0.09615442710000001	-0.0097693424	n/a	0.0808586458	-0.10207074199999999	n/a	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-2.50771e-05	1.08771e-05	1.1831130441000006e-10	6.2886094441e-10	-0.0511686	-0.0704349	0.00261822562596	0.004961075138009999	-0.0187786	-0.0011610999999999948	1.3481532099999879e-06	0.0003526358179599998	-0.000201443	-6.848099999999997e-05	4.689647360999998e-09	4.0579282249e-08	0.000581774	0.000368941	1.3611746148099995e-07	3.38460987076e-07	0.000286223	-5.352899999999997e-05	8.1923605729e-08	2.865353840999997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
